"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"PTPRT","Ptprt",9.946899,7.541447,5.970414,2375,2480,428,7.81958666666667,0.12651,0.12651,7.82912416815356
"PTPRU","Ptpru",16.368162,8.277608,8.062252,584,636,155,10.902674,1.5687,1.5687,4.63373457390898
"PTPRVP","Ptprv",0.79168,3.351884,8.401247,4,8,3,4.18160366666667,0,0,5.18160366666667
"PTPRZ1","Ptprz1",26.463306,24.168454,19.605005,3601,5027,870,23.412255,1.13857,1.13857,11.4152237242643
"PTRH1","Ptrh1",1.808806,2.399243,2.874901,14,36,6,2.36098333333333,0.45543,0.45543,2.30927171580449
"PTRH2","Ptrh2",3.096913,3.320552,3.012498,202,323,61,3.143321,16.43336,16.43336,0.237666233015322
"PTRHD1","Ptrhd1",1.778405,1.516914,1.823145,150,190,48,1.70615466666667,35.8523,35.8523,0.0734324497159381
"PTS","Pts",24.363222,21.525076,18.811344,427,535,102,21.5665473333333,64.51897,64.51897,0.344427687635098
"PTTG1","Pttg1",30.838904,29.464381,32.844219,356,472,124,31.049168,1.49279,1.49279,12.8567460556244
"PTTG1IP","Pttg1ip",40.219389,43.719653,51.067981,1171,1594,464,45.002341,134.90789,134.90789,0.338481754076235
"PTX3","Ptx3",0.583024,0.25934,0.719653,19,10,5,0.520672333333333,1.49279,1.49279,0.610028254820235
"PTX4","Ptx4",0.206331,0.138002,0,4,6,0,0.114777666666667,0,0,1.11477766666667
"PUF60","Puf60",50.307425,44.598372,52.630831,1674,2259,595,49.178876,8.8682,8.8682,5.08490666990941
"PUM1","Pum1",10.455274,8.50324,8.544376,1147,1300,294,9.16763,37.45895,37.45895,0.26437617251641
"PUM2","Pum2",28.551048,22.659083,19.921731,2298,2687,534,23.7106206666667,46.28919,46.28919,0.52254269245607
"PURA","Pura",10.282929,10.580823,6.258253,1118,1851,208,9.04066833333333,9.24772,9.24772,0.979795343094204
"PURB","Purb",43.334421,32.990748,31.246496,7540,8840,1683,35.8572216666667,13.20741,13.20741,2.59422524349383
"PURG","Purg",7.028508,5.570124,5.94253,235,292,62,6.18038733333333,0.35422,0.35422,5.30223105059247
"PUS1","Pus1",8.210051,9.134674,8.629948,222,309,82,8.65822433333333,1.6193,1.6193,3.68733032998638
"PUS10","Pus10",4.715532,5.883511,7.246354,182,232,54,5.94846566666667,4.1368,4.1368,1.35268370710689
"PUS3","Pus3",3.544595,3.149126,3.596376,148,195,46,3.43003233333333,11.10738,11.10738,0.365895208817542
"PUS7","Pus7",9.89258,10.324521,8.004401,412,661,132,9.40716733333333,6.62901,6.62901,1.36415699197318
"PUS7L","Pus7l",2.626744,1.671518,2.38455,50,63,22,2.227604,2.68196,2.68196,0.876599419874197
"PUSL1","Pusl1",13.188267,11.416642,15.696708,182,240,75,13.4338723333333,0.21506,0.21506,11.8791436911209
"PVALB","Pvalb",61.902183,61.414897,66.602931,1039,1545,354,63.3066703333333,0,0,64.3066703333333
"PWP1","Pwp1",8.088441,5.728323,5.321418,329,404,88,6.379394,31.04501,31.04501,0.230282156254593
"PWP2","Pwp2",4.467205,3.866285,4.332131,380,495,117,4.22187366666667,2.97293,2.97293,1.31436337077841
"PWWP2A","Pwwp2a",8.074817,6.637121,7.655462,261,309,92,7.4558,10.76581,10.76581,0.718675552299417
"PXDC1","Pxdc1",3.819344,4.379924,4.586889,100,122,48,4.26205233333333,16.2942,16.2942,0.304266883309626
"PXDN","Pxdn",11.69878,8.582229,7.526433,702,819,165,9.26914733333333,9.17181,9.17181,1.00956932279834
"PXK","Pxk",20.441217,14.828066,16.552688,1024,1282,306,17.2739903333333,18.29302,18.29302,0.947181433146979
"PXMP2","Pxmp2",6.546701,5.631547,5.286586,69,87,22,5.82161133333333,66.53044,66.53044,0.101015354458424
"PXMP4","Pxmp4",4.488198,4.961514,3.627141,176,291,61,4.358951,5.74345,5.74345,0.794689810112035
"PXN","Pxn",17.620757,10.334242,8.184909,704,655,186,12.046636,40.45719,40.45719,0.314701406438787
"PXT1","Pxt1",0,0.036628,0,0,1,0,0.0122093333333333,0.27832,0.27832,0.79182781567474
"PYCARD","Pycard",1.045939,2.314728,2.191537,37,76,9,1.85073466666667,0.17711,0.17711,2.42180821390241
"PYCR1","Pycr1",1.128757,1.347352,4.053643,31,54,18,2.176584,0.7717,0.7717,1.79295817576339
"PYCR2","Pycr2",11.665344,10.87247,17.082809,362,533,165,13.2068743333333,23.42924,23.42924,0.581552039004624
"PYGB","Pygb",130.098741,117.192277,145.70044,6621,9251,1987,130.997152666667,64.56957,64.56957,2.01308553139309
"PYGL","Pygl",2.177913,4.29354,1.706972,108,157,22,2.72614166666667,9.31097,9.31097,0.361376443406068
"PYGM","Pygm",70.107392,57.647809,71.975815,2268,3202,797,66.5770053333333,61.47013,61.47013,1.08174907485119
"PYGO1","Pygo1",5.365016,3.674402,4.210412,934,968,229,4.41661,2.26449,2.26449,1.6592515216772
"PYROXD1","Pyroxd1",5.884026,4.66924,4.336326,242,286,49,4.96319733333333,14.23212,14.23212,0.391488337364289
"PYROXD2","Pyroxd2",0.686002,0.438326,0.828284,38,30,16,0.650870666666667,7.79288,7.79288,0.187750846897338
"PYURF","Pyurf",4.889028,4.664105,4.412017,373,535,105,4.65505,113.1612,113.1612,0.0495356565978634
"PYY","Pyy",0,0,0,0,0,0,0,0,0,1
"QDPR","Qdpr",427.87089,427.344191,610.320448,6031,8871,2545,488.511843,91.49042,91.49042,5.29256806272477
"QPCT","Qpct",8.409182,6.358008,7.71376,243,305,70,7.49365,2.69462,2.69462,2.29892384061148
"QPCTL","Qpctl",5.306437,4.197797,5.102919,300,358,92,4.869051,0.69579,0.69579,3.4609538916965
"QPRT","Qprt",0.730732,0.447277,0.374558,22,29,5,0.517522333333333,15.02912,15.02912,0.0946728412622361
"QRFP","Qrfp",0,0.063121,0.150901,0,6,3,0.0713406666666667,0,0,1.07134066666667
"QRFPR","Qrfpr",0.721187,0.678851,0.308453,25,28,3,0.569497,0.46808,0.46808,1.06908138521062
"QRICH1","Qrich1",25.670528,23.884059,28.891775,1016,1380,322,26.1487873333333,58.61105,58.61105,0.455432127656422
"QRICH2","Qrich2",0.006065,0.113964,0,1,1,0,0.0400096666666667,0.60724,0.60724,0.647078013654878
"QRSL1","Qrsl1",8.896607,6.109034,7.242224,317,313,88,7.415955,26.25036,26.25036,0.308838305255417
"QSOX1","Qsox1",18.46267,16.137914,16.471607,668,927,208,17.0240636666667,23.60635,23.60635,0.73249643554069
"QSOX2","Qsox2",4.668243,4.445464,4.11098,337,472,98,4.408229,5.95852,5.95852,0.77720966527365
"QTRT1","Qtrt1",17.376997,16.152047,14.327098,100,142,31,15.9520473333333,3.55487,3.55487,3.72174119861452
"R3HCC1","R3hcc1",17.791353,16.933055,18.146769,366,586,132,17.6237256666667,13.13151,13.13151,1.31788645846528
"R3HCC1L","R3hcc1l",7.522426,6.161025,5.25154,287,372,86,6.31166366666667,7.22359,7.22359,0.889108487493499
"R3HDM2","R3hdm2",129.649273,106.680237,72.290038,1842,2448,501,102.873182666667,90.50366,90.50366,1.13518063284755
"R3HDM4","R3hdm4",48.949575,37.976824,65.151759,956,1267,303,50.6927193333333,5.26272,5.26272,8.25403647829271
"R3HDML","R3hdml",0.050784,0,0,1,0,0,0.016928,0,0,1.016928
"RAB10","Rab10",35.845741,37.13629,34.633111,2566,4042,769,35.871714,143.1562,143.1562,0.255776123399479
"RAB11A","Rab11a",193.140458,163.565671,187.407421,1892,2756,542,181.371183333333,228.37184,228.37184,0.795089682034784
"RAB11B","Rab11b",95.679539,84.676151,117.245264,2561,3348,996,99.200318,23.25213,23.25213,4.13160897620127
"RAB11FIP1","Rab11fip1",0.657897,0.610938,1.08299,81,95,22,0.783941666666667,8.0712,8.0712,0.19665994208778
"RAB11FIP2","Rab11fip2",6.837169,5.43701,4.687834,565,669,125,5.65400433333333,9.51338,9.51338,0.632908192544485
"RAB11FIP3","Rab11fip3",19.041433,14.955324,16.282735,1803,2110,455,16.7598306666667,11.92968,11.92968,1.37357078184972
"RAB11FIP4","Rab11fip4",29.664658,24.512713,24.233007,4431,5717,1213,26.1367926666667,0.83495,0.83495,14.7888458359447
"RAB11FIP5","Rab11fip5",28.724313,22.631841,31.768935,2519,3040,845,27.708363,16.49661,16.49661,1.64079573128737
"RAB12","Rab12",28.937791,25.01477,22.178026,972,1256,262,25.3768623333333,201.51423,201.51423,0.130246957625315
"RAB13","Rab13",4.14171,3.787664,5.125054,89,117,33,4.351476,103.3948,103.3948,0.0512619019338128
"RAB14","Rab14",92.700378,67.472516,52.708246,3394,4383,914,70.96038,65.74609,65.74609,1.07812128021282
"RAB15","Rab15",20.958465,18.629779,16.88294,1140,1247,347,18.823728,19.09002,19.09002,0.986745060482767
"RAB17","Rab17",0,0,0,0,0,0,0,1.10062,1.10062,0.476049928116461
"RAB18","Rab18",86.760376,72.119263,67.277844,2042,3041,505,75.3858276666667,247.47451,247.47451,0.307419170146132
"RAB19","Rab19",0.032002,0.085411,0,1,4,0,0.0391376666666667,0,0,1.03913766666667
"RAB1B","Rab1b",53.415958,46.136387,66.739952,1509,2041,634,55.4307656666667,21.70873,21.70873,2.48498113574236
"RAB20","Rab20",0.482169,0.097633,0,13,4,0,0.193267333333333,7.59047,7.59047,0.13890594267058
"RAB21","Rab21",16.837871,17.119798,17.181326,1496,2326,472,17.0463316666667,178.52777,178.52777,0.100521115294122
"RAB22A","Rab22a",10.668941,7.844004,6.527962,1180,1595,314,8.346969,7.47661,7.47661,1.10267772140042
"RAB23","Rab23",14.570615,10.300788,10.411449,568,746,174,11.7609506666667,15.77552,15.77552,0.760688829119256
"RAB24","Rab24",56.3427,41.851882,71.347846,693,814,260,56.5141426666667,12.41041,12.41041,4.28876840205979
"RAB25","Rab25",1.080893,0.152988,0.218668,5,4,1,0.484183,0,0,1.484183
"RAB26","Rab26",5.21343,3.272077,4.002657,101,109,33,4.16272133333333,1.58135,1.58135,2.00000826440945
"RAB27A","Rab27a",3.615284,2.7827,3.668188,182,186,60,3.35539066666667,5.57899,5.57899,0.662015091475541
"RAB27B","Rab27b",5.487289,4.087225,4.901099,595,625,137,4.82520433333333,0.06325,0.06325,5.47867795281762
"RAB28","Rab28",24.80109,21.535976,28.034846,788,992,270,24.7906373333333,69.03529,69.03529,0.368252024562664
"RAB2A","Rab2a",87.439399,76.461304,83.055609,3697,4934,1090,82.3187706666667,202.64015,202.64015,0.409147069802623
"RAB2B","Rab2b",46.15496,86.481397,60.11817,610,915,205,64.251509,27.27508,27.27508,2.30773914698031
"RAB30","Rab30",9.107504,10.217312,6.70403,1163,1759,306,8.676282,19.68461,19.68461,0.467801036616112
"RAB31","Rab31",24.672901,28.439358,26.952196,1864,3123,642,26.6881516666667,13.96646,13.96646,1.85001340775752
"RAB32","Rab32",0.836385,0.812333,1.003484,33,52,14,0.884067333333333,5.27537,5.27537,0.300232071309474
"RAB33A","Rab33a",6.555003,6.019858,6.636842,141,196,45,6.403901,0.60724,0.60724,4.60659329036112
"RAB33B","Rab33b",12.599924,11.890034,10.674099,634,1120,195,11.7213523333333,7.3754,7.3754,1.51889489855211
"RAB34","Rab34",22.875233,18.018649,28.46127,242,317,114,23.118384,17.42012,17.42012,1.30934999337681
"RAB35","Rab35",21.922346,18.695699,23.3649,992,1172,331,21.3276483333333,10.91762,10.91762,1.87349893127431
"RAB36","Rab36",12.755511,6.535622,7.745424,514,510,141,9.01218566666667,0.20241,0.20241,8.32676513557494
"RAB37","Rab37",16.667246,31.735139,22.46841,717,1953,290,23.6235983333333,1.50544,1.50544,9.8280534889414
"RAB38","Rab38",0.775644,0.698805,0.513912,21,13,5,0.662787,0.32892,0.32892,1.25123182734852
"RAB39B","Rab39b",11.480925,10.524215,8.718798,775,1124,181,10.2413126666667,0.29097,0.29097,8.70764825415514
"RAB3A","Rab3a",330.443453,260.573193,367.485787,6254,7727,2371,319.500811,13.44778,13.44778,22.1833950267792
"RAB3B","Rab3b",20.107178,16.61037,18.031356,431,549,118,18.2496346666667,0,0,19.2496346666667
"RAB3C","Rab3c",29.150541,21.062409,19.29015,5257,5473,1065,23.1677,0.01265,0.01265,23.865797659606
"RAB3D","Rab3d",1.36245,1.413442,1.60998,91,131,43,1.46195733333333,1.54339,1.54339,0.967982626861525
"RAB3GAP1","Rab3gap1",36.018005,28.074229,31.437141,2012,2401,489,31.843125,58.23153,58.23153,0.554487196261856
"RAB3GAP2","Rab3gap2",16.600729,14.502496,15.179353,1691,2287,435,15.427526,19.65931,19.65931,0.795163342822195
"RAB3IL1","Rab3il1",3.634371,3.774705,4.002687,207,309,68,3.803921,0.54398,0.54398,3.11138810088214
"RAB3IP","Rab3ip",10.318155,8.662706,12.728089,373,462,136,10.56965,33.60047,33.60047,0.334378405842464
"RAB40B","Rab40b",2.340821,2.792893,2.470045,53,64,11,2.53458633333333,15.05443,15.05443,0.220162679916592
"RAB40C","Rab40c",17.308519,18.279052,12.780472,510,635,154,16.122681,1.22713,1.22713,7.68822700066902
"RAB42","Rab42",0.581293,0.327326,1.05318,7,6,4,0.653933,0.41748,0.41748,1.16681223015492
"RAB43","Rab43",8.744689,7.581986,4.095055,248,277,85,6.80724333333333,0.11386,0.11386,7.00917829290336
"RAB44","Rab44",0.140301,0.299499,1.092463,12,20,2,0.510754333333333,0,0,1.51075433333333
"RAB4A","Rab4a",21.084202,21.329023,23.087939,460,661,156,21.8337213333333,83.49513,83.49513,0.270237128853856
"RAB4B","Rab4b",156.926213,140.589672,164.774354,930,1308,364,154.096746333333,4.78199,4.78199,26.8241118253981
"RAB5A","Rab5a",41.79811,41.676413,41.768654,1832,2858,566,41.7477256666667,89.02352,89.02352,0.474850635330263
"RAB5B","Rab5b",42.394352,38.601547,42.920852,2891,3899,929,41.3055836666667,90.04823,90.04823,0.464650259172163
"RAB5C","Rab5c",54.915762,51.162721,54.411044,1428,2099,520,53.496509,24.50456,24.50456,2.1367359013447
"RAB6A","Rab6a",121.540102,95.806111,108.634885,6347,8185,1716,108.660366,147.72313,147.72313,0.737345737680481
"RAB6B","Rab6b",94.519962,85.99167,90.966329,10311,14007,3127,90.4926536666667,27.24977,27.24977,3.23870437411231
"RAB8A","Rab8a",22.526414,20.133646,28.869593,484,640,169,23.8432176666667,17.0659,17.0659,1.37514420353631
"RAB8B","Rab8b",6.387656,5.375331,4.679646,651,832,148,5.48087766666667,9.12121,9.12121,0.640326370727084
"RAB9B","Rab9b",11.414177,8.791812,8.074865,957,1126,210,9.42695133333333,49.66695,49.66695,0.205793941283881
"RABAC1","Rabac1",190.331794,151.852295,272.819995,1361,1859,618,205.001361333333,3.78258,3.78258,43.0732703547736
"RABEP1","Rabep1",23.092378,19.079045,16.865816,2205,2707,552,19.6790796666667,69.07325,69.07325,0.295106615815117
"RABEP2","Rabep2",7.30184,7.933453,10.613635,246,290,90,8.61630933333333,0.86025,0.86025,5.1693639743762
"RABEPK","Rabepk",12.898843,10.917478,16.435121,264,331,95,13.4171473333333,10.91762,10.91762,1.20973376675321
"RABGAP1","Rabgap1",22.323847,19.040912,14.080519,1526,1741,383,18.4817593333333,54.10738,54.10738,0.353523599440462
"RABGAP1L","Rabgap1l",23.803186,18.721537,14.632541,1533,2026,313,19.0524213333333,177.04763,177.04763,0.112623916046135
"RABGEF1","Rabgef1",16.687617,15.151803,20.774129,542,742,198,17.5378496666667,18.96352,18.96352,0.928586224607017
"RABGGTA","Rabggta",14.371879,11.987643,19.224798,524,685,187,15.1947733333333,4.32657,4.32657,3.04037557627767
"RABGGTB","Rabggtb",24.458448,22.398695,30.910516,573,731,225,25.922553,143.29536,143.29536,0.186579478369921
"RABIF","Rabif",8.501992,7.16961,8.263551,520,652,159,7.97838433333333,7.96999,7.96999,1.00093582415737
"RABL2B","Rabl2",116.145048,55.404912,101.603351,465,491,136,91.0511036666667,13.57428,13.57428,6.31599665072077
"RABL3","Rabl3",4.414793,3.979904,2.436331,176,237,33,3.61034266666667,22.20211,22.20211,0.198703594917301
"RABL6","Rabl6",111.868658,91.94108,89.569772,1999,2463,587,97.79317,33.25889,33.25889,2.88372361159395
"RAC1","Rac1",165.318266,154.934815,172.725278,4667,6734,1527,164.326119666667,207.80167,207.80167,0.791785428089089
"RAC2","Rac2",6.103225,9.201785,18.621516,28,61,14,11.308842,0.11386,0.11386,11.0506185696587
"RAC3","Rac3",18.990679,14.598422,20.329266,188,226,65,17.972789,0,0,18.972789
"RACGAP1","Racgap1",5.752677,4.680819,16.258085,334,404,108,8.89719366666667,3.76993,3.76993,2.07491381774296
"RAD1","Rad1",8.719793,7.254682,7.299838,177,227,45,7.75810433333333,64.17739,64.17739,0.134373351454137
"RAD17","Rad17",5.474142,4.592829,3.110105,298,388,56,4.39235866666667,47.09884,47.09884,0.11210995247841
"RAD18","Rad18",3.881728,3.371414,1.518125,145,165,27,2.92375566666667,2.89703,2.89703,1.00685795764125
"RAD21","Rad21",22.955679,21.364798,22.588505,1878,2683,576,22.302994,173.2524,173.2524,0.133731265681276
"RAD23A","Rad23a",46.500069,40.060748,50.534668,754,991,244,45.698495,55.42306,55.42306,0.827649103044039
"RAD23B","Rad23b",38.523909,35.974888,33.49665,2216,3003,593,35.9984823333333,135.085,135.085,0.271877740627794
"RAD50","Rad50",3.603023,3.860073,1.880267,265,372,67,3.11445433333333,25.20035,25.20035,0.15703814389248
"RAD51","Rad51",2.868597,1.879462,2.875986,50,86,17,2.54134833333333,0.40482,0.40482,2.52085557817609
"RAD51AP1","Rad51ap1",2.969124,1.970074,1.100908,33,32,9,2.01336866666667,2.40365,2.40365,0.885334469368668
"RAD51B","Rad51b",0.266573,0.463801,0.335088,10,26,4,0.355154,2.87173,2.87173,0.350012526699951
"RAD51C","Rad51c",1.684597,1.671059,0.881235,71,91,18,1.412297,58.02912,58.02912,0.0408662199267074
"RAD51D","Rad51d",7.41608,6.261625,7.797557,349,458,106,7.15842066666667,3.188,3.188,1.94804695956702
"RAD52","Rad52",8.278408,6.659572,9.174619,186,210,53,8.037533,18.21712,18.21712,0.470285505840625
"RAD54B","Rad54b",0.92811,0.973943,1.286903,29,38,11,1.06298533333333,3.32715,3.32715,0.476753829502868
"RAD54L","Rad54l",0.387776,5.506783,0.315986,26,54,8,2.07018166666667,1.46749,1.46749,1.24425293179169
"RAD54L2","Rad54l2",3.524028,2.701879,2.768458,673,849,170,2.99812166666667,2.25184,2.25184,1.22949519861576
"RAD9A","Rad9a",7.509294,4.854399,5.97606,158,197,39,6.113251,2.21389,2.21389,2.21328390206261
"RAD9B","Rad9b",2.797643,2.200822,1.462496,64,93,15,2.15365366666667,1.18917,1.18917,1.44057047495931
"RADIL","Radil",9.608143,6.987524,8.726532,293,347,103,8.440733,0.56928,0.56928,6.01596464620718
"RAE1","Rae1",20.065259,21.631013,21.883459,391,531,154,21.1932436666667,22.93586,22.93586,0.927196418539658
"RAF1","Raf1",50.950975,50.73863,50.253258,1386,1831,412,50.647621,142.63752,142.63752,0.359569150177475
"RAG1","Rag1",0.048204,0.045433,0,7,10,0,0.0312123333333333,1.42954,1.42954,0.424447563461945
"RAG2","Rag2",0.072059,0.085635,0,5,9,0,0.0525646666666667,0.22771,0.22771,0.857339816949171
"RAI1","Rai1",10.691055,8.841775,11.562527,1148,1390,309,10.365119,1.594,1.594,4.38131033153431
"RAI14","Rai14",2.056701,1.218026,1.696538,186,190,55,1.65708833333333,4.73139,4.73139,0.463602779314151
"RAI2","Rai2",3.126284,2.169698,2.854273,138,147,40,2.71675166666667,30.39982,30.39982,0.118368566019381
"RALA","Rala",24.055595,23.167161,20.792318,1185,1682,311,22.6716913333333,45.82112,45.82112,0.505577212448855
"RALB","Ralb",6.717939,6.745887,10.26461,324,487,123,7.90947866666667,68.92144,68.92144,0.127421269737389
"RALBP1","Ralbp1",20.882084,18.756439,20.818781,1242,1608,376,20.1524346666667,43.70844,43.70844,0.473119497496819
"RALGAPA1","Ralgapa1",36.856489,29.040109,31.781095,2869,3286,623,32.559231,26.84495,26.84495,1.20521785817536
"RALGAPA2","Ralgapa2",3.659564,2.935212,1.867535,675,820,139,2.82077033333333,9.62724,9.62724,0.359526117160555
"RALGAPB","Ralgapb",23.156829,18.343862,11.611646,2894,3376,538,17.7041123333333,24.11238,24.11238,0.744816394675986
"RALGDS","Ralgds",48.581361,51.445705,46.2209,1818,2948,584,48.749322,12.71403,12.71403,3.62762236920876
"RALGPS1","Ralgps1",12.259895,10.215733,8.992232,1324,1617,326,10.4892866666667,22.65754,22.65754,0.485650099996308
"RALGPS2","Ralgps2",13.263602,11.400314,5.800146,641,814,155,10.1546873333333,5.28802,5.28802,1.77395862820623
"RALY","Raly",46.648443,58.761608,46.072248,967,1378,342,50.4940996666667,49.12297,49.12297,1.02735531566997
"RALYL","Ralyl",105.270464,71.890297,72.122979,865,996,215,83.09458,1.15122,1.15122,39.0915759429533
"RAMP1","Ramp1",21.277949,20.553607,28.256201,954,1327,396,23.3625856666667,5.56634,5.56634,3.71022299586477
"RAMP2","Ramp2",34.180434,21.551898,46.32333,295,323,135,34.018554,38.95174,38.95174,0.876521373036569
"RAMP3","Ramp3",0.783727,0.487661,0.685787,18,17,5,0.652391666666667,3.63077,3.63077,0.35682870595315
"RAN","Ran",230.943385,326.341675,188.528401,2592,3344,820,248.604487,268.86697,268.86697,0.92491677288258
"RANBP1","Ranbp1",32.112148,27.395173,38.964867,514,659,194,32.8240626666667,49.52779,49.52779,0.669415042032645
"RANBP10","Ranbp10",5.510099,4.071785,4.841305,649,722,180,4.80772966666667,9.45013,9.45013,0.555756690746112
"RANBP17","Ranbp17",1.943097,1.196088,1.693639,151,168,37,1.61094133333333,3.79523,3.79523,0.544487195261402
"RANBP3","Ranbp3",21.959504,17.490236,22.435487,999,1279,344,20.628409,45.44159,45.44159,0.465712069720266
"RANBP3L","Ranbp3l",0.637169,0.683402,1.229751,40,67,12,0.850107333333333,1.17652,1.17652,0.850030017336543
"RANBP6","Ranbp6",15.024584,11.855419,12.119587,1472,1720,371,12.9998633333333,29.2233,29.2233,0.463214253021124
"RANBP9","Ranbp9",38.340043,28.071754,29.607994,1411,1637,377,32.006597,68.25094,68.25094,0.476623089881524
"RANGAP1","Rangap1",49.464866,41.680388,47.499097,2982,3676,862,46.2147836666667,9.94351,9.94351,4.31440951455855
"RANGRF","Rangrf",12.38692,15.36077,17.503825,78,111,32,15.0838383333333,19.01412,19.01412,0.80362455772891
"RAP1A","Rap1a",56.214844,73.87497,60.833499,934,1991,277,63.6411043333333,189.11647,189.11647,0.340007913745365
"RAP1B","Rap1b",18.168801,15.816758,19.261585,717,1097,212,17.749048,108.56897,108.56897,0.171116402755269
"RAP1GAP","Rap1gap",81.647196,67.467381,81.402671,3268,3821,1053,76.8390826666667,3.33981,3.33981,17.9360577229572
"RAP1GAP2","Rap1gap2",20.460409,16.705776,16.080906,2369,2688,640,17.7490303333333,17.00264,17.00264,1.04146004882247
"RAP2A","Rap2a",13.865484,12.951668,14.546255,1246,1745,410,13.7878023333333,26.55398,26.55398,0.536684803187537
"RAP2B","Rap2b",1.82512,1.519837,1.926283,273,342,90,1.75708,2.3657,2.3657,0.819169860653059
"RAP2C","Rap2c",8.351778,8.621875,7.631747,557,927,156,8.2018,26.36422,26.36422,0.336271233018884
"RAPGEF2","Rapgef2",10.870856,7.678858,6.264302,1319,1564,282,8.27133866666667,33.03118,33.03118,0.272436590992927
"RAPGEF3","Rapgef3",58.119718,61.953305,35.350076,964,1607,304,51.8076996666667,24.99794,24.99794,2.03122630741769
"RAPGEF4","Rapgef4",87.383854,72.804175,66.981046,3159,4266,839,75.723025,6.19888,6.19888,10.657633548552
"RAPGEF5","Rapgef5",18.061372,17.406608,14.601256,1934,2931,566,16.6897453333333,11.85378,11.85378,1.37622904183309
"RAPGEFL1","Rapgefl1",12.979349,9.021813,11.059142,842,832,208,11.0201013333333,3.73198,3.73198,2.54018430621713
"RAPSN","Rapsn",0.674662,0.280004,1.050125,20,13,7,0.668263666666667,0.20241,0.20241,1.38743329369073
"RARA","Rara",8.330268,4.432779,7.608897,113,172,34,6.790648,4.41512,4.41512,1.43868427661806
"RARB","Rarb",2.487414,1.353327,3.699884,138,120,46,2.51354166666667,25.65578,25.65578,0.131811624595741
"RARG","Rarg",4.456551,4.302146,3.539627,135,183,65,4.09944133333333,11.3604,11.3604,0.412562808107612
"RARRES2","Rarres2",8.789957,5.798658,11.490977,99,99,41,8.69319733333333,2.94763,2.94763,2.4554472768049
"RARS2","Rars2",12.493163,13.250968,16.040668,238,321,71,13.9282663333333,49.46454,49.46454,0.295816950542566
"RASA2","Rasa2",6.482185,3.168753,4.712496,434,487,103,4.78781133333333,5.7055,5.7055,0.863143886859046
"RASA3","Rasa3",27.70785,23.295205,24.57668,1406,1972,396,25.193245,5.86996,5.86996,3.81272161701087
"RASA4B","Rasa4",4.278492,4.116158,4.112532,169,192,59,4.16906066666667,0.25302,0.25302,4.12528185237799
"RASAL1","Rasal1",7.611541,8.422103,9.404318,203,278,72,8.47932066666667,0,0,9.47932066666667
"RASAL3","Rasal3",1.626116,4.25701,0.88332,39,79,9,2.255482,0.0506,0.0506,3.0986883685513
"RASD1","Rasd1",1.849483,1.620104,1.582457,59,78,16,1.68401466666667,1.15122,1.15122,1.24767093401264
"RASD2","Rasd2",6.355486,3.847089,4.607502,376,350,88,4.93669233333333,2.27714,2.27714,1.81154675519915
"RASEF","Rasef",0.126304,0.093816,0.073395,13,15,2,0.0978383333333333,0.54398,0.54398,0.711044400402423
"RASGEF1C","Rasgef1c",3.132693,3.678512,3.406736,119,149,32,3.40598033333333,0,0,4.40598033333333
"RASGRF1","Rasgrf1",93.969366,62.065213,82.103341,8352,8271,2297,79.3793066666667,0.01265,0.01265,79.3752102569167
"RASGRF2","Rasgrf2",34.890648,25.01613,27.906788,2862,2887,704,29.2711886666667,6.80612,6.80612,3.87787898042391
"RASGRP1","Rasgrp1",1.024642,0.710633,0.618978,116,115,22,0.784751,0.34157,0.34157,1.33034504349382
"RASGRP2","Rasgrp2",65.148484,47.132027,58.832908,851,860,242,57.0378063333333,15.4972,15.4972,3.51803980877563
"RASGRP4","Rasgrp4",0.4771,0.454309,1.50734,38,38,15,0.812916333333333,0.83495,0.83495,0.987992225037921
"RASIP1","Rasip1",2.658618,1.59937,2.860582,170,154,57,2.37285666666667,1.60665,1.60665,1.29394305590189
"RASL10A","Rasl10a",1.134724,1.917169,1.421795,23,54,9,1.49122933333333,0.18976,0.18976,2.09389232562309
"RASL10B","Rasl10b",24.390537,19.832799,23.715922,1560,2008,507,22.6464193333333,3.58017,3.58017,5.16278202191913
"RASL11A","Rasl11a",0.452554,0.503762,1.903325,7,13,6,0.953213666666667,4.31392,4.31392,0.367565500923361
"RASL11B","Rasl11b",6.087409,7.783354,12.702114,185,325,63,8.85762566666667,14.49779,14.49779,0.636066540240039
"RASL12","Rasl12",1.891014,2.73103,2.111279,95,206,33,2.244441,12.1827,12.1827,0.246113542749209
"RASSF1","Rassf1",5.773275,5.461483,6.041784,193,262,66,5.75884733333333,9.50073,9.50073,0.643654996684357
"RASSF10","Rassf10",0.131033,0.218524,0.336273,10,25,8,0.22861,0,0,1.22861
"RASSF2","Rassf2",20.033443,24.981506,18.017642,1956,3551,608,21.0108636666667,2.56811,2.56811,6.16877385132932
"RASSF3","Rassf3",9.376503,10.664497,8.582992,552,883,175,9.54133066666667,62.40629,62.40629,0.166250551272857
"RASSF4","Rassf4",25.401325,17.42387,12.64639,1696,1954,394,18.4905283333333,62.38098,62.38098,0.307513836695698
