"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"TFRC","Tfrc",85.515819,54.882044,35.253808,3290,4835,931,58.550557,13.13178,13.13178,4.21394594311545
"TG","Tg",0.010338,0,0.016312,2,0,1,0.00888333333333333,16.47177,16.47177,0.0577436249065397
"TGDS","Tgds",3.393143,2.960906,2.852877,76,104,30,3.06897533333333,4.66769,4.66769,0.71792482181159
"TGFA","Tgfa",9.795317,14.48552,11.438643,956,2090,352,11.9064933333333,31.5951,31.5951,0.395964219570835
"TGFB1","Tgfb1",1.697556,1.470504,2.079753,59,99,25,1.749271,14.08606,14.08606,0.182239166488798
"TGFB1I1","Tgfb1i1",3.588104,2.586514,3.889176,119,156,46,3.354598,6.20285,6.20285,0.604565970414489
"TGFB2","Tgfb2",4.41517,3.873209,6.08609,250,428,77,4.79148966666667,14.7914,14.7914,0.366749602104099
"TGFB3","Tgfb3",3.356121,4.474052,3.86259,247,495,90,3.89758766666667,102.1084,102.1084,0.0474994051567735
"TGFBI","Tgfbi",4.028287,2.828844,10.606738,234,209,132,5.82128966666667,10.60085,10.60085,0.587999126500788
"TGFBR1","Tgfbr1",5.194311,5.535945,4.067587,553,906,146,4.93261433333333,3.21552,3.21552,1.40732681456459
"TGFBR2","Tgfbr2",3.043786,2.592676,3.025115,354,457,124,2.88719233333333,8.94123,8.94123,0.391017241662584
"TGFBR3","Tgfbr3",3.00128,1.766928,2.95718,354,349,121,2.57512933333333,2.96658,2.96658,0.901312801792308
"TGFBRAP1","Tgfbrap1",9.255047,7.964987,7.563434,970,1340,252,8.261156,5.85018,5.85018,1.35195805073735
"TGIF1","Tgif1",2.543167,1.237035,1.9833,42,60,9,1.92116733333333,11.34768,11.34768,0.236576209727927
"TGIF2","Tgif2",1.902897,1.451282,1.329967,13,17,5,1.561382,3.19478,3.19478,0.610611760330697
"TGM1","Tgm1",0.267304,0.091142,0.054271,5,8,1,0.137572333333333,3.23627,3.23627,0.268531593437938
"TGM2","Tgm2",7.09034,5.532235,6.629018,405,348,119,6.41719766666667,18.46332,18.46332,0.381085943542349
"TGM3","Tgm3",0.021898,0.082749,0.034662,2,11,1,0.0464363333333333,0.47714,0.47714,0.708420551425954
"TGM4","Tgm4",0.834116,0.976164,0.911312,15,22,4,0.907197333333333,0,0,1.90719733333333
"TGM5","Tgm5",0.120284,0,0,4,0,0,0.0400946666666667,0.74683,0.74683,0.59541836736641
"TGS1","Tgs1",11.389046,7.045996,5.792688,513,626,125,8.07591,5.87092,5.87092,1.32091626739942
"TH","Th",3.749715,1.217264,1.335873,66,33,6,2.10095066666667,10.45563,10.45563,0.270692285510851
"THADA","Thada",3.110699,3.066638,3.254402,330,430,82,3.143913,49.68501,49.68501,0.0817581568988543
"THAP1","Thap1",3.819101,4.143533,5.276131,133,170,43,4.41292166666667,4.19055,4.19055,1.04284163849046
"THAP11","Thap11",7.859152,6.267122,11.164952,294,357,130,8.43040866666667,25.28853,25.28853,0.358727120408279
"THAP2","Thap2",4.153267,4.19759,3.691026,395,528,117,4.013961,6.32732,6.32732,0.684283066660116
"THAP3","Thap3",8.37596,8.062002,12.014552,130,185,57,9.48417133333333,28.50405,28.50405,0.355346853511072
"THAP4","Thap4",15.126961,11.188445,20.493105,287,325,99,15.602837,43.73111,43.73111,0.371169796591232
"THAP7","Thap7",12.710815,11.193731,17.10071,147,214,60,13.6684186666667,45.95086,45.95086,0.312420659955252
"THBD","Thbd",1.923843,1.380371,1.939174,155,170,49,1.747796,1.68037,1.68037,1.02515548226551
"THBS1","Thbs1",0.937138,1.163198,0.984642,92,108,20,1.028326,7.84173,7.84173,0.229403747909063
"THBS2","Thbs2",3.431667,3.723217,3.399429,433,713,137,3.51810433333333,21.11872,21.11872,0.204266084716174
"THBS3","Thbs3",17.631234,18.451975,22.107151,175,297,70,19.3967866666667,11.20247,11.20247,1.67152934337611
"THBS4","Thbs4",0.239995,0.318335,0.227826,16,6,5,0.262052,18.71227,18.71227,0.0640236766237475
"THEG","Theg",0,0.254577,0,0,2,0,0.084859,0,0,1.084859
"THEGL","Thegl",0.061102,0.115144,0,2,2,0,0.0587486666666667,0,0,1.05874866666667
"THEM4","Them4",12.700864,11.965265,13.172178,452,636,148,12.612769,22.40493,22.40493,0.581619727125866
"THEM5","Them5",1.056821,0.05687,0.803518,25,2,6,0.639069666666667,2.09528,2.09528,0.529538415479914
"THEM6","Them6",26.456995,22.655071,34.761537,945,1229,389,27.9578676666667,14.54246,14.54246,1.86314570966672
"THEMIS","Themis",0.356923,0.287884,0.281766,8,11,2,0.308857666666667,0.8713,0.8713,0.699437645843353
"THEMIS2","Themis2",0.180993,0.220099,0.190804,12,22,4,0.197298666666667,28.58703,28.58703,0.0404670109391401
"THG1L","Thg1l",2.568141,2.272774,3.450356,77,111,40,2.763757,4.79217,4.79217,0.649800851839639
"THNSL1","Thnsl1",6.849068,6.412287,7.817673,333,493,120,7.02634266666667,1.5559,1.5559,3.14031952215136
"THNSL2","Thnsl2",3.505081,3.435108,3.80066,95,121,33,3.580283,16.67923,16.67923,0.259077063876651
"THOC1","Thoc1",41.821961,30.597675,43.603812,734,778,215,38.6744826666667,34.33348,34.33348,1.1228580560609
"THOC2","Thoc2",47.362181,25.64432,26.17069,950,1178,184,33.0590636666667,30.20517,30.20517,1.09145579616027
"THOC3","Thoc3",9.811719,8.587108,10.007005,451,598,155,9.46861066666667,18.81599,18.81599,0.528291075372296
"THOC5","Thoc5",16.127304,11.419747,15.035936,545,682,148,14.194329,14.83289,14.83289,0.959668702302612
"THOC6","Thoc6",4.329505,4.932873,4.43742,104,172,35,4.56659933333333,13.15252,13.15252,0.393329197438572
"THOC7","Thoc7",99.132567,84.781165,103.0497,830,1028,258,95.6544773333333,50.32812,50.32812,1.88307067029405
"THOP1","Thop1",13.820385,12.100788,8.132747,411,587,134,11.3513066666667,94.66084,94.66084,0.129115599096419
"THPO","Thpo",3.365312,1.756184,3.828845,82,65,32,2.983447,5.45602,5.45602,0.617012803553892
"THRA","Thra",114.032186,93.630119,102.875188,4410,5329,1360,103.512497666667,156.91751,156.91751,0.66181703135179
"THRAP3","Thrap3",71.301791,56.635058,45.942996,1954,2481,488,57.9599483333333,48.56476,48.56476,1.18955379453736
"THRB","Thrb",7.377459,5.264544,3.063438,421,550,106,5.235147,25.95238,25.95238,0.231339384499625
"THRSP","Thrsp",13.730396,13.923018,15.04516,331,509,115,14.232858,0.49789,0.49789,10.1695438249805
"THSD1","Thsd1",1.801402,1.601371,2.063608,136,185,52,1.822127,2.63465,2.63465,0.776450827452437
"THSD4","Thsd4",0.788807,1.537096,1.15794,149,318,53,1.161281,1.88782,1.88782,0.748412643447306
"THSD7A","Thsd7a",8.867258,10.320768,6.041476,1374,2112,340,8.409834,1.53515,1.53515,3.71174644498353
"THSD7B","Thsd7b",0.7565,1.168274,0.65672,76,115,19,0.860498,0.35267,0.35267,1.37542637893943
"THTPA","Thtpa",7.219905,6.884504,8.4502,438,628,162,7.518203,32.9228,32.9228,0.251105539637058
"THUMPD1","Thumpd1",9.62945,8.868742,8.793729,531,740,153,9.097307,14.97811,14.97811,0.631946268989261
"THUMPD2","Thumpd2",1.680651,1.211359,1.364308,66,71,17,1.41877266666667,5.02036,5.02036,0.401765453671652
"THUMPD3","Thumpd3",15.288251,14.324684,16.310021,392,546,94,15.307652,19.16866,19.16866,0.808563979957022
"THY1","Thy1",686.900695,568.260871,843.908345,7602,10312,2522,699.689970333333,286.55493,286.55493,2.43671694424899
"THYN1","Thyn1",36.170664,30.475063,42.900128,449,581,165,36.515285,51.75954,51.75954,0.711061639278887
"TIA1","Tia1",46.693936,36.410189,34.244939,1618,2026,388,39.1163546666667,58.04537,58.04537,0.679415755488816
"TIAL1","Tial1",54.574064,53.759726,39.993828,1614,2261,460,49.4425393333333,56.75916,56.75916,0.873325362303284
"TIAM1","Tiam1",16.922337,13.879746,22.207613,748,798,156,17.6698986666667,40.37037,40.37037,0.451286722034796
"TIAM2","Tiam2",1.511438,1.395014,1.298126,126,202,29,1.401526,9.25241,9.25241,0.234240144512363
"TICAM1","Ticam1",1.543125,1.356955,1.571708,99,132,32,1.490596,5.22782,5.22782,0.399914576850326
"TICAM2","Ticam2",0.084024,0.268122,0,5,23,0,0.117382,1.12025,1.12025,0.527004834335574
"TICRR","Ticrr",0.074239,0.152865,0.103032,8,23,3,0.110045333333333,0.24894,0.24894,0.888789960553216
"TIE1","Tie1",3.039916,2.719133,3.762877,272,367,104,3.17397533333333,23.04804,23.04804,0.173568213182169
"TIFA","Tifa",3.578123,3.163164,3.193625,88,134,33,3.31163733333333,1.90857,1.90857,1.48239077393129
"TIFAB","Tifab",0.45224,0.638755,0.402754,28,61,8,0.497916333333333,0,0,1.49791633333333
"TIGD2","Tigd2",3.448505,2.947398,2.801354,217,278,55,3.06575233333333,1.3277,1.3277,1.7466822757801
"TIGD3","Tigd3",0.829373,0.555311,0.722667,37,37,10,0.702450333333333,0.76758,0.76758,0.963153200043751
"TIGD4","Tigd4",0.127809,0.065032,0.045466,9,7,1,0.0794356666666667,0.29043,0.29043,0.836493003624115
"TIGD5","Tigd5",0.712,0.594292,0.566448,76,96,19,0.624246666666667,4.6262,4.6262,0.288693375042954
"TIGIT","Tigit",0.250141,0.410841,0.348608,4,10,2,0.33653,0.08298,0.08298,1.2341225138045
"TIMD4","Timd4",0.022276,0.014932,0.070973,1,1,1,0.0360603333333333,0.60161,0.60161,0.646886778512455
"TIMELESS","Timeless",3.822343,2.280339,3.486956,71,73,24,3.196546,4.48099,4.48099,0.765654744854488
"TIMM10","Timm10",16.538557,15.771149,28.547243,161,236,82,20.2856496666667,60.51406,60.51406,0.346029016238998
"TIMM13","Timm13",59.336861,54.979222,80.996307,398,563,171,65.10413,82.15142,82.15142,0.794984980412842
"TIMM17A","Timm17a",72.716965,67.727616,68.263026,1378,1872,375,69.5692023333333,34.45796,34.45796,1.99022172548374
"TIMM17B","Timm17b",19.991627,17.955908,25.813508,229,327,96,21.253681,42.07148,42.07148,0.516668593695875
"TIMM21","Timm21",15.018252,11.558949,16.038942,232,299,68,14.205381,24.85288,24.85288,0.588150372414988
"TIMM22","Timm22",24.450629,27.437976,21.929215,414,515,141,24.60594,11.24396,11.24396,2.09131196116289
"TIMM23B","Timm23",43.122618,38.827855,46.816365,887,1058,279,42.9222793333333,4.77142,4.77142,7.61030722652889
"TIMM44","Timm44",36.08726,32.224386,38.166202,759,947,253,35.492616,24.97735,24.97735,1.40478593851952
"TIMM50","Timm50",24.197025,23.349093,40.447191,375,523,177,29.331103,32.79833,32.79833,0.897414250940801
"TIMM8A","Timm8a1",10.967595,10.891106,12.39094,290,432,102,11.416547,4.50173,4.50173,2.25684411994045
"TIMM8B","Timm8b",94.756986,98.4411,103.114148,596,922,205,98.7707446666667,29.74877,29.74877,3.24470685060465
"TIMM9","Timm9",39.273211,29.775364,37.549735,509,576,148,35.53277,39.3331,39.3331,0.905776397053537
"TIMMDC1","Timmdc1",9.494205,9.092794,10.152978,290,391,96,9.57999233333333,96.46568,96.46568,0.108550951815381
"TIMP1","Timp1",0.870116,0.535744,0,13,12,0,0.46862,69.24784,69.24784,0.0209062655876679
"TIMP2","Timp2",104.230676,75.17501,90.581909,7356,7570,2207,89.995865,139.59517,139.59517,0.647218997636974
"TIMP3","Timp3",33.158979,24.211758,30.749495,3327,3488,975,29.3734106666667,33.52442,33.52442,0.879765993655119
"TIMP4","Timp4",17.218458,15.237247,21.134562,1104,1342,373,17.8634223333333,7.2816,7.2816,2.27775095794693
"TINAGL1","Tinagl1",5.65924,4.094163,6.054064,159,145,57,5.26915566666667,21.96928,21.96928,0.272936533781932
"TINF2","Tinf2",9.202609,12.588618,9.365516,232,378,77,10.385581,49.62278,49.62278,0.224910228162104
"TIPARP","Tiparp",5.799081,4.41974,7.286273,358,432,99,5.83503133333333,10.53862,10.53862,0.592361247127762
"TIPIN","Tipin",12.451678,14.811439,11.850285,180,285,63,13.0378006666667,5.58049,5.58049,2.13324549792898
"TIPRL","Tiprl",30.746167,25.905106,23.442012,590,733,178,26.6977616666667,12.92433,12.92433,1.98916297349077
"TIRAP","Tirap",1.982672,1.204103,1.557436,121,168,33,1.58140366666667,1.49366,1.49366,1.03518670013822
"TJAP1","Tjap1",23.984712,29.865717,25.187424,454,682,151,26.345951,83.20943,83.20943,0.324737395799972
"TJP1","Tjp1",34.035631,28.072411,30.178391,2180,2910,621,30.7621443333333,133.53754,133.53754,0.236083879141341
"TJP2","Tjp2",9.400189,12.083904,9.997905,964,1622,313,10.4939993333333,60.55555,60.55555,0.186725637791123
"TJP3","Tjp3",0.031907,0.124938,0,2,5,0,0.0522816666666667,5.58049,5.58049,0.159909317796496
"TK1","Tk1",2.265188,2.523733,1.169508,63,75,7,1.986143,5.22782,5.22782,0.479484474503117
"TK2","Tk2",23.206732,13.734561,21.359265,629,816,219,19.4335193333333,31.34616,31.34616,0.631713913903021
"TKT","Tkt",101.779675,109.722216,103.550758,2978,4667,1094,105.017549666667,78.18906,78.18906,1.33879035395377
"TKTL1","Tktl1",0.019295,0,0,1,0,0,0.00643166666666667,0.20745,0.20745,0.833518296133725
"TKTL2","Tktl2",0,0.033223,0.026949,0,6,1,0.0200573333333333,0.08298,0.08298,0.941898588462699
"TLCD1","Tlcd1",33.151234,27.823055,28.779418,590,794,217,29.9179023333333,4.70918,4.70918,5.41547163223674
"TLCD2","Tlcd2",0.50495,0.843382,0.622246,9,20,3,0.656859333333333,0.31118,0.31118,1.26363987654886
"TLE1","Tle1",11.763899,8.262341,15.883804,554,567,163,11.9700146666667,28.753,28.753,0.435922920937945
"TLE2","Tle2",27.146417,24.161499,22.320553,526,716,157,24.542823,66.302,66.302,0.379525467296663
"TLE3","Tle3",14.507171,15.175914,8.362026,591,986,173,12.6817036666667,11.90781,11.90781,1.05995545849115
"TLE4","Tle4",5.268101,4.790825,5.663603,497,693,167,5.240843,137.43766,137.43766,0.0450805293877403
"TLE6","Tle6",6.043605,9.130952,16.594465,48,112,35,10.589674,0.99577,0.99577,5.80711905680514
"TLK1","Tlk1",17.271619,15.304662,18.129492,1058,1483,327,16.9019243333333,29.35461,29.35461,0.589759655397758
"TLK2","Tlk2",26.559044,32.609663,18.107772,1043,1476,302,25.7588263333333,22.65388,22.65388,1.1312658360207
"TLL1","Tll1",0.973365,0.488256,0.586321,97,76,19,0.682647333333333,1.47292,1.47292,0.680429343987405
"TLL2","Tll2",0.473146,0.583202,0.48661,49,91,16,0.514319333333333,6.49328,6.49328,0.202090317368807
"TLN1","Tln1",45.203722,68.100297,16.161087,1637,2324,489,43.1550353333333,99.61897,99.61897,0.438834101892847
"TLN2","Tln2",15.528364,14.561672,12.111079,3108,4174,749,14.0670383333333,19.0027,19.0027,0.753250227885902
"TLR1","Tlr1",0.11419,0.522714,0.161359,7,15,3,0.266087666666667,1.95006,1.95006,0.429173530933834
"TLR12P","Tlr12",0.501273,0.166161,0.138067,5,16,3,0.268500333333333,0,0,1.26850033333333
"TLR2","Tlr2",0.50894,1.026676,0.929894,33,99,19,0.821836666666667,2.30273,2.30273,0.551615380811228
"TLR3","Tlr3",7.529955,6.962156,6.783425,419,675,154,7.09184533333333,1.5559,1.5559,3.16594754620029
"TLR4","Tlr4",0.273871,0.278433,0.382517,23,36,10,0.311607,2.75913,2.75913,0.348912381322274
"TLR5","Tlr5",0.719149,0.574952,0.860481,39,55,8,0.718194,2.75913,2.75913,0.457072248099959
"TLR6","Tlr6",0.189831,0.289248,0,15,10,0,0.159693,0.60161,0.60161,0.724079519983017
"TLR7","Tlr7",0.836722,0.886308,1.718161,68,75,19,1.14706366666667,0.93354,0.93354,1.1104314711186
"TLR8","Tlr8",0.059983,0.009987,0.048002,4,1,1,0.039324,0.08298,0.08298,0.959689006260503
"TLR9","Tlr9",0.367673,0.398058,0.373688,28,46,9,0.379806333333333,0.49789,0.49789,0.921166663328638
"TLX1","Tlx1",0,0,0,0,0,0,0,0,0,1
"TLX2","Tlx2",0,0,0,0,0,0,0,0,0,1
"TLX3","Tlx3",0.935824,0.715006,0.36725,25,29,3,0.672693333333333,0,0,1.67269333333333
"TM2D1","Tm2d1",27.703102,21.7856,22.162865,330,412,98,23.8838556666667,37.61124,37.61124,0.644471808381877
"TM2D2","Tm2d2",26.744155,24.292737,37.726572,651,899,291,29.5878213333333,21.78257,21.78257,1.3425974915619
"TM2D3","Tm2d3",78.849907,70.866232,115.631406,482,548,202,88.4491816666667,67.58821,67.58821,1.30414806956861
"TM4SF1","Tm4sf1",11.777906,7.824133,18.388126,225,255,88,12.6633883333333,16.86594,16.86594,0.764772988901414
"TM4SF20","Tm4sf20",0,0,0,0,0,0,0,0,0,1
"TM4SF4","Tm4sf4",0.037129,0.023881,0,1,1,0,0.0203366666666667,0,0,1.02033666666667
"TM6SF1","Tm6sf1",10.659133,7.358466,9.65009,259,279,72,9.222563,12.30197,12.30197,0.768499928957891
"TM6SF2","Tm6sf2",1.677516,2.59954,1.72233,17,47,6,1.99979533333333,1.63888,1.63888,1.13676837648295
"TM7SF2","Tm7sf2",14.563729,17.56976,21.138638,318,513,127,17.7573756666667,54.00004,54.00004,0.341042945908161
"TM7SF3","Tm7sf3",14.971616,15.86366,17.585192,945,1579,357,16.140156,51.13718,51.13718,0.3287511138884
"TM9SF1","Tm9sf1",20.383744,18.460699,15.643294,508,689,183,18.162579,6.84595,6.84595,2.44235293367916
"TM9SF2","Tm9sf2",33.405606,28.471427,33.476191,1786,2510,555,31.784408,25.28853,25.28853,1.24709932430608
"TM9SF3","Tm9sf3",43.332241,41.693664,33.801314,3720,5602,964,39.609073,27.90244,27.90244,1.40503960911259
"TM9SF4","Tm9sf4",49.922363,41.735473,45.474242,1405,1844,452,45.7106926666667,18.5878,18.5878,2.38468294891038
"TMA16","Tma16",4.099951,3.471998,3.633524,272,354,79,3.73515766666667,10.33116,10.33116,0.417888165612935
"TMA7","Tma7",147.703348,149.719002,162.773585,501,734,184,153.398645,290.08164,290.08164,0.530430723834042
"TMBIM1","Tmbim1",34.547428,43.509255,38.288245,1348,2514,557,38.7816426666667,65.72113,65.72113,0.596237543738643
"TMBIM4","Tmbim4",59.49611,61.42318,75.179713,495,750,206,65.3663343333333,84.68235,84.68235,0.774562489629817
"TMBIM6","Tmbim6",182.974375,180.276059,241.069515,5758,8935,2311,201.439983,409.32566,409.32566,0.493364180538941
"TMC1","Tmc1",0.083439,0.167653,0.110939,5,14,3,0.120677,0.76758,0.76758,0.634017696511615
"TMC2","Tmc2",0.057219,0.038702,0,4,4,0,0.0319736666666667,1.18248,1.18248,0.472844501056902
"TMC3","Tmc3",0.225574,0.484527,0.159656,9,22,4,0.289919,0,0,1.289919
"TMC4","Tmc4",8.612604,4.229021,7.223557,159,149,39,6.688394,5.70496,5.70496,1.14667261251372
"TMC5","Tmc5",2.212644,1.01296,0,24,24,0,1.07520133333333,0.10373,0.10373,1.88017117712967
"TMC6","Tmc6",13.832665,9.85417,14.807836,194,325,77,12.831557,138.66164,138.66164,0.0990361920424248
"TMC7","Tmc7",8.665685,6.65599,6.780473,752,976,212,7.36738266666667,17.07339,17.07339,0.462966973360652
"TMC8","Tmc8",0.361456,0.465124,0.128418,8,20,2,0.318332666666667,13.60892,13.60892,0.0902416240671225
"TMCC1","Tmcc1",15.375225,13.780617,20.609553,1228,1679,362,16.588465,40.4326,40.4326,0.424507875441078
"TMCC2","Tmcc2",42.959106,42.950485,48.309509,3090,4576,1083,44.7397,66.90362,66.90362,0.673597372275587
"TMCC3","Tmcc3",25.301693,32.187002,19.758607,1936,3573,588,25.7491006666667,31.5951,31.5951,0.820647909246073
"TMCO1","Tmco1",45.859571,41.860551,54.837431,706,1040,263,47.5191843333333,40.4326,40.4326,1.17103885185418
"TMCO2","Tmco2",0,0.062487,0,0,1,0,0.020829,0,0,1.020829
"TMCO3","Tmco3",31.040274,31.784066,38.329153,922,1348,260,33.717831,56.46873,56.46873,0.604116899747045
"TMCO4","Tmco4",2.615065,1.042198,1.978121,88,93,23,1.87846133333333,2.36497,2.36497,0.85541961245816
"TMCO6","Tmco6",4.938006,4.287528,4.790212,137,172,43,4.67191533333333,14.16905,14.16905,0.373913681696173
"TMED1","Tmed1",8.698337,9.036604,10.604314,187,265,76,9.44641833333333,30.86902,30.86902,0.32779226764216
"TMED10","Tmed10",89.507179,88.667972,100.923176,2976,4297,1015,93.0327756666667,55.76339,55.76339,1.65657434601187
"TMED11P","Tmed11",0,0,0,0,0,0,0,0,0,1
"TMED2","Tmed2",83.195285,79.360906,74.936906,1500,2120,469,79.1643656666667,74.60013,74.60013,1.06037338383766
"TMED3","Tmed3",13.601402,13.595437,20.32995,355,533,167,15.842263,27.86095,27.86095,0.583565786988994
"TMED4","Tmed4",39.230327,36.017889,33.770747,1144,1578,400,36.3396543333333,63.99927,63.99927,0.574462672170523
"TMED5","Tmed5",8.865983,9.370278,15.532842,448,832,149,11.2563676666667,8.17365,8.17365,1.33604047098665
"TMED6","Tmed6",0,0,0,0,0,0,0,0.60161,0.60161,0.624371725950762
"TMED8","Tmed8",6.272759,4.742366,4.571569,1025,1167,234,5.19556466666667,4.50173,4.50173,1.12611208959121
"TMED9","Tmed9",37.387196,36.719561,46.531955,1024,1517,395,40.212904,62.02847,62.02847,0.653877588968922
"TMEFF1","Tmeff1",49.544168,71.730928,59.156495,1187,2671,406,60.1438636666667,16.65848,16.65848,3.46257796065498
"TMEFF2","Tmeff2",26.870502,30.46056,32.901837,1253,2172,502,30.077633,249.58679,249.58679,0.124019438534649
"TMEM100","Tmem100",6.290858,5.625683,6.380578,214,292,68,6.09903966666667,3.23627,3.23627,1.67577601679465
"TMEM101","Tmem101",8.577328,9.462662,9.68484,262,343,95,9.24161,18.62929,18.62929,0.521751423510478
"TMEM102","Tmem102",0.608442,0.504612,0.405003,24,30,5,0.506019,1.5559,1.5559,0.589232364333503
"TMEM104","Tmem104",4.527916,4.738216,5.03895,432,609,150,4.76836066666667,13.79563,13.79563,0.389869215887844
"TMEM106A","Tmem106a",0.600881,0.615546,0.413798,18,27,6,0.543408333333333,3.63043,3.63043,0.333318575884601
"TMEM106B","Tmem106b",42.077894,32.861788,29.484066,3061,4102,810,34.807916,24.14754,24.14754,1.42391327342555
"TMEM106C","Tmem106c",29.31938,29.392893,34.700404,514,734,223,31.137559,27.48753,27.48753,1.12812725427582
"TMEM107","Tmem107",18.221594,14.375578,11.612755,61,61,12,14.7366423333333,9.89551,9.89551,1.44432360975607
"TMEM108","Tmem108",5.577042,4.829072,7.082604,361,485,143,5.82957266666667,42.4449,42.4449,0.157200791500652
"TMEM109","Tmem109",11.936668,16.040409,13.655955,399,624,174,13.8776773333333,32.94355,32.94355,0.438306462739853
"TMEM11","Tmem11",8.602649,8.125322,9.650741,231,332,88,8.792904,27.50828,27.50828,0.343510867719834
"TMEM114","Tmem114",1.317422,0.748288,0.937701,36,31,8,1.001137,0,0,2.001137
"TMEM115","Tmem115",7.698106,7.971829,12.213404,353,559,176,9.29444633333333,16.67923,16.67923,0.58229042403619
"TMEM117","Tmem117",6.396911,7.683037,5.718281,367,655,103,6.59940966666667,39.02192,39.02192,0.189881186776313
"TMEM119","Tmem119",4.678332,4.932521,5.864179,193,358,87,5.158344,5.3108,5.3108,0.975842048551689
"TMEM120A","Tmem120a",21.860014,13.76071,25.036545,179,228,91,20.2190896666667,215.83418,215.83418,0.0978586017511938
"TMEM120B","Tmem120b",6.569828,6.204379,7.46379,140,203,49,6.745999,11.30619,11.30619,0.629439249678414
"TMEM121","Tmem121",3.483806,2.930492,4.042116,108,139,39,3.48547133333333,27.05188,27.05188,0.159899134508394
"TMEM123","Tmem123",5.347943,7.29796,5.639398,309,634,101,6.09510033333333,82.02695,82.02695,0.0854553892842424
"TMEM125","Tmem125",10.70823,17.770886,17.119807,413,1015,207,15.199641,46.36576,46.36576,0.342011634564715
"TMEM126A","Tmem126a",25.033773,22.767559,27.701439,223,310,74,25.1675903333333,40.34962,40.34962,0.632837504512335
"TMEM126B","Tmem126b",13.232,10.455585,11.748868,626,740,173,11.812151,49.51905,49.51905,0.253610291563282
"TMEM127","Tmem127",21.185274,18.139358,20.05974,2216,2848,670,19.7947906666667,15.84941,15.84941,1.23415541948749
"TMEM128","Tmem128",18.978121,18.784204,23.147153,391,578,156,20.3031593333333,26.45027,26.45027,0.776063744849626
"TMEM129","Tmem129",10.553799,9.627509,12.611039,492,650,164,10.9307823333333,47.25781,47.25781,0.247230082205001
"TMEM130","Tmem130",88.525066,56.348699,64.817377,4672,4783,1235,69.8970473333333,354.16389,354.16389,0.199617836524241
"TMEM131","Tmem131",15.819841,12.419759,9.522711,1433,1702,326,12.587437,15.55898,15.55898,0.820547944378217
"TMEM132A","Tmem132a",17.432167,11.776845,31.633568,873,1094,300,20.28086,114.82528,114.82528,0.18373242870641
"TMEM132C","Tmem132c",2.1937,1.123412,1.198844,154,140,26,1.50531866666667,15.476,15.476,0.152058671198511
"TMEM132D","Tmem132d",1.419291,1.096311,1.108801,191,222,47,1.20813433333333,7.0949,7.0949,0.272780927909342
"TMEM132E","Tmem132e",7.48825,6.970738,6.678815,454,631,171,7.04593433333333,4.70918,4.70918,1.40929771584244
"TMEM134","Tmem134",22.651207,24.321854,30.671815,322,434,138,25.8816253333333,107.25324,107.25324,0.248321669941088
"TMEM135","Tmem135",91.780332,71.274917,35.856137,1115,1472,326,66.3037953333333,131.81568,131.81568,0.506745855107871
"TMEM138","Tmem138",5.156303,3.054062,2.872419,133,126,28,3.69426133333333,27.48753,27.48753,0.164783023776836
"TMEM140","Tmem140",3.261943,2.2361,7.116827,50,46,26,4.20495666666667,15.37227,15.37227,0.317912950779988
"TMEM141","Tmem141",45.492634,59.758367,112.620259,130,227,59,72.6237533333333,82.67005,82.67005,0.879929596472493
"TMEM143","Tmem143",35.51062,60.256638,89.60069,297,460,128,61.789316,6.24434,6.24434,8.66736183006319
"TMEM144","Tmem144",21.04698,31.81035,10.66391,222,378,80,21.1737466666667,335.24417,335.24417,0.0659453713849274
"TMEM145","Tmem145",15.051805,10.262151,15.54741,689,710,221,13.6204553333333,21.53363,21.53363,0.648828232882733
"TMEM147","Tmem147",82.108175,76.276447,108.687187,807,1142,352,89.0239363333333,76.19751,76.19751,1.16615077783381
"TMEM14A","Tmem14a",13.98593,16.401396,16.58536,300,534,112,15.657562,46.92589,46.92589,0.347569173989257
"TMEM14C","Tmem14c",22.571541,26.72429,27.857228,353,626,138,25.7176863333333,57.2363,57.2363,0.458780628805974
"TMEM150A","Tmem150a",5.14872,8.268508,8.481859,104,195,44,7.29969566666667,8.44334,8.44334,0.878894084790621
"TMEM150B","Tmem150b",0.193666,0.166229,0.403269,9,11,5,0.254388,0.8713,0.8713,0.670329717308823
"TMEM150C","Tmem150c",23.798413,16.951882,23.645674,1042,1351,328,21.465323,9.27315,9.27315,2.1867998617756
"TMEM151A","Tmem151a",180.518116,191.673686,175.175703,2790,5264,1292,182.455835,112.48106,112.48106,1.61662073829765
"TMEM151B","Tmem151b",13.13421,10.307091,12.65872,1363,1619,411,12.0333403333333,53.68886,53.68886,0.238318010895333
"TMEM154","Tmem154",0.328122,0.377364,0.895497,19,22,4,0.533661,0.62236,0.62236,0.945327177691758
"TMEM158","Tmem158",3.045877,1.961151,1.68101,83,80,14,2.229346,7.77949,7.77949,0.367828427391568
"TMEM159","Tmem159",3.525393,4.335504,5.186116,102,185,46,4.34900433333333,7.738,7.738,0.61215430685893
