"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"TMEM100","Tmem100",5.531025,4.145416,3.933737,60,169,91,4.536726,0.610571,0,0.08475,13,0,1,0.630824,3.39504814743958
"TMEM101","Tmem101",9.145531,7.989489,10.449754,87,291,169,9.19492466666667,7.770067,7.120984,7.539506,117,160,186,0.986512333333333,5.1320721727208
"TMEM102","Tmem102",0.407609,0.800596,0.549609,5,36,14,0.585938,1.477473,1.112023,1.885239,40,42,82,0.0930776666666667,1.45089232756562
"TMEM104","Tmem104",5.738602,4.183796,4.315818,97,500,247,4.746072,4.088737,5.190697,3.138656,184,246,216,0.105500333333333,5.1977116846942
"TMEM106A","Tmem106a",0.38265,0.535824,0.281688,4,25,9,0.400054,0.657064,0.260797,0.159667,23,18,12,0,1.400054
"TMEM106B","Tmem106b",55.560102,52.339067,62.326529,1563,5088,3313,56.7418993333333,4.6812,5.550873,6.672937,695,929,804,2.009464,19.1867719079987
"TMEM106C","Tmem106c",23.122436,28.659931,34.870845,144,611,356,28.884404,85.558175,69.013527,66.529039,562,598,617,5.648843,4.4946773446147
"TMEM107","Tmem107",14.241707,24.184952,12.164567,18,82,30,16.863742,11.256185,5.810565,9.68998,141,145,187,1.34888666666667,7.60519536915361
"TMEM108","Tmem108",10.90298,7.58139,8.571678,123,576,350,9.01868266666667,28.687045,14.407799,17.044213,961,646,1003,0.437899333333333,6.96758280250495
"TMEM109","Tmem109",44.034988,31.497181,35.641988,219,945,603,37.0580523333333,2.812339,1.63763,1.425265,80,70,54,27.61177,1.33015372112013
"TMEM11","Tmem11",12.961506,11.213683,10.412247,116,350,196,11.5291453333333,12.502152,13.390896,11.849401,170,236,225,0.0474613333333333,11.9614394676144
"TMEM114","Tmem114",0.349793,0.515253,0.964993,3,16,17,0.610013,0.216638,0.270787,0.348757,1,3,4,0.211232333333333,1.32923548661322
"TMEM115","Tmem115",9.138625,10.164929,10.895676,131,546,330,10.06641,10.115264,11.03073,9.718577,318,481,461,15.620789,0.665817368838507
"TMEM117","Tmem117",4.978092,5.900177,5.945192,89,394,225,5.60782033333333,3.751675,7.060312,3.697116,112,197,169,17.3660593333333,0.359784328984527
"TMEM119","Tmem119",3.32032,3.762842,3.453509,49,209,108,3.51222366666667,0.245549,0.243367,0.264321,1,3,3,2.38904166666667,1.33141581322154
"TMEM120A","Tmem120a",22.499737,15.765148,21.53526,58,200,113,19.9333816666667,140.157044,96.678405,123.864457,654,768,864,0.162179666666667,18.0121733902876
"TMEM120B","Tmem120b",10.550251,5.727123,6.488042,54,178,104,7.588472,5.688131,7.252613,7.646763,383,568,519,0.162486,7.38802187725272
"TMEM121","Tmem121",3.379961,3.925795,3.301168,33,139,66,3.53564133333333,3.167232,2.378865,3.762374,33,44,82,335.170466,0.0134920874736609
"TMEM121B","Tmem121b",1.072186,0.912516,1.314683,34,105,86,1.099795,7.35741,9.297786,6.600902,469,813,648,3.43950433333333,0.472979603653951
"TMEM123","Tmem123",6.877581,7.746627,8.266204,130,539,310,7.63013733333333,7.140732,2.037202,1.263383,194,62,51,2.09591233333333,2.78759099229446
"TMEM125","Tmem125",8.780576,7.366486,7.247791,83,324,184,7.79828433333333,0.717793,6.400462,6.539143,14,11,24,0.358105333333333,6.47835194913698
"TMEM126A","Tmem126a",25.049069,33.80943,33.443824,74,340,189,30.767441,17.277209,21.920624,19.823478,129,235,215,2.63065733333333,8.74977671628242
"TMEM126B","Tmem126b",11.754394,12.300794,11.818049,172,676,368,11.9577456666667,71.428477,81.03851,64.22165,497,742,685,0.391045666666667,9.31511162945285
"TMEM127","Tmem127",23.86192,22.684421,25.225925,775,2766,1723,23.9240886666667,19.024378,20.876306,18.195861,1132,1601,1602,0.431594,17.4100259337959
"TMEM128","Tmem128",19.984422,18.086284,19.593226,113,466,260,19.2213106666667,12.248763,12.560301,10.494154,221,314,276,0.0203036666666667,19.8189140422574
"TMEM129","Tmem129",12.089239,15.345655,13.425313,169,686,411,13.620069,11.310993,12.665555,9.836465,317,409,391,1.98399466666667,4.89949568721302
"TMEM130","Tmem130",59.319454,67.120802,60.278846,1034,4455,2396,62.2397006666667,70.111542,55.123504,54.181161,1775,2052,2085,0.121916333333333,56.3675728641678
"TMEM131","Tmem131",10.693599,16.33946,18.226252,380,1680,990,15.086437,10.459273,12.902272,14.639037,754,861,839,0.325581,12.1353859175712
"TMEM131L","Tmem131l",1.895318,3.199457,3.515694,51,176,109,2.87015633333333,6.703852,4.669891,3.486683,279,377,265,0.891938666666667,2.04560348679379
"TMEM132A","Tmem132a",106.340194,108.100994,117.546888,1076,4494,2986,110.662692,120.390022,125.513031,91.35362,2205,3380,2597,0.0996453333333333,101.544278518892
"TMEM132C","Tmem132c",5.538251,7.366281,8.969673,127,567,348,7.29140166666667,0.159228,0.008939,0.025471,13,1,3,9.670207,0.777060994849178
"TMEM132D","Tmem132d",1.126537,1.171368,0.972448,43,183,86,1.09011766666667,6.006792,3.598433,3.969473,590,482,576,0,2.09011766666667
"TMEM132E","Tmem132e",4.675487,6.831652,6.651238,103,476,302,6.05279233333333,18.656423,22.603387,24.130103,1019,1628,1966,0,7.05279233333333
"TMEM134","Tmem134",15.871581,16.735562,19.977819,75,370,227,17.5283206666667,16.306504,14.337758,16.43057,147,180,197,0,18.5283206666667
"TMEM135","Tmem135",109.329756,87.935772,104.038153,430,1572,920,100.434560333333,38.946979,30.210511,7.646359,226,353,344,0,101.434560333333
"TMEM138","Tmem138",3.877725,3.399554,3.246813,30,108,62,3.50803066666667,15.710363,15.587075,17.417945,171,197,214,0,4.50803066666667
"TMEM140","Tmem140",3.917467,3.014166,3.885977,17,68,36,3.60587,2.142375,1.442653,2.131231,54,60,60,0,4.60587
"TMEM141","Tmem141",43.077889,68.909625,65.643154,49,190,120,59.2102226666667,21.721519,20.252551,19.897243,171,216,243,0,60.2102226666667
"TMEM143","Tmem143",91.288113,74.242909,64.043861,100,400,233,76.524961,6.986848,7.647937,8.26798,117,149,201,0,77.524961
"TMEM144","Tmem144",26.978968,34.816951,41.186365,74,304,167,34.327428,0.775232,0.138467,0.554318,16,2,19,0,35.327428
"TMEM145","Tmem145",20.752195,25.004182,27.490386,291,1253,798,24.4155876666667,39.595821,62.990535,65.043904,506,786,987,0,25.4155876666667
"TMEM147","Tmem147",68.031036,83.634573,78.489147,214,979,519,76.718252,45.985196,50.064524,49.794064,512,755,799,0,77.718252
"TMEM14A","Tmem14a",12.311925,16.311468,13.267297,83,419,195,13.9635633333333,73.025368,67.209902,67.742784,871,1079,1106,0.463538,10.2242397077038
"TMEM14C","Tmem14c",29.334193,27.532192,27.789248,140,503,287,28.2185443333333,38.727885,38.193941,40.513696,496,656,759,0,29.2185443333333
"TMEM150A","Tmem150a",4.20057,3.815056,2.986506,19,97,38,3.66737733333333,11.699431,13.599003,8.601623,168,217,223,0,4.66737733333333
"TMEM150B","Tmem150b",0.235235,0.247564,0.160113,3,12,5,0.214304,0.337156,0.07195,0.109064,2,1,2,0.125907666666667,1.07851117453977
"TMEM150C","Tmem150c",17.058467,13.862577,13.673902,212,889,489,14.864982,6.323582,8.176281,6.023544,300,462,374,33.4840596666667,0.460067119514225
"TMEM151A","Tmem151a",97.035596,115.062317,109.247782,591,2747,1393,107.115231666667,16.381465,15.060719,17.252112,561,727,1001,0,108.115231666667
"TMEM151B","Tmem151b",29.567325,24.456513,28.559251,961,2879,1909,27.5276963333333,35.337898,35.33807,38.853448,2516,3508,4461,0,28.5276963333333
"TMEM154","Tmem154",0.13469,0.179653,0.14722,3,11,7,0.153854333333333,0.245853,0.0877,0.080544,19,20,20,0.0327286666666667,1.1172870189201
"TMEM158","Tmem158",5.381144,3.40777,3.731776,48,94,60,4.17356333333333,7.010171,5.998922,5.014243,118,144,168,0,5.17356333333333
"TMEM159","Tmem159",3.358748,3.291304,3.801994,30,109,73,3.48401533333333,33.066577,20.503968,32.196087,462,552,645,0.142886,3.92341435045432
"TMEM160","Tmem160",16.27331,19.661568,16.773067,57,248,122,17.569315,6.189055,9.406085,17.604392,33,72,178,0,18.569315
"TMEM161A","Tmem161a",29.901367,41.259184,54.265723,86,405,251,41.808758,10.175381,13.487225,10.225139,121,143,166,0,42.808758
"TMEM161B","Tmem161b",33.372049,30.225909,15.213056,149,550,296,26.270338,5.152178,6.49623,4.402224,205,269,236,0,27.270338
"TMEM163","Tmem163",58.226707,38.017355,38.596929,299,903,560,44.946997,4.296177,3.715027,5.775576,123,149,239,4.83510333333333,7.87423878811629
"TMEM164","Tmem164",5.66475,5.41005,6.247691,135,621,394,5.77416366666667,33.382464,18.661638,16.943404,993,1306,1127,1.33862133333333,2.89664836718614
"TMEM165","Tmem165",30.317143,24.431264,29.314993,151,478,329,28.0211333333333,22.555772,14.962259,18.556851,410,436,424,0,29.0211333333333
"TMEM167B","Tmem167b",17.397286,16.761893,17.63443,317,1154,684,17.2645363333333,23.642856,24.964722,21.133875,815,1196,1107,0.038166,17.5930788846228
"TMEM168","Tmem168",4.455606,4.223941,5.042187,134,433,293,4.57391133333333,2.518205,3.849761,3.717878,165,256,204,0,5.57391133333333
"TMEM169","Tmem169",4.985443,5.684413,6.171225,83,320,190,5.61369366666667,18.670965,19.603726,14.24238,781,1110,971,0.637123666666667,4.0398253359398
"TMEM17","Tmem17",1.463598,1.916983,1.839744,14,68,37,1.74010833333333,4.463309,2.853645,1.816139,110,95,64,0,2.74010833333333
"TMEM170B","Tmem170b",9.721236,11.845512,12.663923,483,2185,1285,11.4102236666667,10.158954,9.230208,7.973494,1421,1757,1586,0.0360346666666667,11.9785795456008
"TMEM171","Tmem171",0,0,0,0,0,0,0,0.058002,0,0.08002,1,0,2,0,1
"TMEM174","Tmem174",0.069476,0.054784,0.03227,1,3,1,0.0521766666666667,0,0,0,0,0,0,0,1.05217666666667
"TMEM175","Tmem175",7.670244,11.944869,12.751512,95,545,319,10.788875,92.603946,80.921256,89.410971,431,576,640,0,11.788875
"TMEM176A","Tmem176a",9.337386,11.475035,17.753572,32,163,89,12.855331,53.087356,32.814594,45.099026,602,473,742,0,13.855331
"TMEM176B","Tmem176b",15.313564,21.482788,19.115468,88,430,233,18.6372733333333,54.359885,38.585332,51.086487,830,797,1143,0.112988,17.6437421906915
"TMEM177","Tmem177",3.166572,2.519127,2.917722,70,212,139,2.867807,4.163601,4.492522,4.072343,77,117,111,0,3.867807
"TMEM179","Tmem179",22.970637,27.7595,23.455555,282,1365,654,24.728564,14.165301,13.315214,15.653838,617,792,781,0,25.728564
"TMEM179B","Tmem179b",4.896468,7.133371,8.140466,20,95,50,6.723435,17.100659,20.612046,13.949029,117,150,141,0,7.723435
"TMEM18","Tmem18",10.043654,14.109683,14.346135,167,814,482,12.8331573333333,7.887404,11.169315,8.886683,241,374,348,0,13.8331573333333
"TMEM182","Tmem182",0.056054,0.059729,0.158239,1,4,6,0.0913406666666667,6.782895,8.611765,7.509797,125,162,202,0,1.09134066666667
"TMEM184A","Tmem184a",0.075798,0.18679,0.296044,1,12,8,0.186210666666667,1.084016,0.844968,0.309766,13,15,18,0,1.18621066666667
"TMEM184B","Tmem184b",23.497552,26.512504,27.599751,370,1687,1039,25.8699356666667,40.637063,36.729124,29.777214,1151,1379,1434,0.0291606666666667,26.1085917262028
"TMEM184C","Tmem184c",40.507631,36.154031,42.133499,489,1823,1077,39.598387,14.899188,15.285829,12.544508,660,1017,789,3.54535,8.93185057256317
"TMEM185A","Tmem185a",25.425982,25.990463,25.529674,259,950,526,25.6487063333333,34.121115,38.483384,30.996823,389,526,450,0,26.6487063333333
"TMEM185B","Tmem185b",3.690915,4.237691,4.194625,69,248,142,4.041077,2.599307,2.033369,1.826405,249,266,257,0,5.041077
"TMEM186","Tmem186",4.67779,5.371794,5.690189,106,461,276,5.246591,6.687604,6.752287,6.282005,123,135,162,0,6.246591
"TMEM19","Tmem19",20.587521,23.235016,15.222823,182,665,367,19.6817866666667,13.161828,11.605776,10.031444,464,601,544,0,20.6817866666667
"TMEM190","Tmem190",1.2759,1.66439,2.304714,2,11,8,1.74833466666667,0.325831,0,0.220806,2,0,2,6.44680466666667,0.369062274315955
"TMEM192","Tmem192",15.770638,19.007523,13.519598,65,319,166,16.099253,10.958384,11.096507,11.010624,681,974,882,0,17.099253
"TMEM198","Tmem198",9.542518,10.813854,12.958656,108,388,216,11.1050093333333,6.333379,8.517602,7.014282,211,394,342,0,12.1050093333333
"TMEM199","Tmem199",20.658157,20.916568,24.550911,145,541,307,22.0418786666667,14.909268,15.815819,8.973214,372,531,358,0,23.0418786666667
"TMEM200A","Tmem200a",1.401167,1.468738,1.240312,35,126,63,1.37007233333333,8.60081,6.696198,5.990411,398,424,401,1.185641,1.0843831779022
"TMEM201","Tmem201",18.932345,21.700716,23.739698,408,2001,1171,21.4575863333333,7.030673,6.853773,4.36863,375,477,369,0,22.4575863333333
"TMEM202","Tmem202",0.631179,0.980424,1.276684,4,21,15,0.962762333333333,0,0,0,0,0,0,0,1.96276233333333
"TMEM203","Tmem203",5.004698,5.843002,5.542586,22,95,51,5.46342866666667,13.440482,12.728528,11.316803,289,377,369,0,6.46342866666667
"TMEM204","Tmem204",6.198629,5.861812,5.94863,69,257,147,6.00302366666667,0.042605,0.061054,0.027077,1,2,1,0,7.00302366666667
"TMEM205","Tmem205",11.958776,16.597779,20.105978,44,239,161,16.2208443333333,45.414822,45.437169,40.755395,277,352,380,0,17.2208443333333
"TMEM207","Tmem207",0,0.015458,0.054421,0,1,2,0.023293,0,0.035828,0.033818,0,1,1,0,1.023293
"TMEM208","Tmem208",20.898033,23.227672,22.024575,80,355,191,22.0500933333333,35.901535,27.661359,30.672279,225,265,309,0,23.0500933333333
"TMEM209","Tmem209",12.493905,13.605584,17.911028,169,640,394,14.6701723333333,5.867306,3.093444,4.784131,217,181,220,4.83510333333333,2.68550039959304
"TMEM210","Tmem210",3.57731,0.951618,0.484023,5,6,2,1.67098366666667,0,0.131171,0.254346,0,1,1,12.5784206666667,0.196707977476615
"TMEM211","Tmem211",0,0,0.040798,0,0,1,0.0135993333333333,0.12842,0,0,1,0,0,0.00429666666666667,1.00926286721387
"TMEM212","Tmem212",2.985554,1.954628,3.17811,10,25,23,2.70609733333333,1.602651,0.928134,1.091507,45,35,42,0,3.70609733333333
"TMEM213","Tmem213",0,0,0.336989,0,0,2,0.112329666666667,0.222093,0.344664,0.117017,15,22,11,0,1.11232966666667
"TMEM214","Tmem214",16.456731,22.486493,23.851823,205,885,509,20.9316823333333,18.47759,15.141238,13.494417,420,487,516,0,21.9316823333333
"TMEM215","Tmem215",0.480664,0.463324,0.589178,9,37,29,0.511055333333333,0,0.008464,0.016429,0,1,2,16.6777716666667,0.0854777039677795
"TMEM216","Tmem216",5.5761,5.251937,5.442639,27,101,58,5.42355866666667,5.086833,6.147944,5.90617,74,107,102,0,6.42355866666667
"TMEM218","Tmem218",2.120998,2.58192,2.376742,36,165,86,2.35988666666667,7.619482,5.500688,7.223724,96,100,114,0,3.35988666666667
"TMEM219","Tmem219",16.961386,19.989008,28.699459,40,169,106,21.8832843333333,45.606913,46.242231,55.071039,335,552,589,0,22.8832843333333
"TMEM220","Tmem220",0.6209,0.903565,0.795632,6,33,16,0.773365666666667,1.115783,1.206177,0.80834,27,41,29,0,1.77336566666667
"TMEM221","Tmem221",0,0.057545,0,0,2,0,0.0191816666666667,0.472046,0.303914,0.292956,10,12,13,0,1.01918166666667
"TMEM222","Tmem222",35.780213,39.104321,37.021722,222,966,539,37.3020853333333,20.620267,21.769086,19.68294,444,666,617,0,38.3020853333333
"TMEM223","Tmem223",29.792406,30.569855,28.906927,108,422,225,29.756396,7.707998,6.53515,6.174767,100,118,122,0.079311,28.496324043765
"TMEM225","Tmem225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM229A","Tmem229a",20.331552,20.495068,18.82543,699,2499,1312,19.8840166666667,0.695007,0.728318,0.682444,21,30,32,3.54535,4.59458934222154
"TMEM230","Tmem230",19.381687,20.971286,24.963126,167,513,355,21.772033,108.917067,94.275635,110.755914,937,1222,1414,1.51547266666667,9.05278491066888
"TMEM231","Tmem231",3.534158,2.980966,3.491939,70,220,148,3.33568766666667,9.54711,9.115143,6.488817,303,326,285,0,4.33568766666667
"TMEM232","Tmem232",0.152035,0.345192,0.166134,2,17,5,0.221120333333333,3.066685,2.286374,2.354972,56,51,46,0,1.22112033333333
"TMEM233","Tmem233",0,0,0.029054,0,0,1,0.00968466666666667,1.058094,1.163569,1.05577,46,69,65,0,1.00968466666667
"TMEM234","Tmem234",55.637835,48.904555,57.714198,266,981,623,54.0855293333333,14.880849,13.395967,13.155083,183,209,196,0,55.0855293333333
"TMEM235","Tmem235",0.086371,0.04613,0.040919,1,2,1,0.0578066666666667,0.066842,0,0.03177,1,0,1,0,1.05780666666667
"TMEM236","Tmem236",0,0.076349,0.057711,0,7,3,0.0446866666666667,0.098291,0.067443,0.087764,9,8,11,2.67158933333333,0.284532547576127
"TMEM237","Tmem237",10.928438,13.027009,11.327118,98,345,199,11.760855,17.400082,17.927756,13.36518,601,785,715,0,12.760855
"TMEM238","Tmem238",10.253024,5.482703,7.61615,17,32,24,7.783959,0.232085,0,0,1,0,0,0,8.783959
"TMEM239","Tmem239",0,0.179629,0.256605,0,5,4,0.145411333333333,0.173052,0.09504,0.051411,8,8,5,0,1.14541133333333
"TMEM240","Tmem240",24.799211,19.592072,25.679296,227,722,481,23.3568596666667,7.231534,9.118133,9.052051,69,109,130,0,24.3568596666667
"TMEM241","Tmem241",12.497537,7.351686,5.622818,50,169,101,8.49068033333333,11.689859,10.815534,10.031216,185,215,200,0,9.49068033333333
"TMEM242","Tmem242",41.09057,38.83024,34.4444,205,745,374,38.1217366666667,8.358603,9.098336,8.670451,530,743,722,0,39.1217366666667
"TMEM245","Tmem245",4.998019,5.25716,5.214609,438,2205,1244,5.156596,12.962121,12.102962,11.781998,1678,2147,2191,0,6.156596
"TMEM247","Tmem247",0,0,0,0,0,0,0,0,0,0,0,0,0,13.215557,0.0703454672933322
"TMEM248","Tmem248",15.576206,14.825978,17.72357,310,1237,686,16.041918,21.143114,20.393903,16.933874,1318,1504,1483,4.798618,2.93896200784394
"TMEM25","Tmem25",52.739681,41.210058,50.824798,414,1627,975,48.258179,37.027977,35.540555,28.884466,618,838,787,0.0215726666666667,48.2179884087215
"TMEM251","Tmem251",1.733728,1.723823,1.677253,39,143,79,1.71160133333333,10.607255,11.425909,13.118647,168,236,262,0,2.71160133333333
"TMEM252","Tmem252",1.10653,0.965842,1.118538,38,125,82,1.06363666666667,0,0,0,0,0,0,0,2.06363666666667
"TMEM253","Tmem253",8.280672,2.438209,2.481571,9,13,10,4.40015066666667,0.570102,0.212224,0.321571,11,5,10,0,5.40015066666667
"TMEM254","Tmem254b",10.810298,6.808336,6.968511,93,223,129,8.195715,17.022972,10.288338,11.918392,195,229,240,0,9.195715
"TMEM255A","Tmem255a",20.274942,23.637173,24.78368,448,1804,1159,22.8985983333333,23.76093,6.256055,9.250852,1194,451,615,0,23.8985983333333
"TMEM255B","Tmem255b",0.560787,0.610603,1.310726,3,16,14,0.827372,26.11419,9.585099,9.686707,247,121,150,0,1.827372
"TMEM256","Tmem256",54.937191,70.379556,71.167795,72,365,210,65.4948473333333,31.980068,19.159126,34.634422,109,91,163,0,66.4948473333333
"TMEM258","Tmem258",40.485675,45.310537,45.182569,62,267,151,43.6595936666667,54.746684,58.014469,60.714831,283,393,447,0,44.6595936666667
"TMEM259","Tmem259",31.05418,36.024285,34.206262,373,1544,814,33.7615756666667,132.878278,108.96833,103.315361,1583,1874,2531,0,34.7615756666667
"TMEM26","Tmem26",0.173371,0.185124,0.163341,6,24,12,0.173945333333333,0.23648,0.03614,0.159905,3,4,8,4.83510333333333,0.201186725627824
"TMEM260","Tmem260",10.69757,6.349423,8.452044,205,742,424,8.499679,9.430747,7.845529,7.615115,365,540,513,0,9.499679
"TMEM263","Tmem263",8.223527,7.153404,7.789685,188,601,379,7.72220533333333,11.994254,8.281505,9.40677,575,499,587,0.0330063333333333,8.44351583517236
"TMEM266","Tmem266",12.792573,11.971001,13.502424,194,742,471,12.7553326666667,3.314392,3.285723,3.230472,100,145,155,0,13.7553326666667
"TMEM267","Tmem267",8.120709,12.371024,7.983582,65,373,137,9.49177166666667,6.504522,6.310366,4.680407,113,140,104,0,10.4917716666667
"TMEM268","Tmem268",26.73775,3.925426,8.858242,88,336,213,13.173806,19.216832,16.780583,16.601185,741,956,950,0,14.173806
"TMEM269","Tmem269",0,0.381381,0.189371,0,12,4,0.190250666666667,0.667448,1.378078,1.282989,24,46,47,0,1.19025066666667
"TMEM270","Tmem270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM30A","Tmem30a",114.037198,111.351369,112.560315,2725,9558,5539,112.649627333333,134.532902,111.014625,109.503389,5293,6305,5851,0,113.649627333333
"TMEM30B","Tmem30b",0.152066,0.197423,0.123868,3,14,5,0.157785666666667,0.050236,0.036597,0.114118,3,3,10,0,1.15778566666667
"TMEM30CP","Tmem30c",0.101851,0.214166,0.122257,2,15,5,0.146091333333333,0,0,0,0,0,0,0,1.14609133333333
"TMEM33","Tmem33",42.317741,37.879919,41.021044,856,2900,1782,40.4062346666667,9.859379,9.45779,8.565695,860,1350,1140,0,41.4062346666667
"TMEM35A","Tmem35a",27.764841,28.290018,28.598695,332,1279,732,28.2178513333333,103.165226,96.40431,99.620351,3180,4029,4411,0,29.2178513333333
"TMEM35B","Tmem35b",0.635001,1.573088,2.545633,5,57,53,1.584574,1.27973,0.77877,1.506451,15,12,25,0,2.584574
"TMEM37","Tmem37",0.257146,0.449195,0.611247,2,13,10,0.439196,0,0,0.164657,0,0,6,0,1.439196
"TMEM38A","Tmem38a",22.757016,28.639959,29.666652,287,1238,820,27.021209,7.655154,10.921908,14.459906,283,419,521,0,28.021209
"TMEM38B","Tmem38b",3.905586,4.542467,4.372983,62,219,147,4.27367866666667,3.503899,2.066897,2.700569,55,68,59,0,5.27367866666667
"TMEM39A","Tmem39a",14.713408,38.783927,22.328343,31,195,85,25.275226,6.258157,4.298561,4.34364,119,115,115,0,26.275226
"TMEM39B","Tmem39b",2.319621,2.430392,2.864169,24,86,47,2.53806066666667,5.063927,6.083022,5.008137,117,180,148,0,3.53806066666667
"TMEM40","Tmem40",0.271389,0.698884,0.79755,2,12,12,0.589274333333333,0.376615,0.130162,0.27858,4,4,6,0,1.58927433333333
"TMEM41A","Tmem41a",6.107545,9.150224,8.40174,49,259,142,7.886503,6.323673,4.08467,4.251658,208,238,240,0,8.886503
"TMEM41B","Tmem41b",28.502226,32.443814,33.30257,327,1430,787,31.4162033333333,14.922406,16.748313,13.409601,670,936,787,0,32.4162033333333
"TMEM42","Tmem42",6.570578,5.253539,5.660871,30,107,67,5.82832933333333,8.606433,5.727949,8.727185,141,137,197,0,6.82832933333333
"TMEM43","Tmem43",9.843959,10.644152,12.520261,188,683,467,11.0027906666667,15.171955,16.332497,14.009525,784,1120,1029,0,12.0027906666667
"TMEM45A","Tmem45a",1.871859,0.376945,0.878786,10,9,4,1.04253,13.373778,7.22642,9.780435,458,326,380,0,2.04253
"TMEM45B","Tmem45b",0,0.155635,0,0,7,0,0.0518783333333333,0.413339,0.33186,0.215582,13,14,10,0,1.05187833333333
"TMEM47","Tmem47",37.109729,37.429451,39.47334,984,3347,2167,38.0041733333333,4.653113,1.454505,1.612393,289,123,142,0,39.0041733333333
"TMEM50A","Tmem50a",39.571085,39.623167,38.471332,262,983,540,39.2218613333333,38.760445,32.913444,29.093446,775,1041,992,2.66508533333333,10.9743314753199
"TMEM50B","Tmem50b",44.728838,44.431913,42.755299,616,2211,1305,43.9720166666667,43.279427,47.835148,40.094916,724,1071,1134,0.016504,44.2418491876733
"TMEM51","Tmem51",5.126085,5.254312,5.037497,60,233,126,5.139298,1.083091,1.153131,1.63072,32,45,69,0,6.139298
"TMEM52","Tmem52",2.831633,2.442921,2.135764,14,41,21,2.470106,1.120281,1.643338,1.104562,15,23,19,0.241106,2.79597874798768
"TMEM52B","Tmem52b",0,0,0,0,0,0,0,0.104274,0.376497,0.068395,4,2,4,6.34280366666667,0.136187762249397
"TMEM53","Tmem53",5.297171,4.931945,2.489894,11,48,19,4.23967,11.04466,11.050308,7.5464,152,162,163,0,5.23967
"TMEM54","Tmem54",0,0,0,0,0,0,0,12.684655,8.909745,11.452734,129,114,185,0,1
"TMEM59","Tmem59",173.363234,172.539956,180.55575,1191,4213,2488,175.486313333333,206.644411,180.999248,143.312655,2236,3051,2634,0,176.486313333333
"TMEM59L","Tmem59l",126.354829,139.175006,151.005554,1128,4730,2881,138.845129666667,365.194804,322.87518,359.918266,3592,4450,5494,12.8936093333333,10.0654283787261
"TMEM60","Tmem60",11.738753,10.927035,12.105468,77,271,168,11.5904186666667,13.472096,10.069655,9.588541,145,147,149,0,12.5904186666667
"TMEM62","Tmem62",75.949545,76.691408,54.207867,223,934,593,68.9496066666667,18.839057,20.427382,16.175173,232,300,279,0,69.9496066666667
"TMEM63A","Tmem63a",49.325502,49.504492,34.741755,299,1422,675,44.5239163333333,1.944255,0.326296,0.364608,46,10,12,0.254024666666667,36.3022495038641
"TMEM63B","Tmem63b",32.622483,34.242466,35.87529,479,2088,1155,34.2467463333333,66.314937,79.551536,69.564725,1929,2659,2826,3.33135666666667,8.13757652529192
"TMEM63C","Tmem63c",9.753423,17.956088,18.959692,219,1016,601,15.556401,39.181768,34.726709,31.418603,1427,1664,1628,0,16.556401
"TMEM64","Tmem64",13.706492,11.143091,12.11921,416,1227,760,12.322931,4.983692,3.310858,2.751019,246,237,219,6.551265,1.76433100944014
"TMEM65","Tmem65",28.239688,30.654482,33.824758,669,2616,1645,30.9063093333333,7.004765,6.841377,6.738636,1004,1333,1382,0,31.9063093333333
"TMEM67","Tmem67",2.43216,2.384889,2.317369,58,213,114,2.37813933333333,18.471548,21.329227,13.338829,146,223,174,0,3.37813933333333
"TMEM68","Tmem68",29.936664,13.56615,13.65552,191,550,372,19.052778,11.077072,9.037159,9.390979,179,169,198,0,20.052778
"TMEM69","Tmem69",6.691392,5.555081,5.539056,47,191,97,5.92850966666667,10.821507,10.715235,15.418101,157,206,260,0,6.92850966666667
"TMEM70","Tmem70",20.411002,21.297016,17.35249,176,620,349,19.686836,20.445564,25.160075,28.955197,266,396,480,0,20.686836
"TMEM71","Tmem71",0.205454,0.235255,0.146011,4,17,6,0.195573333333333,0.07237,0.148257,0,2,3,0,0,1.19557333333333
"TMEM72","Tmem72",0.986723,1.63394,1.914143,120,751,498,1.511602,0.898525,0.215224,0.585168,29,10,25,0,2.511602
"TMEM74","Tmem74",2.088204,2.316323,2.635655,49,203,131,2.34672733333333,1.49184,1.678839,1.262334,153,234,183,7.85019433333333,0.3781529769045
"TMEM79","Tmem79",1.542245,0.352776,0.540265,6,6,6,0.811762,1.615941,1.210914,0.883245,40,45,39,3.33135666666667,0.418289727544949
"TMEM80","Tmem80",18.138961,19.709362,18.650142,117,469,261,18.8328216666667,9.174857,7.208559,7.484496,123,155,165,0,19.8328216666667
"TMEM81","Tmem81",2.417262,2.468752,2.374407,26,101,55,2.42014033333333,3.402458,3.219448,2.683826,63,81,72,0,3.42014033333333
"TMEM82","Tmem82",0.555867,0.100924,0.212509,10,6,8,0.289766666666667,0,0,0.085202,0,0,1,0,1.28976666666667
