"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"ACSM5","Acsm5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,0.347033,0.226793,0.050724,7,6,1,20.9610366666667,0.0871204015718141
"ACSS1","Acss1",6.481707,7.349056,11.038161,90,441,254,8.28964133333333,0.37447,0.329271,0.198105,29,24,13,4.87250566666667,1.58188716378137
"ACSS2","Acss2",21.66178,26.37256,25.142039,306,1411,776,24.3921263333333,136.021315,95.971222,128.057604,1559,1286,1185,0.031335,24.6206386221095
"ACSS3","Acss3",1.880805,1.868718,1.826704,43,165,88,1.85874233333333,2.79066,4.630495,1.143408,125,108,90,2.06891666666667,0.93151513834958
"ACTA1","Acta1",0.383569,0.39472,0.53884,2,13,10,0.439043,636.770692,441.289829,564.554107,19134,12570,15960,17.9459846666667,0.0759550387756744
"ACTA2","Acta2",10.206045,9.622577,10.670508,95,326,175,10.1663766666667,51.781238,68.388245,46.909126,1324,1661,1126,0.523173333333333,7.33099537807034
"ACTB","Actb",1341.615807,1028.725086,1137.997089,2783,10848,6712,1169.445994,429.465479,453.29093,375.743403,7846,7769,6339,39.1342006666667,29.1633064707356
"ACTBL2","Actbl2",0,0.059496,0.105002,0,4,4,0.0548326666666667,0,0.022184,0.02198,0,1,1,0.0778526666666667,0.978642721114018
"ACTC1","Actc1",0,0.029694,0,0,1,0,0.009898,5080.246607,4691.279529,4052.296585,121009,106500,94643,45.9278836666667,0.021520211888808
"ACTG1","Actg1",421.073874,536.035053,489.351942,3202,14564,7993,482.153623,124.614163,112.983909,79.093729,2936,2870,2190,10.9412916666667,40.4607505190323
"ACTG2","Actg2",0,0.312093,0.151151,0,9,2,0.154414666666667,0.271346,0.303675,0.231978,8,3,6,19.4845836666667,0.0563552906640312
"ACTL10","Actl10",0.106591,0.285117,0.45635,1,10,9,0.282686,0.248173,0.129837,0.099075,11,5,4,499.438004,0.00256312668052285
"ACTL6A","Actl6a",12.522326,10.655135,12.492026,71,254,145,11.889829,129.936939,63.089341,28.578082,238,226,162,117.974004,0.108341558379425
"ACTL6B","Actl6b",25.579593,21.634274,24.562795,168,689,394,23.925554,0,0,0,0,0,0,16.1311866666667,1.45498116884684
"ACTL7A","Actl7a",0,0,0,0,0,0,0,0,0,0,0,0,0,9.51919766666667,0.0950642845289246
"ACTL7B","Actl7b",0,0,0.053651,0,0,1,0.0178836666666667,0,0,0,0,0,0,0.016185,1.0016716116324
"ACTL9","Actl9",0,0.032174,0.056975,0,1,1,0.0297163333333333,0,0,0,0,0,0,0.385642,0.743133026664415
"ACTN1","Actn1",10.569857,10.026463,10.456415,149,708,399,10.3509116666667,97.368685,90.347999,62.458246,3154,2333,1894,0.038345,10.9317343143817
"ACTN2","Actn2",2.203623,1.072808,0.807368,6,43,15,1.36126633333333,978.395053,817.138475,753.753803,32985,24389,21981,0.0289636666666667,2.29480049668096
"ACTN3","Actn3",0.94982,0.762364,0.878581,7,27,21,0.863588333333333,0.251983,0.266257,0.25194,16,16,15,19.7960553333333,0.0896125877462081
"ACTN4","Actn4",32.219291,44.111705,43.53803,489,2007,1154,39.956342,80.761957,61.78139,43.622584,1727,1358,1104,10.056911,3.70413961005927
"ACTR10","Actr10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,123.432299,114.333934,91.069828,961,968,829,0.167061333333333,114.346650161774
"ACTR1A","Actr1a",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,64.377145,42.659304,39.165459,3101,2292,2094,6.76042366666667,8.72963598078472
"ACTR1B","Actr1b",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,19.202777,14.33055,13.258617,779,576,553,23.1362953333333,5.90491796821733
"ACTR2","Actr2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,26.040333,13.291404,11.523641,1146,882,773,0.0124123333333333,63.0785842527271
"ACTR3","Actr3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,38.861514,29.33901,25.230379,1098,1075,941,3.04894366666667,20.8219529851037
"ACTR3B","Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,7.030276,2.889677,2.312428,129,80,93,9.97227333333333,1.93612232287323
"ACTR5","Actr5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,1.163629,0.795908,0.976133,62,40,49,41.34413,0.109208517607202
"ACTR6","Actr6",9.147979,11.692093,10.713922,76,303,182,10.517998,7.680683,7.620821,3.561405,89,134,72,326.973199333333,0.0351187170885075
"ACTR8","Actr8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,17.708309,15.074514,11.257858,360,281,217,17.617044,1.35985000268213
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0,0,0,0,6.09144166666667,0.141015049831193
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,41.7767896666667,0.023377163358737
"ACTRT3","Actrt3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,0.448872,0.581869,0.461129,14,18,14,22.0608373333333,0.083791551252143
"ACVR1","Acvr1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,7.233818,5.194846,4.253429,358,289,222,3.75857966666667,2.13028474392814
"ACVR1B","Acvr1b",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,7.139766,4.870088,4.743164,614,453,436,17.4317896666667,0.93997732432168
"ACVR1C","Acvr1c",2.05229,1.570526,2.263541,113,369,271,1.962119,0.00775,0.013681,0,1,2,0,8.57713666666667,0.309290668296474
"ACVR2A","Acvr2a",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,2.344089,1.398215,1.171016,115,94,85,0.728030666666667,4.07767666931837
"ACVR2B","Acvr2b",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,1.1158,1.888897,1.517997,261,178,121,15.4606316666667,0.182051377331712
"ACVRL1","Acvrl1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,1.239071,1.061599,0.85141,40,22,30,9.98287933333333,1.66638712046307
"ACY1","Acy1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,29.01427,20.193338,18.22011,288,174,168,3.01667433333333,3.15118162015126
"ACY3","Acy3",3.611599,3.53033,2.102148,18,73,30,3.081359,0,0,0.038868,0,0,1,9.03709033333333,0.40662770429053
"ACYP1","Acyp1",25.379229,24.505633,30.086442,72,259,177,26.6571013333333,12.321627,16.716988,15.356579,78,114,101,0.150335,24.0426496049701
"ACYP2","Acyp2",28.481269,22.98424,24.737602,117,346,213,25.401037,14.923638,15.092443,14.910934,179,179,196,2.079947,8.57191276343391
"ADA","Ada",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,4.945909,4.204043,4.670719,124,113,122,0.207186333333333,1.26522196656191
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.426819666666667,0.700859417179326
"ADAD2","Adad2",0,0.022048,0.039075,0,1,1,0.0203743333333333,0,0,0,0,0,0,1.13278266666667,0.478423961935175
"ADAL","Adal",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,13.118704,10.233636,7.871906,497,431,361,23.5231943333333,0.522994210800407
"ADAM10","Adam10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,24.348027,13.702235,11.245455,536,434,351,19.9239043333333,1.09278148901242
"ADAM11","Adam11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,11.764671,7.939555,6.243467,981,771,582,2.53131366666667,15.8920924705924
"ADAM12","Adam12",0.307239,0.758381,0.820879,16,87,66,0.628833,0.692991,0.787749,1.408243,57,72,53,0.0601496666666667,1.53641797117325
"ADAM15","Adam15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,11.532537,17.778786,12.695181,314,295,237,5.164414,8.08812965298351
"ADAM17","Adam17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,5.863159,4.842983,3.098865,292,270,199,22.4467326666667,0.48751553130402
"ADAM18","Adam18",0.144031,0.133886,0,2,7,0,0.092639,0.106287,0,0.174783,1,0,1,4.16303833333333,0.211627132989845
"ADAM19","Adam19",2.615182,3.013677,3.178297,114,472,256,2.93571866666667,21.431505,16.071382,16.202989,2888,2073,1947,19.70054,0.190126376735422
"ADAM2","Adam2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,0,0,0,0,0,0,2.053243,0.3626346368981
"ADAM20","Adam25",0.058434,0.015596,0,1,1,0,0.0246766666666667,0.018165,0.036213,0.036804,1,2,2,0.0580373333333333,0.968469291568792
"ADAM21","Adam21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,0.092614,0.093693,0.038026,5,5,2,2.50665533333333,0.371897779897768
"ADAM22","Adam22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,0.473128,0.221024,0.122401,42,22,22,3.91127866666667,8.64130698889278
"ADAM23","Adam23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,41.864549,35.696454,23.789355,1340,1061,895,5.56176566666667,10.6034098444133
"ADAM28","Adam28",0,0.146549,0,0,7,0,0.0488496666666667,0.222073,0,0.032833,7,0,4,0.566728,0.669452302292846
"ADAM29","Adam29",0,0,0,0,0,0,0,0.022632,0,0,1,0,0,26.218493,0.036739726920223
"ADAM32","Adam32",0,0.580325,1.931946,0,8,8,0.837423666666667,1.741478,1.890163,5.623824,39,39,22,2.83886866666667,0.478636761559786
"ADAM33","Adam33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,0.151082,0.049411,0.215616,10,3,12,4.65078733333333,0.401807488537585
"ADAM3A","Adam3",0,0.360959,0,0,2,0,0.120319666666667,0.13521,0.063743,0.062082,3,1,1,11.144995,0.0922453789949413
"ADAM5","Adam5",0,0.393045,0.227056,0,6,8,0.206700333333333,0,0,0,0,0,0,1.27382666666667,0.530691433530553
"ADAM7","Adam7",0,0,0.052884,0,0,1,0.017628,0,0,0,0,0,0,7.11613333333333,0.125383351678139
"ADAM8","Adam8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,1.440741,0.605901,0.327876,22,10,8,2.65351666666667,0.666623572722172
"ADAM9","Adam9",15.279117,15.16946,15.616793,380,1437,799,15.3551233333333,26.964509,19.212823,18.44891,1015,721,645,2.66716966666667,4.45987636786917
"ADAMDEC1","Adamdec1",0,0.033796,0,0,2,0,0.0112653333333333,0,0,0,0,0,0,27.0468703333333,0.0360562630095472
"ADAMTS1","Adamts1",5.081839,4.830322,5.651011,114,478,353,5.187724,7.164372,3.536363,3.442214,277,249,139,6.80706366666667,0.792580189453218
"ADAMTS10","Adamts10",17.667156,26.394146,23.52364,262,1217,708,22.528314,2.733393,2.863047,1.555908,70,54,46,9.13394966666667,2.32173187887355
"ADAMTS12","Adamts12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,9.689995,10.514763,8.128071,421,377,273,0.600302333333333,0.654554649777636
"ADAMTS13","Adamts13",0.045027,0,0,1,0,0,0.015009,3.498026,3.363595,2.00095,170,115,87,4.927269,0.171243957377335
"ADAMTS15","Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,5.729811,5.379448,3.798096,751,656,463,1.73898566666667,0.892071724362194
"ADAMTS16","Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,0.036176,0.066894,0.143115,4,7,12,19.9254933333333,0.086057214421707
"ADAMTS18","Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,0.121899,0.017094,0.017158,3,2,2,1.426194,1.35409122271344
"ADAMTS19","Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,2.13328,0.847573,1.17336,96,45,53,4.06728633333333,0.21312110578055
"ADAMTS2","Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,0.115833,0.086629,0.03467,13,8,5,2.95041266666667,2.16052972693654
"ADAMTS20","Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,0.194401,0.034761,0.182112,12,3,3,91.4967046666667,0.0251890126795652
"ADAMTS4","Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,0.02932,0.026379,0.464571,6,6,4,6.78070133333333,1.49309381022379
"ADAMTS5","Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,0.014722,0,0,1,0,0,3.28320166666667,0.400812943277245
"ADAMTS7","Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,5.459603,4.568133,3.862321,514,375,312,0.0611696666666667,0.981283545923696
"ADAMTS8","Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,0.317805,0.100515,0.182645,24,7,13,0.0121673333333333,1.4905789622401
"ADAMTSL1","Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,2.699594,2.503845,1.528651,224,163,120,34.5146873333333,0.0887710288349998
"ADAMTSL2","Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,0.864767,0.719934,0.473671,77,57,38,8.05587633333333,0.229560150427555
"ADAMTSL4","Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,12.635359,12.932216,10.354914,763,595,511,26.473562,0.669795905362884
"ADAP2","Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,3.159636,0.302603,0.075168,8,6,4,0.362491,1.73089241201104
"ADAR","Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,31.090188,13.016808,8.388818,1562,1005,859,44.516069,0.762104595046056
"ADARB1","Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,19.742685,2.826503,2.675535,369,269,279,44.1868456666667,1.17994347425756
"ADARB2","Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,0.115823,0.022508,0.083771,3,4,2,12.5098043333333,0.430592320693122
"ADAT1","Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,12.085066,7.251189,8.024499,134,77,60,2.451129,0.940825451613081
"ADAT2","Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,0.527551,0.654778,0.610782,63,65,57,27.8647833333333,0.100431968136489
"ADAT3","Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,0.613159,0.450686,0.803128,20,11,23,1.174119,0.822562917055905
"ADCK1","Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,6.62267,6.828834,4.626745,191,206,136,3.44066566666667,2.35376730680843
"ADCK2","Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,8.450675,6.860918,7.832185,216,169,177,23.0130923333333,1.08070487714639
"ADCK5","Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,4.110263,2.199273,1.452022,128,66,57,29.7708966666667,0.780880537659557
"ADCY1","Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,0.4447,0.546407,0.45112,108,68,50,11.0456536666667,8.33006820911144
"ADCY10","Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,0.095948,0.039473,0.019977,1,4,2,25.735917,0.0410264589017089
"ADCY2","Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,0.17816,0.66433,0.071804,11,16,10,0.306359666666667,10.8376279222746
"ADCY3","Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,0.989079,0.854518,0.47374,27,19,13,0.281238,10.6101577796891
"ADCY4","Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,0.32983,0.401649,0.214958,5,3,3,13.106424,0.258695281903715
"ADCY5","Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,29.485628,24.648613,19.357219,2001,1890,1434,4.10225266666667,3.08302894708337
"ADCY6","Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,52.569283,30.652688,27.231797,3885,2826,2457,7.463071,1.98948888254236
"ADCY7","Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,1.115192,0.719433,0.654716,39,31,24,25.6021026666667,0.105558710973072
"ADCY8","Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,0.108939,0,0.014524,9,0,1,0.565752666666667,3.64879915048311
"ADCY9","Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,3.831584,2.220177,1.998618,528,363,299,721.500758333333,0.0120983716153193
"ADCYAP1","Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,0,0,0,0,0,0,15.5946036666667,1.51301701269917
"ADCYAP1R1","Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,0.006753,0,0,1,0,0,0.204278666666667,26.493226650753
"ADD1","Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,153.183987,134.469754,126.62982,4224,3342,2845,8.32524566666667,19.113936051086
"ADD2","Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,5.559971,3.289912,3.736443,820,551,534,0.134467666666667,19.1979800805253
"ADD3","Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,179.187635,64.000519,43.576139,1088,803,587,41.1872083333333,0.839462064429087
"ADGB","Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,0.054045,0.059068,0.038539,7,8,5,0.665349666666667,0.682572368685735
"ADGRA1","Adgra1",4.948972,9.858207,10.226583,162,830,435,8.34458733333333,0,0,0,0,0,0,0,9.34458733333333
"ADGRA2","Adgra2",2.403945,3.531273,4.233742,86,419,223,3.38965333333333,1.052057,0.576,0.480785,151,82,66,4.73969233333333,0.764788960523262
"ADGRA3","Adgra3",50.580781,44.165152,72.622632,133,463,261,55.7895216666667,26.061508,22.676209,17.139068,503,415,325,153.096408,0.368532416840415
"ADGRB1","Adgrb1",38.355595,50.531998,49.863997,644,3090,1807,46.25053,0,0.242985,0.016005,0,3,2,0.021755,46.2444813091201
"ADGRB2","Adgrb2",51.758279,80.804951,88.191552,494,2379,1444,73.5849273333333,15.420485,13.604855,10.864538,1003,721,599,6.886148,9.4577133644123
"ADGRB3","Adgrb3",15.471725,17.855866,18.554494,503,2037,1263,17.2940283333333,0.034338,0,0.364223,2,0,2,64.523714,0.279197060370133
"ADGRD1","Adgrd1",0,0.143342,0.188371,0,19,14,0.110571,10.457535,3.538922,4.19323,275,217,185,0,1.110571
"ADGRE1","Adgre1",0.65131,3.42316,4.787978,14,85,44,2.95414933333333,0,0,0,0,0,0,0.0985993333333333,3.59926427529843
"ADGRE4P","Adgre4",0,0.059382,0.020823,0,5,1,0.026735,0.01803,0,0.055881,1,0,3,0,1.026735
"ADGRE5","Adgre5",9.519959,7.227289,4.434871,64,305,179,7.06070633333333,5.268911,2.790159,3.153039,167,156,138,0.00570633333333333,8.01497024147871
"ADGRF1","Adgrf1",0,0,0,0,0,0,0,0.060606,0.230254,0.111599,5,8,4,20.632353,0.0462270562984988
"ADGRF2","Adgrf2",0.182756,0.401875,0.283815,3,25,10,0.289482,0.023203,0.023839,0.039741,1,2,4,27.0254506666667,0.0460111066664738
"ADGRF4","Adgrf4",0.20397,0.501305,0.91826,4,35,13,0.541178333333333,0.063151,0.032288,0,4,2,0,0.666271333333333,0.924926392540311
"ADGRF5","Adgrf5",15.192628,11.268365,13.804088,301,1158,730,13.4216936666667,0.145344,0.152902,0.153877,15,11,7,4.86772033333333,2.45780181184504
"ADGRG1","Adgrg1",122.43462,90.534526,91.5501,384,1621,939,101.506415333333,0.426519,0.391658,0.399369,9,5,9,8.67546966666667,10.5944640275688
"ADGRG2","Adgrg2",0.569072,0.877941,0.821036,18,89,55,0.756016333333333,0.154332,0.157483,0.118789,15,14,11,3.78798366666667,0.366754871274624
"ADGRG3","Adgrg3",0.079723,0.014978,0.155809,1,1,2,0.0835033333333333,0,0,0,0,0,0,1.40072833333333,0.451322758301821
"ADGRG4","Adgrg4",0,0.041972,0,0,1,0,0.0139906666666667,0,0,0.005261,0,0,1,12.7512506666667,0.0737380687216038
"ADGRG5","Adgrg5",0,0,0,0,0,0,0,0.081545,0,0.028829,2,0,2,4.290125,0.189031450107512
"ADGRG6","Adgrg6",0.700163,0.498831,0.569314,20,76,51,0.589436,2.013663,1.199546,1.17163,175,144,91,6.661102,0.207468325052975
"ADGRG7","Adgrg7",0,0.015182,0,0,1,0,0.00506066666666667,0,0,0,0,0,0,14.2883583333333,0.0657402609719923
"ADGRL1","Adgrl1",54.129948,84.371799,76.04025,1562,7431,4357,71.513999,4.074955,3.683864,2.645567,442,348,298,7.640498,8.39234023316711
"ADGRL2","Adgrl2",13.35043,15.173853,13.161968,257,1175,640,13.895417,41.325873,22.437562,16.607941,907,657,457,1.59492933333333,5.74020140304399
"ADGRL3","Adgrl3",48.145926,61.5102,53.817376,685,2400,1497,54.4911673333333,4.87296,3.729253,3.553545,485,318,256,0.0321846666666667,53.7608909775189
"ADGRL4","Adgrl4",30.496394,22.208295,13.17477,193,619,345,21.9598196666667,1.349637,0.532718,0.359264,23,17,17,30.8156886666667,0.721650878194621
"ADGRV1","Adgrv1",1.79067,1.434351,1.491537,22,111,48,1.572186,2.169258,1.793583,1.284269,39,35,35,0,2.572186
"ADH1C","Adh1",0.640983,0.878161,0.652556,5,25,10,0.7239,0,0,0,0,0,0,0.491077666666667,1.15614366611352
"ADH4","Adh4",0,0,0,0,0,0,0,0.029115,0,0,1,0,0,0.292025,0.773978831678954
"ADH5","Adh5",33.432267,39.256334,45.033898,216,996,672,39.240833,78.39781,62.67658,56.457748,2080,1938,1702,2.16318666666667,12.7216118555549
"ADH7","Adh7",0,0.14655,0.020772,0,2,1,0.055774,0.120761,0,0,1,0,0,6.07253566666667,0.149278002934073
"ADHFE1","Adhfe1",5.738602,6.784687,7.665496,48,249,146,6.729595,14.948092,14.215742,12.787038,254,182,182,7.65524133333333,0.893053665670944
"ADI1","Adi1",28.435334,28.193718,28.198725,276,860,547,28.2759256666667,29.09088,31.659375,27.77474,1125,1042,951,0.702947333333333,17.1913277020507
"ADIG","Adig",0,0,0,0,0,0,0,0,0,0,0,0,0,1.31212033333333,0.432503440925292
"ADIPOQ","Adipoq",0,0.034958,0,0,1,0,0.0116526666666667,0.034025,0.022496,0.028266,3,2,3,18.542822,0.0517659459143959
"ADIPOR1","Adipor1",21.784846,22.026437,23.197966,425,1718,1023,22.3364163333333,34.526107,31.357092,27.232321,1429,1268,1076,0.237137333333333,18.8632383039124
"ADIPOR2","Adipor2",30.356515,29.631491,22.404078,830,2850,1295,27.464028,9.189842,8.119334,7.344019,766,648,585,5.88950666666667,4.1315045295938
"ADK","Adk",137.376749,69.789053,74.011079,349,1335,807,93.725627,11.915415,10.357807,7.022151,225,228,162,19.037665,4.72737851441273
"ADM","Adm",1.084481,1.458994,1.012796,9,46,18,1.18542366666667,12.326912,9.764378,11.025989,342,255,285,0.0303503333333333,2.12104911889192
"ADM2","Adm2",0.129944,0.1711,0.243971,1,5,4,0.181671666666667,0.032053,0.071322,0.011638,3,6,1,0.0723783333333333,1.10191676755871
"ADNP","Adnp",11.683257,12.076154,13.964542,141,1288,690,12.574651,14.095506,12.815889,10.050779,1132,881,696,0.422004666666667,9.54613674498021
"ADNP2","Adnp2",3.792306,4.264431,5.151077,130,555,379,4.40260466666667,12.492528,2.990565,2.49652,399,306,259,5.565154,0.822921239420533
"ADO","Ado",20.398217,18.600319,19.884655,625,2060,1251,19.6277303333333,2.460041,2.781656,2.109367,172,194,148,4.10171566666667,4.04329282168933
