"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"ACSM3","Acsm3",0.578683,7.953216,0.307985,1,9,5,2.946628,3.546028,4.370048,3.432423,37,79,10,1.20873,1.7868313465204
"ACSM4","Acsm4",0,0,0,0,0,0,0,0.149807,0.241539,0.10526,4,7,2,12.0525876666667,0.0766131609714273
"ACSM5","Acsm5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,0,0.179494,0,0,2,0,28.298986,0.0653010426140117
"ACSS1","Acss1",6.481707,7.349056,11.038161,90,441,254,8.28964133333333,0.066638,0.220548,0.348834,3,9,8,10.7718276666667,0.789141805026424
"ACSS2","Acss2",21.66178,26.37256,25.142039,306,1411,776,24.3921263333333,148.399461,146.694353,101.822483,739,725,433,0.324533,19.1706256720922
"ACSS3","Acss3",1.880805,1.868718,1.826704,43,165,88,1.85874233333333,0.627096,0.612727,1.358752,13,15,29,2.684256,0.775934770367025
"ACTA1","Acta1",0.383569,0.39472,0.53884,2,13,10,0.439043,0.242012,0.585729,0.672663,3,10,8,7.685498,0.165683418498283
"ACTA2","Acta2",10.206045,9.622577,10.670508,95,326,175,10.1663766666667,2.655925,3.057572,5.813821,28,47,56,2.60350566666667,3.09875374137981
"ACTB","Actb",1341.615807,1028.725086,1137.997089,2783,10848,6712,1169.445994,2178.850167,2041.670166,2557.016143,20799,21935,16943,154.999947666667,7.50286145288301
"ACTBL2","Actbl2",0,0.059496,0.105002,0,4,4,0.0548326666666667,0.259337,0.108094,0,9,4,0,45.262901,0.0228008327161902
"ACTC1","Actc1",0,0.029694,0,0,1,0,0.009898,0.551692,0.56988,1.037101,8,10,7,155.030611666667,0.00647243505112624
"ACTG1","Actg1",421.073874,536.035053,489.351942,3202,14564,7993,482.153623,1435.350734,1536.991071,1807.979395,23732,27012,21393,23.561692,19.6710236004914
"ACTG2","Actg2",0,0.312093,0.151151,0,9,2,0.154414666666667,0.239946,0.184371,2.284464,2,2,27,91.6993783333333,0.0124533161648135
"ACTL10","Actl10",0.106591,0.285117,0.45635,1,10,9,0.282686,0.141201,0.158296,0.137933,3,4,2,273.123393333333,0.0046792285196917
"ACTL6A","Actl6a",12.522326,10.655135,12.492026,71,254,145,11.889829,67.288182,35.925033,85.845286,123,104,102,274.393704,0.0468050968950256
"ACTL6B","Actl6b",25.579593,21.634274,24.562795,168,689,394,23.925554,154.861852,109.866441,166.128293,576,645,448,47.409361,0.514891200484964
"ACTL7A","Actl7a",0,0,0,0,0,0,0,0,0,0.078863,0,0,1,41.222022,0.0236843228398678
"ACTL7B","Actl7b",0,0,0.053651,0,0,1,0.0178836666666667,0,0,0.088939,0,0,1,4.55777233333333,0.183145981090625
"ACTL9","Actl9",0,0.032174,0.056975,0,1,1,0.0297163333333333,0,0,0,0,0,0,2.91668833333333,0.262904843505121
"ACTN1","Actn1",10.569857,10.026463,10.456415,149,708,399,10.3509116666667,42.915893,53.04208,30.351943,709,901,468,0.0815716666666667,10.4948308248953
"ACTN2","Actn2",2.203623,1.072808,0.807368,6,43,15,1.36126633333333,10.431195,12.550374,2.658834,163,226,63,0.0764453333333333,2.19357756517129
"ACTN3","Actn3",0.94982,0.762364,0.878581,7,27,21,0.863588333333333,0.026669,0.072504,0,1,3,0,49.261337,0.0370779697590085
"ACTN4","Actn4",32.219291,44.111705,43.53803,489,2007,1154,39.956342,88.341101,89.90874,113.006576,944,1111,817,37.9276463333333,1.05211452162546
"ACTR10","Actr10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,175.090819,207.781083,223.094765,1347,1561,1119,1.644429,50.4644117879512
"ACTR1A","Actr1a",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,135.467299,131.59114,164.703958,3143,3440,2547,15.951695,3.9963952670613
"ACTR1B","Actr1b",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,28.348357,31.987461,34.845941,679,815,581,32.084725,4.3078140743198
"ACTR2","Actr2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,90.130579,85.113097,98.337326,4098,3983,3193,0.138564,56.0895449589717
"ACTR3","Actr3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,83.778842,80.647357,87.559013,1903,1958,1481,5.96989466666667,12.0958663937724
"ACTR3B","Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,23.73554,20.329805,21.54651,309,312,235,14.474606,1.37280802712091
"ACTR5","Actr5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,2.282428,2.070326,3.460384,72,72,77,75.849498,0.0601739736369737
"ACTR6","Actr6",9.147979,11.692093,10.713922,76,303,182,10.517998,24.835879,26.636835,23.772285,388,418,287,174.299529333333,0.0657046715630277
"ACTR8","Actr8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,23.771453,22.759294,31.53109,450,503,352,68.153203,0.366091319491497
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0.167548,0,0,2,1.47183533333333,0.404557693028635
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.490042,0.401599651732782
"ACTRT3","Actrt3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,1.443018,1.511988,0.769716,29,33,11,16.908232,0.107900284815013
"ACVR1","Acvr1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,6.034686,8.207685,6.259893,217,313,134,8.64169033333333,1.05138511155254
"ACVR1B","Acvr1b",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,55.209179,56.089019,59.415097,1548,1896,1377,18.316011,0.89694835715994
"ACVR1C","Acvr1c",2.05229,1.570526,2.263541,113,369,271,1.962119,0.137088,0.073565,0.237864,13,9,9,5.071992,0.487833152612849
"ACVR2A","Acvr2a",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,25.003915,23.782342,23.796881,1564,1417,966,0.00500366666666667,7.01126828392998
"ACVR2B","Acvr2b",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,6.214092,4.560656,8.131002,990,790,922,94.6292986666667,0.0313364283587621
"ACVRL1","Acvrl1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,2.000151,0.803904,0.719904,17,40,28,4.91758833333333,3.09276814062485
"ACY1","Acy1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,10.842162,5.437314,8.266339,50,52,41,0.374443,9.20901800462685
"ACY3","Acy3",3.611599,3.53033,2.102148,18,73,30,3.081359,0,0,0,0,0,0,134.204316666667,0.0301866027699559
"ACYP1","Acyp1",25.379229,24.505633,30.086442,72,259,177,26.6571013333333,24.106168,34.772803,28.12398,116,175,91,16.6304893333333,1.56870866204735
"ACYP2","Acyp2",28.481269,22.98424,24.737602,117,346,213,25.401037,20.955971,15.854271,16.292319,172,145,100,5.27768633333333,4.2055361797571
"ADA","Ada",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,0.922875,1.829261,0.70398,13,16,8,0.513112666666667,1.00941502923995
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.652823666666667,0.605025218459481
"ADAD2","Adad2",0,0.022048,0.039075,0,1,1,0.0203743333333333,0,0.258936,0.627989,0,1,3,0.460879,0.698466014867305
"ADAL","Adal",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,9.378484,7.193559,10.742324,227,237,166,31.2647763333333,0.397507440750997
"ADAM10","Adam10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,34.061006,24.686719,34.283331,691,616,515,174.101646,0.130582754963556
"ADAM11","Adam11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,23.644833,33.066844,44.802479,1084,1499,1443,26.7583006666667,2.02173627295292
"ADAM12","Adam12",0.307239,0.758381,0.820879,16,87,66,0.628833,8.973317,5.716452,10.949544,581,454,513,0.424899333333333,1.14312145559757
"ADAM15","Adam15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,18.903104,21.508581,19.628954,201,239,154,9.84236733333333,4.59849570982376
"ADAM17","Adam17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,9.86407,13.149275,14.571838,391,394,303,79.359402,0.142244044241809
"ADAM18","Adam18",0.144031,0.133886,0,2,7,0,0.092639,0,0,0,0,0,0,27.4355736666667,0.0384250732131645
"ADAM19","Adam19",2.615182,3.013677,3.178297,114,472,256,2.93571866666667,18.28921,16.943459,15.284239,1567,1633,872,32.603663,0.117121715768506
"ADAM2","Adam2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,0,0,0,0,0,0,2.911115,0.28309361056033
"ADAM20","Adam25",0.058434,0.015596,0,1,1,0,0.0246766666666667,0.055566,0.051316,0.039092,2,2,1,0.15919,0.883959201396377
"ADAM21","Adam21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,0.175871,0.28972,0.247976,6,11,6,7.914717,0.146288136048888
"ADAM22","Adam22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,14.849654,14.25824,14.463086,1382,1676,1175,10.2849523333333,3.76074842082482
"ADAM23","Adam23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,30.45531,32.68447,48.390528,1224,1432,1029,8.66138733333333,7.20156311574576
"ADAM28","Adam28",0,0.146549,0,0,7,0,0.0488496666666667,0.264589,0.406801,0.059004,8,6,4,3.419737,0.237310425182916
"ADAM29","Adam29",0,0,0,0,0,0,0,0.651684,0.674166,0.788744,24,20,14,91.4575493333333,0.0108157744522813
"ADAM32","Adam32",0,0.580325,1.931946,0,8,8,0.837423666666667,0.915902,4.743727,0.839031,58,83,36,25.0431763333333,0.0705529787591578
"ADAM33","Adam33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,0.541507,0.630154,0.831368,18,23,18,10.2720646666667,0.201429705542853
"ADAM3A","Adam3",0,0.360959,0,0,2,0,0.120319666666667,0,0.22629,0.585903,0,4,5,42.2394806666667,0.0259096466792285
"ADAM5","Adam5",0,0.393045,0.227056,0,6,8,0.206700333333333,0,0,0.408493,0,0,1,39.4104176666667,0.0298611200529289
"ADAM7","Adam7",0,0,0.052884,0,0,1,0.017628,0.067906,0.02098,0.122618,3,1,3,12.729611,0.0741192157592812
"ADAM8","Adam8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,2.265081,4.232185,7.470717,41,65,39,4.11504766666667,0.476148120613799
"ADAM9","Adam9",15.279117,15.16946,15.616793,380,1437,799,15.3551233333333,10.682031,11.502737,12.462503,377,445,328,1.765431,5.91413176945414
"ADAMDEC1","Adamdec1",0,0.033796,0,0,2,0,0.0112653333333333,0,0,0.059317,0,0,1,1.42295866666667,0.417367967207034
"ADAMTS1","Adamts1",5.081839,4.830322,5.651011,114,478,353,5.187724,14.234685,4.588657,3.552739,508,136,33,22.3113633333333,0.265438100359925
"ADAMTS10","Adamts10",17.667156,26.394146,23.52364,262,1217,708,22.528314,40.162073,43.284464,61.364231,489,643,476,33.279522,0.686366455168191
"ADAMTS12","Adamts12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,0.710176,1.783791,0.892537,84,197,58,3.711311,0.222334151435414
"ADAMTS13","Adamts13",0.045027,0,0,1,0,0,0.015009,7.587088,8.243445,8.27368,214,262,204,6.396224,0.137233404504785
"ADAMTS15","Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,0.56087,0.968467,0.586154,42,81,31,9.013626,0.244004685881684
"ADAMTS16","Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,0.24045,0.264744,0.214627,12,15,10,142.022702,0.0125909358548314
"ADAMTS18","Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,1.411995,0.853451,1.538275,55,54,37,0.123286,2.92471196115682
"ADAMTS19","Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,0.147189,0.945675,0.829666,9,26,8,13.5823703333333,0.0740583075302961
"ADAMTS2","Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,0.175824,2.047144,0.477721,11,49,15,1.673346,3.19262227934581
"ADAMTS20","Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,0.016112,0.074527,0.040071,1,4,1,46.7809133333333,0.0487621626320245
"ADAMTS4","Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,0.176331,0.196548,0.19162,24,29,18,1.74370833333333,4.23416616805115
"ADAMTS5","Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,0.116874,0.274268,0.109096,15,38,10,17.4511503333333,0.0930436658773091
"ADAMTS7","Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,2.369279,2.937719,5.177745,151,167,164,0.111755666666667,0.93663415852464
"ADAMTS8","Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,0.211062,0.449382,0.148566,8,16,4,0.0922516666666667,1.38128911072082
"ADAMTSL1","Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,1.119975,1.214395,1.457011,21,44,54,30.8714383333333,0.0989185144504774
"ADAMTSL2","Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,1.004098,1.776381,1.365861,47,95,46,18.2157803333333,0.108185475545177
"ADAMTSL4","Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,0.631448,0.521852,1.128889,18,20,28,10.992457,1.53443779980477
"ADAP2","Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,1.320459,15.044578,8.125916,24,52,21,0.789898333333333,1.31757502055517
"ADAR","Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,90.499122,99.654405,78.045495,3324,3711,2823,56.4035133333333,0.604283663473792
"ADARB1","Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,54.505339,78.157127,58.321949,1010,1399,747,34.824132,1.48832422978641
"ADARB2","Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,2.242743,3.617584,1.425322,203,287,100,48.1549696666667,0.118344453052217
"ADAT1","Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,50.081633,51.644642,49.027029,391,471,308,5.30926666666667,0.514625577193335
"ADAT2","Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,0.865768,0.88184,1.068114,56,60,47,69.388276,0.0411850831521999
"ADAT3","Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,0.355735,0.817905,0.128549,4,9,1,4.91689266666667,0.302244736792589
"ADCK1","Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,7.036778,5.592912,6.381342,107,113,70,6.62487533333333,1.37081502447297
"ADCK2","Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,17.806512,18.725946,17.522527,309,351,205,49.3276083333333,0.515642742808661
"ADCK5","Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,4.463708,3.922499,4.011845,77,71,39,23.6285303333333,0.975632488342687
"ADCY1","Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,8.26322,11.820007,12.255044,1388,2194,1476,10.076362,9.059031897537
"ADCY10","Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,0.159158,0.437994,0.487023,5,4,3,5.53383266666667,0.167876965321732
"ADCY2","Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,52.673477,62.126591,38.152904,1084,1239,619,2.677871,3.84946617214144
"ADCY3","Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,37.93581,32.768872,39.729462,493,498,442,2.282398,4.14152620533322
"ADCY4","Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,0.052475,0.211763,0.531398,2,6,5,5.62129566666667,0.551140670504217
"ADCY5","Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,24.033085,26.112757,35.668678,943,1141,775,4.26452733333333,2.98799714972829
"ADCY6","Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,37.722233,35.042786,42.586132,1164,1229,962,2.87813366666667,4.34156919638579
"ADCY7","Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,19.699693,9.98426,9.347798,679,770,513,140.801953666667,0.0198028559836885
"ADCY8","Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,16.629796,19.169303,14.310797,834,858,493,0.023474,5.58208317944569
"ADCY9","Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,9.559925,7.271277,10.831919,523,645,494,302.890285333333,0.0287639424112511
"ADCYAP1","Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,30.770944,19.176885,8.504428,1000,630,186,49.77565,0.494487370750875
"ADCYAP1R1","Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,12.345314,17.278545,14.464588,948,1221,693,2.32725933333333,9.58904145133262
"ADD1","Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,178.214398,172.875606,239.707079,3409,3808,2935,20.622838,8.24323566283636
"ADD2","Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,58.077895,48.929165,56.121603,5598,5463,4263,4.55396833333333,3.92142813201732
"ADD3","Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,209.81734,182.717742,285.808152,1125,1260,1432,34.0845026666667,1.00940752492544
"ADGB","Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,0.079156,0.085007,0.096214,7,8,6,1.32720533333333,0.488449235821621
"ADGRA1","Adgra1",4.948972,9.858207,10.226583,162,830,435,8.34458733333333,1.652268,2.280675,1.787079,77,123,63,0.226397,7.61954516631509
"ADGRA2","Adgra2",2.403945,3.531273,4.233742,86,419,223,3.38965333333333,0.432798,2.175161,1.219293,19,94,41,20.4346533333333,0.204792364264969
"ADGRA3","Adgra3",50.580781,44.165152,72.622632,133,463,261,55.7895216666667,44.940705,26.692998,48.172702,427,350,324,521.269214333333,0.108736107946086
"ADGRB1","Adgrb1",38.355595,50.531998,49.863997,644,3090,1807,46.25053,13.615388,23.878413,22.757814,467,780,495,0.0319686666666667,45.786787454141
"ADGRB2","Adgrb2",51.758279,80.804951,88.191552,494,2379,1444,73.5849273333333,21.653954,24.004818,27.136658,1013,1310,846,5.94716,10.7360313183133
"ADGRB3","Adgrb3",15.471725,17.855866,18.554494,503,2037,1263,17.2940283333333,16.821213,17.98073,16.318507,516,623,413,197.938641333333,0.0919581445350309
"ADGRD1","Adgrd1",0,0.143342,0.188371,0,19,14,0.110571,2.313068,1.045361,1.304333,30,37,19,164.76085,0.00669983895473509
"ADGRE1","Adgre1",0.65131,3.42316,4.787978,14,85,44,2.95414933333333,0,0,0,0,0,0,101.766663666667,0.0384769651193405
"ADGRE4P","Adgre4",0,0.059382,0.020823,0,5,1,0.026735,0.083796,0.077561,0.039488,3,3,1,0.019974,1.00662860033687
"ADGRE5","Adgre5",9.519959,7.227289,4.434871,64,305,179,7.06070633333333,1.364574,1.447979,0.686546,8,21,9,0,8.06070633333333
"ADGRF1","Adgrf1",0,0,0,0,0,0,0,0.170765,0.110177,0.038495,10,12,2,35.670387,0.0272699603633853
"ADGRF2","Adgrf2",0.182756,0.401875,0.283815,3,25,10,0.289482,0.045744,0.034567,0,3,2,0,144.646503333333,0.00885350468763972
"ADGRF4","Adgrf4",0.20397,0.501305,0.91826,4,35,13,0.541178333333333,0.89767,0.625015,0.070826,36,27,2,1.32855466666667,0.661860490284102
"ADGRF5","Adgrf5",15.192628,11.268365,13.804088,301,1158,730,13.4216936666667,0.07962,0.148816,0.018554,6,12,1,10.4814166666667,1.25609008760533
"ADGRG1","Adgrg1",122.43462,90.534526,91.5501,384,1621,939,101.506415333333,38.153179,46.615681,24.604581,834,986,417,206.339111333333,0.494390154728389
"ADGRG2","Adgrg2",0.569072,0.877941,0.821036,18,89,55,0.756016333333333,3.775312,6.649666,9.579295,238,441,424,181.130449,0.00964153079825402
"ADGRG3","Adgrg3",0.079723,0.014978,0.155809,1,1,2,0.0835033333333333,0,0.341854,0,0,5,0,0.375724333333333,0.787587532676726
"ADGRG4","Adgrg4",0,0.041972,0,0,1,0,0.0139906666666667,0.920553,0.305711,0.19708,116,43,19,2.69015833333333,0.274782428034931
"ADGRG5","Adgrg5",0,0,0,0,0,0,0,0.136137,0.543932,0.392484,6,12,4,12.9680063333333,0.0715921783063338
"ADGRG6","Adgrg6",0.700163,0.498831,0.569314,20,76,51,0.589436,1.056112,0.392774,0.25247,26,18,8,17.973054,0.0837733345406596
"ADGRG7","Adgrg7",0,0.015182,0,0,1,0,0.00506066666666667,0.080335,0.37325,0.112855,3,10,2,1.301274,0.43674098202416
"ADGRL1","Adgrl1",54.129948,84.371799,76.04025,1562,7431,4357,71.513999,47.623211,65.292987,51.742662,3580,4449,2943,10.889571,6.09895840648918
"ADGRL2","Adgrl2",13.35043,15.173853,13.161968,257,1175,640,13.895417,66.130506,58.935871,59.74284,1700,1401,1040,3.66671233333333,3.19184383695674
"ADGRL3","Adgrl3",48.145926,61.5102,53.817376,685,2400,1497,54.4911673333333,17.729986,16.566549,19.430168,1545,1475,1244,0.0465713333333333,53.0218682338582
"ADGRL4","Adgrl4",30.496394,22.208295,13.17477,193,619,345,21.9598196666667,4.199905,1.046918,3.482546,42,15,21,39.7817203333333,0.562992916409665
"ADGRV1","Adgrv1",1.79067,1.434351,1.491537,22,111,48,1.572186,2.788787,2.591459,7.139199,55,77,98,0,2.572186
"ADH1C","Adh1",0.640983,0.878161,0.652556,5,25,10,0.7239,0,0,0,0,0,0,55.4464716666667,0.0305404385623985
"ADH4","Adh4",0,0,0,0,0,0,0,0.219038,0.046003,0.059255,2,1,1,0.968209666666667,0.508075951935337
"ADH5","Adh5",33.432267,39.256334,45.033898,216,996,672,39.240833,51.716203,53.859049,59.725452,1109,1257,965,7.301594,4.84736220537887
"ADH7","Adh7",0,0.14655,0.020772,0,2,1,0.055774,0,0,0,0,0,0,14.959765,0.0661522271787836
"ADHFE1","Adhfe1",5.738602,6.784687,7.665496,48,249,146,6.729595,1.533176,2.904502,1.884413,19,29,9,56.7080616666667,0.133943070981099
"ADI1","Adi1",28.435334,28.193718,28.198725,276,860,547,28.2759256666667,7.688085,7.474887,5.776141,239,264,168,1.27575066666667,12.8642940087754
"ADIG","Adig",0,0,0,0,0,0,0,0,0,0,0,0,0,7.55615566666667,0.116874918942374
"ADIPOQ","Adipoq",0,0.034958,0,0,1,0,0.0116526666666667,0.18143,0.066405,0.046462,11,4,2,15.49733,0.0613222058761428
"ADIPOR1","Adipor1",21.784846,22.026437,23.197966,425,1718,1023,22.3364163333333,32.771179,36.510146,35.962588,820,990,665,0.209696333333333,19.2911358745955
"ADIPOR2","Adipor2",30.356515,29.631491,22.404078,830,2850,1295,27.464028,13.655648,15.76099,14.87993,680,771,497,6.45882833333333,3.81615271567451
"ADK","Adk",137.376749,69.789053,74.011079,349,1335,807,93.725627,14.222672,15.490404,15.026664,199,236,149,6.30524333333333,12.9667996913632
