"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"TIMM8A","Timm8a1",3.859655,3.91516,4.395855,152,154,120,4.05689,16.71168,16.71168,0.285511594608755
"TIMM8B","Timm8b",40.803838,40.436471,41.27785,383,353,280,40.8393863333333,189.48335,189.48335,0.219648522211171
"TIMM9","Timm9",7.19048,6.327205,6.865822,121,114,85,6.79450233333333,55.37245,55.37245,0.138267936435854
"TIMMDC1","Timmdc1",7.12191,8.049349,8.556819,310,339,263,7.90935933333333,389.78311,389.78311,0.0227987318421549
"TIMP1","Timp1",0.521911,0.459397,0.52459,11,9,8,0.501966,41.59576,41.59576,0.0352609273786875
"TIMP2","Timp2",10.214957,10.851237,11.077993,871,865,751,10.714729,74.90525,74.90525,0.15433358035182
"TIMP3","Timp3",21.208373,24.228323,21.953255,3307,3548,2452,22.463317,392.40182,392.40182,0.0596421160430829
"TIMP4","Timp4",4.431794,5.80594,3.012844,544,573,223,4.41685933333333,24.07443,24.07443,0.216031205229125
"TINAGL1","Tinagl1",8.572551,7.657514,7.968205,402,409,278,8.06609,111.75697,111.75697,0.0804038100704551
"TINF2","Tinf2",2.560967,2.280353,1.903814,82,80,72,2.248378,51.18505,51.18505,0.0622472911303142
"TIPARP","Tiparp",1.250436,1.858839,1.747819,171,178,111,1.61903133333333,26.38952,26.38952,0.0956216586976819
"TIPIN","Tipin",3.524766,2.316314,3.249868,55,50,45,3.030316,10.39894,10.39894,0.353569366976228
"TIPRL","Tiprl",10.863171,10.390438,12.538078,271,273,233,11.2638956666667,54.27184,54.27184,0.221883253147836
"TIRAP","Tirap",0.725323,0.779992,1.454903,91,83,75,0.986739333333333,4.31392,4.31392,0.37387452828295
"TJAP1","Tjap1",3.624562,6.034344,5.792698,161,164,136,5.15053466666667,10.72786,10.72786,0.524437933831634
"TJP1","Tjp1",11.012376,11.495197,13.195085,1107,1020,924,11.900886,91.0856,91.0856,0.140096670923575
"TJP2","Tjp2",1.446768,1.320482,1.896422,228,198,212,1.55455733333333,68.12444,68.12444,0.0369559208484486
"TJP3","Tjp3",0,0.020266,0,0,2,0,0.00675533333333333,0,0,1.00675533333333
"TK1","Tk1",1.28927,0.908075,1.042916,37,32,28,1.080087,0.10121,0.10121,1.88891038039974
"TK2","Tk2",1.760744,2.303265,1.331499,90,72,65,1.79850266666667,32.4872,32.4872,0.0835693240004141
"TKT","Tkt",4.76177,5.20297,3.419167,202,196,130,4.46130233333333,7.65372,7.65372,0.631093025119063
"TKTL1","Tktl1",0,0,0,0,0,0,0,19.22918,19.22918,0.0494335410530728
"TKTL2","Tktl2",0,0,0,0,0,0,0,0,0,1
"TLCD1","Tlcd1",1.331197,0.986689,0.875218,45,43,38,1.064368,0.99941,0.99941,1.03248858413232
"TLCD2","Tlcd2",0.806026,1.278849,1.433985,23,34,26,1.17295333333333,0,0,2.17295333333333
"TLE1","Tle1",1.704413,1.681314,1.587154,102,89,53,1.657627,9.6905,9.6905,0.248597072166877
"TLE2","Tle2",4.558789,2.191143,2.450753,79,74,49,3.066895,22.94851,22.94851,0.169818289321549
"TLE3","Tle3",2.514598,1.397032,2.815517,125,139,109,2.24238233333333,3.2133,3.2133,0.76955885726944
"TLE4","Tle4",0.882673,0.716321,0.925839,131,100,98,0.841611,10.55075,10.55075,0.159436486808216
"TLE6","Tle6",2.743698,3.307946,3.684393,32,40,33,3.24534566666667,0.27832,0.27832,3.32103516073179
"TLK1","Tlk1",4.383471,4.006855,6.492979,476,409,378,4.96110166666667,21.05089,21.05089,0.270333835353887
"TLK2","Tlk2",7.622881,8.773322,11.567821,390,360,282,9.32134133333333,42.88614,42.88614,0.235184532823651
"TLL1","Tll1",0.039656,0.041357,0.009257,5,6,1,0.03009,0.37952,0.37952,0.746701751333797
"TLL2","Tll2",0.111306,0.179173,0.20994,18,27,23,0.166806333333333,1.99882,1.99882,0.389088485915571
"TLN1","Tln1",25.775508,44.280854,37.631501,1468,1650,1335,35.8959543333333,82.45777,82.45777,0.44209130358184
"TLN2","Tln2",4.045261,5.679268,5.559581,1089,1087,1022,5.09470333333333,19.62136,19.62136,0.295552928290536
"TLR1","Tlr1",0.095008,0.055367,0.023288,9,4,1,0.0578876666666667,0.93616,0.93616,0.546384424152274
"TLR12P","Tlr12",0,0,0,0,0,0,0,0,0,1
"TLR2","Tlr2",0.356929,0.424822,0.510214,34,38,35,0.430655,3.39041,3.39041,0.325859088331158
"TLR3","Tlr3",0.852148,1.455955,1.847491,97,114,94,1.385198,2.28979,2.28979,0.72503047306971
"TLR4","Tlr4",2.137786,1.625569,3.312693,233,183,136,2.35868266666667,8.1977,8.1977,0.365165494272119
"TLR5","Tlr5",0.107048,0.096478,0.061985,11,9,4,0.0885036666666667,4.56693,4.56693,0.195530331199901
"TLR6","Tlr6",0.034357,0.060951,0.19839,4,7,8,0.0978993333333333,0.8476,0.8476,0.594229992061774
"TLR7","Tlr7",0.557614,1.192901,2.134453,67,46,24,1.29498933333333,0.16446,0.16446,1.97086145795762
"TLR8","Tlr8",0.444211,0.371235,0.234275,23,23,18,0.349907,0.24036,0.24036,1.08831871392176
"TLR9","Tlr9",0.041619,0.088113,0.069803,5,10,6,0.0665116666666667,0,0,1.06651166666667
"TLX1","Tlx1",0.047532,0,0,1,0,0,0.015844,0.0506,0.0506,0.966917951646678
"TLX2","Tlx2",0,0,0,0,0,0,0,0,0,1
"TLX3","Tlx3",0,0,0,0,0,0,0,0,0,1
"TM2D1","Tm2d1",10.510602,10.243181,11.070216,201,186,151,10.6079996666667,94.57721,94.57721,0.121451543382221
"TM2D2","Tm2d2",8.189496,8.142323,8.36797,281,292,227,8.233263,36.85171,36.85171,0.243932519825392
"TM2D3","Tm2d3",8.848269,9.07655,12.118069,69,85,55,10.014296,77.19504,77.19504,0.140856709070038
"TM4SF1","Tm4sf1",14.375274,16.515192,17.837248,384,378,359,16.2425713333333,163.99203,163.99203,0.104505480254612
"TM4SF20","Tm4sf20",0,0,0.031591,0,0,1,0.0105303333333333,0.22771,0.22771,0.823101818290421
"TM4SF4","Tm4sf4",0.022647,0,0.062604,1,0,2,0.028417,0.03795,0.03795,0.990815549881979
"TM6SF1","Tm6sf1",1.842816,1.638008,2.13941,77,57,37,1.87341133333333,14.01706,14.01706,0.191343134630436
"TM6SF2","Tm6sf2",0.453563,0.233662,0.233258,8,4,3,0.306827666666667,0.56928,0.56928,0.832756210916259
"TM7SF2","Tm7sf2",0.562373,0.385636,0.63419,23,15,15,0.527399666666667,13.44778,13.44778,0.105718640972292
"TM7SF3","Tm7sf3",1.855955,2.110875,2.443082,198,198,148,2.13663733333333,30.28596,30.28596,0.100257026900672
"TM9SF1","Tm9sf1",7.905463,8.710215,7.788818,298,307,213,8.134832,6.99588,6.99588,1.14244235781427
"TM9SF2","Tm9sf2",20.044578,24.344759,21.240106,1690,1691,1225,21.876481,107.27859,107.27859,0.21127427869166
"TM9SF3","Tm9sf3",9.750601,9.725214,10.791056,1211,1133,983,10.088957,60.60988,60.60988,0.179986667722774
"TM9SF4","Tm9sf4",9.610487,10.588163,11.755354,464,405,376,10.6513346666667,21.70873,21.70873,0.513077334869307
"TMA16","Tma16",0.841821,0.568864,0.82952,86,55,60,0.746735,10.10797,10.10797,0.157250604745962
"TMA7","Tma7",48.315183,46.813244,40.301121,234,217,182,45.1431826666667,425.73662,425.73662,0.108130356065216
"TMBIM1","Tmbim1",8.963244,8.337605,8.286184,500,509,369,8.529011,108.70813,108.70813,0.0868578381565705
"TMBIM4","Tmbim4",24.102655,27.978208,31.371464,320,366,281,27.8174423333333,126.10295,126.10295,0.226725204515972
"TMBIM6","Tmbim6",39.19749,38.769017,46.933857,1902,1738,1446,41.6334546666667,281.60631,281.60631,0.150858113064307
"TMC1","Tmc1",0.013125,0,0,1,0,0,0.004375,0.26567,0.26567,0.79355203173023
"TMC2","Tmc2",0,0,0,0,0,0,0,0.0253,0.0253,0.975324295328197
"TMC3","Tmc3",1.098354,0.009842,0,10,1,0,0.369398666666667,0.01265,0.01265,1.35229217070722
"TMC4","Tmc4",0.395885,0.572766,0.282937,7,12,4,0.417196,1.83436,1.83436,0.500005645013336
"TMC5","Tmc5",0.210828,0.300361,0.324432,11,6,9,0.278540333333333,0.22771,0.22771,1.04140255706424
"TMC6","Tmc6",4.466819,4.23997,5.061053,95,96,81,4.58928066666667,7.81818,7.81818,0.633836082577886
"TMC7","Tmc7",0.692746,0.657344,1.330069,104,92,99,0.893386333333333,1.75846,1.75846,0.686392528198101
"TMC8","Tmc8",0.404812,0.703787,0.433135,36,30,29,0.513911333333333,0.50603,0.50603,1.00523318481925
"TMCC1","Tmcc1",3.964411,4.315669,4.197278,470,434,333,4.15911933333333,20.97499,20.97499,0.234772317681752
"TMCC2","Tmcc2",2.885622,3.035781,3.144806,321,332,264,3.02206966666667,1.08797,1.08797,1.92630625280376
"TMCC3","Tmcc3",3.433837,3.421107,3.046958,570,515,374,3.300634,1.78376,1.78376,1.54490114090295
"TMCO1","Tmco1",21.059784,25.987871,25.832239,559,603,459,24.293298,88.13797,88.13797,0.283754476347173
"TMCO2","Tmco2",0,0,0,0,0,0,0,0,0,1
"TMCO3","Tmco3",5.382375,4.733367,7.463784,249,214,206,5.859842,32.5378,32.5378,0.204540607911074
"TMCO4","Tmco4",1.796062,1.212557,2.549906,119,108,89,1.85284166666667,7.00853,7.00853,0.35622538301869
"TMCO6","Tmco6",0.333235,0.556725,0.542724,19,22,22,0.477561333333333,3.22595,3.22595,0.349640041489685
"TMED1","Tmed1",7.266895,9.113174,11.183887,239,287,240,9.18798533333333,4.81995,4.81995,1.7505279827719
"TMED10","Tmed10",27.139293,28.614663,31.414495,1455,1466,1236,29.0561503333333,208.44686,208.44686,0.143502511010828
"TMED11P","Tmed11",0,0,0,0,0,0,0,0,0,1
"TMED2","Tmed2",46.637309,53.277222,54.382266,1634,1609,1449,51.4322656666667,180.52659,180.52659,0.288840690868851
"TMED3","Tmed3",4.068545,4.668699,4.034027,163,177,116,4.25709033333333,12.61283,12.61283,0.386186438333053
"TMED4","Tmed4",14.329238,14.472885,15.326006,655,678,548,14.7093763333333,73.50102,73.50102,0.210861224897771
"TMED5","Tmed5",3.803789,5.171745,4.481323,431,287,324,4.485619,46.07413,46.07413,0.116531500422844
"TMED6","Tmed6",0,0,0,0,0,0,0,1.96087,1.96087,0.337738570082442
"TMED8","Tmed8",0.815095,0.729172,1.000355,202,170,177,0.848207333333333,6.19888,6.19888,0.256735399580676
"TMED9","Tmed9",15.764904,16.383481,16.16443,674,648,491,16.1042716666667,31.65225,31.65225,0.523831333726364
"TMEFF1","Tmeff1",1.402192,1.871708,1.635259,74,59,47,1.63638633333333,2.65666,2.65666,0.720982080186108
"TMEFF2","Tmeff2",0.026743,0.019398,0,3,2,0,0.0153803333333333,0.35422,0.35422,0.749789792894311
"TMEM100","Tmem100",3.511077,3.515136,2.694012,188,172,104,3.240075,10.00677,10.00677,0.385224275604923
"TMEM101","Tmem101",1.993808,1.881644,2.198137,85,85,76,2.02452966666667,8.58988,8.58988,0.315387644753289
"TMEM102","Tmem102",0.050492,0.016483,0.074211,3,1,3,0.047062,0.18976,0.18976,0.880061525013448
"TMEM104","Tmem104",0.78919,1.180529,0.791458,118,102,81,0.920392333333333,2.06208,2.06208,0.627152893893476
"TMEM106A","Tmem106a",0.824045,1.693512,1.192177,40,49,35,1.236578,2.59341,2.59341,0.622411024625634
"TMEM106B","Tmem106b",19.834514,19.205702,15.100128,1862,1466,1378,18.0467813333333,27.6293,27.6293,0.665289802172367
"TMEM106C","Tmem106c",2.28867,3.497181,2.869311,81,81,61,2.885054,90.41511,90.41511,0.0424990354439217
"TMEM107","Tmem107",2.125934,2.441608,2.249159,9,12,9,2.27223366666667,6.4519,6.4519,0.439114006718644
"TMEM108","Tmem108",0.135333,0.213155,0.322139,12,19,17,0.223542333333333,2.10003,2.10003,0.39468725571473
"TMEM109","Tmem109",21.150431,26.106541,23.336458,1032,974,743,23.5311433333333,57.34597,57.34597,0.4204428057899
"TMEM11","Tmem11",3.213033,4.415464,3.471884,144,187,110,3.700127,21.01294,21.01294,0.213516549811157
"TMEM114","Tmem114",0,0,0,0,0,0,0,0,0,1
"TMEM115","Tmem115",2.406534,2.089573,2.936994,177,150,152,2.47770033333333,2.15063,2.15063,1.10381108963393
"TMEM117","Tmem117",1.481988,1.699986,2.021907,126,135,123,1.734627,14.35863,14.35863,0.178051492874039
"TMEM119","Tmem119",0.305097,0.562221,0.408585,23,41,22,0.425301,0.45543,0.45543,0.979298901355613
"TMEM120A","Tmem120a",5.4902,5.50386,4.230243,80,78,57,5.07476766666667,161.32271,161.32271,0.0374240158180372
"TMEM120B","Tmem120b",1.754637,2.173896,2.670251,68,69,47,2.19959466666667,2.65666,2.65666,0.875004694630255
"TMEM121","Tmem121",0,0.019968,0,0,1,0,0.006656,0,0,1.006656
"TMEM123","Tmem123",6.075522,5.789118,7.572554,539,466,491,6.47906466666667,128.89877,128.89877,0.0575761007334147
"TMEM125","Tmem125",0.038268,0.038896,0,1,1,0,0.0257213333333333,0,0,1.02572133333333
"TMEM126A","Tmem126a",31.845446,32.637138,36.039272,477,456,353,33.5072853333333,171.25358,171.25358,0.20032840730122
"TMEM126B","Tmem126b",4.12149,4.141097,5.281955,291,273,269,4.51484733333333,114.18592,114.18592,0.0478777903873436
"TMEM127","Tmem127",2.975527,3.189119,4.341424,462,459,367,3.50202333333333,45.30243,45.30243,0.0972308220828439
"TMEM128","Tmem128",2.590035,2.033784,3.170288,84,56,66,2.59803566666667,25.63048,25.63048,0.135109681337575
"TMEM129","Tmem129",3.028093,3.579722,3.431314,220,232,177,3.34637633333333,4.78199,4.78199,0.751709417230631
"TMEM130","Tmem130",0.010765,0.011533,0,1,1,0,0.00743266666666667,0.11386,0.11386,0.904451786280741
"TMEM131","Tmem131",5.354189,3.591017,4.348945,559,538,410,4.43138366666667,24.65637,24.65637,0.211697276998526
"TMEM132A","Tmem132a",1.266485,2.208027,1.787299,105,113,85,1.753937,1.89762,1.89762,0.950413442756469
"TMEM132C","Tmem132c",0.011172,0.017815,0.173318,2,3,2,0.067435,1.5687,1.5687,0.415554560672714
"TMEM132D","Tmem132d",0.009744,0,0,2,0,0,0.003248,0,0,1.003248
"TMEM132E","Tmem132e",0,0.013909,0,0,2,0,0.00463633333333333,0,0,1.00463633333333
"TMEM134","Tmem134",20.529993,23.485014,22.516154,394,443,389,22.1770536666667,2.87173,2.87173,5.98622674273946
"TMEM135","Tmem135",17.604422,25.083281,25.898369,467,386,371,22.862024,14.71285,14.71285,1.5186311840309
"TMEM138","Tmem138",0.436433,0.444589,0.397706,16,17,12,0.426242666666667,38.74933,38.74933,0.0358809234436572
"TMEM140","Tmem140",10.006987,14.154797,11.210818,199,221,163,11.7908673333333,22.06296,22.06296,0.55460649167901
"TMEM141","Tmem141",40.703064,36.454517,51.362097,143,133,128,42.8398926666667,18.40688,18.40688,2.25898715644486
"TMEM143","Tmem143",91.817696,94.29799,136.778185,946,947,828,107.631290333333,24.75757,24.75757,4.21745103801847
"TMEM144","Tmem144",5.19943,7.01707,3.198236,337,279,219,5.13824533333333,22.63224,22.63224,0.259740309565802
"TMEM145","Tmem145",0,0,0,0,0,0,0,0,0,1
"TMEM147","Tmem147",28.852288,36.957436,35.520642,455,529,391,33.7767886666667,49.80611,49.80611,0.684500125411425
"TMEM14A","Tmem14a",0.422698,0.524507,0.673538,14,17,16,0.540247666666667,14.83936,14.83936,0.0972417867051868
"TMEM14C","Tmem14c",24.5925,24.201805,25.958669,588,538,447,24.917658,278.75988,278.75988,0.0926425118569539
"TMEM150A","Tmem150a",6.76753,6.09816,4.424688,196,172,128,5.76345933333333,1.88497,1.88497,2.34437770005696
"TMEM150B","Tmem150b",0,0.026887,0,0,1,0,0.00896233333333333,0.20241,0.20241,0.839116718368388
"TMEM150C","Tmem150c",1.196466,1.116352,1.346689,87,83,71,1.21983566666667,15.00382,15.00382,0.138706612962822
"TMEM151A","Tmem151a",0.084163,0.088758,0.094808,3,12,9,0.089243,0,0,1.089243
"TMEM151B","Tmem151b",0.006382,0,0,1,0,0,0.00212733333333333,0.03795,0.03795,0.965487097965541
"TMEM154","Tmem154",0.184947,0.395,0.517652,15,24,23,0.365866333333333,0.34157,0.34157,1.01811037316974
"TMEM158","Tmem158",0.114686,0.165426,0.146356,4,8,3,0.142156,0.50603,0.50603,0.758388611116644
"TMEM159","Tmem159",4.503927,4.158652,5.498974,196,170,161,4.72051766666667,65.56898,65.56898,0.0859336836266181
"TMEM160","Tmem160",9.599897,8.986143,7.615696,163,171,85,8.733912,0,0,9.733912
"TMEM161A","Tmem161a",29.401296,25.514659,43.590181,454,449,369,32.8353786666667,1.83436,1.83436,11.9375727383489
"TMEM161B","Tmem161b",19.840449,2.523535,2.51145,146,111,107,8.29181133333333,14.42189,14.42189,0.602507950279332
"TMEM163","Tmem163",0.012811,0,0.144174,1,0,2,0.0523283333333333,0.72109,0.72109,0.6114313216237
"TMEM164","Tmem164",2.996363,3.168365,2.658434,426,407,284,2.941054,25.45336,25.45336,0.148981225825377
"TMEM165","Tmem165",6.850018,4.876643,7.128289,151,136,130,6.28498333333333,68.89613,68.89613,0.104225846743351
"TMEM167B","Tmem167b",3.602639,3.441451,4.372049,314,277,276,3.80537966666667,64.50631,64.50631,0.0733575081036723
"TMEM168","Tmem168",1.90761,2.962612,2.132849,275,231,204,2.334357,33.58781,33.58781,0.0964026632504342
"TMEM169","Tmem169",0,0.011319,0.014747,0,1,1,0.00868866666666667,0.36687,0.36687,0.737955084731296
"TMEM17","Tmem17",0.219769,0.426376,0.506278,10,19,16,0.384141,3.99765,3.99765,0.276958370434104
"TMEM170B","Tmem170b",1.150084,0.997782,1.402548,275,219,241,1.18347133333333,4.20006,4.20006,0.419893488408467
"TMEM171","Tmem171",0.510173,0.225803,0.45976,17,7,11,0.398578666666667,0.0759,0.0759,1.29991510983053
"TMEM174","Tmem174",0,0,0,0,0,0,0,0,0,1
"TMEM175","Tmem175",1.403546,1.328628,1.816608,98,82,78,1.51626066666667,3.85849,3.85849,0.517910022798579
"TMEM176A","Tmem176a",4.319419,4.511995,2.169138,69,80,47,3.66685066666667,14.63695,14.63695,0.298450187962913
"TMEM176B","Tmem176b",7.553567,7.160792,8.843974,174,199,163,7.85277766666667,27.81906,27.81906,0.30718481680758
"TMEM177","Tmem177",1.208865,1.271784,1.676999,129,126,129,1.38588266666667,5.88261,5.88261,0.346653764584462
"TMEM179","Tmem179",0.754207,0.955413,0.769945,45,52,44,0.826521666666667,0,0,1.82652166666667
"TMEM179B","Tmem179b",3.6485,4.547585,2.660161,50,69,26,3.61874866666667,33.44866,33.44866,0.134076294017435
"TMEM18","Tmem18",2.238166,1.605473,1.845225,135,104,115,1.896288,19.30509,19.30509,0.142638520686192
"TMEM182","Tmem182",25.720718,26.943792,30.981262,2219,2168,1923,27.881924,171.51924,171.51924,0.167412770888627
"TMEM184A","Tmem184a",0,0.229734,0,0,1,0,0.076578,0,0,1.076578
"TMEM184B","Tmem184b",5.716579,6.294246,5.906329,403,360,328,5.97238466666667,14.85201,14.85201,0.439842308115291
"TMEM184C","Tmem184c",1.979623,2.615981,1.948895,125,132,114,2.18149966666667,26.62989,26.62989,0.115147026161402
"TMEM185A","Tmem185a",5.81652,3.542049,4.864014,211,169,156,4.740861,20.02618,20.02618,0.273033951007744
"TMEM185B","Tmem185b",1.02893,1.06063,1.286593,92,91,81,1.12538433333333,15.50985,15.50985,0.128734321228438
"TMEM186","Tmem186",2.585638,2.442982,2.859252,287,253,228,2.62929066666667,12.00559,12.00559,0.279056210957493
"TMEM19","Tmem19",3.70096,3.966905,2.346424,122,107,85,3.33809633333333,25.88349,25.88349,0.161366561162012
"TMEM190","Tmem190",0.169219,0,0.11139,1,0,1,0.0935363333333333,0,0,1.09353633333333
"TMEM192","Tmem192",4.739656,4.891172,5.34683,108,131,97,4.99255266666667,26.56663,26.56663,0.217384303655059
"TMEM198","Tmem198",0.146857,0.106586,0.063986,4,3,3,0.105809666666667,0.12651,0.12651,0.981624367885475
"TMEM199","Tmem199",2.828133,2.048218,2.416128,74,60,61,2.43082633333333,10.87967,10.87967,0.288798117568361
"TMEM200A","Tmem200a",0.025716,0.060788,0.020617,2,5,2,0.035707,0,0,1.035707
"TMEM201","Tmem201",7.757204,7.238272,8.927094,980,895,798,7.97419,2.84642,2.84642,2.33312794754603
"TMEM202","Tmem202",0.242245,0.218211,0.093525,3,4,2,0.184660333333333,0,0,1.18466033333333
"TMEM203","Tmem203",1.23051,0.907474,1.399532,27,20,21,1.179172,54.57545,54.57545,0.0392110545213759
"TMEM204","Tmem204",5.647435,5.805122,6.262465,326,309,257,5.90500733333333,8.13445,8.13445,0.755930278597325
"TMEM205","Tmem205",13.843893,16.398434,16.353757,250,272,206,15.532028,59.59781,59.59781,0.272815601751944
"TMEM207","Tmem207",0,0,0,0,0,0,0,0,0,1
"TMEM208","Tmem208",3.803805,4.730302,4.5387,74,88,64,4.35760233333333,5.90791,5.90791,0.775575005078719
"TMEM209","Tmem209",1.823446,3.012969,2.857538,103,105,107,2.564651,11.96764,11.96764,0.274888183200644
"TMEM210","Tmem210",0,0,0,0,0,0,0,0,0,1
"TMEM211","Tmem211",0,0,0,0,0,0,0,0,0,1
"TMEM212","Tmem212",0,0,0,0,0,0,0,0.43013,0.43013,0.699237132288673
"TMEM213","Tmem213",0,0,0,0,0,0,0,0.08856,0.08856,0.918644815168663
"TMEM214","Tmem214",6.16405,7.04577,5.981058,332,365,253,6.39695933333333,30.79199,30.79199,0.232667389909639
"TMEM215","Tmem215",0.027576,0.014245,0,2,1,0,0.0139403333333333,0,0,1.01394033333333
"TMEM216","Tmem216",1.245236,0.845038,0.655801,32,20,13,0.915358333333333,7.41336,7.41336,0.227656766539567
"TMEM218","Tmem218",1.121061,0.856433,1.134647,89,63,65,1.03738033333333,21.31656,21.31656,0.0912945513705219
"TMEM219","Tmem219",3.864259,6.062996,9.22296,51,59,48,6.383405,28.401,28.401,0.25112768273188
"TMEM220","Tmem220",0.545498,0.529062,0.680874,25,21,22,0.585144666666667,16.10444,16.10444,0.0926744556773953
"TMEM221","Tmem221",0.022042,0.021198,0.03214,1,1,1,0.0251266666666667,0.13916,0.13916,0.89989700012875
"TMEM222","Tmem222",4.039972,4.787947,5.170597,176,182,144,4.666172,3.2892,3.2892,1.32103236034692
"TMEM223","Tmem223",14.293699,17.301586,18.101794,262,300,237,16.565693,28.4263,28.4263,0.596938554966136
"TMEM225","Tmem225",0,0,0,0,0,0,0,0,0,1
"TMEM229A","Tmem229a",0,0,0,0,0,0,0,0,0,1
"TMEM230","Tmem230",5.143811,5.094735,4.862948,181,184,144,5.03383133333333,192.77255,192.77255,0.0311387311223046
"TMEM231","Tmem231",0.216154,0.221168,0.406794,20,20,28,0.281372,4.66814,4.66814,0.226065693507923
"TMEM232","Tmem232",0.025658,0.015281,0.039439,1,1,2,0.0267926666666667,0.98676,0.98676,0.516817666284134
"TMEM233","Tmem233",0,0,0,0,0,0,0,0.29097,0.29097,0.774611338760777
"TMEM234","Tmem234",8.841277,13.061619,11.490468,275,318,222,11.1311213333333,9.14651,9.14651,1.19559546418752
"TMEM235","Tmem235",0,0,0,0,0,0,0,0,0,1
"TMEM236","Tmem236",0,0.018108,0,0,2,0,0.006036,0.12651,0.12651,0.893055543226425
"TMEM237","Tmem237",0.906753,0.362955,0.547311,26,15,18,0.605673,34.19505,34.19505,0.0456221258387188
"TMEM238","Tmem238",3.285529,1.754267,0.190605,6,11,4,1.743467,0,0,2.743467
"TMEM239","Tmem239",0.006355,0,0,0,0,0,0.00211833333333333,0,0,1.00211833333333
"TMEM240","Tmem240",0.096535,0.11929,0.156331,3,1,1,0.124052,0,0,1.124052
"TMEM241","Tmem241",1.249329,2.825056,2.673662,34,47,44,2.249349,2.60606,2.60606,0.901080126231954
"TMEM242","Tmem242",16.395953,17.337911,18.150868,413,407,331,17.2949106666667,30.31126,30.31126,0.584291742544588
"TMEM245","Tmem245",5.811073,6.059823,6.250229,1715,1509,1396,6.040375,55.05618,55.05618,0.125594983461235
"TMEM247","Tmem247",0,0,0,0,0,0,0,0,0,1
"TMEM248","Tmem248",4.820732,5.325455,3.475691,360,348,283,4.540626,36.77581,36.77581,0.146671269259349
"TMEM25","Tmem25",2.4415,2.574516,4.072299,101,113,92,3.02943833333333,6.5025,6.5025,0.537079417971787
"TMEM251","Tmem251",0.388695,0.510866,0.574305,42,52,44,0.491288666666667,51.45071,51.45071,0.0284321921794131
"TMEM252","Tmem252",3.584145,4.255442,4.221958,576,635,489,4.020515,1.45484,1.45484,2.04514958205015
"TMEM26","Tmem26",0.020786,0,0,1,0,0,0.00692866666666667,0.48073,0.48073,0.680021791053512
"TMEM30A","Tmem30a",10.137036,9.307047,13.028889,1178,995,1072,10.824324,61.30567,61.30567,0.189779260860207
"TMEM30B","Tmem30b",0.042857,0.010463,0.048296,4,1,3,0.033872,0.34157,0.34157,0.770643350701044
"TMEM33","Tmem33",8.080461,5.785621,4.676725,365,317,276,6.18093566666667,13.59959,13.59959,0.491858721146735
"TMEM37","Tmem37",0.544899,0.525164,0.298326,21,20,8,0.456129666666667,1.89762,1.89762,0.502526096129467
"TMEM38A","Tmem38a",59.057338,67.578939,74.514128,3704,3636,3167,67.050135,17.60988,17.60988,3.6566670499756
"TMEM38B","Tmem38b",3.587243,4.472875,4.191037,288,257,241,4.08371833333333,61.0653,61.0653,0.0819091881185354
"TMEM39A","Tmem39a",7.345303,6.482143,5.038455,92,68,53,6.28863366666667,17.82495,17.82495,0.387179443593033
"TMEM39B","Tmem39b",0.799017,1.073668,0.647305,27,37,14,0.839996666666667,1.99882,1.99882,0.613573561156277
"TMEM40","Tmem40",0.041546,0.051838,0.058488,1,1,1,0.050624,1.96087,1.96087,0.354836247454296
"TMEM41A","Tmem41a",1.966606,1.901946,2.153796,72,66,57,2.00744933333333,18.87496,18.87496,0.151318509991131
"TMEM41B","Tmem41b",7.950807,11.001602,11.68345,375,385,333,10.211953,18.14121,18.14121,0.585749437992687
"TMEM42","Tmem42",2.503457,2.239184,3.100587,62,59,59,2.61440933333333,9.43748,9.43748,0.3462913781232
"TMEM43","Tmem43",2.719629,3.311777,3.221868,260,265,221,3.08442466666667,50.55251,50.55251,0.0792284345935177
"TMEM45A","Tmem45a",0.751179,0.674718,1.562128,18,20,21,0.996008333333333,13.005,13.005,0.142521123408307
"TMEM45B","Tmem45b",0,0,0,0,0,0,0,0.16446,0.16446,0.858767153873899
"TMEM47","Tmem47",1.890408,2.36113,1.722903,211,196,165,1.99148033333333,57.43453,57.43453,0.0511937091533608
"TMEM50A","Tmem50a",9.462072,10.346172,12.279974,306,323,282,10.6960726666667,137.27359,137.27359,0.0845864540485762
"TMEM50B","Tmem50b",9.012597,9.868726,8.31261,553,517,433,9.06464433333333,89.03617,89.03617,0.111784456550443
"TMEM51","Tmem51",0.384915,0.297008,0.738039,23,17,31,0.473320666666667,2.27714,2.27714,0.449575137670855
"TMEM52","Tmem52",0.441825,0.50584,0.256287,11,12,5,0.401317333333333,0,0,1.40131733333333
"TMEM52B","Tmem52b",0,0,0,0,0,0,0,0.03795,0.03795,0.963437545161135
"TMEM53","Tmem53",3.286124,2.790919,3.732763,92,69,68,3.26993533333333,5.6549,5.6549,0.641622764178776
"TMEM54","Tmem54",0,0,0,0,0,0,0,0.88555,0.88555,0.530349234971229
"TMEM59","Tmem59",31.999178,36.064197,34.753481,987,958,816,34.2722853333333,426.60952,426.60952,0.0824871376421492
