"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"RBM44","Rbm44",0,0,0,0,0,0,0,0.236827,0.219454,0.082911,16,10,4,0.334471,0.749360608061172
"RBM45","Rbm45",7.999426,7.490227,7.115119,209,350,336,7.534924,12.982484,13.036017,13.066729,133,154,102,0.0893706666666667,7.83472904233392
"RBM46","Rbm46",0.249237,0.357345,0.202145,7,17,9,0.269575666666667,0,0.032655,0,0,1,0,0.0888936666666667,1.16593172091184
"RBM47","Rbm47",0.751146,0.840374,0.180268,13,28,21,0.590596,0.267488,0.151505,0.132687,7,4,3,0,1.590596
"RBM48","Rbm48",4.107678,3.583562,3.320903,104,123,119,3.67071433333333,3.704217,3.517222,4.851776,150,181,165,21.9278336666667,0.203713721986905
"RBM4B","Rbm4b",10.276429,8.233414,7.358017,322,470,445,8.62262,33.394315,26.837828,35.009027,379,432,352,0.0907336666666667,8.8221536513191
"RBM5","Rbm5",67.137754,43.15579,35.8527,1163,1338,1240,48.7154146666667,189.382284,173.832467,211.502822,2165,2291,1810,0,49.7154146666667
"RBM7","Rbm7",11.339882,12.273306,12.311347,276,516,479,11.974845,14.055359,11.31943,13.254029,219,214,183,0.0970916666666667,11.8265824034759
"RBM8A","Rbm8a",20.341769,19.720842,21.35294,478,659,673,20.4718503333333,76.733905,85.533807,102.683839,1733,1904,1489,0,21.4718503333333
"RBMS1","Rbms1",18.019397,21.291608,20.763809,292,243,207,20.024938,42.895509,34.068011,54.836067,1258,1433,1401,0.156286333333333,18.1831587850645
"RBMS2","Rbms2",6.415294,3.88255,4.373421,146,172,191,4.89042166666667,31.429398,28.903851,33.67,166,235,171,0.140798,5.16342215419966
"RBMS3","Rbms3",5.585583,2.261547,2.849224,545,336,347,3.56545133333333,16.518209,17.903209,35.894833,898,1176,1019,0.172797,3.89278906181831
"RBMX","Rbmx",23.990345,17.293266,17.225899,535,776,717,19.50317,83.885531,75.466937,103.852032,1662,1532,1430,0.0504663333333333,19.5181600298788
"RBMX2","Rbmx2",2.073958,3.620954,3.213258,50,113,109,2.96939,19.388763,15.168749,14.995608,186,162,122,0.293000333333333,3.06990640115844
"RBP1","Rbp1",2.526722,4.399294,4.725739,96,302,331,3.88391833333333,248.241119,203.622297,186.508946,996,888,512,0.101854666666667,4.43245237423931
"RBP2","Rbp2",0,1.58525,0.786131,0,4,2,0.790460333333333,0.478556,0,0.449317,3,0,2,0.0319463333333333,1.73503240963112
"RBP3","Rbp3",0.037268,0.020308,0.099971,3,3,15,0.0525156666666667,0,0.015892,0,0,1,0,0.44677,0.727493427888791
"RBP4","Rbp4",8.365629,9.535294,10.012358,96,196,194,9.304427,6.774357,17.11004,7.679743,57,161,45,0,10.304427
"RBP7","Rbp7",0.239748,0.208363,0,1,2,0,0.149370333333333,0,0.32043,0,0,3,0,0.488683333333333,0.772071741247859
"RBPJ","Rbpj",8.3523,4.798167,3.769407,574,536,494,5.639958,26.063746,24.144264,32.769307,1088,1254,990,0.493304666666667,4.44648580307568
"RBPJL","Rbpjl",0.273238,0.097113,0.079733,7,10,11,0.150028,0,0,0,0,0,0,0,1.150028
"RBPMS","Rbpms",2.634365,2.622991,3.767975,49,71,55,3.00844366666667,17.23793,10.406305,13.608287,207,150,98,0,4.00844366666667
"RBPMS2","Rbpms2",0.861688,1.275999,1.361554,23,47,50,1.16641366666667,0.654282,1.066341,1.052394,14,25,17,0.044349,2.07441541732377
"RBSN","Rbsn",16.930913,13.281682,9.595597,849,951,926,13.2693973333333,12.988364,14.31243,19.002788,769,959,700,0,14.2693973333333
"RBX1","Rbx1",60.118616,73.859938,69.571526,971,1829,1934,67.8500266666667,28.807734,33.310236,35.46997,380,444,319,0.478658,46.5625091580789
"RC3H1","Rc3h1",4.985176,1.2124,1.249412,862,364,368,2.48232933333333,3.43259,3.366165,4.156269,514,522,446,0,3.48232933333333
"RC3H2","Rc3h2",8.506671,3.202115,3.122328,1114,740,637,4.94370466666667,12.918586,8.986441,15.583944,1070,1131,926,0,5.94370466666667
"RCAN1","Rcan1",23.828227,33.453051,24.080742,567,1090,929,27.1206733333333,36.760084,42.418816,44.162434,958,1077,740,0.653057,17.0113149959943
"RCAN2","Rcan2",81.367818,59.809663,57.904376,3639,4475,4259,66.360619,125.329655,140.602766,115.021119,5267,6258,3397,0,67.360619
"RCAN3","Rcan3",10.881537,8.419955,7.642493,670,851,862,8.98132833333333,14.332281,15.08836,15.699825,974,1146,764,0.0908583333333333,9.14997670030481
"RCBTB1","Rcbtb1",12.705769,7.94493,8.836416,609,662,696,9.82903833333333,13.275125,14.617339,20.624858,653,707,562,8.12026766666667,1.18735970578056
"RCBTB2","Rcbtb2",16.541902,22.785861,26.380765,278,525,491,21.9028426666667,10.18828,8.08058,12.850046,276,267,212,45.539209,0.492119293790891
"RCC1","Rcc1",3.545393,4.213044,4.266001,102,193,226,4.008146,5.431658,5.653718,8.809836,105,122,92,0.266827,3.95329906924939
"RCC1L","Rcc1l",5.910614,4.447261,7.270659,132,229,258,5.876178,8.50241,9.993809,13.780537,138,163,146,1.99276766666667,2.29759833233519
"RCC2","Rcc2",52.907021,29.597791,31.423681,1133,1199,1234,37.9761643333333,12.293178,15.055164,19.887535,631,682,686,0,38.9761643333333
"RCCD1","Rccd1",8.179935,4.880706,5.281221,80,122,133,6.113954,5.348777,6.182074,5.665039,130,191,113,0.545246,4.60376794374488
"RCE1","Rce1",6.510285,9.742013,10.124812,103,269,258,8.79237,22.270226,20.834718,17.76645,134,153,110,0.613464,6.06915927470337
"RCHY1","Rchy1",17.669381,15.492573,18.207665,371,551,655,17.1232063333333,30.250636,41.452573,28.204263,492,541,409,14.6099123333333,1.16100628538657
"RCL1","Rcl1",5.875505,6.302669,7.231614,147,285,331,6.46992933333333,6.429039,5.632222,5.634609,96,104,73,0.480587333333333,5.04524735904355
"RCN1","Rcn1",8.987418,8.165346,6.573977,303,537,429,7.90891366666667,48.268211,61.621438,55.575527,791,1109,612,0,8.90891366666667
"RCN2","Rcn2",60.802341,73.399003,74.879488,1596,3379,3347,69.6936106666667,97.148903,90.506335,96.445424,1416,1404,1071,0.028408,68.7408214119947
"RCN3","Rcn3",7.621461,8.791428,8.047183,58,133,127,8.15335733333333,1.171494,1.219169,7.648633,13,15,8,4.879064,1.55694126366601
"RCOR1","Rcor1",4.809637,1.386772,1.199847,343,201,174,2.46541866666667,6.336609,9.000237,9.041075,241,252,178,0.159027,2.98993782428422
"RCOR2","Rcor2",4.033475,4.600019,4.349814,82,144,158,4.32776933333333,15.151156,7.846537,8.428233,117,172,138,0.214315333333333,4.38746772529705
"RCOR3","Rcor3",5.4613,5.080049,4.071391,202,199,232,4.87091333333333,31.69057,29.664702,49.203285,688,672,559,0,5.87091333333333
"RCSD1","Rcsd1",2.410774,2.707038,2.376181,94,181,171,2.49799766666667,0.239847,0.416242,0.483974,5,6,6,0,3.49799766666667
"RCVRN","Rcvrn",0.078612,0.043633,0.085975,1,1,2,0.0694066666666667,0,0,0.2162,0,0,1,0.439981666666667,0.742652973591099
"RD3","Rd3",0.208848,0.59792,0.476508,5,30,23,0.427758666666667,0.289036,0.089332,0.048592,1,4,1,4.86428433333333,0.243466821441639
"RDH10","Rdh10",3.252512,2.116153,1.839244,139,174,136,2.40263633333333,18.925878,9.007568,6.796711,268,172,126,13.4331133333333,0.235752069200131
"RDH11","Rdh11",9.499694,11.78451,11.420582,371,662,669,10.9015953333333,67.777861,62.751416,57.036134,1806,1696,1147,1.236636,5.32120350979477
"RDH12","Rdh12",0.414606,0.687608,1.250007,12,29,43,0.784073666666667,0.26495,0.482793,0.43519,6,12,7,0,1.78407366666667
"RDH13","Rdh13",7.045501,8.600377,6.992029,252,471,407,7.545969,78.663923,26.015212,41.821583,387,453,262,0,8.545969
"RDH14","Rdh14",12.193091,14.17098,13.037831,218,464,433,13.1339673333333,13.778747,14.822061,12.281938,133,169,89,0,14.1339673333333
"RDH16","Rdh7",0,0,0,0,0,0,0,0.408954,0.263924,0.343077,17,12,10,0,1
"RDH5","Rdh5",5.326397,9.964827,11.121981,49,163,199,8.80440166666667,0.781828,1.123837,7.795116,7,10,32,0.0507563333333333,9.33080425560128
"RDM1","Rdm1",10.427637,9.936814,14.965045,48,101,143,11.7764986666667,0.520496,0.353737,0.543345,2,2,1,0,12.7764986666667
"RDX","Rdx",25.142881,20.859963,18.911675,1297,1830,1632,21.638173,64.225105,70.99969,82.437802,1020,1048,817,0.240116333333333,18.2548785073658
"REC114","Rec114",0.331014,0.792072,0.794035,2,6,5,0.639040333333333,0,0,0,0,0,0,0,1.63904033333333
"REC8","Rec8",2.332915,1.440895,3.85146,44,82,117,2.54175666666667,36.206065,32.706322,31.78155,430,423,316,0.0341326666666667,3.42485715888161
"RECK","Reck",2.421168,2.37018,1.679116,131,148,155,2.15682133333333,3.659368,3.472319,4.247771,164,175,157,19.5488773333333,0.153625002579216
"RECQL","Recql",24.690975,24.88387,23.897968,221,289,261,24.4909376666667,3.112794,3.145755,5.323302,150,160,118,0.678945333333333,15.1827085495736
"RECQL4","Recql4",0.240236,0.120911,0.511459,14,13,19,0.290868666666667,12.527378,11.922879,23.837545,130,158,156,0.036517,1.2453907332602
"RECQL5","Recql5",9.609007,7.774957,10.223345,192,306,265,9.20243633333333,12.384437,11.233964,13.971924,162,217,144,0.0108313333333333,10.093114446393
"REEP1","Reep1",31.862263,27.282347,24.447782,1805,2758,2516,27.8641306666667,128.474002,124.677982,131.180317,6464,6784,4709,0.147462,25.1547595185432
"REEP2","Reep2",40.880586,40.654335,37.482935,1091,2009,1882,39.6726186666667,163.597538,173.586728,181.596904,2249,2770,1812,14.2703123333333,2.66350928382015
"REEP3","Reep3",7.581166,4.363544,4.044501,571,592,528,5.329737,4.028842,3.938179,2.852189,141,150,100,0.057563,5.98521033735106
"REEP4","Reep4",2.921534,0.644227,1.171915,18,17,23,1.57922533333333,1.03968,1.237532,1.062052,15,24,14,4.896431,0.437421439059209
"REEP5","Reep5",216.763684,259.014492,280.642305,5217,9835,9245,252.140160333333,125.547901,133.549357,111.659882,4346,4696,2962,0.134111,223.205806427531
"REEP6","Reep6",3.642606,1.954793,1.986788,77,101,106,2.52806233333333,3.883797,3.989076,2.560545,37,41,24,0.659486333333333,2.12599661863239
"REG1B","Reg2",0.298243,0,0.077358,2,0,1,0.125200333333333,0,0,0,0,0,0,0.157941333333333,0.971724819679984
"REG3A","Reg3b",0,0.095101,0,0,1,0,0.0317003333333333,0,0,0,0,0,0,0,1.03170033333333
"REG3G","Reg3g",0,0,0,0,0,0,0,0,0,0,0,0,0,0.101986,0.907452544769171
"REG4","Reg4",0,0,0.04512,0,0,1,0.01504,0,0,0,0,0,0,4.920976,0.171431196478418
"REL","Rel",0.534179,0.237753,0.184341,62,48,37,0.318757666666667,0.434836,0.530035,0.481234,55,62,37,0.0732096666666667,1.22879779005594
"RELA","Rela",26.192639,17.830778,20.281329,241,291,341,21.4349153333333,38.424992,70.969563,34.490363,251,284,239,0.253189333333333,17.9022552591149
"RELB","Relb",1.835409,1.691802,1.933513,53,83,89,1.82024133333333,1.729494,3.230998,2.099605,27,52,25,0.307562666666667,2.15686896332311
"RELCH","Relch",18.944951,9.774148,8.508236,947,930,788,12.4091116666667,38.786675,36.938285,50.55327,864,908,632,0,13.4091116666667
"RELL1","Rell1",4.41611,3.059046,4.738762,187,243,216,4.071306,0.165544,0.344249,0.275448,8,18,9,0.200389333333333,4.22471764716336
"RELL2","Rell2",58.431161,73.8571,73.156942,1131,2724,2814,68.4817343333333,27.510164,29.905656,27.207333,449,631,297,3.46886366666667,15.5479646541019
"RELN","Reln",23.024482,6.078184,5.702989,1480,371,464,11.601885,6.308909,4.819316,5.493835,408,364,277,0.403605666666667,8.97822322841387
"RELT","Relt",4.380219,8.386684,12.764869,169,386,521,8.51059066666667,3.327475,3.753079,2.574414,123,158,71,0.122722,8.47101122688134
"REM1","Rem1",0.774477,0.427672,0.277884,4,12,11,0.493344333333333,0,0,0,0,0,0,0.326187666666667,1.12604299592592
"REM2","Rem2",5.228686,5.074983,3.686905,80,145,115,4.66352466666667,3.273085,3.049901,1.938185,70,74,29,4.45941166666667,1.03738736194712
"REN","Ren1",0.092461,0.076385,0.100429,2,3,4,0.0897583333333333,0,0,0,0,0,0,1.30863,0.472036806821939
"RENBP","Renbp",3.361023,8.233775,9.696699,24,69,78,7.09716566666667,6.438514,9.053526,3.873764,36,69,17,0.106882333333333,7.31529036359481
"REP15","Rep15",0.674746,0.702566,0.338509,15,28,14,0.571940333333333,0.879881,0.295488,0.785163,11,4,7,0.0214076666666667,1.53899406146354
"REPIN1","Repin1",9.667198,7.812406,7.388761,322,538,513,8.289455,37.108674,39.030709,48.681932,666,847,602,0,9.289455
"REPS1","Reps1",23.364268,24.87159,18.276544,412,718,615,22.1708006666667,121.524729,121.017109,124.37062,705,884,572,0.030595,22.4829352623161
"REPS2","Reps2",35.451254,13.916242,11.860612,3994,2715,2265,20.4093693333333,0.894496,1.635491,1.34464,89,134,93,0.150469666666667,18.6092427759214
"RER1","Rer1",29.554104,38.756892,38.201016,641,1457,1455,35.504004,56.580104,63.528117,55.947376,836,1006,656,0.688908666666667,21.613959783892
"RERE","Rere",30.683901,5.036446,8.862474,2035,700,1020,14.8609403333333,128.257247,122.65979,143.28373,2262,2398,2017,0,15.8609403333333
"RERG","Rerg",6.536129,7.877193,6.920311,147,287,280,7.111211,0.34502,0.773198,0.767177,2,6,3,16.6807976666667,0.458758204970126
"RESF1","Resf1",3.363144,1.066154,0.758992,171,137,115,1.72943,3.997925,4.758039,4.848861,146,178,122,12.055227,0.209067984800264
"RESP18","Resp18",222.495497,390.661883,426.963454,772,2417,2524,346.706944666667,0.384753,0.508045,0.522071,3,4,2,1.02752266666667,171.493493208789
"REST","Rest",0.709851,0.383278,0.369622,75,72,69,0.487583666666667,0.568606,0.585145,0.812524,29,42,39,18.0161556666667,0.0782273606055006
"RET","Ret",4.04127,2.356201,3.278611,301,321,452,3.22536066666667,47.209266,66.359786,84.201493,2535,4227,3528,0.0222503333333333,4.13339133173838
"RETN","Retn",0.198477,0.279064,0,2,5,0,0.159180333333333,0,0,0,0,0,0,0.0411906666666667,1.11332186355877
"RETNLB","Retnlb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RETREG1","Retreg1",16.03634,15.084655,13.97662,658,1133,993,15.0325383333333,33.423022,33.344336,36.758454,733,729,552,0,16.0325383333333
"RETREG2","Retreg2",84.292646,91.888323,143.454121,2016,3934,3741,106.54503,96.684229,100.297827,99.488093,1973,2245,1516,2.253073,33.0595194144122
"RETREG3","Retreg3",18.817071,18.445035,17.793503,868,1532,1495,18.3518696666667,15.631924,15.825663,19.496067,526,546,402,0.041054,18.5887280262759
"RETSAT","Retsat",13.142371,11.215321,12.441721,157,330,386,12.266471,13.364546,18.301952,13.344551,340,417,231,0.418997333333333,9.34918670272343
"REV1","Rev1",10.04122,5.60875,6.009368,286,487,450,7.21977933333333,42.058012,31.178532,43.521859,575,487,414,0,8.21977933333333
"REV3L","Rev3l",8.945973,3.10986,3.95776,864,317,396,5.33786433333333,43.082845,39.942299,40.640922,1440,1401,982,0.0357466666666667,6.11912597675107
"REX1BD","Rex1bd",23.961401,36.828915,42.435123,152,460,534,34.4084796666667,25.571883,22.260856,23.644948,161,213,145,0.616916,21.8987749930526
"REXO1","Rexo1",11.700276,5.970692,5.271323,548,546,553,7.64743033333333,84.322261,83.21612,105.727247,361,457,368,0.0953563333333333,7.89462759302985
"REXO2","Rexo2",89.253347,83.996019,68.998139,516,943,926,80.7491683333333,50.636397,47.779754,38.529637,316,313,174,2e-06,81.7490048353237
"REXO4","Rexo4",27.667537,21.921904,20.821915,436,607,612,23.470452,8.761148,8.706901,8.682957,197,230,168,0.111113,22.0233693602721
"RFC1","Rfc1",14.852684,10.087172,9.464335,531,658,545,11.4680636666667,24.584718,26.049978,30.86568,364,444,324,0,12.4680636666667
"RFC2","Rfc2",28.649691,30.614153,32.803423,279,544,591,30.689089,19.903725,12.13075,24.941553,149,129,121,0.021255,31.0295557916485
"RFC3","Rfc3",7.533774,5.477273,8.266826,58,79,112,7.09262433333333,3.790956,3.832543,4.554227,101,105,87,0.0558573333333333,7.66450549506057
"RFC4","Rfc4",3.069471,4.250313,3.783827,23,67,50,3.70120366666667,15.934099,20.238505,21.916167,98,127,90,0,4.70120366666667
"RFC5","Rfc5",10.489341,10.293697,9.653728,134,213,195,10.1455886666667,7.05451,6.144945,7.555814,100,108,91,0,11.1455886666667
"RFESD","Rfesd",11.714956,8.507435,8.910699,130,189,206,9.71103,3.025215,2.389613,2.338391,35,22,12,1.00721066666667,5.33627594645438
"RFFL","Rffl",3.281422,3.450999,3.759907,157,303,323,3.49744266666667,13.880751,16.262689,11.610053,201,243,153,0,4.49744266666667
"RFK","Rfk",36.089783,41.798226,42.062553,769,1412,1448,39.9835206666667,75.67623,79.178237,68.906526,1211,1330,933,0,40.9835206666667
"RFLNA","Rflna",0.185751,0.293392,0.500671,4,12,21,0.326604666666667,3.32,3.343339,4.494191,48,78,51,0,1.32660466666667
"RFLNB","Rflnb",3.51573,2.243429,2.518032,180,205,235,2.75906366666667,13.66135,11.882412,8.018091,652,620,272,0,3.75906366666667
"RFNG","Rfng",19.419469,12.134423,13.306263,577,674,749,14.953385,35.116343,46.195464,48.811926,272,353,247,27.6186453333333,0.557447245115352
"RFT1","Rft1",4.106167,4.065129,4.390614,139,238,269,4.18730333333333,5.907493,6.809866,5.733046,179,221,171,25.3693,0.196717521258939
"RFTN1","Rftn1",3.909109,4.368462,4.644979,131,261,274,4.30751666666667,5.221343,6.602188,5.902975,133,181,95,1.696652,1.96818746603813
"RFTN2","Rftn2",7.732729,8.068064,8.720374,391,675,685,8.17372233333333,1.126101,0.788233,1.9672,35,38,30,0.485815,6.17420226160951
"RFWD3","Rfwd3",6.65281,4.961578,4.566077,449,586,546,5.39348833333333,11.816883,9.400658,5.276483,186,194,151,32.0278143333333,0.193578911059843
"RFX1","Rfx1",2.725266,1.025025,1.282275,158,115,151,1.677522,4.619503,8.193929,7.022068,123,113,87,0,2.677522
"RFX2","Rfx2",0.614295,0.577978,0.456177,30,35,42,0.549483333333333,6.110085,7.885842,6.318901,21,21,12,1.810058,0.551406175008962
"RFX3","Rfx3",6.632456,3.589081,1.499877,808,438,352,3.907138,2.058041,2.071486,3.57956,257,178,212,0,4.907138
"RFX4","Rfx4",13.226553,7.722505,8.727778,220,255,267,9.89227866666667,0,0.211586,0.882478,0,2,24,0,10.8922786666667
"RFX5","Rfx5",7.836426,3.61721,5.811964,227,262,306,5.7552,14.649784,13.884303,20.870604,273,267,281,0.484552666666667,4.55032694472723
"RFX6","Rfx6",0,0,0,0,0,0,0,1.580573,0.774543,1.265091,72,33,41,0.0435123333333333,0.958302042109708
"RFX8","Rfx8",0.105976,0.153464,0.196623,3,5,10,0.152021,0.545993,1.43022,0.733331,9,10,3,0,1.152021
"RFXANK","Rfxank",3.96957,5.538769,5.646267,144,201,241,5.05153533333333,44.408366,52.544903,50.279,85,91,79,153.610732333333,0.0391404609628684
"RFXAP","Rfxap",35.130243,29.52924,28.135324,249,423,373,30.9316023333333,2.748742,3.933547,3.775069,75,71,73,6.58000666666667,4.2126087400099
"RGCC","Rgcc",10.342071,13.634382,12.157422,103,260,238,12.044625,0,3.59633,0,0,1,0,4.144801,2.53549651385933
"RGL1","Rgl1",38.385021,17.542255,18.130026,1523,1204,1128,24.6857673333333,5.182224,5.284791,5.410588,352,392,254,0.302544333333333,19.719687596046
"RGL2","Rgl2",20.127888,17.274773,15.771872,342,543,495,17.7248443333333,31.052462,27.346621,29.320936,678,640,504,0,18.7248443333333
"RGL3","Rgl3",1.38087,1.242415,1.470256,24,56,53,1.36451366666667,0.060018,0.445497,0.395052,1,3,3,0.109914666666667,2.13035626762898
"RGMA","Rgma",14.498857,8.095245,8.557026,566,719,820,10.3837093333333,8.646793,12.57576,12.340821,349,440,277,8.50250866666667,1.19796884513935
"RGMB","Rgmb",23.536859,13.652722,10.49902,1076,1194,1200,15.8962003333333,44.105911,52.207631,56.128381,2530,2930,1991,0,16.8962003333333
"RGN","Rgn",0.09102,0.262643,0.131196,2,10,5,0.161619666666667,1.519848,1.477658,0.968337,19,23,12,7.46784233333333,0.137180124633875
"RGP1","Rgp1",24.19369,7.806914,10.522304,558,483,478,14.1743026666667,8.529598,9.089379,9.268484,711,824,555,0.775038333333333,8.54871829059091
"RGPD8","Ranbp2",18.012838,5.811605,4.764061,2719,1515,1232,9.52950133333333,3.142712,2.257515,3.623522,315,245,258,3.5e-05,10.5291328136849
"RGR","Rgr",0,0,0,0,0,0,0,0.042342,0.077883,0,1,2,0,2.85135766666667,0.259648697043891
"RGS1","Rgs1",0.77219,0,0.411783,3,0,1,0.394657666666667,0,0,0.180301,0,0,2,0,1.39465766666667
"RGS10","Rgs10",30.454572,46.184165,46.358326,225,619,648,40.999021,8.429822,15.448644,26.713134,30,65,74,25.664605,1.5750850612638
"RGS11","Rgs11",7.30611,6.579623,7.762967,158,271,234,7.21623333333333,38.422094,48.018814,54.905864,759,954,940,0,8.21623333333333
"RGS12","Rgs12",17.704203,16.587388,14.411254,579,891,699,16.2342816666667,213.317948,167.866578,279.438936,677,724,610,0.0628663333333333,16.2149097456281
"RGS13","Rgs13",0.052565,0.157219,0.173008,1,5,5,0.127597333333333,0.015061,0.01413,0,1,1,0,0.614494666666667,0.698421219105916
"RGS14","Rgs14",15.885767,21.48622,21.528624,463,1001,851,19.633537,8.295253,14.75328,13.74128,86,131,69,0.199389,17.2033735510331
"RGS16","Rgs16",11.579247,7.612844,7.516648,390,463,464,8.902913,11.26485,12.075463,15.868845,348,408,348,0.332381,7.43249340841696
"RGS17","Rgs17",13.374483,6.505608,5.970123,1639,1354,1162,8.616738,5.615131,5.145999,6.589201,564,541,475,0.306331,7.36163958445448
"RGS18","Rgs18",0,0,0.100577,0,0,4,0.0335256666666667,0,0,0,0,0,0,0,1.03352566666667
"RGS19","Rgs19",39.73349,44.305539,45.141911,170,316,297,43.0603133333333,1.72184,21.628631,11.332616,27,75,28,0.124146666666667,39.1944526811448
"RGS2","Rgs2",24.669464,25.139418,27.796241,631,1073,1083,25.8683743333333,21.073285,17.130061,23.950731,226,212,185,10.3941503333333,2.35808494247531
"RGS20","Rgs20",20.21104,13.355401,13.087275,287,294,297,15.5512386666667,0.399635,0.847444,0.818887,2,6,7,6.81068433333333,2.11905102809387
