"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"TLE6","Tle6",5.402714,5.963421,5.288314,28,65,59,5.551483,0.758693,0.316984,1.242054,6,3,10,1.955686,2.21656935141284
"TLK1","Tlk1",27.315432,15.885956,14.661843,1331,1534,1303,19.2877436666667,6.718966,6.520436,5.410815,398,306,336,0.0381546666666667,19.5421205703453
"TLK2","Tlk2",30.696228,19.400458,17.96107,695,887,863,22.6859186666667,28.507329,30.463454,25.950204,460,417,416,0,23.6859186666667
"TLL1","Tll1",0.567833,0.144054,0.167537,40,18,20,0.293141333333333,0.745804,3.239239,0.951213,83,179,93,0.109134,1.16590180567301
"TLL2","Tll2",0.323376,0.093322,0.107316,23,12,14,0.174671333333333,0.569707,0.543962,0.778179,36,25,29,0.00879766666666667,1.16442709192098
"TLN1","Tln1",44.415319,8.910505,15.479948,713,487,664,22.9352573333333,156.477699,205.73688,142.838026,3818,4569,2861,0.376452,17.3890969923639
"TLN2","Tln2",16.200671,5.262293,5.972189,2191,1193,1232,9.145051,16.694704,14.105454,11.866548,1131,875,985,0.197097333333333,8.47470854500275
"TLNRD1","Tlnrd1",4.810324,4.272322,4.160662,277,470,472,4.414436,3.723463,2.907903,3.306607,257,153,192,6.609126,0.71157134209632
"TLR1","Tlr1",0.17447,0.112457,0.05569,8,8,4,0.114205666666667,0.37721,0.65795,0.174501,11,4,6,0.140298,0.977117969747089
"TLR2","Tlr2",0.384441,0.433331,0.539513,17,34,43,0.452428333333333,0.8429,0.646501,1.980796,25,12,30,1.495306,0.582064217107374
"TLR3","Tlr3",4.694935,3.859213,3.143177,199,268,225,3.89910833333333,0.483843,0.11479,0.051692,9,6,3,0,4.89910833333333
"TLR4","Tlr4",0.244913,0.453974,0.27354,15,32,28,0.324142333333333,0.853293,2.333336,0.430616,69,181,35,1.32001466666667,0.570747397573923
"TLR5","Tlr5",0.215192,0.122288,0.079971,9,9,3,0.139150333333333,0.165425,0.054031,0.780961,7,2,5,0.039729,1.09562235287593
"TLR6","Tlr6",0.039531,0.354066,0.175582,2,12,10,0.189726333333333,0.363856,0.421415,0.236612,24,27,19,0.0658583333333333,1.11621431866336
"TLR7","Tlr7",6.151683,0.629926,1.383591,47,62,46,2.72173333333333,0.039102,1.491551,0.014818,3,2,1,0.036133,3.59194556425993
"TLR8","Tlr8",0.021239,0.012276,0.012371,1,1,1,0.0152953333333333,0,0,0,0,0,0,0.402039333333333,0.72415609833105
"TLR9","Tlr9",0.309374,0.105138,0.155107,16,10,15,0.189873,0,0,0,0,0,0,0.768366666666667,0.67286554447607
"TLX1","Tlx1",0,0,0,0,0,0,0,30.804611,29.003401,35.10273,205,136,229,0.968018333333333,0.508125347748285
"TLX2","Tlx2",0,0.041223,0,0,1,0,0.013741,0.051824,0.067644,0.08326,1,1,2,0,1.013741
"TLX3","Tlx3",0,0,0,0,0,0,0,3.488697,2.493644,2.497487,65,35,38,0,1
"TM2D1","Tm2d1",26.588105,29.315363,33.106572,236,425,500,29.6700133333333,28.157769,33.13447,33.434263,208,192,218,3.205661,7.29255480490066
"TM2D2","Tm2d2",32.739795,40.60157,43.987515,516,1167,1275,39.1096266666667,128.614857,97.820147,116.888859,685,509,662,0.113961666666667,36.0062898633556
"TM2D3","Tm2d3",61.600012,102.263558,107.664785,268,720,791,90.5094516666667,21.704263,19.255409,23.244779,387,283,382,0,91.5094516666667
"TM4SF1","Tm4sf1",9.867762,14.940087,15.024736,130,325,330,13.2775283333333,1.45761,3.869407,1.279443,29,67,24,0.0474503333333333,13.6307449422423
"TM4SF20","Tm4sf20",0,0,0,0,0,0,0,0,0.085497,0.064838,0,2,2,0.0337383333333333,0.967362791680035
"TM4SF4","Tm4sf4",0,0.029012,0.059669,0,1,2,0.0295603333333333,0,0,0,0,0,0,1.21109866666667,0.46563292215514
"TM6SF1","Tm6sf1",6.954973,5.863621,5.578314,109,135,149,6.13230266666667,0.203314,0.85224,0.463692,5,3,3,0.146647,6.22013807794959
"TM6SF2","Tm6sf2",0.318352,0.611546,0.230246,6,8,4,0.386714666666667,2.046788,1.231734,2.217376,34,24,31,15.691998,0.0830766135166483
"TM7SF2","Tm7sf2",10.986937,17.148549,16.375978,144,359,393,14.8371546666667,37.502054,41.328566,43.194107,469,365,423,0.051549,15.0607861988996
"TM7SF3","Tm7sf3",11.512526,11.840411,11.843649,549,876,880,11.7321953333333,206.216983,135.968114,224.430401,729,492,645,0.191259,10.6880160681542
"TM9SF1","Tm9sf1",15.559076,13.190626,16.671203,329,543,594,15.1403016666667,31.784265,36.60571,38.764134,635,539,594,0.543586333333333,10.4563647125666
"TM9SF2","Tm9sf2",44.890696,34.33309,31.496985,1945,2493,2209,36.9069236666667,73.568115,73.037939,76.741439,3505,2661,3066,0,37.9069236666667
"TM9SF3","Tm9sf3",52.193699,28.308818,23.688062,3106,2952,2407,34.730193,86.04217,108.650184,82.937173,3757,3072,3402,0.126502,31.7178247353311
"TM9SF4","Tm9sf4",54.887667,29.533596,27.436336,1241,1116,1033,37.2858663333333,33.262991,29.408276,32.721954,1729,1312,1578,0.124615666666667,34.0435114573957
"TMA16","Tma16",3.045427,2.478794,2.32662,163,230,209,2.616947,6.786998,9.161008,7.020222,98,114,96,0,3.616947
"TMA7","Tma7",192.871482,234.413807,237.189226,471,912,963,221.491505,89.03618,96.140672,99.538568,455,397,456,0.697117,131.099685525512
"TMBIM1","Tmbim1",18.767145,23.959119,27.01739,502,944,1152,23.2478846666667,13.513812,15.474288,15.414886,229,280,200,0.610119666666667,15.0596785870367
"TMBIM4","Tmbim4",43.695165,59.917472,54.759074,264,628,590,52.7905703333333,89.135628,106.262635,41.259318,433,334,410,0.00912366666666667,53.3042402137036
"TMBIM6","Tmbim6",170.180046,188.551043,181.644287,3753,7786,7723,180.125125333333,360.709716,332.787499,369.677133,5606,4389,5126,0.124675333333333,161.046588259842
"TMC1","Tmc1",0.164658,0.033226,0,5,3,0,0.0659613333333333,0.312316,1.035131,0.689904,2,11,4,2.30356266666667,0.322670232379427
"TMC2","Tmc2",0.020901,0.011797,0,1,1,0,0.0108993333333333,0.152132,0.157054,0.341292,7,5,13,0.0484423333333333,0.964191640487619
"TMC3","Tmc3",0.164622,0.011398,0.064714,4,1,6,0.0802446666666667,0.170478,0.157299,0.140533,13,9,9,2.051943,0.353953093706752
"TMC4","Tmc4",1.994032,0.759795,1.800263,26,20,35,1.51803,2.553556,2.202921,1.032013,11,10,12,0,2.51803
"TMC5","Tmc5",1.043995,0.234188,0.281555,7,5,6,0.519912666666667,0.090215,0.066997,0.06048,5,3,3,0.126856666666667,1.34880744963128
"TMC6","Tmc6",5.031533,2.755807,2.403932,53,90,94,3.39709066666667,91.680269,103.024803,68.286237,1387,1142,980,16.2169426666667,0.25539323396713
"TMC7","Tmc7",3.699984,2.201134,1.82099,257,243,224,2.574036,0.616341,0.406836,0.375894,35,20,22,0.778389666666667,2.00970353516449
"TMC8","Tmc8",0.079742,0.048001,0.139964,3,3,5,0.0892356666666667,1.961927,1.363359,3.476522,33,23,22,3.122354,0.264226620679997
"TMCC1","Tmcc1",20.195274,12.530899,12.634062,1183,1173,1155,15.1200783333333,125.578267,123.924689,99.906662,570,415,516,0.17026,13.7747836663078
"TMCC2","Tmcc2",50.445464,46.390023,51.154325,2438,4215,4781,49.3299373333333,4.036939,3.928495,3.817574,204,137,176,198.167119,0.252702040306831
"TMCC3","Tmcc3",14.823239,9.752624,10.534851,925,937,955,11.7035713333333,9.287235,3.139789,3.45348,320,171,263,0.0469966666666667,12.1333445824406
"TMCO1","Tmco1",34.98604,44.386743,42.926428,422,915,847,40.7664036666667,59.974441,58.417087,59.597598,852,701,762,5.390571,6.53562939315856
"TMCO2","Tmco2",0,0.153805,0,0,2,0,0.0512683333333333,0,0,0,0,0,0,0.518494333333333,0.692309684834736
"TMCO3","Tmco3",25.655379,24.522956,21.414754,480,839,767,23.864363,29.478018,44.02825,36.964334,539,511,467,0.309706333333333,18.9846856254545
"TMCO4","Tmco4",0.630649,1.316005,1.438541,28,68,68,1.12839833333333,2.062465,2.293291,1.298745,33,48,26,0.0326806666666667,2.06104210336722
"TMCO6","Tmco6",3.034739,3.036097,3.704951,65,122,145,3.25859566666667,5.559679,5.441229,5.711005,58,55,59,1.475927,1.72000049543733
"TMED1","Tmed1",4.017946,7.760098,8.489941,71,207,240,6.755995,37.687333,30.72044,48.488052,416,239,392,0.16247,6.67199583645169
"TMED10","Tmed10",71.772798,65.036205,68.218025,2115,3042,2946,68.3423426666667,262.87716,203.209615,263.2669,5695,3927,5475,0,69.3423426666667
"TMED11P","Tmed11",0,0,0,0,0,0,0,6.056935,0,0,1,0,0,0.0531256666666667,0.949554295039813
"TMED2","Tmed2",96.162855,78.160896,73.23197,1256,1803,1619,82.5185736666667,112.505381,127.206942,115.05723,2831,2491,2747,0,83.5185736666667
"TMED3","Tmed3",15.747946,21.088056,24.326225,277,675,793,20.387409,282.856513,170.38894,284.968836,4858,2493,4195,0.491758,14.3370499772751
"TMED4","Tmed4",30.165634,47.323936,40.580777,704,1656,1623,39.3567823333333,58.81283,46.625366,49.120031,1624,1154,1353,3.978989,8.105417050195
"TMED5","Tmed5",10.886667,11.158207,11.744373,460,817,563,11.2630823333333,31.782433,36.981062,29.462193,1388,1378,1176,0,12.2630823333333
"TMED6","Tmed6",0.099796,0,0,1,0,0,0.0332653333333333,0.824404,1.175287,1.20546,9,9,11,0.668744333333333,0.619187321085535
"TMED8","Tmed8",9.256089,3.915466,3.651043,1050,783,731,5.60753266666667,3.753566,4.024972,4.161257,460,398,454,24.5410013333333,0.258702960797517
"TMED9","Tmed9",52.139518,50.413818,44.522522,982,1694,1530,49.025286,631.054831,421.822475,933.767826,5288,2878,5095,0,50.025286
"TMEFF1","Tmeff1",53.166811,46.053914,44.720675,1106,1513,1412,47.9804666666667,6.41108,5.9619,7.906257,214,158,227,32.064601,1.48135665289494
"TMEFF2","Tmeff2",20.284901,18.717622,19.403651,893,1608,1543,19.4687246666667,180.086461,146.107062,246.276219,950,553,1019,0.0414303333333333,19.6544348781852
"TMEM100","Tmem100",5.601629,4.760298,5.708128,136,202,239,5.356685,0.898539,3.061463,0.855807,20,55,18,3.51784633333333,1.40701664709121
"TMEM101","Tmem101",6.4102,7.88808,8.00656,136,303,270,7.43494666666667,12.469462,12.443241,12.979777,183,140,173,0,8.43494666666667
"TMEM102","Tmem102",0.355032,0.288631,0.360706,9,14,18,0.334789666666667,1.211517,2.282185,1.393433,33,48,32,0.244941,1.07217102390127
"TMEM104","Tmem104",3.701192,1.579306,2.236039,243,190,192,2.50551233333333,15.642523,17.241315,13.271994,510,455,458,0.037598,3.37848794362878
"TMEM106A","Tmem106a",0.747447,0.831536,0.587242,15,27,24,0.722075,5.704392,5.29447,4.321665,153,126,142,0,1.722075
"TMEM106B","Tmem106b",49.23845,44.585161,37.223303,3113,4604,3410,43.6823046666667,7.846267,9.74609,10.270002,556,490,499,3.45547666666667,10.0286249956047
"TMEM106C","Tmem106c",21.514065,40.08759,30.301724,292,714,763,30.6344596666667,67.403622,73.983692,62.541962,357,318,333,11.452121,2.54048765400422
"TMEM107","Tmem107",14.817095,33.100246,29.650379,42,150,128,25.8559066666667,5.97409,7.648448,10.504443,79,73,94,0.526676666666667,17.5910900146942
"TMEM108","Tmem108",6.422189,8.185885,4.161479,254,273,306,6.25651766666667,3.367762,3.391952,2.0646,92,80,53,1.27065266666667,3.19578497107586
"TMEM109","Tmem109",23.519604,27.902017,23.414124,404,785,809,24.9452483333333,13.015935,13.802514,14.163162,337,321,300,16.9600943333333,1.44460534849084
"TMEM11","Tmem11",9.731165,12.900404,11.368649,183,461,415,11.333406,12.202136,14.749323,13.827361,147,155,156,0.0451883333333333,11.8001757259059
"TMEM114","Tmem114",0.872001,0.707482,0.684944,15,24,24,0.754809,0,0,0,0,0,0,0.049084,1.67270590343576
"TMEM115","Tmem115",10.631236,10.904069,10.113366,323,630,597,10.549557,15.902192,17.13772,16.81066,489,419,446,10.4706153333333,1.00688207775892
"TMEM117","Tmem117",2.58108,3.347696,4.008422,103,232,279,3.31239933333333,6.596741,5.14125,4.394986,151,98,117,14.7685106666667,0.273481714569873
"TMEM119","Tmem119",7.433544,8.373261,7.776964,234,498,472,7.86125633333333,0.586502,1.537043,0.305147,11,40,11,0.430464666666667,6.19466984387824
"TMEM120A","Tmem120a",18.624973,22.408169,22.665042,123,257,250,21.232728,41.810648,38.56464,42.792408,176,165,177,0.00833666666666667,22.0489135573106
"TMEM120B","Tmem120b",3.530996,4.260508,4.234455,61,140,121,4.008653,12.763026,9.850528,11.31981,788,598,685,0.169387,4.28314407463055
"TMEM121","Tmem121",4.207111,7.045453,6.101429,82,273,244,5.78466433333333,5.019899,1.864001,4.937836,77,18,59,314.535356666667,0.0215020731908047
"TMEM121B","Tmem121b",12.134549,5.288803,4.85447,792,657,623,7.42594066666667,4.067552,2.866267,4.82987,255,143,258,6.36057233333333,1.14473987688548
"TMEM123","Tmem123",4.934822,5.158812,5.153202,205,373,348,5.08227866666667,60.313987,65.683471,58.419482,1394,1314,1212,2.28775366666667,1.84998004209764
"TMEM125","Tmem125",4.673319,6.378601,7.153297,112,281,316,6.06840566666667,8.730326,0.048533,0.08968,3,1,2,0.203693,5.87226615645905
"TMEM126A","Tmem126a",32.736108,25.954809,31.785024,187,307,347,30.158647,14.524012,17.554519,14.876369,102,94,99,2.06554566666667,10.1641438060456
"TMEM126B","Tmem126b",11.237993,10.742667,11.024634,370,613,633,11.0017646666667,26.631449,27.678193,32.615861,185,161,212,0.343412333333333,8.93379074233103
"TMEM127","Tmem127",23.644616,19.856788,18.503533,1687,2504,2399,20.6683123333333,15.698534,15.222475,16.589095,869,684,812,0.052281,20.591754800603
"TMEM128","Tmem128",13.371948,18.155447,17.65896,203,490,464,16.3954516666667,8.08484,8.409335,8.771475,140,110,130,0,17.3954516666667
"TMEM129","Tmem129",10.419311,12.449728,11.69023,314,685,645,11.5197563333333,17.154858,15.986734,15.956845,480,356,426,0.485076,8.43038089184212
"TMEM130","Tmem130",74.325955,55.973543,57.16275,3061,3849,3894,62.487416,13.551016,7.810749,16.51521,382,177,350,0.220583333333333,52.0139954939578
"TMEM131","Tmem131",12.553085,3.38925,4.600265,1165,500,552,6.84753333333333,19.192117,26.076057,20.449115,925,931,860,0,7.84753333333333
"TMEM131L","Tmem131l",4.235922,2.842827,3.195521,153,134,121,3.42475666666667,7.925483,8.313605,8.582924,513,466,482,0.362339333333333,3.24791082397973
"TMEM132A","Tmem132a",76.681404,55.328809,52.733076,2039,2956,2735,61.5810963333333,544.191985,259.39134,451.29354,10877,4280,7931,0.057178,59.196366490159
"TMEM132C","Tmem132c",2.068411,1.831484,1.949341,157,210,213,1.94974533333333,0,0.047559,0,0,3,0,0,2.94974533333333
"TMEM132D","Tmem132d",4.966844,2.145602,1.978072,452,354,332,3.03017266666667,3.173947,1.633869,3.336118,301,124,276,0,4.03017266666667
"TMEM132E","Tmem132e",5.212947,3.471946,3.586948,232,288,314,4.09061366666667,31.992906,12.97494,30.514954,1538,520,1202,0,5.09061366666667
"TMEM134","Tmem134",20.631401,27.898469,29.596885,187,438,465,26.0422516666667,21.382375,17.005652,15.968593,163,125,123,0,27.0422516666667
"TMEM135","Tmem135",79.649601,49.643879,54.074791,814,1111,999,61.122757,63.646481,108.217825,42.48892,390,366,362,0,62.122757
"TMEM138","Tmem138",4.366693,5.064668,5.192517,77,156,165,4.874626,20.751101,19.71632,22.93849,212,157,175,0,5.874626
"TMEM140","Tmem140",2.269325,4.602284,2.551946,30,75,60,3.141185,2.405179,2.461225,2.102024,70,58,54,0,4.141185
"TMEM141","Tmem141",60.571199,79.25107,71.505034,101,213,267,70.4424343333333,20.197645,16.206456,21.358177,161,108,152,0,71.4424343333333
"TMEM143","Tmem143",40.463098,40.755664,48.525385,172,380,326,43.248049,6.368505,4.693444,5.520862,76,42,75,0,44.248049
"TMEM144","Tmem144",46.429465,19.479293,19.299951,149,215,242,28.402903,3.2593,3.725584,1.440033,47,45,35,0,29.402903
"TMEM145","Tmem145",11.180751,7.842139,8.881282,316,435,480,9.30139066666667,32.205775,19.713686,37.974956,349,126,277,0,10.3013906666667
"TMEM147","Tmem147",70.22741,83.485751,92.03141,460,1030,1140,81.914857,72.161915,40.44762,78.878117,734,341,721,0,82.914857
"TMEM14A","Tmem14a",22.402658,20.862825,16.298685,338,556,433,19.8547226666667,16.161722,13.532368,16.532703,182,124,161,0.423965666666667,14.6455235226879
"TMEM14C","Tmem14c",29.103899,37.248386,38.945967,312,714,758,35.0994173333333,30.977436,37.771414,37.489897,360,328,371,0,36.0994173333333
"TMEM150A","Tmem150a",4.325102,1.7024,3.004979,54,62,76,3.010827,13.199178,14.113849,11.25724,191,157,154,0,4.010827
"TMEM150B","Tmem150b",0.138287,0.031476,0.195024,3,1,8,0.121595666666667,0.165855,0,0.071284,2,0,1,0.303871333333333,0.86020425328266
"TMEM150C","Tmem150c",16.095815,11.213064,11.047414,517,702,668,12.785431,2.39715,2.69616,3.312973,114,60,110,35.998684,0.372592468424012
"TMEM151A","Tmem151a",96.026085,85.535567,86.766103,2183,2917,2836,89.442585,1.722462,1.349802,2.373464,61,36,69,0,90.442585
"TMEM151B","Tmem151b",24.833576,17.142827,16.810135,1645,2188,2216,19.5955126666667,3.374307,2.601801,3.744703,220,120,207,0,20.5955126666667
"TMEM154","Tmem154",0.194385,0.230964,0.057046,7,5,5,0.160798333333333,0.110553,0.499026,0.581503,18,31,23,0.0636586666666667,1.09132597675445
"TMEM158","Tmem158",16.111365,17.07889,11.64838,237,539,395,14.9462116666667,1.217005,1.544748,1.96857,22,20,28,0,15.9462116666667
"TMEM159","Tmem159",6.547694,6.114144,8.647444,128,218,243,7.103094,4.03681,6.403565,4.858732,90,77,70,0.764085666666667,4.59336763123938
"TMEM160","Tmem160",18.200244,25.578942,29.016576,123,349,418,24.265254,5.361258,5.540222,6.617002,31,23,30,0,25.265254
"TMEM161A","Tmem161a",51.97867,30.558292,65.579165,194,387,380,49.3720423333333,16.481926,12.990737,18.429021,151,103,144,0,50.3720423333333
"TMEM161B","Tmem161b",49.131064,14.71806,36.819075,255,327,307,33.5560663333333,6.460167,6.465037,6.269445,201,169,177,0,34.5560663333333
"TMEM163","Tmem163",21.984831,22.038561,17.926687,303,493,505,20.6500263333333,7.664196,2.889418,8.580702,209,69,212,0,21.6500263333333
"TMEM164","Tmem164",6.698344,3.424862,3.410315,455,420,416,4.51117366666667,9.683734,12.502248,6.63502,397,319,403,2.97158833333333,1.38764977739804
"TMEM165","Tmem165",27.055415,29.564129,32.447319,297,613,570,29.6889543333333,43.792829,66.861809,56.155148,864,900,867,0,30.6889543333333
"TMEM167B","Tmem167b",19.676842,13.761962,12.543097,805,980,897,15.3273003333333,14.406925,17.955199,14.985096,509,462,502,0.024818,15.9319023800649
"TMEM168","Tmem168",3.897806,3.146928,2.539354,237,368,227,3.194696,11.65547,9.749023,9.80447,389,310,339,0,4.194696
"TMEM169","Tmem169",6.034205,3.23303,3.496494,213,209,208,4.25457633333333,8.029814,8.802796,10.086496,362,239,385,1.02326133333333,2.59708236734619
"TMEM17","Tmem17",2.673251,2.666416,2.276209,55,100,87,2.53862533333333,2.30929,2.398082,2.829328,54,44,60,0,3.53862533333333
"TMEM170B","Tmem170b",12.786675,3.343406,3.762931,1415,639,660,6.631004,1.930815,2.540109,1.918113,255,269,223,0,7.631004
"TMEM171","Tmem171",0.067912,0.188363,0.111382,1,5,3,0.122552333333333,0.363264,0.224676,0.41181,6,3,6,0,1.12255233333333
"TMEM174","Tmem174",0,0.034958,0.034456,0,2,2,0.023138,0,0,0,0,0,0,0,1.023138
"TMEM175","Tmem175",13.034532,10.748782,10.820414,355,561,536,11.534576,96.26253,74.171319,88.635468,496,272,415,0,12.534576
"TMEM176A","Tmem176a",15.897448,22.757103,23.923649,150,311,314,20.8594,1.144614,1.494642,1.871946,11,10,17,0,21.8594
"TMEM176B","Tmem176b",17.54802,30.949672,32.269806,231,650,707,26.9224993333333,1.655408,0.833399,1.330998,24,9,17,0.472668333333333,18.9604805789038
"TMEM177","Tmem177",2.195178,2.7466,2.389619,109,241,213,2.443799,4.605693,5.208395,5.571794,76,76,83,0,3.443799
"TMEM179","Tmem179",46.73965,42.635776,45.798547,1338,2652,2533,45.057991,3.430097,2.184057,3.81926,114,63,101,0,46.057991
"TMEM179B","Tmem179b",6.003181,7.406453,8.017618,40,90,96,7.14241733333333,41.0753,31.781516,46.574305,287,156,255,0,8.14241733333333
"TMEM18","Tmem18",11.085363,13.63161,14.245383,399,908,995,12.987452,9.315587,9.149165,11.737881,276,215,276,0,13.987452
"TMEM182","Tmem182",0.02507,0.057456,0.086112,1,4,6,0.0562126666666667,11.978254,9.787958,8.383824,144,96,98,0,1.05621266666667
"TMEM184A","Tmem184a",0.246176,0.075177,0.092305,7,4,5,0.137886,0.865206,0.184573,0.061238,9,10,5,0,1.137886
"TMEM184B","Tmem184b",22.661401,12.841641,14.181279,793,1011,1012,16.5614403333333,64.194062,78.971457,51.520544,1849,1837,1674,0,17.5614403333333
"TMEM184C","Tmem184c",28.871722,24.777983,27.808465,924,1453,1427,27.1527233333333,15.545055,16.963893,12.865377,542,482,445,0,28.1527233333333
"TMEM185A","Tmem185a",24.608245,25.460174,22.70897,511,980,882,24.2591296666667,38.384888,47.639272,42.224745,485,376,404,0,25.2591296666667
"TMEM185B","Tmem185b",2.584861,3.736667,3.726876,105,273,274,3.349468,4.962083,5.300194,4.92706,457,391,399,0,4.349468
"TMEM186","Tmem186",4.112188,3.310833,3.590383,208,297,325,3.67113466666667,4.442601,5.097528,5.185572,71,70,82,0,4.67113466666667
"TMEM19","Tmem19",22.231332,18.698371,15.705829,411,637,567,18.8785106666667,6.973246,12.122979,9.663164,295,234,308,0,19.8785106666667
"TMEM190","Tmem190",0.574989,0,0.610987,2,0,5,0.395325333333333,0,0.928594,0,0,4,0,0,1.39532533333333
"TMEM192","Tmem192",12.490508,16.815307,19.685351,149,331,375,16.3303886666667,7.264538,6.777983,10.499626,447,285,405,0,17.3303886666667
"TMEM198","Tmem198",32.073572,22.364115,16.97589,543,830,634,23.8045256666667,6.394666,6.749291,5.360469,210,163,150,0,24.8045256666667
"TMEM199","Tmem199",21.374035,24.977914,27.976112,300,689,779,24.7760203333333,11.032808,8.569774,12.272843,276,185,254,0,25.7760203333333
"TMEM200A","Tmem200a",12.012273,3.612905,3.025642,303,342,278,6.21694,4.26652,3.827629,4.757819,186,136,182,0,7.21694
"TMEM201","Tmem201",12.660835,9.318862,7.417727,672,876,758,9.79914133333333,4.723427,5.237216,5.789849,270,194,253,0,10.7991413333333
"TMEM202","Tmem202",1.220929,1.736787,1.035386,19,41,26,1.331034,0,0,0,0,0,0,0,2.331034
"TMEM203","Tmem203",5.005875,5.524986,5.107112,46,97,92,5.21265766666667,10.547633,9.829744,12.407561,222,164,227,0,6.21265766666667
"TMEM204","Tmem204",3.619242,4.641934,4.828179,88,215,222,4.36311833333333,0.809614,0.736231,0.452536,21,15,10,0,5.36311833333333
"TMEM205","Tmem205",14.981132,24.323421,23.770621,130,374,369,21.025058,67.035603,39.132821,64.124566,315,165,278,0,22.025058
"TMEM207","Tmem207",0.025732,0,0.015246,1,0,1,0.0136593333333333,0,0,0,0,0,0,0,1.01365933333333
"TMEM208","Tmem208",17.302369,22.096783,23.337217,152,351,378,20.912123,43.899557,37.480962,48.849896,293,212,268,0,21.912123
"TMEM209","Tmem209",12.073734,9.753278,8.470977,347,448,381,10.0993296666667,5.054202,6.913325,5.56108,201,172,162,0,11.0993296666667
"TMEM210","Tmem210",1.855485,1.400554,0.884255,3,4,2,1.380098,0,0,0,0,0,0,10.7777173333333,0.202084829567427
"TMEM211","Tmem211",0.039368,0,0.064752,1,0,3,0.0347066666666667,0,0,0,0,0,0,0,1.03470666666667
"TMEM212","Tmem212",0.796382,3.662178,4.713818,6,49,64,3.05745933333333,0.712699,1.900976,0.711353,19,41,17,0,4.05745933333333
"TMEM213","Tmem213",0,0,0,0,0,0,0,0.249641,0.434577,0.155192,16,14,9,0,1
"TMEM214","Tmem214",20.102096,17.34607,14.954118,559,820,756,17.467428,80.766191,73.258105,77.979486,1687,1239,1600,0,18.467428
"TMEM215","Tmem215",2.606943,3.58792,2.292854,103,250,166,2.829239,1.928922,2.696144,2.639207,157,177,191,87.1241616666667,0.04345277081312
"TMEM216","Tmem216",4.201707,5.106209,5.783187,47,112,126,5.03036766666667,7.434732,9.048478,9.412946,85,79,89,0,6.03036766666667
"TMEM218","Tmem218",3.238724,3.257996,3.235959,123,216,217,3.24422633333333,10.000596,11.706243,12.556575,132,114,120,0,4.24422633333333
"TMEM219","Tmem219",14.339677,22.697185,33.249638,80,204,258,23.4288333333333,60.399564,53.869658,65.90655,461,331,422,0,24.4288333333333
"TMEM220","Tmem220",0.830568,0.316115,0.620248,14,12,20,0.588977,0.953848,0.741335,2.161177,36,24,35,0,1.588977
"TMEM221","Tmem221",0.152199,0.106851,0.025857,3,4,1,0.094969,0.856364,0.882149,0.998428,24,15,24,0,1.094969
"TMEM222","Tmem222",36.604504,58.106759,57.082548,599,1631,1685,50.597937,19.015595,20.903585,20.518118,426,346,411,0,51.597937
"TMEM223","Tmem223",25.477452,42.999958,40.882077,202,631,609,36.4531623333333,6.342164,4.651537,6.117649,74,42,65,0.141514666666667,32.8100579230403
"TMEM225","Tmem225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM229A","Tmem229a",16.891202,12.681422,12.755466,1206,1639,1623,14.1093633333333,0.539,0.561284,0.628071,16,13,16,6.26950633333333,2.07845796406441
"TMEM230","Tmem230",14.919165,15.40263,16.744716,320,465,483,15.688837,101.267113,103.145576,134.990067,879,705,899,1.14250166666667,7.78941611091706
"TMEM231","Tmem231",3.029401,2.890625,2.712397,131,229,217,2.87747433333333,7.681939,8.021046,5.922181,286,204,198,0,3.87747433333333
"TMEM232","Tmem232",0.791895,1.135852,1.181112,22,56,59,1.03628633333333,0.67065,0.817084,1.381319,7,7,11,0,2.03628633333333
"TMEM233","Tmem233",0,0.015787,0,0,1,0,0.00526233333333333,0.319665,0.090049,0.244494,10,3,9,0,1.00526233333333
"TMEM234","Tmem234",42.376512,48.463126,49.509767,583,1213,1272,46.783135,9.821235,12.536444,18.842615,151,118,159,0,47.783135
"TMEM235","Tmem235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM236","Tmem236",0.036432,0.03156,0.021484,2,3,2,0.0298253333333333,0.147088,0.196526,0.124,12,13,9,1.20870766666667,0.466256965045774
"TMEM237","Tmem237",13.576834,18.341426,13.814047,240,487,438,15.2441023333333,18.040113,23.372238,18.404274,545,481,505,0,16.2441023333333
"TMEM238","Tmem238",0.916839,4.619039,4.358963,13,28,18,3.29828033333333,0.475738,0.300936,0,2,1,0,0,4.29828033333333
"TMEM239","Tmem239",0,0,0.037813,0,0,1,0.0126043333333333,0.099629,0.020508,0.056475,6,1,3,0,1.01260433333333
"TMEM240","Tmem240",11.017394,10.792755,9.231048,232,331,305,10.3470656666667,3.674057,2.886811,4.723301,32,20,36,0,11.3470656666667
