"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"ACSM5","Acsm5",0,0.103164,0.161887,0,6,8,0.0883503333333333,0.347033,0.226793,0.050724,7,6,1,20.9610366666667,0.0495582403441489
"ACSS1","Acss1",9.943921,7.44783,6.344807,292,386,415,7.912186,0.37447,0.329271,0.198105,29,24,13,4.87250566666667,1.51761215839894
"ACSS2","Acss2",18.226148,17.723046,18.224044,626,1144,1142,18.057746,136.021315,95.971222,128.057604,1559,1286,1185,0.031335,18.4787154513325
"ACSS3","Acss3",0.734858,0.60194,0.346877,48,65,38,0.561225,2.79066,4.630495,1.143408,125,108,90,2.06891666666667,0.508721861677573
"ACTA1","Acta1",3.585673,4.303819,3.346984,66,151,119,3.745492,636.770692,441.289829,564.554107,19134,12570,15960,17.9459846666667,0.250474814769019
"ACTA2","Acta2",15.624107,13.404868,15.517049,296,436,554,14.8486746666667,51.781238,68.388245,46.909126,1324,1661,1126,0.523173333333333,10.4050368528861
"ACTB","Actb",1395.959313,1572.045538,1463.033274,8217,16340,16001,1477.01270833333,429.465479,453.29093,375.743403,7846,7769,6339,39.1342006666667,36.8267633036701
"ACTBL2","Actbl2",0.024943,0,0.014532,1,0,1,0.0131583333333333,0,0.022184,0.02198,0,1,1,0.0778526666666667,0.939978500462958
"ACTC1","Actc1",0,0,0,0,0,0,0,5080.246607,4691.279529,4052.296585,121009,106500,94643,45.9278836666667,0.0213092925115289
"ACTG1","Actg1",669.163615,698.177045,673.971237,10977,21201,20212,680.437299,124.614163,112.983909,79.093729,2936,2870,2190,10.9412916666667,57.0656272388177
"ACTG2","Actg2",0.611885,0.175024,0.099914,7,4,3,0.295607666666667,0.271346,0.303675,0.231978,8,3,6,19.4845836666667,0.0632479374611324
"ACTL10","Actl10",0.254595,0.105854,0.077653,5,4,3,0.146034,0.248173,0.129837,0.099075,11,5,4,499.438004,0.00229006188746608
"ACTL6A","Actl6a",5.337694,7.134668,7.305312,89,203,211,6.592558,129.936939,63.089341,28.578082,238,226,162,117.974004,0.0638169494572949
"ACTL6B","Actl6b",38.475074,40.535358,35.640714,563,1196,1110,38.2170486666667,0,0,0,0,0,0,16.1311866666667,2.28921962206938
"ACTL7A","Actl7a",0.097759,0,0,2,0,0,0.0325863333333333,0,0,0,0,0,0,9.51919766666667,0.098162080992679
"ACTL7B","Actl7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0.016185,0.984072782022959
"ACTL9","Actl9",0.055109,0.060875,0,1,2,0,0.0386613333333333,0,0,0,0,0,0,0.385642,0.749588518053966
"ACTN1","Actn1",23.980828,10.2768,8.384307,975,632,532,14.2139783333333,97.368685,90.347999,62.458246,3154,2333,1894,0.038345,14.652141950251
"ACTN2","Actn2",7.314407,4.876111,3.283167,131,173,86,5.157895,978.395053,817.138475,753.753803,32985,24389,21981,0.0289636666666667,5.98456019341143
"ACTN3","Actn3",0.23681,0.335929,0.780729,10,26,29,0.451156,0.251983,0.266257,0.25194,16,16,15,19.7960553333333,0.0697803490488885
"ACTN4","Actn4",63.1012,34.865722,27.396091,1672,1722,1634,41.787671,80.761957,61.78139,43.622584,1727,1358,1104,10.056911,3.86976715286937
"ACTR10","Actr10",99.732217,132.025899,140.933302,1514,2604,2580,124.230472666667,123.432299,114.333934,91.069828,961,968,829,0.167061333333333,107.304105696816
"ACTR1A","Actr1a",63.002197,75.013199,66.463893,2349,4256,4010,68.159763,64.377145,42.659304,39.165459,3101,2292,2094,6.76042366666667,8.91185403924038
"ACTR1B","Actr1b",137.315193,170.468768,166.570017,3046,5855,5218,158.117992666667,19.202777,14.33055,13.258617,779,576,553,23.1362953333333,6.59247786245462
"ACTR2","Actr2",92.32534,56.271803,49.74149,4892,5093,4363,66.1128776666667,26.040333,13.291404,11.523641,1146,882,773,0.0124123333333333,66.2900633042466
"ACTR3","Actr3",106.79007,92.095801,94.22518,2418,3617,3248,97.7036836666667,38.861514,29.33901,25.230379,1098,1075,941,3.04894366666667,24.3776381675188
"ACTR3B","Actr3b",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,7.030276,2.889677,2.312428,129,80,93,9.97227333333333,3.77662231649351
"ACTR5","Actr5",1.655298,3.488506,3.028739,57,111,87,2.724181,1.163629,0.795908,0.976133,62,40,49,41.34413,0.0879503487260218
"ACTR6","Actr6",11.018148,8.613238,9.329918,181,284,298,9.653768,7.680683,7.620821,3.561405,89,134,72,326.973199333333,0.0324836542182586
"ACTR8","Actr8",23.439745,26.829135,21.342911,523,1009,917,23.870597,17.708309,15.074514,11.257858,360,281,217,17.617044,1.33590472257572
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0,0,0,0,6.09144166666667,0.141015049831193
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,41.7767896666667,0.023377163358737
"ACTRT3","Actrt3",0.363621,0.493898,0.649441,10,24,32,0.50232,0.448872,0.581869,0.461129,14,18,14,22.0608373333333,0.0651459432406849
"ACVR1","Acvr1",10.711349,6.741105,6.615735,444,439,393,8.02272966666667,7.233818,5.194846,4.253429,358,289,222,3.75857966666667,1.89609721780428
"ACVR1B","Acvr1b",24.009448,11.368391,10.09028,1603,1375,1234,15.1560396666667,7.139766,4.870088,4.743164,614,453,436,17.4317896666667,0.876531251649663
"ACVR1C","Acvr1c",3.314034,1.219423,0.718173,468,213,168,1.75054333333333,0.00775,0.013681,0,1,2,0,8.57713666666667,0.287198922712112
"ACVR2A","Acvr2a",12.514011,5.744765,5.341047,825,707,544,7.86660766666667,2.344089,1.398215,1.171016,115,94,85,0.728030666666667,5.13104763572869
"ACVR2B","Acvr2b",1.929773,0.686498,0.67679,71,29,40,1.097687,1.1158,1.888897,1.517997,261,178,121,15.4606316666667,0.127436604042838
"ACVRL1","Acvrl1",12.582997,20.940623,17.187393,229,362,348,16.903671,1.239071,1.061599,0.85141,40,22,30,9.98287933333333,1.63014364964039
"ACY1","Acy1",6.602693,9.864639,8.338537,74,156,177,8.268623,29.01427,20.193338,18.22011,288,174,168,3.01667433333333,2.30753659142393
"ACY3","Acy3",1.108628,1.280322,1.709566,12,37,47,1.366172,0,0,0.038868,0,0,1,9.03709033333333,0.235742822015052
"ACYP1","Acyp1",15.402887,21.43491,22.59737,97,235,240,19.8117223333333,12.321627,16.716988,15.356579,78,114,101,0.150335,18.0918796118812
"ACYP2","Acyp2",14.525832,16.757983,20.208801,131,261,297,17.1642053333333,14.923638,15.092443,14.910934,179,179,196,2.079947,5.89757074824123
"ADA","Ada",0.60434,1.298299,0.401885,14,35,17,0.768174666666667,4.945909,4.204043,4.670719,124,113,122,0.207186333333333,1.46470732631996
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.426819666666667,0.700859417179326
"ADAD2","Adad2",0,0.020208,0.019589,0,1,1,0.0132656666666667,0,0,0,0,0,0,1.13278266666667,0.4750909140922
"ADAL","Adal",8.868136,6.54983,6.090581,222,329,298,7.16951566666667,13.118704,10.233636,7.871906,497,431,361,23.5231943333333,0.333134238371312
"ADAM10","Adam10",20.699286,11.778541,9.67486,1332,1439,1149,14.0508956666667,24.348027,13.702235,11.245455,536,434,351,19.9239043333333,0.719315832594851
"ADAM11","Adam11",48.344554,24.285039,26.595301,1655,1785,1743,33.0749646666667,11.764671,7.939555,6.243467,981,771,582,2.53131366666667,9.64937354285813
"ADAM12","Adam12",0.827122,0.27961,0.555161,52,33,50,0.553964333333333,0.692991,0.787749,1.408243,57,72,53,0.0601496666666667,1.46579712487136
"ADAM15","Adam15",46.208836,42.61884,40.50396,861,1418,1393,43.1105453333333,11.532537,17.778786,12.695181,314,295,237,5.164414,7.15567535427266
"ADAM17","Adam17",6.531468,4.180438,3.7324,226,256,227,4.81476866666667,5.863159,4.842983,3.098865,292,270,199,22.4467326666667,0.247999102874291
"ADAM18","Adam18",2.352645,0.20333,0.237599,8,11,13,0.931191333333333,0.106287,0,0.174783,1,0,1,4.16303833333333,0.374041641501144
"ADAM19","Adam19",3.027888,1.231458,0.981498,298,143,177,1.746948,21.431505,16.071382,16.202989,2888,2073,1947,19.70054,0.132699340210449
"ADAM2","Adam2",0,0,0.029683,0,0,1,0.00989433333333333,0,0,0,0,0,0,2.053243,0.330761204834772
"ADAM20","Adam25",0,0,0,0,0,0,0,0.018165,0.036213,0.036804,1,2,2,0.0580373333333333,0.945146233025174
"ADAM21","Adam21",0.327239,0.201938,0.079843,14,15,6,0.203006666666667,0.092614,0.093693,0.038026,5,5,2,2.50665533333333,0.343063846404066
"ADAM22","Adam22",40.93577,14.501028,11.662182,3288,1921,1760,22.3663266666667,0.473128,0.221024,0.122401,42,22,22,3.91127866666667,4.75768700018108
"ADAM23","Adam23",41.066406,24.382817,23.376903,1931,2038,1906,29.6087086666667,41.864549,35.696454,23.789355,1340,1061,895,5.56176566666667,4.66470615099178
"ADAM28","Adam28",0.062589,0,0.012877,3,0,1,0.0251553333333333,0.222073,0,0.032833,7,0,4,0.566728,0.654328851806653
"ADAM29","Adam29",0,0,0,0,0,0,0,0.022632,0,0,1,0,0,26.218493,0.036739726920223
"ADAM32","Adam32",1.358671,0.216618,0.095814,5,2,5,0.557034333333333,1.741478,1.890163,5.623824,39,39,22,2.83886866666667,0.405597187226862
"ADAM33","Adam33",1.232301,1.066814,0.682982,34,39,24,0.994032333333333,0.151082,0.049411,0.215616,10,3,12,4.65078733333333,0.352876902935414
"ADAM3A","Adam3",0.994868,0.185508,0.178298,3,1,3,0.452891333333333,0.13521,0.063743,0.062082,3,1,1,11.144995,0.119628812801762
"ADAM5","Adam5",0,0.11194,0.211581,0,4,13,0.107840333333333,0,0,0,0,0,0,1.27382666666667,0.487214064982966
"ADAM7","Adam7",0.050089,0,0,2,0,0,0.0166963333333333,0,0,0,0,0,0,7.11613333333333,0.125268559741092
"ADAM8","Adam8",0.663245,0.992273,0.7227,23,26,20,0.792739333333333,1.440741,0.605901,0.327876,22,10,8,2.65351666666667,0.490688697191291
"ADAM9","Adam9",15.841952,8.76951,9.122416,925,905,798,11.244626,26.964509,19.212823,18.44891,1015,721,645,2.66716966666667,3.33898540645651
"ADAMDEC1","Adamdec1",0,0,0,0,0,0,0,0,0,0,0,0,0,27.0468703333333,0.0356546020327806
"ADAMTS1","Adamts1",2.782818,0.862728,1.160106,145,113,140,1.601884,7.164372,3.536363,3.442214,277,249,139,6.80706366666667,0.333273060281179
"ADAMTS10","Adamts10",4.399909,3.414722,3.055412,141,210,201,3.62334766666667,2.733393,2.863047,1.555908,70,54,46,9.13394966666667,0.456223665869796
"ADAMTS12","Adamts12",0.022268,0.044537,0.008392,3,3,2,0.0250656666666667,9.689995,10.514763,8.128071,421,377,273,0.600302333333333,0.640545005350031
"ADAMTS13","Adamts13",1.956722,1.346145,0.758726,13,19,12,1.35386433333333,3.498026,3.363595,2.00095,170,115,87,4.927269,0.397124600441339
"ADAMTS15","Adamts15",1.37491,0.984475,0.552745,123,71,93,0.97071,5.729811,5.379448,3.798096,751,656,463,1.73898566666667,0.719503582652313
"ADAMTS16","Adamts16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,0.036176,0.066894,0.143115,4,7,12,19.9254933333333,0.0586646463771145
"ADAMTS18","Adamts18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,0.121899,0.017094,0.017158,3,2,2,1.426194,0.516268965575987
"ADAMTS19","Adamts19",0.194895,0.091705,0.075239,14,10,9,0.120613,2.13328,0.847573,1.17336,96,45,53,4.06728633333333,0.22114657161338
"ADAMTS2","Adamts2",2.38449,9.5115,1.519395,183,164,225,4.471795,0.115833,0.086629,0.03467,13,8,5,2.95041266666667,1.38511984992623
"ADAMTS20","Adamts20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0.194401,0.034761,0.182112,12,3,3,91.4967046666667,0.022265921156384
"ADAMTS4","Adamts4",5.699625,2.281185,3.050056,376,274,376,3.67695533333333,0.02932,0.026379,0.464571,6,6,4,6.78070133333333,0.601096884839516
"ADAMTS5","Adamts5",0.251188,0.214129,0.12924,42,63,37,0.198185666666667,0.014722,0,0,1,0,0,3.28320166666667,0.27974066128881
"ADAMTS7","Adamts7",0,0.027061,0.079894,0,3,7,0.0356516666666667,5.459603,4.568133,3.862321,514,375,312,0.0611696666666667,0.975952950030925
"ADAMTS8","Adamts8",1.065953,0.548142,0.553996,53,51,53,0.722697,0.317805,0.100515,0.182645,24,7,13,0.0121673333333333,1.70198834053131
"ADAMTSL1","Adamtsl1",1.938662,0.936835,0.857687,151,81,101,1.24439466666667,2.699594,2.503845,1.528651,224,163,120,34.5146873333333,0.0631962389419694
"ADAMTSL2","Adamtsl2",6.160742,7.833362,8.501026,67,114,117,7.49837666666667,0.864767,0.719934,0.473671,77,57,38,8.05587633333333,0.938437800368961
"ADAMTSL4","Adamtsl4",4.354472,8.353508,5.544521,110,147,216,6.084167,12.635359,12.932216,10.354914,763,595,511,26.473562,0.257853968844666
"ADAP2","Adap2",1.978714,1.077312,1.125662,48,48,51,1.393896,3.159636,0.302603,0.075168,8,6,4,0.362491,1.75699949577649
"ADAR","Adar",44.154559,18.973492,18.319703,3062,2871,2715,27.1492513333333,31.090188,13.016808,8.388818,1562,1005,859,44.516069,0.618446450929964
"ADARB1","Adarb1",44.261493,26.110383,23.114212,4259,4277,4114,31.1620293333333,19.742685,2.826503,2.675535,369,269,279,44.1868456666667,0.711756460510333
"ADARB2","Adarb2",5.902871,2.138354,3.292197,348,275,274,3.77780733333333,0.115823,0.022508,0.083771,3,4,2,12.5098043333333,0.353654813604135
"ADAT1","Adat1",1.509519,1.346473,0.997993,63,98,81,1.28466166666667,12.085066,7.251189,8.024499,134,77,60,2.451129,0.662004134492413
"ADAT2","Adat2",2.114458,1.637674,1.797428,41,58,65,1.84985333333333,0.527551,0.654778,0.610782,63,65,57,27.8647833333333,0.0987311527830626
"ADAT3","Adat3",1.125383,0.468138,0.877987,5,16,10,0.823836,0.613159,0.450686,0.803128,20,11,23,1.174119,0.838885084027139
"ADCK1","Adck1",11.74457,13.920957,13.356394,367,795,788,13.007307,6.62267,6.828834,4.626745,191,206,136,3.44066566666667,3.15432596179086
"ADCK2","Adck2",22.03558,27.324204,24.517113,209,401,418,24.6256323333333,8.450675,6.860918,7.832185,216,169,177,23.0130923333333,1.06715253402668
"ADCK5","Adck5",34.360221,31.261416,28.953374,90,182,213,31.5250036666667,4.110263,2.199273,1.452022,128,66,57,29.7708966666667,1.05700539113311
"ADCY1","Adcy1",73.475865,16.564693,18.638468,13972,5664,6473,36.226342,0.4447,0.546407,0.45112,108,68,50,11.0456536666667,3.09043768234966
"ADCY10","Adcy10",0.270517,0.081949,0.049085,7,4,5,0.133850333333333,0.095948,0.039473,0.019977,1,4,2,25.735917,0.0424092554346774
"ADCY2","Adcy2",30.508851,22.13851,19.184526,1856,2399,2121,23.9439623333333,0.17816,0.66433,0.071804,11,16,10,0.306359666666667,19.0942532671579
"ADCY3","Adcy3",17.107358,10.657919,9.003626,840,954,871,12.256301,0.989079,0.854518,0.47374,27,19,13,0.281238,10.3464781718931
"ADCY4","Adcy4",0.968863,2.256381,3.309353,52,62,60,2.178199,0.32983,0.401649,0.214958,5,3,3,13.106424,0.225301536378036
"ADCY5","Adcy5",28.669659,14.846082,11.291118,2748,2228,2003,18.268953,29.485628,24.648613,19.357219,2001,1890,1434,4.10225266666667,3.77655797524205
"ADCY6","Adcy6",18.557001,6.27736,7.069085,601,406,424,10.634482,52.569283,30.652688,27.231797,3885,2826,2457,7.463071,1.37473524681525
"ADCY7","Adcy7",1.379845,0.948447,1.147046,124,147,179,1.158446,1.115192,0.719433,0.654716,39,31,24,25.6021026666667,0.0811381726868007
"ADCY8","Adcy8",5.307575,2.838948,2.954949,565,543,575,3.70049066666667,0.108939,0,0.014524,9,0,1,0.565752666666667,3.00206460875685
"ADCY9","Adcy9",12.806736,3.568863,3.911956,875,440,491,6.76251833333333,3.831584,2.220177,1.998618,528,363,299,721.500758333333,0.0107439587347146
"ADCYAP1","Adcyap1",43.795172,25.800562,22.787378,321,412,422,30.7943706666667,0,0,0,0,0,0,15.5946036666667,1.91594637059827
"ADCYAP1R1","Adcyap1r1",33.74949,17.422351,18.614593,2887,2708,2873,23.2621446666667,0.006753,0,0,1,0,0,0.204278666666667,20.1466199960364
"ADD1","Add1",253.694691,174.468415,165.730906,5145,6497,5987,197.964670666667,153.183987,134.469754,126.62982,4224,3342,2845,8.32524566666667,21.3361318059288
"ADD2","Add2",38.882969,16.233037,14.787577,4692,3219,3236,23.3011943333333,5.559971,3.289912,3.736443,820,551,534,0.134467666666667,21.4207906028172
"ADD3","Add3",29.537118,20.470542,20.002425,1687,2085,1913,23.336695,179.187635,64.000519,43.576139,1088,803,587,41.1872083333333,0.576873795670686
"ADGB","Adgb",0.351565,0.119097,0.199078,22,12,21,0.223246666666667,0.054045,0.059068,0.038539,7,8,5,0.665349666666667,0.73452842436093
"ADGRA1","Adgra1",24.465321,10.666674,11.368228,1039,843,844,15.5000743333333,0,0,0,0,0,0,0,16.5000743333333
"ADGRA2","Adgra2",3.902165,1.785187,2.093774,210,225,234,2.59370866666667,1.052057,0.576,0.480785,151,82,66,4.73969233333333,0.626115209311161
"ADGRA3","Adgra3",52.927926,54.816909,38.034606,276,365,363,48.593147,26.061508,22.676209,17.139068,503,415,325,153.096408,0.321831946919879
"ADGRB1","Adgrb1",116.967881,51.678282,48.693815,3743,3334,3492,72.4466593333333,0,0.242985,0.016005,0,3,2,0.021755,71.8828479756236
"ADGRB2","Adgrb2",205.176993,145.993075,161.278149,3986,4733,4664,170.816072333333,15.420485,13.604855,10.864538,1003,721,599,6.886148,21.7870717533241
"ADGRB3","Adgrb3",23.137777,13.958923,12.481891,1407,1342,1228,16.526197,0.034338,0,0.364223,2,0,2,64.523714,0.267478687181865
"ADGRD1","Adgrd1",0.817857,0.182009,0.29662,65,26,43,0.432162,10.457535,3.538922,4.19323,275,217,185,0,1.432162
"ADGRE1","Adgre1",4.182009,2.250254,2.486847,71,114,111,2.97303666666667,0,0,0,0,0,0,0.0985993333333333,3.61645646972296
"ADGRE4P","Adgre4",0,0.023046,0.012,0,2,1,0.011682,0.01803,0,0.055881,1,0,3,0,1.011682
"ADGRE5","Adgre5",9.124305,4.220371,3.689004,167,194,206,5.67789333333333,5.268911,2.790159,3.153039,167,156,138,0.00570633333333333,6.64000326138942
"ADGRF1","Adgrf1",0,0,0,0,0,0,0,0.060606,0.230254,0.111599,5,8,4,20.632353,0.0462270562984988
"ADGRF2","Adgrf2",0.271127,0.046489,0.030539,10,3,2,0.116051666666667,0.023203,0.023839,0.039741,1,2,4,27.0254506666667,0.0398227910744748
"ADGRF4","Adgrf4",0.322525,0.256321,0.245318,14,19,17,0.274721333333333,0.063151,0.032288,0,4,2,0,0.666271333333333,0.7650142613828
"ADGRF5","Adgrf5",11.275438,4.829541,4.958625,761,453,556,7.02120133333333,0.145344,0.152902,0.153877,15,11,7,4.86772033333333,1.36700471011996
"ADGRG1","Adgrg1",85.067034,41.863466,48.512136,984,1061,1218,58.4808786666667,0.426519,0.391658,0.399369,9,5,9,8.67546966666667,6.14759600472797
"ADGRG2","Adgrg2",0.612248,0.27269,0.384423,44,33,44,0.423120333333333,0.154332,0.157483,0.118789,15,14,11,3.78798366666667,0.297227482884062
"ADGRG3","Adgrg3",0.151278,0.049381,0.038651,1,4,2,0.07977,0,0,0,0,0,0,1.40072833333333,0.449767674670951
"ADGRG4","Adgrg4",0.070088,0.081032,0.040318,1,2,1,0.0638126666666667,0,0,0.005261,0,0,1,12.7512506666667,0.077361157356063
"ADGRG5","Adgrg5",0,0.020966,0.041356,0,1,3,0.020774,0.081545,0,0.028829,2,0,2,4.290125,0.192958389452045
"ADGRG6","Adgrg6",0.706964,0.227842,0.152095,67,38,25,0.362300333333333,2.013663,1.199546,1.17163,175,144,91,6.661102,0.17782041452174
"ADGRG7","Adgrg7",0,0,0,0,0,0,0,0,0,0,0,0,0,14.2883583333333,0.0654092465781425
"ADGRL1","Adgrl1",148.500917,43.886538,54.139897,7399,4263,4809,82.175784,4.074955,3.683864,2.645567,442,348,298,7.640498,9.62627200422939
"ADGRL2","Adgrl2",24.087142,6.294176,6.52,1085,561,567,12.3004393333333,41.325873,22.437562,16.607941,907,657,457,1.59492933333333,5.12554972595272
"ADGRL3","Adgrl3",108.723366,33.419146,20.30024,1700,844,852,54.147584,4.87296,3.729253,3.553545,485,318,256,0.0321846666666667,53.4280209549066
"ADGRL4","Adgrl4",14.059239,15.353869,16.306351,355,584,489,15.2398196666667,1.349637,0.532718,0.359264,23,17,17,30.8156886666667,0.510434328070388
"ADGRV1","Adgrv1",1.061887,1.521293,1.641189,52,64,74,1.408123,2.169258,1.793583,1.284269,39,35,35,0,2.408123
"ADH1C","Adh1",0.285241,0.549182,0.68209,5,17,18,0.505504333333333,0,0,0,0,0,0,0.491077666666667,1.00967532878346
"ADH4","Adh4",0,0,0,0,0,0,0,0.029115,0,0,1,0,0,0.292025,0.773978831678954
"ADH5","Adh5",34.543682,40.629671,40.552519,506,1139,1129,38.5752906666667,78.39781,62.67658,56.457748,2080,1938,1702,2.16318666666667,12.5112093711405
"ADH7","Adh7",0.039374,0.418506,0.415077,2,5,8,0.290985666666667,0.120761,0,0,1,0,0,6.07253566666667,0.182535052138538
"ADHFE1","Adhfe1",10.146483,15.051984,14.42369,197,426,431,13.2073856666667,14.948092,14.215742,12.787038,254,182,182,7.65524133333333,1.64147770345244
"ADI1","Adi1",20.267311,20.491944,21.571207,372,685,773,20.7768206666667,29.09088,31.659375,27.77474,1125,1042,951,0.702947333333333,12.7877241065588
"ADIG","Adig",0,0,0,0,0,0,0,0,0,0,0,0,0,1.31212033333333,0.432503440925292
"ADIPOQ","Adipoq",0,0,0.033104,0,0,1,0.0110346666666667,0.034025,0.022496,0.028266,3,2,3,18.542822,0.0517343230505127
"ADIPOR1","Adipor1",19.249456,22.279618,20.76383,884,1838,1726,20.7643013333333,34.526107,31.357092,27.232321,1429,1268,1076,0.237137333333333,17.5924699278873
"ADIPOR2","Adipor2",23.438313,19.767939,14.843038,1376,2160,1673,19.3497633333333,9.189842,8.119334,7.344019,766,648,585,5.88950666666667,2.9537330200711
"ADK","Adk",56.705652,60.376516,55.663904,666,1354,1322,57.582024,11.915415,10.357807,7.022151,225,228,162,19.037665,2.92359533907768
"ADM","Adm",1.472719,1.50672,1.165264,17,38,29,1.38156766666667,12.326912,9.764378,11.025989,342,255,285,0.0303503333333333,2.31141543766182
"ADM2","Adm2",0.06019,0,0.031469,1,0,1,0.030553,0.032053,0.071322,0.011638,3,6,1,0.0723783333333333,0.960997595686846
"ADNP","Adnp",20.207349,3.567829,2.782489,1436,375,352,8.85255566666667,14.095506,12.815889,10.050779,1132,881,696,0.422004666666667,6.9286380682295
"ADNP2","Adnp2",5.170136,3.315508,2.893259,396,452,398,3.79296766666667,12.492528,2.990565,2.49652,399,306,259,5.565154,0.730061726909478
"ADO","Ado",14.29054,12.785446,12.317421,920,1503,1462,13.1311356666667,2.460041,2.781656,2.109367,172,194,148,4.10171566666667,2.76987911321597
"ADORA1","Adora1",47.408391,27.936659,26.511368,3304,3483,3281,33.9521393333333,5.806826,4.790978,3.967275,271,237,186,0,34.9521393333333
