"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"Ackr3","ACKR3",148,1.79854,188,2.11014,113,1.44671,1.78513,"ACKR3",3.231514,3.181414,3.449357,127,255,243,3.28742833333333,0.649603861211286
"Ackr4","ACKR4",337,1.22275,398,1.33378,359,1.37229,1.30960666667,"ACKR4",0.132857,0.125531,0.088747,4,6,5,0.115711666666667,2.0700748550656
"Acly","ACLY",18275,54.9188,19582,54.352,16975,53.7424,54.3377333333,"ACLY",44.180974,41.640376,34.502339,2485,3516,3246,40.1078963333333,1.34615823890818
"Acmsd","ACMSD",29,0.116711,23,0.0854939,20,0.0847981,0.0956676666667,"ACMSD",0.102752,0.079444,0,3,4,0,0.060732,1.03293543200988
"Aco1","ACO1",834,2.34254,844,2.18957,733,2.16905,2.23372,"ACO1",7.262014,5.414308,4.996443,412,554,518,5.89092166666667,0.469272494511499
"Aco2","ACO2",6267,22.7133,6891,23.0673,6195,23.654,23.1448666667,"ACO2",263.104087,251.75769,261.873345,6115,11826,11858,258.911707333333,0.0928964182276504
"Acod1","ACOD1",0,0,0,0,2,0.0340765,0.0113588333333,"ACOD1",0,0.073883,0.014681,0,5,1,0.0295213333333333,0.982358306319668
"Acot11","ACOT11",532,1.36608,514,1.21905,442,1.19572,1.26028333333,"ACOT11",21.802128,6.375834,9.361889,792,624,658,12.5132836666667,0.167263811600837
"Acot12","ACOT12",24,0.0834513,32,0.10277,24,0.0879179,0.0913797333333,"ACOT12",0.04416,0.076111,0.025569,2,6,2,0.0486133333333333,1.04078376522643
"Acot13","ACOT13",650,7.4219,781,8.23659,586,7.04926,7.56925,"ACOT13",187.035261,203.440437,207.538666,394,833,891,199.338121333333,0.0427739360984723
"Acot4","ACOT4",58,0.880576,49,0.687115,42,0.671787,0.746492666667,"ACOT4",0.670655,0.306245,0.31109,62,50,51,0.42933,1.22189603986973
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,0.621371314237955
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,0.621371314237955
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,0.621371314237955
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,0.621371314237955
"Acot6","ACOT6",247,3.5842,231,3.09601,234,3.5773,3.41917,"ACOT6",1.922866,1.41504,1.514438,91,121,132,1.617448,1.68835063772041
"Acot7","ACOT7",8577,14.204,9087,13.8992,8333,14.5385,14.2139,"ACOT7",174.61588,209.453191,230.233611,2449,5334,5637,204.767560666667,0.0739373103841464
"Acot8","ACOT8",518,6.63462,525,6.2107,458,6.1801,6.34180666667,"ACOT8",8.915559,7.038879,6.834587,102,183,184,7.59634166666667,0.854061756891158
"Acot9","ACOT9",1229,5.41724,1321,5.37804,1041,4.83416,5.20981333333,"ACOT9",8.656998,10.402593,11.574608,207,422,487,10.2113996666667,0.553883860887842
"Acox1","ACOX1",4446,25.4091,4575,24.1493,4005,24.1138,24.5574,"ACOX1",52.075992,36.160964,33.933861,2775,3505,3371,40.7236056666667,0.612540541298856
"Acox2","ACOX2",8,0.0366892,4,0.0169435,7,0.0338213,0.0291513333333,"ACOX2",0.425945,0.503412,0.569201,5,11,9,0.499519333333333,0.686320816581647
"Acox3","ACOX3",1340,6.43642,1479,6.56149,1216,6.15343,6.38378,"ACOX3",14.587127,10.948877,12.068161,399,504,521,12.5347216666667,0.545543542146477
"Acoxl","ACOXL",9,0.00490137,11,0.00553303,11,0.0063112,0.00558186666667,"ACOXL",0.094962,0.026312,0.051821,2,1,2,0.0576983333333333,0.950726530406436
"Acp2","ACP2",2450,33.9096,2551,32.6108,2179,31.773,32.7644666667,"ACP2",27.775885,13.88201,13.462821,1230,1605,1534,18.373572,1.74281060130264
"Acp4","ACP4",63,1.86927,57,1.56208,51,1.59421,1.67518666667,"ACP4",0,0,0,0,0,0,0,2.67518666667
"Acp5","ACP5",10,0.172742,15,0.239323,9,0.163789,0.191951333333,"ACP5",0.266159,0.463497,0.182784,5,15,6,0.304146666666667,0.913970310087567
"Acp6","ACP6",197,1.65071,181,1.40081,166,1.46541,1.50564333333,"ACP6",6.776354,4.322587,4.022952,116,152,143,5.040631,0.414798277420025
"Acpp","ACPP",14226,44.6079,15493,44.8704,12554,41.472,43.6501,"ACP3",0.029359,0.074966,0.1739,2,5,7,0.0927416666666667,40.8606181698938
"Acr","ACR",18,0.446288,21,0.480902,14,0.365691,0.430960333333,"ACR",0.186909,0.423882,0.312842,2,7,5,0.307877666666667,1.09410869976856
"Acrbp","ACRBP",106,1.21159,114,1.20351,95,1.14398,1.18636,"ACRBP",3.307852,1.573221,2.810081,32,37,54,2.563718,0.613505333474759
"Acsbg1","ACSBG1",1651,4.49609,1683,4.23318,1333,3.82439,4.18455333333,"ACSBG1",75.991695,72.124837,77.401997,1978,4020,4197,75.172843,0.0680630147063042
"Acsbg2","ACSBG2",1,0.00495164,1,0.00457345,2,0.0104333,0.00665279666667,"ACSBG2",0,0,0.028707,0,0,2,0.009569,0.997111437322927
"Acsf2","ACSF2",154,0.533889,179,0.573163,144,0.52594,0.544330666667,"ACSF2",10.926012,9.765954,9.224856,183,286,301,9.972274,0.140748459860463
"Acsf3","ACSF3",475,1.73899,459,1.55206,400,1.54279,1.61128,"ACSF3",6.485458,6.055549,5.885676,203,348,340,6.14222766666667,0.36561142011575
"Acsl1","ACSL1",1240,2.96023,1385,3.05385,1140,2.86716,2.96041333333,"ACSL1",42.346285,28.804089,28.573101,682,880,842,33.2411583333333,0.115662364420499
"Acsl3","ACSL3",2186,6.79675,2328,6.68542,1795,5.87976,6.45397666667,"ACSL3",155.549541,107.251119,90.126894,2978,3760,3462,117.642518,0.062827195446661
"Acsl4","ACSL4",3311,7.08403,3420,6.75838,2842,6.40604,6.74948333333,"ACSL4",36.923525,27.741878,18.657545,1487,1298,1009,27.774316,0.269319463000615
"Acsl5","ACSL5",2154,7.30228,2123,6.64749,1988,7.10024,7.01667,"ACSL5",90.630157,64.187729,63.662764,978,1441,1317,72.8268833333333,0.108587409328987
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",88.954339,98.112671,85.343388,3610,5149,4996,90.803466,0.12548981538453
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",88.954339,98.112671,85.343388,3610,5149,4996,90.803466,0.12548981538453
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",88.954339,98.112671,85.343388,3610,5149,4996,90.803466,0.12548981538453
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",88.954339,98.112671,85.343388,3610,5149,4996,90.803466,0.12548981538453
"Acsm1","ACSM1",0,0,0,0,1,0.00294677,0.000982256666667,"ACSM1",0,0,0,0,0,0,0,1.00098225666667
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.04055,0,0,4,0,0,0.0135166666666667,0.989883386229465
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.04055,0,0,4,0,0,0.0135166666666667,0.989883386229465
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.04055,0,0,4,0,0,0.0135166666666667,0.989883386229465
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.04055,0,0,4,0,0,0.0135166666666667,0.989883386229465
"Acsm3","ACSM3",167,0.974762,175,0.943442,134,0.824007,0.914070333333,"ACSM3",0.261954,2.557811,0.041191,2,4,3,0.953652,0.979739653394259
"Acsm4","ACSM4",3,0.0189742,4,0.0233667,1,0.00666325,0.0163347166667,"ACSM4",0.032515,0.018361,0,1,1,0,0.0169586666666667,0.999386454906755
"Acsm5","ACSM5",3,0.0178476,1,0.00549483,1,0.00626763,0.00987002,"ACSM5",0,0.103164,0.161887,0,6,8,0.0883503333333333,0.927890578125732
"Acss1","ACSS1",413,1.27195,383,1.08947,352,1.14211,1.16784333333,"ACSS1",9.943921,7.44783,6.344807,292,386,415,7.912186,0.243244848495083
"Acss2","ACSS2",2985,6.83564,3050,6.45103,2588,6.24371,6.51012666667,"ACSS2",18.226148,17.723046,18.224044,626,1144,1142,18.057746,0.394072135638181
"Acss3","ACSS3",116,0.0946835,98,0.0738817,107,0.0920119,0.0868590333333,"ACSS3",0.734858,0.60194,0.346877,48,65,38,0.561225,0.696157846135759
"Acta1","ACTA1",86,4.47468,109,5.23824,234,12.827,7.51330666667,"ACTA1",3.585673,4.303819,3.346984,66,151,119,3.745492,1.79397766694581
"Acta2","ACTA2",175,1.87308,231,2.28363,213,2.40183,2.18618,"ACTA2",15.624107,13.404868,15.517049,296,436,554,14.8486746666667,0.201037630402071
"Actb","ACTB",14586,621.945,16226,639.031,13863,622.754,627.91,"ACTB",1395.959313,1572.045538,1463.033274,8217,16340,16001,1477.01270833333,0.425510549709132
"Actbl2","ACTBL2",1,0.0567077,2,0.104753,0,0,0.0538202333333,"ACTBL2",0.024943,0,0.014532,1,0,1,0.0131583333333333,1.04013380600265
"Actc1","ACTC1",2,0.0495322,5,0.114373,8,0.208733,0.124212733333,"ACTC1",0,0,0,0,0,0,0,1.124212733333
"Actg1","ACTG1",52393,2850.29,54873,2757.2,47692,2733.41,2780.3,"ACTG1",669.163615,698.177045,673.971237,10977,21201,20212,680.437299,4.08152005192777
"Actg2","ACTG2",27,0.179386,28,0.171822,22,0.15399,0.168399333333,"ACTG2",0.611885,0.175024,0.099914,7,4,3,0.295607666666667,0.901815698836556
"Actl10","ACTL10",35,3.61913,32,3.0562,27,2.94133,3.20555333333,"ACTL10",0.254595,0.105854,0.077653,5,4,3,0.146034,3.66965843363286
"Actl6a","ACTL6A",490,3.6783,519,3.59843,473,3.74072,3.67248333333,"ACTL6A",5.337694,7.134668,7.305312,89,203,211,6.592558,0.615403047738325
"Actl6b","ACTL6B",697,6.73352,780,6.95983,740,7.53156,7.07497,"ACTL6B",38.475074,40.535358,35.640714,563,1196,1110,38.2170486666667,0.205904581668928
"Actn1","ACTN1",1788,2.98964,1957,3.0223,1883,3.31701,3.10965,"ACTN1",23.980828,10.2768,8.384307,975,632,532,14.2139783333333,0.270123297796204
"Actn2","ACTN2",64,0.13925,54,0.108518,88,0.201716,0.149828,"ACTN2",7.314407,4.876111,3.283167,131,173,86,5.157895,0.186724197148539
"Actn3","ACTN3",33,0.306811,57,0.48947,70,0.685644,0.493975,"ACTN3",0.23681,0.335929,0.780729,10,26,29,0.451156,1.0295068207691
"Actr10","ACTR10",2892,16.71,3037,16.2076,2593,15.7843,16.2339666667,"ACTR10",99.732217,132.025899,140.933302,1514,2604,2580,124.230472666667,0.137617995841736
"Actr1a","ACTR1A",8838,72.4331,9202,69.6562,8072,69.696,70.5951,"ACTR1A",63.002197,75.013199,66.463893,2349,4256,4010,68.159763,1.03521320626851
"Actr1b","ACTR1B",7815,74.3736,8497,74.6879,7110,71.2858,73.4491,"ACTR1B",137.315193,170.468768,166.570017,3046,5855,5218,158.117992666667,0.467886118673971
"Actr2","ACTR2",9563,29.3275,10050,28.467,8511,27.4983,28.4309333333,"ACTR2",92.32534,56.271803,49.74149,4892,5093,4363,66.1128776666667,0.438528854022268
"Actr3","ACTR3",7061,25.5921,6933,23.209,6101,23.2962,24.0324333333,"ACTR3",106.79007,92.095801,94.22518,2418,3617,3248,97.7036836666667,0.253611946417697
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3C",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,0.0933804151421014
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3B",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,0.0933804151421014
"Actr5","ACTR5",136,1.47364,120,1.20096,132,1.50685,1.39381666667,"ACTR5",1.655298,3.488506,3.028739,57,111,87,2.724181,0.642776671345995
"Actr8","ACTR8",967,5.35681,996,5.09605,945,5.51513,5.32266333333,"ACTR8",23.439745,26.829135,21.342911,523,1009,917,23.870597,0.254222419081054
"Actrt3","ACTRT3",4,0.216546,4,0.200007,1,0.0570339,0.1578623,"ACTRT3",0.363621,0.493898,0.649441,10,24,32,0.50232,0.770716159007402
"Acvr1","ACVR1",528,0.45907,554,0.444887,481,0.440589,0.448182,"ACVR1",10.711349,6.741105,6.615735,444,439,393,8.02272966666667,0.160503755903286
"Acvr1b","ACVR1B",1431,5.60614,1544,5.58684,1373,5.66681,5.61993,"ACVR1B",24.009448,11.368391,10.09028,1603,1375,1234,15.1560396666667,0.409749551039932
"Acvr1c","ACVR1C",40,0.0686439,34,0.0538909,34,0.0614702,0.061335,"ACVR1C",3.314034,1.219423,0.718173,468,213,168,1.75054333333333,0.385863762674768
"Acvr2a","ACVR2A",1316,2.29086,1281,2.05962,1112,2.03935,2.12994333333,"ACVR2A",12.514011,5.744765,5.341047,825,707,544,7.86660766666667,0.353003476752082
"Acvr2b","ACVR2B",98,0.462634,110,0.479622,88,0.437661,0.459972333333,"ACVR2B",1.929773,0.686498,0.67679,71,29,40,1.097687,0.695991505564462
"Acvrl1","ACVRL1",181,1.6707,241,2.05462,232,2.25607,1.99379666667,"ACVRL1",12.582997,20.940623,17.187393,229,362,348,16.903671,0.167216916947926
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",6.602693,9.864639,8.338537,74,156,177,8.268623,0.441104717856148
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",6.602693,9.864639,8.338537,74,156,177,8.268623,0.441104717856148
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",6.602693,9.864639,8.338537,74,156,177,8.268623,0.441104717856148
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",6.602693,9.864639,8.338537,74,156,177,8.268623,0.441104717856148
"Acy3","ACY3",34,1.53494,53,2.20995,49,2.33051,2.02513333333,"ACY3",1.108628,1.280322,1.709566,12,37,47,1.366172,1.27849257506639
"Acyp2","ACYP2",1322,1.4289,1372,1.36968,1226,1.39607,1.39821666667,"ACYP2",14.525832,16.757983,20.208801,131,261,297,17.1642053333333,0.132029814828673
"Ada","ADA",99,0.649547,112,0.678717,97,0.670489,0.666251,"ADA",0.60434,1.298299,0.401885,14,35,17,0.768174666666667,0.942356562059103
"Adad1","ADAD1",136,0.361421,177,0.434453,131,0.366767,0.387547,"ADAD1",0,0,0,0,0,0,0,1.387547
"Adal","ADAL",573,5.4719,583,5.14218,458,4.60779,5.07395666667,"ADAL",8.868136,6.54983,6.090581,222,329,298,7.16951566666667,0.743490423973726
"Adam10","ADAM10",3259,4.99665,3564,5.04693,3160,5.10418,5.04925333333,"ADAM10",20.699286,11.778541,9.67486,1332,1439,1149,14.0508956666667,0.401919823730313
"Adam11","ADAM11",6366,52.4894,6881,52.4024,6097,52.9621,52.6179666667,"ADAM11",48.344554,24.285039,26.595301,1655,1785,1743,33.0749646666667,1.57352963359492
"Adam12","ADAM12",94,0.0418104,96,0.0394387,77,0.036082,0.0391103666667,"ADAM12",0.827122,0.27961,0.555161,52,33,50,0.553964333333333,0.668683536923756
"Adam15","ADAM15",2021,27.3835,2149,26.8939,1833,26.1655,26.8143,"ADAM15",46.208836,42.61884,40.50396,861,1418,1393,43.1105453333333,0.630558969285319
"Adam17","ADAM17",810,2.50817,738,2.11068,688,2.24442,2.28775666667,"ADAM17",6.531468,4.180438,3.7324,226,256,227,4.81476866666667,0.565414869471448
"Adam2","ADAM2",804,2.47571,860,2.44589,730,2.36816,2.42992,"ADAM2",0,0,0.029683,0,0,1,0.00989433333333333,3.3963157201595
"Adam21","ADAM21",36,0.56491,42,0.608725,43,0.710868,0.628167666667,"ADAM21",0.327239,0.201938,0.079843,14,15,6,0.203006666666667,1.35341533158614
"Adam22","ADAM22",9686,5.08218,9704,4.70274,8864,4.89981,4.89491,"ADAM22",40.93577,14.501028,11.662182,3288,1921,1760,22.3663266666667,0.252282272866167
"Adam23","ADAM23",10688,11.0308,10762,10.2588,9879,10.7415,10.6770333333,"ADAM23",41.066406,24.382817,23.376903,1931,2038,1906,29.6087086666667,0.381493824534207
"Adam28","ADAM28",3,0.00934694,10,0.0287768,6,0.0196944,0.0192727133333,"ADAM28",0.062589,0,0.012877,3,0,1,0.0251553333333333,0.994261728141329
"Adam29","ADAM29",3,0.0129208,1,0.00397799,1,0.00453746,0.00714541666667,"ADAM29",0,0,0,0,0,0,0,1.00714541666667
"Adam33","ADAM33",44,0.516425,41,0.44446,35,0.432779,0.464554666667,"ADAM33",1.232301,1.066814,0.682982,34,39,24,0.994032333333333,0.734468866018221
"Adam7","ADAM7",46,0.196111,38,0.149631,29,0.130252,0.158664666667,"ADAM7",0.050089,0,0,2,0,0,0.0166963333333333,1.1396369089561
"Adam8","ADAM8",338,3.84863,269,2.82902,261,3.13093,3.26952666667,"ADAM8",0.663245,0.992273,0.7227,23,26,20,0.792739333333333,2.38156579000888
"Adamdec1","ADAMDEC1",2,0.0165857,3,0.0229784,0,0,0.0131880333333,"ADAMDEC1",0,0,0,0,0,0,0,1.0131880333333
"Adamts1","ADAMTS1",311,5.19759,379,5.85027,302,5.31732,5.45506,"ADAMTS1",2.782818,0.862728,1.160106,145,113,140,1.601884,2.4809176735012
"Adamts10","ADAMTS10",278,1.45874,312,1.51211,261,1.44284,1.47123,"ADAMTS10",4.399909,3.414722,3.055412,141,210,201,3.62334766666667,0.534510960059749
"Adamts12","ADAMTS12",73,0.0398333,89,0.0448547,67,0.0385161,0.0410680333333,"ADAMTS12",0.022268,0.044537,0.008392,3,3,2,0.0250656666666667,1.01561106491711
"Adamts13","ADAMTS13",41,0.175726,34,0.134594,15,0.067731,0.126017,"ADAMTS13",1.956722,1.346145,0.758726,13,19,12,1.35386433333333,0.47836954069712
"Adamts14","ADAMTS14",48,0.0976068,79,0.148375,49,0.104973,0.116984933333,"ADAMTS14",0.115884,0.04109,0.038793,9,6,5,0.0652556666666667,1.04856042383534
"Adamts15","ADAMTS15",623,4.15037,714,4.39331,623,4.37251,4.30539666667,"ADAMTS15",1.37491,0.984475,0.552745,123,71,93,0.97071,2.69212449658752
"Adamts16","ADAMTS16",50,0.0680682,58,0.0729284,39,0.0559349,0.0656438333333,"ADAMTS16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,0.868080325625319
"Adamts17","ADAMTS17",373,0.184704,385,0.176085,334,0.174244,0.178344333333,"ADAMTS17",10.756318,5.941493,9.121913,48,40,40,8.60657466666667,0.122660196190602
"Adamts18","ADAMTS18",42,0.0429962,41,0.0387667,39,0.0420619,0.0412749333333,"ADAMTS18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,0.831311656633036
"Adamts19","ADAMTS19",48,0.0342697,52,0.03429,46,0.0345996,0.0343864333333,"ADAMTS19",0.194895,0.091705,0.075239,14,10,9,0.120613,0.923054108183021
"Adamts2","ADAMTS2",332,0.250764,373,0.260214,307,0.244292,0.251756666667,"ADAMTS2",2.38449,9.5115,1.519395,183,164,225,4.471795,0.228765271116151
"Adamts20","ADAMTS20",370,0.294113,396,0.290739,373,0.312367,0.299073,"ADAMTS20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0.630763608360701
"Adamts3","ADAMTS3",662,0.498179,678,0.47125,599,0.474895,0.481441333333,"ADAMTS3",3.184083,1.077617,0.902162,144,97,82,1.72128733333333,0.544389897820296
"Adamts4","ADAMTS4",23,0.349399,23,0.322713,30,0.48013,0.384080666667,"ADAMTS4",5.699625,2.281185,3.050056,376,274,376,3.67695533333333,0.295936259387054
"Adamts5","ADAMTS5",1236,4.20182,1497,4.70041,1203,4.30853,4.40358666667,"ADAMTS5",0.251188,0.214129,0.12924,42,63,37,0.198185666666667,4.50980746723727
"Adamts6","ADAMTS6",258,0.191725,306,0.210027,269,0.210599,0.204117,"ADAMTS6",0.55841,0.189162,0.252862,62,33,47,0.333478,0.902989775609346
"Adamts7","ADAMTS7",489,1.68649,502,1.59909,397,1.44248,1.57602,"ADAMTS7",0,0.027061,0.079894,0,3,7,0.0356516666666667,2.48734210826999
"Adamts8","ADAMTS8",140,1.02126,180,1.21276,145,1.11434,1.11612,"ADAMTS8",1.065953,0.548142,0.553996,53,51,53,0.722697,1.228376203128
"Adamts9","ADAMTS9",577,0.524349,682,0.572432,625,0.598368,0.565049666667,"ADAMTS9",0.801112,0.279004,0.221261,75,23,48,0.433792333333333,1.09154556784978
"Adamtsl1","ADAMTSL1",164,0.0278428,180,0.0282252,141,0.0252193,0.0270957666667,"ADAMTSL1",1.938662,0.936835,0.857687,151,81,101,1.24439466666667,0.457627075095542
"Adamtsl2","ADAMTSL2",92,0.482358,105,0.50847,99,0.54684,0.512556,"ADAMTSL2",6.160742,7.833362,8.501026,67,114,117,7.49837666666667,0.177981755731389
"Adamtsl3","ADAMTSL3",315,0.175389,266,0.136794,256,0.150167,0.154116666667,"ADAMTSL3",0.364948,0.181688,0.105642,29,12,21,0.217426,0.947997386836654
"Adamtsl4","ADAMTSL4",210,2.78176,214,2.61824,180,2.51199,2.63733,"ADAMTSL4",4.354472,8.353508,5.544521,110,147,216,6.084167,0.513444982310553
"Adamtsl5","ADAMTSL5",289,4.82161,319,4.91563,337,5.92336,5.2202,"ADAMTSL5",2.686545,2.70172,5.340766,44,82,81,3.57634366666667,1.35920736139353
"Adap1","ADAP1",3913,11.2998,4218,11.2503,3835,11.6673,11.4058,"ADAP1",90.23531,112.334024,107.014026,1840,4188,4166,103.194453333333,0.119063919461356
"Adap2","ADAP2",59,0.368445,51,0.294161,59,0.388165,0.350257,"ADAP2",1.978714,1.077312,1.125662,48,48,51,1.393896,0.564041629210292
"Adar","ADAR",2293,9.26205,2361,8.80834,2147,9.13648,9.06895666667,"ADAR",44.154559,18.973492,18.319703,3062,2871,2715,27.1492513333333,0.357698915237106
"Adarb1","ADARB1",1982,2.41189,1950,2.19171,1810,2.32047,2.30802333333,"ADARB1",44.261493,26.110383,23.114212,4259,4277,4114,31.1620293333333,0.102854931790685
"Adarb2","ADARB2",274,0.0751522,298,0.0754922,242,0.0699279,0.0735241,"ADARB2",5.902871,2.138354,3.292197,348,275,274,3.77780733333333,0.224689700756735
"Adat1","ADAT1",309,1.88854,251,1.41689,258,1.66124,1.65555666667,"ADAT1",1.509519,1.346473,0.997993,63,98,81,1.28466166666667,1.1623413240633
"Adat2","ADAT2",96,1.42136,130,1.77775,74,1.15427,1.45112666667,"ADAT2",2.114458,1.637674,1.797428,41,58,65,1.84985333333333,0.860088706320559
"Adat3","ADAT3",51,1.65773,54,1.62118,35,1.19855,1.49248666667,"ADAT3",1.125383,0.468138,0.877987,5,16,10,0.823836,1.3666177587623
"Adck1","ADCK1",528,0.810018,591,0.83742,536,0.866303,0.837913666667,"ADCK1",11.74457,13.920957,13.356394,367,795,788,13.007307,0.131211064815457
"Adck5","ADCK5",190,1.51548,203,1.4955,168,1.41172,1.47423333333,"ADCK5",34.360221,31.261416,28.953374,90,182,213,31.5250036666667,0.0760717311114626
"Adcy1","ADCY1",2824,3.8108,3164,3.94351,2985,4.24365,3.99932,"ADCY1",73.475865,16.564693,18.638468,13972,5664,6473,36.226342,0.134295225676485
"Adcy10","ADCY10",28,0.047448,31,0.0485195,29,0.0517728,0.0492467666667,"ADCY10",0.270517,0.081949,0.049085,7,4,5,0.133850333333333,0.925383832257726
"Adcy2","ADCY2",1193,0.487918,1241,0.468784,1046,0.450694,0.469132,"ADCY2",30.508851,22.13851,19.184526,1856,2399,2121,23.9439623333333,0.058897298687657
"Adcy3","ADCY3",766,1.47831,790,1.40818,679,1.38054,1.42234333333,"ADCY3",17.107358,10.657919,9.003626,840,954,871,12.256301,0.18273146734749
"Adcy4","ADCY4",48,0.495381,52,0.495674,50,0.543641,0.511565333333,"ADCY4",0.968863,2.256381,3.309353,52,62,60,2.178199,0.475604370063989
"Adcy5","ADCY5",2046,2.10495,2244,2.13233,1902,2.06154,2.09960666667,"ADCY5",28.669659,14.846082,11.291118,2748,2228,2003,18.268953,0.160860149831182
"Adcy6","ADCY6",834,6.43874,803,5.72592,705,5.73413,5.96626333333,"ADCY6",18.557001,6.27736,7.069085,601,406,424,10.634482,0.598760076583556
"Adcy7","ADCY7",381,1.02736,402,1.00119,304,0.863602,0.964050666667,"ADCY7",1.379845,0.948447,1.147046,124,147,179,1.158446,0.909937365431889
"Adcy8","ADCY8",375,0.258437,431,0.274344,353,0.256296,0.263025666667,"ADCY8",5.307575,2.838948,2.954949,565,543,575,3.70049066666667,0.268700813645625
"Adcy9","ADCY9",1153,1.34584,1190,1.28294,1097,1.34901,1.32593,"ADCY9",12.806736,3.568863,3.911956,875,440,491,6.76251833333333,0.299636007300895
"Adcyap1","ADCYAP1",3192,65.8725,3117,59.4118,2703,58.7667,61.3503333333,"ADCYAP1",43.795172,25.800562,22.787378,321,412,422,30.7943706666667,1.96104945705588
"Adcyap1r1","ADCYAP1R1",100,0.313718,123,0.356402,129,0.426357,0.365492333333,"ADCYAP1R1",33.74949,17.422351,18.614593,2887,2708,2873,23.2621446666667,0.0562807761676991
"Add1","ADD1",9937,26.2991,10235,25.0189,9082,25.3228,25.5469333333,"ADD1",253.694691,174.468415,165.730906,5145,6497,5987,197.964670666667,0.133425362625182
"Add2","ADD2",12774,20.711,12777,19.1336,11569,19.7612,19.8686,"ADD2",38.882969,16.233037,14.787577,4692,3219,3236,23.3011943333333,0.858747916408992
"Add3","ADD3",1513,2.19557,1595,2.13778,1388,2.12198,2.15177666667,"ADD3",29.537118,20.470542,20.002425,1687,2085,1913,23.336695,0.129507176988083
