"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"Acer3","ACER3",1535,2.07495,1585,1.9789,1417,2.01796,2.02393666667,"ACER3",5.509058,6.757561,6.453785,157,709,365,6.24013466666667,0.417663041627126
"Ache","ACHE",1971,44.0295,2243,46.2787,1766,41.5616,43.9566,"ACHE",62.86421,90.196685,78.823217,529,2718,1405,77.294704,0.574197202405925
"Acin1","ACIN1",2198,7.61988,2253,7.214,1930,7.0489,7.29426,"ACIN1",53.375948,57.667286,55.722878,628,2276,1280,55.588704,0.146570948152479
"Ackr1","ACKR1",3242,269.806,3228,248.123,2902,254.437,257.455333333,"ACKR1",233.645771,184.25091,183.13379,246,1171,640,200.343490333333,1.28365378441148
"Ackr2","ACKR2",9,0.109818,13,0.14651,5,0.0642753,0.106867766667,"ACKR2",0.05344,0.027932,0.673087,1,2,1,0.251486333333333,0.884442552176226
"Ackr3","ACKR3",148,1.79854,188,2.11014,113,1.44671,1.78513,"ACKR3",2.177535,2.34772,3.084983,44,180,134,2.536746,0.787483749186399
"Ackr4","ACKR4",337,1.22275,398,1.33378,359,1.37229,1.30960666667,"ACKR4",1.74279,0.892203,0.91059,13,41,19,1.181861,1.05854894820064
"Acly","ACLY",18275,54.9188,19582,54.352,16975,53.7424,54.3377333333,"ACLY",62.900693,84.057985,88.066181,1466,6929,3937,78.3416196666667,0.697461604209584
"Acmsd","ACMSD",29,0.116711,23,0.0854939,20,0.0847981,0.0956676666667,"ACMSD",0,0.12895,0.079902,0,6,3,0.0696173333333333,1.0243548159903
"Aco1","ACO1",834,2.34254,844,2.18957,733,2.16905,2.23372,"ACO1",6.130113,9.373893,10.179954,158,755,490,8.56132,0.338208531876352
"Aco2","ACO2",6267,22.7133,6891,23.0673,6195,23.654,23.1448666667,"ACO2",282.147415,284.798699,303.885091,2956,11701,6722,290.277068333333,0.0828931257955019
"Acod1","ACOD1",0,0,0,0,2,0.0340765,0.0113588333333,"ACOD1",0,0.015449,0,0,1,0,0.00514966666666667,1.00617735534572
"Acot11","ACOT11",532,1.36608,514,1.21905,442,1.19572,1.26028333333,"ACOT11",18.795607,22.115918,27.499553,496,1856,1128,22.8036926666667,0.0949551552770286
"Acot12","ACOT12",24,0.0834513,32,0.10277,24,0.0879179,0.0913797333333,"ACOT12",0.049362,0.069376,0.069691,1,3,3,0.0628096666666667,1.02688163982949
"Acot13","ACOT13",650,7.4219,781,8.23659,586,7.04926,7.56925,"ACOT13",91.817633,140.443014,291.317742,173,570,376,174.526129666667,0.0488203666102218
"Acot4","ACOT4",58,0.880576,49,0.687115,42,0.671787,0.746492666667,"ACOT4",0.107848,1.515178,1.377756,5,43,25,1.00026066666667,0.873132535059764
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0.262587,0.519585,0.226514,2,16,4,0.336228666666667,0.85682640146921
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0.262587,0.519585,0.226514,2,16,4,0.336228666666667,0.85682640146921
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0.262587,0.519585,0.226514,2,16,4,0.336228666666667,0.85682640146921
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0.262587,0.519585,0.226514,2,16,4,0.336228666666667,0.85682640146921
"Acot6","ACOT6",247,3.5842,231,3.09601,234,3.5773,3.41917,"ACOT6",1.879721,2.153377,2.397557,42,175,111,2.14355166666667,1.40578888741026
"Acot7","ACOT7",8577,14.204,9087,13.8992,8333,14.5385,14.2139,"ACOT7",251.136288,215.300178,179.593733,1118,4564,2557,215.343399666667,0.0703229219076754
"Acot8","ACOT8",518,6.63462,525,6.2107,458,6.1801,6.34180666667,"ACOT8",10.297145,8.541505,9.081612,50,177,114,9.306754,0.712329669134434
"Acot9","ACOT9",1229,5.41724,1321,5.37804,1041,4.83416,5.20981333333,"ACOT9",5.697424,9.097912,8.198204,61,348,179,7.66451333333333,0.716694994217409
"Acox1","ACOX1",4446,25.4091,4575,24.1493,4005,24.1138,24.5574,"ACOX1",43.253675,46.046219,46.908816,1058,3903,2410,45.4029033333333,0.550771571692605
"Acox2","ACOX2",8,0.0366892,4,0.0169435,7,0.0338213,0.0291513333333,"ACOX2",0.063548,0.608585,0.661379,1,12,5,0.444504,0.71246000934113
"Acox3","ACOX3",1340,6.43642,1479,6.56149,1216,6.15343,6.38378,"ACOX3",9.973444,19.362258,19.637784,198,866,525,16.3244953333333,0.426204622872516
"Acoxl","ACOXL",9,0.00490137,11,0.00553303,11,0.0063112,0.00558186666667,"ACOXL",0.106043,0.028109,0.049084,1,2,1,0.0610786666666667,0.947697751596178
"Acp2","ACP2",2450,33.9096,2551,32.6108,2179,31.773,32.7644666667,"ACP2",27.545288,17.097309,16.681153,483,1845,1102,20.44125,1.57474338794147
"Acp4","ACP4",63,1.86927,57,1.56208,51,1.59421,1.67518666667,"ACP4",0.146144,0,0,1,0,0,0.0487146666666667,2.55091947476339
"Acp5","ACP5",10,0.172742,15,0.239323,9,0.163789,0.191951333333,"ACP5",0,0.131785,0.116811,0,4,2,0.0828653333333333,1.10073828817095
"Acp6","ACP6",197,1.65071,181,1.40081,166,1.46541,1.50564333333,"ACP6",3.569569,7.034978,8.482897,33,199,122,6.36248133333333,0.340325933593312
"Acpp","ACPP",14226,44.6079,15493,44.8704,12554,41.472,43.6501,"ACP3",0.164336,0.304189,0.092433,5,17,6,0.186986,37.6163661576463
"Acr","ACR",18,0.446288,21,0.480902,14,0.365691,0.430960333333,"ACR",0.262898,0.331001,0.321071,1,11,6,0.30499,1.09652973075119
"Acrbp","ACRBP",106,1.21159,114,1.20351,95,1.14398,1.18636,"ACRBP",4.871569,6.490464,4.630272,25,115,59,5.33076833333333,0.345354605457315
"Acsbg1","ACSBG1",1651,4.49609,1683,4.23318,1333,3.82439,4.18455333333,"ACSBG1",94.207837,117.349815,128.950509,1456,5807,3500,113.502720333333,0.0452788660237682
"Acsbg2","ACSBG2",1,0.00495164,1,0.00457345,2,0.0104333,0.00665279666667,"ACSBG2",0,0.015367,0.027109,0,1,1,0.0141586666666667,0.992598919432729
"Acsf2","ACSF2",154,0.533889,179,0.573163,144,0.52594,0.544330666667,"ACSF2",13.151681,17.421665,16.907815,103,469,261,15.8270536666667,0.0917766530766002
"Acsf3","ACSF3",475,1.73899,459,1.55206,400,1.54279,1.61128,"ACSF3",6.433811,7.398949,7.850011,91,401,238,7.22759033333333,0.317380896982758
"Acsl1","ACSL1",1240,2.96023,1385,3.05385,1140,2.86716,2.96041333333,"ACSL1",34.24096,29.027217,22.595622,239,1064,585,28.6212663333333,0.133701688805697
"Acsl3","ACSL3",2186,6.79675,2328,6.68542,1795,5.87976,6.45397666667,"ACSL3",164.82735,125.218524,133.505579,1233,3872,2280,141.183817666667,0.0524249298478184
"Acsl4","ACSL4",3311,7.08403,3420,6.75838,2842,6.40604,6.74948333333,"ACSL4",15.650734,15.820655,27.954734,343,1313,799,19.8087076666667,0.372415406928122
"Acsl5","ACSL5",2154,7.30228,2123,6.64749,1988,7.10024,7.01667,"ACSL5",23.386902,25.908157,26.057943,121,580,317,25.1176673333333,0.306944333798468
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",139.440799,134.120983,127.066489,2061,7719,4466,133.542757,0.0856263113442814
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",139.440799,134.120983,127.066489,2061,7719,4466,133.542757,0.0856263113442814
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",139.440799,134.120983,127.066489,2061,7719,4466,133.542757,0.0856263113442814
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",139.440799,134.120983,127.066489,2061,7719,4466,133.542757,0.0856263113442814
"Acsm1","ACSM1",0,0,0,0,1,0.00294677,0.000982256666667,"ACSM1",0,0,0,0,0,0,0,1.00098225666667
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,0.976688907089958
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,0.976688907089958
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,0.976688907089958
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,0.976688907089958
"Acsm3","ACSM3",167,0.974762,175,0.943442,134,0.824007,0.914070333333,"ACSM3",0.578683,7.953216,0.307985,1,9,5,2.946628,0.484988788741427
"Acsm4","ACSM4",3,0.0189742,4,0.0233667,1,0.00666325,0.0163347166667,"ACSM4",0,0,0,0,0,0,0,1.0163347166667
"Acsm5","ACSM5",3,0.0178476,1,0.00549483,1,0.00626763,0.00987002,"ACSM5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,0.527828424274661
"Acss1","ACSS1",413,1.27195,383,1.08947,352,1.14211,1.16784333333,"ACSS1",6.481707,7.349056,11.038161,90,441,254,8.28964133333333,0.233361359770833
"Acss2","ACSS2",2985,6.83564,3050,6.45103,2588,6.24371,6.51012666667,"ACSS2",21.66178,26.37256,25.142039,306,1411,776,24.3921263333333,0.295765961782064
"Acss3","ACSS3",116,0.0946835,98,0.0738817,107,0.0920119,0.0868590333333,"ACSS3",1.880805,1.868718,1.826704,43,165,88,1.85874233333333,0.380187826185093
"Acta1","ACTA1",86,4.47468,109,5.23824,234,12.827,7.51330666667,"ACTA1",0.383569,0.39472,0.53884,2,13,10,0.439043,5.91595016039826
"Acta2","ACTA2",175,1.87308,231,2.28363,213,2.40183,2.18618,"ACTA2",10.206045,9.622577,10.670508,95,326,175,10.1663766666667,0.285336962482309
"Actb","ACTB",14586,621.945,16226,639.031,13863,622.754,627.91,"ACTB",1341.615807,1028.725086,1137.997089,2783,10848,6712,1169.445994,0.537325090797825
"Actbl2","ACTBL2",1,0.0567077,2,0.104753,0,0,0.0538202333333,"ACTBL2",0,0.059496,0.105002,0,4,4,0.0548326666666667,0.999040195316887
"Actc1","ACTC1",2,0.0495322,5,0.114373,8,0.208733,0.124212733333,"ACTC1",0,0.029694,0,0,1,0,0.009898,1.11319433579728
"Actg1","ACTG1",52393,2850.29,54873,2757.2,47692,2733.41,2780.3,"ACTG1",421.073874,536.035053,489.351942,3202,14564,7993,482.153623,5.75655416331215
"Actg2","ACTG2",27,0.179386,28,0.171822,22,0.15399,0.168399333333,"ACTG2",0,0.312093,0.151151,0,9,2,0.154414666666667,1.01211407570446
"Actl10","ACTL10",35,3.61913,32,3.0562,27,2.94133,3.20555333333,"ACTL10",0.106591,0.285117,0.45635,1,10,9,0.282686,3.27870837705409
"Actl6a","ACTL6A",490,3.6783,519,3.59843,473,3.74072,3.67248333333,"ACTL6A",12.522326,10.655135,12.492026,71,254,145,11.889829,0.362493818446311
"Actl6b","ACTL6B",697,6.73352,780,6.95983,740,7.53156,7.07497,"ACTL6B",25.579593,21.634274,24.562795,168,689,394,23.925554,0.323963511503094
"Actn1","ACTN1",1788,2.98964,1957,3.0223,1883,3.31701,3.10965,"ACTN1",10.569857,10.026463,10.456415,149,708,399,10.3509116666667,0.362054619107687
"Actn2","ACTN2",64,0.13925,54,0.108518,88,0.201716,0.149828,"ACTN2",2.203623,1.072808,0.807368,6,43,15,1.36126633333333,0.486953963544138
"Actn3","ACTN3",33,0.306811,57,0.48947,70,0.685644,0.493975,"ACTN3",0.94982,0.762364,0.878581,7,27,21,0.863588333333333,0.801665782768548
"Actr10","ACTR10",2892,16.71,3037,16.2076,2593,15.7843,16.2339666667,"ACTR10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,0.129142182571101
"Actr1a","ACTR1A",8838,72.4331,9202,69.6562,8072,69.696,70.5951,"ACTR1A",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,1.05682172934428
"Actr1b","ACTR1B",7815,74.3736,8497,74.6879,7110,71.2858,73.4491,"ACTR1B",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,0.522366084695868
"Actr2","ACTR2",9563,29.3275,10050,28.467,8511,27.4983,28.4309333333,"ACTR2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,0.460855389166698
"Actr3","ACTR3",7061,25.5921,6933,23.209,6101,23.2962,24.0324333333,"ACTR3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,0.2969202874079
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3C",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,0.182148904324254
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3B",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,0.182148904324254
"Actr5","ACTR5",136,1.47364,120,1.20096,132,1.50685,1.39381666667,"ACTR5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,0.517655890185835
"Actr8","ACTR8",967,5.35681,996,5.09605,945,5.51513,5.32266333333,"ACTR8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,0.249745876063649
"Actrt3","ACTRT3",4,0.216546,4,0.200007,1,0.0570339,0.1578623,"ACTRT3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,0.599213529276804
"Acvr1","ACVR1",528,0.45907,554,0.444887,481,0.440589,0.448182,"ACVR1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,0.14285917686956
"Acvr1b","ACVR1B",1431,5.60614,1544,5.58684,1373,5.66681,5.61993,"ACVR1B",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,0.382092501109109
"Acvr1c","ACVR1C",40,0.0686439,34,0.0538909,34,0.0614702,0.061335,"ACVR1C",2.05229,1.570526,2.263541,113,369,271,1.962119,0.358302620522673
"Acvr2a","ACVR2A",1316,2.29086,1281,2.05962,1112,2.03935,2.12994333333,"ACVR2A",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,0.444193544922617
"Acvr2b","ACVR2B",98,0.462634,110,0.479622,88,0.437661,0.459972333333,"ACVR2B",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,0.487196500305449
"Acvrl1","ACVRL1",181,1.6707,241,2.05462,232,2.25607,1.99379666667,"ACVRL1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,0.163579994064859
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,0.323010667044298
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,0.323010667044298
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,0.323010667044298
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,0.323010667044298
"Acy3","ACY3",34,1.53494,53,2.20995,49,2.33051,2.02513333333,"ACY3",3.611599,3.53033,2.102148,18,73,30,3.081359,0.741207360913362
"Acyp2","ACYP2",1322,1.4289,1372,1.36968,1226,1.39607,1.39821666667,"ACYP2",28.481269,22.98424,24.737602,117,346,213,25.401037,0.0908379722610896
"Ada","ADA",99,0.649547,112,0.678717,97,0.670489,0.666251,"ADA",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,1.09093629175946
"Adad1","ADAD1",136,0.361421,177,0.434453,131,0.366767,0.387547,"ADAD1",0,0,0,0,0,0,0,1.387547
"Adal","ADAL",573,5.4719,583,5.14218,458,4.60779,5.07395666667,"ADAL",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,0.473584814156529
"Adam10","ADAM10",3259,4.99665,3564,5.04693,3160,5.10418,5.04925333333,"ADAM10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,0.264560935145618
"Adam11","ADAM11",6366,52.4894,6881,52.4024,6097,52.9621,52.6179666667,"ADAM11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,0.955416993917613
"Adam12","ADAM12",94,0.0418104,96,0.0394387,77,0.036082,0.0391103666667,"ADAM12",0.307239,0.758381,0.820879,16,87,66,0.628833,0.637947761782024
"Adam15","ADAM15",2021,27.3835,2149,26.8939,1833,26.1655,26.8143,"ADAM15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,0.55786386587734
"Adam17","ADAM17",810,2.50817,738,2.11068,688,2.24442,2.28775666667,"ADAM17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,0.287626488546186
"Adam2","ADAM2",804,2.47571,860,2.44589,730,2.36816,2.42992,"ADAM2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,3.09779972814593
"Adam21","ADAM21",36,0.56491,42,0.608725,43,0.710868,0.628167666667,"ADAM21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,1.24848249850755
"Adam22","ADAM22",9686,5.08218,9704,4.70274,8864,4.89981,4.89491,"ADAM22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,0.138900295005639
"Adam23","ADAM23",10688,11.0308,10762,10.2588,9879,10.7415,10.6770333333,"ADAM23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,0.167828709441774
"Adam28","ADAM28",3,0.00934694,10,0.0287768,6,0.0196944,0.0192727133333,"ADAM28",0,0.146549,0,0,7,0,0.0488496666666667,0.971800578983483
"Adam29","ADAM29",3,0.0129208,1,0.00397799,1,0.00453746,0.00714541666667,"ADAM29",0,0,0,0,0,0,0,1.00714541666667
"Adam33","ADAM33",44,0.516425,41,0.44446,35,0.432779,0.464554666667,"ADAM33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,0.645028044863707
"Adam7","ADAM7",46,0.196111,38,0.149631,29,0.130252,0.158664666667,"ADAM7",0,0,0.052884,0,0,1,0.017628,1.13859353974832
"Adam8","ADAM8",338,3.84863,269,2.82902,261,3.13093,3.26952666667,"ADAM8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,1.75302443926904
"Adamdec1","ADAMDEC1",2,0.0165857,3,0.0229784,0,0,0.0131880333333,"ADAMDEC1",0,0.033796,0,0,2,0,0.0112653333333333,1.00190128143089
"Adamts1","ADAMTS1",311,5.19759,379,5.85027,302,5.31732,5.45506,"ADAMTS1",5.081839,4.830322,5.651011,114,478,353,5.187724,1.04320425410054
"Adamts10","ADAMTS10",278,1.45874,312,1.51211,261,1.44284,1.47123,"ADAMTS10",17.667156,26.394146,23.52364,262,1217,708,22.528314,0.105032175276138
"Adamts12","ADAMTS12",73,0.0398333,89,0.0448547,67,0.0385161,0.0410680333333,"ADAMTS12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,0.993873613504819
"Adamts13","ADAMTS13",41,0.175726,34,0.134594,15,0.067731,0.126017,"ADAMTS13",0.045027,0,0,1,0,0,0.015009,1.10936651793235
"Adamts14","ADAMTS14",48,0.0976068,79,0.148375,49,0.104973,0.116984933333,"ADAMTS14",0.027831,0.051349,0.131896,1,7,8,0.0703586666666667,1.04356134828294
"Adamts15","ADAMTS15",623,4.15037,714,4.39331,623,4.37251,4.30539666667,"ADAMTS15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,2.17134246870752
"Adamts16","ADAMTS16",50,0.0680682,58,0.0729284,39,0.0559349,0.0656438333333,"ADAMTS16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,0.591764742467592
"Adamts17","ADAMTS17",373,0.184704,385,0.176085,334,0.174244,0.178344333333,"ADAMTS17",17.387976,4.829382,11.034687,9,54,33,11.084015,0.0975126506656107
"Adamts18","ADAMTS18",42,0.0429962,41,0.0387667,39,0.0420619,0.0412749333333,"ADAMTS18",1.909221,2.041644,2.904999,64,209,147,2.285288,0.316950883250814
"Adamts19","ADAMTS19",48,0.0342697,52,0.03429,46,0.0345996,0.0343864333333,"ADAMTS19",0,0.095458,0.144379,0,11,9,0.0799456666666667,0.957813402340889
"Adamts2","ADAMTS2",332,0.250764,373,0.260214,307,0.244292,0.251756666667,"ADAMTS2",3.397087,13.322657,5.885208,121,502,301,7.534984,0.146661864470631
"Adamts20","ADAMTS20",370,0.294113,396,0.290739,373,0.312367,0.299073,"ADAMTS20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,0.557565830417377
"Adamts3","ADAMTS3",662,0.498179,678,0.47125,599,0.474895,0.481441333333,"ADAMTS3",2.945839,2.973748,5.010465,68,282,188,3.64335066666667,0.319045758048785
"Adamts4","ADAMTS4",23,0.349399,23,0.322713,30,0.48013,0.384080666667,"ADAMTS4",9.775041,11.028643,11.048267,295,1260,709,10.617317,0.119139442150627
"Adamts5","ADAMTS5",1236,4.20182,1497,4.70041,1203,4.30853,4.40358666667,"ADAMTS5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,3.14754437033618
"Adamts6","ADAMTS6",258,0.191725,306,0.210027,269,0.210599,0.204117,"ADAMTS6",1.210118,1.102027,0.637601,54,191,66,0.983248666666667,0.60714373353081
"Adamts7","ADAMTS7",489,1.68649,502,1.59909,397,1.44248,1.57602,"ADAMTS7",0,0.028373,0.095552,0,4,3,0.0413083333333333,2.47383019758797
"Adamts8","ADAMTS8",140,1.02126,180,1.21276,145,1.11434,1.11612,"ADAMTS8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,1.40259726486949
"Adamts9","ADAMTS9",577,0.524349,682,0.572432,625,0.598368,0.565049666667,"ADAMTS9",0.388191,0.488374,0.496959,15,97,54,0.457841333333333,1.07353909570429
"Adamtsl1","ADAMTSL1",164,0.0278428,180,0.0282252,141,0.0252193,0.0270957666667,"ADAMTSL1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,0.325785454596985
"Adamtsl2","ADAMTSL2",92,0.482358,105,0.50847,99,0.54684,0.512556,"ADAMTSL2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,0.727586242835645
"Adamtsl3","ADAMTSL3",315,0.175389,266,0.136794,256,0.150167,0.154116666667,"ADAMTSL3",0.8204,0.296658,0.562892,14,39,21,0.559983333333333,0.739826280195515
"Adamtsl4","ADAMTSL4",210,2.78176,214,2.61824,180,2.51199,2.63733,"ADAMTSL4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,0.197662937936932
"Adamtsl5","ADAMTSL5",289,4.82161,319,4.91563,337,5.92336,5.2202,"ADAMTSL5",6.493737,13.686001,5.601469,43,180,91,8.59373566666667,0.648360577789528
"Adap1","ADAP1",3913,11.2998,4218,11.2503,3835,11.6673,11.4058,"ADAP1",57.708642,66.610485,62.776251,608,2283,1291,62.365126,0.195782771741036
"Adap2","ADAP2",59,0.368445,51,0.294161,59,0.388165,0.350257,"ADAP2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,0.572549080025148
"Adar","ADAR",2293,9.26205,2361,8.80834,2147,9.13648,9.06895666667,"ADAR",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,0.290271999497021
"Adarb1","ADARB1",1982,2.41189,1950,2.19171,1810,2.32047,2.30802333333,"ADARB1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,0.0620433637665848
"Adarb2","ADARB2",274,0.0751522,298,0.0754922,242,0.0699279,0.0735241,"ADARB2",5.717827,4.320395,4.413432,102,438,266,4.817218,0.184542525310208
"Adat1","ADAT1",309,1.88854,251,1.41689,258,1.66124,1.65555666667,"ADAT1",2.360033,2.695616,1.685081,43,174,72,2.24691,0.817871966475819
"Adat2","ADAT2",96,1.42136,130,1.77775,74,1.15427,1.45112666667,"ADAT2",2.124853,1.519941,2.052047,19,51,39,1.898947,0.845523104309944
"Adat3","ADAT3",51,1.65773,54,1.62118,35,1.19855,1.49248666667,"ADAT3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,1.393735639695
"Adck1","ADCK1",528,0.810018,591,0.83742,536,0.866303,0.837913666667,"ADCK1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,0.175838311214722
"Adck5","ADCK5",190,1.51548,203,1.4955,168,1.41172,1.47423333333,"ADCK5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,0.10297123057855
"Adcy1","ADCY1",2824,3.8108,3164,3.94351,2985,4.24365,3.99932,"ADCY1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,0.0498232446087654
"Adcy10","ADCY10",28,0.047448,31,0.0485195,29,0.0517728,0.0492467666667,"ADCY10",0.078405,0.066042,0.146193,1,9,5,0.09688,0.956573888362173
"Adcy2","ADCY2",1193,0.487918,1241,0.468784,1046,0.450694,0.469132,"ADCY2",11.964748,13.645702,13.86307,329,1413,814,13.15784,0.103768088917519
"Adcy3","ADCY3",766,1.47831,790,1.40818,679,1.38054,1.42234333333,"ADCY3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,0.178190294384501
"Adcy4","ADCY4",48,0.495381,52,0.495674,50,0.543641,0.511565333333,"ADCY4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,0.414210860341113
"Adcy5","ADCY5",2046,2.10495,2244,2.13233,1902,2.06154,2.09960666667,"ADCY5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,0.197045727487667
"Adcy6","ADCY6",834,6.43874,803,5.72592,705,5.73413,5.96626333333,"ADCY6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,0.413742740101834
"Adcy7","ADCY7",381,1.02736,402,1.00119,304,0.863602,0.964050666667,"ADCY7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,0.699427403101
"Adcy8","ADCY8",375,0.258437,431,0.274344,353,0.256296,0.263025666667,"ADCY8",4.232687,5.020218,4.886446,205,910,504,4.713117,0.221074706971168
"Adcy9","ADCY9",1153,1.34584,1190,1.28294,1097,1.34901,1.32593,"ADCY9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,0.266091751868418
"Adcyap1","ADCYAP1",3192,65.8725,3117,59.4118,2703,58.7667,61.3503333333,"ADCYAP1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,2.48329368293558
"Adcyap1r1","ADCYAP1R1",100,0.313718,123,0.356402,129,0.426357,0.365492333333,"ADCYAP1R1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,0.0427983886402294
"Add1","ADD1",9937,26.2991,10235,25.0189,9082,25.3228,25.5469333333,"ADD1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,0.148937461944841
