"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"Zdhhc3","ZDHHC3",2429,8.01349,2524,7.69092,2225,7.73336,7.81259,"ZDHHC3",4.648927,4.56304,5.822438,645,603,490,5.01146833333333,1.46596297465871
"Zdhhc4","ZDHHC4",458,5.56749,569,6.38853,438,5.60935,5.85512333333,"ZDHHC4",4.779421,3.582479,4.537196,122,115,82,4.29969866666667,1.29349303884888
"Zdhhc5","ZDHHC5",1822,10.3925,1857,9.78316,1748,10.5041,10.2265866667,"ZDHHC5",8.088861,8.801894,8.494642,1159,1122,939,8.461799,1.18651713767118
"Zdhhc6","ZDHHC6",2673,9.27258,2538,8.13183,2349,8.58477,8.66306,"ZDHHC6",3.203242,4.341257,4.639184,209,223,203,4.06122766666667,1.90923243062964
"Zdhhc7","ZDHHC7",932,7.02447,993,6.9126,861,6.83667,6.92458,"ZDHHC7",6.947874,9.04872,9.374732,287,281,255,8.45710866666667,0.837949555124776
"Zdhhc8","ZDHHC8",2429,26.2099,2807,27.9753,2457,27.931,27.3720666667,"ZDHHC8",2.842951,3.08462,3.971554,299,299,232,3.29970833333333,6.59860261840241
"Zdhhc9","ZDHHC9",2095,8.80962,2135,8.29212,2024,8.96659,8.68944333333,"ZDHHC9",3.708553,3.98302,4.705267,345,347,291,4.13228,1.88794129184885
"Zeb1","ZEB1",2358,1.99328,2499,1.95113,2265,2.01715,1.98718666667,"ZEB1",8.370629,5.458753,6.083238,613,581,469,6.63754,0.391118955405798
"Zeb2","ZEB2",2467,2.86251,2660,2.85072,2151,2.62943,2.78088666667,"ZEB2",5.345721,8.913021,12.875983,332,294,307,9.04490833333333,0.376398324524614
"Zer1","ZER1",1608,9.14098,1631,8.56358,1521,9.10919,8.93791666667,"ZER1",2.621701,3.0122,3.28529,344,353,309,2.97306366666667,2.50132328611984
"Zfand1","ZFAND1",426,5.81778,461,5.81491,418,6.01406,5.88225,"ZFAND1",6.087073,6.321785,7.07911,239,221,214,6.49598933333333,0.91812430540634
"Zfand2a","ZFAND2A",1750,20.3625,1806,19.4091,1579,19.3562,19.7092666667,"ZFAND2A",3.113293,2.492069,3.259987,170,153,126,2.95511633333333,5.23607017375553
"Zfand2b","ZFAND2B",336,17.4766,423,20.3214,361,19.782,19.1933333333,"ZFAND2B",2.196388,1.813592,2.655374,53,56,62,2.22178466666667,6.26774766862135
"Zfand3","ZFAND3",3424,2.57858,3597,2.50197,3130,2.48334,2.52129666667,"ZFAND3",16.291757,18.857703,20.310842,784,722,589,18.4867673333333,0.18070194026726
"Zfand4","ZFAND4",61,0.143275,85,0.184397,69,0.170739,0.166137,"ZFAND4",0.868857,0.40038,0.708654,54,15,17,0.659297,0.702789795919597
"Zfand5","ZFAND5",5079,54.1308,5378,52.9397,4462,50.1002,52.3902333333,"ZFAND5",20.503964,21.478149,16.930116,1434,1205,1024,19.6374096666667,2.58706078890973
"Zfand6","ZFAND6",2015,4.1046,1941,3.65188,1645,3.53026,3.76224666667,"ZFAND6",47.063744,119.827637,61.074216,565,532,453,75.9885323333333,0.0618565716521409
"Zfat","ZFAT",252,0.223382,257,0.210415,243,0.226933,0.220243333333,"ZFAT",0.336672,0.179,0.167449,41,21,18,0.227707,0.993920645017907
"Zfc3h1","ZFC3H1",2138,6.94016,1998,5.99035,1842,6.29935,6.40995333333,"ZFC3H1",4.463895,2.675975,2.595744,335,256,196,3.24520466666667,1.74548788931496
"Zfhx2","ZFHX2",1712,8.28737,1655,7.39956,1618,8.25155,7.97949333333,"ZFHX2",0.265864,0.297419,0.222691,95,87,59,0.261991333333333,7.11533676670521
"Zfhx3","ZFHX3",1791,0.2728,1757,0.247181,1742,0.279538,0.266506333333,"ZFHX3",0.312149,0.116931,0.233308,120,65,96,0.220796,1.03744305627885
"Zfhx4","ZFHX4",854,0.671703,859,0.624033,732,0.606561,0.634099,"ZFHX4",0.103769,0.018682,0.010967,8,8,3,0.0444726666666667,1.56452059699663
"Zfp1","ZFP1",337,1.89437,320,1.66142,298,1.7648,1.77353,"ZFP1",1.273207,1.094597,1.421156,63,56,46,1.26298666666667,1.22560598383258
"Zfp105","ZNF35",103,2.00912,111,1.99979,100,2.055,2.02130333333,"ZNF35",0.188409,0.368595,0.493751,11,20,16,0.350251666666667,2.23758533902692
"Zfp106","ZNF106",3918,10.6641,4012,10.0859,3649,10.4635,10.4045,"ZNF106",69.750856,76.729846,88.364493,11164,10218,9155,78.2817316666667,0.143847766190946
"Zfp11","ZNF345",126,1.26113,112,1.03539,84,0.885753,1.06075766667,"ZNF345",0.275845,0.347216,0.394425,36,42,37,0.339162,1.53884120567191
"Zfp112","AC245748.1",212,2.10399,232,2.12662,185,1.9343,2.05497,"ZNF112",0.657655,0.431635,0.454685,58,37,29,0.514658333333333,2.01693671290005
"Zfp112","AC245748.1",212,2.10399,232,2.12662,185,1.9343,2.05497,"",0.657655,0.431635,0.454685,58,37,29,0.514658333333333,2.01693671290005
"Zfp112","ZNF112",212,2.10399,232,2.12662,185,1.9343,2.05497,"ZNF112",0.657655,0.431635,0.454685,58,37,29,0.514658333333333,2.01693671290005
"Zfp112","ZNF112",212,2.10399,232,2.12662,185,1.9343,2.05497,"",0.657655,0.431635,0.454685,58,37,29,0.514658333333333,2.01693671290005
"Zfp114","ZNF233",63,1.20287,55,0.969923,52,1.04599,1.07292766667,"ZNF233",0.092577,0.021596,0.014669,1,2,1,0.0429473333333333,1.98756696567292
"Zfp12","ZNF12",590,6.69787,588,6.16534,513,6.13545,6.33288666667,"ZNF12",0.798672,0.897693,1.510916,87,101,85,1.06909366666667,3.5440090435748
"Zfp128","ZNF8",176,2.23067,173,2.02518,140,1.86937,2.04174,"ZNF8",0.257476,0.331058,0.40866,31,27,32,0.332398,2.2829064588809
"Zfp13","ZNF205",138,0.905889,181,1.09741,155,1.07194,1.02507966667,"ZNF205",0.397819,1.164416,0.543366,18,24,13,0.701867,1.18991652501047
"Zfp131","ZNF131",942,5.68832,924,5.15347,784,4.98762,5.27647,"ZNF131",8.74735,14.6273,3.120922,236,248,194,8.83185733333333,0.638380906801875
"Zfp14","ZFP14",315,3.25462,288,2.74838,264,2.87367,2.95889,"ZFP14",0.933818,0.660872,0.47148,64,51,33,0.688723333333333,2.34430940927762
"Zfp141","ZNF775",415,1.99078,366,1.62163,336,1.69808,1.77016333333,"ZNF775",0.830267,0.705259,0.594826,46,50,53,0.710117333333333,1.61986740870607
"Zfp142","ZNF142",912,6.12243,934,5.79123,796,5.62971,5.84779,"ZNF142",1.054647,0.73907,1.283049,175,133,122,1.02558866666667,3.38064194013724
"Zfp143","ZNF143",256,1.16255,288,1.20797,248,1.1865,1.18567333333,"ZNF143",1.139868,1.051877,1.006779,92,66,66,1.06617466666667,1.05783570411117
"Zfp146","ZNF146",633,11.583,602,10.1744,566,10.9114,10.8896,"ZNF146",4.099129,3.385593,4.417775,198,191,180,3.967499,2.39347808625628
"Zfp148","ZNF148",1564,1.96512,1665,1.93224,1368,1.81085,1.90273666667,"ZNF148",2.641392,2.488897,3.468742,502,395,436,2.86634366666667,0.750770473844755
"Zfp160","ZNF160",527,2.39391,552,2.31596,491,2.34976,2.35321,"ZNF665",1.515773,1.515272,1.661747,133,116,100,1.564264,1.30766956912393
"Zfp160","ZNF160",527,2.39391,552,2.31596,491,2.34976,2.35321,"ZNF160",1.515773,1.515272,1.661747,133,116,100,1.564264,1.30766956912393
"Zfp160","ZNF665",527,2.39391,552,2.31596,491,2.34976,2.35321,"ZNF665",1.515773,1.515272,1.661747,133,116,100,1.564264,1.30766956912393
"Zfp160","ZNF665",527,2.39391,552,2.31596,491,2.34976,2.35321,"ZNF160",1.515773,1.515272,1.661747,133,116,100,1.564264,1.30766956912393
"Zfp169","ZNF169",178,1.07061,186,1.03329,155,0.982175,1.02869166667,"ZNF169",0.98465,0.443662,0.337338,43,29,17,0.58855,1.27707133339838
"Zfp174","ZNF174",164,2.19188,154,1.90103,131,1.84454,1.97915,"ZNF174",0.248416,0.232555,0.230488,48,42,32,0.237153,2.40806917171926
"Zfp180","ZNF180",1670,10.0504,1652,9.1827,1464,9.2822,9.5051,"ZNF180",1.87637,1.787992,1.988175,233,217,156,1.884179,3.64231901001984
"Zfp182","ZNF182",473,2.19947,459,1.97135,391,1.91548,2.02876666667,"ZNF182",0.608516,0.501591,0.597214,59,41,38,0.569107,1.93024864886206
"Zfp185","ZNF185",153,0.537201,159,0.515629,164,0.606643,0.553157666667,"ZNF185",0.271135,0.056443,0.060672,6,6,5,0.129416666666667,1.37518571534007
"Zfp189","ZNF189",203,3.04655,189,2.61981,159,2.51393,2.72676333333,"ZNF189",0.796112,0.817055,0.633046,71,69,40,0.748737666666667,2.13111629283638
"Zfp2","ZFP2",619,5.50443,630,5.17437,509,4.76852,5.14910666667,"ZFP2",0.511638,0.859427,0.936088,50,50,43,0.769051,3.47593521423068
"Zfp202","ZNF202",76,0.554084,91,0.612771,97,0.745036,0.637297,"ZNF202",0.369469,0.421441,0.391474,45,44,34,0.394128,1.17442372579849
"Zfp207","ZNF207",2693,18.614,2662,16.9944,2198,16.0057,17.2047,"ZNF207",9.459761,9.667109,8.21742,637,578,424,9.11476333333333,1.79981472626316
"Zfp212","ZNF212",251,3.20269,243,2.86379,223,2.99771,3.02139666667,"ZNF212",0.76465,1.060416,0.925803,72,86,62,0.916956333333333,2.09780295812859
"Zfp213","ZNF213",166,3.44817,150,2.87784,142,3.10751,3.14450666667,"ZNF213",0.620463,0.735132,0.735914,56,65,47,0.697169666666667,2.44201080662138
"Zfp217","ZNF217",158,0.62145,137,0.497696,128,0.530399,0.549848333333,"ZNF217",0.754786,0.806015,1.052769,140,101,94,0.87119,0.82826882001988
"Zfp219","ZNF219",954,10.1023,929,9.0862,875,9.76167,9.65005666667,"ZNF219",3.973865,3.769734,3.059777,177,200,141,3.60112533333333,2.31466345624505
"Zfp236","ZNF236",1323,2.06808,1386,2.00108,1253,2.06349,2.04421666667,"ZNF236",5.027624,5.141506,6.613805,291,248,198,5.59431166666667,0.461642824990832
"Zfp239","ZNF239",229,3.17574,219,2.8051,203,2.96585,2.98223,"ZNF239",0.011082,0,0.015423,1,0,1,0.008835,3.94735511753656
"Zfp24","ZNF24",1692,23.6397,1598,20.6212,1401,20.6217,21.6275333333,"ZNF24",3.843056,4.475989,5.307139,407,356,382,4.54206133333333,4.08287313552527
"Zfp248","ZNF248",490,2.69594,533,2.70854,381,2.20843,2.53763666667,"ZNF248",0.412797,0.191329,0.188806,27,18,12,0.264310666666667,2.79807547301402
"Zfp251","ZNF251",753,5.89461,775,5.60346,642,5.29467,5.59758,"ZNF251",1.373368,1.211644,1.808673,175,151,138,1.46456166666667,2.67697907065286
"Zfp260","ZNF260",2077,25.0949,2194,24.4839,1794,22.8358,24.1382,"ZNF260",7.969069,7.055562,6.304345,418,379,301,7.10965866666667,3.0997852108531
"Zfp263","ZNF263",344,7.97132,352,7.53372,308,7.51911,7.67471666667,"ZNF263",1.098911,1.131916,1.654744,115,85,78,1.29519033333333,3.7795195198786
"Zfp266","ZNF266",1168,6.87985,1166,6.34351,1015,6.29863,6.50733,"ZNF266",2.609666,2.255488,3.838269,293,229,272,2.901141,1.92439340182782
"Zfp276","ZNF276",616,6.14808,576,5.30977,529,5.56235,5.6734,"ZNF276",1.511637,2.039975,1.217429,123,131,75,1.58968033333333,2.57692036893614
"Zfp277","ZNF277",377,0.447158,470,0.514888,382,0.47734,0.479795333333,"ZNF277",2.142698,1.762083,2.224648,152,117,112,2.043143,0.486272033004364
"Zfp28","ZFP28",202,2.30176,240,2.52589,213,2.55701,2.46155333333,"ZFP28",1.235851,1.497093,1.755426,47,66,64,1.49612333333333,1.3867717540653
"Zfp280b","ZNF280B",459,6.73037,483,6.54136,426,6.58082,6.61751666667,"ZNF280B",0.518693,0.444987,0.483807,86,68,58,0.482495666666667,5.13830619403947
"Zfp280c","ZNF280C",636,1.86674,631,1.71061,564,1.74401,1.77378666667,"ZNF280C",0.913917,0.672072,0.814224,61,50,46,0.800071,1.54093181139522
"Zfp280d","ZNF280D",1201,2.09638,1269,2.0459,1127,2.0725,2.07159333333,"ZNF280D",3.104716,5.160364,2.061558,168,170,102,3.44221266666667,0.691455714486279
"Zfp280d","ZNF280D",1201,2.09638,1269,2.0459,1127,2.0725,2.07159333333,"",3.104716,5.160364,2.061558,168,170,102,3.44221266666667,0.691455714486279
"Zfp280d","AC090517.4",1201,2.09638,1269,2.0459,1127,2.0725,2.07159333333,"ZNF280D",3.104716,5.160364,2.061558,168,170,102,3.44221266666667,0.691455714486279
"Zfp280d","AC090517.4",1201,2.09638,1269,2.0459,1127,2.0725,2.07159333333,"",3.104716,5.160364,2.061558,168,170,102,3.44221266666667,0.691455714486279
"Zfp281","ZNF281",563,16.9576,571,15.885,494,15.6757,16.1727666667,"ZNF281",1.140785,0.944656,1.16975,182,143,132,1.08506366666667,8.23608743523579
"Zfp282","ZNF282",373,1.85068,408,1.86972,324,1.6936,1.80466666667,"ZNF282",0.34919,0.391359,0.398386,64,70,53,0.379645,2.03289010337442
"Zfp286","AC005324.4",174,0.732158,170,0.660692,157,0.695984,0.696278,"",0.051785,0.153725,0.200801,4,10,1,0.135437,1.49394286076638
"Zfp286","AC005324.4",174,0.732158,170,0.660692,157,0.695984,0.696278,"ZNF286A",0.051785,0.153725,0.200801,4,10,1,0.135437,1.49394286076638
"Zfp286","ZNF286A",174,0.732158,170,0.660692,157,0.695984,0.696278,"",0.051785,0.153725,0.200801,4,10,1,0.135437,1.49394286076638
"Zfp286","ZNF286A",174,0.732158,170,0.660692,157,0.695984,0.696278,"ZNF286A",0.051785,0.153725,0.200801,4,10,1,0.135437,1.49394286076638
"Zfp287","ZNF287",481,2.36626,462,2.0992,401,2.07829,2.18125,"ZNF287",0.319217,0.317497,0.566604,25,23,36,0.401106,2.2705277116792
"Zfp292","ZNF292",780,1.51617,810,1.45423,725,1.48469,1.48503,"ZNF292",1.032588,0.814076,0.986646,347,253,238,0.944436666666667,1.27802054065359
"Zfp296","ZNF296",32,1.4738,35,1.48885,27,1.31007,1.42424,"ZNF296",0.020545,0.042567,0.270244,1,2,7,0.111118666666667,2.18180116375209
"Zfp3","ZFP3",177,3.15046,161,2.6468,149,2.79403,2.86376333333,"ZFP3",0.81374,0.937228,1.267171,51,57,56,1.00604633333333,1.92605886969211
"Zfp30","ZFP30",161,2.3343,168,2.24975,155,2.36759,2.31721333333,"ZFP30",0.911396,0.842301,0.993672,105,95,82,0.915789666666667,1.73151227979098
"Zfp316","ZNF316",421,3.21475,451,3.1808,421,3.38681,3.26078666667,"ZNF316",0.461471,0.357618,0.553738,74,74,53,0.457609,2.92313416469712
"Zfp317","ZNF317",732,4.11194,809,4.19739,710,4.20183,4.17038666667,"ZNF317",2.061949,2.11823,2.373179,203,183,162,2.18445266666667,1.62363432837019
"Zfp318","ZNF318",1550,6.46878,1489,5.73958,1433,6.30059,6.16965,"ZNF318",2.078172,1.916512,1.431947,204,169,138,1.808877,2.55249695874899
"Zfp319","ZNF319",481,8.35073,455,7.29602,407,7.4442,7.69698333333,"ZNF319",0.51825,0.710738,0.693358,131,174,125,0.640782,5.30051117901708
"Zfp322a","ZNF322",902,8.69232,861,7.6635,797,8.09155,8.14912333333,"ZNF322",2.222425,2.003978,2.452212,218,186,177,2.226205,2.83587786062262
"Zfp324","ZNF324",318,5.87647,283,4.83026,244,4.75032,5.15235,"ZNF324B",0.34713,0.381774,0.769165,52,54,36,0.499356333333333,4.10332745006802
"Zfp324","ZNF324",318,5.87647,283,4.83026,244,4.75032,5.15235,"ZNF324",0.34713,0.381774,0.769165,52,54,36,0.499356333333333,4.10332745006802
"Zfp324","ZNF324B",318,5.87647,283,4.83026,244,4.75032,5.15235,"ZNF324B",0.34713,0.381774,0.769165,52,54,36,0.499356333333333,4.10332745006802
"Zfp324","ZNF324B",318,5.87647,283,4.83026,244,4.75032,5.15235,"ZNF324",0.34713,0.381774,0.769165,52,54,36,0.499356333333333,4.10332745006802
"Zfp326","ZNF326",605,2.39215,589,2.15101,494,2.0578,2.20032,"ZNF326",2.319237,2.045825,2.712291,141,98,91,2.35911766666667,0.952726375666308
"Zfp329","ZNF329",854,9.54823,789,8.14773,710,8.3631,8.68635333333,"ZNF329",0.995088,0.899425,1.196993,170,95,74,1.030502,4.77042294631081
"Zfp330","ZNF330",506,7.44133,540,7.3348,449,6.95649,7.24420666667,"ZNF330",3.259412,3.91147,4.278397,159,154,124,3.81642633333333,1.71168540658742
"Zfp334","ZNF334",593,6.57609,560,5.73583,548,6.40232,6.23808,"ZNF334",0.228503,0.259305,0.174479,64,68,35,0.220762333333333,5.92914755178936
"Zfp335","ZNF335",648,5.06015,694,5.00544,650,5.34743,5.13767333333,"ZNF335",0.689189,0.644544,0.877005,113,102,102,0.736912666666667,3.5336683594512
"Zfp341","ZNF341",113,0.523151,146,0.624304,106,0.517009,0.554821333333,"ZNF341",0.230212,0.208403,0.323781,26,22,23,0.254132,1.23975891958183
"Zfp346","ZNF346",595,3.1289,605,2.93849,532,2.94734,3.00491,"ZNF346",3.614675,2.801879,4.425594,235,197,188,3.61404933333333,0.867981616725959
"Zfp354a","AC113348.2",153,1.75345,161,1.70421,145,1.75071,1.73612333333,"ZNF354A",0.309592,0.452581,0.325619,30,22,15,0.362597333333333,2.00802046679234
"Zfp354a","AC113348.2",153,1.75345,161,1.70421,145,1.75071,1.73612333333,"",0.309592,0.452581,0.325619,30,22,15,0.362597333333333,2.00802046679234
"Zfp354a","ZNF354A",153,1.75345,161,1.70421,145,1.75071,1.73612333333,"ZNF354A",0.309592,0.452581,0.325619,30,22,15,0.362597333333333,2.00802046679234
"Zfp354a","ZNF354A",153,1.75345,161,1.70421,145,1.75071,1.73612333333,"",0.309592,0.452581,0.325619,30,22,15,0.362597333333333,2.00802046679234
"Zfp354b","ZNF354B",157,2.48372,150,2.19174,99,1.65,2.10848666667,"ZNF354B",0.168659,0.218389,0.21655,13,12,10,0.201199333333333,2.58781917406159
"Zfp354c","ZNF354C",841,7.84487,869,7.48694,772,7.58667,7.63949333333,"ZNF354C",0.164979,0.264885,0.284041,30,32,30,0.237968333333333,6.97876763137183
"Zfp358","ZNF358",284,10.8277,324,11.4092,282,11.3268,11.1879,"ZNF358",3.014336,3.802788,3.501112,203,202,167,3.439412,2.7453861006818
"Zfp36","ZFP36",97,4.3387,119,4.9162,104,4.90078,4.71856,"ZFP36",3.008986,2.684222,2.497483,255,224,149,2.73023033333333,1.53303133827929
"Zfp362","ZNF362",392,1.84604,425,1.84859,341,1.69182,1.79548333333,"ZNF362",1.37507,1.280374,1.388841,125,114,88,1.348095,1.1905324670978
"Zfp365","ZNF365",2082,12.1666,2167,11.6961,2057,12.6639,12.1755333333,"ZNF365",0.056782,0.041875,0.078399,7,5,6,0.0590186666666667,12.4412663799127
"Zfp366","ZNF366",117,0.275837,102,0.222107,78,0.193734,0.230559333333,"ZNF366",1.180416,1.446454,1.42453,256,294,222,1.35046666666667,0.523538304450038
"Zfp367","ZNF367",1671,12.8489,1778,12.6274,1456,11.7949,12.4237333333,"ZNF367",3.954163,4.006298,3.595606,269,260,176,3.85202233333333,2.7666264520423
"Zfp369","ZNF274",1287,7.86186,1246,7.03007,1053,6.77671,7.22288,"ZNF274",2.260335,2.894067,3.374089,138,157,125,2.84283033333333,2.13979782783367
"Zfp36l1","ZFP36L1",433,12.7767,394,10.738,310,9.63689,11.05053,"ZFP36L1",21.91914,10.444595,28.498303,439,377,313,20.287346,0.566088886796879
"Zfp36l2","ZFP36L2",539,20.8259,477,17.0227,365,14.8577,17.5687666667,"ZFP36L2",2.593843,2.612666,2.858081,247,277,179,2.68819666666667,5.03464656169817
"Zfp37","ZFP37",362,1.35361,342,1.18115,328,1.29212,1.27562666667,"ZFP37",0.296243,0.407875,0.558753,20,25,19,0.420957,1.60147468689763
"Zfp382","ZNF382",383,4.56953,412,4.5401,390,4.90209,4.67057333333,"ZNF382",0.09403,0.11788,0.422935,6,7,12,0.211615,4.68017755915039
"Zfp383","ZNF383",165,2.98097,146,2.43625,137,2.60758,2.67493333333,"ZNF383",1.330536,1.113419,1.298527,115,82,78,1.247494,1.6351248694457
"Zfp384","ZNF384",744,4.0199,743,3.70788,680,3.87075,3.86617666667,"ZNF384",2.546816,2.719534,2.486749,210,223,167,2.58436633333333,1.35761141974142
"Zfp385b","ZNF385B",1340,0.508501,1308,0.458448,1325,0.529721,0.49889,"ZNF385B",0.810727,0.730355,1.06454,50,44,43,0.868540666666667,0.802171462863532
"Zfp385c","ZNF385C",19,0.0454296,26,0.0574187,24,0.0604562,0.0544348333333,"ZNF385C",0.010946,0,0.073946,1,0,1,0.0282973333333333,1.02541823182137
"Zfp39","ZNF570",118,1.13947,120,1.07028,136,1.38358,1.19777666667,"ZNF570",0.356828,0.345214,0.377615,45,40,34,0.359885666666667,1.61614812225881
"Zfp395","ZNF395",190,0.727387,194,0.685975,153,0.617088,0.676816666667,"ZNF395",1.782361,2.810143,1.446311,148,96,107,2.01293833333333,0.556538661317993
"Zfp397","ZNF397",1423,22.1261,1366,19.6176,1279,20.9514,20.8983666667,"ZNF397",2.646472,3.959389,3.792117,377,353,294,3.46599266666667,4.90335929795526
"Zfp398","ZNF398",611,2.5037,648,2.45251,550,2.37437,2.44352666667,"ZNF398",0.583151,0.590711,0.600707,128,120,90,0.591523,2.16366754779541
"Zfp407","ZNF407",666,0.223889,685,0.212688,582,0.206122,0.214233,"ZNF407",0.682397,0.613586,0.584697,118,152,107,0.626893333333333,0.746350713425179
"Zfp408","ZNF408",126,3.19391,190,4.44837,157,4.19272,3.945,"ZNF408",0.562407,0.455475,0.447467,37,34,39,0.488449666666667,3.32224872008884
"Zfp41","ZFP41",171,2.01846,162,1.76618,135,1.67881,1.82115,"",0.309929,0.162635,0.460387,48,27,25,0.310983666666667,2.15193375152653
"Zfp41","ZFP41",171,2.01846,162,1.76618,135,1.67881,1.82115,"ZFP41",0.309929,0.162635,0.460387,48,27,25,0.310983666666667,2.15193375152653
"Zfp41","AC138696.1",171,2.01846,162,1.76618,135,1.67881,1.82115,"",0.309929,0.162635,0.460387,48,27,25,0.310983666666667,2.15193375152653
"Zfp41","AC138696.1",171,2.01846,162,1.76618,135,1.67881,1.82115,"ZFP41",0.309929,0.162635,0.460387,48,27,25,0.310983666666667,2.15193375152653
"Zfp410","ZNF410",894,5.16362,981,5.23336,907,5.5191,5.30536,"ZNF410",5.40953,5.75643,6.429353,184,200,157,5.86510433333333,0.918465283824529
"Zfp414","ZNF414",335,19.329,386,20.5706,330,20.0596,19.9864,"ZNF414",1.352766,1.885337,1.569648,34,44,32,1.60258366666667,8.06367928485424
"Zfp42","ZFP42",1,0.0130231,1,0.0120284,0,0,0.0083505,"ZFP42",0,0,0.024418,0,0,1,0.00813933333333333,1.00020946178736
"Zfp422","ZNF22",472,14.6988,503,14.4678,463,15.1902,14.7856,"ZNF22",3.186302,2.802119,4.196799,218,185,159,3.39507333333333,3.59165793213917
"Zfp423","ZNF423",539,0.280932,544,0.261882,507,0.278397,0.273737,"ZNF423",0.218752,0.546717,0.561309,23,20,32,0.442259333333333,0.88315393117003
"Zfp426","ZNF426",1110,7.11968,1150,6.81287,1015,6.85879,6.93044666667,"ZNF426",2.064629,2.490551,1.731686,104,84,74,2.095622,2.56182656237422
"Zfp428","ZNF428",228,4.07833,243,4.01466,216,4.07048,4.05449,"ZNF428",1.10082,1.761043,1.815772,35,64,37,1.55921166666667,1.97501834874932
"Zfp438","ZNF438",108,0.134338,112,0.128673,112,0.14677,0.136593666667,"ZNF438",0.598627,0.637542,0.690749,60,59,50,0.642306,0.692071798231876
"Zfp444","ZNF444",485,3.48728,463,3.07483,381,2.88612,3.14941,"ZNF444",0.64447,1.121387,1.803816,33,44,24,1.189891,1.89480207005737
"Zfp445","ZNF445",4175,30.1703,4173,27.8526,3838,29.2195,29.0808,"ZNF445",9.679515,11.372389,8.813148,1190,1070,768,9.95501733333333,2.74584686493117
"Zfp446","ZNF446",229,4.51797,267,4.86535,210,4.36487,4.58273,"ZNF446",0.508935,0.368057,0.49799,60,41,39,0.458327333333333,3.82817346448511
"Zfp449","ZNF449",270,2.17413,240,1.78496,209,1.77302,1.91070333333,"ZNF449",0.605455,0.680989,0.672749,74,77,59,0.653064333333333,1.76079253217005
"Zfp451","ZNF451",1708,4.99702,1714,4.63158,1395,4.29973,4.64277666667,"ZNF451",2.080048,2.227571,2.57107,198,150,149,2.29289633333333,1.71362110903684
"Zfp454","ZNF454",104,1.08102,113,1.08486,101,1.10602,1.09063333333,"ZNF454",0.03474,0.175903,0.114687,2,9,4,0.108443333333333,1.88609852254964
"Zfp458","ZNF845",176,1.16,196,1.19315,159,1.10404,1.15239666667,"ZNF845",0.278741,0.09882,0.081994,14,12,7,0.153185,1.86647993745149
"Zfp46","ZNF436",609,10.2076,618,9.5673,532,9.39424,9.72304666667,"ZNF436",5.466062,5.874904,8.235843,353,335,357,6.525603,1.42487541087007
"Zfp462","ZNF462",1994,2.2343,2029,2.09988,1868,2.20515,2.17977666667,"ZNF462",0.273061,0.636916,0.277334,65,55,44,0.395770333333333,2.27815177807667
"Zfp467","ZNF467",286,2.44855,324,2.56202,247,2.22784,2.41280333333,"ZNF467",1.679347,1.543732,1.54542,43,58,27,1.58949966666667,1.31793928273531
"Zfp469","ZNF469",106,1.17256,129,1.31799,117,1.36351,1.28468666667,"ZNF469",0.150912,0.169171,0.104217,55,58,35,0.141433333333333,2.00159448646731
"Zfp473","ZNF473",30,0.237917,26,0.190446,28,0.233941,0.220768,"ZNF473",0.032109,0.018599,0.017795,10,5,4,0.0228343333333333,1.19351488331607
"Zfp474","ZNF474",3,0.0194693,0,0,2,0.0136742,0.0110478333333,"ZNF474",0,0,0,0,0,0,0,1.0110478333333
"Zfp488","ZNF488",5,0.066357,4,0.0490311,4,0.0559269,0.057105,"ZNF488",0.123036,0.143483,0.066869,17,19,7,0.111129333333333,0.951378897386083
"Zfp503","ZNF503",323,8.88402,347,8.81518,294,8.51919,8.73946333333,"ZNF503",0.037883,0.075905,0.137306,5,11,12,0.083698,8.98724860000664
