"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"Scand1","SCAND1",137,23.5739,120,19.0716,116,21.0287,21.2247333333,"SCAND1",3.41116,6.862478,9.969003,14,36,120,6.747547,2.86861548994798
"Scap","SCAP",1666,5.0051,1853,5.14171,1641,5.19386,5.11355666667,"SCAP",36.911529,39.591607,40.019173,697,911,1525,38.8407696666667,0.153449763089918
"Scaper","SCAPER",1769,0.707202,1821,0.672389,1720,0.724416,0.701335666667,"SCAPER",7.315803,7.763002,9.1475,428,522,861,8.075435,0.187466018616959
"Scara3","SCARA3",271,1.2177,325,1.3488,250,1.18346,1.24998666667,"SCARA3",5.938097,6.093269,6.052649,280,290,569,6.028005,0.320145854573239
"Scara5","SCARA5",247,0.389505,372,0.541818,254,0.421982,0.451101666667,"SCARA5",0.130151,0.096727,0.191015,6,5,18,0.139297666666667,1.27368089053724
"Scarb1","SCARB1",573,1.38943,558,1.24972,472,1.20578,1.28164333333,"SCARB1",13.014514,9.588035,9.823859,245,249,501,10.8088026666667,0.193215467963616
"Scarb2","SCARB2",6206,14.7013,6301,13.7863,5803,14.4824,14.3233333333,"SCARB2",28.579604,26.591094,24.778954,1853,1706,3108,26.649884,0.554191595642861
"Scarf1","SCARF1",70,0.832986,88,0.967202,46,0.576689,0.792292333333,"SCARF1",0.822309,0.726001,0.647962,31,27,47,0.732090666666667,1.03475664861251
"Scarf2","SCARF2",61,0.859767,72,0.937299,66,0.980028,0.925698,"SCARF2",1.467553,2.425735,2.390477,17,35,72,2.09458833333333,0.622279215382983
"Sccpdh","SCCPDH",2001,16.3632,2127,16.0651,1766,15.2144,15.8809,"SCCPDH",43.575211,46.423496,40.09309,716,677,1296,43.3639323333333,0.380509551614214
"Scd2","SCD",56847,668.878,59408,645.623,50522,626.273,646.924666667,"SCD",251.658261,255.831816,226.479541,19472,19438,33338,244.656539333333,2.63752256880826
"Scel","SCEL",52,0.0811502,82,0.118194,33,0.0542555,0.0845332333333,"SCEL",0.371132,0.789101,0.924261,12,25,57,0.694831333333333,0.639906291560163
"Scfd1","SCFD1",1313,2.80733,1393,2.7509,1150,2.59042,2.71621666667,"SCFD1",12.971296,11.858251,11.819775,324,317,554,12.2164406666667,0.281181352861721
"Scfd2","SCFD2",586,0.27819,563,0.246858,532,0.266072,0.263706666667,"SCFD2",7.427871,10.739503,7.950331,151,170,330,8.70590166666667,0.130199821723621
"Scg2","SCG2",9269,263.872,9792,257.47,7479,224.31,248.550666667,"SCG2",95.246043,79.824452,65.140979,3027,2498,3970,80.0704913333333,3.0781935888477
"Scg3","SCG3",22959,87.194,22132,77.6335,20908,83.6546,82.8273666667,"SCG3",132.487874,131.86177,131.443478,2674,2738,4954,131.931040666667,0.630607917054547
"Scg5","SCG5",2921,8.59298,3163,8.59422,2625,8.13552,8.44090666667,"SCG5",82.762281,105.704509,89.632742,1164,1465,2407,92.699844,0.100756909122175
"Scgb1a1","SCGB1A1",9,0.323128,5,0.165805,5,0.189124,0.226019,"SCGB1A1",0,0,0,0,0,0,0,1.226019
"Scgb3a1","SCGB3A1",1,0.102856,1,0.0949998,0,0,0.0659519333333,"SCGB3A1",0,0.281029,0.288604,0,1,2,0.189877666666667,0.89585002155681
"Scgn","SCGN",52,0.213747,79,0.299929,38,0.16456,0.226078666667,"SCGN",0.465169,0.355781,1.948078,8,6,3,0.923009333333333,0.637583315595106
"Schip1","SCHIP1",2160,0.596873,2268,0.57885,1998,0.581658,0.585793666667,"SCHIP1",65.632618,61.923885,67.298963,1366,1270,2671,64.951822,0.0240447286909981
"Schip1","SCHIP1",2160,0.596873,2268,0.57885,1998,0.581658,0.585793666667,"IQCJ-SCHIP1",65.632618,61.923885,67.298963,1366,1270,2671,64.951822,0.0240447286909981
"Schip1","IQCJ-SCHIP1",2160,0.596873,2268,0.57885,1998,0.581658,0.585793666667,"SCHIP1",65.632618,61.923885,67.298963,1366,1270,2671,64.951822,0.0240447286909981
"Schip1","IQCJ-SCHIP1",2160,0.596873,2268,0.57885,1998,0.581658,0.585793666667,"IQCJ-SCHIP1",65.632618,61.923885,67.298963,1366,1270,2671,64.951822,0.0240447286909981
"Scimp","SCIMP",7,0.0501715,4,0.0264797,8,0.0604078,0.0456863333333,"SCIMP",0,0,0.095678,0,0,1,0.0318926666666667,1.01336734634542
"Scin","SCIN",345,0.719139,429,0.825935,332,0.729081,0.758051666667,"SCIN",0.064713,0.117718,0.052258,2,4,4,0.0782296666666667,1.6304983261145
"Sclt1","SCLT1",303,0.406134,316,0.391209,284,0.401042,0.399461666667,"SCLT1",5.11842,4.730765,5.17556,133,116,251,5.00824833333333,0.232923406128686
"Scly","SCLY",491,3.35155,468,2.95057,526,3.78264,3.36158666667,"SCLY",14.590908,10.356856,6.78228,131,112,182,10.5766813333333,0.376756217182161
"Scmh1","SCMH1",865,1.07485,893,1.0249,851,1.11406,1.07127,"SCMH1",38.606783,37.256839,44.654792,495,450,919,40.1728046666667,0.0503067502145874
"Scml2","SCML2",58,0.051239,68,0.0554851,48,0.0446743,0.0504661333333,"SCML2",0.252256,0.27417,0.604884,8,9,33,0.377103333333333,0.762808503840162
"Scml4","SCML4",342,0.528642,358,0.511109,293,0.477142,0.505631,"SCML4",2.901095,0.853088,0.702263,34,29,54,1.485482,0.605770228873112
"Scn10a","SCN10A",33896,47.4529,34921,45.154,33489,49.3925,47.3331333333,"SCN10A",0.067054,0.113004,0.034335,6,10,6,0.0714643333333333,45.1094187922572
"Scn11a","SCN11A",19127,41.4054,19505,38.9988,18505,42.203,40.8690666667,"SCN11A",0.048147,0.036862,0.031541,4,3,5,0.03885,40.3032840801848
"Scn1a","SCN1A",5048,4.60709,5071,4.2746,4608,4.43061,4.43743333333,"SCN1A",20.919122,26.553846,20.610767,2261,2643,4162,22.6945783333333,0.229480063195751
"Scn1b","SCN1B",4061,60.1435,4257,58.231,4043,63.0817,60.4854,"SCN1B",158.571312,183.140065,159.785322,2379,2765,4679,167.165566333333,0.365624196086167
"Scn2a","SCN2A",1016,1.0751,954,0.932391,908,1.01224,1.006577,"SCN2A",58.828379,61.71787,58.808984,4411,5075,8489,59.7850776666667,0.0330110131799727
"Scn2b","SCN2B",1367,17.2651,1605,18.7228,1293,17.2045,17.7308,"SCN2B",53.331968,56.724045,49.255484,3454,3564,6057,53.1038323333333,0.3462009841484
"Scn3a","SCN3A",746,1.04774,727,0.943072,654,0.967692,0.986168,"SCN3A",9.611826,9.601605,8.275808,703,740,1420,9.16307966666667,0.195429738341452
"Scn3b","SCN3B",2903,20.113,2958,18.9288,2406,17.5618,18.8678666667,"SCN3B",40.304848,44.012131,49.91569,1255,1337,2633,44.744223,0.434325153292034
"Scn4a","SCN4A",211,1.06335,260,1.21022,228,1.21052,1.16136333333,"SCN4A",0.052398,0,0,5,0,0,0.017466,2.12426099086358
"Scn4b","SCN4B",10207,100.534,10959,99.6969,9740,101.069,100.4333,"SCN4B",65.987244,93.132443,72.944196,4454,6280,9683,77.3546276666667,1.29454128008257
"Scn5a","SCN5A",634,1.02922,756,1.13353,721,1.2331,1.13195,"SCN5A",1.126421,1.027235,0.908352,135,122,211,1.02066933333333,1.05507119093211
"Scn7a","SCN7A",18058,25.1392,19103,24.5628,16120,23.6423,24.4481,"SCN7A",0.552446,0.785278,0.630623,58,80,125,0.656115666666667,15.3661368660442
"Scn8a","SCN8A",7133,6.28748,7046,5.73643,6903,6.41042,6.14477666667,"SCN8A",59.934455,81.722453,68.932361,4246,4603,8289,70.196423,0.100353028503553
"Scn9a","SCN9A",17663,17.7002,18057,16.713,15087,15.928,16.7804,"SCN9A",0.688317,0.73638,0.659227,90,99,143,0.694641333333333,10.4921316683727
"Scnm1","SCNM1",334,11.5817,376,12.0423,321,11.7267,11.7835666667,"SCNM1",28.474593,24.483382,30.84163,149,132,282,27.9332016666667,0.44183035164849
"Scnn1a","SCNN1A",27,0.172561,22,0.129866,19,0.127931,0.143452666667,"SCNN1A",0.879096,1.321533,0.549999,31,42,50,0.916876,0.596518849767538
"Scnn1b","SCNN1B",9,0.0261212,4,0.0107227,4,0.0122308,0.0163582333333,"SCNN1B",0,0,0.186519,0,0,3,0.062173,0.956866944775757
"Scnn1g","SCNN1G",18,0.0821767,19,0.080117,7,0.0336681,0.0653206,"SCNN1G",0.024361,0.099802,0.012802,1,4,1,0.045655,1.01880696788138
"Sco1","SCO1",276,2.97463,278,2.76735,233,2.6456,2.79586,"SCO1",4.10097,4.093421,3.881903,76,80,155,4.02543133333333,0.755330189236161
"Sco2","SCO2",471,33.0785,524,33.99,452,33.4431,33.5038666667,"SCO2",3.462331,8.368662,5.244348,47,111,135,5.69178033333333,5.15615650065919
"Scoc","SCOC",6218,34.0925,6435,32.5875,5437,31.4059,32.6953,"SCOC",279.603047,295.293114,261.744954,1646,1591,2742,278.880371666667,0.120391793820149
"Scp2","SCP2",2338,3.58718,2542,3.60229,2078,3.3589,3.51612333333,"SCP2",59.745563,66.856888,63.947045,836,827,1531,63.5164986666667,0.0699995106160855
"Scpep1","SCPEP1",750,3.7018,678,3.09084,642,3.33834,3.37699333333,"SCPEP1",3.877412,4.630435,4.542573,107,125,239,4.35014,0.818108186576426
"Scrg1","SCRG1",4,0.0286588,3,0.0198525,4,0.0301927,0.0262346666667,"SCRG1",22.24218,17.522059,18.414207,149,115,236,19.3928153333333,0.0503233442706292
"Scrib","SCRIB",674,4.62328,714,4.52359,654,4.7262,4.62435666667,"SCRIB",17.980561,21.61153,18.617024,428,407,826,19.4030383333333,0.27566270154388
"Scrn1","SCRN1",7662,18.2068,7937,17.4198,7159,17.922,17.8495333333,"SCRN1",78.552533,98.558557,85.223259,3203,3588,6048,87.444783,0.213122048513591
"Scrn2","SCRN2",65,2.50897,67,2.38865,60,2.43993,2.44585,"SCRN2",2.033133,1.930658,1.153983,36,29,42,1.70592466666667,1.2734463905992
"Scrn3","SCRN3",1918,11.8047,1886,10.7212,1695,10.9906,11.1721666667,"SCRN3",13.84952,13.50573,11.044329,410,392,609,12.7998596666667,0.882050032443567
"Scrt1","SCRT1",1764,43.4792,1771,40.3178,1816,47.1567,43.6512333333,"SCRT1",21.355492,25.247392,21.886258,1062,1329,2319,22.829714,1.87376287156866
"Scrt2","SCRT2",1457,15.8428,1350,13.5581,1350,15.465,14.9553,"SCRT2",5.034054,4.247745,4.038546,176,165,325,4.440115,2.93289755823176
"Sct","SCT",2,0.386092,1,0.178302,1,0.203378,0.255924,"SCT",0,0.267288,0.13692,0,1,1,0.134736,1.10679840949789
"Sctr","SCTR",1,0.00274013,8,0.0202468,1,0.00288679,0.00862457333333,"SCTR",0.191311,0.087127,0.13958,5,2,7,0.139339333333333,0.88527144093448
"Scube1","SCUBE1",245,0.316824,324,0.386983,358,0.48773,0.397179,"SCUBE1",12.268008,12.553239,9.453207,657,588,956,11.424818,0.112450661249123
"Scube2","SCUBE2",61,0.141301,78,0.166881,55,0.134222,0.147468,"SCUBE2",0.31014,0.103701,0.307614,10,5,29,0.240485,0.925015618890998
"Scube3","SCUBE3",62,0.294154,83,0.363711,42,0.209931,0.289265333333,"SCUBE3",2.886037,3.066741,2.187617,115,137,205,2.713465,0.3471866123238
"Scx","SCX",76,5.87737,108,7.71415,75,6.11047,6.56733,"SCX",1.05101,0.978047,1.262279,16,12,36,1.097112,3.60845295816342
"Scyl1","SCYL1",1565,18.5861,1719,18.8558,1559,19.5058,18.9825666667,"SCYL1",40.230984,30.137885,38.312104,550,517,983,36.226991,0.536776304770375
"Scyl3","SCYL3",630,3.75693,634,3.49202,539,3.3863,3.54508333333,"SCYL3",11.063179,10.13482,11.831513,323,300,559,11.0098373333333,0.378446702247591
"Sdad1","SDAD1",647,3.79374,702,3.80185,630,3.89177,3.82912,"SDAD1",4.110914,4.450541,5.706797,241,222,482,4.756084,0.838959264666742
"Sdc1","SDC1",892,6.18258,813,5.20463,755,5.5131,5.63343666667,"SDC1",0.52677,0.501131,0.393067,13,15,27,0.473656,4.50134676387841
"Sdc2","SDC2",682,0.9268,702,0.881117,579,0.828942,0.878953,"SDC2",11.319734,12.650381,10.864758,554,597,997,11.6116243333333,0.148985804709851
"Sdc3","SDC3",5338,24.5243,5711,24.234,5368,25.9822,24.9135,"SDC3",30.669852,32.242565,31.141743,1998,2193,3893,31.3513866666667,0.80100121416743
"Sdc4","SDC4",804,6.35345,786,5.73681,724,6.02748,6.03924666667,"SDC4",21.135869,18.55998,18.973866,610,462,1007,19.5565716666667,0.342432910546287
"Sdcbp","SDCBP",16933,61.4428,17829,59.7529,15122,57.8083,59.668,"SDCBP",75.468378,83.361086,60.087494,1699,1734,2887,72.9723193333333,0.820144623647914
"Sdcbp2","SDCBP2",40,0.357131,41,0.338101,39,0.366839,0.354023666667,"SDCBP2",1.040149,0.710919,0.882523,18,12,29,0.877863666666667,0.721044711978736
"Sdccag8","SDCCAG8",723,0.545326,758,0.528059,631,0.501408,0.524931,"SDCCAG8",17.909221,18.350205,19.379794,262,270,495,18.5464066666667,0.0780159251777224
"Sde2","SDE2",459,4.19385,508,4.28705,406,3.90814,4.12968,"SDE2",5.353004,5.763484,5.476109,216,235,420,5.53086566666667,0.785451770380414
"Sdf2","SDF2",1291,20.5492,1308,19.2296,1177,19.7373,19.8387,"SDF2",33.110449,30.80258,27.834051,307,311,572,30.58236,0.65982086202551
"Sdf2l1","SDF2L1",221,15.2721,217,13.8504,243,17.6912,15.6045666667,"SDF2L1",4.228367,4.583602,6.59193,51,57,162,5.134633,2.70669275027536
"Sdf4","SDF4",6897,51.6166,7376,50.9853,6263,49.3805,50.6608,"SDF4",60.17322,74.822004,64.757355,2184,2419,4193,66.584193,0.764391756516202
"Sdha","SDHA",6666,36.9152,7298,37.3284,6178,36.0439,36.7625,"",902.082317,745.334098,663.798304,4131,3959,7210,770.404906333333,0.0489528906155056
"Sdha","SDHA",6666,36.9152,7298,37.3284,6178,36.0439,36.7625,"SDHA",902.082317,745.334098,663.798304,4131,3959,7210,770.404906333333,0.0489528906155056
"Sdha","AC021087.5",6666,36.9152,7298,37.3284,6178,36.0439,36.7625,"",902.082317,745.334098,663.798304,4131,3959,7210,770.404906333333,0.0489528906155056
"Sdha","AC021087.5",6666,36.9152,7298,37.3284,6178,36.0439,36.7625,"SDHA",902.082317,745.334098,663.798304,4131,3959,7210,770.404906333333,0.0489528906155056
"Sdhaf1","SDHAF1",154,9.59927,148,8.52068,125,8.20865,8.7762,"SDHAF1",1.772171,3.046885,2.667155,54,95,165,2.49540366666667,2.79687296011877
"Sdhaf2","SDHAF2",1441,8.7335,1457,8.15603,1320,8.42834,8.43929,"SDHAF2",16.32894,20.008097,18.147261,323,362,644,18.1614326666667,0.492619219251838
"Sdhaf3","SDHAF3",475,0.847639,477,0.786196,443,0.832847,0.822227333333,"SDHAF3",2.454774,2.567674,1.934868,150,152,216,2.31910533333333,0.549011601118113
"Sdhaf4","SDHAF4",386,6.16492,426,6.28412,341,5.73771,6.06225,"SDHAF4",14.273822,13.857577,14.798551,92,85,182,14.3099833333333,0.461283977012821
"Sdhb","SDHB",2406,20.7567,2741,21.8407,2222,20.1953,20.9309,"SDHB",62.995933,68.47235,62.148369,817,887,1579,64.538884,0.334624251459637
"Sdhc","SDHC",1555,10.2969,1676,10.2505,1454,10.1435,10.2303,"SDHC",163.076733,171.806302,149.848479,670,701,1196,161.577171333333,0.0690767338851924
"Sdhd","AP002884.2",2375,49.4396,2511,48.2784,2107,46.2083,47.9754333333,"SDHD",44.248517,47.370304,45.279574,647,678,1262,45.6327983333333,1.05023578004523
"Sdhd","AP002884.2",2375,49.4396,2511,48.2784,2107,46.2083,47.9754333333,"",44.248517,47.370304,45.279574,647,678,1262,45.6327983333333,1.05023578004523
"Sdhd","SDHD",2375,49.4396,2511,48.2784,2107,46.2083,47.9754333333,"SDHD",44.248517,47.370304,45.279574,647,678,1262,45.6327983333333,1.05023578004523
"Sdhd","SDHD",2375,49.4396,2511,48.2784,2107,46.2083,47.9754333333,"",44.248517,47.370304,45.279574,647,678,1262,45.6327983333333,1.05023578004523
"Sdk1","SDK1",685,0.109145,749,0.110228,804,0.134963,0.118112,"SDK1",1.083707,1.209745,1.336648,136,120,254,1.21003333333333,0.505925400823517
"Sdk2","SDK2",726,0.387658,692,0.341282,647,0.363966,0.364302,"SDK2",6.592436,5.937386,4.282811,394,376,830,5.604211,0.206580619547134
"Sdr39u1","SDR39U1",1040,53.6092,1169,55.6565,971,52.7314,53.9990333333,"SDR39U1",50.898755,51.24316,50.854686,407,453,820,50.998867,1.05769676353333
"Sdr42e1","SDR42E1",104,1.3133,85,0.991388,68,0.904654,1.06978066667,"SDR42E1",2.497262,3.314215,2.551695,67,91,152,2.787724,0.5464444259059
"Sdr9c7","SDR9C7",2,0.0234384,0,0,0,0,0.0078128,"SDR9C7",0.028683,0.119966,0.015088,1,2,1,0.054579,0.955654152036026
"Sds","SDS",79,1.6554,70,1.35478,69,1.52324,1.51114,"SDS",0.505878,0.21471,0.37166,3,3,6,0.364082666666667,1.84090016049858
"Sdsl","SDSL",155,1.64495,174,1.70555,147,1.64355,1.66468333333,"SDSL",1.780566,1.812282,1.144173,13,13,32,1.579007,1.03322066722967
"Sebox","SEBOX",2,0.189858,2,0.175357,1,0.10001,0.155075,"SEBOX",1.400865,1.692875,1.6568,23,26,52,1.58351333333333,0.447094654049911
"Sec11a","SEC11A",1090,3.94428,1226,4.09757,1060,4.04102,4.02762333333,"SEC11A",28.742181,25.177363,26.847989,198,166,351,26.922511,0.180056275502228
"Sec11c","SEC11C",995,8.99435,1007,8.40758,894,8.51389,8.63860666667,"SEC11C",64.954804,78.310925,62.768648,370,461,797,68.6781256666667,0.138330452698744
"Sec13","SEC13",1299,15.8979,1480,16.7296,1251,16.1299,16.2524666667,"SEC13",29.996593,31.997091,24.827003,370,340,648,28.940229,0.576230284233965
"Sec14l1","SEC14L1",1899,6.68334,1898,6.16964,1728,6.40702,6.42,"SEC14L1",58.339109,63.128854,58.70226,2383,2586,4945,60.056741,0.121526302886032
"Sec14l2","SEC14L2",394,2.3184,387,2.10328,401,2.48588,2.30252,"SEC14L2",11.323794,13.47118,12.125997,350,366,678,12.3069903333333,0.248179334114894
"Sec14l4","SEC14L4",2,0.0187417,3,0.0259653,0,0,0.0149023333333,"SEC14L4",0.695236,0.710726,0.507842,8,4,11,0.637934666666667,0.619623208414479
"Sec14l5","SEC14L5",560,2.16411,639,2.2808,587,2.38986,2.27825666667,"SEC14L5",2.831941,1.937759,2.845016,218,156,416,2.53823866666667,0.926522198051271
"Sec16a","SEC16A",1631,7.07388,1740,6.97024,1540,7.03669,7.02693666667,"SEC16A",14.812832,15.064805,15.113268,715,791,1432,14.9969683333333,0.501778618261314
"Sec16b","SEC16B",51,0.128297,56,0.130115,42,0.111311,0.123241,"SEC16B",0.321263,0.286221,0.493879,15,14,32,0.367121,0.821610523135845
"Sec22a","SEC22A",394,1.15845,455,1.23563,402,1.24524,1.21310666667,"SEC22A",5.677795,7.833674,5.700971,136,142,249,6.40414666666667,0.298900976210178
"Sec22b","SEC22B",1805,12.684,1888,12.254,1578,11.6824,12.2068,"SEC22B",23.234598,23.809197,22.425598,605,642,1152,23.1564643333333,0.546719081806025
"Sec22c","SEC22C",1198,7.30726,1252,7.05337,1074,6.90154,7.08739,"SEC22C",15.620346,10.05567,9.00763,487,525,969,11.5612153333333,0.643838178503216
"Sec23a","SEC23A",4056,11.7373,4138,11.06,3484,10.6216,11.1396333333,"SEC23A",33.374574,35.667504,28.400088,1152,1229,2054,32.480722,0.36258576900761
"Sec23b","SEC23B",1320,5.93482,1368,5.68087,1197,5.66985,5.76184666667,"SEC23B",22.490638,25.075045,21.405001,407,377,685,22.990228,0.281858374446045
"Sec23ip","SEC23IP",895,3.48203,906,3.25561,795,3.25852,3.33205333333,"SEC23IP",7.666616,11.158484,9.848997,473,486,813,9.55803233333333,0.41030877691604
"Sec24a","SEC24A",738,1.60491,725,1.45622,712,1.63124,1.56412333333,"SEC24A",3.785989,3.31505,3.688975,323,261,536,3.59667133333333,0.557821768708139
"Sec24b","SEC24B",2035,4.00851,2070,3.76603,1885,3.91177,3.89543666667,"SEC24B",28.318103,29.605283,30.800489,617,597,1114,29.574625,0.160114364989595
"Sec24d","SEC24D",473,0.747694,506,0.738769,415,0.691123,0.725862,"SEC24D",10.372107,12.254229,11.405198,138,138,269,11.3438446666667,0.139815596080897
"Sec31a","SEC31A",2711,7.70842,2925,7.68168,2600,7.78849,7.72619666667,"SEC31A",31.108289,34.724012,31.512821,914,987,1692,32.448374,0.260885526652805
"Sec31b","SEC31B",45,0.241608,50,0.24795,39,0.220601,0.236719666667,"SEC31B",0.061067,0.041427,0.042611,3,2,4,0.0483683333333333,1.17966141035069
"Sec61a1","SEC61A1",2681,27.1492,2808,26.2635,2437,25.9992,26.4706333333,"SEC61A1",24.409745,19.412414,21.025898,670,593,1210,21.616019,1.21465379620083
"Sec61a2","SEC61A2",1691,10.7363,1824,10.6962,1642,10.9831,10.8052,"SEC61A2",53.05293,43.016886,58.965904,605,494,1284,51.6785733333333,0.224098703761403
"Sec61g","SEC61G",510,9.95055,620,11.1728,501,10.2981,10.4738166667,"SEC61G",2.160853,1.991633,2.887169,42,29,82,2.34655166666667,3.42854908859916
"Sec62","SEC62",4217,23.0553,4375,22.0922,3897,22.4461,22.5312,"SEC62",70.96113,69.898447,63.122723,2153,2056,3591,67.9941,0.341061047248968
"Sec63","SEC63",2471,5.40027,2553,5.15333,2235,5.14593,5.23317666667,"SEC63",27.395538,25.315708,24.857547,1142,1171,1975,25.8562643333333,0.232093957272141
"Secisbp2","SECISBP2",354,1.69853,378,1.67516,315,1.5923,1.65533,"SECISBP2",4.256211,4.718285,5.747368,163,162,319,4.907288,0.449500684578101
"Secisbp2l","SECISBP2L",5248,17.7517,6589,20.5855,5460,19.4573,19.2648333333,"SECISBP2L",21.419863,20.747997,19.855571,1955,1896,3336,20.674477,0.934962967424773
"Sectm1a","SECTM1",13,0.146063,13,0.134907,5,0.059185,0.113385,"SECTM1",0,0,0,0,0,0,0,1.113385
"Seh1l","SEH1L",1275,9.60079,1277,8.88142,1085,8.60737,9.02986,"SEH1L",10.637602,11.840285,9.928163,393,443,735,10.8020166666667,0.849842894081661
"Sel1l","SEL1L",3688,13.2764,3762,12.5084,3302,12.523,12.7692666667,"SEL1L",49.226766,39.537061,39.687537,2366,2224,4147,42.8171213333333,0.314243981523843
"Sel1l2","SEL1L2",17,0.0165062,17,0.0152455,15,0.0153438,0.0156985,"SEL1L2",0,0,0.05396,0,0,3,0.0179866666666667,0.997752262636053
"Sel1l3","SEL1L3",1704,2.47533,1575,2.11319,1502,2.29867,2.29573,"SEL1L3",10.273872,10.308571,9.658511,629,616,1135,10.080318,0.297440019320745
"Sele","SELE",2,0.0328693,1,0.0151794,2,0.0346286,0.0275591,"SELE",0,0,0.026398,0,0,2,0.00879933333333333,1.01859613309287
"Selenbp2","SELENBP1",12,0.171533,16,0.211243,19,0.286131,0.222969,"SELENBP1",0,0,0,0,0,0,0,1.222969
"Selenof","SELENOF",4888,27.7116,5175,27.0979,4503,26.8953,27.2349333333,"SELENOF",88.877185,108.439028,96.378104,1028,1222,2110,97.8981056666667,0.285495188638547
"Selenoi","SELENOI",3609,14.0575,3790,13.635,3312,13.5911,13.7612,"SELENOI",12.462465,18.955669,12.343657,914,1005,1663,14.5872636666667,0.947003933189813
"Selenok","SELENOK",2547,53.7481,2685,52.3327,2344,52.1118,52.7308666667,"SELENOK",87.777593,79.107404,73.301243,755,693,1257,80.06208,0.662836022301673
"Selenom","SELENOM",1127,65.5624,1342,72.1072,1094,67.049,68.2395333333,"SELENOM",52.113817,54.448725,50.257561,352,371,671,52.2733676666667,1.2997025787169
"Selenon","SELENON",669,7.27389,747,7.50164,633,7.25084,7.34212333333,"SELENON",4.900811,5.263831,5.316023,197,203,407,5.16022166666667,1.35419207046878
"Selenon","AL020996.2",669,7.27389,747,7.50164,633,7.25084,7.34212333333,"SELENON",4.900811,5.263831,5.316023,197,203,407,5.16022166666667,1.35419207046878
"Selenoo","SELENOO",971,13.3879,1018,12.9639,905,13.1458,13.1658666667,"SELENOO",8.23983,7.398026,6.79903,235,214,397,7.478962,1.67070764873106
"Selenop","SELENOP",6849,88.867,7207,86.3699,6278,85.818,87.0183,"SELENOP",107.872939,110.323961,110.794115,2741,2494,4930,109.663671666667,0.795367609572205
"Selenos","SELENOS",603,9.5922,621,9.12404,558,9.35145,9.35589666667,"SELENOS",25.221631,22.645661,21.569385,287,266,485,23.145559,0.428894467370584
"Selenot","SELENOT",8911,83.8324,9142,79.4368,7853,77.8333,80.3675,"SELENOT",52.021854,52.593762,48.140125,2213,2133,3766,50.9185803333333,1.56721350001474
"Selenov","SELENOV",18,0.427508,13,0.285174,16,0.400346,0.371009333333,"SELENOV",1.498064,1.022452,0.875002,5,3,9,1.13183933333333,0.643111003674604
"Selenow","SELENOW",5597,167.219,6308,174.068,5408,170.221,170.502666667,"SELENOW",423.99817,466.963391,425.002266,3068,3315,5865,438.654609,0.390084996622883
"Sell","SELL",10,0.069914,39,0.251839,21,0.154678,0.158810333333,"SELL",0.012346,0.050399,0.019433,1,4,3,0.0273926666666667,1.1279137674719
"Selp","SELP",21,0.0937603,12,0.0494853,6,0.0282225,0.0571560333333,"SELP",0,0,0,0,0,0,0,1.0571560333333
"Selplg","SELPLG",18,0.198013,36,0.365778,13,0.150664,0.238151666667,"SELPLG",10.156008,13.466697,15.999636,236,239,424,13.207447,0.0871480757005112
"Sema3a","SEMA3A",23,0.00748149,21,0.0063092,20,0.00685384,0.00688151,"SEMA3A",5.341698,6.570458,3.820419,302,372,563,5.24419166666667,0.161250897434015
"Sema3b","SEMA3B",2577,34.6118,3127,38.7911,2767,39.1528,37.5185666667,"SEMA3B",2.26934,1.388602,2.448413,20,17,59,2.03545166666667,12.6895667915538
"Sema3c","SEMA3C",789,0.78506,858,0.788511,669,0.701287,0.758286,"SEMA3C",5.480026,6.870663,7.540805,390,431,687,6.630498,0.230428734795553
"Sema3d","SEMA3D",387,0.2922,479,0.334041,371,0.295113,0.307118,"SEMA3D",1.438864,1.105186,1.330514,126,93,218,1.29152133333333,0.570414938314634
"Sema3e","SEMA3E",815,0.546619,782,0.484428,768,0.542666,0.524571,"SEMA3E",4.674307,4.672139,3.411685,450,437,618,4.25271033333333,0.29024463624525
"Sema3f","SEMA3F",609,3.26209,659,3.26031,631,3.56084,3.36108,"SEMA3F",6.070801,7.462249,9.904412,85,111,188,7.81248733333333,0.494875037550881
"Sema3g","SEMA3G",962,11.9516,1027,11.7846,985,12.8923,12.2095,"SEMA3G",1.506829,1.242698,1.375384,96,78,168,1.37497033333333,5.5619642126056
"Sema4a","SEMA4A",241,1.48293,218,1.23895,205,1.32893,1.35027,"SEMA4A",30.18319,24.580651,27.153671,444,422,885,27.3058373333333,0.0830312833470675
"Sema4b","SEMA4B",964,3.77004,1032,3.72772,1037,4.27259,3.92345,"SEMA4B",3.189438,2.910535,2.850218,158,146,275,2.983397,1.23599279710257
"Sema4c","SEMA4C",865,13.8251,912,13.463,851,14.3294,13.8725,"SEMA4C",3.109513,3.858913,3.136683,145,120,244,3.36836966666667,3.40458824112031
"Sema4d","SEMA4D",1993,2.85839,2049,2.71425,1835,2.77264,2.78176,"SEMA4D",28.839736,29.437158,30.758757,730,694,1341,29.6785503333333,0.123270492213936
