"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"Krr1","KRR1",589,5.79733,691,6.28182,558,5.78617,5.95510666667,"KRR1",7.747855,9.192839,7.455346,860,221,330,8.13201333333333,0.761618102470649
"Krt1","KRT1",31,0.896159,30,0.801013,22,0.670024,0.789065333333,"KRT1",1.002716,1.523638,2.101836,41,9,18,1.54273,0.703600198736398
"Krt10","KRT10",58,2.18977,66,2.30149,51,2.02854,2.17326666667,"KRT10",3.684303,1.491205,4.316987,65,10,32,3.164165,0.762041529735253
"Krt12","KRT12",2,0.0470758,1,0.0217402,4,0.0991909,0.0560023,"KRT12",0.013745,0.056624,0,1,1,0,0.0234563333333333,1.03180005400002
"Krt14","KRT14",1,0.0353793,0,0,1,0.0372729,0.0242174,"KRT14",0.125028,0.31056,0.064386,5,3,1,0.166658,0.877907150167401
"Krt16","KRT16",1,0.0551952,0,0,2,0.116299,0.0571647333333,"KRT16",0.033244,0,0,2,0,0,0.0110813333333333,1.04557833131786
"Krt19","KRT19",20,0.395135,11,0.200726,7,0.145699,0.247186666667,"KRT19",0.342648,0.304603,0.294209,13,1,5,0.31382,0.949282753091748
"Krt2","KRT2",2,0.0414942,1,0.0191625,4,0.0874302,0.0493623,"KRT2",0.027958,0,0,3,0,0,0.00931933333333333,1.03967323853237
"Krt20","KRT20",2,0.0318443,4,0.0588242,3,0.050323,0.0469971666667,"KRT20",0.013281,0,0,1,0,0,0.004427,1.04238253916581
"Krt222","AC073508.2",1171,16.0485,1251,15.8355,1088,15.7091,15.8643666667,"",15.840312,14.974855,16.152507,1795,428,728,15.6558913333333,1.01251661224215
"Krt222","AC073508.2",1171,16.0485,1251,15.8355,1088,15.7091,15.8643666667,"KRT222",15.840312,14.974855,16.152507,1795,428,728,15.6558913333333,1.01251661224215
"Krt222","KRT222",1171,16.0485,1251,15.8355,1088,15.7091,15.8643666667,"",15.840312,14.974855,16.152507,1795,428,728,15.6558913333333,1.01251661224215
"Krt222","KRT222",1171,16.0485,1251,15.8355,1088,15.7091,15.8643666667,"KRT222",15.840312,14.974855,16.152507,1795,428,728,15.6558913333333,1.01251661224215
"Krt23","KRT23",4,0.0409414,2,0.0189072,2,0.0215664,0.0271383333333,"KRT23",0.050475,0,0.042943,3,0,1,0.0311393333333333,0.996119826030591
"Krt24","KRT24",2,0.0585253,8,0.216221,2,0.0616577,0.112134666667,"KRT24",0.027582,0.056692,0.070086,2,1,2,0.0514533333333333,1.05771186548175
"Krt25","KRT25",48,1.00189,55,1.06032,56,1.23143,1.09788,"KRT25",1.187393,1.00432,0.86594,94,19,27,1.01921766666667,1.03895683691357
"Krt26","KRT26",21,0.346118,38,0.578473,20,0.347279,0.423956666667,"KRT26",0.191792,0.165683,0.05159,21,4,2,0.136355,1.25309139016153
"Krt27","KRT27",77,2.15724,106,2.74289,82,2.42028,2.44013666667,"KRT27",2.764399,2.604998,2.326427,164,37,54,2.56527466666667,0.96490088094288
"Krt28","KRT28",28,0.433199,22,0.314374,25,0.407487,0.38502,"KRT28",0.440704,0.551435,0.714572,28,8,17,0.568903666666667,0.882794800870502
"Krt32","KRT32",0,0,0,0,1,0.0221597,0.00738656666667,"KRT32",0,0,0,0,0,0,0,1.00738656666667
"Krt4","KRT4",1,0.0250297,0,0,0,0,0.00834323333333,"KRT4",0,0,0,0,0,0,0,1.00834323333333
"Krt40","KRT40",4,0.109418,1,0.0252652,0,0,0.0448944,"KRT40",0.052585,0,0,2,0,0,0.0175283333333333,1.02689464830627
"Krt6b","KRT6B",1,0.0363913,1,0.0336119,0,0,0.0233344,"KRT6A",0,0,0,0,0,0,0,1.0233344
"Krt6b","KRT6B",1,0.0363913,1,0.0336119,0,0,0.0233344,"KRT6B",0,0,0,0,0,0,0,1.0233344
"Krt6b","KRT6B",1,0.0363913,1,0.0336119,0,0,0.0233344,"KRT6C",0,0,0,0,0,0,0,1.0233344
"Krt6b","KRT6C",1,0.0363913,1,0.0336119,0,0,0.0233344,"KRT6A",0,0,0,0,0,0,0,1.0233344
"Krt6b","KRT6C",1,0.0363913,1,0.0336119,0,0,0.0233344,"KRT6B",0,0,0,0,0,0,0,1.0233344
"Krt6b","KRT6C",1,0.0363913,1,0.0336119,0,0,0.0233344,"KRT6C",0,0,0,0,0,0,0,1.0233344
"Krt7","KRT7",3,0.0241621,6,0.0446333,5,0.0424255,0.0370736333333,"KRT7",0.088574,0.071454,0.1903,15,3,5,0.116776,0.92863173396751
"Krt71","KRT71",4,0.0677695,0,0,0,0,0.0225898333333,"KRT71",0.033843,0.046608,0,3,1,0,0.026817,0.995883232682454
"Krt75","KRT75",5,0.0734891,1,0.0135753,2,0.030969,0.0393444666667,"KRT75",0.007272,0,0,1,0,0,0.002424,1.03683118786731
"Krt78","KRT78",0,0,0,0,2,0.0394633,0.0131544333333,"KRT78",0.013708,0,0.035281,2,0,2,0.0163296666666667,0.996875784071343
"Krt79","KRT79",7,0.0988323,8,0.104324,2,0.0297492,0.0776351666667,"KRT79",0.122342,0.048848,0.055978,8,1,2,0.0757226666666667,1.00177787459472
"Krt8","KRT8",2,0.0398739,4,0.0736569,4,0.0840161,0.0658489666667,"KRT8",0.038371,0,0,3,0,0,0.0127903333333333,1.05238856610996
"Krt80","KRT80",12,0.0819802,26,0.164057,12,0.086368,0.110801733333,"KRT80",0.734889,0.141199,0.590567,20,4,9,0.488885,0.746062814342948
"Krtcap2","KRTCAP2",531,20.9125,529,19.2425,513,21.2849,20.4799666667,"KRTCAP2",50.737399,42.771043,41.546484,803,164,266,45.0183086666667,0.466770015871074
"Krtcap3","KRTCAP3",51,5.23523,58,5.49905,45,4.86656,5.20028,"KRTCAP3",4.555277,3.06754,3.2655,78,12,29,3.629439,1.33931562766028
"Krtdap","KRTDAP",1,0.0484725,2,0.0895407,4,0.204268,0.114093733333,"KRTDAP",0.145096,1.94507,1.206266,1,1,1,1.09881066666667,0.530821455706819
"Ksr1","KSR1",933,1.08906,986,1.06302,875,1.07602,1.07603333333,"KSR1",10.608248,6.804545,10.296401,1157,255,454,9.236398,0.202808969847597
"Ksr2","KSR2",1224,0.526243,1279,0.507891,1184,0.536291,0.523475,"KSR2",3.092526,2.940448,3.118679,1790,414,708,3.050551,0.376115496385553
"Kti12","AL445685.3",193,18.3888,209,18.3923,177,17.767,18.1827,"KTI12",4.346113,3.613479,4.094099,252,50,102,4.017897,3.82285646756002
"Ktn1","KTN1",3283,5.57209,3232,5.06657,2911,5.20516,5.28127333333,"KTN1",32.785555,30.625919,34.985766,3975,1012,1624,32.79908,0.185841547560762
"Ky","KY",21,0.0804986,22,0.0778909,27,0.109038,0.0891425,"KY",0.107462,0.098715,1.166939,27,6,19,0.457705333333333,0.747162320871434
"Kyat1","AL441992.3",295,2.20935,312,2.15821,240,1.89365,2.08707,"KYAT1",4.376586,4.662766,5.654657,272,75,137,4.898003,0.523409364152578
"Kyat1","AL441992.3",295,2.20935,312,2.15821,240,1.89365,2.08707,"",4.376586,4.662766,5.654657,272,75,137,4.898003,0.523409364152578
"Kyat1","KYAT1",295,2.20935,312,2.15821,240,1.89365,2.08707,"KYAT1",4.376586,4.662766,5.654657,272,75,137,4.898003,0.523409364152578
"Kyat1","KYAT1",295,2.20935,312,2.15821,240,1.89365,2.08707,"",4.376586,4.662766,5.654657,272,75,137,4.898003,0.523409364152578
"Kyat3","KYAT3",168,0.569077,152,0.475555,114,0.406828,0.48382,"KYAT3",7.726713,5.709901,4.120799,243,62,64,5.852471,0.216537946676462
"Kynu","KYNU",8,0.00974724,7,0.00787743,9,0.0115526,0.00972575666667,"KYNU",0.097527,0.074493,0.337768,9,2,10,0.169929333333333,0.863065595414883
"L1cam","L1CAM",15395,56.4507,16319,55.2685,14167,54.7282,55.4824666667,"L1CAM",288.999405,295.961945,272.57015,22974,5103,8640,285.843833333333,0.196910165403707
"L1td1","L1TD1",3,0.039638,2,0.024407,3,0.0417595,0.0352681666667,"L1TD1",0.029218,0,0,3,0,0,0.00973933333333333,1.02528259768696
"L2hgdh","L2HGDH",186,0.838213,193,0.803329,162,0.769131,0.803557666667,"L2HGDH",1.598796,2.418474,3.29968,213,64,75,2.43898333333333,0.524445015242005
"L3hypdh","L3HYPDH",51,0.658979,43,0.513174,40,0.54451,0.572221,"L3HYPDH",0.594633,0.699182,0.956729,37,12,22,0.750181333333333,0.898318917049357
"L3mbtl1","L3MBTL1",650,3.24904,667,3.07937,657,3.4598,3.26273666667,"",7.627271,5.289,9.422281,525,118,213,7.446184,0.504693796236265
"L3mbtl1","AL031681.3",650,3.24904,667,3.07937,657,3.4598,3.26273666667,"",7.627271,5.289,9.422281,525,118,213,7.446184,0.504693796236265
"L3mbtl2","L3MBTL2",843,5.35642,905,5.31117,748,5.00717,5.22492,"L3MBTL2",16.170449,20.130854,20.477617,1077,239,387,18.9263066666667,0.312397079104139
"L3mbtl3","L3MBTL3",259,0.396035,277,0.391209,228,0.367293,0.384845666667,"L3MBTL3",2.625728,2.054504,2.491099,282,60,104,2.39044366666667,0.40845558953897
"L3mbtl4","L3MBTL4",435,0.133354,440,0.124585,412,0.133063,0.130334,"L3MBTL4",2.930382,2.594791,2.972296,245,55,92,2.83248966666667,0.294934650400014
"Lacc1","LACC1",192,2.34554,204,2.3018,189,2.43247,2.35993666667,"",2.508129,2.700239,2.504974,221,51,87,2.571114,0.940865138068961
"Lacc1","LACC1",192,2.34554,204,2.3018,189,2.43247,2.35993666667,"LACC1",2.508129,2.700239,2.504974,221,51,87,2.571114,0.940865138068961
"Lacc1","AL512506.3",192,2.34554,204,2.3018,189,2.43247,2.35993666667,"",2.508129,2.700239,2.504974,221,51,87,2.571114,0.940865138068961
"Lacc1","AL512506.3",192,2.34554,204,2.3018,189,2.43247,2.35993666667,"LACC1",2.508129,2.700239,2.504974,221,51,87,2.571114,0.940865138068961
"Lactb","LACTB",297,2.29373,320,2.2826,288,2.34327,2.30653333333,"LACTB",4.927314,4.069038,4.858656,349,70,145,4.618336,0.588525380705248
"Lactb2","LACTB2",1128,4.70419,1184,4.5606,997,4.38041,4.5484,"LACTB2",26.843202,34.224427,31.914122,1530,389,756,30.993917,0.173420466146737
"Lactbl1","LACTBL1",0,0,0,0,2,0.0198322,0.00661073333333,"LACTBL1",0,0,0,0,0,0,0,1.00661073333333
"Lad1","LAD1",3,0.0315786,6,0.0583335,5,0.055448,0.0484533666667,"LAD1",0.025391,0,0.110949,3,0,2,0.0454466666666667,1.00287599558725
"Lag3","LAG3",25,0.528281,15,0.29276,14,0.311672,0.377571,"LAG3",0.620948,1.148603,1.27973,33,6,20,1.016427,0.683174248311494
"Lage3","LAGE3",108,7.15432,125,7.64803,120,8.37471,7.72568666667,"LAGE3",6.857419,4.186306,7.831659,171,26,75,6.29179466666667,1.19664459375936
"Lama1","LAMA1",117,0.144825,117,0.133764,132,0.172137,0.150242,"LAMA1",0.415706,0.321958,0.357789,140,29,44,0.365151,0.842574923946142
"Lama2","LAMA2",1309,0.317588,1342,0.300727,1345,0.343788,0.320701,"LAMA2",5.371336,6.326617,7.007092,1403,317,629,6.235015,0.182542952571626
"Lama3","LAMA3",241,0.150105,240,0.138065,252,0.165357,0.151175666667,"LAMA3",0.609045,0.740966,0.763414,198,65,91,0.704475,0.675384306995996
"Lama4","LAMA4",1448,1.55344,1531,1.51704,1406,1.58912,1.5532,"LAMA4",10.11778,10.195776,10.262937,1591,354,634,10.1921643333333,0.228123884170988
"Lama5","LAMA5",352,1.104,331,0.958846,341,1.12674,1.06319533333,"LAMA5",4.336371,2.66007,1.791596,435,100,180,2.92934566666667,0.525073513087039
"Lamb1","LAMB1",2758,6.64586,3012,6.70358,2893,7.34428,6.89790666667,"LAMB1",22.13571,25.655065,23.317354,3405,856,1426,23.7027096666667,0.319718232260458
"Lamb2","LAMB2",750,10.7834,1002,13.3063,769,11.6484,11.9127,"LAMB2",17.504798,62.003138,31.635409,1164,305,465,37.0477816666667,0.339381152707589
"Lamb3","LAMB3",184,0.209711,185,0.194747,157,0.188516,0.197658,"LAMB3",2.175285,3.974709,4.084435,24,7,6,3.41147633333333,0.271486892256553
"Lamc1","LAMC1",2019,2.75209,2088,2.62877,1967,2.82472,2.73519333333,"LAMC1",13.091392,8.698894,14.068907,2411,512,913,11.9530643333333,0.288363682693822
"Lamc2","LAMC2",74,0.180328,96,0.216072,75,0.192547,0.196315666667,"LAMC2",1.18387,1.422004,0.888596,118,37,32,1.16482333333333,0.552615840861687
"Lamc3","LAMC3",179,0.468909,166,0.401642,138,0.380854,0.417135,"LAMC3",2.16702,6.094554,5.039511,160,53,86,4.433695,0.260805032303065
"Lamp1","LAMP1",9986,95.804,10704,94.8491,9266,93.6545,94.7692,"LAMP1",180.155896,170.863544,173.011376,15254,3525,5876,174.676938666667,0.545143834625412
"Lamp5","LAMP5",7,0.061455,8,0.06487,3,0.0277475,0.0513575,"LAMP5",0.584329,0.404505,0.351377,16,3,5,0.446737,0.72670948486145
"Lamtor1","LAMTOR1",1616,12.0748,1768,12.2016,1559,12.2724,12.1829333333,"LAMTOR1",55.092309,46.405981,54.556645,2264,465,877,52.0183116666667,0.248648682292693
"Lamtor2","LAMTOR2",612,29.1732,688,30.2912,602,30.2324,29.8989333333,"LAMTOR2",64.244627,54.128571,55.614014,1020,214,351,57.9957373333333,0.523748574557466
"Lamtor3","LAMTOR3",832,12.4227,821,11.3222,748,11.7663,11.8370666667,"LAMTOR3",24.508437,30.617855,23.143678,957,243,376,26.08999,0.473867530652466
"Lamtor4","LAMTOR4",717,28.4107,735,26.8996,614,25.6316,26.9806333333,"LAMTOR4",36.729554,31.262911,36.004132,1072,219,412,34.6655323333333,0.784528689261959
"Lamtor5","LAMTOR5",802,23.8235,830,22.7721,809,25.3176,23.9710666667,"LAMTOR5",53.48078,43.620087,50.180388,1171,233,430,49.0937516666667,0.498486654241076
"Lancl2","LANCL2",1353,5.691,1495,5.808,1186,5.25556,5.58485333333,"LANCL2",21.420661,20.534093,21.910265,1865,441,754,21.2883396666667,0.295439383633317
"Lancl3","LANCL3",753,1.71407,735,1.54531,706,1.6931,1.65082666667,"LANCL3",5.634027,6.05496,6.193738,885,234,403,5.96090833333333,0.380816200951265
"Lap3","LAP3",1375,11.0473,1406,10.4336,1274,10.7837,10.7548666667,"LAP3",63.763362,75.12612,53.29731,1913,484,759,64.062264,0.180671036389081
"Laptm4a","LAPTM4A",5012,45.5476,5413,45.4347,4750,45.477,45.4864333333,"LAPTM4A",105.509737,98.22515,103.247728,7074,1611,2779,102.327538333333,0.449893940019507
"Laptm4b","LAPTM4B",2278,7.64054,2215,6.86182,2285,8.07422,7.52552666667,"LAPTM4B",64.564736,66.299591,66.482002,2946,614,1193,65.7821096666667,0.127661835021744
"Laptm5","LAPTM5",190,1.28121,186,1.15845,128,0.909331,1.11633033333,"LAPTM5",3.133725,3.966072,4.861405,165,44,80,3.98706733333333,0.424363697515079
"Large1","LARGE1",3695,1.06412,3717,0.988695,3337,1.01245,1.021755,"LARGE1",29.852207,28.076529,29.202389,4779,1077,1858,29.0437083333333,0.0672937900198183
"Large2","LARGE2",28,0.442371,18,0.262661,21,0.349536,0.351522666667,"LARGE2",0.263736,0.170098,0.886677,12,4,8,0.440170333333333,0.938446401363404
"Larp1","LARP1",6494,19.0279,6662,18.0293,5964,18.4103,18.4891666667,"LARP1",37.648142,33.882592,35.972356,10355,2274,3822,35.8343633333333,0.529102851332936
"Larp1b","LARP1B",883,1.51592,868,1.37635,917,1.65855,1.51694,"LARP1B",31.636041,14.738902,44.233342,778,192,361,30.2027616666667,0.0806640138744129
"Larp4","LARP4",3280,10.9968,3264,10.1073,2838,10.0242,10.3761,"LARP4",18.276776,15.491329,18.694842,4151,1004,1663,17.487649,0.615335135365238
"Larp4b","LARP4B",3033,5.84266,3006,5.34838,2841,5.76572,5.65225333333,"LARP4B",30.354943,25.688595,28.37435,4358,991,1696,28.139296,0.228291491096079
"Larp6","LARP6",522,3.13869,635,3.52653,533,3.37637,3.34719666667,"LARP6",8.710522,7.665064,8.206374,823,174,317,8.19398666666667,0.472830429745022
"Lars","LARS1",2455,6.36156,2559,6.12459,2277,6.21611,6.23408666667,"LARS1",44.847076,50.366173,53.008057,2588,667,1092,49.407102,0.143513242770235
"Lars2","LARS2",29509,47.8386,33788,50.5919,31490,53.7824,50.7376333333,"LARS2",449.13915,500.532835,395.087625,71213,19281,21315,448.253203333333,0.115163638120822
"Las1l","LAS1L",1090,7.82217,1180,7.82127,1026,7.75697,7.80013666667,"LAS1L",16.42554,19.28089,16.356398,1585,462,621,17.354276,0.479459754591791
"Lasp1","LASP1",2962,11.5612,3144,11.3343,2512,10.3295,11.075,"LASP1",97.240239,97.839234,81.826147,4812,1097,1735,92.3018733333333,0.129418623320246
"Lat","LAT",10,0.27007,8,0.199554,5,0.142262,0.203962,"LAT",0.194299,0,0.662437,5,0,4,0.285578666666667,0.936513673738622
"Lat2","LAT2",73,0.755149,48,0.458613,38,0.414131,0.542631,"LAT2",0.914499,0.174606,0.826976,17,1,7,0.638693666666667,0.941378508612856
"Lats1","LATS1",1195,5.26214,1182,4.80737,1067,4.94998,5.00649666667,"LATS1",5.266307,4.958373,5.57181,1574,361,654,5.26549666666667,0.958662494966347
"Lats2","LATS2",2053,4.63638,2034,4.24263,1837,4.37062,4.41654333333,"LATS2",53.045306,22.854563,47.902505,2862,580,1057,41.267458,0.128149256890017
"Lax1","LAX1",26,0.366258,15,0.195164,9,0.133567,0.231663,"LAX1",0.118109,0.238699,0.02753,11,3,1,0.128112666666667,1.09179077267105
"Layn","LAYN",75,0.5184,58,0.370277,76,0.553428,0.480701666667,"LAYN",1.307629,1.306571,0.890608,70,16,24,1.16826933333333,0.682895636581587
"Lbh","LBH",2281,14.9741,2256,13.6788,2143,14.8211,14.4913333333,"LBH",30.302634,27.851212,26.288386,3704,808,1249,28.1474106666667,0.531482316232504
"Lbp","LBP",179,1.05396,316,1.71852,182,1.12898,1.30048666667,"LBP",4.499641,3.777341,5.659233,242,78,113,4.645405,0.407497188717196
"Lbr","LBR",401,2.24592,404,2.0899,310,1.82917,2.05499666667,"LBR",3.110854,7.81769,4.091723,422,115,187,5.00675566666667,0.508593463127378
"Lbx2","LBX2",1,0.08269,11,0.840118,5,0.435579,0.452795666667,"LBX2",0.230701,0.31441,0.563392,6,1,3,0.369501,1.06082117988012
"Lca5","LCA5",1237,3.7768,1275,3.5955,1098,3.53184,3.63471333333,"LCA5",5.011705,2.516101,5.454594,246,65,111,4.32746666666667,0.869965712282886
"Lca5l","LCA5L",122,0.559147,133,0.563005,150,0.724271,0.615474333333,"LCA5L",0.70146,1.197753,1.284175,61,23,31,1.06112933333333,0.783781156867238
"Lcat","LCAT",107,4.33386,98,3.66617,76,3.24302,3.74768333333,"LCAT",2.364161,2.231908,2.888904,118,27,56,2.494991,1.35842505269112
"Lck","LCK",27,0.165651,51,0.288999,38,0.245617,0.233422333333,"LCK",1.559281,1.283885,1.170639,59,11,11,1.337935,0.527569129737568
"Lclat1","LCLAT1",2133,2.44535,2193,2.32211,2050,2.47598,2.41448,"LCLAT1",26.989211,26.648211,24.201442,3313,715,1246,25.946288,0.126714299201434
"Lcmt1","LCMT1",1001,2.56482,1099,2.60085,933,2.51854,2.56140333333,"LCMT1",30.159206,26.39181,25.833255,1380,324,492,27.4614236666667,0.125130892081868
"Lcmt2","LCMT2",166,2.08672,189,2.19438,168,2.22489,2.16866333333,"LCMT2",2.628639,2.74699,3.251528,261,62,125,2.875719,0.817567871491716
"Lcn2","LCN2",25,1.07189,88,3.48486,28,1.26477,1.94050666667,"LCN2",0.900057,1.640668,3.268388,28,12,37,1.936371,1.00140842784171
"Lcn8","LCN8",0,0,2,0.0925466,0,0,0.0308488666667,"LCN8",0,0,0,0,0,0,0,1.0308488666667
"Lcorl","LCORL",1286,1.24411,1290,1.15266,1123,1.14457,1.18044666667,"LCORL",7.685025,8.944772,7.20472,1405,346,564,7.944839,0.243765893010483
"Lcp1","LCP1",4569,7.10984,4773,6.86002,4439,7.27726,7.08237333333,"LCP1",63.830416,61.888162,75.798156,6616,1598,2749,67.1722446666667,0.118558122485909
"Lcp2","LCP2",85,0.290743,92,0.290652,87,0.313512,0.298302333333,"LCP2",3.54861,1.370704,2.115662,93,27,58,2.344992,0.388133165440455
"Lct","LCT",70,0.2494,95,0.312621,87,0.32656,0.296193666667,"LCT",1.131681,0.734952,0.611223,128,23,55,0.825952,0.709872804250605
"Lctl","LCTL",141,1.04351,164,1.12103,164,1.27869,1.14774333333,"LCTL",1.709043,4.365825,1.879753,67,34,38,2.65154033333333,0.58817461598991
"Ldah","LDAH",1316,2.63036,1350,2.49223,1173,2.47002,2.53087,"LDAH",43.750098,42.938018,40.502274,1823,385,669,42.3967966666667,0.0813624569371057
"Ldb1","LDB1",1362,15.4925,1453,15.2653,1255,15.0394,15.2657333333,"LDB1",29.93331,29.687435,32.581594,2410,546,960,30.734113,0.512563036921813
"Ldb2","LDB2",2975,1.4097,3144,1.376,2607,1.30144,1.36238,"LDB2",73.631577,72.328304,67.287192,4668,1129,1666,71.0823576666667,0.0327733453298579
"Ldb3","LDB3",436,1.09006,433,0.99988,415,1.09309,1.06101,"LDB3",5.011367,4.196711,5.160348,586,119,248,4.78947533333333,0.355992534959702
"Ldha","LDHA",8813,96.6479,9557,96.8021,8085,93.4098,95.6199333333,"LDHA",283.721647,278.225392,248.125254,13029,2986,4962,270.024097666667,0.356499418926701
"Ldhal6b","LDHAL6B",8,0.859289,4,0.39683,6,0.67896,0.645026333333,"LDHAL6B",0.16781,0,0.308608,9,0,6,0.158806,1.41958734536497
"Ldhb","LDHB",5575,48.8616,6173,49.9705,5433,50.1657,49.6659333333,"",334.45237,285.808944,327.135267,8943,2182,3463,315.798860333333,0.159930920458456
"Ldhb","LDHB",5575,48.8616,6173,49.9705,5433,50.1657,49.6659333333,"LDHB",334.45237,285.808944,327.135267,8943,2182,3463,315.798860333333,0.159930920458456
"Ldhb","AC010197.2",5575,48.8616,6173,49.9705,5433,50.1657,49.6659333333,"",334.45237,285.808944,327.135267,8943,2182,3463,315.798860333333,0.159930920458456
"Ldhb","AC010197.2",5575,48.8616,6173,49.9705,5433,50.1657,49.6659333333,"LDHB",334.45237,285.808944,327.135267,8943,2182,3463,315.798860333333,0.159930920458456
"Ldhc","LDHC",5,0.0458114,2,0.016925,2,0.0193053,0.0273472333333,"LDHC",0.027363,0,0.069849,1,0,1,0.032404,0.995101949753488
"Ldhd","LDHD",749,17.6406,783,17.0329,694,17.2201,17.2978666667,"LDHD",4.8389,4.940679,5.181506,508,125,211,4.98702833333333,3.0562518912471
"Ldlr","LDLR",5269,30.9338,5819,31.5535,4621,28.5815,30.3562666667,"LDLR",40.805216,44.22511,43.744757,7914,2097,3299,42.9250276666667,0.713858780116268
"Ldlrad3","LDLRAD3",493,0.323978,498,0.302268,404,0.279701,0.301982333333,"LDLRAD3",3.388792,3.019614,3.351629,527,114,206,3.253345,0.306107859421937
"Ldlrad4","LDLRAD4",1720,0.796005,1759,0.75188,1607,0.783515,0.777133333333,"LDLRAD4",3.493352,2.728009,3.456327,352,67,137,3.225896,0.42053409107394
"Ldlrap1","LDLRAP1",55,0.322485,66,0.357425,53,0.327391,0.335767,"LDLRAP1",0.601844,0.144598,0.215047,81,10,24,0.320496333333333,1.01156433856058
"Ldoc1","LDOC1",7,0.744663,13,1.27732,6,0.672445,0.898142666667,"LDOC1",0.291826,0.22553,0.093463,16,3,2,0.203606333333333,1.57704609397508
"Leap2","LEAP2",6,0.940661,4,0.579211,7,1.15618,0.892017333333,"LEAP2",0.558175,0,0,7,0,0,0.186058333333333,1.5952144006405
"Lect2","LECT2",6,0.154207,9,0.213643,2,0.0541534,0.1406678,"LECT2",0.039209,0,0,1,0,0,0.0130696666666667,1.12595198290081
"Lef1","LEF1",95,0.12947,95,0.119582,111,0.159373,0.136141666667,"LEF1",2.536103,0.949442,1.771702,114,27,39,1.75241566666667,0.412779828434465
"Lefty1","LEFTY2",17,0.780868,13,0.551527,19,0.919446,0.750613666667,"LEFTY2",0.651445,0.269059,0.465867,25,4,8,0.462123666666667,1.19730889156458
"Lefty1","LEFTY2",17,0.780868,13,0.551527,19,0.919446,0.750613666667,"LEFTY1",0.651445,0.269059,0.465867,25,4,8,0.462123666666667,1.19730889156458
"Lefty1","LEFTY1",17,0.780868,13,0.551527,19,0.919446,0.750613666667,"LEFTY2",0.651445,0.269059,0.465867,25,4,8,0.462123666666667,1.19730889156458
"Lefty1","LEFTY1",17,0.780868,13,0.551527,19,0.919446,0.750613666667,"LEFTY1",0.651445,0.269059,0.465867,25,4,8,0.462123666666667,1.19730889156458
"Lekr1","LEKR1",251,0.235923,257,0.223113,239,0.236667,0.231901,"LEKR1",2.024563,2.579219,3.189087,132,28,63,2.597623,0.342420815077066
"Lemd1","LEMD1",134,0.306769,140,0.296026,114,0.274951,0.292582,"LEMD1",0.677901,0.895888,0.859415,24,5,7,0.811068,0.713712571808458
"Lemd2","LEMD2",620,6.47139,709,6.83514,663,7.2906,6.86571,"LEMD2",18.609181,24.839434,18.767487,813,206,315,20.7387006666667,0.361829813134186
"Lemd3","LEMD3",737,2.04558,785,2.0124,705,2.0615,2.03982666667,"LEMD3",5.652449,5.357661,5.254134,998,233,384,5.42141466666667,0.473388937557581
"Lenep","LENEP",112,9.62537,105,8.33457,122,11.0459,9.66861333333,"LENEP",0,5.9e-05,0,0,0,0,1.96666666666667e-05,10.6684035213941
"Leng1","LENG1",211,5.70244,192,4.79263,181,5.15348,5.21618333333,"LENG1",3.180957,3.060561,2.833162,286,67,100,3.02489333333333,1.54443430384822
"Leng8","LENG8",3109,43.3203,3300,42.4697,2835,41.6167,42.4689,"LENG8",42.736894,52.28002,49.758456,4834,1342,2462,48.2584566666667,0.882465731603311
"Leng9","LENG9",317,20.0005,260,15.1513,321,21.3369,18.8295666667,"LENG9",1.525685,0.720822,1.585758,150,17,63,1.27742166666667,8.70702468362981
"Leo1","LEO1",749,4.66705,689,3.96529,645,4.23413,4.28882333333,"LEO1",12.492568,12.677649,11.435564,1094,270,389,12.201927,0.400609951360131
"Lepr","LEPR",168,0.266211,231,0.338083,148,0.247072,0.283788666667,"LEPR",3.711577,9.141831,2.885507,212,74,78,5.246305,0.205527694639791
"Leprot","LEPROT",677,9.02177,698,8.59119,613,8.60612,8.73969333333,"LEPROT",12.452138,12.694223,12.452532,908,228,348,12.5329643333333,0.719701396784144
