"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg__TPM","FoldChange"
"CHST2",0.122172,0.156315,0.141344,11,13,12,11.4175973333333,1.59714,2.811853,1.33313,97,133,69,19.626228,0.602029480782106
"CHST3",1.246196,1.210778,1.095041,199,180,163,5.352176,12.370977,13.90114,12.52911,1360,1220,1199,31.17039,0.197454118523276
"CHST4",0,0.041047,0.048577,0,1,2,19.514139,0.095139,0.157153,0.035825,3,4,1,53.506881,0.376358702307696
"CHST5",0.315114,0.039018,0.115156,12,3,1,12.453318,1.130989,0.560824,0.589205,15,8,7,20.5658856666667,0.623824043581671
"CHST6",0.170227,0.195777,0.216264,32,30,39,17.129703,4.782696,3.762946,4.945097,572,388,549,23.4356636666667,0.741936181775623
"CHST7",2.770192,2.290787,2.443908,144,105,117,5.74119833333333,0.994887,1.323117,1.461664,33,33,40,14.9202746666667,0.42343480087362
"CHST8",0,0,0,0,0,0,0.378435333333333,11.634631,5.790983,13.644411,346,133,336,0.960243666666667,0.703195912208873
"CHST9",0,0.004416,0.004499,0,1,1,4.089206,0.013076,0.027742,0.116469,2,4,4,0.638384666666667,3.10623390437004
"CHSY1",13.764617,3.39253,10.426294,295,257,201,0.125943333333333,64.234291,103.342029,57.23421,3385,3312,2776,0.462267,0.76999845673419
"CHSY3",2.96744,2.798136,1.812981,148,145,114,1.80517333333333,1.763851,3.984011,1.085518,52,109,46,0.204966,2.32801036156484
"CHTF18",7.368811,6.739752,5.382428,153,102,73,0.665206666666667,37.853029,35.293539,23.230372,383,351,249,91.1434013333333,0.018071903604282
"CHTF8",19.71909,17.086707,12.929354,265,225,227,9.62426666666667,22.414661,22.333565,26.15321,171,156,158,18.346788,0.549148864745232
"CHTF8.1",7.071612,6.484171,5.088996,420,365,283,8.90315533333333,13.07627,14.194449,14.01365,548,480,518,35.811619,0.269022542402531
"CHTOP",23.204522,21.024514,17.891435,860,727,598,24.2757883333333,26.580212,28.399546,26.904606,746,699,680,7.20467166666667,3.08065811286781
"CHUK",5.213351,3.650749,3.880122,131,113,81,8.26306733333333,12.439747,10.045133,13.490208,291,248,273,9.207623,0.90746565907982
"CHURC1",44.559951,42.335927,36.122644,577,472,418,3.469682,36.386282,40.056805,40.335291,757,691,731,14.9400293333333,0.280406133924304
"CHURC1.FNTB",20.732246,1.51424,18.510859,8,9,4,55.6928696666667,0.892841,0.548257,0,0,0,0,28.2984713333333,1.93501118272223
"CIAO1",13.754814,10.773112,8.255357,954,738,595,1.520591,23.627307,21.758925,22.005836,1230,904,1091,42.748928,0.05761492030159
"CIAO2A",38.414342,39.721167,39.569901,412,446,363,0,41.168942,47.648752,51.465658,287,234,278,31.636914,0.0306401518231779
"CIAO2B",57.911239,59.420768,44.144783,435,414,319,2.089406,38.514358,38.769884,51.484069,197,170,209,10.9912293333333,0.25763880534017
"CIAO3",8.581786,6.86928,5.698099,292,257,201,10.9758033333333,14.811175,12.040895,16.072365,291,215,248,9.92789633333333,1.09589283866132
"CIAPIN1",98.434977,94.878602,78.762347,1187,1002,844,2.657093,80.008881,98.592333,90.358796,678,559,654,58.1867433333333,0.0617890560290443
"CIART",3.606636,4.981338,3.133813,64,77,50,3.84906133333333,3.799026,2.110712,3.101573,49,35,49,5.545762,0.740794018073577
"CIB1",16.122531,18.819193,16.016529,283,323,282,24.3702173333333,19.072423,15.54718,17.82184,241,162,206,13.1371533333333,1.79457750334462
"CIB2",38.995714,26.934036,23.434019,512,400,393,0,9.187937,6.865934,8.884604,84,69,85,0.322440333333333,0.756177783446311
"CIB3",0.091632,0,0.09784,1,0,1,18.643237,0,0,0,0,0,0,26.969653,0.702305352161502
"CIB4",0,0,0,0,0,0,3.05112833333333,0,0,0,0,0,0,15.8800106666667,0.239995602688403
"CIC",18.653041,16.396271,13.619682,1200,777,638,0.155506,42.112827,29.391364,33.288304,2108,1427,1622,0.141291666666667,1.01245460187653
"CIDEA",0,0,0.059844,0,0,1,8.12363133333333,0,0,0.108064,0,0,1,27.7922796666667,0.316877699124878
"CIDEB",0,0,0,0,0,0,14.4867183333333,0,0,0,0,0,0,85.193237,0.179674402219438
"CIDEC",0,0,0,0,0,0,0.994381666666667,0,0,0,0,0,0,1.24181033333333,0.889629973157111
"CIDECP1",12.677144,11.711752,9.457446,189,165,142,3.75167433333333,11.484005,8.636274,13.109264,118,77,121,5.741254,0.704865049341463
"CIITA",0.05698,0.037787,0.022034,21,8,8,48.921657,9.680555,18.751757,10.236883,573,770,580,85.5556796666667,0.576757726266521
"CILP",0.247402,0.240148,0.201241,31,29,24,1.811352,0.243919,0.137146,0.025063,22,10,2,8.34852266666667,0.300726874207005
"CILP2",0.060305,0.079556,0.043927,6,7,4,5.33048733333333,1.005296,0.67492,1.39598,64,33,74,5.90597266666667,0.91666846060497
"CINP",14.268984,16.154537,11.603156,336,257,224,5.77350733333333,10.990718,12.0238,10.096533,206,156,178,7.133265,0.832815275702111
"CIP2A",1.372733,9.032393,7.86765,70,85,48,8.185999,1.469419,13.092886,1.560376,62,107,60,11.1507136666667,0.756004894198121
"CIPC",9.146412,5.997783,4.885999,575,469,393,7.58974066666667,4.279544,4.2946,3.660741,242,208,205,12.320872,0.644833211119112
"CIR1",9.809519,7.006107,8.589378,272,230,221,23.3262366666667,17.54756,16.864771,13.810179,297,238,253,41.6729143333333,0.57006269777231
"CIRBP",305.499221,244.390978,200.854714,3198,2916,2596,5.752355,288.186463,251.832066,309.520586,2840,1983,2531,12.6342516666667,0.495249403127002
"CISD1",58.051673,67.156521,57.294685,616,660,557,14.7138463333333,14.241135,12.070461,15.802329,132,114,138,21.003391,0.714155665066959
"CISD2",12.790358,10.782856,10.482232,176,199,193,3.22284966666667,17.166242,19.167161,20.287233,274,234,333,5.93160133333333,0.609217042872825
"CISD3",13.757671,10.784628,9.937894,218,158,145,0.264682666666667,1.927508,2.653545,2.835736,22,24,31,1.577183,0.490722881016469
"CISH",1.219881,1.417222,0.801535,57,59,33,10.3005813333333,0.405671,0.670517,0.658494,14,22,19,31.813149,0.344391857463401
"CIT",6.38368,2.266133,0.962243,192,140,118,27.794307,22.598217,13.275563,42.484838,1129,435,1315,38.601211,0.727106729135127
"CITED1",0.877567,0.175221,0.079422,5,2,1,11.4839223333333,0.949373,0.954211,1.120461,9,5,4,6.63872566666667,1.63429384403865
"CITED2",54.979854,44.645499,42.439349,1215,1079,1034,0.729164333333333,22.329501,28.258009,24.147573,438,469,413,0.385013333333333,1.24848208440833
"CITED4",38.740932,51.585618,44.149336,770,758,749,2.76236433333333,0.091282,0.400689,0.733491,1,3,6,11.7922413333333,0.29411298890442
"CIZ1",47.582188,39.439973,40.656083,806,623,526,0.00359333333333333,81.002971,85.559854,80.147645,949,770,764,6.739202,0.129676591117965
"CKAP2",15.208917,16.266214,12.420375,780,710,554,93.4304583333333,8.920511,9.755704,7.749312,274,297,238,138.884762666667,0.67505893088837
"CKAP2L",1.989951,1.735089,1.057281,113,128,89,0.563945666666667,0.402019,2.439964,0.451318,17,49,20,23.0417626666667,0.0650512064506418
"CKAP4",16.080968,16.035582,15.921023,1031,956,959,3.02365833333333,212.171165,178.090492,177.093056,9351,6211,6739,13.9876663333333,0.268464632441444
"CKAP5",38.961451,26.973139,26.108737,1725,1149,924,37.957617,77.451584,80.988872,75.32495,2249,1905,1826,118.895342666667,0.324930194397209
"CKB",549.357443,484.734557,504.259659,1827,1460,1475,4.18898,429.538607,413.769257,518.867051,947,624,972,7.931251,0.580991397509711
"CKLF",7.720318,10.891749,10.05703,43,43,40,11.0253153333333,25.111143,29.405623,22.723926,74,68,61,25.5255036666667,0.453349179885507
"CKLF.CMTM1",0.215578,0.279251,0.202599,2,2,2,6.67445666666667,4.287276,7.248004,4.030212,24,31,20,9.42296133333333,0.736302900992565
"CKM",294.806208,246.375427,246.469992,9302,7411,7353,3.824882,0.181777,0.111971,0.103197,4,2,2,5.62699333333333,0.728065014903692
"CKMT1A",0.884037,0.578322,1.956141,21,14,9,6.41914033333333,21.176017,10.379592,11.866843,177,101,161,19.671414,0.358908216599664
"CKMT1B",0.398653,0.321812,0.945667,16,14,21,35.064053,30.581301,8.974086,17.64263,333,149,263,21.3558103333333,1.61318478114959
"CKMT2",167.805341,131.916075,131.924467,3666,2953,2996,47.2025766666667,0.716713,1.389849,1.164893,10,8,9,34.5363316666667,1.35643085276247
"CKMT2.AS1",0.654825,0.930405,0.992584,25,25,16,253.563721333333,5.8945,4.610173,5.552615,128,107,121,451.791804,0.56220920759717
"CKS1B",20.699756,23.86742,19.421907,207,219,203,13.4085363333333,19.055806,24.946278,16.113272,146,177,117,21.8153626666667,0.631527823766933
"CKS2",29.382178,32.265717,33.327848,213,249,249,0.244779,30.63956,44.253601,29.542329,182,212,157,11.5204823333333,0.0994194126759813
"CLASP1",5.918839,4.325823,3.345717,996,670,557,52.460889,29.506552,35.007506,24.340859,2818,2190,2382,14.8114776666667,3.38114438935109
"CLASP2",22.758106,12.090685,11.101013,611,446,319,5.85397366666667,69.516465,56.042398,66.389632,2231,1500,2039,5.32540133333333,1.0835634460928
"CLASRP",49.796528,47.537563,35.380153,361,297,228,2.78210866666667,78.25212,65.186907,60.60589,456,343,317,26.8313083333333,0.135894030613605
"CLBA1",3.854954,3.203181,2.631269,91,66,61,0.019829,7.014744,11.560805,4.772278,133,112,102,2.27845133333333,0.311070348865938
"CLC",0,0,0,0,0,0,0.752158,0,0,0,0,0,0,3.57971666666667,0.382590917196479
"CLCA1",0,0,0,0,0,0,0,0.200516,0.166185,0.100326,9,6,4,0,1
"CLCA2",0,0,0,0,0,0,0,0.067069,0.062496,0.295433,4,3,3,0.333192333333333,0.750079320888184
"CLCA3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CLCA4",0.017119,0,0,1,0,0,4.36159933333333,0,0.026142,0.023765,0,1,1,10.4590743333333,0.46789113826908
"CLCA4.AS1",1.332801,1.521475,0.64885,21,24,10,10.1450593333333,1.457211,0.636557,1.539528,17,6,16,55.806069,0.196194870187785
"CLCC1",17.433017,12.668366,21.597416,503,397,374,428.117839333333,31.661552,41.473895,35.07343,748,649,695,665.598408,0.64374267052455
"CLCF1",0.02851,0.18104,0.060573,1,6,2,1.50108433333333,0.914959,1.53711,0.561631,21,22,12,3.49487933333333,0.55642969429361
"CLCN1",0.028582,0,0,2,0,0,0.541919666666667,0.122387,0.050446,0.023154,6,2,1,27.542703,0.0540215012806134
"CLCN2",4.147656,1.768623,5.456289,82,65,71,13.2638523333333,7.450342,6.833638,9.280882,110,79,112,23.8292313333333,0.574478208440712
"CLCN3",8.507085,5.799857,4.598302,676,537,463,0,28.74913,31.847751,27.895517,1679,1175,1433,0,1
"CLCN4",2.10295,1.511434,1.455849,306,217,203,41.8567286666667,10.573036,5.45365,7.721182,844,449,734,53.196258,0.79076914621424
"CLCN5",1.308219,1.026645,0.742852,258,208,152,10.568499,8.485975,7.170973,8.192724,1332,888,1130,26.3668863333333,0.422718860271268
"CLCN6",5.142213,3.911206,3.435696,472,353,301,1.80306233333333,17.82762,16.601374,17.164295,1076,784,905,12.797715,0.203154097133716
"CLCN7",14.804929,9.588978,8.514331,759,570,412,0.627559666666667,52.601926,48.78375,47.951316,1462,1031,1210,2.83215233333333,0.424711630722404
"CLCNKA",1.059813,1.005156,0.833641,54,48,36,0.968377666666667,0.159071,0.098851,0.174517,6,2,2,1.712428,0.725688448381548
"CLCNKB",5.79808,3.821877,2.941822,133,93,98,0.415766666666667,0.276893,0.457336,0.314808,1,12,6,1.02376566666667,0.699570454220902
"CLDN1",0.261797,0.493031,0.315537,16,21,20,0.053852,24.237038,36.814831,27.206255,1171,1417,1095,1.34338033333333,0.449714450961937
"CLDN10",0.094357,0.25984,0.044179,4,12,2,19.2346636666667,0.159373,0.481176,0.219524,6,14,7,12.668342,1.4804036705159
"CLDN10.AS1",0,0,0,0,0,0,3.45495433333333,0,0,0,0,0,0,3.582583,0.972149186023109
"CLDN11",0.333192,0.573312,0.180969,11,16,8,6.18521166666667,2.582933,3.798665,2.034023,64,74,52,31.54871,0.22075257872483
"CLDN12",7.493801,3.341064,4.035956,197,182,146,10.2830773333333,17.178412,19.353609,16.403989,685,680,654,32.2846823333333,0.338987081815522
"CLDN14",0,0,0.08986,0,0,2,3.36011533333333,3.012285,1.878906,2.995775,58,31,51,0,4.36011533333333
"CLDN15",0.333802,0.277496,0.383448,10,10,8,5.52214033333333,6.865579,5.415171,7.173671,153,111,151,17.0637223333333,0.361062920088065
"CLDN16",0,0.042047,0,0,2,0,0,0.445874,0.088019,0.054475,7,3,2,0,1
"CLDN17",0,0,0,0,0,0,3.78758766666667,0,0,0,0,0,0,4.331183,0.898034763891366
"CLDN18",0.124827,0.030787,0.015676,7,2,1,101.944392333333,0.197424,0.146363,0.177956,10,6,8,228.511224666667,0.448537506097342
"CLDN19",0.049985,0,0.017158,3,0,1,15.7614486666667,0.17975,0.113585,0.026968,6,4,1,37.034674,0.440688637601223
"CLDN2",0.031918,0.016791,0.01699,2,1,1,5.501732,0.036874,0,0,1,0,0,14.1391596666667,0.42946452399967
"CLDN20",0.137771,0.094399,0,3,2,0,5.035147,0.126987,0.157255,0.143043,2,2,2,18.3426493333333,0.312012428907533
"CLDN22",0,0,0,0,0,0,8.45461366666667,0,0,0,0,0,0,15.033874,0.58966495973878
"CLDN23",0.021691,0.024419,0,1,1,0,29.4515506666667,0.134973,0.45027,0.163671,4,10,4,130.443867,0.23166961960018
"CLDN24",0,0,0,0,0,0,18.1497543333333,0,0,0,0,0,0,50.6637833333333,0.370661091731893
"CLDN25",0,0,0,0,0,0,9.577229,0,0,0,0,0,0,29.2797836666667,0.349316531334531
"CLDN3",0.309071,0.178349,0.170274,8,4,4,9.22515066666667,0.185314,0.162674,0.226069,3,2,3,31.2373013333333,0.317183828786992
"CLDN34",0,0,0.246849,0,0,4,14.904315,0,0,0,0,0,0,9.174532,1.56314953847509
"CLDN4",0.292771,0.137681,0.082996,10,6,4,1.31009,2.950531,2.594063,3.638614,70,44,83,2.957795,0.583681064835344
"CLDN5",0,0.059857,0.03818,0,3,1,29.689958,0,0.072588,0.134138,0,1,2,101.212536,0.300256301242736
"CLDN6",52.131542,51.371462,54.161864,885,758,756,12.27635,1.126353,1.387411,1.909287,15,13,24,8.49458366666667,1.39830775799157
"CLDN7",0.174951,0,0,2,0,0,0.135642333333333,0,0,0.582591,0,0,2,0.238804,0.916724787241027
"CLDN8",0,0,0,0,0,0,382.696331666667,0,0,0,0,0,0,21.6070856666667,16.972392519944
"CLDN9",1.241118,0.818133,1.037275,41,25,32,310.669748666667,0.180764,0.056446,0.10497,4,1,2,287.548418666667,1.08012981012629
"CLDND1",46.056767,41.881489,34.330865,462,495,370,88.9516413333333,56.897467,58.533881,60.437626,720,620,686,92.013525,0.967081307082312
"CLDND2",1.882865,0.397944,0.406531,11,2,3,56.5822383333333,0.913273,0.675658,4.344403,5,2,14,25.6590313333333,2.15995238586688
"CLEC10A",0,0,0,0,0,0,2.392436,0,0,0,0,0,0,0.507192333333333,2.25083151298761
"CLEC11A",2.01434,1.73462,2.035334,57,41,52,0.188880333333333,1.003212,2.16177,0.60771,14,24,8,0.278875,0.929629817873782
"CLEC12A",0.038857,0,0.077677,1,0,2,6.563804,0.189602,0.706838,0.212318,2,4,2,21.293754,0.339279064441099
"CLEC12A.AS1",0.116464,0.126566,0.088355,9,10,7,33.9022196666667,0.108877,0.361684,0.110766,6,17,6,48.7344923333333,0.701770904440786
"CLEC12B",0,0.02116,0,0,1,0,113.315971,0,0.08074,0.245228,0,1,1,110.788103333333,1.02261302939481
"CLEC14A",0.162281,0.173862,0.024593,7,7,1,0.0629243333333333,0.033501,0.042446,0.194494,1,1,5,0.136522666666667,0.935242529258839
"CLEC16A",6.446192,3.787797,4.096073,408,314,238,35.5688363333333,10.160409,11.53771,11.766082,577,460,483,53.230891,0.674317453742984
"CLEC17A",0.081635,0.118552,0.083949,5,7,5,9.05202733333333,0.146292,0.166729,0.268596,7,6,11,32.452947,0.300482565357645
"CLEC18A",0.115392,0.020966,0.05577,7,1,4,4.90204733333333,0.298124,0.817825,0.761344,6,33,31,14.1369863333333,0.389909008528096
"CLEC18B",0.382124,0.258703,0.808666,11,4,8,16.967353,2.160017,2.823424,1.159124,21,42,12,40.373725,0.434269648188554
"CLEC18C",0,0.094062,0,0,6,0,6.57484866666667,0.831307,0.332971,0.161578,41,13,6,8.13978533333333,0.828777524898834
"CLEC19A",0.191599,0.042527,0.043288,9,2,2,16.6497516666667,0.124096,0.107759,0.032826,4,3,1,16.2936876666667,1.02058924660044
"CLEC1A",0,0,0,0,0,0,9.83629033333333,0.085147,0.472456,0.075513,2,2,1,36.2538843333333,0.290876791165571
"CLEC1B",0,0,0.142472,0,0,2,36.4124333333333,0,0.122188,0.548939,0,1,3,28.4046863333333,1.27232893795308
"CLEC2A",0,0,0,0,0,0,0.0116863333333333,0,0,0,0,0,0,0.269576333333333,0.796869244306959
"CLEC2B",0.221767,0.099998,0.206297,2,1,3,8.60441166666667,0.04292,0,0,1,0,0,13.8970446666667,0.644719263556839
"CLEC2D",5.181922,4.29641,4.37998,138,111,79,0.122157,13.367213,15.679973,11.436226,254,171,200,0.488022666666667,0.754126281230483
"CLEC2L",0.073402,0.040806,0.119823,3,1,3,48.974659,7.235993,3.001141,15.456323,55,14,61,51.99163,0.943067027755138
"CLEC3A",0.423167,0,0.302733,9,0,6,9.75986,0.358462,0.250671,0.29524,6,3,4,13.039294,0.766410333739004
"CLEC3B",0,0,0,0,0,0,28.57137,0.92367,1.203731,1.115503,8,9,9,54.9089616666667,0.528920035687779
"CLEC4A",0,0.369698,0.455279,0,1,3,309.423736,1.325829,1.170295,1.825011,14,7,10,818.213956666667,0.37892876882017
"CLEC4C",0.041377,0,0,1,0,0,20.4466736666667,0,0,0,0,0,0,21.5956786666667,0.949149347671729
"CLEC4D",0.061571,0.028521,0.135791,2,1,2,7.18575633333333,0,0,0.040361,0,0,1,22.2529076666667,0.35203151582921
"CLEC4E",0.048999,0.073157,0,2,3,0,48.333583,0.099301,0.231702,0.111407,3,6,3,54.592737,0.887410580270585
"CLEC4F",0,0,0,0,0,0,264.646897333333,0,0,0.077698,0,0,2,338.348655333333,0.782814056158246
"CLEC4G",0,0,0,0,0,0,0,0,0.28466,0,0,1,0,4.71380133333333,0.175014835424216
"CLEC4M",0.015633,0.016393,0.048741,1,1,2,0.044429,0,0.028912,0.102316,0,1,4,0,1.044429
"CLEC4O",0,0,0,0,0,0,2.92393033333333,0,0,0,0,0,0,7.21625566666667,0.477581332972964
"CLEC5A",0,0,0,0,0,0,0,0.018863,0,0,1,0,0,0,1
"CLEC6A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CLEC7A",0.09782,0.095201,0.222174,2,2,4,1.026119,0.088365,0.083694,0.260993,3,2,4,1.781751,0.728361021529245
"CLEC9A",0,0,0,0,0,0,0,0,0.051415,0,0,1,0,0.0163693333333333,0.983894306138058
"CLECL1",0.122582,0,0,2,0,0,0.0647826666666667,0,0.179865,0,0,1,0,1.111081,0.504377930864172
"CLGN",15.343653,11.626432,10.726076,650,571,513,29.7352103333333,3.45097,2.854082,5.615616,137,88,168,35.118764,0.850948563282324
"CLHC1",3.695247,4.452719,2.952457,73,67,46,18.6373636666667,25.677434,23.927492,17.112241,175,214,174,94.404255,0.205833205936849
"CLIC1",63.373943,58.931834,53.484432,1328,1158,1044,4.181215,112.061515,136.986698,129.817983,1655,1636,1690,40.4058456666667,0.125132452111009
"CLIC2",0.616788,0.335279,0.169308,8,6,7,0.471167,0.920681,0.57219,0.652207,12,6,11,0.300121,1.13156160080485
"CLIC3",0.080749,0,0,1,0,0,9.15709433333333,0.12867,0,0,1,0,0,14.8918496666667,0.639138586532061
"CLIC4",65.140868,41.122361,40.880823,3459,3066,2929,5.87505066666667,39.206209,73.641284,42.78924,2503,3701,2372,18.1547896666667,0.35892070789118
"CLIC5",4.892947,3.819299,2.87477,524,386,326,0.137545333333333,0.011231,0,0.024148,1,0,2,0.0407283333333333,1.09302811973025
"CLIC6",0,0,0,0,0,0,5.71706866666667,0.057331,0.402992,0.248637,3,16,11,11.3865446666667,0.542287526298025
"CLINT1",24.714565,21.466443,14.878986,556,429,290,0.159015333333333,40.39184,46.258112,59.917379,1133,1076,1027,0.142362333333333,1.01457768653086
"CLIP1",16.371064,11.700457,12.799821,855,440,468,8.47413266666667,19.623863,20.98432,24.271437,984,1037,946,26.7315613333333,0.341637189222331
"CLIP2",1.179432,0.755842,0.403884,45,24,24,34.7109713333333,17.954155,15.051862,17.360428,772,602,720,716.366951666667,0.049780619598332
"CLIP3",1.871081,1.882857,1.190342,103,102,83,76.4767323333333,45.788625,43.378308,40.754262,1314,904,1278,5.49975533333333,11.9199459610428
"CLIP4",7.112221,4.308593,4.003205,312,219,188,11.281179,5.474899,4.854573,3.972379,209,159,175,3.02070466666667,3.05448423054201
"CLK1",29.081207,31.393663,23.11948,462,390,335,44.2791916666667,87.681724,75.127124,84.089701,1710,1181,1434,28.6361993333333,1.52783395594653
"CLK2",13.241251,9.34801,8.198391,456,372,312,43.4723906666667,27.349982,30.860541,30.947842,657,553,628,149.490431,0.295516401748272
"CLK3",47.78072,42.397069,39.109695,692,513,517,14.9792286666667,45.947192,41.167418,48.008918,628,534,581,46.2948363333333,0.337864128634367
"CLK4",5.166311,2.919523,3.152515,128,80,92,0.581519,11.198917,13.987513,12.473729,357,355,349,2.63049266666667,0.435621042433359
"CLLU1",0.028718,0,0.048293,1,0,2,0.251962,0.090007,0.111808,0.097585,3,3,3,1.09270766666667,0.598249827217466
"CLLU1OS",0,0,0,0,0,0,56.5984226666667,0,0,0,0,0,0,19.3409263333333,2.83165189838372
"CLMAT3",0,0.025962,0,0,1,0,0.392645333333333,0.069909,0.467292,0.157932,2,8,4,0.477854666666667,0.942342548793702
"CLMN",0.329762,0.42578,0.217063,23,20,12,282.804864666667,1.349346,1.267943,1.833538,204,127,151,489.138098333333,0.579030411289629
"CLMP",0.169965,0.414104,0.135129,17,18,8,0.0667543333333333,22.981562,21.835147,18.18536,1120,766,1098,0,1.06675433333333
"CLN3",11.299498,7.985951,11.355704,179,138,161,5.92674933333333,14.539599,17.807591,15.79432,235,192,180,8.46022433333333,0.732197154028025
"CLN3.1",0.395529,1.092924,0.577599,10,28,11,6.03285866666667,0.469778,1.192549,0.672842,11,12,14,15.315938,0.43104225246913
"CLN5",4.383105,5.265332,3.544532,138,165,128,47.3810733333333,24.224418,20.28748,24.892277,885,604,775,22.2496163333333,2.08094071917947
"CLN6",9.176678,6.554658,5.208827,279,246,177,0,15.089775,9.243366,15.892937,239,151,238,0.0447746666666667,0.957144188029062
"CLN8",4.870151,2.345616,1.983459,253,223,190,100.094352333333,14.819292,17.317109,14.763487,803,616,630,301.70287,0.333972229379039
"CLNK",0.163963,0.103904,0.051877,4,2,1,0.027625,0.047863,0.247822,0.366548,1,4,2,0.083092,0.948788283913093
"CLNS1A",103.72782,104.113192,89.12974,460,458,407,0.453754666666667,127.743052,169.300684,155.211721,436,360,418,0.358015666666667,1.07049918668096
"CLOCK",1.83401,1.305378,1.354823,335,265,217,361.918919666667,1.992413,2.957484,3.320003,202,240,230,155.701109,2.31599458346314
"CLP1",4.173097,2.37724,1.449411,126,83,50,11.1328136666667,6.415882,8.689122,8.105375,152,137,152,7.650567,1.40254548247146
