"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"TMIE","Tmie",0.065315,0.547203,0.247698,6,20,16,0.286738666666667,2.250635,1.445575,1.675864,57,52,63,0,1.28673866666667
"TMIGD1","Tmigd1",0.111708,0.028082,0.260417,1,1,2,0.133402333333333,0,0,0,0,0,0,0,1.13340233333333
"TMIGD3","Tmigd3",0,0.053742,0,0,1,0,0.017914,0,0,0,0,0,0,0,1.017914
"TMOD1","Tmod1",76.065177,78.722731,88.385741,3616,3634,2829,81.057883,54.916123,38.087964,37.570183,2645,2468,2672,0,82.057883
"TMOD2","Tmod2",0.261697,0.345851,0.291068,86,67,69,0.299538666666667,62.920464,63.10669,56.318631,9444,12570,11961,0,1.29953866666667
"TMOD3","Tmod3",8.917352,10.609347,14.105288,568,608,517,11.2106623333333,9.723143,9.376758,8.285783,686,984,909,0,12.2106623333333
"TMOD4","Tmod4",10.510356,11.900396,16.047484,166,191,187,12.819412,1.345025,2.917657,2.377418,10,18,20,0,13.819412
"TMPO","Tmpo",6.356153,7.445948,6.489665,391,345,268,6.763922,9.250898,7.923728,5.853073,366,425,369,0,7.763922
"TMPRSS11A","Tmprss11a",0.010665,0.024813,0,1,2,0,0.011826,0.099387,0.046013,0,5,3,0,0,1.011826
"TMPRSS11B","Tmprss11b",0,0.008277,0.156331,0,1,1,0.0548693333333333,0.129221,0.12415,0,3,3,0,37.3929743333333,0.027475582490036
"TMPRSS11D","Tmprss11d",0.041801,0,0.019543,3,0,1,0.020448,21.150534,0.01967,0.26919,125,1,3,10.8886136666667,0.0858340617847761
"TMPRSS11E","Tmprss11e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMPRSS11F","Tmprss11f",0,0,0,0,0,0,0,0,0.023412,0.044254,0,1,2,13.215557,0.0703454672933322
"TMPRSS11GP","Tmprss11g",0.047186,0.044845,0,3,3,0,0.030677,0,0.045105,0,0,1,0,0,1.030677
"TMPRSS12","Tmprss12",0,0,0,0,0,0,0,0.019131,0.070584,0.055007,1,5,4,0,1
"TMPRSS13","Tmprss13",0.036802,0.098367,0.06417,4,10,5,0.0664463333333333,0.393246,0.41373,0.246481,13,12,6,8.38045333333333,0.113688144425145
"TMPRSS15","Tmprss15",0,0,0,0,0,0,0,0.015589,0.023058,0.022092,1,2,2,1.42235166666667,0.412821975339391
"TMPRSS2","Tmprss2",0,0,0,0,0,0,0,0,0,0.159905,0,0,1,0,1
"TMPRSS3","Tmprss3",0,0,0,0,0,0,0,0.094195,0.022493,0,3,1,0,0,1
"TMPRSS4","Tmprss4",0,0,0,0,0,0,0,0.578803,0.5564,0.407914,10,12,9,0,1
"TMPRSS5","Tmprss5",0.038109,0.040683,0.028722,2,2,2,0.035838,2.595924,2.729656,1.816249,13,11,19,0,1.035838
"TMPRSS6","Tmprss6",0.009144,0.009521,0,1,1,0,0.00622166666666667,0.100464,0.043517,0.142251,5,3,6,0,1.00622166666667
"TMPRSS7","Tmprss7",0,0.931955,0,0,2,0,0.310651666666667,0.024659,0.020198,0.240909,1,1,4,0,1.31065166666667
"TMPRSS9","Tmprss9",0,0,0,0,0,0,0,0.210982,0.13549,0.298572,6,8,13,0,1
"TMSB10","Tmsb10",8.27225,8.988555,6.699579,96,99,57,7.98679466666667,4143.737398,4712.151434,4766.998302,15505,23944,25620,0,8.98679466666667
"TMSB4X","Tmsb4x",98.127988,116.157625,108.674763,1494,1644,1187,107.653458666667,1630.89952,1704.091656,1780.142864,8358,11957,13188,0,108.653458666667
"TMTC1","Tmtc1",8.440183,8.531793,7.656774,2268,2192,1513,8.20958333333333,2.464035,2.161967,1.532239,334,401,293,0,9.20958333333333
"TMTC2","Tmtc2",0.714685,0.507932,0.80736,101,77,76,0.676659,12.759829,14.848535,12.813203,959,1605,1363,0,1.676659
"TMTC3","Tmtc3",2.541663,2.533916,2.850091,322,259,232,2.64189,1.912339,1.682465,1.552418,214,254,238,0,3.64189
"TMTC4","Tmtc4",1.0528,1.421375,1.082927,62,48,70,1.18570066666667,19.289164,25.21436,21.130358,855,1438,1014,0,2.18570066666667
"TMUB1","Tmub1",2.173298,1.856674,2.121397,62,48,48,2.05045633333333,16.257861,20.99671,22.995892,187,298,476,0.144698333333333,2.66485609745799
"TMUB2","Tmub2",2.950227,4.213206,4.352059,168,207,175,3.83849733333333,14.752783,15.328405,16.690013,432,629,677,0,4.83849733333333
"TMX1","Tmx1",13.930101,16.180705,14.77719,785,659,594,14.9626653333333,3.814114,1.770008,1.828928,170,99,112,0,15.9626653333333
"TMX2","Tmx2",18.128642,19.038296,18.716149,864,902,785,18.6276956666667,40.072969,36.287252,33.626399,826,1010,1026,0,19.6276956666667
"TMX3","Tmx3",10.058311,10.503429,14.098888,491,381,416,11.5535426666667,13.956132,12.498235,8.987125,587,655,612,0,12.5535426666667
"TMX4","Tmx4",4.116906,4.116923,6.529489,740,684,685,4.921106,83.88581,84.705074,75.258965,8285,11275,10631,0,5.921106
"TNC","Tnc",0.071442,0.063034,0.046856,17,14,8,0.060444,112.446397,1.210275,5.361885,4597,105,278,0,1.060444
"TNF","Tnf",0.039973,0.048982,0.083733,2,2,3,0.0575626666666667,0,0,0,0,0,0,0.238335,0.854019846541256
"TNFAIP1","Tnfaip1",5.811,6.240459,6.383245,704,705,556,6.14490133333333,41.058323,41.041878,33.188484,1102,1526,1333,25.679217,0.267807759625529
"TNFAIP2","Tnfaip2",11.362842,7.286977,14.505517,456,320,351,11.0517786666667,17.325681,6.379338,8.024432,304,160,238,0,12.0517786666667
"TNFAIP3","Tnfaip3",0.21676,0.621303,0.426523,31,33,44,0.421528666666667,1.680244,1.713688,0.810608,81,45,52,0,1.42152866666667
"TNFAIP6","Tnfaip6",0.080441,0.29342,0.277074,4,13,10,0.216978333333333,0.45905,0,0.038392,4,0,1,0,1.21697833333333
"TNFAIP8","Tnfaip8",17.099289,20.866596,21.009501,715,822,684,19.658462,1.106336,1.668062,0.71128,21,27,18,0,20.658462
"TNFAIP8L1","Tnfaip8l1",0.278299,0.291526,0.233533,22,22,13,0.267786,2.192162,2.582858,2.197271,134,213,197,0,1.267786
"TNFAIP8L2","Tnfaip8l2",0.273931,0.293072,0.387648,9,9,9,0.318217,0.18787,0.137882,0.130407,3,3,3,0.250006,1.05456853807102
"TNFAIP8L3","Tnfaip8l3",0,0.015167,0,0,2,0,0.00505566666666667,6.417526,4.624303,6.234441,179,179,256,0,1.00505566666667
"TNFRSF10D","Tnfrsf10b",0.438554,0.38777,0.303333,45,37,22,0.376552333333333,4.102654,0.362904,0.634229,233,28,52,0,1.37655233333333
"TNFRSF11A","Tnfrsf11a",0.11197,0.171617,0.129064,19,20,16,0.137550333333333,0.012518,0.005447,0.020455,2,1,4,0,1.13755033333333
"TNFRSF11B","Tnfrsf11b",0.011851,0,0,1,0,0,0.00395033333333333,0.686537,0,0.090725,10,0,2,0,1.00395033333333
"TNFRSF12A","Tnfrsf12a",11.028244,8.988052,8.52907,228,206,146,9.515122,15.960768,12.051486,12.253302,185,83,224,0,10.515122
"TNFRSF13B","Tnfrsf13b",0.157381,0.065277,0.191466,7,5,11,0.138041333333333,0,0,0,0,0,0,0,1.13804133333333
"TNFRSF13C","Tnfrsf13c",0.223416,0,0,3,0,0,0.074472,0.37148,0.39154,0.313603,23,33,29,0,1.074472
"TNFRSF14","Tnfrsf14",0.986749,0.595496,0.333316,21,15,8,0.638520333333333,0.505615,0.199283,0.233804,5,7,11,0,1.63852033333333
"TNFRSF17","Tnfrsf17",0.097203,0.052304,0,2,1,0,0.0498356666666667,0,0.166,0,0,1,0,0,1.04983566666667
"TNFRSF18","Tnfrsf18",0.683522,0.467499,0.160373,9,4,4,0.437131333333333,0.30558,0.325313,0.345276,4,6,7,0,1.43713133333333
"TNFRSF19","Tnfrsf19",0.333488,0.344991,0.453097,44,33,43,0.377192,2.745516,0.889735,0.966318,179,82,93,0,1.377192
"TNFRSF1A","Tnfrsf1a",34.337494,44.068035,50.657261,311,319,277,43.02093,75.803083,56.219175,52.222438,563,637,725,0,44.02093
"TNFRSF1B","Tnfrsf1b",0.70061,1.577721,1.07292,91,99,100,1.11708366666667,0.03497,0.037922,0.083597,2,3,7,0,2.11708366666667
"TNFRSF21","Tnfrsf21",1.645641,1.68327,1.464388,191,190,121,1.59776633333333,36.397203,31.745291,33.663913,2058,2447,2796,0,2.59776633333333
"TNFRSF4","Tnfrsf4",0.264429,0.284374,0,2,3,0,0.182934333333333,0.081856,0,0.268805,1,0,1,0,1.18293433333333
"TNFRSF8","Tnfrsf8",0.009211,0,0,1,0,0,0.00307033333333333,0.061025,0,0.072517,3,0,6,0,1.00307033333333
"TNFRSF9","Tnfrsf9",0.048748,0,0.081936,3,0,1,0.0435613333333333,26.895084,41.396934,38.188815,871,1916,1834,0,1.04356133333333
"TNFSF10","Tnfsf10",1.069006,1.424842,1.492321,171,211,173,1.328723,0.299746,0.062937,0.059353,7,2,2,0,2.328723
"TNFSF11","Tnfsf11",0,0,0,0,0,0,0,0.102656,0.033978,0.141929,3,1,2,0,1
"TNFSF12","Tnfsf12",3.882831,7.254769,4.683729,116,104,63,5.27377633333333,5.216627,4.890726,9.345348,69,89,129,0.0413176666666667,6.02484384368139
"TNFSF13","Tnfsf13",0.425558,0.278679,0.252698,17,12,8,0.318978333333333,0.888876,0.530332,1.981068,19,13,29,0,1.31897833333333
"TNFSF13B","Tnfsf13b",0.343158,0.332366,0.349844,13,11,10,0.341789333333333,0.224796,0.177268,0.264089,8,7,7,0,1.34178933333333
"TNFSF14","Tnfsf14",0,0,0,0,0,0,0,0.100015,0.040521,0.107525,7,3,9,0,1
"TNFSF15","Tnfsf15",0,0,0,0,0,0,0,0.446187,0.020905,0.048035,48,3,5,17.0520236666667,0.0553954514167027
"TNFSF18","Tnfsf18",0,0.017841,0,0,1,0,0.005947,0.196868,0.145416,0.274007,6,6,12,0,1.005947
"TNFSF4","Tnfsf4",0,0,0,0,0,0,0,0.260133,0.374199,0.163182,14,17,13,0,1
"TNFSF8","Tnfsf8",0,0.008832,0,0,1,0,0.002944,0.045868,0,0,1,0,0,0,1.002944
"TNFSF9","Tnfsf9",0.157805,0.083305,0.073153,6,3,2,0.104754333333333,3.224428,2.844018,3.48765,73,89,121,0,1.10475433333333
"TNIK","Tnik",1.856968,2.107177,2.170926,343,300,248,2.04502366666667,32.080977,36.839077,27.853883,1763,2656,2070,0,3.04502366666667
"TNIP1","Tnip1",4.641864,5.628164,5.095979,309,281,251,5.12200233333333,17.011661,11.431156,16.080836,365,395,642,0,6.12200233333333
"TNIP2","Tnip2",2.485384,2.031041,2.590633,66,82,39,2.36901933333333,6.753269,7.722286,9.10204,135,190,243,0,3.36901933333333
"TNK1","Tnk1",0,0.018224,0.016967,0,1,1,0.0117303333333333,9.711105,15.831127,7.238436,42,85,67,9.16894233333333,0.0994921890762353
"TNK2","Tnk2",5.533144,11.262277,12.342905,138,158,145,9.71277533333333,70.842622,50.114712,51.869792,1175,1503,1536,0,10.7127753333333
"TNKS","Tnks",3.669177,5.192504,3.824946,723,720,589,4.22887566666667,14.382861,13.215047,12.308031,1945,2519,2550,0,5.22887566666667
"TNKS1BP1","Tnks1bp1",5.166481,8.737228,6.381688,455,498,421,6.761799,20.569414,21.896774,19.679721,1056,1339,1197,0,7.761799
"TNKS2","Tnks2",22.172567,18.60382,23.283158,1263,1108,948,21.3531816666667,12.936333,11.214014,10.680215,1299,1531,1554,0,22.3531816666667
"TNMD","Tnmd",0,0,0,0,0,0,0,0,0.045065,0,0,1,0,0.0567546666666667,0.946293431714204
"TNN","Tnn",0.009822,0,0.013746,2,0,2,0.007856,0.033347,0.024303,0.011352,2,2,1,0,1.007856
"TNNC1","Tnnc1",862.571188,870.983564,919.321905,13843,13055,10979,884.292219,0.387939,0.477157,0.179832,3,3,2,0,885.292219
"TNNC2","Tnnc2",0.060952,0.615359,0.794815,1,1,2,0.490375333333333,0.322759,0.391221,0.182977,3,5,2,0,1.49037533333333
"TNNI1","Tnni1",0,0,0.471531,0,0,7,0.157177,0.076108,0.014265,0.238396,4,2,3,0.0126046666666667,1.14277273065435
"TNNI2","Tnni2",0.421629,0.566662,1.18761,4,5,3,0.725300333333333,0,0,0,0,0,0,0,1.72530033333333
"TNNI3","Tnni3",2921.792421,3172.450043,3555.078954,27396,28052,23622,3216.44047266667,11.39308,9.911502,16.324737,63,77,110,0,3217.44047266667
"TNNI3K","Tnni3k",12.066734,13.940922,14.692544,1118,1155,1019,13.5667333333333,0.299917,0.125406,0.220821,2,1,2,0,14.5667333333333
"TNNT1","Tnnt1",3.684262,4.838902,9.497883,65,91,67,6.00701566666667,16.04817,8.102749,13.05517,64,56,110,0,7.00701566666667
"TNNT2","Tnnt2",2403.043001,2260.807208,2151.663889,53246,49864,40941,2271.83803266667,0.178245,0.114207,0.035568,3,1,2,0.640567,1385.39787321497
"TNNT3","Tnnt3",0.311827,0.12878,0.164051,3,2,2,0.201552666666667,0,0,0,0,0,0,0,1.20155266666667
"TNP1","Tnp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TNP2","Tnp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TNPO1","Tnpo1",5.490472,6.047132,5.178646,1068,820,817,5.57208333333333,64.206743,79.032399,72.267811,2313,3682,3074,0,6.57208333333333
"TNPO2","Tnpo2",2.070847,4.133819,3.06046,301,263,248,3.08837533333333,184.778239,173.555339,133.354192,4012,5208,5086,0,4.08837533333333
"TNPO3","Tnpo3",8.98905,13.605291,12.013853,650,661,601,11.5360646666667,17.672171,19.258076,16.474438,1169,1712,1578,0,12.5360646666667
"TNR","Tnr",0.007284,0.015589,0.018263,3,6,5,0.013712,5.464283,9.026509,7.92099,1183,2653,2473,0,1.013712
"TNRC18","Tnrc18",2.777783,3.356719,4.766228,422,470,423,3.63357666666667,25.57891,27.364065,16.808903,973,1800,1340,0,4.63357666666667
"TNRC6A","Tnrc6a",5.398124,4.578158,4.04018,640,576,426,4.672154,165.303225,124.170755,128.729317,1950,2315,1999,0,5.672154
"TNRC6B","Tnrc6b",1.559776,1.615413,2.060332,902,793,736,1.74517366666667,5.635156,4.426087,3.770411,1529,1665,1503,0,2.74517366666667
"TNRC6C","Tnrc6c",2.134978,2.434101,2.94581,585,584,480,2.504963,9.640174,8.643698,5.192691,602,836,717,0,3.504963
"TNS2","Tns2",46.404518,41.70342,38.94724,1598,1470,1235,42.351726,18.868477,6.892731,13.017677,119,94,122,0,43.351726
"TNS3","Tns3",1.000392,1.099117,1.441239,262,230,205,1.18024933333333,4.490296,0.735405,1.56368,442,120,275,0,2.18024933333333
"TNS4","Tns4",0.125064,0.132909,0.088103,4,4,3,0.115358666666667,0.059234,0.043954,0.061651,2,2,3,0,1.11535866666667
"TOB1","Tob1",5.597961,5.602748,6.983949,376,341,336,6.06155266666667,4.044658,3.184217,2.805317,89,103,107,0,7.06155266666667
"TOB2","Tob2",6.118098,7.137932,6.407261,788,823,609,6.55443033333333,3.629718,3.333461,3.965412,253,318,335,0,7.55443033333333
"TOE1","Toe1",1.889154,1.060807,1.05779,62,59,45,1.335917,3.887512,4.4202,2.623199,70,112,81,0,2.335917
"TOGARAM1","Togaram1",1.539978,1.371772,1.571444,239,198,156,1.494398,11.990912,9.055092,10.584815,322,438,432,3.717135,0.528795126702967
"TOGARAM2","Togaram2",0.638976,0.518378,0.859237,68,52,65,0.672197,0.983336,0.50273,1.371746,33,33,49,0,1.672197
"TOLLIP","Tollip",6.386699,5.688655,7.550176,766,661,619,6.54184333333333,29.846481,27.080008,30.434913,724,994,1059,0,7.54184333333333
"TOM1","Tom1",26.560541,31.748665,40.710933,586,605,532,33.006713,18.976603,21.619074,14.308029,437,655,577,0,34.006713
"TOM1L1","Tom1l1",3.212369,2.73534,2.223178,208,155,119,2.723629,10.181966,6.542303,6.005789,136,119,100,0,3.723629
"TOM1L2","Tom1l2",13.811021,12.28887,15.331713,1800,1532,1412,13.8105346666667,24.911809,23.352457,19.540815,1356,2034,1819,0,14.8105346666667
"TOMM20","Tomm20",19.684562,22.915769,24.952187,549,516,475,22.517506,140.684794,111.888227,122.680128,4168,5043,5275,0,23.517506
"TOMM20L","Tomm20l",0,0,0,0,0,0,0,0.30573,0.223554,0.112641,1,1,1,0,1
"TOMM22","Tomm22",20.112433,27.184628,26.945475,463,596,454,24.747512,22.194466,22.854646,21.772284,366,487,519,0,25.747512
"TOMM34","Tomm34",2.595113,2.306168,2.905789,158,131,127,2.60235666666667,16.158835,12.131222,17.611663,483,494,761,0,3.60235666666667
"TOMM40","Tomm40",9.450712,12.356806,15.501066,424,455,391,12.4361946666667,20.058249,18.55266,27.38057,441,606,657,0.0416333333333333,12.8991596531089
"TOMM40L","Tomm40l",14.908768,16.024907,19.167962,590,591,486,16.7005456666667,12.148425,16.635497,12.297472,423,732,701,0,17.7005456666667
"TOMM5","Tomm5",30.956294,36.815925,33.376665,415,443,316,33.7162946666667,37.475399,31.244294,29.935457,328,412,380,0,34.7162946666667
"TOMM6","Tomm6",11.778657,15.857084,12.482744,187,232,141,13.3728283333333,55.087012,51.715879,53.674828,339,433,481,0,14.3728283333333
"TOMM7","Tomm7",11.448627,12.144884,9.86593,346,343,214,11.153147,354.273456,412.971454,417.333689,425,646,650,0,12.153147
"TONSL","Tonsl",0.177812,0.253054,0.307671,5,12,3,0.246179,1.608552,2.334667,2.106612,137,260,249,0,1.246179
"TOP1","Top1",5.175002,4.635907,4.867869,581,511,398,4.892926,21.466274,24.445116,19.335615,1262,1957,1635,0,5.892926
"TOP1MT","Top1mt",0.999395,0.845963,0.899822,42,41,30,0.91506,20.123913,16.258875,17.180865,315,416,408,0,1.91506
"TOP2A","Top2a",0.698787,0.404897,0.823696,60,49,31,0.64246,1.154939,0.023547,0.31981,65,3,2,0,1.64246
"TOP2B","Top2b",12.759099,13.293336,16.988063,955,895,821,14.3468326666667,78.772335,77.735829,61.966592,2983,4206,3647,4.65391766666667,2.71437144497977
"TOP3A","Top3a",0.496267,0.650836,0.659726,59,43,37,0.602276333333333,16.921897,15.354934,12.745044,414,574,504,71.5163783333333,0.0220953716961458
"TOP3B","Top3b",7.108311,6.073935,5.844514,211,173,153,6.34225333333333,12.263678,14.565072,6.923251,293,382,262,0,7.34225333333333
"TOPAZ1","Topaz1",0,0,0,0,0,0,0,0.011487,0,0.007964,1,0,1,0,1
"TOPBP1","Topbp1",3.033653,4.088309,2.342506,219,177,151,3.15482266666667,25.702762,24.989041,25.458991,761,951,1081,0,4.15482266666667
"TOPORS","Topors",1.37363,1.206519,1.395988,162,133,118,1.325379,5.186332,4.947048,3.802788,304,397,321,0,2.325379
"TOR1A","Tor1a",2.017762,2.618565,1.68224,47,58,37,2.106189,20.306894,18.387021,16.777973,507,598,611,0,3.106189
"TOR1AIP1","Tor1aip1",17.638209,20.693078,19.223502,1243,1156,941,19.1849296666667,7.636879,8.039901,6.963137,258,330,294,0,20.1849296666667
"TOR1AIP2","Tor1aip2",7.97749,10.820636,8.197386,631,741,558,8.998504,12.285028,11.006006,9.701928,869,1079,1027,0,9.998504
"TOR1B","Tor1b",4.839607,3.941037,4.760907,267,269,201,4.51385033333333,17.846225,19.484792,13.182894,358,601,472,0,5.51385033333333
"TOR2A","Tor2a",1.694538,6.303776,1.856831,56,77,45,3.28504833333333,6.005957,8.331898,5.470061,132,240,179,5.50495966666667,0.658735572995354
"TOR3A","Tor3a",1.028144,3.43897,1.581051,103,135,92,2.016055,9.303312,8.93867,8.046641,215,323,296,0,3.016055
"TOR4A","Tor4a",0.358188,0.389057,0.451026,40,41,36,0.399423666666667,0.620556,0.324003,0.31563,35,26,31,0,1.39942366666667
"TOX","Tox",0.061754,0.034783,0.085725,8,4,8,0.060754,0.092849,0.387816,0.076838,6,34,7,0,1.060754
"TOX3","Tox3",0.322193,0.198244,0.20497,33,19,15,0.241802333333333,0.696753,0.312629,0.243365,37,25,16,0,1.24180233333333
"TOX4","Tox4",3.097946,3.505075,2.535017,383,393,301,3.04601266666667,59.730275,60.98143,56.110881,1139,1500,1562,0,4.04601266666667
"TP53I11","Trp53i11",2.703846,2.988086,3.011675,224,208,166,2.90120233333333,167.519837,179.929711,211.677929,1315,1805,2049,0,3.90120233333333
"TP53INP1","Trp53inp1",1.223981,1.535892,1.386622,217,185,140,1.382165,2.666244,1.71636,1.070248,244,214,140,0,2.382165
"TPBG","Tpbg",0.174544,0.009338,0.027804,3,1,2,0.070562,3.510337,1.433478,1.335283,151,85,88,0,1.070562
"TPBGL","Tpbgl",0.213329,0.143644,0.370565,18,14,20,0.242512666666667,1.638898,0.548739,0.961789,57,27,61,0,1.24251266666667
"TPCN1","Tpcn1",2.564284,2.963094,3.120122,424,440,355,2.8825,6.182317,2.564273,4.523631,189,130,208,6.44680466666667,0.521364554837704
"TPCN2","Tpcn2",0.54788,0.506294,0.585848,29,27,23,0.546674,2.580035,1.983884,1.740894,87,118,81,0,1.546674
"TPD52","Tpd52",3.362796,3.040292,4.186919,210,175,187,3.53000233333333,98.434543,77.937962,83.231366,1809,1405,1579,0,4.53000233333333
"TPD52L1","Tpd52l1",1.911174,2.650181,1.631541,53,66,35,2.06429866666667,8.503348,9.603849,8.980634,116,150,194,0,3.06429866666667
"TPD52L2","Tpd52l2",14.194115,17.251423,13.643971,402,404,317,15.0298363333333,28.776843,30.156259,26.342247,1100,1623,1527,0,16.0298363333333
"TPGS1","Tpgs1",1.378842,1.657694,1.364392,44,59,28,1.466976,5.072435,6.277926,11.460333,62,99,243,0,2.466976
"TPGS2","Tpgs2",0.787044,0.866589,0.891047,100,106,81,0.848226666666667,200.440454,195.245982,204.207162,2363,3259,3537,0,1.84822666666667
"TPH1","Tph1",0,0,0,0,0,0,0,0.147195,0.240972,0.123655,12,27,15,3.33135666666667,0.230874545080948
"TPH2","Tph2",0,0,0,0,0,0,0,0.82968,0.145668,1.11964,24,9,27,0,1
"TPI1","Tpi1",292.190438,291.244336,339.311891,4705,4670,4266,307.582221666667,364.93372,372.814474,607.822023,3405,4170,7552,59.096908,5.13474373201807
"TPK1","Tpk1",0.479236,1.733048,0.466453,37,29,27,0.892912333333333,2.095847,2.47206,2.758025,62,71,75,0,1.89291233333333
"TPM1","Tpm1",2289.615982,2350.692686,2583.881745,67817,64986,55353,2408.063471,309.714901,128.887459,103.708176,4450,3975,3343,4.83510333333333,412.857036693438
"TPM2","Tpm2",15.275481,8.663866,19.329709,202,132,156,14.4230186666667,38.426366,7.272542,8.764775,558,123,198,0,15.4230186666667
"TPM3","Tpm3",21.671241,29.774495,28.376066,493,519,348,26.6072673333333,109.039277,100.487065,87.972448,2477,3043,2943,0,27.6072673333333
"TPM4","Tpm4",16.848795,19.044366,17.846126,1035,1120,786,17.9130956666667,85.559291,83.400673,61.976962,3026,3672,3254,0.008438,18.7548423072779
"TPMT","Tpmt",3.808227,4.980609,5.17582,30,47,39,4.65488533333333,3.626372,3.397162,3.37095,177,224,231,0,5.65488533333333
"TPO","Tpo",0,0,0.012474,0,0,1,0.004158,0.161788,0.529159,0.143412,5,9,6,0.0436426666666667,0.962166488657676
"TPP1","Tpp1",9.264426,13.997716,10.562536,471,520,369,11.2748926666667,15.235848,12.501269,9.859921,523,462,568,0.0692456666666667,11.4799554951045
"TPP2","Tpp2",14.178339,8.085313,8.754452,650,632,555,10.339368,20.022058,21.737572,18.900007,541,836,745,8.920298,1.14304711410887
"TPPP","Tppp",3.002351,1.762144,1.886825,267,270,220,2.21710666666667,11.352468,11.122743,9.450516,1118,1513,1378,0,3.21710666666667
"TPPP2","Tppp2",0,0,0,0,0,0,0,0,0,0,0,0,0,4.441809,0.183762421650595
"TPPP3","Tppp3",4.505559,4.818121,4.015174,117,122,78,4.44628466666667,79.757882,51.027762,76.935574,1088,966,1521,0,5.44628466666667
"TPR","Tpr",88.668966,96.152332,119.831585,1753,1694,1388,101.550961,26.771451,30.814668,28.45464,1188,1595,1500,0,102.550961
"TPRA1","Tpra1",23.410364,23.9461,30.692447,182,166,133,26.0163036666667,10.720846,7.944745,8.444786,209,221,273,0.508699,17.9070203312037
"TPRKB","Tprkb",3.558293,2.27836,3.562778,93,92,88,3.13314366666667,24.773577,25.407164,21.815525,157,229,197,0,4.13314366666667
"TPRN","Tprn",0.973078,0.299123,0.977487,22,23,27,0.749896,35.716479,38.194005,67.720424,158,248,240,0.0244696666666667,1.70809937759667
"TPSB2","Tpsab1",0,0,0,0,0,0,0,0.331549,0.373603,0.493148,6,8,12,0,1
"TPSG1","Tpsg1",0,0,0,0,0,0,0,0.071032,0.72037,0.178843,1,9,4,0,1
"TPST1","Tpst1",2.608342,2.45023,2.708717,141,131,111,2.58909633333333,117.269711,94.917274,85.95158,686,855,737,0,3.58909633333333
"TPST2","Tpst2",9.820543,15.046419,11.486099,163,196,160,12.117687,4.101676,2.229546,3.306659,143,148,164,6.44680466666667,1.7615188778507
"TPT1","Tpt1",441.980386,445.103565,496.712957,6211,5763,5013,461.265636,512.559612,462.069833,519.620315,5323,6614,7683,0,462.265636
"TPX2","Tpx2",0.119237,0.547696,0.431997,14,16,13,0.36631,1.953231,1.562099,1.673719,109,117,136,0,1.36631
"TRA2A","Tra2a",6.262089,5.366627,4.438653,399,316,194,5.35578966666667,52.070886,64.432734,48.990262,681,1049,808,0,6.35578966666667
"TRA2B","Tra2b",7.542993,8.54587,7.16989,415,462,327,7.75291766666667,84.544804,120.638119,106.10618,1001,1721,1585,0,8.75291766666667
"TRABD","Trabd",5.052506,6.01076,5.594819,347,354,249,5.552695,5.252985,5.23329,4.438847,144,205,211,0,6.552695
"TRABD2B","Trabd2b",7.767566,8.112011,9.632229,1744,1709,1549,8.50393533333333,0.158165,0,0.050653,17,0,9,0,9.50393533333333
"TRADD","Tradd",0.80337,1.099599,0.722303,25,31,21,0.875090666666667,2.30078,1.259025,3.26086,14,24,57,0,1.87509066666667
"TRAF1","Traf1",0.205526,0.435366,0.293323,7,11,5,0.311405,1.79885,1.329705,1.347357,129,130,139,0,1.311405
"TRAF2","Traf2",1.615422,1.464063,1.628938,127,114,90,1.56947433333333,9.027447,17.819432,23.32714,95,140,159,0,2.56947433333333
"TRAF3","Traf3",1.105229,1.415098,1.707824,270,262,245,1.40938366666667,9.401522,7.891526,7.294941,742,954,1151,0,2.40938366666667
"TRAF3IP1","Traf3ip1",0.764934,0.790037,0.981527,77,78,52,0.845499333333333,10.921545,9.886583,8.483583,305,420,397,0,1.84549933333333
"TRAF3IP2","Traf3ip2",1.464356,3.171939,3.114999,44,34,32,2.58376466666667,8.362646,3.133488,6.540379,84,69,73,20.3428803333333,0.167913824689798
"TRAF3IP3","Traf3ip3",0.03566,0.071337,0.09165,3,1,1,0.0662156666666667,0.073748,0.046912,0.017102,3,3,1,0,1.06621566666667
"TRAF4","Traf4",0.549732,0.293184,0.78176,40,23,36,0.541558666666667,61.425397,72.724066,59.634947,685,1159,1044,0,1.54155866666667
"TRAF5","Traf5",1.795291,0.453804,2.924869,44,22,32,1.72465466666667,2.803278,2.76421,2.995078,164,203,239,401.235357,0.00677378211350691
"TRAF6","Traf6",0.905232,0.945266,1.082036,183,180,160,0.977511333333333,4.153261,3.640366,2.731306,356,504,510,0,1.97751133333333
"TRAF7","Traf7",10.81797,11.889343,14.799343,380,328,303,12.5022186666667,50.662134,52.721812,47.168985,1014,1656,1628,1.91856333333333,4.62632368208559
