"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"CD300LB",34,0.576565,12,0.218419,28,0.499189,0.431391,"Cd300lb",0.025863,0,0.014441,1,0,1,0.0134346666666667,1.4124156663281
"CD300LD",0,0,4,0.058058,0,0,0.0193526666667,"Cd300a",0.57161,0.321289,0.235353,16,28,30,0.376084,0.740763403009337
"CD300LF",56,0.52406,50,0.502231,164,1.61352,0.879937,"Cd300lf",0.083458,0.321072,0.115532,3,9,5,0.173354,1.60219081368453
"CD300LF",56,0.52406,50,0.502231,164,1.61352,0.879937,"Cd300ld4",0,0,0,0,0,0,0,1.879937
"CD300LF",56,0.52406,50,0.502231,164,1.61352,0.879937,"Cd300ld",0.027332,0.029672,0,1,2,0,0.0190013333333333,1.84488178621945
"CD300LF",56,0.52406,50,0.502231,164,1.61352,0.879937,"Cd300ld5",0,0.070899,0.292277,0,1,5,0.121058666666667,1.67693008037641
"CD300LF",56,0.52406,50,0.502231,164,1.61352,0.879937,"Cd300ld2",0,0,0,0,0,0,0,1.879937
"CD300LF",56,0.52406,50,0.502231,164,1.61352,0.879937,"Cd300ld3",0.388049,0.062326,0.222402,4,1,4,0.224259,1.53557131293297
"CD300LG",457,4.84098,452,5.13921,245,2.72848,4.23622333333,"Cd300lg",0.212813,0.173534,0.07222,6,7,5,0.152855666666667,4.54195914087829
"CD320",786,22.0336,812,24.432,483,14.2347,20.2334333333,"Cd320",6.533845,9.53089,9.155474,111,237,235,8.40673633333333,2.25725826480945
"CD33",173,1.60786,105,1.04745,386,3.77162,2.14231,"Siglecf",1.051086,0.107878,0.108012,6,7,7,0.422325333333333,2.2092765462004
"CD33",173,1.60786,105,1.04745,386,3.77162,2.14231,"Cd33",2.037422,0.727464,2.219251,97,62,78,1.661379,1.18070744527555
"CD33",173,1.60786,105,1.04745,386,3.77162,2.14231,"Siglech",7.907767,7.805922,8.130047,137,271,267,7.947912,0.351178017843716
"CD34",989,5.67768,1700,10.4752,1126,6.79596,7.64961333333,"Cd34",26.412175,25.990754,24.420158,702,1380,1275,25.6076956666667,0.325079384614504
"CD36",2091,1.1795,1285,0.778016,789,0.467908,0.808474666667,"Cd36",0.296264,0.567661,0.677692,11,39,31,0.513872333333333,1.19460183454505
"CD37",441,9.43568,414,9.50769,650,14.6213,11.1882233333,"Cd37",3.392465,3.377045,2.816715,27,50,48,3.19540833333333,2.90513398575824
"CD38",52,0.121193,56,0.140088,166,0.406742,0.222674333333,"Cd38",2.566643,2.318901,2.179755,124,193,174,2.35509966666667,0.364422656495252
"CD3D",8,0.368661,1,0.0494626,28,1.35654,0.591554533333,"Cd3d",0,0,1.729489,0,0,4,0.576496333333333,1.00955168729624
"CD3E",31,0.465624,10,0.161218,58,0.915882,0.514241333333,"Cd3e",0.053951,0.031001,0,2,2,0,0.0283173333333333,1.47254284669551
"CD3G",5,0.0807446,3,0.0520002,34,0.577246,0.2366636,"Cd3g",0.027279,0,0.045553,1,0,1,0.0242773333333333,1.20735230562556
"CD4",835,4.29773,595,3.28708,1545,8.36026,5.31502333333,"Cd4",12.06679,8.952398,2.205635,38,71,27,7.74160766666667,0.722409832851493
"CD40",284,4.28228,267,4.32124,402,6.37267,4.99206333333,"Cd40",0.031776,0.42337,0.346048,1,12,9,0.267064666666667,4.72909038580772
"CD44",9287,17.3461,9289,18.6224,10660,20.9325,18.967,"Cd44",0.696735,0.690782,0.874226,54,82,98,0.753914333333333,11.3842504280426
"CD46",3903,15.6902,5359,23.1236,4953,20.9333,19.9157,"Cd46",0.568164,0.287191,0.28221,46,29,31,0.379188333333333,15.1652239904388
"CD47",5979,21.4165,6904,26.5437,8757,32.9772,26.9791333333,"Cd47",36.352761,17.564241,16.44935,2192,1583,1539,23.4554506666667,1.14408577926704
"CD48",104,0.549136,79,0.447728,220,1.22126,0.739374666667,"Cd48",0.331383,0.650907,0.380491,5,17,10,0.454260333333333,1.19605453494021
"CD5",8,0.0551014,13,0.0961074,43,0.311372,0.1541936,"Cd5",0.06872,0.056035,0.036779,2,3,2,0.0538446666666667,1.09522174994797
"CD52",16,1.08932,12,0.876911,42,3.00622,1.65748366667,"Cd52",1.404545,2.756545,2.455876,6,21,19,2.20565533333333,0.828998563581279
"CD53",1139,6.92473,849,5.54023,2268,14.4964,8.98712,"Cd53",2.863891,4.230173,3.519825,69,176,145,3.537963,2.20079361599026
"CD55",2494,6.65912,2982,8.54611,2122,5.95667,7.05396666667,"Cd55b",0,0,0,0,0,0,0,8.05396666667
"CD55",2494,6.65912,2982,8.54611,2122,5.95667,7.05396666667,"Cd55",2.682385,2.337915,2.14433,70,133,106,2.38821,2.37705651853634
"CD59",26784,139.751,32490,181.957,28364,155.591,159.099666667,"Cd59b",3.46053,2.941249,3.028948,14,24,23,3.14357566666667,38.6380458681942
"CD59",26784,139.751,32490,181.957,28364,155.591,159.099666667,"Cd59a",4.929373,6.38713,6.72495,114,199,238,6.01381766666667,22.8263228780351
"CD5L",6,0.0155643,6,0.0167059,34,0.0927248,0.041665,"Cd5l",0,0,0.038219,0,0,2,0.0127396666666667,1.02856146972947
"CD6",33,0.118384,25,0.0962631,74,0.279093,0.164580033333,"Cd6",0.705464,0.643908,0.476893,24,28,18,0.608755,0.723901422735594
"CD69",373,7.74272,289,6.43907,516,11.2609,8.48089666667,"Cd69",0.056598,0.049682,0,2,2,0,0.0354266666666667,9.15651196930412
"CD7",20,1.27471,9,0.615693,33,2.21123,1.367211,"Cd7",0.93117,0.702923,0.369404,11,15,8,0.667832333333333,1.41933391785785
"CD72",223,1.04506,183,0.920512,180,0.886847,0.950806333333,"Cd72",0.47491,0.970412,0.529657,3,10,6,0.658326333333333,1.17637059372492
"CD74",12852,174.198,12758,185.607,22246,317.002,225.602333333,"Cd74",3.744466,4.748345,5.546968,62,127,166,4.67992633333333,39.8952944166119
"CD79A",0,0,1,0.0440895,16,0.690961,0.245016833333,"Cd79a",0.154189,0.451826,0.318949,3,16,11,0.308321333333333,0.951613951108596
"CD79B",55,2.65794,54,2.80102,40,2.03227,2.49707666667,"Cd79b",0.065553,0.145969,0.251681,1,4,7,0.154401,3.02934306767752
"CD80",27,0.133539,27,0.143334,36,0.187191,0.154688,"Cd80",0.457038,0.247525,0.42673,17,16,14,0.377097666666667,0.838493904934847
"CD81",13706,112.716,13462,118.83,11924,103.094,111.546666667,"Cd81",228.759737,290.02711,304.296613,2987,6827,6886,274.361153333333,0.408723835241781
"CD82",882,2.75486,936,3.13795,789,2.59087,2.82789333333,"Cd82",16.510835,16.96237,23.634148,252,504,583,19.0357843333333,0.191052831755709
"CD83",1446,12.8472,695,6.62775,368,3.43737,7.63744,"Cd83",8.926784,13.621329,17.217543,272,741,958,13.2552186666667,0.605914241091029
"CD84",640,2.90998,585,2.85501,1332,6.36727,4.04408666667,"Cd84",1.24389,1.444939,1.152586,42,69,60,1.28047166666667,2.21186114276213
"CD86",581,1.54307,492,1.40254,819,2.28682,1.74414333333,"Cd86",1.335029,0.968519,1.43048,21,36,43,1.244676,1.22251199430564
"CD8A",160,1.17509,108,0.851364,203,1.56742,1.197958,"Cd8a",0,0.020595,0.062075,0,1,5,0.0275566666666667,2.13901390677562
"CD8B",32,0.120001,14,0.0563513,42,0.165586,0.113979433333,"Cd8b1",0.05106,0.028702,0,1,1,0,0.0265873333333333,1.0851287534553
"CD8B2",8,0.0245476,6,0.0197611,16,0.0516151,0.0319746,"Cd8b1",0.05106,0.028702,0,1,1,0,0.0265873333333333,1.00524774316976
"CD9",5122,23.2074,5692,27.6817,5443,25.9277,25.6056,"Cd9",28.40461,41.511122,47.962752,420,1118,1242,39.292828,0.660306097154561
"CD93",1257,31.5286,1062,28.5913,3261,85.9921,48.704,"Cd93",1.346982,0.712151,0.696271,140,130,128,0.918468,25.9081725626906
"CD96",99,0.0463639,61,0.030663,218,0.107334,0.0614536333333,"Cd96",0,0,0,0,0,0,0,1.0614536333333
"CDA",52,0.30466,72,0.452778,62,0.381893,0.379777,"Cda",1.7756,3.384445,4.3745,17,56,76,3.17818166666667,0.330233845743902
"CDADC1",384,1.47241,496,2.04136,485,1.95514,1.82297,"Cdadc1",41.603934,30.729881,31.420858,642,987,981,34.584891,0.0793305788122268
"CDAN1",333,4.28228,375,5.1761,294,3.97481,4.47773,"Cdan1",7.57384,7.326837,5.965149,288,389,348,6.95527533333333,0.688565734117059
"CDC123",1086,3.47319,1157,3.97167,1224,4.11546,3.85344,"Cdc123",170.142293,184.813525,165.016279,700,1291,1179,173.324032333333,0.0278414853938182
"CDC14A",330,0.328912,455,0.486763,490,0.513452,0.443042333333,"Cdc14a",1.371812,1.437836,0.795801,51,62,60,1.20181633333333,0.655387241654428
"CDC14C",38,0.863272,43,1.04851,36,0.859815,0.923865666667,"Cdc14b",4.666292,1.151836,1.761382,147,149,149,2.52650333333333,0.545544831471495
"CDC16",2515,11.6121,2635,13.0585,2501,12.1402,12.2702666667,"Cdc16",19.624735,18.275174,18.170436,505,1047,1013,18.690115,0.67395577256405
"CDC20",32,1.32379,18,0.79925,23,1.00031,1.04111666667,"Cdc20",0.480364,0.926978,0.442168,4,20,12,0.616503333333333,1.26267396087646
"CDC20B",535,1.55305,599,1.86637,676,2.06308,1.8275,"Cdc20b",0.099689,0,0,2,0,0,0.0332296666666667,2.73656486182969
"CDC23",988,6.71763,974,7.10818,973,6.9552,6.92700333333,"Cdc23",20.2409,16.155417,18.88883,494,973,884,18.4283823333333,0.408011495621517
"CDC25A",74,0.413396,47,0.281821,112,0.657796,0.451004333333,"Cdc25a",1.685743,1.76678,1.583627,87,119,116,1.67871666666667,0.541678913409904
"CDC25B",1322,11.9355,1352,13.1017,1345,12.7664,12.6012,"Cdc25b",3.388013,3.06993,2.604742,117,145,160,3.020895,3.38262998660746
"CDC25C",42,0.138203,29,0.102426,57,0.197189,0.145939333333,"Cdc25c",0.966146,0.347087,0.064459,6,13,3,0.459230666666667,0.785303762804464
"CDC26",830,7.34625,845,8.02758,1170,10.8871,8.75364333333,"Cdc26",13.333004,19.169317,17.425889,201,432,462,16.6427366666667,0.552841858811964
"CDC27",2983,7.26614,3137,8.20173,3236,8.28699,7.91828666667,"Cdc27",14.71771,7.784725,5.383718,894,845,752,9.29538433333333,0.866241257045188
"CDC34",735,12.4266,724,13.1384,513,9.11842,11.56114,"Cdc34b",0.139301,0.112693,0.144795,2,3,4,0.132263,11.0938359727378
"CDC34",735,12.4266,724,13.1384,513,9.11842,11.56114,"Cdc34",52.071662,83.161943,72.855001,289,669,674,69.3628686666667,0.1785194412625
"CDC37",3295,19.857,3306,21.3846,2966,18.7917,20.0111,"Cdc37",58.834266,66.2687,63.448496,1169,2431,2448,62.8504873333333,0.329067183000671
"CDC37L1",1162,7.0386,1202,7.81493,1417,9.02377,7.9591,"Cdc37l1",90.260692,54.265484,57.90566,1950,2546,2522,67.4772786666667,0.130833178164265
"CDC40",898,2.11614,1133,2.86575,1215,3.01011,2.664,"Cdc40",8.693597,6.74635,6.273865,452,613,572,7.23793733333333,0.444771530996513
"CDC42",5247,12.085,5416,13.3892,5896,14.2768,13.2503333333,"Cdc42",144.605612,158.298312,150.089683,3438,6602,6308,150.997869,0.0937535073817383
"CDC42BPA",5199,2.76395,5304,3.02659,5082,2.84042,2.87698666667,"Cdc42bpa",67.351776,13.352966,19.382158,5085,2023,2246,33.3623,0.112826751022778
"CDC42BPB",2679,3.73907,2646,3.96388,2945,4.32129,4.00808,"Cdc42bpb",34.721948,17.421491,24.570871,2094,1822,1950,25.5714366666667,0.188476071611233
"CDC42BPG",42,0.339661,25,0.217009,23,0.195552,0.250740666667,"Cdc42bpg",4.088203,2.225518,1.097041,68,67,72,2.470254,0.360417614003759
"CDC42EP1",276,5.40185,247,5.18885,310,6.37872,5.65647333333,"Cdc42ep1",7.843544,6.17633,7.880622,286,425,552,7.30016533333333,0.801968763995304
"CDC42EP2",268,6.1996,151,3.74926,149,3.62371,4.52419,"Cdc42ep2",2.780035,3.524123,4.06201,142,319,373,3.45538933333333,1.23988939836758
"CDC42EP3",462,0.83563,476,0.924101,715,1.35962,1.03978366667,"Cdc42ep3",8.516956,7.976837,7.9614,130,220,203,8.151731,0.222885011225745
"CDC42EP4",1177,7.24476,1304,8.61521,1263,8.17314,8.01103666667,"Cdc42ep4",9.403183,11.134447,13.124331,415,833,910,11.2206536666667,0.737361266627554
"CDC42EP5",289,6.10422,317,7.18675,267,5.92901,6.40666,"Cdc42ep5",0.724943,1.173452,1.72562,8,17,22,1.208005,3.35445798356435
"CDC42SE1",11970,108.042,10751,104.157,11468,108.824,107.007666667,"Cdc42se1",23.571646,28.100267,25.403433,704,1411,1251,25.691782,4.04647642735131
"CDC42SE2",1302,1.48709,1350,1.65501,1727,2.07375,1.73861666667,"Cdc42se2",48.106236,43.959017,38.693738,2025,3430,3128,43.5863303333333,0.0614227868989383
"CDC45",29,0.123099,28,0.127572,50,0.223134,0.157935,"Cdc45",0.522871,0.857972,0.83346,16,33,34,0.738101,0.666206969560457
"CDC5L",1020,2.84109,1159,3.46504,1146,3.35589,3.22067333333,"Gm9045",0,0.024058,0,0,1,0,0.00801933333333333,4.18709561787175
"CDC5L",1020,2.84109,1159,3.46504,1146,3.35589,3.22067333333,"Gm9048",0,0,0.022189,0,0,1,0.00739633333333333,4.18968502631371
"CDC5L",1020,2.84109,1159,3.46504,1146,3.35589,3.22067333333,"Cdc5l",21.94382,20.480589,16.346603,820,1388,1233,19.5903373333333,0.204983204743189
"CDC5L",1020,2.84109,1159,3.46504,1146,3.35589,3.22067333333,"Gm32717",0,0,0,0,0,0,0,4.22067333333
"CDC5L",1020,2.84109,1159,3.46504,1146,3.35589,3.22067333333,"Gm9046",0,0,0,0,0,0,0,4.22067333333
"CDC5L",1020,2.84109,1159,3.46504,1146,3.35589,3.22067333333,"Gm9040",0,0,0.000214,0,0,0,7.13333333333333e-05,4.22037228010735
"CDC6",37,0.385235,23,0.257035,47,0.514471,0.385580333333,"Cdc6",0.139776,0.091453,0.078754,2,9,7,0.103327666666667,1.2558194407642
"CDC7",202,1.41644,170,1.27949,336,2.47699,1.72430666667,"Cdc7",4.656437,2.483481,2.508829,112,118,112,3.216249,0.646144633931725
"CDC73",939,1.23472,1442,2.03521,1311,1.81236,1.69409666667,"Cdc73",9.00255,6.274338,5.900136,863,597,458,7.059008,0.334296313723724
"CDCA2",39,0.139865,28,0.107781,40,0.150815,0.132820333333,"Cdca2",0.29175,0.042367,0.039132,6,4,3,0.124416333333333,1.00747409989568
"CDCA3",106,2.54579,75,1.93339,90,2.27247,2.25055,"Cdca3",0.363884,0.200863,0.285404,7,10,7,0.283383666666667,2.53279676563335
"CDCA4",58,0.880249,69,1.124,42,0.670139,0.891462666667,"Cdca4",2.502816,1.615681,1.808929,71,82,90,1.97580866666667,0.635612997520338
"CDCA5",99,0.968106,79,0.829192,91,0.93555,0.910949333333,"Cdca5",0.069935,0.058994,0.116201,2,3,5,0.08171,1.76660041354245
"CDCA7",25,0.308046,28,0.370317,41,0.531126,0.403163,"Cdca7",0.901828,0.920513,1.337923,27,57,41,1.05342133333333,0.683329318353889
"CDCA7L",170,0.659901,120,0.499979,145,0.591747,0.583875666667,"Cdca7l",0.256987,0.122887,0.364325,7,9,21,0.248066333333333,1.26906369025818
"CDCA8",85,0.861385,49,0.532985,61,0.6499,0.681423333333,"Cdca8",0.516245,0.832136,0.462654,12,19,18,0.603678333333333,1.04847917340011
"CDCP1",77,0.209706,47,0.137391,97,0.277735,0.208277333333,"Cdcp1",0.092536,0.094644,0.02736,7,9,3,0.0715133333333333,1.12763630254998
"CDCP2",1,0.00839778,2,0.0180275,8,0.0706306,0.03235196,"Cdcp2",0,0,0,0,0,0,0,1.03235196
"CDH1",3432,6.10246,3422,6.53098,2935,5.48661,6.04001666667,"Cdh1",0.488677,0.26516,0.474977,33,32,58,0.409604666666667,4.99431992043396
"CDH10",75,0.0829903,148,0.17578,70,0.0814334,0.113401233333,"Cdh10",18.33245,8.303242,7.40756,653,686,617,11.3477506666667,0.0901703689513815
"CDH11",1028,0.984814,1120,1.15165,2953,2.97415,1.703538,"Cdh11",12.597564,10.56358,10.768237,844,1002,904,11.3097936666667,0.219624964740135
"CDH12",1362,0.215785,1531,0.260351,1265,0.210704,0.228946666667,"Cdh12",3.709131,1.206574,1.261522,253,176,141,2.05907566666667,0.401737910591184
"CDH13",74,0.0110147,65,0.0103848,134,0.0209694,0.0141229666667,"Cdh13",33.073563,27.166215,23.254067,987,1475,1210,27.8312816666667,0.0351743976695694
"CDH15",148,1.08888,124,0.979221,94,0.727084,0.931728333333,"Cdh15",0.34046,0.424105,0.492103,16,38,45,0.418889333333333,1.36143692672273
"CDH16",1,0.0161818,1,0.0173687,1,0.0170124,0.0168543,"Cdh16",0,0,0.138359,0,0,1,0.0461196666666667,0.97202483845857
"CDH17",30,0.0581413,30,0.0624058,33,0.0672381,0.0625950666667,"Cdh17",0.061402,0.045647,0.022527,3,4,2,0.043192,1.0185997080755
"CDH18",869,0.13744,832,0.14124,633,0.105253,0.127977666667,"Cdh18",7.839151,6.704267,6.147523,294,425,418,6.89698033333333,0.142836580446551
"CDH19",7080,12.0019,19290,35.0986,17806,31.7338,26.2781,"Cdh19",3.497388,2.309499,2.141543,191,210,176,2.64947666666667,7.47452374450035
"CDH2",1451,1.12081,1537,1.27432,1344,1.09145,1.16219333333,"Cdh2",31.946598,14.839427,13.317978,1898,1539,1359,20.0346676666667,0.102791894200278
"CDH20",84,0.0659983,70,0.0590326,84,0.0693858,0.0648055666667,"Cdh20",5.442119,3.195086,3.57142,326,343,389,4.06954166666667,0.210039809647493
"CDH22",68,0.0881533,73,0.101576,60,0.0817747,0.0905013333333,"Cdh22",8.31707,6.19995,5.73689,398,574,548,6.75130333333333,0.140686189978369
"CDH23",2324,0.96891,2529,1.13171,4254,1.86459,1.32173666667,"Cdh23",1.277063,0.31526,0.719361,44,25,50,0.770561333333333,1.31129976858751
"CDH24",133,2.21771,204,3.6511,187,3.27818,3.04899666667,"Cdh24",2.988212,1.856176,2.368848,108,170,184,2.404412,1.18933803155141
"CDH26",117,0.270407,112,0.277837,168,0.408206,0.318816666667,"Cdh26",0.047002,0.279004,0.553437,2,13,21,0.293147666666667,1.01985001455132
"CDH3",192,0.388094,187,0.405712,190,0.403764,0.39919,"Cdh3",0.090002,0.066754,0.057883,6,8,7,0.0715463333333333,1.30576714834854
"CDH4",902,0.22892,608,0.165623,548,0.146216,0.180253,"Cdh4",6.492711,3.437202,2.538115,438,322,336,4.15600933333333,0.22890823574925
"CDH5",583,2.6688,574,2.82033,706,3.39775,2.96229333333,"Cdh5",3.558555,2.10863,2.464296,214,228,269,2.71049366666667,1.06786150018942
"CDH6",412,0.531341,375,0.519096,494,0.669794,0.573410333333,"Cdh6",3.946265,1.120856,1.099791,504,249,240,2.05563733333333,0.514920509763702
"CDH7",330,0.411538,335,0.448416,288,0.377595,0.412516333333,"Cdh7",7.929007,4.315011,4.134596,301,343,295,5.459538,0.218671417883601
"CDH8",189,0.0847066,362,0.174142,152,0.0716205,0.110156366667,"Cdh8",13.879691,8.977628,10.380513,742,847,916,11.0792773333333,0.0919058596000169
"CDH9",16,0.0116198,20,0.0155901,11,0.00839864,0.0118695133333,"Cdh9",3.957708,2.782943,2.262401,187,222,174,3.00101733333333,0.252903056655916
"CDHR1",851,5.92661,768,5.74088,746,5.46202,5.70983666667,"Cdhr1",1.52493,1.344345,1.103814,100,157,131,1.324363,2.88674215975302
"CDHR2",287,0.937802,251,0.880326,231,0.793559,0.870562333333,"Cdhr2",0.143668,0.168364,0.165918,9,19,19,0.159316666666667,1.61350421943932
"CDHR3",850,0.930199,795,0.933823,693,0.797312,0.887111333333,"Cdhr3",0.761935,1.618283,1.664029,16,65,63,1.34808233333333,0.803681926542184
"CDHR4",2,0.038219,5,0.102556,5,0.100452,0.080409,"Cdhr4",2.908531,3.483119,3.491418,13,44,48,3.294356,0.251588131025933
"CDHR5",13,0.23871,48,0.946039,33,0.637059,0.607269333333,"Cdhr5",0,0,0,0,0,0,0,1.607269333333
"CDIP1",1768,10.9683,1636,10.8939,1096,7.14836,9.67018666667,"Cdip1",87.968397,94.655936,88.645706,2664,5020,4797,90.4233463333333,0.116711836687382
"CDIPT",2126,73.4303,2235,82.8571,1449,52.6161,69.6345,"Cdipt",86.834869,94.103574,80.313725,1280,2262,2137,87.084056,0.801898813560538
"CDK10",1079,12.0694,1015,12.1863,694,8.16136,10.8056866667,"Cdk10",35.295925,36.351928,37.032375,438,942,987,36.2267426666667,0.317129187810218
"CDK11A",1085,8.62407,1061,9.05187,1061,8.86617,8.84737,"Cdk11b",24.435691,14.481252,12.97939,800,782,808,17.2987776666667,0.538143595128658
"CDK11B",1297,9.52597,1246,9.82263,1205,9.30453,9.55104333333,"Cdk11b",24.435691,14.481252,12.97939,800,782,808,17.2987776666667,0.576598258393507
"CDK12",1152,1.94594,1200,2.1757,1491,2.64785,2.25649666667,"Cdk12",6.573308,2.156832,1.941766,400,195,217,3.557302,0.714566791200144
"CDK13",1386,1.62005,1724,2.16293,1826,2.24391,2.00896333333,"Cdk13",15.546487,6.113623,5.324398,798,580,556,8.994836,0.301051796480703
"CDK14",1961,0.46036,2221,0.559641,1887,0.465726,0.495242333333,"Cdk14",81.901982,54.389098,51.091792,3349,4311,4171,62.4609573333333,0.0235616101011387
"CDK15",94,0.156263,160,0.285489,148,0.25866,0.233470666667,"Cdk15",0.38183,0.912062,0.643003,10,17,18,0.645631666666667,0.74954237430632
"CDK16",1857,26.7273,1765,27.2664,1565,23.6808,25.8915,"Cdk16",120.536934,102.202013,95.154115,2883,4404,4240,105.964354,0.251406183409475
"CDK17",1055,1.508,1283,1.96841,1356,2.03773,1.83804666667,"Cdk17",95.826394,65.233626,46.209801,2194,2637,1948,69.0899403333333,0.0404914978265473
"CDK18",411,2.54624,415,2.7596,426,2.77463,2.69349,"Cdk18",19.031624,16.41994,17.267381,440,547,562,17.5729816666667,0.198863600163284
"CDK19",1173,0.994859,1668,1.51845,1389,1.23852,1.25060966667,"Cdk19",15.31963,7.927332,7.408843,1320,1221,1153,10.2186016666667,0.200614099113362
"CDK20",266,5.59003,275,6.20306,194,4.2862,5.35976333333,"Cdk20",3.567554,5.235994,5.549966,82,154,172,4.78450466666667,1.09944821550206
"CDK2AP1",1523,11.9726,1867,15.7533,2052,16.9591,14.895,"Cdk2ap1",62.902085,70.137213,77.809915,696,1348,1519,70.283071,0.222984220194441
"CDK2AP1",1523,11.9726,1867,15.7533,2052,16.9591,14.895,"Gm12184",0,0.418462,0.53622,0,11,14,0.318227333333333,12.0578595194253
"CDK2AP2",614,49.8213,500,43.5469,475,40.5208,44.6296666667,"Cdk2ap2",14.09556,15.754321,12.824143,149,313,279,14.2246746666667,2.9970864839958
"CDK3",167,5.72728,118,4.34364,147,5.30014,5.12368666667,"Cdk3",0.898037,0.375308,0.369998,8,9,4,0.547781,3.95642966716221
"CDK4",803,16.9281,947,21.4281,972,21.5426,19.9662666667,"Cdk4",46.840004,58.809593,64.254783,309,759,796,56.6347933333333,0.363777944781387
"CDK5",546,23.3617,643,29.5299,292,13.1351,22.0089,"Cdk5",67.326093,87.710495,81.429641,847,2118,2028,78.8220763333333,0.288252336407736
"CDK5R1",653,26.7727,769,33.8412,508,21.8968,27.5035666667,"Cdk5r1",57.858381,30.451684,26.250252,3456,3273,2910,38.1867723333333,0.727377249247295
"CDK5R2",755,52.971,718,54.07,535,39.4624,48.8344666667,"Cdk5r2",57.695815,41.346034,36.557157,1894,2742,2541,45.1996686666667,1.07867584562692
"CDK5RAP1",585,2.39213,607,2.66415,763,3.28013,2.77880333333,"Cdk5rap1",3.399957,4.555121,5.511139,68,139,184,4.488739,0.688464751800004
"CDK5RAP2",1623,1.48214,1692,1.65849,1453,1.395,1.51187666667,"Cdk5rap2",2.684989,1.148415,1.934447,297,206,195,1.922617,0.859461457546439
"CDK5RAP3",1918,23.9817,1921,25.781,1854,24.3714,24.7113666667,"Cdk5rap3",9.554164,14.803742,13.430743,190,524,494,12.5962163333333,1.89106778211997
"CDK6",1087,0.819677,1247,1.0093,1009,0.799913,0.876296666667,"Cdk6",0.490906,0.080825,0.142161,43,20,23,0.237964,1.51563104150605
"CDK7",451,1.84795,428,1.88234,524,2.25727,1.99585333333,"Cdk7",10.061009,8.773929,10.049607,239,326,341,9.62818166666667,0.28187825794566
"CDK8",501,0.579113,658,0.816379,542,0.658663,0.684718333333,"Cdk8",7.286371,5.671626,4.359719,278,352,258,5.772572,0.248756060966646
"CDK9",1200,40.9931,1225,44.9165,1200,43.0972,43.0022666667,"Cdk9",55.9358,51.706798,45.11507,635,1048,1072,50.9192226666667,0.847513972795869
"CDKAL1",487,0.121898,648,0.174094,646,0.169996,0.155329333333,"Cdkal1",6.200064,4.770186,4.963626,147,256,245,5.311292,0.183057499689921
"CDKL1",661,1.32643,745,1.60464,748,1.57805,1.50304,"Cdkl1",10.879054,12.843467,11.758004,133,330,308,11.8268416666667,0.195140788749634
"CDKL2",935,3.01255,1092,3.77647,682,2.31018,3.03306666667,"Cdkl2",11.301714,9.150309,8.767215,531,668,590,9.739746,0.375527192791152
