"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"PSMB8",4.606126,10.148254,11.722108,8.825496,78,236,277,"Psmb8",1.712181,3.546075,3.762295,18,23,47,3.00685033333333,2.45217444691179
"PSMB9",0.595956,2.634284,1.74185,1.65736333333333,11,21,26,"Psmb9",2.168397,0.90686,0.587275,10,7,17,1.220844,1.19655560378547
"PSMC1",137.149535,138.976823,126.922752,134.349703333333,1286,1926,1829,"Psmc1",136.292182,146.564068,138.246436,1230,1192,2155,140.367562,0.957431120820583
"PSMC2",26.80647,27.927147,21.442951,25.3921893333333,723,1071,921,"Psmc2",33.681167,36.374564,34.871902,778,828,1551,34.9758776666667,0.733607935235641
"PSMC3",66.682673,81.237284,59.457597,69.1258513333333,853,1428,1171,"Psmc3",124.617742,146.8692,125.49449,1072,1166,2006,132.327144,0.525968300448507
"PSMC3IP",3.399502,4.593299,3.520295,3.83769866666667,45,77,63,"Psmc3ip",1.226966,1.366257,1.229422,15,16,27,1.274215,2.12719495151807
"PSMC4",34.324721,43.088022,31.381611,36.2647846666667,746,1240,1039,"Psmc4",54.392554,51.434273,44.359735,621,658,1192,50.0621873333333,0.729792173284756
"PSMC5",64.73636,68.46456,60.647047,64.615989,955,1409,1297,"Psmc5",82.973422,79.652703,74.291615,1333,1249,2269,78.97258,0.82048108239099
"PSMC6",80.099605,80.800693,63.434708,74.7783353333333,1094,1536,1356,"Psmc6",103.832393,86.154813,79.988022,921,797,1336,89.9917426666667,0.832804528328849
"PSMD1",125.917564,113.770645,112.257832,117.315347,2306,3176,3170,"Psmd1",32.30793,34.862302,32.106499,1350,1445,2493,33.0922436666667,3.47044765245772
"PSMD10",35.357228,27.427028,29.475064,30.7531066666667,648,693,754,"Psmd10",7.917582,7.433459,5.87103,135,123,188,7.07402366666667,3.93274877280312
"PSMD11",56.104567,47.518719,47.05928,50.227522,1147,1680,1509,"Psmd11",39.718864,44.322068,40.686114,629,654,1163,41.575682,1.20321083758564
"PSMD12",22.845892,24.300143,19.986866,22.3776336666667,1078,1374,1264,"Psmd12",30.773385,33.154024,28.312765,632,659,1126,30.7467246666667,0.736379387547108
"PSMD13",79.683252,77.02622,72.946712,76.5520613333333,1045,1504,1531,"Psmd13",107.92802,101.349707,99.017902,598,578,1118,102.765209666667,0.747380182456722
"PSMD14",34.187546,31.006913,29.50528,31.5665796666667,755,959,954,"Psmd14",100.571606,93.973096,95.576533,686,773,1287,96.7070783333333,0.333308294774345
"PSMD2",189.857122,219.997907,178.692059,196.182362666667,3017,4507,4236,"Psmd2",117.078276,109.693326,97.742226,2119,2154,3818,108.171276,1.80617438845971
"PSMD3",71.878685,72.538835,62.532633,68.9833843333333,1390,2067,2120,"Psmd3",35.308796,41.201061,38.360753,823,898,1678,38.2902033333333,1.78119170673673
"PSMD4",257.737432,301.489475,290.820349,283.349085333333,1149,1815,1822,"Psmd4",96.279861,89.948973,97.187273,671,691,1324,94.4720356666667,2.97834945434825
"PSMD5",21.977571,16.552185,30.382998,22.970918,530,662,641,"Psmd5",24.280732,20.026309,19.205311,485,473,844,21.170784,1.08119397130927
"PSMD6",45.095877,47.821705,36.994554,43.3040453333333,651,948,838,"Psmd6",49.675243,49.834454,48.997096,463,506,945,49.5022643333333,0.877268493169148
"PSMD7",62.32086,59.255833,54.007245,58.5279793333333,1216,1684,1664,"Psmd7",40.701971,45.408623,41.207526,799,874,1542,42.4393733333333,1.37036920115177
"PSMD8",127.066055,127.715855,130.29271,128.358206666667,1587,2626,2717,"Psmd8",43.407725,44.049486,43.012792,574,650,1221,43.490001,2.90757931578079
"PSMD9",27.664061,31.908063,25.22338,28.265168,340,535,510,"Psmd9",20.498668,15.283601,22.974765,210,206,398,19.585678,1.42162759953789
"PSME1",45.002628,24.003472,29.910928,32.9723426666667,332,323,406,"Psme1",35.415723,45.478324,44.152581,191,213,400,41.6822093333333,0.795936836384321
"PSME2",97.316576,82.979942,83.986143,88.0942203333333,524,577,598,"Psme2",143.593233,152.170965,103.272101,169,156,318,133.012099666667,0.664822210493983
"PSME2",97.316576,82.979942,83.986143,88.0942203333333,524,577,598,"Psme2b",0.487674,1.116654,0.963615,4,10,16,0.855981,48.0038428913514
"PSME3",68.308837,71.199443,59.592675,66.366985,1265,1864,1662,"Psme3",54.470266,48.10309,44.505034,946,960,1770,49.02613,1.34663594805355
"PSME3IP1",78.048608,82.431825,78.961917,79.8141166666667,1052,1459,1438,"Psme3ip1",32.022799,44.319656,32.781642,303,321,602,36.374699,2.16226802700583
"PSME4",29.105764,23.503947,21.306186,24.6386323333333,1088,1094,1099,"Psme4",14.467131,13.993977,15.508278,774,857,1581,14.656462,1.63757510051334
"PSMF1",138.159989,123.869826,130.40928,130.813031666667,1070,1509,1474,"Psmf1",9.940228,15.852797,11.690883,276,385,566,12.494636,9.76780934785249
"PSMG1",26.173936,26.358494,24.941086,25.8245053333333,250,370,356,"Psmg1",7.496662,7.376488,8.213462,74,74,135,7.69553733333333,3.08485885403593
"PSMG2",40.690235,40.808656,41.822829,41.10724,270,395,410,"Psmg2",10.892925,10.179308,10.106923,130,118,227,10.393052,3.69587007941331
"PSMG3",19.212708,22.628068,22.633812,21.4915293333333,222,367,406,"Psmg3",8.871054,7.432278,7.798835,77,64,136,8.03405566666667,2.48963811639121
"PSMG4",15.002358,14.978403,12.434434,14.1383983333333,194,297,240,"Psmg4",5.70894,4.883048,7.003542,23,19,52,5.86517666666667,2.20509960170969
"PSORS1C2",0,0,0,0,0,0,0,"Psors1c2",0.114303,0,0.05912,1,0,1,0.0578076666666667,0.945351439124252
"PSPC1",39.694714,42.207484,39.942164,40.6147873333333,797,1243,1145,"Pspc1",18.776474,22.682352,19.687844,428,426,796,20.3822233333333,1.94623293773473
"PSPH",17.792907,15.08079,17.018813,16.6308366666667,263,287,351,"Psph",18.360699,15.154939,14.922555,121,104,244,16.1460643333333,1.02827309660742
"PSPN",0.609707,1.202626,0.967518,0.926617,38,103,90,"Pspn",0.600941,0.305813,0.626168,2,1,4,0.510974,1.27508282736831
"PSRC1",4.429076,6.865299,5.12332,5.472565,76,127,111,"Psrc1",4.486574,2.839519,3.66843,58,46,107,3.664841,1.38752103233529
"PSTK",5.332729,6.911627,4.485598,5.57665133333333,66,126,102,"Pstk",21.822285,23.762545,27.786759,116,125,274,24.4571963333333,0.258341541119434
"PSTPIP1",1.204958,0.280361,0.236544,0.573954333333333,9,3,5,"Pstpip1",0.293458,0.393293,0.735096,8,7,23,0.473949,1.06784857097046
"PSTPIP2",1.685057,1.096034,1.245429,1.34217333333333,39,51,41,"Pstpip2",2.421831,4.392532,3.010314,72,108,131,3.27489233333333,0.547890601845177
"PTAFR",0.061459,0.068789,0.032917,0.0543883333333333,4,6,3,"Ptafr",0.536688,0.343077,0.32172,27,17,31,0.400495,0.752868331078178
"PTAR1",2.035805,1.926288,1.812409,1.924834,332,407,382,"Ptar1",4.925631,4.648431,5.144011,881,776,1438,4.90602433333333,0.495228911180127
"PTBP2",57.020874,64.950954,49.372814,57.1148806666667,1406,2050,1666,"Ptbp2",42.230808,52.81845,46.839848,1157,1092,2021,47.2963686666667,1.20329710640909
"PTBP3",12.222975,10.532759,12.274763,11.6768323333333,1325,1529,1690,"Ptbp3",4.656192,6.549501,4.781538,423,423,762,5.329077,2.00295119388393
"PTCD1",2.933206,3.311663,2.518513,2.92112733333333,95,167,147,"Ptcd1",6.590845,6.695535,6.230549,279,278,504,6.505643,0.52242390603088
"PTCD2",4.04755,2.246928,2.033804,2.776094,212,231,243,"Ptcd2",12.506601,12.082316,10.972452,272,257,454,11.8537896666667,0.293772817038731
"PTCD3",76.995084,46.295658,62.365392,61.885378,746,892,827,"Ptcd3",31.490207,22.375976,30.796017,510,491,970,28.2207333333333,2.1520807600083
"PTCH1",42.910584,20.987242,22.640688,28.8461713333333,401,448,428,"Ptch1",12.314171,11.260135,10.89541,925,826,1556,11.4899053333333,2.3896235028843
"PTCH2",2.375974,2.145494,2.046543,2.189337,166,213,204,"Ptch2",0.55054,0.506383,1.124697,21,29,54,0.727206666666667,1.84652888478893
"PTCHD1",1.76032,1.528735,1.93425,1.74110166666667,381,351,378,"Ptchd1",3.711996,4.18398,3.381592,117,128,198,3.75918933333333,0.575959785307974
"PTCHD3",0.035204,0.016454,0.012132,0.0212633333333333,2,1,1,"Ptchd3",0,0,0,0,0,0,0,1.02126333333333
"PTCHD4",0.875468,0.097321,0.089255,0.354014666666667,42,6,6,"Ptchd4",0.501147,1.083303,0.953127,24,46,89,0.845859,0.733541763843645
"PTCRA",0,0,0.103322,0.0344406666666667,0,0,2,"Ptcra",0.201946,0.066423,0.170127,3,1,5,0.146165333333333,0.90252307985817
"PTDSS1",52.038037,49.102409,52.448519,51.1963216666667,1142,1450,1664,"Ptdss1",31.413812,36.569159,31.854474,667,739,1257,33.2791483333333,1.52268431989924
"PTDSS2",26.170914,23.136666,21.308094,23.538558,318,406,430,"Ptdss2",36.94848,36.821552,32.521937,404,393,756,35.4306563333333,0.673568924355274
"PTEN",53.894687,51.867227,52.531291,52.7644016666667,1990,2657,2609,"Pten",28.046253,30.579793,26.297842,2954,2945,5268,28.3079626666667,1.83446397411361
"PTER",0.247921,0.063132,0.134975,0.148676,11,5,11,"Pter",22.747675,21.360926,21.795398,1088,966,1916,21.9679996666667,0.050012017444735
"PTF1A",0.363276,0.267574,0.754269,0.461706333333333,1,3,3,"Ptf1a",0,0,0,0,0,0,0,1.46170633333333
"PTGDR",0,0,0,0,0,0,0,"Ptgdr",0.356829,0.070584,0.267355,16,3,22,0.231589333333333,0.811958964676537
"PTGDR2",0.046379,0.067277,0.105177,0.0729443333333333,2,4,7,"Ptgdr2",0,0,0.043943,0,0,3,0.0146476666666667,1.05745508375157
"PTGDS",2.664165,1.229695,3.758173,2.55067766666667,22,14,40,"Ptgds",612.462809,764.895554,846.843412,4158,4951,10897,741.400591666667,0.00478269778677776
"PTGER1",0.160041,0,0.367312,0.175784333333333,2,0,10,"Ptger1",0.381745,0.314569,0.297455,24,20,38,0.331256333333333,0.883214076728023
"PTGER2",0.616488,2.690412,4.13461,2.48050333333333,19,134,173,"Ptger2",0.01964,0.02042,0.11546,1,1,11,0.05184,3.3089665094818
"PTGER3",38.141808,49.501335,48.661097,45.4347466666667,4156,7264,7459,"Ptger3",0.895405,1.130639,0.777764,38,43,60,0.934602666666667,24.0022137189928
"PTGER4",3.395191,3.857827,29.31594,12.1896526666667,180,279,308,"Ptger4",0.269221,0.402425,0.234416,10,17,20,0.302020666666667,10.130140791416
"PTGES",3.445218,2.970442,5.535715,3.98379166666667,91,107,210,"Ptges",2.391561,3.477374,1.631606,51,60,94,2.50018033333333,1.42386711313255
"PTGES2",43.093552,72.028794,76.028019,63.7167883333333,419,564,611,"Ptges2",16.306285,18.309692,16.697499,246,261,465,17.104492,3.57462602835436
"PTGES3",115.746859,131.607422,128.497719,125.284,3116,4743,4622,"Ptges3",44.016835,42.544411,41.475228,937,893,1715,42.6788246666667,2.89119501185601
"PTGES3L",15.055048,16.184498,16.492109,15.9105516666667,243,364,339,"Ptges3l",6.360309,3.515437,2.980816,25,21,40,4.28552066666667,3.19941075499216
"PTGFR",1.051825,1.619678,0.573494,1.08166566666667,80,177,71,"Ptgfr",1.923011,0.267693,1.00187,16,17,23,1.06419133333333,1.00846546201951
"PTGFRN",26.242936,19.233264,17.210694,20.8956313333333,865,811,751,"Ptgfrn",8.345868,7.335979,7.047046,604,511,959,7.57629766666667,2.5530400394607
"PTGIR",0.388717,0.051561,0.051293,0.163857,6,2,1,"Ptgir",0,0.027607,0.014196,0,1,1,0.0139343333333333,1.14786230403481
"PTGIS",3.85158,3.34433,3.351085,3.515665,290,314,337,"Ptgis",1.719013,2.29054,1.711312,30,38,69,1.906955,1.55340037943484
"PTGR1",12.505136,10.139205,9.376408,10.673583,178,237,208,"Ptgr1",0.197152,0.134151,0.29137,6,4,17,0.207557666666667,9.66710188857785
"PTGR2",4.15069,2.914052,2.018915,3.02788566666667,121,105,122,"Ptgr2",19.865037,24.220385,17.920621,525,615,923,20.668681,0.185885133786716
"PTGS1",0.225443,0.148821,0.281053,0.218439,11,7,11,"Ptgs1",7.25907,6.701362,5.236851,158,187,311,6.39909433333333,0.164674072948478
"PTGS2",0.104586,0.029843,0.066702,0.0670436666666667,7,1,5,"Ptgs2",3.281964,2.582664,2.091301,199,149,235,2.65197633333333,0.292182525096685
"PTH",0.113883,0,0,0.037961,1,0,0,"Pth",0,0,0,0,0,0,0,1.037961
"PTH1R",1.779401,1.479678,2.294311,1.85113,22,28,61,"Pth1r",1.852514,2.055371,1.708413,48,45,87,1.87209933333333,0.992698952612827
"PTH2",0,0,0,0,0,0,0,"Pth2",0,0,0,0,0,0,0,1
"PTH2R",0,0,0,0,0,0,0,"Pth2r",0.4379,0.446086,0.407916,14,14,25,0.430634,0.698990797087166
"PTHLH",4.436081,3.698816,3.122036,3.752311,80,73,54,"Pthlh",2.112949,1.290476,1.239619,34,22,41,1.54768133333333,1.86534749767239
"PTK2",74.135835,64.527383,54.692975,64.4520643333333,1294,1690,1689,"Ptk2",115.230293,80.842963,106.709187,1493,1350,2666,100.927481,0.642143450335375
"PTK2B",8.058575,5.854561,8.739964,7.55103333333333,131,123,155,"Ptk2b",86.613274,98.303544,93.925164,4308,4947,8802,92.9473273333333,0.0910194422348335
"PTK6",0.223742,0.141881,0.131854,0.165825666666667,10,9,9,"Ptk6",0.136788,0.059795,0.179595,7,3,18,0.125392666666667,1.03592790427519
"PTK7",25.721202,13.493072,15.24382,18.152698,666,587,665,"Ptk7",2.171031,2.050251,2.184073,119,115,234,2.13511833333333,6.10908296390726
"PTN",21.270116,22.534259,18.838316,20.880897,434,621,533,"Ptn",147.832392,138.416613,143.128302,2949,2590,5201,143.125769,0.151818076335815
"PTOV1",213.836602,248.090596,196.596156,219.507784666667,1678,2558,2353,"Ptov1",346.62401,376.217762,352.359122,832,893,1780,358.400298,0.613543689011261
"PTP4A1",101.879509,74.840256,62.547211,79.7556586666667,3402,3312,2839,"Ptp4a1",1.360978,1.041763,0.946323,54,10,80,1.11635466666667,38.1579042202126
"PTP4A1",101.879509,74.840256,62.547211,79.7556586666667,3402,3312,2839,"Ptp4a1",1.360978,1.041763,0.946323,54,10,80,1.11635466666667,38.1579042202126
"PTP4A2",121.45819,110.845061,101.46676,111.256670333333,1974,2568,2546,"Ptp4a2",56.508933,57.456167,53.451762,1589,1574,2625,55.8056206666667,1.97615427867695
"PTP4A3",19.369681,14.133917,21.095454,18.199684,379,370,518,"Ptp4a3",17.712451,16.939717,17.34052,488,443,918,17.330896,1.04739473727853
"PTPA",67.249337,64.740254,57.256557,63.0820493333333,1394,1888,1765,"Ptpa",357.191411,378.559065,337.065009,1519,1467,2806,357.605161666667,0.178698067354924
"PTPDC1",3.2483,2.170286,2.406669,2.60841833333333,185,169,200,"Ptpdc1",6.221216,5.740278,7.678165,339,308,669,6.546553,0.478154507539182
"PTPMT1",16.505285,15.574566,15.341531,15.8071273333333,336,357,393,"Ptpmt1",18.817765,24.729967,23.741968,167,226,377,22.4299,0.717336707938717
"PTPN1",33.885971,46.966847,36.459186,39.1040013333333,1964,3706,3064,"Ptpn1",11.676305,11.483144,11.15951,483,434,926,11.439653,3.2238842460745
"PTPN11",24.859281,17.224089,15.839028,19.307466,1957,2039,1879,"Ptpn11",33.607227,32.88781,30.844671,2424,2503,4399,32.4465693333333,0.607161404137233
"PTPN12",243.545785,230.596173,133.962052,202.701336666667,1000,1453,1198,"Ptpn12",23.872146,21.463453,21.093234,419,324,782,22.1429443333333,8.80187644807453
"PTPN13",0.932689,0.361979,0.5898,0.628156,118,61,103,"Ptpn13",2.055451,1.972956,2.319041,236,217,487,2.115816,0.52254561886838
"PTPN14",0.386797,0.095159,0.072844,0.184933333333333,75,23,21,"Ptpn14",0.898446,1.425729,1.203796,132,147,272,1.17599033333333,0.544548987732942
"PTPN18",13.188983,11.44656,12.913757,12.5164333333333,355,476,593,"Ptpn18",0.688735,0.244511,3.005595,12,7,26,1.312947,5.84381455058561
"PTPN2",65.703953,133.627286,130.488585,109.939941333333,594,1110,1028,"Ptpn2",7.500832,6.614025,6.991477,189,166,346,7.03544466666667,13.8063226038435
"PTPN20",0.188858,0.431921,0.092424,0.237734333333333,8,13,6,"Ptpn20",0.07207,0.149453,0.127819,3,6,10,0.116447333333333,1.10863656204711
"PTPN21",4.592292,3.514666,2.575844,3.560934,210,265,174,"Ptpn21",1.045418,1.349178,1.062651,73,86,153,1.15241566666667,2.11898383320322
"PTPN22",0.338445,0.152571,0.211772,0.234262666666667,5,9,4,"Ptpn22",0.657066,0.85764,0.461828,10,9,20,0.658844666666667,0.744049573458154
"PTPN23",72.964859,46.243022,59.754228,59.6540363333333,1100,1543,1344,"Ptpn23",12.508068,9.379495,12.669304,455,499,1066,11.5189556666667,4.84497572707542
"PTPN3",16.753458,3.899081,6.611717,9.08808533333333,1031,328,528,"Ptpn3",12.138614,14.700059,10.425599,712,676,1193,12.421424,0.751640461797
"PTPN4",5.59046,3.863819,2.825478,4.09325233333333,294,360,306,"Ptpn4",23.184721,19.664258,19.813116,1978,1932,3380,20.887365,0.232702855429757
"PTPN5",30.641802,40.156991,33.409703,34.7361653333333,1330,2225,2086,"Ptpn5",89.548749,81.010251,83.249861,2771,2559,5044,84.6029536666667,0.417464162188703
"PTPN6",1.539348,1.38075,1.65164,1.52391266666667,27,39,45,"Ptpn6",6.685892,20.324022,12.034382,33,31,72,13.0147653333333,0.180089541753773
"PTPN7",0.287147,0.23669,0.25957,0.261135666666667,5,6,7,"Ptpn7",1.615329,1.644102,0.537203,35,41,46,1.26554466666667,0.55665892852256
"PTPN9",97.546273,78.372342,75.56676,83.8284583333333,1782,2385,2238,"Ptpn9",9.389363,14.441437,12.85572,466,482,865,12.22884,6.41238826180779
"PTPRA",48.643045,45.987248,41.960849,45.5303806666667,2043,2557,2590,"Ptpra",47.610782,52.813872,48.494182,1607,1631,3032,49.639612,0.918853419861642
"PTPRB",0.219014,0.585086,0.040988,0.281696,28,9,12,"Ptprb",4.177233,4.335557,4.63401,724,712,1463,4.38226666666667,0.238133128545594
"PTPRC",0.135346,0.019934,0.075305,0.0768616666666667,6,2,2,"Ptprc",1.188553,1.16104,0.845276,46,47,99,1.06495633333333,0.52149367484607
"PTPRCAP",0,0.090807,0.570861,0.220556,0,1,10,"Ptprcap",0,0.305532,0.527649,0,3,13,0.277727,0.955255700161302
"PTPRD",10.633355,11.058034,7.1667,9.619363,1149,1855,1190,"Ptprd",46.513433,45.023273,48.807211,3095,3107,5637,46.7813056666667,0.222249326422411
"PTPRE",7.706093,6.911156,6.216238,6.94449566666667,340,308,384,"Ptpre",4.191837,4.493478,4.633052,297,297,590,4.43945566666667,1.46053137547403
"PTPRF",149.004345,77.552114,79.189086,101.915181666667,3402,2747,3236,"Ptprf",16.083333,12.279565,15.80171,973,905,1906,14.721536,6.54612765996062
"PTPRH",22.772392,28.465253,24.204218,25.1472876666667,893,1529,1532,"Ptprh",0.713531,1.343485,0.628193,13,23,24,0.895069666666667,13.7975337406241
"PTPRJ",3.026543,3.097034,2.025538,2.71637166666667,379,500,368,"Ptprj",17.788581,16.879686,17.449841,1821,1684,3380,17.3727026666667,0.202276808920945
"PTPRK",1.743205,0.382487,0.322404,0.816032,70,14,8,"Ptprk",15.531242,15.076864,14.368258,670,559,1149,14.9921213333333,0.113557917811362
"PTPRM",34.531781,16.748927,19.602649,23.6277856666667,731,426,502,"Ptprm",9.29469,8.732458,7.245677,484,480,828,8.424275,2.61322867453111
"PTPRN",187.002892,126.707352,150.541448,154.750564,4798,4494,5505,"Ptprn",154.78471,171.596314,164.388848,4878,4827,9011,163.589957333333,0.946294455162708
"PTPRN2",42.215168,33.521932,31.532398,35.7564993333333,2281,2730,2711,"Ptprn2",57.862837,65.629004,55.862899,2651,2904,4846,59.7849133333333,0.604697733659131
"PTPRO",27.087658,29.003179,27.357153,27.8159966666667,1348,2011,1948,"Ptpro",12.444711,11.432005,6.738598,458,509,740,10.2051046666667,2.57168473868785
"PTPRQ",0.232085,0,0,0.0773616666666667,1,0,0,"Ptprq",0.009484,0.009663,0.009932,1,1,2,0.009693,1.06701905100527
"PTPRR",1.087962,0.608342,0.845464,0.847256,57,38,47,"Ptprr",6.488991,9.361256,5.342854,190,226,367,7.064367,0.229063979851115
"PTPRS",47.187606,59.327298,46.294322,50.9364086666667,3370,5253,4872,"Ptprs",169.461363,149.649063,153.842265,3939,3861,7807,157.650897,0.327362842875491
"PTPRT",1.647197,1.229221,0.753894,1.210104,323,285,187,"Ptprt",17.598534,22.066575,16.919266,2679,3053,5128,18.8614583333333,0.111276018251429
"PTPRU",51.695394,30.79614,42.763358,41.7516306666667,1382,1256,1779,"Ptpru",21.01889,13.448104,20.289362,412,333,718,18.2521186666667,2.22061952800485
"PTPRZ1",0.552185,0.680707,0.252248,0.495046666666667,9,6,6,"Ptprz1",36.975901,34.381471,33.693307,3487,3182,5970,35.016893,0.0415095956962936
"PTRH1",7.904927,5.281762,10.316327,7.83433866666667,69,93,134,"Ptrh1",1.544615,2.975795,1.476438,15,21,21,1.99894933333333,2.94581124411572
"PTRH2",17.102498,15.503958,16.300417,16.302291,198,267,280,"Ptrh2",4.824921,5.68158,4.578534,201,233,363,5.028345,2.87015607102779
"PTRHD1",12.664727,23.151371,20.559231,18.7917763333333,74,163,163,"Ptrhd1",2.016755,2.255366,1.947477,108,118,199,2.07319933333333,6.44012125040593
"PTS",62.169734,63.248953,53.85839,59.7590256666667,470,646,588,"Pts",16.996419,19.232937,21.399744,211,210,429,19.2097,3.00642887656257
"PTTG1",2.068405,0.878456,1.067109,1.33799,16,9,11,"Pttg1",33.058027,25.676627,24.178693,185,176,307,27.6377823333333,0.0816400506431207
"PTTG1IP",33.548124,34.646566,38.114889,35.4365263333333,1173,1547,1862,"Pttg1ip",33.523965,32.359553,36.340358,587,555,1137,34.0746253333333,1.03882866850486
"PTTG2",0,0,0.084463,0.0281543333333333,0,0,1,"Pttg1",33.058027,25.676627,24.178693,185,176,307,27.6377823333333,0.035902023465574
"PTX3",0.649197,0.502558,1.28203,0.811261666666667,17,18,50,"Ptx3",0.045289,0.256132,0.04497,1,3,2,0.115463666666667,1.62377468741698
"PTX4",0,0,0.066656,0.0222186666666667,0,0,2,"Ptx4",0,0,0.121213,0,0,3,0.0404043333333333,0.982520577736925
"PUDP",3.723585,3.261621,2.828026,3.27107733333333,108,130,107,"Pudp",0,0,0,0,0,0,0,4.27107733333333
"PUF60",38.059776,55.199705,43.546207,45.601896,772,1348,1236,"Puf60",48.811711,45.133801,42.856042,969,1020,1805,45.600518,1.00002957048675
"PUM1",46.238166,38.677682,31.166358,38.6940686666667,1729,2167,1848,"Pum1",17.552446,16.874378,15.462948,1210,1180,2128,16.629924,2.25151672047291
"PUM2",14.21668,13.550627,11.737217,13.1681746666667,1379,1703,1556,"Pum2",40.185141,47.374219,46.228891,2715,2652,4798,44.5960836666667,0.310732271882035
"PUM3",12.95788,9.372159,8.810428,10.3801556666667,201,226,290,"Pum3",32.306552,35.616148,30.72242,300,318,560,32.8817066666667,0.335879056466262
"PURA",1.393498,2.729942,1.468827,1.864089,129,176,166,"Pura",16.0824,17.043756,15.855034,1211,1251,2311,16.3270633333333,0.165295696385558
"PURB",2.032187,1.901538,1.699613,1.87777933333333,307,392,372,"Purb",76.670642,77.544876,71.27011,8804,8762,15845,75.161876,0.0377850374028777
"PURG",6.732779,6.674466,5.472706,6.293317,231,319,304,"Purg",10.228143,8.863602,9.359403,230,185,389,9.483716,0.695680520151442
"PUS1",5.240677,7.155273,5.550827,5.982259,141,186,181,"Pus1",6.350003,4.663357,4.804108,108,87,159,5.27248933333333,1.11315597826445
"PUS10",1.915386,0.9961,1.253054,1.38818,42,55,60,"Pus10",7.167868,5.905309,6.070442,129,115,243,6.38120633333333,0.323548738803716
"PUS3",10.986217,15.145079,11.960425,12.6972403333333,155,265,225,"Pus3",3.54666,3.602804,3.822195,95,95,196,3.65721966666667,2.94107671823368
"PUS7",29.520572,18.607573,21.296184,23.141443,210,349,367,"Pus7",4.400174,6.912225,7.120327,175,176,392,6.144242,3.37914687100465
"PUS7L",3.916107,3.040163,2.785027,3.247099,525,736,671,"Pus7l",1.180797,1.201829,0.922774,28,28,52,1.1018,2.02069607003521
"PUSL1",6.574888,6.964873,9.142088,7.56061633333333,103,151,211,"Pusl1",11.135299,12.516659,13.167465,97,122,238,12.273141,0.644957838791386
"PVALB",0,0.284441,0,0.0948136666666667,0,2,0,"Pvalb",22.378076,25.430202,22.369475,239,264,454,23.3925843333333,0.0448830534602504
"PVR",44.747427,35.830927,45.145204,41.9078526666667,1228,1381,1433,"Pvr",3.314306,2.889203,4.370762,80,75,160,3.524757,9.48290762723096
"PVRIG",4.776846,4.992898,4.098966,4.62290333333333,30,37,24,"Pvrig",0.16065,0,0,2,0,0,0.05355,5.33710154556816
"PWP1",25.811974,24.268957,22.93215,24.3376936666667,681,985,977,"Pwp1",8.011818,7.103416,6.588984,196,185,365,7.23473933333333,3.07692722756899
"PWP2",8.312261,7.58687,5.019199,6.97277666666667,176,279,276,"Pwp2",4.576833,5.00658,5.032636,249,266,520,4.87201633333333,1.3577579172265
"PWWP2A",9.489649,11.985545,7.82504,9.76674466666667,348,496,367,"Pwwp2a",10.267339,9.669473,10.804564,242,203,437,10.2471253333333,0.957288582421772
"PWWP2B",5.229044,7.01165,9.103899,7.11486433333333,185,350,545,"Pwwp2b",4.233562,4.405103,4.106006,151,156,283,4.24822366666667,1.54621160391348
"PWWP3A",56.469256,42.046466,36.513474,45.009732,1117,1646,1484,"Pwwp3a",10.264093,16.700118,11.45143,308,308,587,12.8052136666667,3.33277942021953
"PWWP3B",1.992612,1.081539,1.339888,1.47134633333333,128,94,122,"Pwwp3b",1.586738,2.228953,1.59733,70,53,110,1.80434033333333,0.881257636228413
"PXDC1",1.4824,0.426449,0.988964,0.965937666666667,34,14,35,"Pxdc1",2.515501,1.7585,2.69356,47,38,75,2.32252033333333,0.591700717958987
"PXDN",83.385867,68.776522,49.380509,67.180966,3833,4520,4079,"Pxdn",17.233235,13.893771,18.689471,845,676,1608,16.6054923333333,3.87270998783202
"PXK",24.197547,23.984309,22.527019,23.569625,624,763,820,"Pxk",10.018777,8.081963,8.565981,327,286,572,8.888907,2.48456426984297
"PXMP2",6.606908,15.443117,14.144643,12.0648893333333,46,142,133,"Pxmp2",3.118773,2.734062,4.26672,23,23,52,3.373185,2.98749980468088
"PXMP4",2.760922,4.279737,2.371851,3.13750333333333,175,271,241,"Pxmp4",3.672979,3.581758,5.865069,114,112,228,4.37326866666667,0.770016090764368
"PXN",16.892504,18.482539,17.109824,17.4949556666667,625,960,951,"Pxn",8.403743,7.280841,10.238796,222,188,508,8.64112666666666,1.91833966154716
"PXT1",0.158794,0.116714,0.022192,0.0992333333333333,3,2,1,"Pxt1",0,0,0,0,0,0,0,1.09923333333333
"PXYLP1",40.110069,27.43606,16.764827,28.103652,972,964,965,"Pxylp1",8.382267,5.591431,3.34215,139,111,199,5.77194933333333,4.29767716316838
"PYCARD",0.286916,0.634993,0.533756,0.485221666666667,2,8,7,"Pycard",2.444988,3.069422,1.436193,31,30,42,2.31686766666667,0.447778390917616
