"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"ST18","St18",21.62787,26.877779,33.953407,352,1587,1033,27.486352,77.52521,77.52521,0.362766963628623
"ST3GAL1","St3gal1",4.090885,6.660336,6.512884,136,555,269,5.75470166666667,6.03688,6.03688,0.959900078822812
"ST3GAL2","St3gal2",25.510024,26.572128,27.905237,739,2914,1764,26.662463,8.98272,8.98272,2.77103464787152
"ST3GAL3","St3gal3",20.000958,22.276646,24.005165,292,992,578,22.0942563333333,288.29754,288.29754,0.0798287338818482
"ST3GAL4","St3gal4",14.230793,25.085689,22.886916,122,592,346,20.734466,97.4822,97.4822,0.220694358980608
"ST3GAL5","St3gal5",34.515413,46.829915,54.162407,445,1826,1122,45.169245,48.04613,48.04613,0.941343282334406
"ST3GAL6","St3gal6",20.797585,25.586386,27.748629,171,572,363,24.7108666666667,13.9201,13.9201,1.72323688625858
"ST6GAL1","St6gal1",5.32794,8.105599,7.447651,152,598,320,6.96039666666667,48.04613,48.04613,0.16230427694635
"ST6GAL2","St6gal2",0.955222,1.208576,0.964131,40,174,85,1.042643,2.67614,2.67614,0.555648859945486
"ST6GALNAC1","St6galnac1",0,0,0,0,0,0,0,6.26508,6.26508,0.137644733437209
"ST6GALNAC2","St6galnac2",3.247321,3.681758,4.219313,22,104,65,3.71613066666667,9.60508,9.60508,0.444704864712635
"ST6GALNAC3","St6galnac3",8.12584,10.17249,10.629774,110,441,240,9.64270133333333,29.83175,29.83175,0.345186417680908
"ST6GALNAC4","St6galnac4",25.4479,27.59732,29.749747,281,1037,664,27.5983223333333,18.15214,18.15214,1.49321811209261
"ST6GALNAC5","St6galnac5",2.246865,1.775973,1.612453,57,203,101,1.87843033333333,22.32195,22.32195,0.123421512066244
"ST6GALNAC6","St6galnac6",39.640655,39.445846,43.178145,460,1898,1123,40.754882,160.90061,160.90061,0.257904414319378
"ST7","St7",6.89804,10.18325,8.659939,74,295,146,8.58040966666667,22.88207,22.88207,0.401154911055309
"ST7L","St7l",21.596742,22.603924,19.525775,159,577,354,21.242147,14.77066,14.77066,1.410349788785
"ST8SIA1","St8sia1",10.062634,10.838937,11.984068,636,2533,1523,10.9618796666667,26.42952,26.42952,0.436095114557844
"ST8SIA2","St8sia2",0.737748,0.862097,0.973722,26,95,77,0.857855666666667,1.36919,1.36919,0.784173353199476
"ST8SIA3","St8sia3",24.31193,24.350175,26.96485,559,2192,1404,25.208985,29.60355,29.60355,0.856403423785803
"ST8SIA4","St8sia4",3.072067,3.047323,3.557077,115,417,273,3.225489,1.18248,1.18248,1.93609517612991
"ST8SIA5","St8sia5",29.807085,32.238845,39.193726,554,2115,1381,33.746552,8.3811,8.3811,3.70388888296682
"ST8SIA6","St8sia6",0.9965,0.924627,0.808353,38,153,88,0.909826666666667,4.06608,4.06608,0.376983124361768
"STAB1","Stab1",32.569203,43.624774,24.193096,60,256,133,33.4623576666667,32.83982,32.83982,1.01839660100635
"STAB2","Stab2",0.128116,0.060922,0.098498,4,8,9,0.0958453333333333,0.08298,0.08298,1.01187956687412
"STAC","Stac",3.885472,3.64556,5.085735,59,223,147,4.205589,13.23551,13.23551,0.365676326313564
"STAC2","Stac2",16.395814,21.736071,20.213999,298,1474,674,19.448628,34.58243,34.58243,0.57468329172572
"STAC3","Stac3",0.811997,2.29913,2.480324,5,37,16,1.863817,8.87899,8.87899,0.289889654711666
"STAG1","Stag1",18.293306,13.966042,15.313149,355,1367,889,15.857499,11.43066,11.43066,1.35612260330505
"STAG2","Stag2",76.220025,40.079475,58.690892,805,2541,1675,58.3301306666667,99.97164,99.97164,0.587592027490756
"STAG3","Stag3",0.394638,0.803761,2.389013,3,25,14,1.195804,28.33809,28.33809,0.0748448177778444
"STAM","Stam",50.344643,41.283075,46.868934,458,1653,957,46.1655506666667,20.84903,20.84903,2.15870227038302
"STAM2","Stam2",8.919444,5.664707,5.806255,162,562,302,6.796802,7.07415,7.07415,0.965649882650186
"STAMBP","Stambp",12.869716,12.896806,15.539234,168,633,396,13.7685853333333,35.91013,35.91013,0.400122820844395
"STAMBPL1","Stambpl1",6.786744,8.985442,7.322392,57,249,126,7.69819266666667,4.25279,4.25279,1.65591860071822
"STAP1","Stap1",0.351184,0.399473,0.406039,7,26,15,0.385565333333333,0,0,1.38556533333333
"STAP2","Stap2",4.59113,5.511721,4.827695,43,195,93,4.97684866666667,3.46447,3.46447,1.33875883736853
"STAR","Star",2.012828,1.910302,1.867069,55,197,109,1.93006633333333,4.04533,4.04533,0.580748203454151
"STARD10","Stard10",73.418779,76.159211,79.357512,256,1052,578,76.311834,113.68429,113.68429,0.674127502555058
"STARD13","Stard13",13.116805,6.483983,21.170533,116,512,240,13.5904403333333,21.45065,21.45065,0.64988943898432
"STARD3","Stard3",12.178462,12.32523,8.728399,112,448,216,11.0773636666667,61.26089,61.26089,0.193979939359471
"STARD3NL","Stard3nl",22.55869,29.929426,24.788332,158,728,360,25.758816,28.98119,28.98119,0.892520143463285
"STARD4","Stard4",9.601179,13.226533,15.719535,336,1436,875,12.8490823333333,10.35191,10.35191,1.21997816520157
"STARD5","Stard5",5.201126,8.044571,9.648089,78,334,214,7.631262,3.38149,3.38149,1.96993762395897
"STARD6","Stard6",0.170098,2.82955,3.132786,2,48,28,2.04414466666667,1.53515,1.53515,1.20077497058031
"STARD7","Stard7",49.614398,49.603024,55.19485,510,1955,1208,51.4707573333333,57.77568,57.77568,0.892729056190134
"STARD8","Stard8",2.156185,2.344243,4.210541,47,244,188,2.90365633333333,6.16136,6.16136,0.54509985998935
"STARD9","Stard9",2.628634,4.002447,2.874128,133,799,388,3.168403,21.90704,21.90704,0.181970389888873
"STAT1","Stat1",14.788728,11.898078,13.494178,234,820,482,13.3936613333333,46.92589,46.92589,0.300331643988945
"STAT2","Stat2",9.619073,13.899953,12.313904,254,958,524,11.94431,97.39922,97.39922,0.131548908619398
"STAT3","Stat3",28.907583,29.150244,28.026115,315,1126,692,28.6946473333333,37.90168,37.90168,0.76332557702735
"STAT4","Stat4",0.057733,0.047669,0,1,1,0,0.035134,8.50558,8.50558,0.108897510725279
"STAT5A","Stat5a",1.352948,0.754389,1.396702,21,73,63,1.168013,5.37303,5.37303,0.340185594607275
"STAT5B","Stat5b",9.742129,9.754314,9.694848,336,1237,715,9.73043033333333,22.90282,22.90282,0.448919011787452
"STAT6","Stat6",3.58361,3.761093,3.449025,33,195,122,3.59790933333333,23.98158,23.98158,0.184051982834286
"STAU1","Stau1",23.662959,28.4769,30.605827,375,1514,920,27.5818953333333,34.31274,34.31274,0.809393304890341
"STAU2","Stau2",57.731225,59.395724,69.216846,731,2842,1692,62.1145983333333,125.63358,125.63358,0.498403332933755
"STBD1","Stbd1",0.400842,0.894404,0.789123,5,42,21,0.694789666666667,1.5559,1.5559,0.663089192326252
"STC1","Stc1",0.352959,0.424613,0.415912,10,45,25,0.397828,0.76758,0.76758,0.790814560019914
"STC2","Stc2",0.712435,0.557287,0.577067,19,56,33,0.615596333333333,1.14099,1.14099,0.754602465837455
"STEAP1","Steap1",3.130027,1.881141,3.142537,22,50,39,2.71790166666667,1.95006,1.95006,1.26028001690361
"STEAP2","Steap2",16.696555,18.236559,20.885237,639,2516,1574,18.606117,3.44372,3.44372,4.41209549656594
"STEAP3","Steap3",1.213601,1.437572,1.272877,19,95,54,1.30801666666667,3.25701,3.25701,0.542168486018747
"STEAP4","Steap4",0.2416,0.295485,0.316926,5,23,14,0.284670333333333,2.71764,2.71764,0.345560714144816
"STIL","Stil",0.666505,0.420746,0.481893,24,57,37,0.523048,0.82981,0.82981,0.832353085839513
"STIM1","Stim1",23.417234,26.993965,33.293413,463,1881,1190,27.9015373333333,107.8756,107.8756,0.265454677938246
"STIM2","Stim2",23.188652,29.532997,29.212835,259,1038,642,27.3114946666667,28.71151,28.71151,0.952879697688427
"STIP1","Stip1",89.944495,75.703703,83.002772,1199,3859,2394,82.8836566666667,82.08918,82.08918,1.00956173435177
"STK10","Stk10",2.289631,3.808256,3.210203,79,352,201,3.10269666666667,24.39648,24.39648,0.161545878273945
"STK11","Stk11",44.54004,49.378959,49.985014,315,1258,719,47.9680043333333,56.07457,56.07457,0.857965365894712
"STK11IP","Stk11ip",6.429828,8.70879,10.471641,95,464,243,8.536753,28.15138,28.15138,0.327145850385128
"STK16","Stk16",32.204971,27.985524,31.966461,163,574,345,30.7189853333333,24.0853,24.0853,1.26444512656151
"STK17B","Stk17b",14.230351,14.170884,17.94839,308,1041,722,15.449875,1.57664,1.57664,6.38423489505713
"STK19","Stk19",15.059624,21.736336,15.926607,59,292,134,17.574189,32.03075,32.03075,0.562330222595612
"STK24","Stk24",31.846955,33.496908,32.308761,317,1181,625,32.5508746666667,23.60816,23.60816,1.36340444253722
"STK25","Stk25",81.800116,104.945672,102.775725,666,3053,1643,96.507171,302.86074,302.86074,0.320894272159016
"STK3","Stk3",4.963651,6.755191,7.125126,92,339,232,6.28132266666667,26.9689,26.9689,0.260336397450978
"STK31","Stk31",0.051214,0.01379,0.064691,1,1,1,0.0432316666666667,1.12025,1.12025,0.492032386117989
"STK32A","Stk32a",17.727167,7.71247,9.555149,186,596,410,11.6649286666667,3.96235,3.96235,2.55220382815937
"STK32B","Stk32b",0.648505,1.022732,1.00462,15,90,50,0.891952333333333,16.07761,16.07761,0.110785545127997
"STK32C","Stk32c",8.199747,10.270546,7.992441,107,479,211,8.82091133333333,57.73419,57.73419,0.16720944535599
"STK33","Stk33",0.713792,0.519272,0.619883,4,15,12,0.617649,4.2113,4.2113,0.310411797440178
"STK35","Stk35",6.404568,7.206293,8.198029,193,848,522,7.26963,7.55129,7.55129,0.967062279492334
"STK36","Stk36",4.386197,2.590748,1.755176,32,129,73,2.910707,20.86978,20.86978,0.178817848190517
"STK38","Stk38",28.510163,22.919011,22.132419,205,876,419,24.520531,5.24856,5.24856,4.08422596566249
"STK38L","Stk38l",9.563311,8.066957,8.157169,202,763,460,8.59581233333333,13.77488,13.77488,0.649468038544701
"STK39","Stk39",28.959269,45.140728,49.928096,634,2420,1428,41.3426976666667,121.13185,121.13185,0.346696604257339
"STK4","Stk4",14.034277,9.708215,13.033833,285,805,530,12.258775,9.58433,9.58433,1.25267966890677
"STK40","Stk40",15.695218,10.557526,14.54496,227,752,478,13.5992346666667,14.43873,14.43873,0.945624067955503
"STMN1","Stmn1",194.087405,189.767154,196.941301,1020,4079,2332,193.59862,666.62971,666.62971,0.291476872711372
"STMN2","Stmn2",510.386183,524.213138,574.539121,2574,9228,5588,536.379480666667,179.46766,179.46766,2.97770515042233
"STMN3","Stmn3",274.342355,257.990277,267.431243,1780,6341,3705,266.587958333333,212.28673,212.28673,1.2545926243669
"STMN4","Stmn4",113.761262,122.866685,116.776562,587,2382,1326,117.801503,207.86798,207.86798,0.568787532679734
"STOM","Stom",5.013744,6.702127,7.794858,82,344,243,6.50357633333333,38.10913,38.10913,0.191862522468113
"STOML1","Stoml1",28.385533,28.732435,31.948665,201,849,493,29.6888776666667,28.58703,28.58703,1.03724090139046
"STOML2","Stoml2",44.460815,53.952418,55.566287,155,752,414,51.3265066666667,54.89208,54.89208,0.936206107675124
"STOML3","Stoml3",0.272494,0.457998,0.634054,3,19,15,0.454848666666667,0,0,1.45484866666667
"STON1","Ston1",2.123164,7.002001,6.622621,21,104,70,5.249262,2.34422,2.34422,1.86867550579806
"STON2","Ston2",2.461811,4.458517,5.066692,171,724,449,3.99567333333333,10.76681,10.76681,0.424556301438821
"STOX1","Stox1",1.27095,0.337077,0.25701,9,29,10,0.621679,7.26086,7.26086,0.19630873783117
"STOX2","Stox2",12.447106,11.83707,12.469844,763,3017,1798,12.25134,15.14407,15.14407,0.820817798733529
"STPG1","Stpg1",0,0.235943,0.417613,0,11,4,0.217852,11.07799,11.07799,0.100832340480494
"STPG2","Stpg2",0.076072,0.061299,0.072129,1,3,2,0.0698333333333333,0.76758,0.76758,0.605253133285811
"STRA6","Stra6",1.063055,2.421819,2.141296,20,126,76,1.87539,1.01652,1.01652,1.42591692618967
"STRA8","Stra8",0,0,0,0,0,0,0,0.29043,0.29043,0.774935486620739
"STRADA","Strada",7.735176,9.703599,10.91591,98,462,290,9.45156166666667,43.91782,43.91782,0.232681854699686
"STRADB","Stradb",15.041553,16.297643,12.986435,142,540,262,14.7752103333333,32.21746,32.21746,0.474907182347276
"STRAP","Strap",94.057087,83.802856,87.632167,654,2566,1580,88.49737,87.75265,87.75265,1.00839096072061
"STRBP","Strbp",20.618338,21.378997,23.651192,744,3667,2012,21.8828423333333,8.98272,8.98272,2.29224523309612
"STRC","Strc",0.225366,0.152208,0.140048,9,19,10,0.172540666666667,3.44372,3.44372,0.26386465993957
"STRN","Strn",10.15296,13.157731,13.797173,536,2465,1345,12.369288,12.1775,12.1775,1.01455420223866
"STRN3","Strn3",31.046874,30.44874,36.106742,554,1999,1338,32.5341186666667,11.88706,11.88706,2.60215430568855
"STRN4","Strn4",70.652577,97.019181,99.396663,381,1861,1105,89.022807,50.95048,50.95048,1.73285804096517
"STT3A","Stt3a",20.220266,35.187677,47.009448,291,1028,660,34.1391303333333,43.04651,43.04651,0.797773315827595
"STT3B","Stt3b",17.999976,16.005151,16.485314,501,1634,957,16.830147,23.40071,23.40071,0.730722466682322
"STUB1","Stub1",64.185658,60.623437,67.632927,542,1888,1179,64.1473406666667,127.83259,127.83259,0.505674384615466
"STX11","Stx11",0.072773,0.194475,0.069003,2,10,4,0.112083666666667,0.91279,0.91279,0.581393496759533
"STX12","Stx12",46.913162,38.240267,41.952393,834,2672,1598,42.3686073333333,46.78067,46.78067,0.907660092111168
"STX16","Stx16",51.647419,54.917739,66.004972,404,1760,951,57.5233766666667,80.47105,80.47105,0.718333403910551
"STX17","Stx17",8.306162,5.53205,5.21515,167,645,368,6.35112066666667,14.35575,14.35575,0.47872104369156
"STX18","Stx18",20.272364,18.971255,24.399325,145,453,309,21.2143146666667,47.67272,47.67272,0.456401751672532
"STX19","Stx19",0.054109,0.134207,0,1,9,0,0.062772,0,0,1.062772
"STX1A","Stx1a",6.641446,3.985851,4.208061,47,149,75,4.94511933333333,70.47181,70.47181,0.0831813176878175
"STX1B","Stx1b",109.987278,124.941148,126.737938,2752,12877,7491,120.555454666667,77.25553,77.25553,1.55331456660848
"STX2","Stx2",8.07763,6.779987,10.936714,39,215,126,8.59811033333333,10.76681,10.76681,0.815693491552369
"STX3","Stx3",20.795094,68.548198,68.700174,173,720,435,52.6811553333333,7.84173,7.84173,6.07134071424182
"STX6","Stx6",21.585262,21.718403,19.32467,262,1048,588,20.8761116666667,13.5052,13.5052,1.50815650019763
"STX7","Stx7",66.575452,66.186274,67.723275,642,2200,1302,66.8283336666667,39.02192,39.02192,1.69477960244453
"STX8","Stx8",26.282316,22.867219,27.574681,120,416,272,25.5747386666667,596.13716,596.13716,0.044503575471114
"STXBP1","Stxbp1",264.031971,234.383211,231.397575,5711,21913,12252,243.270919,102.77225,102.77225,2.35391368116235
"STXBP2","Stxbp2",57.248638,79.463634,59.284626,70,368,196,65.3322993333333,6.61775,6.61775,8.70759730016518
"STXBP3","Stxbp3",13.353988,12.983858,13.607925,200,695,378,13.315257,42.85981,42.85981,0.326386662413722
"STXBP4","Stxbp4",3.384872,3.644316,4.534901,128,504,306,3.85469633333333,2.07453,2.07453,1.57900437898909
"STXBP5","Stxbp5",53.073027,86.197111,59.216328,563,2329,1400,66.1621553333333,2.8836,2.8836,17.2937880660555
"STXBP5L","Stxbp5l",13.462529,13.238183,15.74497,331,1286,855,14.1485606666667,8.33961,8.33961,1.62196929707629
"STXBP6","Stxbp6",20.682486,20.692913,16.287468,192,861,456,19.2209556666667,62.92052,62.92052,0.31634529360316
"STYK1","Styk1",1.218178,1.409803,0.731062,4,24,12,1.119681,3.13254,3.13254,0.512924496798579
"STYX","Styx",7.216045,9.187096,7.682885,123,417,267,8.02867533333333,6.34806,6.34806,1.22871551584137
"SUB1","Sub1",109.572424,77.72777,85.481817,550,1799,1122,90.927337,136.00624,136.00624,0.670971898798186
"SUCLA2","Sucla2",102.703388,88.125968,86.322965,1021,3760,2155,92.384107,33.64889,33.64889,2.69515436136627
"SUCLG1","Suclg1",118.559474,104.941242,105.238435,618,2092,1244,109.579717,58.89593,58.89593,1.84619751291949
"SUCLG2","Suclg2",19.97514,22.758225,21.744105,152,587,325,21.49249,32.59088,32.59088,0.669601094106496
"SUCNR1","Sucnr1",0,0.085744,0,0,3,0,0.0285813333333333,0.37342,0.37342,0.748919728366657
"SUCO","Suco",58.567556,74.618322,77.444718,325,1140,733,70.2101986666667,6.05763,6.05763,10.089817497753
"SUDS3","Suds3",490.325077,334.79087,515.455647,472,1837,1115,446.857198,11.36843,11.36843,36.2097047078732
"SUFU","Sufu",4.44046,11.781681,10.184281,100,414,240,8.80214066666667,5.74645,5.74645,1.45293312285227
"SUGP1","Sugp1",10.866754,11.328515,13.321735,190,754,501,11.8390013333333,72.11069,72.11069,0.175610452224337
"SUGP2","Sugp2",24.002989,24.823328,22.55089,404,1777,1044,23.7924023333333,43.02577,43.02577,0.563133872123834
"SUGT1","Sugt1",58.659182,54.824241,55.318463,670,2610,1443,56.2672953333333,20.39264,20.39264,2.67696251296396
"SULF1","Sulf1",11.293749,9.823644,9.819864,219,805,544,10.312419,8.58856,8.58856,1.17978288710714
"SULF2","Sulf2",15.17371,21.052352,13.744905,334,1417,725,16.656989,127.08575,127.08575,0.137852875905399
"SULT1A1","Sult1a1",4.578102,4.341888,3.391238,36,118,46,4.10374266666667,24.0853,24.0853,0.203455516444558
"SULT1B1","Sult1b1",0,0,0,0,0,0,0,0,0,1
"SULT1C2","Sult1c2",0,0.046388,0.122839,0,2,3,0.056409,0.33192,0.33192,0.793147486335516
"SULT1C4","Sult1c1",0.106371,0,0,1,0,0,0.035457,5.539,5.539,0.158350971096498
"SULT1D1P","Sult1d1",0,0,0,0,0,0,0,0,0,1
"SULT1E1","Sult1e1",0,0,0,0,0,0,0,0.29043,0.29043,0.774935486620739
"SULT2A1","Sult2a2",0,0,0,0,0,0,0,0,0,1
"SULT2B1","Sult2b1",1.652081,3.091487,6.149501,10,61,56,3.631023,1.88782,1.88782,1.60363976979175
"SULT4A1","Sult4a1",99.421289,109.819873,105.137532,1497,6278,3398,104.792898,109.4315,109.4315,0.957995662469495
"SULT6B1","Sult6b1",0,0.14351,0.253435,0,2,3,0.132315,0,0,1.132315
"SUMF1","Sumf1",9.565088,11.013204,10.21118,138,499,320,10.2631573333333,18.06916,18.06916,0.590647796407043
"SUMF2","Sumf2",11.570766,13.135058,11.763304,39,201,118,12.156376,86.48719,86.48719,0.150380598576774
"SUMO1","Sumo1",55.371064,70.866536,68.468743,299,1366,768,64.9021143333333,49.45681,49.45681,1.30610940987616
"SUMO2","Sumo2",111.349427,104.173052,117.518826,534,1815,1165,111.013768333333,200.08849,200.08849,0.557037194586987
"SUMO3","Sumo3",161.622641,117.656844,139.054201,585,1894,1221,139.444562,55.28624,55.28624,2.49518464903678
"SUN1","Sun1",18.712625,23.249185,24.451968,284,1183,749,22.137926,57.87941,57.87941,0.39297143092976
"SUN2","Sun2",175.099346,132.969617,145.593483,375,1614,892,151.220815333333,211.64363,211.64363,0.715849401805892
"SUN3","Sun3",0,0.080289,0.070832,0,2,1,0.0503736666666667,0,0,1.05037366666667
"SUN5","Sun5",0,0,0,0,0,0,0,0,0,1
"SUOX","Suox",5.05455,5.308862,6.266093,82,328,219,5.54316833333333,22.1145,22.1145,0.283076351784955
"SUPT7L","Supt7l",5.749523,5.974767,6.741294,92,376,225,6.15519466666667,23.25549,23.25549,0.294992789948447
"SUPV3L1","Supv3l1",9.572681,12.040439,10.702824,138,476,275,10.7719813333333,17.675,17.675,0.630360446229362
"SURF1","Surf1",90.204684,100.986797,86.373993,233,890,541,92.5218246666667,66.59244,66.59244,1.3836136802676
"SURF2","Surf2",19.365936,25.827437,21.0993,90,394,207,22.0975576666667,49.27011,49.27011,0.459469009848331
"SURF4","Surf4",34.036168,30.686151,30.669512,332,1264,823,31.797277,29.1679,29.1679,1.08715810513824
"SURF6","Surf6",9.107953,10.250469,8.951002,120,445,250,9.43647466666667,30.05995,30.05995,0.336010671835166
"SUSD2","Susd2",5.187909,6.157253,5.855499,91,491,262,5.73355366666667,1.07876,1.07876,3.23921648803453
"SUSD3","Susd3",2.023983,0.27289,0.174013,2,8,3,0.823628666666667,6.8667,6.8667,0.231816221117707
"SUSD4","Susd4",26.265979,29.542037,28.352808,481,2168,1156,28.053608,61.80027,61.80027,0.462635081027518
"SUV39H1","Suv39h1",4.605581,6.140476,7.128716,85,408,262,5.95825766666667,4.58471,4.58471,1.24594789463852
"SUV39H2","Suv39h2",1.476112,1.498886,1.794961,27,91,60,1.58998633333333,0.95428,0.95428,1.32528927959828
"SUZ12","Suz12",28.851395,23.775642,21.768541,413,1318,856,24.798526,9.19017,9.19017,2.53170712559261
"SV2A","Sv2a",165.682525,182.491476,187.402584,2842,11610,6456,178.525528333333,63.56362,63.56362,2.78059886253796
"SV2B","Sv2b",47.436108,60.4027,66.073846,1324,5166,3443,57.9708846666667,18.31811,18.31811,3.05262184896279
"SV2C","Sv2c",15.204718,22.809333,22.688546,968,5465,3095,20.234199,0.33192,0.33192,15.9425483512523
"SVEP1","Svep1",2.172622,2.574271,2.900641,164,762,484,2.549178,3.13254,3.13254,0.858836938057466
"SVIL","Svil",3.403269,4.179039,6.074684,94,419,283,4.55233066666667,18.62929,18.62929,0.282859475134692
"SVIP","Svip",29.922815,23.991434,24.782115,482,1742,1024,26.2321213333333,53.4814,53.4814,0.49984253953337
"SVOP","Svop",25.721663,28.800641,28.416885,480,2206,1264,27.6463963333333,478.30381,478.30381,0.0597666777014214
"SVOPL","Svopl",0,0.051774,0.258949,0,3,4,0.103574333333333,0.56012,0.56012,0.707365031749695
"SWAP70","Swap70",1.882177,1.811541,1.706122,51,179,98,1.79994666666667,12.38495,12.38495,0.209186187969822
"SWI5","Swi5",134.667352,153.623631,157.319189,326,1366,795,148.536724,39.47832,39.47832,3.69424234997895
"SWSAP1","Swsap1",4.780839,5.441801,5.923303,55,237,146,5.381981,1.20323,1.20323,2.89664764913332
"SWT1","Swt1",14.94282,14.64533,14.518606,69,271,163,14.702252,2.34422,2.34422,4.6953406175431
"SYAP1","Syap1",15.941795,14.285758,16.909999,184,628,408,15.7125173333333,11.99079,11.99079,1.28648968487162
"SYBU","Sybu",26.017406,29.382762,33.02107,459,1909,1227,29.473746,15.66271,15.66271,1.82885893111025
"SYCE1","Syce1",0,0.030229,0.160198,0,1,3,0.0634756666666667,7.17788,7.17788,0.130042953267432
"SYCE1L","Syce1l",0.298925,0.077892,0.137891,1,1,1,0.171569333333333,14.6047,14.6047,0.0750779786431866
"SYCE2","Syce2",1.281508,2.328647,2.10256,6,40,29,1.90423833333333,9.937,9.937,0.265542500990522
"SYCE3","Syce3",0,0,0,0,0,0,0,3.50596,3.50596,0.221928290530764
"SYCN","Sycn",0,0,0,0,0,0,0,0,0,1
"SYCP1","Sycp1",4.32573,4.453055,4.965772,65,202,154,4.581519,1.24472,1.24472,2.48651012152963
"SYCP2","Sycp2",0.233081,0.396089,0.231504,4,42,19,0.286891333333333,1.82559,1.82559,0.455441636378007
"SYCP2L","Sycp2l",0.05828,0.088704,0.156681,1,1,4,0.101221666666667,4.25279,4.25279,0.209645096542345
"SYCP3","Sycp3",0.831051,0.944183,1.432554,5,18,18,1.06926266666667,8.00769,8.00769,0.229721789567211
"SYDE1","Syde1",4.782746,5.847287,5.283978,107,493,251,5.30467033333333,4.66769,4.66769,1.11238799816739
"SYF2","Syf2",28.990182,27.261305,29.144256,231,809,495,28.4652476666667,29.37536,29.37536,0.970037809154086
"SYK","Syk",0.171175,0.284183,0.363295,6,32,23,0.272884333333333,2.40646,2.40646,0.373667776323025
"SYMPK","Sympk",21.403036,32.9607,32.229538,625,2634,1509,28.8644246666667,30.64082,30.64082,0.943857481148297
"SYN1","Syn1",64.94118,79.276576,80.157983,1375,5982,3446,74.791913,73.50062,73.50062,1.01733264770146
"SYN2","Syn2",73.732649,78.366332,84.250785,1542,6081,3706,78.7832553333333,58.12835,58.12835,1.3493232152315
"SYN3","Syn3",3.566278,7.19799,8.850907,55,344,220,6.53839166666667,6.65924,6.65924,0.984221889726222
"SYNC","Sync",0.530061,0.370076,0.366484,8,19,11,0.422207,33.8356,33.8356,0.0408262524543857
"SYNCRIP","Syncrip",41.248633,33.103137,35.773535,693,2514,1551,36.708435,19.14792,19.14792,1.87157954766547
"SYNDIG1","Syndig1",46.188749,32.894144,34.898152,385,1325,889,37.9936816666667,79.59975,79.59975,0.483794077111488
"SYNDIG1L","Syndig1l",8.397195,8.879634,10.11065,118,477,320,9.12915966666667,5.55974,5.55974,1.54414041816698
"SYNE1","Syne1",30.02206,54.970994,54.827442,2508,13630,9286,46.606832,43.87633,43.87633,1.06084503790751
"SYNE2","Syne2",15.333582,12.983363,14.963359,272,1088,739,14.426768,17.48829,17.48829,0.834407508752838
"SYNE3","Syne3",0.569195,0.799754,0.612819,20,99,45,0.660589333333333,5.62198,5.62198,0.250769306662559
"SYNE4","Syne4",6.794634,15.868323,6.597848,19,121,44,9.75360166666667,2.51018,2.51018,3.06354707355938
"SYNGAP1","Syngap1",10.941867,25.087447,21.642989,216,1181,665,19.224101,28.89821,28.89821,0.676431833210082
"SYNGR1","Syngr1",89.695612,99.78199,104.133263,2221,10161,6107,97.8702883333333,92.60705,92.60705,1.05622694373269
"SYNGR2","Syngr2",23.770253,18.172551,16.511806,62,222,107,19.48487,127.5629,127.5629,0.159337336043291
"SYNGR3","Syngr3",32.823017,39.317637,36.834668,402,1830,967,36.3251073333333,59.08264,59.08264,0.621229482148809
"SYNGR4","Syngr4",0,0,0.089334,0,0,1,0.029778,0.58087,0.58087,0.651399545819707
"SYNJ1","Synj1",71.990079,98.41503,84.340587,1877,7853,4385,84.915232,34.60317,34.60317,2.41313433607176
"SYNJ2","Synj2",15.31027,13.143532,13.550531,299,1244,736,14.0014443333333,71.21864,71.21864,0.207722609195262
"SYNJ2BP","Synj2bp",10.142898,11.515129,11.55714,232,972,607,11.0717223333333,7.0949,7.0949,1.49127504148703
"SYNM","Synm",7.554672,8.707215,7.098886,263,1200,626,7.78692433333333,32.46641,32.46641,0.262559513653641
"SYNPO","Synpo",2.491381,4.006274,4.184518,74,382,214,3.56072433333333,91.11339,91.11339,0.0495120669571854
"SYNPO2","Synpo2",1.708775,1.702598,1.673397,52,178,140,1.69492333333333,8.92048,8.92048,0.271652514125661
"SYNPO2L","Synpo2l",0.039809,0.070211,0.077859,1,8,5,0.0626263333333333,0.93354,0.93354,0.549575562612272
"SYNPR","Synpr",28.757898,31.205973,37.698908,277,1030,714,32.5542596666667,139.94784,139.94784,0.23806153869876
"SYNRG","Synrg",14.506927,15.233361,15.714821,525,2137,1255,15.151703,50.09992,50.09992,0.316080788384796
"SYP","Syp",387.214681,409.984634,441.704618,4416,17032,10055,412.967977666667,339.16503,339.16503,1.21696218352212
"SYPL2","Sypl2",0.439985,0.953756,0.871754,12,55,38,0.755165,1.5559,1.5559,0.686711138933448
"SYS1","Sys1",13.415841,22.005443,19.940938,131,547,341,18.454074,32.48715,32.48715,0.580941465606957
"SYT1","Syt1",103.343316,93.17844,105.745546,2806,9714,6256,100.755767333333,532.78099,532.78099,0.19063205554273
"SYT10","Syt10",3.238175,2.565461,2.898754,37,111,71,2.90079666666667,0,0,3.90079666666667
