"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"ADAMTS13","Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,7.07415,7.07415,0.256377492780458
"ADAMTS15","Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,0.43565,0.43565,1.36559421400295
"ADAMTS16","Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,0.41491,0.41491,1.0126599336118
"ADAMTS18","Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,6.4103,6.4103,0.210917146854153
"ADAMTS19","Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,1.74261,1.74261,0.412958216200383
"ADAMTS2","Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,4.02459,4.02459,0.581094510530544
"ADAMTS20","Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0.06224,0.06224,2.53841316463323
"ADAMTS4","Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,36.36652,36.36652,0.140671595856398
"ADAMTS5","Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,0.12447,0.12447,1.08470509069458
"ADAMTS7","Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,5.06186,5.06186,0.198152052340371
"ADAMTS8","Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,6.43105,6.43105,0.214223786230299
"ADAMTSL1","Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,7.07415,7.07415,0.272601904431633
"ADAMTSL2","Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,11.47216,11.47216,0.589000622185732
"ADAMTSL4","Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,1.95006,1.95006,3.37575111466659
"ADAP2","Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,7.26086,7.26086,0.374916009551871
"ADAR","Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,64.9743,64.9743,0.548902850554433
"ADARB1","Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,10.43489,10.43489,2.86523004010824
"ADARB2","Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,33.98081,33.98081,0.156085474674067
"ADAT1","Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,20.76605,20.76605,0.129057239753347
"ADAT2","Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,3.09105,3.09105,0.809351063093012
"ADAT3","Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,8.67154,8.67154,0.1581735345836
"ADCK1","Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,25.14331,25.14331,0.438863581798428
"ADCK2","Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,15.91165,15.91165,1.04996888732521
"ADCK5","Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,7.48906,7.48906,3.72966649625125
"ADCY1","Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,17.79947,17.79947,3.10922807930224
"ADCY10","Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.6431,0.6431,0.770874363499888
"ADCY2","Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,248.83996,248.83996,0.127617615692862
"ADCY3","Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,59.08264,59.08264,0.302424161122081
"ADCY4","Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,10.14446,10.14446,0.565156648834189
"ADCY5","Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,63.0035,63.0035,0.962033498168069
"ADCY6","Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,16.90743,16.90743,1.59380592301631
"ADCY7","Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,3.21552,3.21552,0.522444759681684
"ADCY8","Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,7.01191,7.01191,0.388116982508956
"ADCY9","Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,14.23128,14.23128,0.790591182531387
"ADCYAP1","Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,2.96658,2.96658,4.69531014963352
"ADCYAP1R1","Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,22.09375,22.09375,1.16314907713126
"ADD1","Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,255.33325,255.33325,0.908987487967324
"ADD2","Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,36.0346,36.0346,1.05395901850342
"ADD3","Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,920.53153,920.53153,0.0277480019231319
"ADGB","Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,1.05801,1.05801,0.555546377325669
"ADH1C","Adh1",0.127069,0.157279,0.242605,2,2,6,0.175651,0.14522,0.14522,1.02657218700337
"ADH4","Adh4",0,0,0,0,0,0,0,0,0,1
"ADH5","Adh5",30.301446,31.296501,23.793151,398,403,695,28.4636993333333,34.64466,34.64466,0.826595044905277
"ADH7","Adh7",0,0.021821,0.011208,0,1,1,0.0110096666666667,0.10373,0.10373,0.915993645788976
"ADHFE1","Adhfe1",11.877068,8.563031,7.467635,154,168,274,9.302578,16.92817,16.92817,0.574658651719612
"ADI1","Adi1",16.541982,14.233993,14.358997,258,256,449,15.0449906666667,28.64927,28.64927,0.54115972051476
"ADIG","Adig",0,0,0,0,0,0,0,0,0,1
"ADIPOQ","Adipoq",0,0.065222,0,0,1,0,0.0217406666666667,0.6431,0.6431,0.621837177692573
"ADIPOR1","Adipor1",16.358458,17.226754,15.113167,686,718,1234,16.232793,39.66503,39.66503,0.423774260095222
"ADIPOR2","Adipor2",17.97067,12.038416,14.485406,955,672,1555,14.8314973333333,167.16569,167.16569,0.0941422553752393
"ADK","Adk",40.745647,46.482709,41.440945,480,502,869,42.889767,171.68817,171.68817,0.254156188000602
"ADM","Adm",0.938939,0.71616,1.104422,16,12,22,0.919840333333333,26.78219,26.78219,0.069103275635698
"ADM2","Adm2",0,0,0,0,0,0,0,0.4564,0.4564,0.68662455369404
"ADNP","Adnp",20.968264,15.299125,13.544238,1347,965,1349,16.6038756666667,12.46793,12.46793,1.30709586897665
"ADNP2","Adnp2",4.250314,4.84775,3.968298,302,337,537,4.355454,5.24856,5.24856,0.857070108953103
"ADO","Ado",11.327023,13.063599,10.136207,663,779,1204,11.508943,13.62967,13.62967,0.855039313942146
"ADORA1","Adora1",35.862294,39.998988,31.524166,2327,2411,3838,35.7951493333333,60.86673,60.86673,0.594748572186268
"ADORA2A","Adora2a",29.881172,32.896398,31.273367,539,869,1294,31.3503123333333,8.33961,8.33961,3.46377550383082
"ADORA2B","Adora2b",0.972689,0.94328,1.402977,23,22,64,1.10631533333333,4.4395,4.4395,0.387225909244109
"ADORA3","Adora3",0.221095,0.862153,0.543653,7,15,27,0.542300333333333,27.25933,27.25933,0.0545766772720137
"ADPGK","Adpgk",4.372676,4.667824,4.383292,154,172,327,4.47459733333333,24.9981,24.9981,0.21057682420382
"ADPRH","Adprh",20.460839,29.436998,22.276133,594,694,1163,24.05799,1.41068,1.41068,10.3945733154131
"ADPRHL1","Adprhl1",0.026911,0.013711,0.086119,2,1,6,0.042247,3.73416,3.73416,0.22015457863697
"ADPRM","Adprm",9.537624,11.449098,10.716602,100,106,198,10.5677746666667,2.6554,2.6554,3.16457150152286
"ADRA1A","Adra1a",2.927121,2.923332,2.813915,168,153,310,2.88812266666667,5.78794,5.78794,0.572798620298156
"ADRA1B","Adra1b",5.501385,6.354655,5.447414,154,182,313,5.767818,3.63043,3.63043,1.46159600728226
"ADRA1D","Adra1d",6.88608,5.796355,5.714702,132,122,247,6.132379,1.24472,1.24472,3.17740252681849
"ADRA2A","Adra2a",3.541914,3.450572,3.619188,152,162,338,3.53722466666667,0.95428,0.95428,2.32168607705481
"ADRA2B","Adra2b",0.387645,0.353287,0.286327,21,19,30,0.342419666666667,3.56819,3.56819,0.293862485287754
"ADRA2C","Adra2c",5.26442,6.706082,5.477276,158,229,397,5.815926,5.12409,5.12409,1.11296960038144
"ADRB1","Adrb1",6.113933,7.118309,6.526915,160,235,373,6.58638566666667,1.80484,1.80484,2.7047481020902
"ADRB2","Adrb2",0.786558,0.759934,0.757129,22,21,41,0.767873666666667,3.27776,3.27776,0.413270886320567
"ADRB3","Adrb3",0.31446,0.259353,0.491523,11,9,24,0.355112,0,0,1.355112
"ADRM1","Adrm1",26.105802,25.544039,26.023859,423,463,845,25.8912333333333,65.53443,65.53443,0.404170191783913
"ADSL","Adsl",17.436064,24.448458,16.665253,166,203,417,19.5165916666667,21.13947,21.13947,0.926697507513354
"ADTRP","Adtrp",0.254661,0,0,2,0,0,0.084887,3.58894,3.58894,0.236413420092658
"AEBP1","Aebp1",3.786127,4.96105,4.815202,153,198,443,4.520793,62.75456,62.75456,0.0865944804575547
"AEBP2","Aebp2",22.756323,19.767092,22.090415,828,769,1447,21.5379433333333,10.93278,10.93278,1.88874204781563
"AEN","Aen",24.413214,17.565064,17.651239,216,252,408,19.8765056666667,6.90819,6.90819,2.63985888890715
"AFAP1","Afap1",2.393401,3.422973,4.55253,220,206,456,3.45630133333333,4.39801,4.39801,0.825545216354422
"AFAP1L1","Afap1l1",6.794219,6.48644,5.871648,291,284,501,6.38410233333333,3.50596,3.50596,1.63874120794089
"AFAP1L2","Afap1l2",2.520357,2.849148,2.427505,104,96,208,2.59900333333333,27.57051,27.57051,0.125969166575372
"AFF1","Aff1",2.299451,2.20895,2.638307,275,260,593,2.382236,10.31042,10.31042,0.299037171033436
"AFF2","Aff2",2.082206,2.508984,1.968925,109,122,218,2.186705,3.38149,3.38149,0.727310800663701
"AFF3","Aff3",7.45718,7.792619,7.313308,569,635,1142,7.52103566666667,21.22245,21.22245,0.383442674712584
"AFF4","Aff4",42.512612,49.443813,41.37965,3026,3070,5446,44.4453583333333,7.5098,7.5098,5.34035562919614
"AFG3L1P","Afg3l1",7.024649,8.776087,12.43991,252,226,498,9.41354866666667,32.65311,32.65311,0.309437929114625
"AFG3L2","Afg3l2",19.610099,20.580652,19.349601,829,862,1602,19.846784,18.79525,18.79525,1.05312052133719
"AFM","Afm",0,0,0.039541,0,0,2,0.0131803333333333,0,0,1.01318033333333
"AFMID","Afmid",1.20278,1.043133,2.758787,14,11,33,1.66823333333333,196.87297,196.87297,0.0134845771675299
"AFP","Afp",0,0,0,0,0,0,0,0.4564,0.4564,0.68662455369404
"AFTPH","Aftph",71.182837,72.36101,64.610325,1169,1187,2119,69.384724,12.42644,12.42644,5.2422476844197
"AGA","Aga",3.401045,3.098589,3.457643,50,43,95,3.31909233333333,12.8206,12.8206,0.31251120308332
"AGAP1","Agap1",16.89842,22.480385,18.997449,1499,1628,2949,19.4587513333333,327.56841,327.56841,0.0622663369656667
"AGAP2","Agap2",148.754883,141.447654,145.784861,8737,9170,19013,145.329132666667,112.35659,112.35659,1.29087451083935
"AGAP3","Agap3",123.648467,142.845335,134.770877,1690,1956,3708,133.754893,335.1197,335.1197,0.400913403766575
"AGBL1","Agbl1",0.149239,0.130584,0.045441,7,6,4,0.108421333333333,0.20745,0.20745,0.917985285795133
"AGBL2","Agbl2",0.720312,0.408376,0.659235,25,19,40,0.595974333333333,2.05379,2.05379,0.522620852558078
"AGBL3","Agbl3",4.599685,6.341742,6.050667,68,76,132,5.66403133333333,3.69266,3.69266,1.42009677524759
"AGBL4","Agbl4",5.045594,3.661603,6.043323,125,123,239,4.91684,18.65003,18.65003,0.301110990670243
"AGBL5","Agbl5",6.385497,6.330723,6.640116,119,121,266,6.452112,12.21899,12.21899,0.563742918331885
"AGER","Ager",0.138287,0.311383,0.144309,2,5,5,0.197993,14.72917,14.72917,0.0761637772368154
"AGFG1","Agfg1",16.440259,15.78028,17.202923,1309,1244,2551,16.4744873333333,23.04804,23.04804,0.726649129547911
"AGFG2","Agfg2",20.351582,22.925077,20.422026,333,399,734,21.232895,32.54939,32.54939,0.662691482617121
"AGGF1","Aggf1",16.883596,14.78473,15.032847,703,612,1226,15.5670576666667,7.75875,7.75875,1.8914865325151
"AGK","Agk",13.066571,13.184347,13.536224,374,384,661,13.2623806666667,17.42606,17.42606,0.77403311758817
"AGMAT","Agmat",0.483801,0.713231,0.362629,8,12,12,0.519887,2.6554,2.6554,0.41579225255786
"AGMO","Agmo",2.562905,2.493074,3.921171,72,76,166,2.99238333333333,6.34806,6.34806,0.543324814077911
"AGPAT1","Agpat1",40.892057,42.60137,42.601792,996,984,1847,42.0317396666667,67.15256,67.15256,0.631403129488704
"AGPAT2","Agpat2",0.195043,0.732356,0.786113,3,11,16,0.571170666666667,9.50135,9.50135,0.149616065236057
"AGPAT3","Agpat3",53.886857,54.238058,53.88657,2874,3009,5422,54.0038283333333,170.07003,170.07003,0.321528138700469
"AGPAT4","Agpat4",30.084233,29.038451,24.686814,340,367,651,27.9364993333333,189.84031,189.84031,0.151626767601317
"AGPAT5","Agpat5",12.589569,13.436129,12.187822,677,692,1264,12.73784,14.35575,14.35575,0.894638164856813
"AGPS","Agps",18.770232,12.079461,13.396216,571,562,1050,14.7486363333333,6.03688,6.03688,2.23801405357677
"AGR2","Agr2",0,0,0.066134,0,0,1,0.0220446666666667,0,0,1.02204466666667
"AGR3","Agr3",0,0,0,0,0,0,0,0,0,1
"AGRN","Agrn",25.093171,25.072062,28.711339,1861,1731,3722,26.2921906666667,105.36542,105.36542,0.256588942784851
"AGRP","Agrp",0.792249,0.649438,0.833049,5,4,10,0.758245333333333,1.63888,1.63888,0.666284686432628
"AGT","Agt",3.785009,5.214297,2.980628,92,125,139,3.99331133333333,94.05922,94.05922,0.0525284273669964
"AGTPBP1","Agtpbp1",241.133259,270.023076,238.937433,2380,2489,4513,250.031256,25.95238,25.95238,9.3138808520806
"AGTR1","Agtr1a",0.207476,0.366333,0.360875,6,9,11,0.311561333333333,0.82981,0.82981,0.71677460137027
"AGTR2","Agtr2",1.035467,0.137378,0.539468,10,6,12,0.570771,0,0,1.570771
"AGTRAP","Agtrap",2.889104,1.570837,4.124947,87,86,171,2.86162933333333,19.60432,19.60432,0.187418431345142
"AGXT","Agxt",0,0,0,0,0,0,0,0,0,1
"AGXT2","Agxt2",0,0,0,0,0,0,0,0,0,1
"AHCTF1","Ahctf1",21.537011,23.081081,25.291576,846,803,1749,23.3032226666667,8.02843,8.02843,2.69185480384371
"AHCY","Ahcy",15.69124,10.418555,12.306346,203,185,394,12.8053803333333,42.38266,42.38266,0.318223463783303
"AHCYL1","Ahcyl1",132.769139,120.502065,130.501118,4446,4484,8331,127.924107333333,98.29127,98.29127,1.29844353217895
"AHCYL2","Ahcyl2",191.358417,239.94316,206.761829,1697,1737,3368,212.687802,18.52556,18.52556,10.9440037571266
"AHDC1","Ahdc1",16.558571,13.40259,13.520211,606,617,1172,14.4937906666667,13.23551,13.23551,1.08839027661578
"AHI1","Ahi1",47.786349,44.856697,51.370402,2374,2119,4476,48.0044826666667,65.63815,65.63815,0.735381799564764
"AHR","Ahr",1.736652,1.579471,1.877405,104,118,225,1.731176,7.11564,7.11564,0.336532423813772
"AHRR","Ahrr",3.933703,0.999051,0.938568,18,16,16,1.95710733333333,6.30657,6.30657,0.404718949292669
"AHSA1","Ahsa1",65.86239,58.658672,54.093532,958,799,1449,59.538198,253.21722,253.21722,0.238135709296168
"AHSG","Ahsg",0,0,0,0,0,0,0,0.16596,0.16596,0.857662355483893
"AICDA","Aicda",0,0,0,0,0,0,0,0.35267,0.35267,0.739278611930478
"AIDA","Aida",30.041199,31.32997,26.487796,541,532,955,29.2863216666667,37.54901,37.54901,0.78565757373968
"AIF1","Aif1",6.200755,5.493265,9.587987,32,29,82,7.09400233333333,28.13064,28.13064,0.27785185403868
"AIF1L","Aif1l",21.84435,24.453708,23.236528,78,83,164,23.1781953333333,337.42243,337.42243,0.0714438322936613
"AIFM1","Aifm1",9.689708,9.016589,9.313852,240,235,424,9.34004966666667,23.73263,23.73263,0.418073195881985
"AIFM2","Aifm2",4.27655,1.787375,2.582051,74,56,124,2.881992,4.93738,4.93738,0.653822393042049
"AIFM3","Aifm3",35.085297,28.378836,39.941082,680,630,1592,34.468405,82.79452,82.79452,0.423278336101215
"AIG1","Aig1",17.399743,22.920169,17.862367,306,332,542,19.394093,439.07443,439.07443,0.0463423721300963
"AIM2","Aim2",4.329673,5.380162,4.64459,51,42,91,4.78480833333333,1.5559,1.5559,2.2633155965935
"AIMP1","Aimp1",60.224228,72.693712,55.252922,306,296,576,62.7236206666667,25.78642,25.78642,2.37895249408718
"AIMP2","Aimp2",12.282019,9.582215,12.661026,107,120,258,11.50842,18.69152,18.69152,0.635218611869475
"AIP","Aip",80.587529,78.018733,58.581796,435,480,821,72.3960193333333,72.00696,72.00696,1.00532907182183
"AIPL1","Aipl1",0,0,0.125907,0,0,7,0.041969,0.08298,0.08298,0.962131341299008
"AIRE","Aire",0.163417,0.082392,0.07321,2,2,4,0.106339666666667,1.49366,1.49366,0.44366099093969
"AJAP1","Ajap1",24.945569,22.824381,22.912161,408,433,803,23.5607036666667,40.95124,40.95124,0.58545834799321
"AJUBA","Ajuba",0.612032,0.661837,0.601556,23,24,39,0.625141666666667,2.09528,2.09528,0.525038661015051
"AK1","Ak1",84.075974,71.104917,68.035919,825,891,1472,74.4056033333333,185.77423,185.77423,0.403725949416755
"AK2","Ak2",21.38676,14.725214,14.09171,162,125,290,16.7345613333333,63.58437,63.58437,0.274595251658154
"AK3","Ak3",25.695085,24.127644,25.276421,970,899,1842,25.03305,30.37113,30.37113,0.829841003495889
"AK4","Ak4",16.734074,17.317543,19.605248,497,482,926,17.8856216666667,6.36881,6.36881,2.56291336954904
"AK5","Ak5",56.417755,55.426913,56.009267,1190,1329,2499,55.9513116666667,2070.54765,2070.54765,0.0274921562468846
"AK7","Ak7",1.045669,0.881944,0.661752,34,29,43,0.863121666666667,3.07031,3.07031,0.457734586964302
"AK8","Ak8",0.705409,1.509869,0.95651,14,12,25,1.05726266666667,4.04533,4.04533,0.407755819077576
"AKAP1","Akap1",13.69206,14.403141,12.467808,454,534,920,13.521003,32.07225,32.07225,0.439069098715691
"AKAP10","Akap10",6.486811,7.515574,6.934097,321,342,662,6.97882733333333,31.13871,31.13871,0.248262215046383
"AKAP12","Akap12",3.870214,3.635803,3.730669,302,307,574,3.745562,14.85364,14.85364,0.299335799223396
"AKAP13","Akap13",6.430486,5.85718,9.995951,490,376,994,7.42787233333333,10.20669,10.20669,0.752039391946537
"AKAP3","Akap3",0.076316,0.04929,0.03794,3,2,3,0.0545153333333333,2.96658,2.96658,0.265850010168289
"AKAP4","Akap4",0,0,0,0,0,0,0,0,0,1
"AKAP5","Akap5",20.19412,20.795818,20.878584,1748,1837,3569,20.6228406666667,0.85056,0.85056,11.6844850567756
"AKAP7","Akap7",17.020401,21.161492,28.349085,322,374,685,22.1769926666667,14.54246,14.54246,1.49120491007644
"AKAP8","Akap8",40.910827,27.912643,38.276848,951,753,1824,35.700106,8.27738,8.27738,3.95586965285458
"AKAP8L","Akap8l",113.330973,89.142047,113.825502,1084,950,2454,105.432840666667,38.66925,38.66925,2.68300612355078
"AKAP9","Akap9",22.146263,23.65187,24.338762,1687,1659,3238,23.378965,26.42952,26.42952,0.888785695119711
"AKIP1","Akip1",4.319547,3.015911,1.957712,18,14,25,3.09772333333333,30.68231,30.68231,0.129337896552787
"AKIRIN1","Akirin1",19.310728,23.897308,22.74108,675,702,1306,21.9830386666667,48.14986,48.14986,0.467611477767519
"AKIRIN2","Akirin2",32.870669,31.084751,29.951466,521,497,944,31.3022953333333,25.45449,25.45449,1.22105152408281
"AKNA","Akna",0.688156,0.898701,0.792242,52,67,116,0.793033,16.36805,16.36805,0.103237438860436
"AKR1A1","Akr1a1",153.980074,182.764249,169.340337,2145,2468,4111,168.694886666667,97.39922,97.39922,1.72455520141996
"AKR1B15","Akr1b8",0.239457,0.187039,0.177604,4,3,5,0.201366666666667,0.12447,0.12447,1.06838480943615
"AKR1C2","Akr1c21",0.071468,0,0.067742,1,0,2,0.0464033333333333,2.07453,2.07453,0.340345787269382
"AKR1C3","Akr1c18",1.072831,0.727987,0.457146,15,10,12,0.752654666666667,9.87477,9.87477,0.16116705610019
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.082905,0.028773,0.04432,3,1,3,0.0519993333333333,0.12447,0.12447,0.935551267115471
"AKT1","Akt1",81.153373,72.074712,67.613985,1304,1376,2534,73.6140233333333,102.46107,102.46107,0.721179699120967
"AKT1S1","Akt1s1",25.86599,51.395746,46.772675,173,235,512,41.3448036666667,57.00811,57.00811,0.729980750392776
"AKT2","Akt2",41.949189,38.622354,39.217055,1272,1100,2054,39.9295326666667,74.28895,74.28895,0.543632666768054
"AKT3","Akt3",28.553126,49.52599,40.495153,1749,2040,3405,39.5247563333333,77.83639,77.83639,0.514036174580461
"AKTIP","Aktip",46.107194,49.987234,43.657034,1057,1090,1794,46.5838206666667,40.4326,40.4326,1.14846330345348
"ALAD","Alad",8.62477,9.558136,9.245149,128,137,258,9.142685,115.69658,115.69658,0.0869150149901565
"ALAS1","Alas1",43.558419,49.646164,41.742849,435,499,824,44.9824773333333,31.3669,31.3669,1.42066362034465
"ALAS2","Alas2",1.744969,2.872398,2.246387,33,72,97,2.287918,1.92931,1.92931,1.12242063830731
"ALB","Alb",0,0.038446,0,0,1,0,0.0128153333333333,14.50097,14.50097,0.0653388357846853
"ALCAM","Alcam",57.580909,54.876026,54.598234,2535,2412,4589,55.6850563333333,52.1537,52.1537,1.06643669835465
"ALDH16A1","Aldh16a1",2.35693,22.418121,22.815431,51,47,95,15.863494,12.3642,12.3642,1.26184088834348
"ALDH18A1","Aldh18a1",13.544476,11.487715,15.637796,291,246,464,13.5566623333333,7.01191,7.01191,1.8168779146712
"ALDH1A1","Aldh1a7",0.261648,0.387024,0.697021,7,10,36,0.448564333333333,93.9555,93.9555,0.0152551914668801
"ALDH1A2","Aldh1a2",2.229917,2.413943,3.281156,67,71,188,2.641672,10.53862,10.53862,0.315607238993918
"ALDH1A3","Aldh1a3",0.644339,0.428837,0.440383,18,17,31,0.504519666666667,10.3934,10.3934,0.132051860433818
"ALDH1B1","Aldh1b1",5.494318,6.640718,4.114819,97,113,157,5.41661833333333,6.43105,6.43105,0.863487438966678
"ALDH1L1","Aldh1l1",22.352514,26.268606,32.142252,632,534,1106,26.921124,20.76605,20.76605,1.28278323352193
"ALDH1L2","Aldh1l2",2.981225,0.448274,1.000743,59,33,94,1.47674733333333,2.11602,2.11602,0.79484320810949
"ALDH2","Aldh2",49.289917,52.904481,50.94894,634,641,1194,51.0477793333333,165.00818,165.00818,0.313525389732803
"ALDH3A1","Aldh3a1",0.450911,0.416304,0.451743,10,9,19,0.439652666666667,0.60161,0.60161,0.898878420256284
"ALDH3A2","Aldh3a2",29.706531,27.279893,26.150585,484,519,967,27.7123363333333,25.72418,25.72418,1.07439541019905
"ALDH3B1","Aldh3b1",1.756324,1.611043,2.05176,44,37,76,1.80637566666667,6.16136,6.16136,0.391877473924878
"ALDH3B2","Aldh3b3",0.019587,0,0.018686,1,0,2,0.0127576666666667,1.03727,1.03727,0.497115093564754
"ALDH4A1","Aldh4a1",5.207173,5.147528,5.799703,245,238,508,5.38480133333333,18.69152,18.69152,0.324241162354828
"ALDH5A1","Aldh5a1",16.638894,15.675936,15.242847,1299,1208,2300,15.852559,14.1483,14.1483,1.11250496755411
"ALDH6A1","Aldh6a1",20.255895,17.874205,19.338024,842,768,1529,19.1560413333333,42.00925,42.00925,0.468644334261428
"ALDH7A1","Aldh7a1",47.76671,46.084097,53.07377,790,724,1410,48.974859,54.14525,54.14525,0.906240501221773
