"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"ADAMTS15","Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,5.11091,5.11091,0.320822157965562
"ADAMTS16","Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,0,0,1.43282266666667
"ADAMTS18","Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,0,0,1.56295933333333
"ADAMTS19","Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,0.17711,0.17711,0.962172892366332
"ADAMTS2","Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,2.34039,2.34039,0.874078076711601
"ADAMTS20","Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0,0,2.696404
"ADAMTS4","Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,2.37835,2.37835,1.55590983764264
"ADAMTS5","Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,4.52898,4.52898,0.220604584088445
"ADAMTS7","Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,0.97411,0.97411,0.608461534564943
"ADAMTS8","Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,0.35422,0.35422,1.17551628735853
"ADAMTSL1","Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,1.82171,1.82171,0.780033620275176
"ADAMTSL2","Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,0.0506,0.0506,6.99229963830192
"ADAMTSL4","Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,11.84113,11.84113,0.775528970840832
"ADAP2","Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,3.88379,3.88379,0.634164996174419
"ADAR","Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,42.98734,42.98734,0.823270544055024
"ADARB1","Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,10.68991,10.68991,2.80272391603813
"ADARB2","Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,0.10121,0.10121,4.95817903336633
"ADAT1","Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,23.21418,23.21418,0.116009145605316
"ADAT2","Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,4.28861,4.28861,0.626080513909452
"ADAT3","Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,0,0,1.52978166666667
"ADCK1","Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,9.7917,9.7917,1.06316397478309
"ADCK2","Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,7.2742,7.2742,2.14603301024067
"ADCK5","Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,0.24036,0.24036,25.5259462306642
"ADCY1","Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,1.29038,1.29038,25.520586103616
"ADCY10","Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.50603,0.50603,0.841034817810181
"ADCY2","Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,0.13916,0.13916,27.9890270023526
"ADCY3","Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,11.71462,11.71462,1.4290983135949
"ADCY4","Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,34.05589,34.05589,0.179666403182651
"ADCY5","Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,55.96704,55.96704,1.08086203882104
"ADCY6","Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,57.8267,57.8267,0.485170305320543
"ADCY7","Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,0.27832,0.27832,1.72286777437053
"ADCY8","Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,0,0,3.10955833333333
"ADCY9","Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,12.91644,12.91644,0.865287075334401
"ADCYAP1","Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,0.36687,0.36687,13.6255264460653
"ADCYAP1R1","Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,5.16152,5.16152,4.35955316220673
"ADD1","Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,128.91142,128.91142,1.79355838770756
"ADD2","Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,1.17652,1.17652,17.9336512720612
"ADD3","Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,173.44216,173.44216,0.146585313244612
"ADGB","Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,0,0,1.14332
"ADH1C","Adh1",0.127069,0.157279,0.242605,2,2,6,0.175651,12.208,12.208,0.089010523924894
"ADH4","Adh4",0,0,0,0,0,0,0,0.16446,0.16446,0.858767153873899
"ADH5","Adh5",30.301446,31.296501,23.793151,398,403,695,28.4636993333333,226.60073,226.60073,0.129453448296644
"ADH7","Adh7",0,0.021821,0.011208,0,1,1,0.0110096666666667,0,0,1.01100966666667
"ADHFE1","Adhfe1",11.877068,8.563031,7.467635,154,168,274,9.302578,136.10972,136.10972,0.0751411205565878
"ADI1","Adi1",16.541982,14.233993,14.358997,258,256,449,15.0449906666667,300.50657,300.50657,0.0532160565080445
"ADIG","Adig",0,0,0,0,0,0,0,0,0,1
"ADIPOQ","Adipoq",0,0.065222,0,0,1,0,0.0217406666666667,0.80965,0.80965,0.564606784000589
"ADIPOR1","Adipor1",16.358458,17.226754,15.113167,686,718,1234,16.232793,121.2071,121.2071,0.141013026248066
"ADIPOR2","Adipor2",17.97067,12.038416,14.485406,955,672,1555,14.8314973333333,53.12061,53.12061,0.292522522073076
"ADK","Adk",40.745647,46.482709,41.440945,480,502,869,42.889767,79.81376,79.81376,0.543097697718804
"ADM","Adm",0.938939,0.71616,1.104422,16,12,22,0.919840333333333,6.5531,6.5531,0.254179122920832
"ADM2","Adm2",0,0,0,0,0,0,0,0,0,1
"ADNP","Adnp",20.968264,15.299125,13.544238,1347,965,1349,16.6038756666667,34.11915,34.11915,0.501261439034449
"ADNP2","Adnp2",4.250314,4.84775,3.968298,302,337,537,4.355454,6.79347,6.79347,0.687171952929825
"ADO","Ado",11.327023,13.063599,10.136207,663,779,1204,11.508943,30.9691,30.9691,0.391282300721634
"ADORA1","Adora1",35.862294,39.998988,31.524166,2327,2411,3838,35.7951493333333,4.0609,4.0609,7.27047547537658
"ADORA2A","Adora2a",29.881172,32.896398,31.273367,539,869,1294,31.3503123333333,1.79641,1.79641,11.5685154656625
"ADORA2B","Adora2b",0.972689,0.94328,1.402977,23,22,64,1.10631533333333,0.91086,0.91086,1.10228657951568
"ADORA3","Adora3",0.221095,0.862153,0.543653,7,15,27,0.542300333333333,8.70373,8.70373,0.158938916615913
"ADPGK","Adpgk",4.372676,4.667824,4.383292,154,172,327,4.47459733333333,21.91115,21.91115,0.238949041551093
"ADPRH","Adprh",20.460839,29.436998,22.276133,594,694,1163,24.05799,15.21889,15.21889,1.54498797389957
"ADPRHL1","Adprhl1",0.026911,0.013711,0.086119,2,1,6,0.042247,185.67546,185.67546,0.0055832030626843
"ADPRM","Adprm",9.537624,11.449098,10.716602,100,106,198,10.5677746666667,7.91939,7.91939,1.29692441598211
"ADRA1A","Adra1a",2.927121,2.923332,2.813915,168,153,310,2.88812266666667,11.61341,11.61341,0.308253094656137
"ADRA1B","Adra1b",5.501385,6.354655,5.447414,154,182,313,5.767818,1.15122,1.15122,3.14603713241788
"ADRA1D","Adra1d",6.88608,5.796355,5.714702,132,122,247,6.132379,0.03795,0.03795,6.87160171491883
"ADRA2A","Adra2a",3.541914,3.450572,3.619188,152,162,338,3.53722466666667,0.32892,0.32892,3.414219566766
"ADRA2B","Adra2b",0.387645,0.353287,0.286327,21,19,30,0.342419666666667,3.99765,3.99765,0.268610180117989
"ADRA2C","Adra2c",5.26442,6.706082,5.477276,158,229,397,5.815926,0.25302,0.25302,5.4395987294696
"ADRB1","Adrb1",6.113933,7.118309,6.526915,160,235,373,6.58638566666667,20.94969,20.94969,0.345626096162026
"ADRB2","Adrb2",0.786558,0.759934,0.757129,22,21,41,0.767873666666667,4.92115,4.92115,0.298569309452837
"ADRB3","Adrb3",0.31446,0.259353,0.491523,11,9,24,0.355112,0.0253,0.0253,1.32167365649078
"ADRM1","Adrm1",26.105802,25.544039,26.023859,423,463,845,25.8912333333333,6.62901,6.62901,3.52486539319431
"ADSL","Adsl",17.436064,24.448458,16.665253,166,203,417,19.5165916666667,61.87495,61.87495,0.326307880430389
"ADTRP","Adtrp",0.254661,0,0,2,0,0,0.084887,0.32892,0.32892,0.816367426180658
"AEBP1","Aebp1",3.786127,4.96105,4.815202,153,198,443,4.520793,5.7308,5.7308,0.820228353241814
"AEBP2","Aebp2",22.756323,19.767092,22.090415,828,769,1447,21.5379433333333,24.13768,24.13768,0.896580087475588
"AEN","Aen",24.413214,17.565064,17.651239,216,252,408,19.8765056666667,2.06208,2.06208,6.81775318302156
"AFAP1","Afap1",2.393401,3.422973,4.55253,220,206,456,3.45630133333333,2.26449,2.26449,1.36508346888284
"AFAP1L1","Afap1l1",6.794219,6.48644,5.871648,291,284,501,6.38410233333333,41.81082,41.81082,0.172482151319067
"AFAP1L2","Afap1l2",2.520357,2.849148,2.427505,104,96,208,2.59900333333333,4.8579,4.8579,0.614384563296289
"AFF1","Aff1",2.299451,2.20895,2.638307,275,260,593,2.382236,90.81993,90.81993,0.0368355323294191
"AFF2","Aff2",2.082206,2.508984,1.968925,109,122,218,2.186705,0.18976,0.18976,2.67844355164067
"AFF3","Aff3",7.45718,7.792619,7.313308,569,635,1142,7.52103566666667,2.391,2.391,2.5128385923523
"AFF4","Aff4",42.512612,49.443813,41.37965,3026,3070,5446,44.4453583333333,19.40629,19.40629,2.22702697713957
"AFG3L1P","Afg3l1",7.024649,8.776087,12.43991,252,226,498,9.41354866666667,12.76463,12.76463,0.756544031090314
"AFG3L2","Afg3l2",19.610099,20.580652,19.349601,829,862,1602,19.846784,129.68312,129.68312,0.159521627582813
"AFM","Afm",0,0,0.039541,0,0,2,0.0131803333333333,0,0,1.01318033333333
"AFMID","Afmid",1.20278,1.043133,2.758787,14,11,33,1.66823333333333,26.0606,26.0606,0.0986021497429227
"AFP","Afp",0,0,0,0,0,0,0,0,0,1
"AFTPH","Aftph",71.182837,72.36101,64.610325,1169,1187,2119,69.384724,16.06649,16.06649,4.12414761324678
"AGA","Aga",3.401045,3.098589,3.457643,50,43,95,3.31909233333333,13.28332,13.28332,0.30238714341857
"AGAP1","Agap1",16.89842,22.480385,18.997449,1499,1628,2949,19.4587513333333,5.25007,5.25007,3.27336355166155
"AGAP2","Agap2",148.754883,141.447654,145.784861,8737,9170,19013,145.329132666667,12.42306,12.42306,10.9013244868656
"AGAP3","Agap3",123.648467,142.845335,134.770877,1690,1956,3708,133.754893,8.36216,8.36216,14.3935686850043
"AGBL1","Agbl1",0.149239,0.130584,0.045441,7,6,4,0.108421333333333,0,0,1.10842133333333
"AGBL2","Agbl2",0.720312,0.408376,0.659235,25,19,40,0.595974333333333,0.21506,0.21506,1.31349425817106
"AGBL3","Agbl3",4.599685,6.341742,6.050667,68,76,132,5.66403133333333,2.77052,2.77052,1.76740378869051
"AGBL4","Agbl4",5.045594,3.661603,6.043323,125,123,239,4.91684,0.17711,0.17711,5.02658205265438
"AGBL5","Agbl5",6.385497,6.330723,6.640116,119,121,266,6.452112,10.13327,10.13327,0.669355184954645
"AGER","Ager",0.138287,0.311383,0.144309,2,5,5,0.197993,2.50485,2.50485,0.34181006319814
"AGFG1","Agfg1",16.440259,15.78028,17.202923,1309,1244,2551,16.4744873333333,53.28507,53.28507,0.321902271348887
"AGFG2","Agfg2",20.351582,22.925077,20.422026,333,399,734,21.232895,5.80671,5.80671,3.26632029276993
"AGGF1","Aggf1",16.883596,14.78473,15.032847,703,612,1226,15.5670576666667,22.46778,22.46778,0.705949078552239
"AGK","Agk",13.066571,13.184347,13.536224,374,384,661,13.2623806666667,47.02294,47.02294,0.29699099360986
"AGMAT","Agmat",0.483801,0.713231,0.362629,8,12,12,0.519887,0.10121,0.10121,1.38019723758411
"AGMO","Agmo",2.562905,2.493074,3.921171,72,76,166,2.99238333333333,0.60724,0.60724,2.48399948566072
"AGPAT1","Agpat1",40.892057,42.60137,42.601792,996,984,1847,42.0317396666667,36.49749,36.49749,1.14758986979306
"AGPAT2","Agpat2",0.195043,0.732356,0.786113,3,11,16,0.571170666666667,6.46455,6.46455,0.210484311400777
"AGPAT3","Agpat3",53.886857,54.238058,53.88657,2874,3009,5422,54.0038283333333,23.619,23.619,2.23420237756746
"AGPAT4","Agpat4",30.084233,29.038451,24.686814,340,367,651,27.9364993333333,1.80906,1.80906,10.3011325259458
"AGPAT5","Agpat5",12.589569,13.436129,12.187822,677,692,1264,12.73784,5.40188,5.40188,2.14590713977769
"AGPS","Agps",18.770232,12.079461,13.396216,571,562,1050,14.7486363333333,13.37187,13.37187,1.09579590779302
"AGR2","Agr2",0,0,0.066134,0,0,1,0.0220446666666667,0,0,1.02204466666667
"AGR3","Agr3",0,0,0,0,0,0,0,0.37952,0.37952,0.724889816747854
"AGRN","Agrn",25.093171,25.072062,28.711339,1861,1731,3722,26.2921906666667,1.27773,1.27773,11.9821886995678
"AGRP","Agrp",0.792249,0.649438,0.833049,5,4,10,0.758245333333333,0,0,1.75824533333333
"AGT","Agt",3.785009,5.214297,2.980628,92,125,139,3.99331133333333,61.35627,61.35627,0.0800771331148148
"AGTPBP1","Agtpbp1",241.133259,270.023076,238.937433,2380,2489,4513,250.031256,30.1468,30.1468,8.05961626876597
"AGTR1","Agtr1a",0.207476,0.366333,0.360875,6,9,11,0.311561333333333,8.62783,8.62783,0.136226058554558
"AGTR2","Agtr2",1.035467,0.137378,0.539468,10,6,12,0.570771,0.45543,0.45543,1.07924874435734
"AGTRAP","Agtrap",2.889104,1.570837,4.124947,87,86,171,2.86162933333333,3.188,3.188,0.922070041388093
"AGXT","Agxt",0,0,0,0,0,0,0,0,0,1
"AGXT2","Agxt2",0,0,0,0,0,0,0,0,0,1
"AHCTF1","Ahctf1",21.537011,23.081081,25.291576,846,803,1749,23.3032226666667,17.74904,17.74904,1.29623824295359
"AHCY","Ahcy",15.69124,10.418555,12.306346,203,185,394,12.8053803333333,49.11032,49.11032,0.275499744031436
"AHCYL1","Ahcyl1",132.769139,120.502065,130.501118,4446,4484,8331,127.924107333333,76.15768,76.15768,1.67091736471772
"AHCYL2","Ahcyl2",191.358417,239.94316,206.761829,1697,1737,3368,212.687802,9.34892,9.34892,20.6483190516498
"AHDC1","Ahdc1",16.558571,13.40259,13.520211,606,617,1172,14.4937906666667,4.69344,4.69344,2.72134081797062
"AHI1","Ahi1",47.786349,44.856697,51.370402,2374,2119,4476,48.0044826666667,17.36952,17.36952,2.66770621478768
"AHR","Ahr",1.736652,1.579471,1.877405,104,118,225,1.731176,20.73462,20.73462,0.125660167971651
"AHRR","Ahrr",3.933703,0.999051,0.938568,18,16,16,1.95710733333333,0.60724,0.60724,1.83986668657657
"AHSA1","Ahsa1",65.86239,58.658672,54.093532,958,799,1449,59.538198,285.64191,285.64191,0.211197999622595
"AHSG","Ahsg",0,0,0,0,0,0,0,0.0759,0.0759,0.929454410261177
"AICDA","Aicda",0,0,0,0,0,0,0,0.20241,0.20241,0.831663076654386
"AIDA","Aida",30.041199,31.32997,26.487796,541,532,955,29.2863216666667,85.73432,85.73432,0.349184978525994
"AIF1","Aif1",6.200755,5.493265,9.587987,32,29,82,7.09400233333333,32.94262,32.94262,0.238461330720296
"AIF1L","Aif1l",21.84435,24.453708,23.236528,78,83,164,23.1781953333333,40.44454,40.44454,0.583386746078816
"AIFM1","Aifm1",9.689708,9.016589,9.313852,240,235,424,9.34004966666667,293.48539,293.48539,0.0351122670862098
"AIFM2","Aifm2",4.27655,1.787375,2.582051,74,56,124,2.881992,4.99706,4.99706,0.647315851433869
"AIFM3","Aifm3",35.085297,28.378836,39.941082,680,630,1592,34.468405,0.13916,0.13916,31.1355779697321
"AIG1","Aig1",17.399743,22.920169,17.862367,306,332,542,19.394093,138.3236,138.3236,0.146379314057346
"AIM2","Aim2",4.329673,5.380162,4.64459,51,42,91,4.78480833333333,0.24036,0.24036,4.66381400023649
"AIMP1","Aimp1",60.224228,72.693712,55.252922,306,296,576,62.7236206666667,68.37745,68.37745,0.918506238938829
"AIMP2","Aimp2",12.282019,9.582215,12.661026,107,120,258,11.50842,22.822,22.822,0.525078498866594
"AIP","Aip",80.587529,78.018733,58.581796,435,480,821,72.3960193333333,8.77964,8.77964,7.50498171030154
"AIPL1","Aipl1",0,0,0.125907,0,0,7,0.041969,0,0,1.041969
"AIRE","Aire",0.163417,0.082392,0.07321,2,2,4,0.106339666666667,0,0,1.10633966666667
"AJAP1","Ajap1",24.945569,22.824381,22.912161,408,433,803,23.5607036666667,0,0,24.5607036666667
"AJUBA","Ajuba",0.612032,0.661837,0.601556,23,24,39,0.625141666666667,9.07061,9.07061,0.161374699910598
"AK1","Ak1",84.075974,71.104917,68.035919,825,891,1472,74.4056033333333,105.84906,105.84906,0.705720792801858
"AK2","Ak2",21.38676,14.725214,14.09171,162,125,290,16.7345613333333,173.40421,173.40421,0.101686543767111
"AK3","Ak3",25.695085,24.127644,25.276421,970,899,1842,25.03305,285.74311,285.74311,0.0907887551334712
"AK4","Ak4",16.734074,17.317543,19.605248,497,482,926,17.8856216666667,71.76786,71.76786,0.259532459339421
"AK5","Ak5",56.417755,55.426913,56.009267,1190,1329,2499,55.9513116666667,1.23978,1.23978,25.427190021639
"AK7","Ak7",1.045669,0.881944,0.661752,34,29,43,0.863121666666667,0.55663,0.55663,1.19689435939605
"AK8","Ak8",0.705409,1.509869,0.95651,14,12,25,1.05726266666667,0.12651,0.12651,1.82622672383438
"AKAP1","Akap1",13.69206,14.403141,12.467808,454,534,920,13.521003,180.51394,180.51394,0.0799993818656573
"AKAP10","Akap10",6.486811,7.515574,6.934097,321,342,662,6.97882733333333,13.06825,13.06825,0.567151375141424
"AKAP12","Akap12",3.870214,3.635803,3.730669,302,307,574,3.745562,10.50015,10.50015,0.412652182797616
"AKAP13","Akap13",6.430486,5.85718,9.995951,490,376,994,7.42787233333333,97.52484,97.52484,0.0855405838094569
"AKAP3","Akap3",0.076316,0.04929,0.03794,3,2,3,0.0545153333333333,3.45366,3.45366,0.23677499704363
"AKAP4","Akap4",0,0,0,0,0,0,0,0,0,1
"AKAP5","Akap5",20.19412,20.795818,20.878584,1748,1837,3569,20.6228406666667,0.27832,0.27832,16.9150452677473
"AKAP7","Akap7",17.020401,21.161492,28.349085,322,374,685,22.1769926666667,17.63518,17.63518,1.24372250048922
"AKAP8","Akap8",40.910827,27.912643,38.276848,951,753,1824,35.700106,13.56163,13.56163,2.52032952354922
"AKAP8L","Akap8l",113.330973,89.142047,113.825502,1084,950,2454,105.432840666667,26.81965,26.81965,3.82581523012211
"AKAP9","Akap9",22.146263,23.65187,24.338762,1687,1659,3238,23.378965,60.43276,60.43276,0.396839813155066
"AKIP1","Akip1",4.319547,3.015911,1.957712,18,14,25,3.09772333333333,32.39864,32.39864,0.122691323159666
"AKIRIN1","Akirin1",19.310728,23.897308,22.74108,675,702,1306,21.9830386666667,92.35068,92.35068,0.246201084626986
"AKIRIN2","Akirin2",32.870669,31.084751,29.951466,521,497,944,31.3022953333333,50.4513,50.4513,0.627822724271949
"AKNA","Akna",0.688156,0.898701,0.792242,52,67,116,0.793033,0.88555,0.88555,0.950933679828167
"AKR1A1","Akr1a1",153.980074,182.764249,169.340337,2145,2468,4111,168.694886666667,51.66578,51.66578,3.22210905576005
"AKR1B15","Akr1b8",0.239457,0.187039,0.177604,4,3,5,0.201366666666667,0.0506,0.0506,1.14350529855955
"AKR1C2","Akr1c21",0.071468,0,0.067742,1,0,2,0.0464033333333333,4.25066,4.25066,0.199289867051634
"AKR1C3","Akr1c18",1.072831,0.727987,0.457146,15,10,12,0.752654666666667,15.5225,15.5225,0.106076844706713
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.082905,0.028773,0.04432,3,1,3,0.0519993333333333,0.03795,0.03795,1.01353565521782
"AKT1","Akt1",81.153373,72.074712,67.613985,1304,1376,2534,73.6140233333333,47.36451,47.36451,1.54274329117225
"AKT1S1","Akt1s1",25.86599,51.395746,46.772675,173,235,512,41.3448036666667,11.82848,11.82848,3.30084340987137
"AKT2","Akt2",41.949189,38.622354,39.217055,1272,1100,2054,39.9295326666667,30.34922,30.34922,1.30559971401734
"AKT3","Akt3",28.553126,49.52599,40.495153,1749,2040,3405,39.5247563333333,9.66519,9.66519,3.79972193025472
"AKTIP","Aktip",46.107194,49.987234,43.657034,1057,1090,1794,46.5838206666667,110.34008,110.34008,0.427373688492649
"ALAD","Alad",8.62477,9.558136,9.245149,128,137,258,9.142685,53.20917,53.20917,0.187102754017448
"ALAS1","Alas1",43.558419,49.646164,41.742849,435,499,824,44.9824773333333,185.65016,185.65016,0.246356484952026
"ALAS2","Alas2",1.744969,2.872398,2.246387,33,72,97,2.287918,0,0,3.287918
"ALB","Alb",0,0.038446,0,0,1,0,0.0128153333333333,14.61165,14.61165,0.0648756110554191
"ALCAM","Alcam",57.580909,54.876026,54.598234,2535,2412,4589,55.6850563333333,11.08208,11.08208,4.69166371463633
"ALDH16A1","Aldh16a1",2.35693,22.418121,22.815431,51,47,95,15.863494,0.44278,0.44278,11.6881950124066
"ALDH18A1","Aldh18a1",13.544476,11.487715,15.637796,291,246,464,13.5566623333333,12.208,12.208,1.1021095043408
"ALDH1A1","Aldh1a7",0.261648,0.387024,0.697021,7,10,36,0.448564333333333,37.66136,37.66136,0.0374680128514189
"ALDH1A2","Aldh1a2",2.229917,2.413943,3.281156,67,71,188,2.641672,12.35981,12.35981,0.272584116091471
"ALDH1A3","Aldh1a3",0.644339,0.428837,0.440383,18,17,31,0.504519666666667,1.39159,1.39159,0.629087622320994
"ALDH1B1","Aldh1b1",5.494318,6.640718,4.114819,97,113,157,5.41661833333333,15.24419,15.24419,0.395010051799033
"ALDH1L1","Aldh1l1",22.352514,26.268606,32.142252,632,534,1106,26.921124,21.68343,21.68343,1.23090396822703
"ALDH1L2","Aldh1l2",2.981225,0.448274,1.000743,59,33,94,1.47674733333333,1.88497,1.88497,0.858500203930486
"ALDH2","Aldh2",49.289917,52.904481,50.94894,634,641,1194,51.0477793333333,277.83638,277.83638,0.186660647844206
"ALDH3A1","Aldh3a1",0.450911,0.416304,0.451743,10,9,19,0.439652666666667,0,0,1.43965266666667
"ALDH3A2","Aldh3a2",29.706531,27.279893,26.150585,484,519,967,27.7123363333333,82.45777,82.45777,0.344034310206627
"ALDH3B1","Aldh3b1",1.756324,1.611043,2.05176,44,37,76,1.80637566666667,2.25184,2.25184,0.863011607787181
"ALDH3B2","Aldh3b3",0.019587,0,0.018686,1,0,2,0.0127576666666667,0,0,1.01275766666667
"ALDH4A1","Aldh4a1",5.207173,5.147528,5.799703,245,238,508,5.38480133333333,3.99765,3.99765,1.27756072020516
"ALDH5A1","Aldh5a1",16.638894,15.675936,15.242847,1299,1208,2300,15.852559,27.81906,27.81906,0.584771293720198
"ALDH6A1","Aldh6a1",20.255895,17.874205,19.338024,842,768,1529,19.1560413333333,97.86641,97.86641,0.203871480043964
"ALDH7A1","Aldh7a1",47.76671,46.084097,53.07377,790,724,1410,48.974859,83.48248,83.48248,0.591541098225336
"ALDH8A1","Aldh8a1",0.040061,0.034074,0.088472,1,1,4,0.0542023333333333,1.05001,1.05001,0.51424253215025
"ALDH9A1","Aldh9a1",8.196816,10.715637,10.585725,274,290,545,9.832726,102.5472,102.5472,0.104616310243058
"ALDOA","Aldoa",703.586284,717.331612,638.277389,11057,11537,19968,686.398428333333,463.17027,463.17027,1.48091869031882
