"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"ADAMTS13","Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,5.32105,5.32105,0.327482037530685
"ADAMTS15","Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,1.43219,1.43219,0.80606997534458
"ADAMTS16","Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,3.16754,3.16754,0.343805378392689
"ADAMTS18","Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,0.07318,0.07318,1.45638134640352
"ADAMTS19","Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,0.08363,0.08363,1.04517532121973
"ADAMTS2","Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,7.24457,7.24457,0.354143595926369
"ADAMTS20","Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0.01045,0.01045,2.66851798703548
"ADAMTS4","Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,2.04897,2.04897,1.7239946604919
"ADAMTS5","Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,0.43907,0.43907,0.847574011919735
"ADAMTS7","Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,2.4044,2.4044,0.352828692280578
"ADAMTS8","Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,19.88338,19.88338,0.0762284489707445
"ADAMTSL1","Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,3.7216,3.7216,0.466161611882978
"ADAMTSL2","Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,11.72931,11.72931,0.57710197960455
"ADAMTSL4","Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,19.39204,19.39204,0.488360572720205
"ADAP2","Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,12.90015,12.90015,0.222812607537808
"ADAR","Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,37.63415,37.63415,0.93734380938453
"ADARB1","Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,13.57966,13.57966,2.24721223494466
"ADARB2","Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,8.26906,8.26906,0.589056099899379
"ADAT1","Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,29.59508,29.59508,0.0918143156786429
"ADAT2","Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,3.40798,3.40798,0.751159412399028
"ADAT3","Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,3.73205,3.73205,0.323280959978586
"ADCK1","Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,7.49547,7.49547,1.35052524070671
"ADCK2","Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,40.61352,40.61352,0.4267052230461
"ADCK5","Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,14.31143,14.31143,2.06782532178031
"ADCY1","Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,3.07346,3.07346,14.3494326690332
"ADCY10","Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.11499,0.11499,1.13599553957136
"ADCY2","Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,3.4707,3.4707,7.13176460062183
"ADCY3","Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,163.3113,163.3113,0.110585467950165
"ADCY4","Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,11.96975,11.96975,0.485619666274729
"ADCY5","Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,16.97718,16.97718,3.42509286773565
"ADCY6","Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,4.34884,4.34884,5.33591732039096
"ADCY7","Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,8.76039,8.76039,0.225644296317394
"ADCY8","Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,1.08721,1.08721,1.48981575085082
"ADCY9","Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,6.63825,6.63825,1.57650190379559
"ADCYAP1","Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,30.46275,30.46275,0.591948362216695
"ADCYAP1R1","Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,0.94085,0.94085,13.8400566761986
"ADD1","Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,327.90843,327.90843,0.708415156765669
"ADD2","Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,16.43358,16.43358,2.23895210660499
"ADD3","Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,65.51478,65.51478,0.38443573994632
"ADGB","Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,0,0,1.14332
"ADH1C","Adh1",0.127069,0.157279,0.242605,2,2,6,0.175651,5.18515,5.18515,0.190076392650138
"ADH4","Adh4",0,0,0,0,0,0,0,0.19862,0.19862,0.834292770018855
"ADH5","Adh5",30.301446,31.296501,23.793151,398,403,695,28.4636993333333,78.63446,78.63446,0.369986803870251
"ADH7","Adh7",0,0.021821,0.011208,0,1,1,0.0110096666666667,0.34498,0.34498,0.751691227131011
"ADHFE1","Adhfe1",11.877068,8.563031,7.467635,154,168,274,9.302578,20.23881,20.23881,0.485082638810743
"ADI1","Adi1",16.541982,14.233993,14.358997,258,256,449,15.0449906666667,142.58116,142.58116,0.111748579456153
"ADIG","Adig",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"ADIPOQ","Adipoq",0,0.065222,0,0,1,0,0.0217406666666667,0.90949,0.90949,0.535085633685783
"ADIPOR1","Adipor1",16.358458,17.226754,15.113167,686,718,1234,16.232793,57.29799,57.29799,0.295598407423652
"ADIPOR2","Adipor2",17.97067,12.038416,14.485406,955,672,1555,14.8314973333333,59.36787,59.36787,0.262250388051348
"ADK","Adk",40.745647,46.482709,41.440945,480,502,869,42.889767,61.78273,61.78273,0.699073885445886
"ADM","Adm",0.938939,0.71616,1.104422,16,12,22,0.919840333333333,18.608,18.608,0.0979110737114103
"ADM2","Adm2",0,0,0,0,0,0,0,0.07318,0.07318,0.931810134367021
"ADNP","Adnp",20.968264,15.299125,13.544238,1347,965,1349,16.6038756666667,11.76067,11.76067,1.37954164371202
"ADNP2","Adnp2",4.250314,4.84775,3.968298,302,337,537,4.355454,2.62394,2.62394,1.47779874942742
"ADO","Ado",11.327023,13.063599,10.136207,663,779,1204,11.508943,17.2908,17.2908,0.683892612679598
"ADORA1","Adora1",35.862294,39.998988,31.524166,2327,2411,3838,35.7951493333333,16.47539,16.47539,2.10554095406931
"ADORA2A","Adora2a",29.881172,32.896398,31.273367,539,869,1294,31.3503123333333,2.23714,2.23714,9.99348571063758
"ADORA2B","Adora2b",0.972689,0.94328,1.402977,23,22,64,1.10631533333333,0.84677,0.84677,1.1405401502804
"ADORA3","Adora3",0.221095,0.862153,0.543653,7,15,27,0.542300333333333,65.88067,65.88067,0.0230604797071162
"ADPGK","Adpgk",4.372676,4.667824,4.383292,154,172,327,4.47459733333333,36.56785,36.56785,0.14572559604378
"ADPRH","Adprh",20.460839,29.436998,22.276133,594,694,1163,24.05799,5.79148,5.79148,3.68962140799943
"ADPRHL1","Adprhl1",0.026911,0.013711,0.086119,2,1,6,0.042247,8.02862,8.02862,0.115438128972091
"ADPRM","Adprm",9.537624,11.449098,10.716602,100,106,198,10.5677746666667,9.60716,9.60716,1.09056285251346
"ADRA1A","Adra1a",2.927121,2.923332,2.813915,168,153,310,2.88812266666667,0.19862,0.19862,3.24383262974643
"ADRA1B","Adra1b",5.501385,6.354655,5.447414,154,182,313,5.767818,0.6586,0.6586,4.08044013023031
"ADRA1D","Adra1d",6.88608,5.796355,5.714702,132,122,247,6.132379,1.64127,1.64127,2.70035967545915
"ADRA2A","Adra2a",3.541914,3.450572,3.619188,152,162,338,3.53722466666667,2.19533,2.19533,1.41995495509593
"ADRA2B","Adra2b",0.387645,0.353287,0.286327,21,19,30,0.342419666666667,0.44952,0.44952,0.926113242084736
"ADRA2C","Adra2c",5.26442,6.706082,5.477276,158,229,397,5.815926,10.69437,10.69437,0.582838237545075
"ADRB1","Adrb1",6.113933,7.118309,6.526915,160,235,373,6.58638566666667,0.2718,0.2718,5.96507758033234
"ADRB2","Adrb2",0.786558,0.759934,0.757129,22,21,41,0.767873666666667,2.10124,2.10124,0.570053806434415
"ADRB3","Adrb3",0.31446,0.259353,0.491523,11,9,24,0.355112,0.02091,0.02091,1.3273569658442
"ADRM1","Adrm1",26.105802,25.544039,26.023859,423,463,845,25.8912333333333,160.39465,160.39465,0.166617873227727
"ADSL","Adsl",17.436064,24.448458,16.665253,166,203,417,19.5165916666667,37.03828,37.03828,0.539366965768869
"ADTRP","Adtrp",0.254661,0,0,2,0,0,0.084887,0.10454,0.10454,0.982207072627519
"AEBP1","Aebp1",3.786127,4.96105,4.815202,153,198,443,4.520793,21.11694,21.11694,0.249618301627621
"AEBP2","Aebp2",22.756323,19.767092,22.090415,828,769,1447,21.5379433333333,4.50564,4.50564,4.0936100677366
"AEN","Aen",24.413214,17.565064,17.651239,216,252,408,19.8765056666667,7.3073,7.3073,2.51303139006255
"AFAP1","Afap1",2.393401,3.422973,4.55253,220,206,456,3.45630133333333,2.69711,2.69711,1.20534723969082
"AFAP1L1","Afap1l1",6.794219,6.48644,5.871648,291,284,501,6.38410233333333,8.57222,8.57222,0.771409592898338
"AFAP1L2","Afap1l2",2.520357,2.849148,2.427505,104,96,208,2.59900333333333,50.47158,50.47158,0.0699221460334681
"AFF1","Aff1",2.299451,2.20895,2.638307,275,260,593,2.382236,14.17553,14.17553,0.222874324652912
"AFF2","Aff2",2.082206,2.508984,1.968925,109,122,218,2.186705,2.19533,2.19533,0.99730074827952
"AFF3","Aff3",7.45718,7.792619,7.313308,569,635,1142,7.52103566666667,9.60716,9.60716,0.803328663531677
"AFF4","Aff4",42.512612,49.443813,41.37965,3026,3070,5446,44.4453583333333,5.27923,5.27923,7.23740941697204
"AFG3L1P","Afg3l1",7.024649,8.776087,12.43991,252,226,498,9.41354866666667,9.68034,9.68034,0.975020333310238
"AFG3L2","Afg3l2",19.610099,20.580652,19.349601,829,862,1602,19.846784,52.70872,52.70872,0.388145239730159
"AFM","Afm",0,0,0.039541,0,0,2,0.0131803333333333,0,0,1.01318033333333
"AFMID","Afmid",1.20278,1.043133,2.758787,14,11,33,1.66823333333333,40.5508,40.5508,0.0642161723320209
"AFP","Afp",0,0,0,0,0,0,0,0.02091,0.02091,0.979518272913381
"AFTPH","Aftph",71.182837,72.36101,64.610325,1169,1187,2119,69.384724,11.4366,11.4366,5.65948281684705
"AGA","Aga",3.401045,3.098589,3.457643,50,43,95,3.31909233333333,8.2377,8.2377,0.467550616856288
"AGAP1","Agap1",16.89842,22.480385,18.997449,1499,1628,2949,19.4587513333333,13.62147,13.62147,1.39922670793931
"AGAP2","Agap2",148.754883,141.447654,145.784861,8737,9170,19013,145.329132666667,3.59615,3.59615,31.8373274733563
"AGAP3","Agap3",123.648467,142.845335,134.770877,1690,1956,3708,133.754893,109.69309,109.69309,1.21737402939967
"AGBL1","Agbl1",0.149239,0.130584,0.045441,7,6,4,0.108421333333333,0.01045,0.01045,1.0969581209692
"AGBL2","Agbl2",0.720312,0.408376,0.659235,25,19,40,0.595974333333333,0.45997,0.45997,1.09315556712353
"AGBL3","Agbl3",4.599685,6.341742,6.050667,68,76,132,5.66403133333333,0.82586,0.82586,3.64980411057438
"AGBL4","Agbl4",5.045594,3.661603,6.043323,125,123,239,4.91684,1.2022,1.2022,2.6867859413314
"AGBL5","Agbl5",6.385497,6.330723,6.640116,119,121,266,6.452112,9.77442,9.77442,0.691648552775927
"AGER","Ager",0.138287,0.311383,0.144309,2,5,5,0.197993,6.82642,6.82642,0.153070369338727
"AGFG1","Agfg1",16.440259,15.78028,17.202923,1309,1244,2551,16.4744873333333,41.04213,41.04213,0.415642293416945
"AGFG2","Agfg2",20.351582,22.925077,20.422026,333,399,734,21.232895,24.98489,24.98489,0.85560858637462
"AGGF1","Aggf1",16.883596,14.78473,15.032847,703,612,1226,15.5670576666667,12.76425,12.76425,1.20362952334248
"AGK","Agk",13.066571,13.184347,13.536224,374,384,661,13.2623806666667,12.22064,12.22064,1.07879653834207
"AGMAT","Agmat",0.483801,0.713231,0.362629,8,12,12,0.519887,1.69354,1.69354,0.564271182161765
"AGMO","Agmo",2.562905,2.493074,3.921171,72,76,166,2.99238333333333,1.18129,1.18129,1.83028544271203
"AGPAT1","Agpat1",40.892057,42.60137,42.601792,996,984,1847,42.0317396666667,93.93902,93.93902,0.453256623742974
"AGPAT2","Agpat2",0.195043,0.732356,0.786113,3,11,16,0.571170666666667,52.19647,52.19647,0.0295352429713225
"AGPAT3","Agpat3",53.886857,54.238058,53.88657,2874,3009,5422,54.0038283333333,33.04487,33.04487,1.61562750374237
"AGPAT4","Agpat4",30.084233,29.038451,24.686814,340,367,651,27.9364993333333,16.96673,16.96673,1.61056014830374
"AGPAT5","Agpat5",12.589569,13.436129,12.187822,677,692,1264,12.73784,13.93509,13.93509,0.919836438883194
"AGPS","Agps",18.770232,12.079461,13.396216,571,562,1050,14.7486363333333,7.22367,7.22367,1.91503748731811
"AGR2","Agr2",0,0,0.066134,0,0,1,0.0220446666666667,0.1359,0.1359,0.899766411362503
"AGR3","Agr3",0,0,0,0,0,0,0,0,0,1
"AGRN","Agrn",25.093171,25.072062,28.711339,1861,1731,3722,26.2921906666667,38.97225,38.97225,0.682778444212339
"AGRP","Agrp",0.792249,0.649438,0.833049,5,4,10,0.758245333333333,0.42861,0.42861,1.23073850339374
"AGT","Agt",3.785009,5.214297,2.980628,92,125,139,3.99331133333333,56.07488,56.07488,0.0874870228957701
"AGTPBP1","Agtpbp1",241.133259,270.023076,238.937433,2380,2489,4513,250.031256,29.5219,29.5219,8.22462743145086
"AGTR1","Agtr1a",0.207476,0.366333,0.360875,6,9,11,0.311561333333333,1.21266,1.21266,0.592753217093152
"AGTR2","Agtr2",1.035467,0.137378,0.539468,10,6,12,0.570771,0.01045,0.01045,1.55452620119749
"AGTRAP","Agtrap",2.889104,1.570837,4.124947,87,86,171,2.86162933333333,56.72303,56.72303,0.0668992832381345
"AGXT","Agxt",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"AGXT2","Agxt2",0,0,0,0,0,0,0,0,0,1
"AHCTF1","Ahctf1",21.537011,23.081081,25.291576,846,803,1749,23.3032226666667,4.31747,4.31747,4.57044847769083
"AHCY","Ahcy",15.69124,10.418555,12.306346,203,185,394,12.8053803333333,105.30244,105.30244,0.12986889419785
"AHCYL1","Ahcyl1",132.769139,120.502065,130.501118,4446,4484,8331,127.924107333333,29.04102,29.04102,4.29160219371158
"AHCYL2","Ahcyl2",191.358417,239.94316,206.761829,1697,1737,3368,212.687802,10.31803,10.31803,18.8803000168757
"AHDC1","Ahdc1",16.558571,13.40259,13.520211,606,617,1172,14.4937906666667,5.9901,5.9901,2.21653347830026
"AHI1","Ahi1",47.786349,44.856697,51.370402,2374,2119,4476,48.0044826666667,9.23082,9.23082,4.78988807022963
"AHR","Ahr",1.736652,1.579471,1.877405,104,118,225,1.731176,11.66659,11.66659,0.21562046296596
"AHRR","Ahrr",3.933703,0.999051,0.938568,18,16,16,1.95710733333333,3.64842,3.64842,0.636153216218271
"AHSA1","Ahsa1",65.86239,58.658672,54.093532,958,799,1449,59.538198,306.99012,306.99012,0.196558896110044
"AHSG","Ahsg",0,0,0,0,0,0,0,0.44952,0.44952,0.689883547657156
"AICDA","Aicda",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"AIDA","Aida",30.041199,31.32997,26.487796,541,532,955,29.2863216666667,37.92686,37.92686,0.778031458655198
"AIF1","Aif1",6.200755,5.493265,9.587987,32,29,82,7.09400233333333,166.1025,166.1025,0.0484373503288899
"AIF1L","Aif1l",21.84435,24.453708,23.236528,78,83,164,23.1781953333333,77.58907,77.58907,0.30765340947963
"AIFM1","Aifm1",9.689708,9.016589,9.313852,240,235,424,9.34004966666667,22.40277,22.40277,0.441830162269965
"AIFM2","Aifm2",4.27655,1.787375,2.582051,74,56,124,2.881992,8.36314,8.36314,0.414603647921531
"AIFM3","Aifm3",35.085297,28.378836,39.941082,680,630,1592,34.468405,24.97444,24.97444,1.36551182624149
"AIG1","Aig1",17.399743,22.920169,17.862367,306,332,542,19.394093,60.93596,60.93596,0.32927709524483
"AIM2","Aim2",4.329673,5.380162,4.64459,51,42,91,4.78480833333333,15.34637,15.34637,0.353889477194835
"AIMP1","Aimp1",60.224228,72.693712,55.252922,306,296,576,62.7236206666667,20.61515,20.61515,2.94809985897237
"AIMP2","Aimp2",12.282019,9.582215,12.661026,107,120,258,11.50842,15.1582,15.1582,0.7741221175626
"AIP","Aip",80.587529,78.018733,58.581796,435,480,821,72.3960193333333,168.03648,168.03648,0.434202246363231
"AIPL1","Aipl1",0,0,0.125907,0,0,7,0.041969,0.05227,0.05227,0.990210687371112
"AIRE","Aire",0.163417,0.082392,0.07321,2,2,4,0.106339666666667,0.20908,0.20908,0.915026025297471
"AJAP1","Ajap1",24.945569,22.824381,22.912161,408,433,803,23.5607036666667,1.17084,1.17084,11.3139170397941
"AJUBA","Ajuba",0.612032,0.661837,0.601556,23,24,39,0.625141666666667,2.85392,2.85392,0.421685366241818
"AK1","Ak1",84.075974,71.104917,68.035919,825,891,1472,74.4056033333333,193.75315,193.75315,0.387185538890299
"AK2","Ak2",21.38676,14.725214,14.09171,162,125,290,16.7345613333333,95.12031,95.12031,0.184503788359956
"AK3","Ak3",25.695085,24.127644,25.276421,970,899,1842,25.03305,26.61571,26.61571,0.942689867470364
"AK4","Ak4",16.734074,17.317543,19.605248,497,482,926,17.8856216666667,7.60001,7.60001,2.19599996589151
"AK5","Ak5",56.417755,55.426913,56.009267,1190,1329,2499,55.9513116666667,84.72911,84.72911,0.664317075806184
"AK7","Ak7",1.045669,0.881944,0.661752,34,29,43,0.863121666666667,1.94443,1.94443,0.63276140599935
"AK8","Ak8",0.705409,1.509869,0.95651,14,12,25,1.05726266666667,2.74938,2.74938,0.548694095201518
"AKAP1","Akap1",13.69206,14.403141,12.467808,454,534,920,13.521003,14.4996,14.4996,0.936863080337557
"AKAP10","Akap10",6.486811,7.515574,6.934097,321,342,662,6.97882733333333,9.10537,9.10537,0.789563106876179
"AKAP12","Akap12",3.870214,3.635803,3.730669,302,307,574,3.745562,147.83948,147.83948,0.031883758260913
"AKAP13","Akap13",6.430486,5.85718,9.995951,490,376,994,7.42787233333333,23.04046,23.04046,0.350570344050544
"AKAP3","Akap3",0.076316,0.04929,0.03794,3,2,3,0.0545153333333333,1.22311,1.22311,0.474342400211116
"AKAP4","Akap4",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"AKAP5","Akap5",20.19412,20.795818,20.878584,1748,1837,3569,20.6228406666667,0.89904,0.89904,11.3861954812256
"AKAP7","Akap7",17.020401,21.161492,28.349085,322,374,685,22.1769926666667,5.36287,5.36287,3.64253751320814
"AKAP8","Akap8",40.910827,27.912643,38.276848,951,753,1824,35.700106,8.96947,8.96947,3.68124945458485
"AKAP8L","Akap8l",113.330973,89.142047,113.825502,1084,950,2454,105.432840666667,42.77748,42.77748,2.43122355756125
"AKAP9","Akap9",22.146263,23.65187,24.338762,1687,1659,3238,23.378965,11.86521,11.86521,1.89495274465011
"AKIP1","Akip1",4.319547,3.015911,1.957712,18,14,25,3.09772333333333,29.28146,29.28146,0.13532119433255
"AKIRIN1","Akirin1",19.310728,23.897308,22.74108,675,702,1306,21.9830386666667,63.4449,63.4449,0.356630837609596
"AKIRIN2","Akirin2",32.870669,31.084751,29.951466,521,497,944,31.3022953333333,44.2933,44.2933,0.713180433603498
"AKNA","Akna",0.688156,0.898701,0.792242,52,67,116,0.793033,6.60688,6.60688,0.235712013335296
"AKR1A1","Akr1a1",153.980074,182.764249,169.340337,2145,2468,4111,168.694886666667,153.80868,153.80868,1.09615873390734
"AKR1B15","Akr1b8",0.239457,0.187039,0.177604,4,3,5,0.201366666666667,0.14636,0.14636,1.04798376309943
"AKR1C2","Akr1c21",0.071468,0,0.067742,1,0,2,0.0464033333333333,42.64158,42.64158,0.0239772101132299
"AKR1C3","Akr1c18",1.072831,0.727987,0.457146,15,10,12,0.752654666666667,14.7714,14.7714,0.111128667503625
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"AKR1D1","Akr1d1",0.082905,0.028773,0.04432,3,1,3,0.0519993333333333,0.02091,0.02091,1.03045257009269
"AKT1","Akt1",81.153373,72.074712,67.613985,1304,1376,2534,73.6140233333333,67.75192,67.75192,1.08526457636868
"AKT1S1","Akt1s1",25.86599,51.395746,46.772675,173,235,512,41.3448036666667,68.33734,68.33734,0.610707068754969
"AKT2","Akt2",41.949189,38.622354,39.217055,1272,1100,2054,39.9295326666667,28.93648,28.93648,1.36721260036807
"AKT3","Akt3",28.553126,49.52599,40.495153,1749,2040,3405,39.5247563333333,25.77939,25.77939,1.51328153230276
"AKTIP","Aktip",46.107194,49.987234,43.657034,1057,1090,1794,46.5838206666667,54.04682,54.04682,0.864424514743389
"ALAD","Alad",8.62477,9.558136,9.245149,128,137,258,9.142685,43.68697,43.68697,0.226971866743259
"ALAS1","Alas1",43.558419,49.646164,41.742849,435,499,824,44.9824773333333,43.55107,43.55107,1.03212958371894
"ALAS2","Alas2",1.744969,2.872398,2.246387,33,72,97,2.287918,0.05227,0.05227,3.12459539851939
"ALB","Alb",0,0.038446,0,0,1,0,0.0128153333333333,0.73178,0.73178,0.58484064565553
"ALCAM","Alcam",57.580909,54.876026,54.598234,2535,2412,4589,55.6850563333333,75.49829,75.49829,0.740997692018127
"ALDH16A1","Aldh16a1",2.35693,22.418121,22.815431,51,47,95,15.863494,17.80304,17.80304,0.89684933925578
"ALDH18A1","Aldh18a1",13.544476,11.487715,15.637796,291,246,464,13.5566623333333,10.48529,10.48529,1.26741791746951
"ALDH1A1","Aldh1a7",0.261648,0.387024,0.697021,7,10,36,0.448564333333333,54.9145,54.9145,0.0259067743310471
"ALDH1A2","Aldh1a2",2.229917,2.413943,3.281156,67,71,188,2.641672,0.96176,0.96176,1.85632901068428
"ALDH1A3","Aldh1a3",0.644339,0.428837,0.440383,18,17,31,0.504519666666667,5.16424,5.16424,0.244072207874234
"ALDH1B1","Aldh1b1",5.494318,6.640718,4.114819,97,113,157,5.41661833333333,10.03577,10.03577,0.581438208057375
"ALDH1L1","Aldh1l1",22.352514,26.268606,32.142252,632,534,1106,26.921124,19.61157,19.61157,1.35463353834764
"ALDH1L2","Aldh1l2",2.981225,0.448274,1.000743,59,33,94,1.47674733333333,3.64842,3.64842,0.532814877599987
"ALDH2","Aldh2",49.289917,52.904481,50.94894,634,641,1194,51.0477793333333,176.086,176.086,0.293912445553761
"ALDH3A1","Aldh3a1",0.450911,0.416304,0.451743,10,9,19,0.439652666666667,0.73178,0.73178,0.831313831241074
"ALDH3A2","Aldh3a2",29.706531,27.279893,26.150585,484,519,967,27.7123363333333,42.05616,42.05616,0.666857804628498
"ALDH3B1","Aldh3b1",1.756324,1.611043,2.05176,44,37,76,1.80637566666667,24.43084,24.43084,0.110353243017795
"ALDH3B2","Aldh3b3",0.019587,0,0.018686,1,0,2,0.0127576666666667,0.02091,0.02091,0.992014640533119
"ALDH4A1","Aldh4a1",5.207173,5.147528,5.799703,245,238,508,5.38480133333333,66.13156,66.13156,0.0951087883751448
"ALDH5A1","Aldh5a1",16.638894,15.675936,15.242847,1299,1208,2300,15.852559,4.74608,4.74608,2.93287928466015
