"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"STRBP",16.72433,16.72433,12.948899,21.941152,16.524187,17.1380793333333,331,289,312,0.977188911475706
"STRC",0,0,4.156837,3.305411,5.470048,4.31076533333333,97,48,93,0.188296777815326
"STRCP1",0,0,0.284932,0.140462,0.309391,0.244928333333333,24,10,24,0.803259089880676
"STRN",34.9035,34.9035,1.307396,2.572959,1.194544,1.691633,280,291,233,13.3389284497552
"STRN3",43.83494,43.83494,18.13356,20.281214,20.942298,19.7856906666667,484,473,432,2.15700987371569
"STRN4",7.93204,7.93204,65.93963,66.328776,64.635496,65.634634,1168,850,1039,0.134045007285551
"STS",8.84289,8.84289,3.781911,4.135261,3.676629,3.86460033333333,317,269,289,2.02337074487997
"STSP1",0,0,0,0,0,0,0,0,0,1
"STT3A",61.8117,61.8117,425.05533,305.824181,376.716265,369.198592,3372,2160,3065,0.16967028334889
"STT3B",132.44099,132.44099,135.719495,116.657422,134.512731,128.963216,3339,2590,2973,1.02675967944653
"STUB1",7.22359,7.22359,138.468616,144.147047,167.205656,149.940439666667,620,501,595,0.0544823509071577
"STX10",8.55193,8.55193,65.023272,61.875674,69.914418,65.6044546666667,228,169,195,0.143412779937983
"STX11",4.12415,4.12415,0.101429,0.13456,0.106783,0.114257333333333,9,9,8,4.59871328346654
"STX12",32.5884,32.5884,30.591271,32.994114,16.551361,26.7122486666667,625,571,615,1.21204166446447
"STX16",45.42894,45.42894,38.238999,37.310396,28.902018,34.8171376666667,1380,1131,1177,1.29627722996998
"STX17",15.71227,15.71227,5.744971,8.756261,4.096747,6.19932633333333,275,274,198,2.32136580927317
"STX18",47.1368,47.1368,21.149538,19.294078,24.121708,21.5217746666667,317,226,278,2.13734489010961
"STX19",0.25302,0.25302,0,0,0,0,0,0,0,1.25302
"STX1A",0.44278,0.44278,20.922785,15.284092,19.675201,18.6273593333333,329,204,297,0.073508614964302
"STX1B",0.53133,0.53133,6.96056,6.114244,5.412302,6.16236866666667,300,185,239,0.213802175127725
"STX2",14.68755,14.68755,16.370315,18.00148,18.590127,17.653974,531,463,495,0.840976298133577
"STX3",20.77258,20.77258,44.75846,43.543218,44.744204,44.3486273333333,1198,863,1158,0.480115524555164
"STX4",21.27861,21.27861,29.631131,28.625091,28.311701,28.8559743333333,299,267,316,0.746202744926886
"STX5",12.77729,12.77729,14.934825,18.398779,16.300557,16.5447203333333,328,318,341,0.785267005585973
"STX6",8.03324,8.03324,5.489057,5.456976,5.748723,5.56491866666667,407,326,379,1.37598658241818
"STX7",74.69019,74.69019,29.174483,34.264871,28.626272,30.688542,1025,929,982,2.38856650457443
"STX8",177.3386,177.3386,31.756505,25.37322,31.511055,29.5469266666667,107,85,110,5.83818470336023
"STXBP1",16.83818,16.83818,43.389682,35.626373,46.715182,41.9104123333333,1517,953,1453,0.415707494522095
"STXBP2",0.53133,0.53133,22.510665,27.90111,27.101676,25.837817,104,128,114,0.0570586646447436
"STXBP3",43.31626,43.31626,19.122575,20.113602,13.827859,17.688012,344,295,285,2.37137369132682
"STXBP4",3.40306,3.40306,0.72749,1.82607,1.462392,1.33865066666667,129,150,122,1.8827352296595
"STXBP5",5.42718,5.42718,3.520759,3.268537,3.231049,3.340115,165,147,145,1.48087781084142
"STXBP5L",0,0,0.116529,0.127371,0.29964,0.18118,17,15,17,0.846611016102542
"STXBP6",27.33833,27.33833,2.110447,3.942082,1.910846,2.65445833333333,58,63,82,7.7544542624876
"STYK1",0.0253,0.0253,0.097722,0.57289,0.165755,0.278789,4,6,6,0.801774178539228
"STYX",14.56104,14.56104,5.649658,7.5184,5.508229,6.225429,229,235,175,2.15364928504591
"STYXL1",19.86172,19.86172,13.6889,11.757196,18.9552,14.800432,129,86,149,1.32032592526584
"SUB1",365.68337,365.68337,108.870615,134.602579,121.335509,121.602901,1005,942,975,2.9908213183308
"SUCLA2",306.43978,306.43978,18.558111,25.139499,21.406208,21.7012726666667,373,357,350,13.5428433689283
"SUCLA2P2",0,0,0,0,0,0,0,0,0,1
"SUCLG1",564.6295,564.6295,49.908232,64.0044,45.106401,53.0063443333333,407,296,370,10.473389876361
"SUCLG2",91.1615,91.1615,6.058562,6.04389,6.526303,6.209585,183,154,171,12.7831907106997
"SUCNR1",0.18976,0.18976,4.757821,3.010153,5.366029,4.378001,291,149,289,0.221227180880033
"SUCO",18.40688,18.40688,13.794887,15.756419,12.696767,14.082691,1040,951,862,1.28669877278531
"SUDS3",22.7714,22.7714,17.099482,16.707694,18.114538,17.307238,794,702,740,1.29847003682369
"SUFU",3.20065,3.20065,7.361334,10.077989,7.606245,8.34852266666667,562,611,517,0.449338376744589
"SUGP1",18.34363,18.34363,29.768836,25.229745,22.334821,25.7778006666667,369,284,282,0.722375606600104
"SUGP2",51.12179,51.12179,88.389349,76.785272,104.534683,89.9031013333333,3617,2729,3040,0.57337746716555
"SUGT1",63.79787,63.79787,13.783139,14.684918,15.234538,14.5675316666667,569,529,565,4.16237277607379
"SUGT1P2",0,0,0.16946,0.618698,0.09275,0.293636,2,6,1,0.773014974846093
"SUGT1P3",0,0,1.115046,0.389518,4.697266,2.06727666666667,8,2,11,0.3260221064723
"SULF1",10.33569,10.33569,23.452779,90.07429,27.34995,46.9590063333333,526,1703,611,0.236362069747914
"SULF2",31.82936,31.82936,63.762763,90.189104,79.107638,77.6865016666667,1884,1628,1657,0.417217175813361
"SULT1A1",7.23624,7.23624,0.892854,0.860366,1.852007,1.20174233333333,37,28,38,3.74078286787116
"SULT1A2",0.06325,0.06325,1.369074,1.941155,0.817291,1.37584,24,26,21,0.447525927671897
"SULT1A3",0.54398,0.54398,26.450239,22.440835,30.05806,26.316378,294,176,289,0.0565221348159701
"SULT1A4",0.06325,0.06325,1.110749,1.558809,2.97899,1.88284933333333,10,17,32,0.368819135882694
"SULT1B1",0.46808,0.46808,0.607144,0.788864,0.604663,0.666890333333333,66,69,59,0.880729806060027
"SULT1C2",0.36687,0.36687,0.30356,0.243655,0.170042,0.239085666666667,13,11,11,1.10312792470362
"SULT1C2P1",0,0,0,0,0,0,0,0,0,1
"SULT1C3",0,0,0,0,0,0,0,0,0,1
"SULT1C4",7.05913,7.05913,3.579904,5.151696,3.984885,4.23882833333333,124,134,105,1.53834588331933
"SULT1D1P",0,0,0,0,0,0,0,0,0,1
"SULT1E1",0.11386,0.11386,0,0.654119,0,0.218039666666667,0,11,0,0.914469397411524
"SULT2A1",0,0,0.149729,0.045998,0.261478,0.152401666666667,4,1,6,0.867752997001913
"SULT2B1",0,0,0.159716,0.061812,0,0.0738426666666667,3,1,0,0.931235115758733
"SULT4A1",0.17711,0.17711,19.113611,15.398528,21.528838,18.6803256666667,543,331,554,0.0598115102329692
"SULT6B1",0,0,0.093871,0,0.088163,0.060678,1,0,1,0.942793194541604
"SUMF1",9.42483,9.42483,19.285977,12.3636,20.101037,17.2502046666667,570,294,522,0.57121715566514
"SUMF2",36.05472,36.05472,113.598184,84.891363,126.725804,108.405117,2094,1229,2045,0.338692750541092
"SUMO1",150.93643,150.93643,48.629913,60.912733,52.943109,54.1619183333333,673,733,677,2.75437175846344
"SUMO2",148.96291,148.96291,112.93217,126.743336,117.519408,119.064971333333,957,854,799,1.24901466543195
"SUMO2P5",0,0,0,0,0,0,0,0,0,1
"SUMO3",88.6693,88.6693,18.469542,20.157353,19.315195,19.31403,441,392,418,4.41415612756307
"SUMO4",0,0,0,0.30298,0,0.100993333333333,0,3,0,0.908270713113613
"SUN1",120.51131,120.51131,66.587861,64.833856,44.463571,58.6284293333333,1577,1372,1285,2.03780832999525
"SUN2",13.22006,13.22006,54.769667,34.894819,44.309017,44.6578343333333,1085,689,907,0.311448412033384
"SUN3",0,0,0.16116,0.659947,0.299234,0.373447,1,3,1,0.728095077567609
"SUN5",0,0,0,0,0,0,0,0,0,1
"SUOX",37.4716,37.4716,26.869412,28.066347,33.809762,29.5818403333333,389,357,383,1.25798838724781
"SUPT16H",42.91144,42.91144,23.73965,30.140812,21.710599,25.1970203333333,1229,1113,1040,1.67619979071157
"SUPT3H",5.06031,5.06031,3.667029,2.945636,4.83536,3.81600833333333,83,56,95,1.25836783920294
"SUPT4H1",95.10855,95.10855,108.711353,113.570848,120.602581,114.294927333333,543,397,473,0.833588712208795
"SUPT5H",17.43277,17.43277,261.562799,262.411258,213.839921,245.937992666667,2158,1656,1793,0.0746453382930094
"SUPT6H",34.99205,34.99205,39.669675,43.425076,30.72765,37.9408003333333,2412,1935,1784,0.924276072702871
"SUPT7L",53.27242,53.27242,15.37895,15.738466,15.645652,15.5876893333333,781,621,677,3.27184931604297
"SUPV3L1",67.45395,67.45395,24.806721,18.795491,23.147489,22.2499003333333,290,230,302,2.94426853528734
"SURF1",63.41835,63.41835,19.165328,16.282914,21.186109,18.878117,221,146,223,3.24066660841165
"SURF2",6.26213,6.26213,7.381147,13.410259,13.665648,11.4856846666667,53,39,67,0.581636505636562
"SURF4",48.69284,48.69284,271.154353,284.549414,246.087737,267.263834666667,5169,4223,4871,0.185238685124091
"SURF6",8.58988,8.58988,8.255307,9.854069,8.797177,8.968851,434,432,389,0.961984485473802
"SUSD1",5.49044,5.49044,12.842694,11.613067,18.868923,14.4415613333333,452,285,461,0.420322780831058
"SUSD2",1.63195,1.63195,8.145546,4.691641,7.336487,6.724558,401,187,314,0.340724996821825
"SUSD3",0.29097,0.29097,0,0,0,0,0,0,0,1.29097
"SUSD4",19.82377,19.82377,4.533982,5.037108,6.018522,5.19653733333333,92,67,74,3.36054942943403
"SUSD5",2.13798,2.13798,2.997471,3.269644,2.915606,3.060907,212,177,182,0.772728850968515
"SUV39H1",1.34098,1.34098,1.23903,1.421121,1.70192,1.45402366666667,42,48,44,0.9539353804113
"SUV39H2",7.19829,7.19829,5.736517,7.702052,6.132654,6.523741,110,115,113,1.08965606338655
"SUZ12",18.10326,18.10326,6.877736,8.901177,5.826986,7.20196633333333,350,361,282,2.32910734129243
"SV2A",0.32892,0.32892,37.324812,23.384755,40.358388,33.6893183333333,2545,1282,2433,0.0383091990228885
"SV2B",1.53074,1.53074,9.436799,8.505365,10.439082,9.46041533333333,983,680,878,0.241934944202024
"SV2C",0,0,3.490682,2.617127,3.744244,3.28401766666667,601,360,577,0.233425741397114
"SVEP1",5.98382,5.98382,0.856727,0.885525,0.520234,0.754162,118,124,82,3.9812856509262
"SVIL",356.78988,356.78988,100.412481,135.215526,82.065007,105.897671333333,2256,2138,1651,3.34703156333802
"SVIP",51.91879,51.91879,46.59181,28.936183,18.173831,31.2339413333333,407,222,301,1.64171019152648
"SVOP",1.36628,1.36628,6.81771,5.688525,9.419428,7.30855433333333,489,214,433,0.28480044843742
"SVOPL",0,0,0.147372,0.374339,0.043815,0.188508666666667,3,4,3,0.841390583044409
"SWAP70",18.04001,18.04001,3.352752,5.134052,2.628841,3.705215,224,238,164,4.04657598005617
"SWI5",25.73168,25.73168,19.260615,22.997809,18.374271,20.2108983333333,153,150,138,1.26028042659516
"SWSAP1",0.65784,0.65784,1.60741,2.422364,1.533572,1.85444866666667,30,25,26,0.580791667182431
"SWT1",4.92115,4.92115,2.500753,1.913727,2.170795,2.19509166666667,110,89,110,1.85320191648127
"SYAP1",18.93821,18.93821,6.943464,11.408581,8.277131,8.876392,579,554,517,2.0187746699402
"SYBU",3.60547,3.60547,20.169823,10.816771,16.769767,15.918787,458,222,444,0.272210413193334
"SYCE1",0.39217,0.39217,0.072144,0,0,0.024048,1,0,0,1.35947729012703
"SYCE1L",0.35422,0.35422,1.308635,0.701586,6.237942,2.74938766666667,11,7,10,0.361184310718115
"SYCE2",0.91086,0.91086,0.822434,1.372005,2.938239,1.71089266666667,9,4,9,0.704882204853063
"SYCE3",0,0,0.651283,0.347804,0,0.333029,1,1,0,0.750171226582467
"SYCN",0,0,0,0,0,0,0,0,0,1
"SYCP1",0,0,0.566951,1.684008,2.951912,1.73429033333333,1,3,6,0.365725609972411
"SYCP2",2.97293,2.97293,2.686868,2.387511,2.996488,2.690289,28,23,19,1.07659047841511
"SYCP2L",1.65725,1.65725,10.158627,13.694666,8.870197,10.90783,89,63,87,0.223151489398152
"SYCP3",15.50985,15.50985,0.307033,0.296262,0.070172,0.224489,6,3,3,13.4830529306511
"SYDE1",3.44101,3.44101,12.313815,9.825774,8.330253,10.156614,330,319,259,0.398060737782987
"SYDE2",4.66814,4.66814,0.289811,0.431615,0.203626,0.308350666666667,21,23,10,4.33227890993546
"SYF2",93.69166,93.69166,14.078518,17.549987,12.667238,14.7652476666667,193,191,162,6.00635410252462
"SYF2P2",0.16446,0.16446,0.185275,0.459553,0.412699,0.352509,1,2,2,0.860962847567003
"SYK",2.07473,2.07473,0,0.016141,0.314279,0.11014,0,1,6,2.76967769830832
"SYMPK",3.45366,3.45366,40.512352,40.677479,38.932464,40.040765,1207,897,1037,0.108517957694015
"SYN1",12.1827,12.1827,7.155796,3.296342,6.461786,5.63797466666667,169,69,136,1.98595214082368
"SYN2",0.73375,0.73375,2.05729,1.981415,3.619379,2.55269466666667,48,21,49,0.48800985242751
"SYN3",0.39217,0.39217,1.654847,2.784172,1.11523,1.85141633333333,80,99,60,0.488238067421231
"SYNC",42.70902,42.70902,1.130957,4.565899,1.279367,2.32540766666667,15,43,19,13.1439583898636
"SYNCRIP",72.05883,72.05883,51.475293,69.96555,52.358872,57.9332383333333,1985,2029,1803,1.23968802777765
"SYNDIG1",14.99117,14.99117,0.486453,0.442419,0.14738,0.358750666666667,5,9,4,11.7690245843486
"SYNDIG1L",0.0759,0.0759,0,0.034134,0.031446,0.02186,0,1,1,1.0528839567064
"SYNE1",90.83258,90.83258,38.1851,39.83148,31.811958,36.6095126666667,1860,2219,1462,2.44173809998318
"SYNE2",99.04294,99.04294,9.061081,8.830935,9.356793,9.08293633333333,269,245,212,9.92200453247597
"SYNE3",0.44278,0.44278,0.31677,0.41168,0.248288,0.325579333333333,41,33,34,1.08841467554564
"SYNE4",0.15181,0.15181,0.794998,0.483929,2.119144,1.13269033333333,27,11,30,0.540073719094396
"SYNGAP1",3.65607,3.65607,241.310433,466.027951,243.507819,316.948734333333,1400,1161,1001,0.0146440903743892
"SYNGR1",8.10915,8.10915,27.824455,26.932321,35.378901,30.0452256666667,1145,738,1124,0.293415486741993
"SYNGR2",10.42424,10.42424,51.79969,42.479507,61.695693,51.99163,1062,697,1075,0.215585744390199
"SYNGR3",0.0759,0.0759,9.585238,5.487195,10.721976,8.59813633333333,208,92,214,0.112094677824435
"SYNGR4",0,0,0,0,0,0,0,0,0,1
"SYNJ1",13.7514,13.7514,9.462292,8.673254,7.873597,8.66971433333333,474,299,420,1.52552593504744
"SYNJ2",13.23271,13.23271,0.920567,1.740217,0.891382,1.18405533333333,70,91,48,6.51664350384285
"SYNJ2BP",56.67548,56.67548,7.016557,7.543392,5.896968,6.81897233333333,633,536,517,7.37635043855081
"SYNM",343.79753,343.79753,3.212408,3.230989,3.325173,3.25619,338,280,281,81.0108406814545
"SYNPO",203.23474,203.23474,0.882142,4.851388,0.771002,2.16817733333333,71,318,52,64.4644281275501
"SYNPO2",151.82198,151.82198,0.413988,0.562929,0.519708,0.498875,35,46,43,101.957788341256
"SYNPO2L",395.48861,395.48861,0.226463,0.243635,0.223886,0.231328,15,14,15,322.000807258505
"SYNPR",0.0759,0.0759,0.242277,0.928141,0.428361,0.532926333333333,2,10,6,0.701860211156048
"SYNRG",12.44837,12.44837,26.381385,21.870943,29.855229,26.0358523333333,714,532,650,0.497427261925791
"SYP",1.23978,1.23978,73.764496,38.134889,72.140517,61.346634,2300,1056,2035,0.0359246338783903
"SYPL1",149.46894,149.46894,16.917478,20.439151,18.385365,18.5806646666667,383,416,426,7.68456753442861
"SYPL2",28.99558,28.99558,0.196313,1.448562,0.407619,0.684164666666667,11,48,20,17.8103605862768
"SYS1",16.71168,16.71168,9.19614,9.815059,9.24,9.41706633333333,252,223,250,1.70025604457608
"SYT1",0.12651,0.12651,70.984468,52.034863,78.136487,67.0519393333333,3652,2053,3548,0.0165536796017246
"SYT10",0.0253,0.0253,0,0,0,0,0,0,0,1.0253
"SYT11",17.66049,17.66049,78.125591,59.294275,79.057728,72.159198,6342,3884,5703,0.255066902182279
"SYT12",0.01265,0.01265,0.328465,0.389074,0.344373,0.353970666666667,24,15,19,0.747911328458125
"SYT13",2.82112,2.82112,10.200067,13.280682,11.847688,11.7761456666667,824,621,819,0.299082375834945
"SYT14",0,0,1.054534,1.154467,1.06733,1.09211033333333,169,157,151,0.477986262993459
"SYT15",2.84642,2.84642,2.537311,2.584608,1.829827,2.31724866666667,123,117,101,1.15952115337349
"SYT16",0,0,1.103157,1.720685,1.447563,1.42380166666667,242,163,244,0.412575011294241
"SYT17",0.30362,0.30362,0.524527,1.54401,0.67148,0.913339,3,22,10,0.681332476889877
"SYT2",0.25302,0.25302,15.11701,9.935843,15.771227,13.6080266666667,1848,981,1703,0.0857761303831136
"SYT3",0,0,0.962333,0.442336,1.427184,0.943951,15,15,19,0.514416258434498
"SYT4",0.0253,0.0253,28.562936,28.062904,26.483582,27.7031406666667,934,665,974,0.0357208297136172
"SYT5",0,0,48.744758,32.190606,60.242513,47.0592923333333,475,264,432,0.0208076305631827
"SYT6",0,0,6.807537,3.96674,7.172252,5.98217633333333,424,210,388,0.143221819710559
"SYT7",6.16093,6.16093,9.694781,4.571716,8.707756,7.65808433333333,740,265,602,0.827080185905635
"SYT8",0,0,0.07154,0,0,0.0238466666666667,2,0,0,0.976708751961557
"SYT9",0.48073,0.48073,0.437904,0.621543,0.583982,0.547809666666667,24,26,31,0.956661553347752
"SYTL1",0.30362,0.30362,0.294585,0.37679,1.245391,0.638922,8,10,4,0.795413082501791
"SYTL2",8.98205,8.98205,7.358332,16.993344,13.567187,12.639621,118,173,148,0.731842182418412
"SYTL3",9.14651,9.14651,0.646293,0.274528,0.278528,0.399783,21,9,10,7.24863068061264
"SYTL4",13.35922,13.35922,0.7539,1.174889,0.578929,0.835906,27,37,19,7.82132636420383
"SYTL5",1.08797,1.08797,0.409612,0.325434,0.372094,0.369046666666667,30,19,24,1.52512697400137
"SYVN1",14.09297,14.09297,43.457674,29.990924,35.003531,36.1507096666667,929,665,822,0.406263302516186
"SZRD1",28.79317,28.79317,28.203858,34.451458,26.189276,29.614864,1071,1081,917,0.973160292333815
"SZT2",9.07061,9.07061,28.715489,23.983948,23.333349,25.344262,1168,928,739,0.382269581133076
"TAAR1",0,0,0,0,0,0,0,0,0,1
"TAAR2",0,0,0,0,0,0,0,0,0,1
"TAAR4P",0,0,0,0,0,0,0,0,0,1
"TAAR5",0,0,0,0,0,0,0,0,0,1
"TAAR6",0,0,0,0,0,0,0,0,0,1
"TAAR7P",0,0,0,0,0,0,0,0,0,1
"TAAR8",0,0,0,0,0,0,0,0,0,1
"TAAR9",0,0,0,0,0,0,0,0,0,1
"TAB1",5.51574,5.51574,41.276999,29.397718,25.587186,32.087301,261,206,238,0.196925702703886
"TAB2",68.70637,68.70637,16.775474,23.839829,18.702075,19.7724593333333,883,914,736,3.35571098642822
"TAB3",13.25801,13.25801,3.895165,4.241366,2.972765,3.70309866666667,310,297,255,3.03162042953809
"TAB3P1",0,0,0,0,0,0,0,0,0,1
"TAC1",0,0,8.762654,9.405323,12.56027,10.242749,102,88,135,0.0889462176910647
"TAC3",0.15181,0.15181,0.175755,0,0,0.058585,1,0,0,1.08806567257235
"TAC4",0,0,5.038161,0.705251,0.776435,2.17328233333333,3,3,4,0.315131115027374
"TACC1",78.68784,78.68784,25.672011,32.484635,17.571028,25.242558,1169,934,1069,3.0365881252887
"TACC2",294.5607,294.5607,70.553537,57.962987,80.26128,69.5926013333333,1350,906,1224,4.18685095063126
"TACC3",3.61812,3.61812,5.295792,12.760066,6.462581,8.172813,159,243,126,0.503457336369988
"TACO1",59.78757,59.78757,3.786733,6.037082,4.998141,4.940652,80,98,88,10.2324744825989
"TACR1",0.0759,0.0759,0.026787,0.049757,0.015098,0.0305473333333333,2,3,1,1.04400832955433
"TACR2",3.59282,3.59282,1.18442,1.875925,0.879732,1.313359,29,37,19,1.98534684845716
"TACR3",0,0,0.012748,0.031505,0.0146,0.0196176666666667,1,2,1,0.980759781525951
"TACSTD2",0.03795,0.03795,0.039637,0.050502,0,0.0300463333333333,1,1,0,1.00767311761704
"TADA1",17.16711,17.16711,5.901297,5.860417,5.135919,5.63254433333333,179,147,138,2.73908610134683
"TADA2A",16.38276,16.38276,5.793633,8.995086,4.12666,6.30512633333333,180,146,153,2.37952900563572
"TADA2B",10.00677,10.00677,8.180267,6.576048,5.227301,6.66120533333333,359,234,283,1.43668907451291
"TADA3",13.7514,13.7514,24.364428,23.577646,22.120855,23.3543096666667,534,427,453,0.605699779706341
"TAF1",19.95028,19.95028,21.911532,20.575268,19.290583,20.592461,721,629,593,0.970259017719194
"TAF10",124.74932,124.74932,40.484172,31.307933,37.224086,36.3387303333333,343,211,251,3.36779849977223
"TAF11",44.8217,44.8217,15.681146,14.658699,18.561083,16.3003093333333,359,288,382,2.64860582068976
"TAF12",47.69343,47.69343,8.43837,9.577997,11.628885,9.88175066666667,139,105,154,4.47477905822262
"TAF13",117.0956,117.0956,49.716426,62.496324,54.246953,55.4865676666667,533,525,514,2.09068465085177
"TAF13P2",0,0,0,0,0,0,0,0,0,1
"TAF15",250.90287,250.90287,121.264398,150.91692,121.056364,131.079227333333,1643,1493,1425,1.90721035461741
"TAF1A",3.02354,3.02354,2.362684,3.867519,2.62575,2.95198433333333,47,48,45,1.01810626273569
"TAF1B",5.25007,5.25007,8.90054,5.193684,5.62363,6.572618,123,113,127,0.825351285381093
"TAF1C",10.23448,10.23448,70.64542,67.865945,51.187467,63.232944,838,617,665,0.174902149899902
"TAF1D",79.40893,79.40893,82.239338,95.666756,81.260404,86.3888326666667,1029,900,943,0.920128207990938
"TAF2",14.10562,14.10562,8.028203,11.999654,7.387004,9.138287,300,328,263,1.48995782029055
"TAF3",11.70197,11.70197,1.646787,1.881515,1.504022,1.67744133333333,120,110,96,4.74407033381622
"TAF4",7.3754,7.3754,13.318015,16.323915,7.607645,12.416525,216,150,170,0.624260007714367
"TAF4B",1.15122,1.15122,0.566913,0.538507,0.573134,0.559518,38,30,34,1.37941338285291
"TAF5",4.61753,4.61753,2.036235,1.883656,1.846319,1.92207,97,71,77,1.92244881197234
"TAF5L",10.84172,10.84172,7.025985,7.793825,8.367619,7.729143,302,269,305,1.35657303357271
"TAF6",21.87319,21.87319,31.314346,34.419606,28.735152,31.4897013333333,408,296,338,0.704013550796568
"TAF6L",6.65431,6.65431,25.842591,20.359296,12.673655,19.6251806666667,188,151,123,0.371114809790272
"TAF7",191.59603,191.59603,38.321235,40.370397,41.291171,39.9942676666667,1271,1086,1228,4.6981210047717
"TAF7L",0.03795,0.03795,0.595881,0.433261,0.547355,0.525499,20,9,13,0.68040031491335
"TAF8",26.47808,26.47808,4.255778,3.912294,4.45225,4.206774,207,166,208,5.27737136276704
"TAF9",201.95701,201.95701,41.91708,41.231186,41.523283,41.557183,511,410,464,4.76904239643869
"TAF9B",40.07766,40.07766,7.504494,6.723224,7.546426,7.258048,288,208,258,4.97425783914068
"TAF9BP2",0,0,0,0,0,0,0,0,0,1
"TAGAP",0.44278,0.44278,0,0,0.024307,0.00810233333333333,0,0,1,1.43118406960669
"TAGLN",165.85169,165.85169,242.402604,964.385393,234.763751,480.517249333333,1383,4637,1271,0.346512383992491
"TAGLN2",59.54721,59.54721,55.370796,128.506541,68.044634,83.9739903333333,873,1587,969,0.712538151527159
"TAGLN3",0.69579,0.69579,82.485822,49.842939,89.725115,74.0179586666667,921,542,910,0.0226051205623315
"TAL1",4.61753,4.61753,0.057229,0.071949,0,0.0430593333333333,4,4,0,5.38562843021394
"TAL2",0,0,0.712888,0.175346,0.161127,0.349787,5,1,1,0.740857631611506
"TALDO1",64.37981,64.37981,238.53146,241.500574,251.398549,243.810194333333,808,638,699,0.267063265800847
"TAMM41",16.2183,16.2183,7.811402,8.161194,7.712174,7.89492333333333,119,91,103,1.93574462137017
"TANC1",48.64224,48.64224,12.077593,16.018611,11.72783,13.274678,1119,1277,930,3.47764341864664
"TANC2",2.01147,2.01147,16.104559,22.8997,10.387811,16.4640233333333,1493,1611,1223,0.172438500712035
"TANK",45.28978,45.28978,23.825714,32.874632,22.347417,26.3492543333333,261,307,233,1.69254267176059
"TAOK1",21.83524,21.83524,6.193122,7.664121,7.481625,7.112956,1194,1192,1042,2.81466336067889
"TAOK2",14.53574,14.53574,27.917542,25.331453,25.744064,26.3310196666667,1621,1201,1246,0.568428847129609
"TAOK3",35.06796,35.06796,11.156532,14.227582,15.462382,13.6154986666667,307,245,300,2.46778853206423
"TAP1",14.15622,14.15622,1.254534,2.407499,1.649572,1.770535,44,57,48,5.47050298949481
"TAP2",8.67843,8.67843,12.720567,19.070727,7.121257,12.9708503333333,172,137,145,0.692758834937057
"TAPBP",21.8985,21.8985,25.854875,22.819066,25.151249,24.6083966666667,996,723,883,0.8941793700738
"TAPBPL",10.66461,10.66461,1.960408,1.110976,3.480035,2.18380633333333,14,14,24,3.66373101211453
"TAPT1",48.65489,48.65489,11.088542,12.860379,8.510074,10.819665,227,184,215,4.20104038481632
"TARBP1",37.43365,37.43365,29.266857,20.311939,31.621803,27.0668663333333,802,442,685,1.36936021084601
"TARBP2",10.39894,10.39894,28.846688,31.772724,37.807891,32.809101,346,288,354,0.337155962827879
"TARDBP",154.63045,154.63045,143.02098,169.648012,145.650313,152.773101666667,1657,1515,1468,1.01207849951131
"TARDBPP2",0,0,0.063561,0,0.142793,0.0687846666666667,1,0,2,0.935642165525079
"TARM1",0,0,0.160664,0.07695,0,0.0792046666666667,3,1,0,0.926608298580374
"TARS2",27.50279,27.50279,35.018162,20.961356,26.816486,27.598668,295,161,227,0.996647466238637
"TARS2P1",0,0,0,0,0,0,0,0,0,1
"TAS1R1",0,0,0.121949,0,0.043204,0.055051,1,0,1,0.947821479719938
"TAS1R2",0,0,0,0,0,0,0,0,0,1
"TAS1R3",0.0506,0.0506,0.225278,0.403125,0.419381,0.349261333333333,12,17,19,0.778648267792945
"TAS2R1",0,0,0,0,0,0,0,0,0,1
"TAS2R10",0.27832,0.27832,0.394024,0.391381,0,0.261801666666667,5,4,0,1.01309106951568
"TAS2R13",0.11386,0.11386,0.045277,0,0,0.0150923333333333,1,0,0,1.09729919478589
"TAS2R14",1.78376,1.78376,2.385741,1.668394,2.739547,2.26456066666667,57,32,57,0.85272117269072
"TAS2R16",0,0,0,0,0,0,0,0,0,1
"TAS2R19",0.59459,0.59459,0.322287,0.601186,1.083374,0.668949,4,6,12,0.955445612777862
"TAS2R20",1.49279,1.49279,0.847696,0.348747,0.513193,0.569878666666667,15,5,8,1.58788704689704
"TAS2R2P",0,0,0,0,0,0,0,0,0,1
"TAS2R3",0,0,0,0.089654,0,0.0298846666666667,0,1,0,0.970982511310328
"TAS2R30",0,0,0.17228,0.267222,0.096614,0.178705333333333,4,5,2,0.848388457844709
"TAS2R31",0.58194,0.58194,0.447639,0.758347,0.176312,0.460766,6,8,2,1.08295236882567
"TAS2R38",0,0,0,0,0,0,0,0,0,1
"TAS2R39",0,0,0,0,0,0,0,0,0,1
"TAS2R4",0.30362,0.30362,0.476496,0.434844,0.582602,0.497980666666667,37,27,40,0.870251551978196
"TAS2R40",0,0,0.077311,0,0.087224,0.054845,1,0,1,0.948006579165659
"TAS2R41",0,0,0,0,0,0,0,0,0,1
