"Hs_symbol","Heart","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"RPL12P39",0,0,0,0,0,0,0,0,0,1
"RPL12P43",0,0,0,0,0,0,0,0,0,1
"RPL12P8",0,0,0,0,0.351406,0.117135333333333,0,0,3,0.895146693656334
"RPL13",248.81549,248.81549,358.295801,428.376741,522.854331,436.508957666667,2405,4062,5017,0.570995143350486
"RPL13A",706.0905,706.0905,332.794585,431.221498,421.165129,395.060404,2857,4940,4975,1.78530974785351
"RPL13AP",0,0,0,0,0,0,0,0,0,1
"RPL13AP17",0,0,0.425538,0.125645,0.048474,0.199885666666667,5,1,2,0.833412739047081
"RPL13AP2",0,0,0.606635,0,0.140635,0.24909,3,0,1,0.800582824296088
"RPL13AP20",0,0,0,0.147458,0,0.0491526666666667,0,1,0,0.953150129406016
"RPL13AP25",0.37952,0.37952,0,0,0,0,0,0,0,1.37952
"RPL13AP3",0,0,0.157278,0.115065,0.097888,0.123410333333333,1,2,3,0.890146699143174
"RPL13AP5",1.42954,1.42954,0,0,1.033675,0.344558333333333,0,0,10,1.80694280029997
"RPL13AP6",0,0,0,0,0,0,0,0,0,1
"RPL13P",0,0,0,0,0,0,0,0,0,1
"RPL13P12",0.17711,0.17711,0.486384,0.178312,0.156102,0.273599333333333,3,2,2,0.92423886319036
"RPL13P2",0,0,0,0,0,0,0,0,0,1
"RPL13P4",0,0,0,0,0,0,0,0,0,1
"RPL13P5",2.32774,2.32774,9.369696,10.776279,6.652536,8.932837,67,113,96,0.335024122514041
"RPL13P6",0,0,0.151477,0,0,0.0504923333333333,1,0,0,0.951934600823677
"RPL14",684.1414,684.1414,2254.591402,2327.411866,2089.977347,2223.99353833333,3491,4682,4655,0.307929613365626
"RPL14P1",1.21447,1.21447,1.847492,1.882267,1.799143,1.84296733333333,12,17,17,0.778929104824982
"RPL15",470.59627,470.59627,559.901879,597.96826,609.327173,589.065770666667,8991,13125,13739,0.799226617512794
"RPL15P1",0,0,0,0,0,0,0,0,0,1
"RPL15P18",0,0,0,0,0.112411,0.0374703333333333,0,0,1,0.963882983320648
"RPL15P20",0,0,0.521009,0.126654,0.358974,0.335545666666667,3,1,3,0.748757623912523
"RPL15P3",0.18976,0.18976,0,0,0.548562,0.182854,0,0,5,1.00583842130982
"RPL15P4",0,0,0,0,0,0,0,0,0,1
"RPL17",1367.00506,1367.00506,372.113654,395.616233,435.976184,401.235357,1949,2854,3396,3.40100649083417
"RPL17P1",0,0,0,0,0,0,0,0,0,1
"RPL17P11",0,0,0,0,0,0,0,0,0,1
"RPL17P17",0.43013,0.43013,0,0,0,0,0,0,0,1.43013
"RPL17P20",0,0,0,0,0,0,0,0,0,1
"RPL17P22",0,0,0,0.145406,0,0.0484686666666667,0,1,0,0.953771945497656
"RPL17P25",0.21506,0.21506,0,0,0,0,0,0,0,1.21506
"RPL17P26",0,0,0.196653,0,0,0.065551,1,0,0,0.938481593091274
"RPL17P33",0,0,0,0,0.134396,0.0447986666666667,0,0,1,0.957122201534203
"RPL17P37",0,0,0,0,0,0,0,0,0,1
"RPL17P41",0,0,0,0,0,0,0,0,0,1
"RPL17P44",0,0,0.197774,0,0,0.0659246666666667,1,0,0,0.938152602404047
"RPL17P46",0,0,0,0,0,0,0,0,0,1
"RPL18",278.13999,278.13999,232.03064,276.388445,278.597306,262.338797,1340,2304,2421,1.0600032854255
"RPL18A",109.25211,109.25211,152.087702,201.704357,215.450127,189.747395333333,773,1441,1732,0.578000605498875
"RPL18AP14",0,0,0,0,0,0,0,0,0,1
"RPL18AP15",0,0,0,0,0,0,0,0,0,1
"RPL18AP16",0,0,0,0,0,0,0,0,0,1
"RPL18AP2",0.26567,0.26567,0,0.18036,0,0.06012,0,1,0,1.19389314417236
"RPL18AP3",0,0,135.133181,157.933147,128.358281,140.474869666667,657,1057,908,0.00706839315248094
"RPL18AP7",0.24036,0.24036,1.239318,0.908316,0.7172,0.954944666666667,6,6,5,0.634473200776015
"RPL18AP8",0,0,0,0,0,0,0,0,0,1
"RPL18P10",0.22771,0.22771,0,0,0,0,0,0,0,1.22771
"RPL18P11",0,0,0,0,0,0,0,0,0,1
"RPL18P13",0,0,0,0,0,0,0,0,0,1
"RPL19",658.58683,658.58683,391.153983,408.322214,430.49015,409.988782333333,2718,3799,4217,1.60487793913811
"RPL19P1",0,0,0,0,0,0,0,0,0,1
"RPL19P13",0,0,0,0,0.121244,0.0404146666666667,0,0,1,0.96115523169608
"RPL19P14",0,0,0,0,0,0,0,0,0,1
"RPL19P18",0,0,0,0,0,0,0,0,0,1
"RPL19P20",0,0,0,0,0.355807,0.118602333333333,0,0,3,0.893972746346855
"RPL19P21",0,0,0,0,0,0,0,0,0,1
"RPL21",2438.60182,2438.60182,105.257731,117.610005,97.735771,106.867835666667,510,781,709,22.616582644143
"RPL21P1",0,0,0,0,0,0,0,0,0,1
"RPL21P103",0,0,0,0,0,0,0,0,0,1
"RPL21P104",0,0,0,0,0,0,0,0,0,1
"RPL21P106",0,0,0.253942,0,0,0.0846473333333333,1,0,0,0.921958658144491
"RPL21P107",0,0,0,0,0,0,0,0,0,1
"RPL21P109",0,0,0,0,0,0,0,0,0,1
"RPL21P110",0,0,0,0,0,0,0,0,0,1
"RPL21P111",0,0,0,0,0,0,0,0,0,1
"RPL21P112",0,0,0,0,0,0,0,0,0,1
"RPL21P116",0.53133,0.53133,0.288728,0.209359,0.394337,0.297474666666667,1,1,2,1.1802388434559
"RPL21P119",0.797,0.797,0,0,0,0,0,0,0,1.797
"RPL21P120",0.25302,0.25302,0,0.405727,0.188022,0.197916333333333,0,2,1,1.04599959540858
"RPL21P122",0,0,0.324995,0.237484,0.22668,0.263053,1,1,1,0.791732413445833
"RPL21P123",0.35422,0.35422,0,0,0,0,0,0,0,1.35422
"RPL21P126",0,0,0,0,0,0,0,0,0,1
"RPL21P127",0,0,0,0,0.176107,0.0587023333333333,0,0,1,0.94455256072922
"RPL21P131",0.26567,0.26567,0,0.184736,0,0.0615786666666667,0,1,0,1.19225267023703
"RPL21P2",0,0,0,0,0,0,0,0,0,1
"RPL21P24",0,0,0,0,0,0,0,0,0,1
"RPL21P28",0.26567,0.26567,1.542313,0.386505,0.350078,0.759632,6,2,2,0.719281076952454
"RPL21P3",0,0,0.605534,0.652787,0.616691,0.625004,2,3,4,0.615383100595445
"RPL21P4",0,0,0,0,0,0,0,0,0,1
"RPL21P40",0.26567,0.26567,0,0,0,0,0,0,0,1.26567
"RPL21P54",0,0,0.537383,0.198805,0.37263,0.369606,2,1,2,0.730136988301745
"RPL21P65",0,0,0,0,0,0,0,0,0,1
"RPL21P66",0,0,0,0,0,0,0,0,0,1
"RPL22",723.09314,723.09314,84.629046,100.48735,97.225091,94.113829,1676,2989,2873,7.61291126235702
"RPL22L1",49.12297,49.12297,9.090571,4.423195,4.587632,6.03379933333333,42,31,33,7.12601648478456
"RPL22P19",0.30362,0.30362,0,0.343098,0,0.114366,0,1,0,1.16983109678508
"RPL23",1780.8373,1780.8373,818.085567,839.932521,912.725616,856.914568,1776,2513,2819,2.07694025309989
"RPL23A",701.94104,701.94104,263.215908,272.790968,274.90892,270.305265333333,1554,2198,2353,2.59095981471774
"RPL23AP1",12.78994,12.78994,1.257754,0.237919,1.325449,0.940374,5,1,7,7.10684641208344
"RPL23AP10",0,0,0,0,0.363336,0.121112,0,0,2,0.891971542539907
"RPL23AP12",0,0,0,0,0,0,0,0,0,1
"RPL23AP22",0,0,0,0,0,0,0,0,0,1
"RPL23AP23",0,0,0,0,0,0,0,0,0,1
"RPL23AP3",0,0,0,0,0,0,0,0,0,1
"RPL23AP4",0,0,0,0,0,0,0,0,0,1
"RPL23AP50",0,0,0.566061,0,0,0.188687,2,0,0,0.841264353021443
"RPL23AP6",0,0,0,0.383748,0.360147,0.247965,0,2,2,0.801304523764689
"RPL23AP62",0,0,0,0,0,0,0,0,0,1
"RPL23AP67",0,0,0.259023,0,0,0.086341,1,0,0,0.920521272786353
"RPL23AP69",0,0,0,0,0,0,0,0,0,1
"RPL23AP72",0,0,0,0,0,0,0,0,0,1
"RPL23AP76",0,0,0,0,0,0,0,0,0,1
"RPL23AP77",0,0,0,0,0,0,0,0,0,1
"RPL23AP80",0,0,0,0.720941,0.453175,0.391372,0,3,2,0.718715052480573
"RPL23AP83",0,0,0,0,0.179565,0.059855,0,0,1,0.943525293554307
"RPL23P2",2.64401,2.64401,12.83242,9.654258,9.778005,10.7548943333333,38,39,42,0.309999383802769
"RPL23P8",0,0,0,0,0,0,0,0,0,1
"RPL24",1294.3896,1294.3896,271.83897,276.654858,290.342265,279.612031,1459,2019,2269,4.61630100243279
"RPL24P2",0.27832,0.27832,1.303192,0.383973,0.360234,0.682466333333333,5,2,2,0.759789348930013
"RPL24P4",0,0,2.290629,1.45443,1.10369,1.61624966666667,7,6,5,0.382226517882022
"RPL26",2889.7412,2889.7412,622.371499,713.748704,811.710752,715.943651666667,1904,3080,3497,4.03203402844832
"RPL26L1",33.20829,33.20829,66.28286,63.966212,78.090015,69.4463623333333,180,266,314,0.485593419829622
"RPL26P20",0.31627,0.31627,0,0,0,0,0,0,0,1.31627
"RPL26P3",0,0,0,0,0,0,0,0,0,1
"RPL26P31",0,0,0,0,0,0,0,0,0,1
"RPL26P34",0,0,0,0,0,0,0,0,0,1
"RPL26P35",0,0,0,0,0.190659,0.063553,0,0,1,0.940244632848575
"RPL26P37",0,0,0,0,0,0,0,0,0,1
"RPL26P9",0,0,0,0,0,0,0,0,0,1
"RPL27",1101.37669,1101.37669,541.818869,605.352982,598.188844,581.786898333333,1483,2142,2300,1.89156052264147
"RPL27A",1064.32256,1064.32256,597.431865,660.885627,684.362073,647.559855,1618,2449,2528,1.64259713546408
"RPL27AP8",0,0,0,0,0,0,0,0,0,1
"RPL27P12",0,0,0,0,0,0,0,0,0,1
"RPL28",68.18769,68.18769,206.443974,261.232864,265.712293,244.463043666667,1050,1789,1891,0.28186601521146
"RPL29",359.19353,359.19353,266.422108,292.25522,316.412017,291.696448333333,1663,2406,2819,1.23060437545794
"RPL29P2",0,0,0,0,0,0,0,0,0,1
"RPL29P29",0,0,0,0,0,0,0,0,0,1
"RPL3",201.93171,201.93171,353.458455,410.183453,418.767315,394.136407666667,4091,6723,7204,0.513573809101366
"RPL30",1655.32893,1655.32893,977.570988,1025.951277,1119.440357,1040.98754066667,1550,2349,2645,1.58958611821815
"RPL30P13",0,0,0,0,0,0,0,0,0,1
"RPL30P5",0,0,0,0,0,0,0,0,0,1
"RPL31",1382.56552,1382.56552,907.79713,1065.721525,1113.604474,1029.041043,2174,3430,3862,1.3432139713291
"RPL31P1",0,0,0,0,0,0,0,0,0,1
"RPL31P11",0.06325,0.06325,0.046156,0,0,0.0153853333333333,1,0,0,1.04713941111355
"RPL31P2",0,0,0.983947,0,0.334493,0.43948,2,0,1,0.694695306638508
"RPL31P20",0,0,0,0,0,0,0,0,0,1
"RPL31P41",0,0,0,0,0,0,0,0,0,1
"RPL31P49",0.80965,0.80965,0,0,0,0,0,0,0,1.80965
"RPL31P50",0,0,0,0,0,0,0,0,0,1
"RPL31P52",0.8476,0.8476,0.491705,1.081632,0.677564,0.750300333333333,1,3,2,1.05559026917476
"RPL31P53",0,0,0,0,0,0,0,0,0,1
"RPL31P54",0,0,0,0,0,0,0,0,0,1
"RPL31P56",0,0,0,0,0,0,0,0,0,1
"RPL31P57",0.40482,0.40482,0,0,0,0,0,0,0,1.40482
"RPL31P58",0,0,0.446536,0,0,0.148845333333333,1,0,0,0.870439188797099
"RPL31P59",0,0,0,0,0,0,0,0,0,1
"RPL31P60",0,0,0,0,0,0,0,0,0,1
"RPL31P61",0,0,1.402442,0.340706,0.316856,0.686668,3,1,1,0.59288490681035
"RPL31P63",0,0,0,0.346655,0.651421,0.332692,0,1,2,0.750360923604254
"RPL31P7",0,0,0,0,0,0,0,0,0,1
"RPL31P9",0,0,0,0,0,0,0,0,0,1
"RPL32",1551.92148,1551.92148,441.677711,479.6467,500.33065,473.885020333333,2508,3843,4130,3.27009994737245
"RPL32P1",0,0,0,0,0,0,0,0,0,1
"RPL32P26",0,0,0,0,0,0,0,0,0,1
"RPL32P29",19.64666,19.64666,9.547341,7.600463,5.689639,7.612481,25,28,22,2.39729527414923
"RPL32P3",7.18564,7.18564,16.923265,17.472373,14.669641,16.355093,150,216,158,0.471656360470094
"RPL32P35",0,0,0,0,0,0,0,0,0,1
"RPL34",1357.78265,1357.78265,306.04186,317.749565,331.097765,318.296396666667,1062,1502,1656,4.25555272212645
"RPL34P1",0,0,0,0,0,0,0,0,0,1
"RPL34P17",0,0,0,0,0,0,0,0,0,1
"RPL34P21",0,0,0,0,0,0,0,0,0,1
"RPL34P23",0,0,0,0.390314,0,0.130104666666667,0,1,0,0.884873790451268
"RPL34P26",0,0,0,0.817651,0,0.272550333333333,0,2,0,0.785823533895581
"RPL34P27",0,0,0,0.430628,0,0.143542666666667,0,1,0,0.874475460469628
"RPL34P29",0,0,0,0,0,0,0,0,0,1
"RPL34P3",0,0,0,0,0,0,0,0,0,1
"RPL34P31",0,0,0.477808,0,0,0.159269333333333,1,0,0,0.862612312123038
"RPL35",156.74313,156.74313,303.61118,331.03488,304.400604,313.015554666667,1090,1608,1559,0.502341771468765
"RPL35A",1299.66498,1299.66498,252.834931,276.48667,273.300492,267.540697666667,1316,1840,2029,4.84345572682799
"RPL35AP",0,0,0,0,0,0,0,0,0,1
"RPL35AP12",0,0,0,0,0,0,0,0,0,1
"RPL35AP18",0,0,0,0,0,0,0,0,0,1
"RPL35AP26",0,0,0.805851,1.181783,0.555226,0.84762,1,2,1,0.541236834414003
"RPL35AP3",0,0,0,0,0,0,0,0,0,1
"RPL35AP30",0,0,0,0,0,0,0,0,0,1
"RPL35AP4",0,0,0,0,0,0,0,0,0,1
"RPL35P1",0,0,0,8.8e-05,0.000144,7.73333333333333e-05,0,0,0,0.999922672646649
"RPL35P3",0,0,0,0,0,0,0,0,0,1
"RPL35P5",0,0,0,0.426565,0.382015,0.269526666666667,0,1,1,0.787695151473778
"RPL35P6",11.95498,11.95498,0,0.345888,0,0.115296,0,1,0,11.6157325050928
"RPL35P9",0,0,0,0,0,0,0,0,0,1
"RPL36",27.84436,27.84436,387.925732,440.181553,556.980614,461.695966333333,1199,1800,2063,0.0623397697381699
"RPL36A",891.10812,891.10812,74.536758,75.697981,86.741188,78.9919756666667,272,375,412,11.1524701392236
"RPL36AL",361.02789,361.02789,56.618586,52.352346,59.24144,56.0707906666667,409,515,615,6.34348824978606
"RPL36AP41",0,0,0,0,0,0,0,0,0,1
"RPL36AP45",0,0,0,0,0.590808,0.196936,0,0,1,0.835466557944619
"RPL36AP48",0,0,0,0,0,0,0,0,0,1
"RPL36P1",0,0,0,0,0,0,0,0,0,1
"RPL36P19",0,0,2.146365,0,0,0.715455,2,0,0,0.582935722592548
"RPL37",725.88896,725.88896,299.736397,362.208221,360.004668,340.649762,2576,4236,4107,2.12758514961295
"RPL37A",1787.3904,1787.3904,890.739909,1040.018661,1088.811752,1006.52344066667,2630,4163,4584,1.77503602180873
"RPL37P1",0,0,0,0,0,0,0,0,0,1
"RPL37P15",0,0,0,0,0,0,0,0,0,1
"RPL37P21",0,0,0,0,0,0,0,0,0,1
"RPL38",1103.36286,1103.36286,779.541363,963.227505,851.233484,864.667450666667,1201,1880,2019,1.27573568712733
"RPL39",2480.99458,2480.99458,348.099343,402.699385,420.613606,390.470778,855,1338,1489,6.34017842322831
"RPL39L",11.42365,11.42365,7.823376,7.682442,11.029867,8.84522833333333,64,86,123,1.26189556802221
"RPL39P28",0,0,0,0,0,0,0,0,0,1
"RPL3L",102.29419,102.29419,0.122057,0.088863,0.158274,0.123064666666667,4,4,8,91.9752825156402
"RPL3P1",0,0,0.05957,0,0,0.0198566666666667,1,0,0,0.980529943750266
"RPL3P2",0,0,0.062208,0.045594,0.129005,0.0789356666666667,1,1,3,0.926839320354905
"RPL3P4",1.97352,1.97352,309.946263,359.549534,376.689191,348.728329333333,946,1481,1650,0.00850237098512508
"RPL3P6",0,0,0.089768,0,0.041806,0.043858,1,0,1,0.957984706732142
"RPL3P9",0,0,0.094614,0,0.043175,0.0459296666666667,2,0,1,0.956087232124276
"RPL4",1691.91498,1691.91498,871.039294,1039.469594,1066.449128,992.319338666667,6283,10246,11073,1.70430083670011
"RPL41",2460.87984,2460.87984,6274.083463,5810.608652,6281.807913,6122.166676,3597,4677,5477,0.40205990956435
"RPL5",1473.3475,1473.3475,1364.566865,1711.078584,1594.607292,1556.75091366667,3125,5096,5268,0.946459082171006
"RPL5P13",0,0,0,0,0,0,0,0,0,1
"RPL5P2",0,0,0,0,0.066868,0.0222893333333333,0,0,1,0.978196648828707
"RPL5P24",0,0,0,0,0,0,0,0,0,1
"RPL5P29",0,0,0.18292,0,0,0.0609733333333333,2,0,0,0.9425307579204
"RPL5P3",0,0,0,0,0.127002,0.042334,0,0,2,0.959385379350573
"RPL5P30",4.35187,4.35187,1.560469,1.560061,1.582668,1.56773266666667,17,23,25,2.08427850355138
"RPL5P31",0,0,0,0,0,0,0,0,0,1
"RPL5P32",0,0,0,0,0,0,0,0,0,1
"RPL5P33",0,0,0,0,0,0,0,0,0,1
"RPL5P7",0,0,0,0,0,0,0,0,0,1
"RPL6",1183.75855,1183.75855,1094.564397,1139.675707,1210.202733,1148.14761233333,4776,7275,7888,1.03098900200851
"RPL6P12",0,0,0,0,0,0,0,0,0,1
"RPL6P25",0,0,0,0,0,0,0,0,0,1
"RPL6P27",6.43925,6.43925,3.814632,5.176633,3.3874,4.12622166666667,40,74,52,1.45121504369853
"RPL6P29",0,0,0,0,0,0,0,0,0,1
"RPL6P30",0,0,0,0,0,0,0,0,0,1
"RPL6P7",0,0,0,0,0,0,0,0,0,1
"RPL7",1982.27563,1982.27563,440.856369,447.447447,479.468313,455.924043,3065,4269,4829,4.3404930433919
"RPL7A",815.06429,815.06429,389.537575,420.469513,473.968738,427.991942,3778,5970,6540,1.902283493241
"RPL7AP11",0.12651,0.12651,0,0,0.249991,0.0833303333333333,0,0,3,1.03985826422289
"RPL7AP14",0,0,0.207954,0,0,0.069318,2,0,0,0.935175504386908
"RPL7AP26",0.12651,0.12651,0.102284,0.527343,0.141714,0.257113666666667,1,7,2,0.896108307363349
"RPL7AP30",0.12651,0.12651,0.140381,0.204363,0.095757,0.146833666666667,1,3,1,0.982278453050878
"RPL7AP31",0.12651,0.12651,0.352199,0.087781,0,0.14666,3,1,0,0.98242722341409
"RPL7AP33",1.39159,1.39159,0,0,0,0,0,0,0,2.39159
"RPL7AP34",0,0,0,0.076421,0.071788,0.049403,0,1,1,0.952922757034237
"RPL7AP38",0,0,0,0,0.073595,0.0245316666666667,0,0,1,0.976055726274932
"RPL7AP57",0,0,0,0,0,0,0,0,0,1
"RPL7AP58",0,0,0,0,0,0,0,0,0,1
"RPL7AP6",5.49044,5.49044,0.161975,0.477343,0,0.213106,2,6,0,5.35026617624511
"RPL7AP60",0.13916,0.13916,0.629969,0.155451,0,0.261806666666667,6,2,0,0.902800746020257
"RPL7AP61",0,0,0,0,0,0,0,0,0,1
"RPL7AP64",0,0,0,0,0,0,0,0,0,1
"RPL7AP65",0,0,0,0,0,0,0,0,0,1
"RPL7AP66",0,0,0.25021,0.141996,0,0.130735333333333,2,2,0,0.88438025285021
"RPL7AP7",0,0,0.106072,0,0.073322,0.059798,1,0,1,0.943576039962332
"RPL7AP71",0,0,0,0.089133,0,0.029711,0,1,0,0.971146273080505
"RPL7AP72",0,0,0,0,0,0,0,0,0,1
"RPL7AP73",0,0,0,0,0,0,0,0,0,1
"RPL7AP8",0,0,0,0,0,0,0,0,0,1
"RPL7L1",58.69961,58.69961,49.779319,47.818197,37.359392,44.985636,2214,3083,2707,1.29822299293632
"RPL7L1P1",0,0,0,0,0,0,0,0,0,1
"RPL7L1P10",0,0,0.5448,0,0,0.1816,2,0,0,0.846310088016249
"RPL7L1P12",0,0,0,0,0.104192,0.0347306666666667,0,0,1,0.966435065872214
"RPL7L1P2",0,0,0,0,0,0,0,0,0,1
"RPL7L1P8",0,0,0,0,0,0,0,0,0,1
"RPL7L1P9",0,0,0,0,0,0,0,0,0,1
"RPL7P22",0,0,0,0,0,0,0,0,0,1
"RPL7P3",8.95675,8.95675,0.244188,0,0.169521,0.137903,2,0,2,8.75008678244103
"RPL7P36",0,0,0,0,0,0,0,0,0,1
"RPL7P4",0,0,0,0,0.083839,0.0279463333333333,0,0,1,0.972813431570195
"RPL7P44",0,0,0.118595,0,0.164286,0.0942936666666667,1,0,2,0.913831479118494
"RPL7P45",0,0,0,0,0,0,0,0,0,1
"RPL7P47",0,0,0,0,0,0,0,0,0,1
"RPL7P48",0,0,0,0,0,0,0,0,0,1
"RPL7P5",0,0,0,0,0,0,0,0,0,1
"RPL7P53",0,0,0,0,0,0,0,0,0,1
"RPL7P54",0,0,0,0,0,0,0,0,0,1
"RPL7P55",0,0,0,0,0,0,0,0,0,1
"RPL7P56",0,0,0,0,0,0,0,0,0,1
"RPL7P57",0,0,0,0.093551,0.32944,0.140997,0,1,4,0.876426493671763
"RPL8",355.4742,355.4742,493.976447,561.241835,618.7692,557.995827333333,2951,4581,5427,0.637704581267709
"RPL8P2",0,0,0,0,0,0,0,0,0,1
"RPL9",1509.57933,1509.57933,439.326812,508.857902,485.573154,477.919289333333,1154,1837,1812,3.15414175967471
"RPL9P16",1.05001,1.05001,0,0,0,0,0,0,0,2.05001
"RPL9P18",0,0,0,0,0,0,0,0,0,1
"RPL9P2",0,0,0.38948,0.57397,0.268241,0.410563666666667,2,4,2,0.708936451172829
"RPL9P25",0.59459,0.59459,1.235781,0,1.380089,0.871956666666667,7,0,11,0.851830615737188
"RPL9P28",0.20241,0.20241,0,0,0,0,0,0,0,1.20241
"RPL9P30",0,0,0,0.131543,0,0.0438476666666667,0,1,0,0.957994190084568
"RPL9P32",0,0,0.335383,0,0.344613,0.226665333333333,2,0,3,0.815218277411171
"RPL9P33",0.41748,0.41748,0,0,0.127273,0.0424243333333333,0,0,1,1.35979174187863
"RPL9P7",0.64519,0.64519,0,0.716582,0.695917,0.470833,0,5,6,1.11854302969814
"RPL9P8",0,0,453.662512,508.711904,514.860385,492.411600333333,2530,3857,4171,0.00202670549157019
"RPLP0",664.54534,664.54534,496.147693,620.433549,591.133413,569.238218333333,3371,5493,5521,1.16713562613398
"RPLP0P11",0,0,0,0,0,0,0,0,0,1
"RPLP0P2",0.46808,0.46808,0.573794,0.130865,0.157889,0.287516,23,8,13,1.14024214068019
"RPLP0P6",0.63254,0.63254,0.592081,0.449164,0.914457,0.651900666666667,7,8,16,0.988279763391746
"RPLP1",138.08324,138.08324,778.018664,1081.616459,955.981014,938.538712333333,1358,2204,2359,0.148033538346268
"RPLP1P13",0,0,2.252753,0,0,0.750917666666667,2,0,0,0.571129082216506
"RPLP2",85.78492,85.78492,520.239369,623.598578,589.248283,577.69541,1013,1608,1650,0.149966491007765
"RPLP2P1",0,0,0,0,0,0,0,0,0,1
"RPN1",87.60663,87.60663,66.588832,69.030618,60.52693,65.3821266666667,2009,2844,2854,1.33479649491997
"RPN2",99.03029,99.03029,109.070387,97.563811,101.270614,102.634937333333,1865,2374,2265,0.965217836512611
"RPP14",33.3095,33.3095,9.529712,9.509652,6.670031,8.56979833333333,418,601,460,3.58518526774946
"RPP21",8.60253,8.60253,34.220786,36.700539,35.120219,35.3471813333333,182,252,263,0.264189124101177
"RPP25",1.17652,1.17652,2.99926,2.067404,3.384604,2.81708933333333,104,99,181,0.570204103161327
"RPP25L",12.208,12.208,2.483911,2.273149,3.732394,2.829818,27,35,63,3.44872785077515
"RPP30",47.01029,47.01029,14.682908,12.294215,11.14911,12.7087443333333,151,211,190,3.50216539404423
"RPP38",12.84054,12.84054,5.438035,6.043476,6.496407,5.99263933333333,80,120,142,1.97930128242469
"RPP40",7.53986,7.53986,7.722963,8.553564,6.701623,7.65938333333333,84,141,115,0.986197246532182
"RPP40P1",0,0,0,0,0,0,0,0,0,1
"RPRD1A",51.15974,51.15974,27.014831,26.339051,22.753116,25.3689993333333,1617,1924,1829,1.97807051153679
"RPRD1B",45.13797,45.13797,15.332524,13.90873,12.16015,13.800468,468,620,527,3.1173318303178
"RPRD2",15.04177,15.04177,10.434709,10.270798,8.148304,9.617937,1112,1516,1293,1.51081796774647
"RPRM",0,0,10.568055,3.757941,2.382153,5.569383,210,103,71,0.152221296885872
"RPRML",0,0,0.180959,0,0,0.0603196666666667,2,0,0,0.943111809991892
"RPS10",315.62425,315.62425,245.213599,316.397095,296.465293,286.025329,1517,2641,2619,1.10312302786351
"RPS10P14",0,0,0,0,0,0,0,0,0,1
"RPS10P2",0,0,0,0,0,0,0,0,0,1
"RPS10P20",0,0,0,0,0,0,0,0,0,1
"RPS10P21",0,0,0,0,0,0,0,0,0,1
"RPS10P27",0,0,0,0,0,0,0,0,0,1
"RPS10P3",0,0,0.300936,0,0,0.100312,1,0,0,0.90883313096649
"RPS11",1144.21222,1144.21222,387.553999,478.914667,484.412976,450.293880666667,2003,3307,3542,2.53761965109798
"RPS11P1",0,0,0,0,0,0,0,0,0,1
"RPS11P5",0.26567,0.26567,0.761416,0.37956,0.531319,0.557431666666667,3,2,3,0.812664868121555
"RPS11P7",0,0,0,0,0,0,0,0,0,1
"RPS12",820.93425,820.93425,282.27203,357.096907,298.106142,312.491693,1250,2138,1928,2.62186931377477
"RPS12P15",0,0,0,0,0,0,0,0,0,1
"RPS12P20",0,0,0.859761,0,0.601967,0.487242666666667,2,0,2,0.672385228324093
"RPS12P24",0,0,0,0,0,0,0,0,0,1
"RPS12P28",0.64519,0.64519,0,0,0,0,0,0,0,1.64519
"RPS12P31",0,0,0.389404,0.571063,0.268297,0.409588,1,2,1,0.709427151763494
"RPS12P5",0.41748,0.41748,0,0,0,0,0,0,0,1.41748
"RPS13",1352.0898,1352.0898,254.90627,346.843091,346.179822,315.976394333333,1231,2266,2409,4.26873995726346
"RPS14",631.93164,631.93164,222.246775,230.089286,236.566944,229.634335,1379,1994,2189,2.74430795397398
"RPS14P7",0,0,0,0,0,0,0,0,0,1
"RPS15",29.48896,29.48896,189.342927,243.135859,264.168217,232.215667666667,843,1493,1725,0.130732897600935
"RPS15A",1775.77699,1775.77699,189.38037,225.227802,220.256785,211.621652333333,1103,1774,1878,8.35651952894475
"RPS15AP1",0.37952,0.37952,0.45804,0,0,0.15268,1,0,0,1.19679355935732
"RPS15AP16",0,0,0.518047,0.380493,0.356931,0.418490333333333,1,1,1,0.704974842972728
"RPS15AP18",0,0,0.405743,0,0,0.135247666666667,1,0,0,0.880865056464918
"RPS15AP24",0,0,0.398882,0.293321,0,0.230734333333333,1,1,0,0.812523038413652
"RPS15AP25",0,0,0,0,0,0,0,0,0,1
"RPS15AP3",0,0,0,0,0,0,0,0,0,1
"RPS15AP32",0,0,0,0,0,0,0,0,0,1
"RPS15AP34",0,0,0,0,0,0,0,0,0,1
"RPS15AP40",0,0,0,0,0.285171,0.095057,0,0,1,0.913194472981772
"RPS15AP5",0,0,0,0,0,0,0,0,0,1
"RPS15P5",0,0,0.638977,0.231143,0,0.29004,2,1,0,0.775169762177917
"RPS15P9",0,0,0,0,0,0,0,0,0,1
"RPS16",575.10435,575.10435,181.666263,248.899737,206.001838,212.189279333333,731,1330,1183,2.7023138865216
"RPS16P8",0,0,0,0,0,0,0,0,0,1
"RPS17",1.94822,1.94822,378.298005,444.746783,474.707843,432.584210333333,1587,2538,2894,0.00679964798010853
