"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"SOX10","Sox10",14.299477,9.064807,11.382642,431,636,827,11.5823086666667,171.02432,171.02432,0.0731426153387304
"SOX11","Sox11",1.824156,0.641876,0.426295,226,144,95,0.964109,1.84633,1.84633,0.690049642873455
"SOX12","Sox12",2.679085,1.524802,1.621758,150,166,183,1.94188166666667,27.63275,27.63275,0.102745341144901
"SOX13","Sox13",2.993017,2.309469,2.385448,113,140,181,2.56264466666667,23.19325,23.19325,0.147257795735036
"SOX14","Sox14",0.2842,0.566814,0.949576,8,26,37,0.600196666666667,0,0,1.60019666666667
"SOX15","Sox15",0,0,0,0,0,0,0,14.21054,14.21054,0.06574388548993
"SOX17","Sox17",2.094041,2.776538,2.754684,42,90,66,2.54175433333333,1.49366,1.49366,1.42030362332208
"SOX18","Sox18",2.872785,2.469266,2.078808,53,93,82,2.47361966666667,5.33154,5.33154,0.548621609697904
"SOX2","Sox2",9.662842,8.297309,9.290101,264,424,469,9.08341733333333,50.14141,50.14141,0.197167370499432
"SOX21","Sox21",1.821647,1.743357,1.619564,85,161,154,1.72818933333333,5.06186,5.06186,0.450058122974357
"SOX3","Sox3",0.747967,0.676354,0.487427,14,27,21,0.637249333333333,2.53093,2.53093,0.463687848055139
"SOX30","Sox30",0,0.057017,0.056433,0,4,4,0.0378166666666667,0.24894,0.24894,0.830957985705211
"SOX4","Sox4",3.738644,2.193926,2.179752,243,266,263,2.70410733333333,5.97465,5.97465,0.531081464063908
"SOX5","Sox5",14.50873,2.729375,2.172146,505,274,252,6.47008366666667,9.08644,9.08644,0.7406065635315
"SOX6","Sox6",10.653652,1.419452,2.002703,387,206,237,4.69193566666667,10.66309,10.66309,0.488029815997876
"SOX7","Sox7",0.640718,0.262257,0.328563,31,23,29,0.410512666666667,2.03304,2.03304,0.465049147609879
"SOX8","Sox8",12.435249,11.908278,11.877133,447,865,842,12.0735533333333,218.21989,218.21989,0.059636711492435
"SOX9","Sox9",5.041566,2.271414,3.196423,290,240,331,3.50313433333333,20.01922,20.01922,0.214238888661584
"SP1","Sp1",15.773902,1.306241,7.982256,431,242,291,8.354133,13.87861,13.87861,0.628696699490073
"SP100","Sp100",2.71952,2.270509,1.488599,41,62,74,2.15954266666667,21.90704,21.90704,0.13792889289348
"SP110","Sp110",0.970072,0.652623,0.662149,19,26,34,0.761614666666667,14.04457,14.04457,0.117093055279524
"SP2","Sp2",4.211212,1.623938,2.081665,183,134,164,2.63893833333333,15.91165,15.91165,0.215173465234518
"SP3","Sp3",16.207527,10.27581,10.172418,749,747,546,12.218585,17.11488,17.11488,0.729708670441096
"SP4","Sp4",4.22188,2.780593,3.075054,328,351,270,3.35917566666667,5.39378,5.39378,0.681783806553661
"SP5","Sp5",0.091037,0.087277,0.102566,2,4,5,0.0936266666666667,3.92086,3.92086,0.222242995465562
"SP6","Sp6",0.117754,0.092848,0.090563,6,9,9,0.100388333333333,0.18671,0.18671,0.927259678719597
"SP7","Sp7",0.432161,0.317451,0.339667,19,26,28,0.363093,0.6846,0.6846,0.809149352962128
"SP8","Sp8",0.377929,0.159722,0.150823,23,16,15,0.229491333333333,0,0,1.22949133333333
"SP9","Sp9",0.674501,0.245842,0.36001,39,27,28,0.426784333333333,0.80907,0.80907,0.788683872560671
"SPA17","Spa17",3.300622,4.026283,5.424372,16,50,66,4.25042566666667,11.51365,11.51365,0.419575876476221
"SPACA1","Spaca1",0,0.184105,0,0,4,0,0.0613683333333333,0,0,1.06136833333333
"SPACA3","Spaca3",0,0,0,0,0,0,0,0,0,1
"SPACA4","Spaca4",0,0,0,0,0,0,0,0,0,1
"SPACA5B","Spaca5",0.15932,0.090987,0.268689,1,1,3,0.172998666666667,0,0,1.17299866666667
"SPACA7","Spaca7",0,0,0,0,0,0,0,0,0,1
"SPAG1","Spag1",2.497064,2.274485,2.763973,91,159,158,2.51184066666667,4.12832,4.12832,0.68479359062357
"SPAG16","Spag16",0.460325,0.561397,0.337852,20,36,23,0.453191333333333,38.19211,38.19211,0.0370786705113181
"SPAG17","Spag17",0.237108,0.082365,0.114359,9,11,13,0.144610666666667,2.13677,2.13677,0.364901050018544
"SPAG4","Spag4",1.479409,1.339801,3.767327,25,58,69,2.19551233333333,4.2113,4.2113,0.613189095491208
"SPAG5","Spag5",2.142737,3.914279,1.769622,76,138,126,2.60887933333333,4.54322,4.54322,0.651043857781819
"SPAG6","Spag6",1.166378,1.191404,0.744062,13,25,16,1.033948,2.36497,2.36497,0.604447587942835
"SPAG7","Spag7",44.819661,47.389548,37.057603,320,617,575,43.0889373333333,54.18674,54.18674,0.79890454361561
"SPAG8","Spag8",1.602106,1.119802,1.594743,16,39,41,1.43888366666667,13.44296,13.44296,0.168863146243337
"SPAG9","Spag9",67.377312,36.553245,36.403616,6554,6185,5966,46.7780576666667,151.83491,151.83491,0.312612201405207
"SPAM1","Hyal5",0,0,0,0,0,0,0,0,0,1
"SPARC","Sparc",189.974995,277.987702,316.4802,5769,15012,17475,261.480965666667,735.42115,735.42115,0.356427793616013
"SPARCL1","Sparcl1",693.745789,507.783663,524.854564,26145,34543,35237,575.461338666667,321.28258,321.28258,1.78868289644034
"SPAST","Spast",16.717155,8.61007,7.266344,792,893,668,10.864523,16.18134,16.18134,0.690547012049119
"SPATA1","Spata1",2.365038,1.310112,1.45515,17,14,21,1.7101,8.09067,8.09067,0.298118840525506
"SPATA13","Spata13",2.872003,1.403662,1.534633,158,132,127,1.936766,18.1314,18.1314,0.15350502315565
"SPATA16","Spata16",0.040229,0,0,1,0,0,0.0134096666666667,0,0,1.01340966666667
"SPATA17","Spata17",0,0.576417,0.21555,0,10,8,0.263989,5.41453,5.41453,0.19705091409659
"SPATA18","Spata18",0.108131,0.241625,0.217678,3,12,11,0.189144666666667,3.65117,3.65117,0.255665707051487
"SPATA19","Spata19",0.329645,0.189858,0.09334,2,2,1,0.204281,0,0,1.204281
"SPATA2","Spata2",14.393037,10.345832,10.032795,867,1068,974,11.5905546666667,15.2478,15.2478,0.774908274761301
"SPATA20","Spata20",0.433514,0.043615,0,4,3,0,0.159043,42.77682,42.77682,0.0264761807732951
"SPATA21","Spata21",0.148252,0.413224,0.24425,3,11,8,0.268575333333333,4.29428,4.29428,0.239612437070448
"SPATA22","Spata22",0.06044,0.069889,0,1,2,0,0.043443,0,0,1.043443
"SPATA24","Spata24",3.892728,7.698406,5.228642,22,63,50,5.606592,4.4395,4.4395,1.21455869105616
"SPATA25","Spata25",0,0,0,0,0,0,0,2.8836,2.8836,0.257493047687712
"SPATA2L","Spata2l",11.234051,8.855903,6.19639,399,568,415,8.76211466666667,5.85018,5.85018,1.42508878112205
"SPATA3","Spata3",0.398685,0.530871,0.791546,3,11,16,0.573700666666667,0,0,1.57370066666667
"SPATA4","Spata4",0.533975,0,0.131863,7,0,3,0.221946,1.36919,1.36919,0.515765303753604
"SPATA5","Spata5",19.601319,17.614762,13.266256,179,252,225,16.8274456666667,2.38571,2.38571,5.26549694647996
"SPATA6","Spata6",26.566035,19.228585,17.568925,64,116,145,21.1211816666667,31.24243,31.24243,0.686089158499116
"SPATA7","Spata7",5.821771,7.50666,7.578069,162,351,369,6.96883333333333,8.36036,8.36036,0.85133833883882
"SPATA9","Spata9",1.538186,0.716602,0.527198,20,16,12,0.927328666666667,1.16174,1.16174,0.891563586123524
"SPATC1","Spatc1",0,0,0,0,0,0,0,0.58087,0.58087,0.632563082353388
"SPATS1","Spats1",1.7539,1.683355,1.657196,27,48,48,1.69815033333333,0.14522,0.14522,2.35601048997864
"SPATS2","Spats2",12.697331,8.961173,7.749707,345,501,460,9.802737,54.95432,54.95432,0.193063502514194
"SPATS2L","Spats2l",28.738477,26.619323,22.987005,345,386,364,26.114935,90.94743,90.94743,0.294896061804011
"SPC24","Spc24",0.582664,1.276802,2.13554,9,22,35,1.33166866666667,1.80484,1.80484,0.831301844906186
"SPC25","Spc25",0.899328,0.355027,0.129271,8,11,4,0.461208666666667,3.00807,3.00807,0.364566653443345
"SPCS1","Spcs1",92.647349,116.347876,124.897593,687,1501,1607,111.297606,67.29778,67.29778,1.64423508348295
"SPCS2","Spcs2",49.893865,55.956965,55.212237,736,1402,1339,53.687689,221.49765,221.49765,0.245789962276006
"SPCS3","Spcs3",23.653365,21.502412,18.344026,1213,1899,1581,21.166601,17.48829,17.48829,1.19895355384408
"SPDEF","Spdef",0.078553,0.301537,0.719331,1,7,15,0.366473666666667,2.36497,2.36497,0.406087919555499
"SPDYA","Spdya",0.449193,0.1755,0.222975,12,8,10,0.282556,1.18248,1.18248,0.587659909827352
"SPECC1","Specc1",16.949562,9.190844,12.352404,1511,1378,1330,12.8309366666667,199.13421,199.13421,0.0691083082031136
"SPECC1L","Specc1l",9.212419,5.208284,5.954735,841,838,841,6.79181266666667,6.59701,6.59701,1.02564201793425
"SPEF1","Spef1",4.77887,3.70834,2.178205,107,127,106,3.55513833333333,9.85402,9.85402,0.419672926098656
"SPEF2","Spef2",0.384751,0.396059,0.238272,33,35,35,0.339694,3.2985,3.2985,0.311665464696987
"SPEG","Speg",43.04004,26.195445,24.985229,1182,989,983,31.4069046666667,38.77298,38.77298,0.814796997023272
"SPEM1","Spem1",0.23522,0.04337,0,3,1,0,0.0928633333333333,0,0,1.09286333333333
"SPEN","Spen",9.752741,1.089098,2.249121,1022,254,382,4.36365333333333,37.73571,37.73571,0.138467923611916
"SPESP1","Spesp1",0,0,0,0,0,0,0,1.36919,1.36919,0.422085185232084
"SPG11","Spg11",2.68143,0.936111,1.210952,313,199,248,1.60949766666667,59.6635,59.6635,0.0430159431398892
"SPG21","Spg21",14.441976,19.720082,20.842558,281,697,696,18.334872,37.94317,37.94317,0.49648942292063
"SPG7","Spg7",33.969942,35.526623,38.390159,494,885,946,35.9622413333333,115.82105,115.82105,0.316400523136313
"SPHK1","Sphk1",2.094661,2.281521,2.780666,47,83,103,2.385616,6.22359,6.22359,0.468688837544766
"SPHK2","Sphk2",11.102549,8.832231,10.399799,265,413,369,10.1115263333333,56.24053,56.24053,0.194119906530099
"SPHKAP","Sphkap",40.642629,21.571584,23.999206,2820,2336,2178,28.7378063333333,12.05302,12.05302,2.27823188299208
"SPI1","Spi1",2.000219,5.336873,2.361877,20,67,56,3.23298966666667,23.27624,23.27624,0.17436759838701
"SPIB","Spib",0,0,0.013216,0,0,1,0.00440533333333333,0,0,1.00440533333333
"SPIC","Spic",0,0,0.081402,0,0,3,0.027134,0,0,1.027134
"SPICE1","Spice1",9.639891,5.592395,5.979364,141,173,169,7.07055,2.90434,2.90434,2.06707151528812
"SPIN1","Spin1",47.583136,33.302802,28.500663,3119,3784,3273,36.4622003333333,37.09261,37.09261,0.983450604548581
"SPIN4","Spin4",0.206638,0.273897,0.248944,11,24,19,0.243159666666667,1.3277,1.3277,0.534072116968109
"SPINK1","Spink1",0,0,0,0,0,0,0,0,0,1
"SPINK13","Spink13",0,0.131901,0,0,2,0,0.043967,0,0,1.043967
"SPINK2","Spink2",0,0,0,0,0,0,0,1.03727,1.03727,0.490852955180217
"SPINK4","Spink4",4.795776,0,0,1,0,0,1.598592,0,0,2.598592
"SPINK6","Spink6",0,0,0,0,0,0,0,0,0,1
"SPINK7","Spink7",0,0,0,0,0,0,0,0,0,1
"SPINK8","Spink8",17.003206,34.875504,25.156202,42,42,47,25.678304,5.02036,5.02036,4.43134696264011
"SPINT1","Spint1",1.529513,1.844145,1.392301,24,54,43,1.588653,3.00807,3.00807,0.645860226992043
"SPINT2","Spint2",12.796729,16.993883,16.242449,180,456,454,15.3443536666667,106.79684,106.79684,0.151621825525374
"SPINT4","Spint4",0,0,0,0,0,0,0,0,0,1
"SPIRE1","Spire1",36.907926,23.822601,20.722168,2519,2704,2231,27.1508983333333,17.55053,17.55053,1.51752528544108
"SPIRE2","Spire2",5.678046,6.76893,6.813311,173,401,413,6.42009566666667,19.74953,19.74953,0.35760307181255
"SPN","Spn",0.159835,0.039428,0.096065,9,4,7,0.0984426666666667,2.03304,2.03304,0.36215897801106
"SPNS1","Spns1",41.011042,36.995871,38.446404,506,854,794,38.8177723333333,32.57013,32.57013,1.1861071831814
"SPNS2","Spns2",18.805507,16.70318,17.850521,604,1017,989,17.7864026666667,155.69353,155.69353,0.119892650747396
"SPNS3","Spns3",0.016497,0.139502,0.131214,1,4,9,0.0957376666666667,3.40223,3.40223,0.248905138229185
"SPO11","Spo11",0.161193,0.031646,0.295639,5,3,6,0.162826,0,0,1.162826
"SPOCK1","Spock1",57.600063,29.032684,28.844956,3874,3072,3123,38.4925676666667,600.61814,600.61814,0.0656439110474074
"SPOCK2","Spock2",144.815905,57.463133,61.200442,11549,8369,9050,87.8264933333333,103.04194,103.04194,0.853756603667073
"SPOCK3","Spock3",39.236229,40.177193,31.442612,1567,2664,1850,36.9520113333333,2839.45173,2839.45173,0.0133612590323207
"SPON1","Spon1",12.518771,7.925218,8.100939,1174,1335,1373,9.514976,7.86247,7.86247,1.18646111072872
"SPON2","Spon2",0.070675,0.03882,0.161409,1,1,3,0.0903013333333333,7.57204,7.57204,0.12719274913945
"SPOP","Spop",116.753927,50.579096,55.266741,2411,2141,2262,74.1999213333333,57.17407,57.17407,1.29267079531024
"SPOPL","Spopl",34.766253,21.363708,19.240988,248,283,209,25.1236496666667,5.9539,5.9539,3.75669044229377
"SPP1","Spp1",13.012783,16.379409,26.7963,244,539,877,18.7294973333333,680.77801,680.77801,0.028938301095005
"SPP2","Spp2",0,0.227268,0.53215,0,4,10,0.253139333333333,2.6554,2.6554,0.342818660976455
"SPPL2A","Sppl2a",12.20806,10.201836,7.501583,674,898,624,9.970493,5.9539,5.9539,1.57760292785343
"SPPL2B","Sppl2b",24.549808,25.950046,32.622671,282,476,512,27.7075083333333,121.83719,121.83719,0.233703720618595
"SPPL2C","Sppl2c",0,0,0,0,0,0,0,0.12447,0.12447,0.889307851699023
"SPPL3","Sppl3",23.66195,17.016173,11.83981,879,989,878,17.5059776666667,66.36424,66.36424,0.274715155498922
"SPR","Spr",12.809064,17.407422,17.847941,216,512,533,16.0214756666667,7.9662,7.9662,1.89840463815961
"SPRED1","Spred1",40.122531,25.380205,18.204598,3594,3965,2752,27.9024446666667,15.78718,15.78718,1.72169743022155
"SPRED2","Spred2",23.509626,7.637941,7.352463,1324,816,794,12.8333433333333,40.10068,40.10068,0.336572128084823
"SPRED3","Spred3",10.969479,4.118393,3.945772,581,375,410,6.344548,4.70918,4.70918,1.28644533891032
"SPRN","Sprn",45.349125,28.849849,26.408713,1976,2245,2099,33.5358956666667,14.50097,14.50097,2.2279828724697
"SPRR1A","Sprr1a",0,0,0.118643,0,0,2,0.0395476666666667,3.40223,3.40223,0.236141152703668
"SPRR1B","Sprr1b",0,0,0,0,0,0,0,1.14099,1.14099,0.467073643501371
"SPRR3","Sprr3",0,0,0,0,0,0,0,8.87899,8.87899,0.10122492279069
"SPRR4","Sprr4",0,0,0,0,0,0,0,1.34844,1.34844,0.425814583297849
"SPRTN","Sprtn",3.714603,1.920416,1.771608,201,226,192,2.46887566666667,3.65117,3.65117,0.745807112332309
"SPRY1","Spry1",2.371013,1.914574,2.206459,74,110,129,2.16401533333333,7.57204,7.57204,0.369108792461693
"SPRY2","Spry2",16.886635,14.521255,12.755961,489,742,639,14.7212836666667,26.45027,26.45027,0.572718726142463
"SPRY4","Spry4",3.154065,1.977781,1.87402,228,257,247,2.33528866666667,17.57128,17.57128,0.179593903417894
"SPRYD4","Spryd4",3.258847,4.12455,4.584113,70,158,178,3.98917,7.30235,7.30235,0.600934675122104
"SPRYD7","Spryd7",21.818014,26.00258,25.136238,671,1368,1308,24.318944,21.07723,21.07723,1.14683517814508
"SPSB1","Spsb1",10.115357,7.855898,5.452132,281,293,269,7.80779566666667,25.95238,25.95238,0.326791016847739
"SPSB2","Spsb2",1.287947,1.995366,2.285096,19,59,64,1.85613633333333,5.99539,5.99539,0.408288363241125
"SPSB3","Spsb3",44.373075,63.860646,53.119038,494,1108,1141,53.784253,76.84062,76.84062,0.703800316595628
"SPSB4","Spsb4",2.098953,2.387979,2.542798,38,105,123,2.34324333333333,3.15329,3.15329,0.804962652098296
"SPTA1","Spta1",0,0,0.004967,0,0,1,0.00165566666666667,0,0,1.00165566666667
"SPTAN1","Sptan1",345.752562,100.938289,118.654778,15694,7349,8170,188.448543,90.15911,90.15911,2.07821843587547
"SPTB","Sptb",24.746526,7.797059,7.922343,2993,1506,1724,13.4886426666667,24.9566,24.9566,0.558187230479595
"SPTBN1","Sptbn1",121.912172,31.442577,34.28983,15548,7133,7804,62.548193,348.97756,348.97756,0.181577907452124
"SPTLC1","Sptlc1",9.474272,8.15275,8.134945,360,544,548,8.58732233333333,61.11568,61.11568,0.154346250951987
"SPTLC2","Sptlc2",13.808982,12.788975,15.726931,499,479,514,14.108296,26.53325,26.53325,0.548729118429535
"SPTLC3","Sptlc3",0.189466,0.188198,0.126146,7,11,7,0.167936666666667,3.15329,3.15329,0.281207588843222
"SPTSSA","Sptssa",16.839642,16.426496,15.546228,249,486,439,16.2707886666667,14.39724,14.39724,1.12168081205896
"SPTSSB","Sptssb",3.68978,3.297168,3.030123,63,95,87,3.33902366666667,2.09528,2.09528,1.40181943690609
"SPTY2D1","Spty2d1",4.206757,2.660982,2.382839,334,373,330,3.083526,2.11602,2.11602,1.3104941560067
"SPZ1","Spz1",0,0,0,0,0,0,0,0,0,1
"SQLE","Sqle",20.399216,18.95057,18.96094,828,1358,1376,19.4369086666667,29.23014,29.23014,0.676044129027079
"SQSTM1","Sqstm1",363.746437,393.399596,367.673341,4053,8228,8166,374.939791333333,180.11076,180.11076,2.07574520328518
"SRA1","Sra1",29.739197,34.117001,36.217554,275,577,572,33.3579173333333,46.34502,46.34502,0.725692318502207
"SRBD1","Srbd1",4.413012,2.36848,3.141139,126,154,160,3.30754366666667,10.89129,10.89129,0.362243597344499
"SRC","Src",55.882674,25.045486,24.994463,1423,1433,1423,35.307541,26.80294,26.80294,1.30588854991594
"SRCIN1","Srcin1",41.902355,22.875706,18.635636,3824,3007,3165,27.8045656666667,208.53183,208.53183,0.137471073806145
"SRD5A1","Srd5a1",3.966116,5.636165,4.986097,110,273,285,4.86279266666667,10.24818,10.24818,0.521221447973509
"SRD5A2","Srd5a2",0.04577,0,0,1,0,0,0.0152566666666667,0,0,1.01525666666667
"SRD5A3","Srd5a3",11.544965,10.869332,10.958779,179,287,268,11.1243586666667,16.26432,16.26432,0.702278379146509
"SREBF1","Srebf1",50.773025,39.725944,48.17647,662,1106,1350,46.2251463333333,322.56879,322.56879,0.145950869777438
"SREBF2","Srebf2",62.199956,36.077454,34.780521,2781,3050,3116,44.3526436666667,76.38422,76.38422,0.5860709543453
"SREK1","Srek1",18.163915,3.954708,3.651981,720,355,321,8.59020133333333,16.28507,16.28507,0.554825715680257
"SREK1IP1","Srek1ip1",9.132953,7.994548,7.500567,238,399,341,8.209356,12.05302,12.05302,0.705534504658692
"SRF","Srf",16.144995,17.444649,14.681849,297,427,410,16.0904976666667,17.07339,17.07339,0.945616603562844
"SRFBP1","Srfbp1",7.224997,7.124129,6.226713,172,272,289,6.858613,3.5267,3.5267,1.73605783462567
"SRGAP1","Srgap1",3.715553,0.877369,1.033924,447,187,215,1.87561533333333,6.03688,6.03688,0.40864919301357
"SRGAP2","Srgap2",65.556,29.705888,24.350058,1002,724,695,39.8706486666667,65.49294,65.49294,0.614661476341197
"SRGAP3","Srgap3",39.792108,8.529167,10.470455,5105,2015,2489,19.5972433333333,16.43028,16.43028,1.1816931990383
"SRGN","Srgn",7.819583,6.98911,8.450929,71,126,125,7.75320733333333,50.03768,50.03768,0.171504804554857
"SRI","Sri",43.577569,47.875076,50.869624,646,1061,1031,47.4407563333333,142.27132,142.27132,0.338105046657861
"SRL","Srl",4.498346,2.737781,3.132399,119,137,124,3.45617533333333,1.05801,1.05801,2.16528361540193
"SRM","Srm",31.898465,40.811717,33.752581,386,817,796,35.4875876666667,80.13912,80.13912,0.449691685917553
"SRMS","Srms",0.107944,0.14708,0.115979,4,10,8,0.123667666666667,0.35267,0.35267,0.830703472884493
"SRP14","Srp14",78.898815,109.702446,119.307123,580,1444,1596,102.636128,750.58597,750.58597,0.137889918301695
"SRP19","Srp19",31.340045,29.754138,29.89912,252,419,412,30.331101,40.68155,40.68155,0.751677924645317
"SRP68","Srp68",24.538763,20.428095,18.299305,815,1336,1178,21.088721,33.69038,33.69038,0.636739090203105
"SRP9","Srp9",37.9208,35.134103,31.818866,545,906,847,34.957923,107.17026,107.17026,0.332419678015011
"SRPK1","Srpk1",31.34231,25.503905,22.147114,718,1009,898,26.3311096666667,10.70458,10.70458,2.33507820585332
"SRPK2","Srpk2",45.800083,25.17993,21.822793,3303,3056,2630,30.9342686666667,150.48646,150.48646,0.210806092284859
"SRPK3","Srpk3",1.50005,1.889245,1.181446,36,52,42,1.52358033333333,17.34308,17.34308,0.137576695589472
"SRPRB","Srprb",66.501426,86.026242,106.075319,409,985,1019,86.2009956666667,20.95276,20.95276,3.97221104164883
"SRPX","Srpx",0.708647,0.216587,0.173052,7,6,6,0.366095333333333,8.06992,8.06992,0.150618234045431
"SRPX2","Srpx2",0.272025,0.440809,0.517634,9,28,34,0.410156,0.70534,0.70534,0.82690607151653
"SRR","Srr",52.109788,35.168305,34.884528,1119,1248,1146,40.7208736666667,9.72955,9.72955,3.88840852287996
"SRRD","Srrd",11.774438,16.333696,12.18826,97,246,197,13.4321313333333,3.42298,3.42298,3.26298815127659
"SRRM1","Srrm1",54.22219,21.996551,24.694172,1181,856,938,33.6376376666667,114.16143,114.16143,0.30077464014355
"SRRM2","Srrm2",88.479553,18.765731,20.732197,5451,1779,2233,42.6591603333333,894.01903,894.01903,0.0487801475386879
"SRRM3","Srrm3",11.472602,6.301073,6.573758,373,452,473,8.115811,30.22591,30.22591,0.291930995766016
"SRRM4","Srrm4",5.273977,1.294703,1.420565,564,228,250,2.66308166666667,4.2113,4.2113,0.702911301722539
"SRRT","Srrt",80.983576,42.033799,42.488849,1071,1224,1253,55.1687413333333,136.46263,136.46263,0.40861099000749
"SRSF1","Srsf1",96.960054,58.186192,53.219728,2003,2242,1762,69.4553246666667,127.95706,127.95706,0.546347169101611
"SRSF10","Srsf10",38.867783,29.073187,24.394179,825,1064,776,30.778383,36.42876,36.42876,0.849036489587152
"SRSF12","Srsf12",8.815724,5.982346,5.191831,257,302,237,6.66330033333333,3.67192,3.67192,1.64028928862937
"SRSF2","Srsf2",62.533608,71.529524,68.497239,958,1849,1651,67.5201236666667,88.39576,88.39576,0.76648068842042
"SRSF3","Srsf3",103.876349,116.593952,98.57115,1592,2800,2410,106.347150333333,93.78954,93.78954,1.13247886141586
"SRSF4","Srsf4",17.800532,13.174602,13.800181,503,726,730,14.925105,92.25438,92.25438,0.170770584716771
"SRSF5","Srsf5",107.256217,52.513206,57.601684,2211,1894,1974,72.4570356666667,504.62961,504.62961,0.145278350424665
"SRSF6","Srsf6",25.042274,21.445781,19.252571,1042,1478,1281,21.913542,49.85097,49.85097,0.450601866591729
"SRSF7","Srsf7",36.615778,30.896779,32.185407,1027,1498,1363,33.2326546666667,60.53481,60.53481,0.556313648594457
"SRSF9","Srsf9",25.365322,18.513033,17.798632,322,458,422,20.5589956666667,129.3055,129.3055,0.165449621594381
"SRXN1","Srxn1",37.110171,46.325417,46.432631,1211,2192,2144,43.2894063333333,8.02843,8.02843,4.90554906371687
"SRY","Sry",0,0,0,0,0,0,0,0,0,1
"SS18","Ss18",11.283569,8.268028,7.952858,351,403,446,9.16815166666667,46.49023,46.49023,0.214110390003726
"SS18L1","Ss18l1",8.703878,5.73867,5.824281,552,653,658,6.75560966666667,12.61315,12.61315,0.569714552962883
"SS18L2","Ss18l2",81.305885,110.721698,116.792242,220,430,445,102.939941666667,19.10643,19.10643,5.16948765477843
"SSB","Ssb",91.985417,90.182242,86.893053,1212,2112,1835,89.686904,48.19135,48.19135,1.8435538768503
"SSBP1","Ssbp1",10.223915,9.244549,10.674134,123,183,229,10.0475326666667,57.85866,57.85866,0.187695959552369
"SSBP2","Ssbp2",41.341789,35.163445,30.482782,1061,1328,1176,35.662672,165.36085,165.36085,0.220380408010659
"SSBP3","Ssbp3",81.015161,69.58773,63.788206,1432,1845,1747,71.463699,610.59664,610.59664,0.118482827178383
"SSC5D","Ssc5d",0.532447,0.12203,0.263686,17,15,10,0.306054333333333,1.99155,1.99155,0.436581148011343
"SSH1","Ssh1",3.028407,2.262763,1.483943,342,206,253,2.258371,4.70918,4.70918,0.570724867669262
"SSH2","Ssh2",5.018275,1.599408,1.454008,691,335,333,2.69056366666667,34.31274,34.31274,0.104510827159452
"SSH3","Ssh3",14.364868,9.551725,14.404149,255,358,348,12.7735806666667,42.27894,42.27894,0.318251340413297
"SSNA1","Ssna1",20.190305,25.022514,27.701914,193,454,504,24.304911,128.86985,128.86985,0.194848234597946
"SSPN","Sspn",2.547681,2.600206,2.937298,171,306,350,2.69506166666667,20.68307,20.68307,0.170412292478264
"SSR1","Ssr1",30.117148,23.025879,17.768099,2113,2136,1967,23.637042,19.74953,19.74953,1.18735421958955
"SSR2","Ssr2",36.977005,45.719964,44.489744,485,1068,1073,42.395571,76.55018,76.55018,0.559580532243768
"SSR3","Ssr3",41.778962,41.75639,40.965787,1784,3110,3021,41.5003796666667,37.65273,37.65273,1.09954405980293
"SSR4","Ssr4",38.577381,47.743645,58.011011,275,623,735,48.110679,190.35894,190.35894,0.256641675586205
"SSRP1","Ssrp1",46.004455,32.189775,31.715881,1147,1582,1469,36.6367036666667,33.8356,33.8356,1.08040922695939
"SST","Sst",139.280188,204.143048,195.193257,1031,2896,2837,179.538831,68.12759,68.12759,2.61167546850686
"SSTR1","Sstr1",5.845037,4.421083,3.993846,147,218,190,4.753322,4.04533,4.04533,1.1403262026468
"SSTR2","Sstr2",8.486399,7.030251,5.915466,236,364,300,7.14403866666667,5.80869,5.80869,1.1961241687706
"SSTR3","Sstr3",5.182872,5.964484,4.368857,332,361,334,5.172071,1.3277,1.3277,2.6515749452249
"SSTR4","Sstr4",5.239787,2.658525,2.291691,96,93,82,3.39666766666667,0.4564,0.4564,3.01885997436602
"SSTR5","Sstr5",0.225852,0.214644,0.163588,9,15,11,0.201361333333333,0,0,1.20136133333333
"SSU72","Ssu72",32.487071,44.697417,48.976966,504,1262,1421,42.053818,64.14449,64.14449,0.660897306894259
"SSX2IP","Ssx2ip",23.151168,15.743358,14.495935,1178,1379,1282,17.7968203333333,5.39378,5.39378,2.93986035386475
"ST13","St13",87.486649,70.236023,73.361569,2184,3360,2795,77.0280803333333,210.31593,210.31593,0.369248453409704
"ST14","St14",0.585216,0.280199,0.268114,16,25,24,0.377843,0.31118,0.31118,1.05084198965817
"ST18","St18",6.964291,2.733767,4.316484,181,152,180,4.671514,77.52521,77.52521,0.0722253910559424
"ST3GAL1","St3gal1",9.824678,1.846268,2.697628,398,238,310,4.78952466666667,6.03688,6.03688,0.822740286414813
"ST3GAL2","St3gal2",22.026967,14.27664,12.87667,1440,1709,1545,16.3934256666667,8.98272,8.98272,1.7423533532611
"ST3GAL3","St3gal3",20.471903,20.585482,21.531671,563,991,975,20.8630186666667,288.29754,288.29754,0.075572777655374
"ST3GAL4","St3gal4",17.003206,17.966168,24.108026,270,597,610,19.6924666666667,97.4822,97.4822,0.210113773521171
"ST3GAL5","St3gal5",51.240662,31.005528,25.668431,1313,1456,1254,35.9715403333333,48.04613,48.04613,0.753811571541594
