"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"SMAP1","Smap1",85.625183,70.067398,70.734566,1162,1653,1505,75.4757156666667,47.17215,47.17215,1.58755039305214
"SMAP2","Smap2",48.884918,32.855261,30.374968,1955,2379,2254,37.3717156666667,30.59983,30.59983,1.21430133221181
"SMARCA1","Smarca1",8.215642,4.107356,3.795542,483,423,369,5.37284666666667,13.77923,13.77923,0.431202888558245
"SMARCA2","Smarca2",131.067188,51.140189,49.138164,3329,1811,1939,77.1151803333333,77.36853,77.36853,0.996767201494443
"SMARCA4","Smarca4",25.060779,11.640503,11.150497,1997,1728,1688,15.950593,91.61327,91.61327,0.183025531870325
"SMARCA5","Smarca5",17.752007,12.309002,10.403011,1177,1287,1131,13.4880066666667,52.13764,52.13764,0.272650548023335
"SMARCAD1","Smarcad1",7.127245,5.412375,4.462381,371,475,374,5.66733366666667,5.46204,5.46204,1.03176917299594
"SMARCAL1","Smarcal1",18.729921,12.349409,13.343265,587,735,733,14.8075316666667,15.9206,15.9206,0.934218152232584
"SMARCB1","Smarcb1",25.070934,30.541852,30.710034,587,1237,1263,28.7742733333333,46.42732,46.42732,0.627787387803767
"SMARCC1","Smarcc1",21.532314,11.238537,11.954289,964,874,731,14.90838,16.60335,16.60335,0.903713213678078
"SMARCC2","Smarcc2",51.660777,30.596757,30.890541,3353,3601,3724,37.716025,54.46521,54.46521,0.698023589922404
"SMARCD1","Smarcd1",79.944527,39.416962,39.173883,1667,1869,1675,52.845124,50.64799,50.64799,1.04254055191693
"SMARCD2","Smarcd2",10.073344,6.262819,9.732778,160,249,243,8.689647,21.22747,21.22747,0.435931169854239
"SMARCD3","Smarcd3",30.329885,38.718733,35.801726,526,1396,1385,34.9501146666667,75.04095,75.04095,0.472773086957313
"SMARCE1","Smarce1",33.720726,36.296146,36.491818,560,998,929,35.5028966666667,51.73419,51.73419,0.692205505890328
"SMC1A","Smc1a",28.631625,8.765882,7.918142,1220,826,846,15.1052163333333,11.07925,11.07925,1.33329605176922
"SMC1B","Smc1b",0.01642,0,0.058867,1,0,6,0.0250956666666667,0,0,1.02509566666667
"SMC2","Smc2",1.751755,0.812796,0.710791,135,101,98,1.09178066666667,4.40687,4.40687,0.386874599660555
"SMC3","Smc3",12.692238,5.52327,5.277727,906,697,642,7.83107833333333,10.92408,10.92408,0.740608779321619
"SMC4","Smc4",2.737912,2.858218,4.417819,111,154,157,3.337983,10.5827,10.5827,0.374522606991461
"SMC5","Smc5",8.956423,5.4701,6.075904,353,313,298,6.83414233333333,6.45514,6.45514,1.05083772180446
"SMC6","Smc6",25.275636,20.845656,21.344282,706,727,635,22.4885246666667,3.63101,3.63101,5.07200905777933
"SMCHD1","Smchd1",14.636613,5.827177,4.546286,696,475,408,8.336692,7.01375,7.01375,1.16508401185462
"SMCP","Smcp",0,0,0,0,0,0,0,0.58965,0.58965,0.629069291982512
"SMCR8","Smcr8",6.627338,3.506336,3.367258,751,708,682,4.50031066666667,1.30344,1.30344,2.38786800032415
"SMG1","Smg1",21.541717,6.104182,6.294381,2283,811,851,11.3134266666667,12.91027,12.91027,0.885204001551851
"SMG5","Smg5",24.38188,21.03458,19.83779,1010,1620,1564,21.7514166666667,80.00644,80.00644,0.280859357190202
"SMG6","Smg6",8.734748,5.039106,5.33569,628,493,539,6.369848,99.83736,99.83736,0.0730864830257357
"SMG7","Smg7",24.116747,8.533091,8.427653,1566,1101,988,13.692497,16.60335,16.60335,0.834642099373131
"SMG8","Smg8",4.576324,4.724675,4.861616,219,401,380,4.72087166666667,1.83102,1.83102,2.02078108479158
"SMG9","Smg9",23.493891,16.098859,13.938086,260,379,394,17.843612,26.22399,26.22399,0.692169369736031
"SMIM1","Smim1",8.673739,19.149265,19.411152,93,263,295,15.7447186666667,13.68613,13.68613,1.14017230316405
"SMN2","Smn1",104.097848,82.449669,62.810252,142,292,307,83.1192563333333,12.63096,12.63096,6.17119090169242
"SMNDC1","Smndc1",12.61738,12.490093,12.540442,341,597,553,12.549305,10.92408,10.92408,1.13629772695252
"SMO","Smo",4.309697,4.687417,4.801837,226,459,486,4.59965033333333,4.31377,4.31377,1.05379990728491
"SMOC1","Smoc1",4.18549,4.0932,4.386669,210,375,409,4.22178633333333,26.87571,26.87571,0.187323886399067
"SMOC2","Smoc2",6.37739,5.16237,2.652237,145,223,200,4.73066566666667,8.31719,8.31719,0.615063733450393
"SMOX","Smox",30.373884,44.749152,43.197466,378,847,802,39.4401673333333,89.50294,89.50294,0.446838161647935
"SMPD1","Smpd1",48.704603,55.624473,55.948693,1335,2801,2573,53.425923,49.15834,49.15834,1.08508222162057
"SMPD2","Smpd2",7.891632,7.409236,8.18786,129,245,277,7.829576,12.662,12.662,0.64628722002635
"SMPD3","Smpd3",13.54958,6.738655,5.379481,1059,961,780,8.55590533333333,6.17583,6.17583,1.33167944799881
"SMPD4","Smpd4",19.372913,10.340374,17.270006,400,320,362,15.6610976666667,36.65152,36.65152,0.442507969576439
"SMPDL3A","Smpdl3a",14.727186,17.575057,21.516476,282,609,612,17.939573,10.05512,10.05512,1.71319470073595
"SMPDL3B","Smpdl3b",0.816222,0.897155,0.517789,23,46,27,0.743722,0.37241,0.37241,1.27055471761354
"SMPX","Smpx",0.292997,0.691098,0.908254,4,7,10,0.630783,1.86206,1.86206,0.569793435497509
"SMR3A","Smr3a",0,0,0,0,0,0,0,0.52758,0.52758,0.654630199400359
"SMS","Sms",79.399871,68.684631,54.393994,1562,2396,2144,67.492832,31.12741,31.12741,2.13191265651355
"SMTN","Smtn",3.285661,1.473776,1.906186,108,121,117,2.22187433333333,40.65494,40.65494,0.0773467524700152
"SMTNL1","Smtnl1",0,0,0,0,0,0,0,0.43448,0.43448,0.697116725224472
"SMTNL2","Smtnl2",0.501822,0.414312,0.817546,19,21,33,0.577893333333333,1.24137,1.24137,0.703986103737149
"SMU1","Smu1",33.770255,60.740938,36.656046,801,1466,1473,43.722413,20.57575,20.57575,2.07280919550885
"SMUG1","Smug1",4.316142,4.784251,3.701727,160,285,274,4.26737333333333,24.08262,24.08262,0.210000922285365
"SMURF1","Smurf1",9.908025,4.64911,4.329289,671,561,556,6.29547466666667,9.5896,9.5896,0.688928256654327
"SMURF2","Smurf2",7.210159,5.769064,4.757194,446,683,560,5.912139,8.93788,8.93788,0.695534560691012
"SMYD1","Smyd1",1.044607,3.312199,1.932389,45,133,117,2.09639833333333,0.93103,0.93103,1.60349571644839
"SMYD2","Smyd2",30.862825,44.14007,38.562513,494,1281,1223,37.855136,25.63434,25.63434,1.45883607403074
"SMYD3","Smyd3",5.507449,7.381078,5.731103,399,445,447,6.20654333333333,82.98574,82.98574,0.0858067492568778
"SMYD4","Smyd4",3.930874,4.523572,4.088986,125,246,219,4.181144,4.37584,4.37584,0.963783148307985
"SMYD5","Smyd5",17.38953,20.406959,16.048087,417,802,741,17.948192,15.67232,15.67232,1.13650601715898
"SNAI1","Snai1",0.245843,0.225355,0.218844,5,9,9,0.230014,0.83793,0.83793,0.669238763173788
"SNAI2","Snai2",0.141539,0.126926,0.146282,4,6,7,0.138249,1.36551,1.36551,0.481185452608528
"SNAI3","Snai3",0.045683,0.048839,0.072102,1,2,3,0.0555413333333333,2.0793,2.0793,0.342786131047099
"SNAP23","Snap23",10.166727,4.657271,4.907198,130,136,163,6.57706533333333,30.16535,30.16535,0.243124666763997
"SNAP25","Snap25",902.412497,698.413539,657.578358,25982,35255,32682,752.801464666667,255.53648,255.53648,2.9383792303795
"SNAP29","Snap29",7.960115,7.620234,6.950631,411,691,634,7.51032666666667,20.23437,20.23437,0.400780746811263
"SNAP47","Snap47",177.734566,213.912145,200.966871,3827,8376,8148,197.537860666667,16.47922,16.47922,11.3585080264833
"SNAP91","Snap91",175.503115,62.616035,84.209458,5409,4005,3976,107.442869333333,23.27573,23.27573,4.4671311360496
"SNAPC1","Snapc1",12.380656,11.183933,8.640739,725,679,597,10.7351093333333,5.80342,5.80342,1.72488385743249
"SNAPC2","Snapc2",22.639277,26.572348,28.474859,237,482,527,25.8954946666667,18.49645,18.49645,1.37950727782066
"SNAPC3","Snapc3",16.702899,9.881419,10.645273,254,315,265,12.4098636666667,16.13784,16.13784,0.782471050416311
"SNAPC4","Snapc4",17.269295,10.007872,8.415657,275,310,324,11.897608,5.08963,5.08963,2.11796250346901
"SNAPC5","Snapc5",8.294999,7.596135,9.373693,131,208,257,8.421609,83.91677,83.91677,0.110951099529575
"SNAPIN","Snapin",21.439503,26.89928,27.531772,399,910,945,25.290185,64.52032,64.52032,0.401252390098217
"SNCA","Snca",116.568789,112.965035,96.756014,1860,3160,2684,108.763279333333,833.30217,833.30217,0.131562979553719
"SNCAIP","Sncaip",1.565897,1.255706,1.173324,75,77,84,1.33164233333333,1.39654,1.39654,0.972920265605136
"SNCB","Sncb",308.520126,349.541843,329.410115,2781,6040,6025,329.157361333333,87.98226,87.98226,3.71037284660261
"SNCG","Sncg",6.199028,15.922604,19.334436,60,281,346,13.8186893333333,146.26469,146.26469,0.100626221624025
"SND1","Snd1",95.000109,69.925297,74.659118,908,1211,1240,79.861508,317.35682,317.35682,0.253996468490922
"SNED1","Sned1",2.67863,0.917777,1.274361,197,92,117,1.62358933333333,4.2517,4.2517,0.499569536213671
"SNF8","Snf8",54.553766,54.237628,59.100083,510,932,1016,55.9638256666667,95.64773,95.64773,0.589396415897887
"SNIP1","Snip1",5.212921,5.447028,5.044339,151,306,290,5.23476266666667,4.3448,4.3448,1.16651000349249
"SNN","Snn",54.83938,54.664125,51.413099,2313,4117,3934,53.638868,109.48903,109.48903,0.494518487491473
"SNPH","Snph",72.570457,25.488435,28.096056,4331,2898,3199,42.0516493333333,6.4241,6.4241,5.79890482797017
"SNRK","Snrk",41.251454,20.433686,29.962249,1420,1508,1502,30.5491296666667,6.45514,6.45514,4.23186280427553
"SNRNP200","Snrnp200",24.685141,9.020655,8.654018,1979,1019,1141,14.119938,56.32727,56.32727,0.263747741694311
"SNRNP25","Snrnp25",11.15716,16.703438,19.433345,77,216,252,15.7646476666667,48.9411,48.9411,0.335688394261774
"SNRNP27","Snrnp27",25.675778,28.149511,28.246619,263,501,505,27.3573026666667,66.10307,66.10307,0.422593223628467
"SNRNP35","Snrnp35",9.975214,9.615097,9.314867,103,189,157,9.63505933333333,47.14111,47.14111,0.220914294110238
"SNRNP40","Snrnp40",7.903861,11.28211,10.564089,168,433,410,9.91668666666667,58.46863,58.46863,0.183570508798785
"SNRNP48","Snrnp48",10.303875,6.198922,5.677586,190,155,124,7.393461,4.49997,4.49997,1.52609214232078
"SNRNP70","Snrnp70",411.649176,284.038371,247.647936,1568,1547,1488,314.445161,260.93645,260.93645,1.20428127127782
"SNRPA","Snrpa",44.895118,45.678903,39.194418,420,758,703,43.2561463333333,31.53086,31.53086,1.36043579337691
"SNRPA1","Snrpa1",16.584651,19.867716,23.602855,187,349,381,20.0184073333333,32.30671,32.30671,0.63105624462258
"SNRPB","Snrpb",32.968904,44.480392,45.802577,476,1212,1242,41.0839576666667,74.23406,74.23406,0.559373741981579
"SNRPB2","Snrpb2",16.163227,12.031019,14.320226,192,293,327,14.1714906666667,19.1792,19.1792,0.751838064277408
"SNRPC","Snrpc",24.883334,33.066545,34.626807,207,501,533,30.8588953333333,102.84769,102.84769,0.306784824326216
"SNRPD1","Snrpd1",42.980915,41.082973,46.70324,315,514,591,43.5890426666667,43.07562,43.07562,1.01164867712959
"SNRPD2","Snrpd2",11.000667,17.114655,19.9864,207,574,681,16.0339073333333,320.14991,320.14991,0.0530403615350019
"SNRPD3","Snrpd3",58.588204,60.896605,63.40203,672,1149,1201,60.9622796666667,68.0272,68.0272,0.897650196830621
"SNRPE","Snrpe",37.57702,43.160689,48.331626,127,258,281,43.0231116666667,83.38918,83.38918,0.521667726439179
"SNRPF","Snrpf",4.68868,5.374349,6.078907,44,87,90,5.38064533333333,29.48259,29.48259,0.209320970866758
"SNRPG","Snrpg",20.063775,33.593682,24.715745,69,172,156,26.1244006666667,52.72729,52.72729,0.504853318800681
"SNRPN","Snrpn",284.973345,318.645624,328.470971,7557,14840,14752,310.696646666667,152.78189,152.78189,2.02687485936521
"SNTA1","Snta1",11.487818,13.601906,14.665584,309,708,782,13.2517693333333,60.57897,60.57897,0.231438904115047
"SNTB1","Sntb1",1.210695,0.589282,0.673591,88,76,74,0.824522666666667,29.88604,29.88604,0.0590727288660724
"SNTB2","Sntb2",2.849131,1.023144,0.819657,433,273,219,1.56397733333333,4.12756,4.12756,0.500038484841393
"SNTG1","Sntg1",5.264172,6.21398,5.86596,301,477,418,5.78137066666667,12.94131,12.94131,0.486422772800165
"SNTG2","Sntg2",1.295268,1.563938,0.745141,19,45,35,1.201449,1.79999,1.79999,0.786234593694978
"SNTN","Sntn",0.372208,0.537331,0.467202,6,15,13,0.458913666666667,0,0,1.45891366666667
"SNUPN","Snupn",4.946976,6.032051,5.633937,91,195,185,5.53765466666667,19.55161,19.55161,0.318109124621704
"SNURF","Snurf",5010.601969,5831.913573,5621.636156,964,2007,1950,5488.050566,248.30549,248.30549,22.0173673913077
"SNW1","Snw1",28.868414,28.925876,27.223734,916,1607,1513,28.3393413333333,33.98257,33.98257,0.838684560149049
"SNX1","Snx1",32.946361,42.392491,39.822137,873,1944,1879,38.3869963333333,121.62345,121.62345,0.321202806912816
"SNX10","Snx10",54.060256,64.985259,64.419312,1658,3078,2490,61.1549423333333,47.948,47.948,1.26981577047751
"SNX11","Snx11",11.342435,9.376805,8.974962,285,424,419,9.89806733333333,18.21714,18.21714,0.567101417449908
"SNX12","Snx12",24.194444,15.826862,13.875951,474,508,534,17.9657523333333,40.81011,40.81011,0.453616417974823
"SNX13","Snx13",18.626999,11.627059,11.235945,1382,1669,1508,13.830001,8.31719,8.31719,1.59168171948839
"SNX14","Snx14",15.827009,14.425825,13.548892,688,1053,1006,14.6005753333333,66.63066,66.63066,0.230673119755645
"SNX15","Snx15",22.466716,27.493931,25.655957,259,512,524,25.2055346666667,33.48602,33.48602,0.759888635066229
"SNX16","Snx16",12.19395,12.330985,9.833831,404,700,524,11.452922,7.4172,7.4172,1.47946134106354
"SNX17","Snx17",50.984392,64.690913,65.58836,751,1777,1808,60.4212216666667,77.21336,77.21336,0.785303452845737
"SNX18","Snx18",5.491483,3.379191,3.138815,317,360,355,4.003163,17.16197,17.16197,0.275474686942
"SNX19","Snx19",17.210817,12.966274,13.515333,1217,1484,1440,14.5641413333333,35.68945,35.68945,0.42421299129132
"SNX2","Snx2",26.294854,28.03831,30.733229,696,1286,1330,28.3554643333333,88.63398,88.63398,0.327503747276795
"SNX20","Snx20",0.487439,0.493128,0.47002,9,18,18,0.483529,2.82412,2.82412,0.387939970503018
"SNX21","Snx21",28.120634,32.501018,37.626619,341,709,745,32.7494236666667,19.1792,19.1792,1.67248571135955
"SNX24","Snx24",4.91494,5.351874,6.020953,135,246,267,5.42925566666667,329.64641,329.64641,0.0194445046799893
"SNX25","Snx25",41.267251,25.797503,26.82029,760,978,871,31.2950146666667,5.52411,5.52411,4.95010272154618
"SNX27","Snx27",38.339391,20.348681,20.84537,2329,2544,2326,26.5111473333333,16.16887,16.16887,1.60238544140257
"SNX29","Snx29",4.471674,2.444137,2.360289,119,92,80,3.09203333333333,46.6756,46.6756,0.0858307673806587
"SNX3","Snx3",81.580682,92.290947,87.361985,1233,2430,2368,87.0778713333333,178.60244,178.60244,0.490404647806195
"SNX30","Snx30",8.323479,3.008879,2.895635,930,596,580,4.74266433333333,12.91027,12.91027,0.412836295293573
"SNX31","Snx31",0.089023,0.202584,0.380108,3,12,17,0.223905,2.57585,2.57585,0.342269670148356
"SNX32","Snx32",40.522526,44.205693,35.805263,679,1393,1352,40.1778273333333,17.78266,17.78266,2.19233204100662
"SNX33","Snx33",2.143314,1.889269,2.125881,149,238,272,2.05282133333333,4.53101,4.53101,0.551946449804526
"SNX4","Snx4",12.642073,11.864327,10.448996,493,819,694,11.6517986666667,25.69641,25.69641,0.473913858330265
"SNX5","Snx5",98.046021,108.550491,99.40178,1133,2129,2179,101.999430666667,67.80996,67.80996,1.49686805030357
"SNX6","Snx6",139.623004,123.061969,118.530494,510,936,897,127.071822333333,59.71001,59.71001,2.1095668133366
"SNX7","Snx7",8.168663,7.428618,6.896393,141,244,222,7.49789133333333,30.50672,30.50672,0.26971678846079
"SNX8","Snx8",5.644412,6.676651,7.892344,164,391,371,6.73780233333333,47.948,47.948,0.158082093922802
"SNX9","Snx9",3.590481,3.577441,3.255695,176,295,278,3.474539,17.0068,17.0068,0.248491625385965
"SOAT1","Soat1",11.12734,6.458381,6.69906,527,470,436,8.094927,6.2379,6.2379,1.25656986142389
"SOAT2","Soat2",0.039007,0,0.017117,1,0,1,0.018708,0.24827,0.24827,0.816095876693344
"SOBP","Sobp",17.859856,6.959914,6.788342,1183,861,872,10.5360373333333,18.83782,18.83782,0.581517391191841
"SOCS1","Socs1",0.081097,0.156713,0.138194,3,11,10,0.125334666666667,1.83102,1.83102,0.397501489451387
"SOCS2","Socs2",11.16858,7.062923,5.018395,207,267,231,7.749966,7.94478,7.94478,0.978220369869354
"SOCS3","Socs3",0.579403,0.893649,1.820515,20,30,36,1.09785566666667,13.9344,13.9344,0.14047137258053
"SOCS4","Socs4",2.610174,1.369033,1.483055,268,235,200,1.820754,4.43791,4.43791,0.51872024362301
"SOCS5","Socs5",29.351185,24.343037,21.820378,1890,2640,2299,25.1715333333333,7.66547,7.66547,3.02020932890349
"SOCS6","Socs6",5.543776,5.037259,3.300274,331,288,231,4.627103,6.76548,6.76548,0.72463041563432
"SOCS7","Socs7",19.338346,8.350413,7.724701,1823,1397,1272,11.8044866666667,2.38964,2.38964,3.77753586418223
"SOD1","Sod1",224.699335,332.673337,353.380391,1471,3797,4105,303.584354333333,404.53219,404.53219,0.75107318689876
"SOD2","Sod2",69.863577,79.613355,64.192761,2944,3968,3658,71.223231,66.97203,66.97203,1.06254338733152
"SOD3","Sod3",3.018888,3.069166,2.87081,165,308,294,2.986288,22.28263,22.28263,0.171212960047898
"SOGA1","Soga1",5.341287,0.861914,1.051462,448,132,227,2.418221,8.78271,8.78271,0.349414528285107
"SOGA3","Soga3",32.989769,13.80159,15.317238,772,649,606,20.7028656666667,6.67238,6.67238,2.82870056835906
"SOHLH1","Sohlh1",0,0,0,0,0,0,0,2.38964,2.38964,0.295016579931792
"SOHLH2","Sohlh2",0,0,0,0,0,0,0,0.77586,0.77586,0.563107452164022
"SON","Son",70.431034,28.371256,25.629868,4197,2757,2828,41.477386,76.46853,76.46853,0.548317955691169
"SORBS1","Sorbs1",107.902157,45.890592,47.501041,1255,881,852,67.09793,75.84785,75.84785,0.886139690310139
"SORBS2","Sorbs2",51.018506,19.344764,16.439903,2215,1306,1054,28.934391,47.11008,47.11008,0.622206219569787
"SORBS3","Sorbs3",8.096022,6.031391,6.079421,346,483,488,6.73561133333333,214.41603,214.41603,0.0359101007168934
"SORCS1","Sorcs1",5.839824,2.756614,2.205352,576,449,370,3.60059666666667,2.60688,2.60688,1.27550588504931
"SORCS2","Sorcs2",8.837901,3.138546,3.58234,754,491,574,5.18626233333333,29.35845,29.35845,0.203773984947629
"SORCS3","Sorcs3",12.810634,2.552596,2.94271,950,372,384,6.10198,0.80689,0.80689,3.9304993663145
"SORD","Sord",6.220302,9.241537,9.234912,211,555,563,8.23225033333333,14.36888,14.36888,0.600710678548686
"SORL1","Sorl1",182.538936,16.285818,37.98966,5973,1818,2183,78.938138,20.79299,20.79299,3.66806656635918
"SORT1","Sort1",81.068966,29.033145,28.233045,8351,5327,5267,46.1117186666667,118.30278,118.30278,0.394892044147393
"SOS1","Sos1",8.285258,3.404356,3.255785,1083,768,718,4.98179966666667,7.54134,7.54134,0.700335037203374
"SOS2","Sos2",16.269644,8.081139,8.161397,647,630,604,10.8373933333333,16.38611,16.38611,0.680853470576991
"SOST","Sost",0,0.079213,0.057468,0,4,3,0.0455603333333333,0.18621,0.18621,0.881429370291376
"SOSTDC1","Sostdc1",1.926756,3.59774,2.492528,47,155,106,2.67234133333333,0.62069,0.62069,2.26591225547966
"SOWAHA","Sowaha",19.473175,11.24884,8.321811,896,1013,768,13.0146086666667,10.02408,10.02408,1.2712724024741
"SOWAHB","Sowahb",3.827009,1.999017,2.057944,208,204,215,2.62799,0.0931,0.0931,3.31899185801848
"SOWAHC","Sowahc",2.635119,2.068617,1.812011,174,243,206,2.17191566666667,5.08963,5.08963,0.520871656679744
"SOWAHD","Sowahd",0.050865,0,0,1,0,0,0.016955,2.23447,2.23447,0.314411634672759
"SOX1","Sox1",2.352814,1.731438,1.850508,138,196,216,1.97825333333333,0.65172,0.65172,1.80312240169843
"SOX10","Sox10",14.299477,9.064807,11.382642,431,636,827,11.5823086666667,138.72335,138.72335,0.0900515816910106
"SOX11","Sox11",1.824156,0.641876,0.426295,226,144,95,0.964109,1.58275,1.58275,0.760471977543316
"SOX12","Sox12",2.679085,1.524802,1.621758,150,166,183,1.94188166666667,14.77233,14.77233,0.1865216912572
"SOX13","Sox13",2.993017,2.309469,2.385448,113,140,181,2.56264466666667,29.45156,29.45156,0.116993831076853
"SOX14","Sox14",0.2842,0.566814,0.949576,8,26,37,0.600196666666667,0,0,1.60019666666667
"SOX15","Sox15",0,0,0,0,0,0,0,9.4965,9.4965,0.0952698518553804
"SOX17","Sox17",2.094041,2.776538,2.754684,42,90,66,2.54175433333333,3.35171,3.35171,0.813876460824212
"SOX18","Sox18",2.872785,2.469266,2.078808,53,93,82,2.47361966666667,18.1861,18.1861,0.181048762732742
"SOX2","Sox2",9.662842,8.297309,9.290101,264,424,469,9.08341733333333,22.2516,22.2516,0.433665525526559
"SOX21","Sox21",1.821647,1.743357,1.619564,85,161,154,1.72818933333333,2.54481,2.54481,0.76962921378955
"SOX3","Sox3",0.747967,0.676354,0.487427,14,27,21,0.637249333333333,0.9931,0.9931,0.821458699178834
"SOX30","Sox30",0,0.057017,0.056433,0,4,4,0.0378166666666667,0.27931,0.27931,0.811231575354423
"SOX4","Sox4",3.738644,2.193926,2.179752,243,266,263,2.70410733333333,3.44481,3.44481,0.833355606501365
"SOX5","Sox5",14.50873,2.729375,2.172146,505,274,252,6.47008366666667,14.21371,14.21371,0.491009994713102
"SOX6","Sox6",10.653652,1.419452,2.002703,387,206,237,4.69193566666667,2.57585,2.57585,1.59177137370602
"SOX7","Sox7",0.640718,0.262257,0.328563,31,23,29,0.410512666666667,3.32067,3.32067,0.326456930676647
"SOX8","Sox8",12.435249,11.908278,11.877133,447,865,842,12.0735533333333,122.92689,122.92689,0.105494080690102
"SOX9","Sox9",5.041566,2.271414,3.196423,290,240,331,3.50313433333333,10.83097,10.83097,0.380622580678789
"SP1","Sp1",15.773902,1.306241,7.982256,431,242,291,8.354133,11.6689,11.6689,0.738354000741974
"SP100","Sp100",2.71952,2.270509,1.488599,41,62,74,2.15954266666667,34.47911,34.47911,0.0890536055348251
"SP110","Sp110",0.970072,0.652623,0.662149,19,26,34,0.761614666666667,18.34128,18.34128,0.0910805627480015
"SP2","Sp2",4.211212,1.623938,2.081665,183,134,164,2.63893833333333,13.65509,13.65509,0.248305423803834
"SP3","Sp3",16.207527,10.27581,10.172418,749,747,546,12.218585,19.02403,19.02403,0.660136096480079
"SP4","Sp4",4.22188,2.780593,3.075054,328,351,270,3.35917566666667,3.13446,3.13446,1.05435187827834
"SP5","Sp5",0.091037,0.087277,0.102566,2,4,5,0.0936266666666667,0.27931,0.27931,0.854856654498649
"SP6","Sp6",0.117754,0.092848,0.090563,6,9,9,0.100388333333333,0.31034,0.31034,0.839773137760683
"SP7","Sp7",0.432161,0.317451,0.339667,19,26,28,0.363093,0.55862,0.55862,0.874551205553631
"SP8","Sp8",0.377929,0.159722,0.150823,23,16,15,0.229491333333333,0,0,1.22949133333333
"SP9","Sp9",0.674501,0.245842,0.36001,39,27,28,0.426784333333333,0.18621,0.18621,1.2028092271464
"SPA17","Spa17",3.300622,4.026283,5.424372,16,50,66,4.25042566666667,6.05169,6.05169,0.74456274547898
"SPACA1","Spaca1",0,0.184105,0,0,4,0,0.0613683333333333,0.27931,0.27931,0.82964123889701
"SPACA3","Spaca3",0,0,0,0,0,0,0,0.27931,0.27931,0.781671369722741
"SPACA4","Spaca4",0,0,0,0,0,0,0,0.21724,0.21724,0.82153067595544
"SPACA5B","Spaca5",0.15932,0.090987,0.268689,1,1,3,0.172998666666667,0,0,1.17299866666667
"SPACA7","Spaca7",0,0,0,0,0,0,0,0,0,1
"SPAG1","Spag1",2.497064,2.274485,2.763973,91,159,158,2.51184066666667,4.96549,4.96549,0.588692742199998
"SPAG16","Spag16",0.460325,0.561397,0.337852,20,36,23,0.453191333333333,57.32036,57.32036,0.0249173930567873
"SPAG17","Spag17",0.237108,0.082365,0.114359,9,11,13,0.144610666666667,3.84825,3.84825,0.236087385482734
"SPAG4","Spag4",1.479409,1.339801,3.767327,25,58,69,2.19551233333333,4.62411,4.62411,0.568180980338815
"SPAG5","Spag5",2.142737,3.914279,1.769622,76,138,126,2.60887933333333,2.63792,2.63792,0.992017233290818
"SPAG6","Spag6",1.166378,1.191404,0.744062,13,25,16,1.033948,1.33448,1.33448,0.871263836057709
"SPAG7","Spag7",44.819661,47.389548,37.057603,320,617,575,43.0889373333333,65.63756,65.63756,0.661622924568867
"SPAG8","Spag8",1.602106,1.119802,1.594743,16,39,41,1.43888366666667,14.86543,14.86543,0.15372313682432
"SPAG9","Spag9",67.377312,36.553245,36.403616,6554,6185,5966,46.7780576666667,158.27496,158.27496,0.29997218437014
"SPAM1","Hyal5",0,0,0,0,0,0,0,0.0931,0.0931,0.914829384319824
"SPARC","Sparc",189.974995,277.987702,316.4802,5769,15012,17475,261.480965666667,2382.62786,2382.62786,0.110118265552856
"SPARCL1","Sparcl1",693.745789,507.783663,524.854564,26145,34543,35237,575.461338666667,245.26413,245.26413,2.34082543270377
"SPAST","Spast",16.717155,8.61007,7.266344,792,893,668,10.864523,15.39302,15.39302,0.723754561392593
"SPATA1","Spata1",2.365038,1.310112,1.45515,17,14,21,1.7101,1.36551,1.36551,1.14567260337094
"SPATA13","Spata13",2.872003,1.403662,1.534633,158,132,127,1.936766,15.88957,15.88957,0.173880448110876
"SPATA16","Spata16",0.040229,0,0,1,0,0,0.0134096666666667,0.27931,0.27931,0.7921533222336
"SPATA17","Spata17",0,0.576417,0.21555,0,10,8,0.263989,2.51378,2.51378,0.359723431745869
"SPATA18","Spata18",0.108131,0.241625,0.217678,3,12,11,0.189144666666667,0.96206,0.96206,0.606069471202036
"SPATA19","Spata19",0.329645,0.189858,0.09334,2,2,1,0.204281,0.37241,0.37241,0.877493606138107
"SPATA2","Spata2",14.393037,10.345832,10.032795,867,1068,974,11.5905546666667,20.48264,20.48264,0.586080419662884
"SPATA20","Spata20",0.433514,0.043615,0,4,3,0,0.159043,43.35493,43.35493,0.0261310974901775
"SPATA21","Spata21",0.148252,0.413224,0.24425,3,11,8,0.268575333333333,6.70341,6.70341,0.164677114853465
"SPATA22","Spata22",0.06044,0.069889,0,1,2,0,0.043443,1.67585,1.67585,0.389948240745931
"SPATA24","Spata24",3.892728,7.698406,5.228642,22,63,50,5.606592,7.04479,7.04479,0.821226160036496
"SPATA25","Spata25",0,0,0,0,0,0,0,1.24137,1.24137,0.446155699415982
"SPATA2L","Spata2l",11.234051,8.855903,6.19639,399,568,415,8.76211466666667,2.79309,2.79309,2.57365753690702
"SPATA3","Spata3",0.398685,0.530871,0.791546,3,11,16,0.573700666666667,2.23447,2.23447,0.486540504832837
