"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"TICAM1","Ticam1",1.750065,1.092641,0.979328,77,88,80,1.27401133333333,0.51868,0.51868,1.49736042703751
"TICAM2","Ticam2",0.132618,0.075756,0.064838,8,8,7,0.0910706666666667,2.75787,2.75787,0.290342844927224
"TICRR","Ticrr",0.233193,0.279004,0.108769,8,10,13,0.206988666666667,0.11386,0.11386,1.0836089514541
"TIE1","Tie1",2.234759,2.106195,2.188346,135,236,253,2.17643333333333,20.94969,20.94969,0.144714268553831
"TIFA","Tifa",3.684849,3.894965,3.969871,86,158,164,3.849895,8.8682,8.8682,0.491467035528262
"TIFAB","Tifab",0.708125,0.512346,0.398971,31,39,32,0.539814,0,0,1.539814
"TIGD2","Tigd2",4.082831,4.065665,3.844015,178,311,294,3.99750366666667,3.60547,3.60547,1.08512348721556
"TIGD3","Tigd3",1.040437,1.155165,0.980732,31,64,55,1.058778,0.13916,0.13916,1.80727729203975
"TIGD4","Tigd4",0,0.011386,0.011931,0,1,1,0.00777233333333333,0.31627,0.31627,0.76562736621919
"TIGD5","Tigd5",0.801876,0.821101,0.74401,57,108,100,0.788995666666667,0.03795,0.03795,1.72358559339724
"TIGIT","Tigit",0,0,0.149836,0,0,3,0.0499453333333333,0.24036,0.24036,0.846484354004751
"TIMD4","Timd4",0,0.036784,0.073189,0,2,4,0.0366576666666667,0.40482,0.40482,0.737929177166233
"TIMELESS","Timeless",2.639806,1.426331,2.190258,66,53,55,2.085465,2.90968,2.90968,0.789186071494342
"TIMM10","Timm10",18.710033,30.73584,28.949958,128,354,341,26.1319436666667,41.15298,41.15298,0.643654224841676
"TIMM13","Timm13",69.344056,107.262297,106.925357,326,902,927,94.51057,3.85849,3.85849,19.6584885427365
"TIMM17A","Timm17a",73.966995,84.688677,80.693431,940,1253,1226,79.7830343333333,156.94555,156.94555,0.511461287344489
"TIMM17B","Timm17b",19.782919,25.69036,29.67947,160,373,416,25.0509163333333,6.76817,6.76817,3.35354611618095
"TIMM21","Timm21",8.964176,9.6199,11.359759,94,172,184,9.98127833333333,191.36831,191.36831,0.0570846535655136
"TIMM22","Timm22",24.819598,34.483193,29.40508,245,586,568,29.5692903333333,25.11179,25.11179,1.17070834030656
"TIMM23B","Timm23",33.474351,37.704679,45.680643,439,951,1093,38.9532243333333,0.93616,0.93616,20.6352906440239
"TIMM44","Timm44",32.669289,25.472937,21.195884,407,734,702,26.4460366666667,18.34363,18.34363,1.41886691725734
"TIMM50","Timm50",24.252594,33.545087,36.91032,251,623,668,31.5693336666667,16.30685,16.30685,1.88187530756126
"TIMM8A","Timm8a1",6.288578,8.544012,7.592727,112,274,247,7.47510566666667,16.71168,16.71168,0.478503770769722
"TIMM8B","Timm8b",99.157476,102.014233,126.498432,428,779,980,109.223380333333,189.48335,189.48335,0.578650996705661
"TIMM9","Timm9",31.973298,36.241184,37.554908,275,545,578,35.2564633333333,55.37245,55.37245,0.643159261897138
"TIMMDC1","Timmdc1",7.485523,8.842067,9.74267,156,333,365,8.69008666666667,389.78311,389.78311,0.0247965851611823
"TIMP1","Timp1",0.317534,0.474288,0,3,8,0,0.263940666666667,41.59576,41.59576,0.0296729220623524
"TIMP2","Timp2",101.906942,78.537089,73.254397,4846,6151,5919,84.5661426666667,74.90525,74.90525,1.1272756847078
"TIMP3","Timp3",33.442098,23.208959,20.024459,2374,2810,2536,25.5585053333333,392.40182,392.40182,0.0675098690019618
"TIMP4","Timp4",8.110221,12.294326,13.093986,416,896,948,11.1661776666667,24.07443,24.07443,0.48520256160027
"TINAGL1","Tinagl1",4.699221,4.684771,4.959853,103,209,232,4.78128166666667,111.75697,111.75697,0.051272055879709
"TINF2","Tinf2",6.166363,8.332443,8.617367,100,208,208,7.705391,51.18505,51.18505,0.16681771886776
"TIPARP","Tiparp",6.030264,6.674181,6.567534,280,507,447,6.423993,26.38952,26.38952,0.271052322202069
"TIPIN","Tipin",9.079382,12.528093,20.485207,123,188,262,14.030894,10.39894,10.39894,1.31862208240415
"TIPRL","Tiprl",34.62332,36.349489,33.898935,487,809,890,34.957248,54.27184,54.27184,0.650552758873235
"TIRAP","Tirap",0.700487,0.408521,0.910289,48,45,50,0.673099,4.31392,4.31392,0.314852124232205
"TJAP1","Tjap1",12.915322,7.582637,8.050355,167,204,197,9.51610466666667,10.72786,10.72786,0.896677199989313
"TJP1","Tjp1",46.587211,13.243668,12.586107,1662,1011,1075,24.1389953333333,91.0856,91.0856,0.272995944353225
"TJP2","Tjp2",7.16674,5.114912,4.999267,469,547,625,5.76030633333333,68.12444,68.12444,0.0977990755995033
"TJP3","Tjp3",0.581656,0.419367,0.224539,13,16,19,0.408520666666667,0,0,1.40852066666667
"TK1","Tk1",0.788543,0.258145,0.316931,12,5,10,0.454539666666667,0.10121,0.10121,1.3208558464477
"TK2","Tk2",19.31585,17.396094,15.947853,360,911,922,17.5532656666667,32.4872,32.4872,0.55404051896446
"TKT","Tkt",82.296359,103.894827,104.512424,1666,3690,3798,96.9012033333333,7.65372,7.65372,11.3131928619522
"TKTL1","Tktl1",0.083694,0.016053,0.140609,3,1,5,0.0801186666666667,19.22918,19.22918,0.053394090450857
"TKTL2","Tktl2",0.094649,0.033998,0.027547,8,5,4,0.0520646666666667,0,0,1.05206466666667
"TLCD1","Tlcd1",14.473126,19.239472,22.130205,177,441,470,18.6142676666667,0.99941,0.99941,9.81002779153184
"TLCD2","Tlcd2",0.55132,0.364442,0.509013,7,8,12,0.474925,0,0,1.474925
"TLE1","Tle1",11.290487,13.585614,12.685992,414,658,620,12.5206976666667,9.6905,9.6905,1.26473950392093
"TLE2","Tle2",12.976497,6.194908,8.329469,143,140,162,9.166958,22.94851,22.94851,0.424534052431654
"TLE3","Tle3",13.71474,7.628042,7.322219,484,390,375,9.55500033333333,3.2133,3.2133,2.50516230349924
"TLE4","Tle4",10.928476,5.363691,5.637941,719,633,659,7.310036,10.55075,10.55075,0.71943691968054
"TLE6","Tle6",5.402714,5.963421,5.288314,28,65,59,5.551483,0.27832,0.27832,5.12507275173665
"TLK1","Tlk1",27.315432,15.885956,14.661843,1331,1534,1303,19.2877436666667,21.05089,21.05089,0.920041942373603
"TLK2","Tlk2",30.696228,19.400458,17.96107,695,887,863,22.6859186666667,42.88614,42.88614,0.539712963287878
"TLL1","Tll1",0.567833,0.144054,0.167537,40,18,20,0.293141333333333,0.37952,0.37952,0.937384984149076
"TLL2","Tll2",0.323376,0.093322,0.107316,23,12,14,0.174671333333333,1.99882,1.99882,0.391711184176887
"TLN1","Tln1",44.415319,8.910505,15.479948,713,487,664,22.9352573333333,82.45777,82.45777,0.286794834481359
"TLN2","Tln2",16.200671,5.262293,5.972189,2191,1193,1232,9.145051,19.62136,19.62136,0.491968085519093
"TLR1","Tlr1",0.17447,0.112457,0.05569,8,8,4,0.114205666666667,0.93616,0.93616,0.575471896262017
"TLR12P","Tlr12",0.364006,0.11653,0.19802,6,10,11,0.226185333333333,0,0,1.22618533333333
"TLR2","Tlr2",0.384441,0.433331,0.539513,17,34,43,0.452428333333333,3.39041,3.39041,0.330818382186022
"TLR3","Tlr3",4.694935,3.859213,3.143177,199,268,225,3.89910833333333,2.28979,2.28979,1.48918573323323
"TLR4","Tlr4",0.244913,0.453974,0.27354,15,32,28,0.324142333333333,8.1977,8.1977,0.143964505619158
"TLR5","Tlr5",0.215192,0.122288,0.079971,9,9,3,0.139150333333333,4.56693,4.56693,0.204628104419012
"TLR6","Tlr6",0.039531,0.354066,0.175582,2,12,10,0.189726333333333,0.8476,0.8476,0.643930684852421
"TLR7","Tlr7",6.151683,0.629926,1.383591,47,62,46,2.72173333333333,0.16446,0.16446,3.19610234214428
"TLR8","Tlr8",0.021239,0.012276,0.012371,1,1,1,0.0152953333333333,0.24036,0.24036,0.818548915906135
"TLR9","Tlr9",0.309374,0.105138,0.155107,16,10,15,0.189873,0,0,1.189873
"TLX1","Tlx1",0,0,0,0,0,0,0,0.0506,0.0506,0.951837045497811
"TLX2","Tlx2",0,0.041223,0,0,1,0,0.013741,0,0,1.013741
"TLX3","Tlx3",0,0,0,0,0,0,0,0,0,1
"TM2D1","Tm2d1",26.588105,29.315363,33.106572,236,425,500,29.6700133333333,94.57721,94.57721,0.320892536341387
"TM2D2","Tm2d2",32.739795,40.60157,43.987515,516,1167,1275,39.1096266666667,36.85171,36.85171,1.05965164233443
"TM2D3","Tm2d3",61.600012,102.263558,107.664785,268,720,791,90.5094516666667,77.19504,77.19504,1.17027181860469
"TM4SF1","Tm4sf1",9.867762,14.940087,15.024736,130,325,330,13.2775283333333,163.99203,163.99203,0.0865346546335198
"TM4SF20","Tm4sf20",0,0,0,0,0,0,0,0.22771,0.22771,0.814524602715625
"TM4SF4","Tm4sf4",0,0.029012,0.059669,0,1,2,0.0295603333333333,0.03795,0.03795,0.991917080141947
"TM6SF1","Tm6sf1",6.954973,5.863621,5.578314,109,135,149,6.13230266666667,14.01706,14.01706,0.474946671763093
"TM6SF2","Tm6sf2",0.318352,0.611546,0.230246,6,8,4,0.386714666666667,0.56928,0.56928,0.883662996193584
"TM7SF2","Tm7sf2",10.986937,17.148549,16.375978,144,359,393,14.8371546666667,13.44778,13.44778,1.096165270143
"TM7SF3","Tm7sf3",11.512526,11.840411,11.843649,549,876,880,11.7321953333333,30.28596,30.28596,0.40696195140994
"TM9SF1","Tm9sf1",15.559076,13.190626,16.671203,329,543,594,15.1403016666667,6.99588,6.99588,2.01857727563028
"TM9SF2","Tm9sf2",44.890696,34.33309,31.496985,1945,2493,2209,36.9069236666667,107.27859,107.27859,0.350086971641085
"TM9SF3","Tm9sf3",52.193699,28.308818,23.688062,3106,2952,2407,34.730193,60.60988,60.60988,0.579942583884273
"TM9SF4","Tm9sf4",54.887667,29.533596,27.436336,1241,1116,1033,37.2858663333333,21.70873,21.70873,1.68595365453433
"TMA16","Tma16",3.045427,2.478794,2.32662,163,230,209,2.616947,10.10797,10.10797,0.325617282005623
"TMA7","Tma7",192.871482,234.413807,237.189226,471,912,963,221.491505,425.73662,425.73662,0.521378983130157
"TMBIM1","Tmbim1",18.767145,23.959119,27.01739,502,944,1152,23.2478846666667,108.70813,108.70813,0.221021766268978
"TMBIM4","Tmbim4",43.695165,59.917472,54.759074,264,628,590,52.7905703333333,126.10295,126.10295,0.423204735478864
"TMBIM6","Tmbim6",170.180046,188.551043,181.644287,3753,7786,7723,180.125125333333,281.60631,281.60631,0.640909699904908
"TMC1","Tmc1",0.164658,0.033226,0,5,3,0,0.0659613333333333,0.26567,0.26567,0.842211108214095
"TMC2","Tmc2",0.020901,0.011797,0,1,1,0,0.0108993333333333,0.0253,0.0253,0.985954679931077
"TMC3","Tmc3",0.164622,0.011398,0.064714,4,1,6,0.0802446666666667,0.01265,0.01265,1.06675027567932
"TMC4","Tmc4",1.994032,0.759795,1.800263,26,20,35,1.51803,1.83436,1.83436,0.888394558207144
"TMC5","Tmc5",1.043995,0.234188,0.281555,7,5,6,0.519912666666667,0.22771,0.22771,1.23800626097911
"TMC6","Tmc6",5.031533,2.755807,2.403932,53,90,94,3.39709066666667,7.81818,7.81818,0.49863925057854
"TMC7","Tmc7",3.699984,2.201134,1.82099,257,243,224,2.574036,1.75846,1.75846,1.29566352240018
"TMC8","Tmc8",0.079742,0.048001,0.139964,3,3,5,0.0892356666666667,0.50603,0.50603,0.723249647528048
"TMCC1","Tmcc1",20.195274,12.530899,12.634062,1183,1173,1155,15.1200783333333,20.97499,20.97499,0.733564763093559
"TMCC2","Tmcc2",50.445464,46.390023,51.154325,2438,4215,4781,49.3299373333333,1.08797,1.08797,24.1047224497159
"TMCC3","Tmcc3",14.823239,9.752624,10.534851,925,937,955,11.7035713333333,1.78376,1.78376,4.56345781724478
"TMCO1","Tmco1",34.98604,44.386743,42.926428,422,915,847,40.7664036666667,88.13797,88.13797,0.468559062615703
"TMCO2","Tmco2",0,0.153805,0,0,2,0,0.0512683333333333,0,0,1.05126833333333
"TMCO3","Tmco3",25.655379,24.522956,21.414754,480,839,767,23.864363,32.5378,32.5378,0.741383245174102
"TMCO4","Tmco4",0.630649,1.316005,1.438541,28,68,68,1.12839833333333,7.00853,7.00853,0.265766418223236
"TMCO6","Tmco6",3.034739,3.036097,3.704951,65,122,145,3.25859566666667,3.22595,3.22595,1.00772504801682
"TMED1","Tmed1",4.017946,7.760098,8.489941,71,207,240,6.755995,4.81995,4.81995,1.33265663794362
"TMED10","Tmed10",71.772798,65.036205,68.218025,2115,3042,2946,68.3423426666667,208.44686,208.44686,0.331073679818674
"TMED11P","Tmed11",0,0,0,0,0,0,0,0,0,1
"TMED2","Tmed2",96.162855,78.160896,73.23197,1256,1803,1619,82.5185736666667,180.52659,180.52659,0.460090026847674
"TMED3","Tmed3",15.747946,21.088056,24.326225,277,675,793,20.387409,12.61283,12.61283,1.57112143470535
"TMED4","Tmed4",30.165634,47.323936,40.580777,704,1656,1623,39.3567823333333,73.50102,73.50102,0.541694359799817
"TMED5","Tmed5",10.886667,11.158207,11.744373,460,817,563,11.2630823333333,46.07413,46.07413,0.260505766826351
"TMED6","Tmed6",0.099796,0,0,1,0,0,0.0332653333333333,1.96087,1.96087,0.348973556195758
"TMED8","Tmed8",9.256089,3.915466,3.651043,1050,783,731,5.60753266666667,6.19888,6.19888,0.917855647915602
"TMED9","Tmed9",52.139518,50.413818,44.522522,982,1694,1530,49.025286,31.65225,31.65225,1.53206244592639
"TMEFF1","Tmeff1",53.166811,46.053914,44.720675,1106,1513,1412,47.9804666666667,2.65666,2.65666,13.3948648949223
"TMEFF2","Tmeff2",20.284901,18.717622,19.403651,893,1608,1543,19.4687246666667,0.35422,0.35422,15.1147706182649
"TMEM100","Tmem100",5.601629,4.760298,5.708128,136,202,239,5.356685,10.00677,10.00677,0.577525014150382
"TMEM101","Tmem101",6.4102,7.88808,8.00656,136,303,270,7.43494666666667,8.58988,8.58988,0.879567488505244
"TMEM102","Tmem102",0.355032,0.288631,0.360706,9,14,18,0.334789666666667,0.18976,0.18976,1.1218982539896
"TMEM104","Tmem104",3.701192,1.579306,2.236039,243,190,192,2.50551233333333,2.06208,2.06208,1.14481409151078
"TMEM106A","Tmem106a",0.747447,0.831536,0.587242,15,27,24,0.722075,2.59341,2.59341,0.479231426416691
"TMEM106B","Tmem106b",49.23845,44.585161,37.223303,3113,4604,3410,43.6823046666667,27.6293,27.6293,1.5607194261357
"TMEM106C","Tmem106c",21.514065,40.08759,30.301724,292,714,763,30.6344596666667,90.41511,90.41511,0.346052853479766
"TMEM107","Tmem107",14.817095,33.100246,29.650379,42,150,128,25.8559066666667,6.4519,6.4519,3.60390057121897
"TMEM108","Tmem108",6.422189,8.185885,4.161479,254,273,306,6.25651766666667,2.10003,2.10003,2.34078949773604
"TMEM109","Tmem109",23.519604,27.902017,23.414124,404,785,809,24.9452483333333,57.34597,57.34597,0.444679355460768
"TMEM11","Tmem11",9.731165,12.900404,11.368649,183,461,415,11.333406,21.01294,21.01294,0.560279817234772
"TMEM114","Tmem114",0.872001,0.707482,0.684944,15,24,24,0.754809,0,0,1.754809
"TMEM115","Tmem115",10.631236,10.904069,10.113366,323,630,597,10.549557,2.15063,2.15063,3.6657928731714
"TMEM117","Tmem117",2.58108,3.347696,4.008422,103,232,279,3.31239933333333,14.35863,14.35863,0.280780208477796
"TMEM119","Tmem119",7.433544,8.373261,7.776964,234,498,472,7.86125633333333,0.45543,0.45543,6.08841121409709
"TMEM120A","Tmem120a",18.624973,22.408169,22.665042,123,257,250,21.232728,161.32271,161.32271,0.136966219945441
"TMEM120B","Tmem120b",3.530996,4.260508,4.234455,61,140,121,4.008653,2.65666,2.65666,1.36973440243282
"TMEM121","Tmem121",4.207111,7.045453,6.101429,82,273,244,5.78466433333333,0,0,6.78466433333333
"TMEM123","Tmem123",4.934822,5.158812,5.153202,205,373,348,5.08227866666667,128.89877,128.89877,0.0468232198554818
"TMEM125","Tmem125",4.673319,6.378601,7.153297,112,281,316,6.06840566666667,0,0,7.06840566666667
"TMEM126A","Tmem126a",32.736108,25.954809,31.785024,187,307,347,30.158647,171.25358,171.25358,0.180888240465017
"TMEM126B","Tmem126b",11.237993,10.742667,11.024634,370,613,633,11.0017646666667,114.18592,114.18592,0.104194719863909
"TMEM127","Tmem127",23.644616,19.856788,18.503533,1687,2504,2399,20.6683123333333,45.30243,45.30243,0.467973545520901
"TMEM128","Tmem128",13.371948,18.155447,17.65896,203,490,464,16.3954516666667,25.63048,25.63048,0.653215851410364
"TMEM129","Tmem129",10.419311,12.449728,11.69023,314,685,645,11.5197563333333,4.78199,4.78199,2.16530231517753
"TMEM130","Tmem130",74.325955,55.973543,57.16275,3061,3849,3894,62.487416,0.11386,0.11386,56.9976621837574
"TMEM131","Tmem131",12.553085,3.38925,4.600265,1165,500,552,6.84753333333333,24.65637,24.65637,0.305870757762432
"TMEM132A","Tmem132a",76.681404,55.328809,52.733076,2039,2956,2735,61.5810963333333,1.89762,1.89762,21.5974131643671
"TMEM132C","Tmem132c",2.068411,1.831484,1.949341,157,210,213,1.94974533333333,1.5687,1.5687,1.14834170332594
"TMEM132D","Tmem132d",4.966844,2.145602,1.978072,452,354,332,3.03017266666667,0,0,4.03017266666667
"TMEM132E","Tmem132e",5.212947,3.471946,3.586948,232,288,314,4.09061366666667,0,0,5.09061366666667
"TMEM134","Tmem134",20.631401,27.898469,29.596885,187,438,465,26.0422516666667,2.87173,2.87173,6.98453964162446
"TMEM135","Tmem135",79.649601,49.643879,54.074791,814,1111,999,61.122757,14.71285,14.71285,3.95362757233729
"TMEM138","Tmem138",4.366693,5.064668,5.192517,77,156,165,4.874626,38.74933,38.74933,0.147791824415657
"TMEM140","Tmem140",2.269325,4.602284,2.551946,30,75,60,3.141185,22.06296,22.06296,0.179559995768106
"TMEM141","Tmem141",60.571199,79.25107,71.505034,101,213,267,70.4424343333333,18.40688,18.40688,3.68129417677305
"TMEM143","Tmem143",40.463098,40.755664,48.525385,172,380,326,43.248049,24.75757,24.75757,1.71786581575824
"TMEM144","Tmem144",46.429465,19.479293,19.299951,149,215,242,28.402903,22.63224,22.63224,1.24418603568684
"TMEM145","Tmem145",11.180751,7.842139,8.881282,316,435,480,9.30139066666667,0,0,10.3013906666667
"TMEM147","Tmem147",70.22741,83.485751,92.03141,460,1030,1140,81.914857,49.80611,49.80611,1.63198593633718
"TMEM14A","Tmem14a",22.402658,20.862825,16.298685,338,556,433,19.8547226666667,14.83936,14.83936,1.31663922448045
"TMEM14C","Tmem14c",29.103899,37.248386,38.945967,312,714,758,35.0994173333333,278.75988,278.75988,0.129037149048439
"TMEM150A","Tmem150a",4.325102,1.7024,3.004979,54,62,76,3.010827,1.88497,1.88497,1.39024911870834
"TMEM150B","Tmem150b",0.138287,0.031476,0.195024,3,1,8,0.121595666666667,0.20241,0.20241,0.932789702902227
"TMEM150C","Tmem150c",16.095815,11.213064,11.047414,517,702,668,12.785431,15.00382,15.00382,0.861383782122019
"TMEM151A","Tmem151a",96.026085,85.535567,86.766103,2183,2917,2836,89.442585,0,0,90.442585
"TMEM151B","Tmem151b",24.833576,17.142827,16.810135,1645,2188,2216,19.5955126666667,0.03795,0.03795,19.8424901649084
"TMEM154","Tmem154",0.194385,0.230964,0.057046,7,5,5,0.160798333333333,0.34157,0.34157,0.86525364560428
"TMEM158","Tmem158",16.111365,17.07889,11.64838,237,539,395,14.9462116666667,0.50603,0.50603,10.5882430407539
"TMEM159","Tmem159",6.547694,6.114144,8.647444,128,218,243,7.103094,65.56898,65.56898,0.121724773310332
"TMEM160","Tmem160",18.200244,25.578942,29.016576,123,349,418,24.265254,0,0,25.265254
"TMEM161A","Tmem161a",51.97867,30.558292,65.579165,194,387,380,49.3720423333333,1.83436,1.83436,17.7719281719095
"TMEM161B","Tmem161b",49.131064,14.71806,36.819075,255,327,307,33.5560663333333,14.42189,14.42189,2.24071539437341
"TMEM163","Tmem163",21.984831,22.038561,17.926687,303,493,505,20.6500263333333,0.72109,0.72109,12.5792528765685
"TMEM164","Tmem164",6.698344,3.424862,3.410315,455,420,416,4.51117366666667,25.45336,25.45336,0.208335488069064
"TMEM165","Tmem165",27.055415,29.564129,32.447319,297,613,570,29.6889543333333,68.89613,68.89613,0.439065143282373
"TMEM167B","Tmem167b",19.676842,13.761962,12.543097,805,980,897,15.3273003333333,64.50631,64.50631,0.249247749313514
"TMEM168","Tmem168",3.897806,3.146928,2.539354,237,368,227,3.194696,33.58781,33.58781,0.121276715698392
"TMEM169","Tmem169",6.034205,3.23303,3.496494,213,209,208,4.25457633333333,0.36687,0.36687,3.84424000331658
"TMEM17","Tmem17",2.673251,2.666416,2.276209,55,100,87,2.53862533333333,3.99765,3.99765,0.70805785385798
"TMEM170B","Tmem170b",12.786675,3.343406,3.762931,1415,639,660,6.631004,4.20006,4.20006,1.46748383672496
"TMEM171","Tmem171",0.067912,0.188363,0.111382,1,5,3,0.122552333333333,0.0759,0.0759,1.04336121696564
"TMEM174","Tmem174",0,0.034958,0.034456,0,2,2,0.023138,0,0,1.023138
"TMEM175","Tmem175",13.034532,10.748782,10.820414,355,561,536,11.534576,3.85849,3.85849,2.57993244814747
"TMEM176A","Tmem176a",15.897448,22.757103,23.923649,150,311,314,20.8594,14.63695,14.63695,1.39793246125363
"TMEM176B","Tmem176b",17.54802,30.949672,32.269806,231,650,707,26.9224993333333,27.81906,27.81906,0.968890010060472
"TMEM177","Tmem177",2.195178,2.7466,2.389619,109,241,213,2.443799,5.88261,5.88261,0.500362362533981
"TMEM179","Tmem179",46.73965,42.635776,45.798547,1338,2652,2533,45.057991,0,0,46.057991
"TMEM179B","Tmem179b",6.003181,7.406453,8.017618,40,90,96,7.14241733333333,33.44866,33.44866,0.23636383340697
"TMEM18","Tmem18",11.085363,13.63161,14.245383,399,908,995,12.987452,19.30509,19.30509,0.688864319242121
"TMEM182","Tmem182",0.02507,0.057456,0.086112,1,4,6,0.0562126666666667,171.51924,171.51924,0.00612228912361698
"TMEM184A","Tmem184a",0.246176,0.075177,0.092305,7,4,5,0.137886,0,0,1.137886
"TMEM184B","Tmem184b",22.661401,12.841641,14.181279,793,1011,1012,16.5614403333333,14.85201,14.85201,1.10783681901117
"TMEM184C","Tmem184c",28.871722,24.777983,27.808465,924,1453,1427,27.1527233333333,26.62989,26.62989,1.01892274393178
"TMEM185A","Tmem185a",24.608245,25.460174,22.70897,511,980,882,24.2591296666667,20.02618,20.02618,1.20131805523717
"TMEM185B","Tmem185b",2.584861,3.736667,3.726876,105,273,274,3.349468,15.50985,15.50985,0.263446851425058
"TMEM186","Tmem186",4.112188,3.310833,3.590383,208,297,325,3.67113466666667,12.00559,12.00559,0.359163610929352
"TMEM19","Tmem19",22.231332,18.698371,15.705829,411,637,567,18.8785106666667,25.88349,25.88349,0.739431921475473
"TMEM190","Tmem190",0.574989,0,0.610987,2,0,5,0.395325333333333,0,0,1.39532533333333
"TMEM192","Tmem192",12.490508,16.815307,19.685351,149,331,375,16.3303886666667,26.56663,26.56663,0.628672734631207
"TMEM198","Tmem198",32.073572,22.364115,16.97589,543,830,634,23.8045256666667,0.12651,0.12651,22.0189129849417
"TMEM199","Tmem199",21.374035,24.977914,27.976112,300,689,779,24.7760203333333,10.87967,10.87967,2.16975895233902
"TMEM200A","Tmem200a",12.012273,3.612905,3.025642,303,342,278,6.21694,0,0,7.21694
"TMEM201","Tmem201",12.660835,9.318862,7.417727,672,876,758,9.79914133333333,2.84642,2.84642,2.8075824619603
"TMEM202","Tmem202",1.220929,1.736787,1.035386,19,41,26,1.331034,0,0,2.331034
"TMEM203","Tmem203",5.005875,5.524986,5.107112,46,97,92,5.21265766666667,54.57545,54.57545,0.11178780678639
"TMEM204","Tmem204",3.619242,4.641934,4.828179,88,215,222,4.36311833333333,8.13445,8.13445,0.587130952967429
"TMEM205","Tmem205",14.981132,24.323421,23.770621,130,374,369,21.025058,59.59781,59.59781,0.363462937026932
"TMEM207","Tmem207",0.025732,0,0.015246,1,0,1,0.0136593333333333,0,0,1.01365933333333
"TMEM208","Tmem208",17.302369,22.096783,23.337217,152,351,378,20.912123,5.90791,5.90791,3.17203365417326
"TMEM209","Tmem209",12.073734,9.753278,8.470977,347,448,381,10.0993296666667,11.96764,11.96764,0.855925185050377
"TMEM210","Tmem210",1.855485,1.400554,0.884255,3,4,2,1.380098,0,0,2.380098
"TMEM211","Tmem211",0.039368,0,0.064752,1,0,3,0.0347066666666667,0,0,1.03470666666667
"TMEM212","Tmem212",0.796382,3.662178,4.713818,6,49,64,3.05745933333333,0.43013,0.43013,2.83712622861791
"TMEM213","Tmem213",0,0,0,0,0,0,0,0.08856,0.08856,0.918644815168663
"TMEM214","Tmem214",20.102096,17.34607,14.954118,559,820,756,17.467428,30.79199,30.79199,0.580883046327078
"TMEM215","Tmem215",2.606943,3.58792,2.292854,103,250,166,2.829239,0,0,3.829239
"TMEM216","Tmem216",4.201707,5.106209,5.783187,47,112,126,5.03036766666667,7.41336,7.41336,0.716760921518474
"TMEM218","Tmem218",3.238724,3.257996,3.235959,123,216,217,3.24422633333333,21.31656,21.31656,0.190182820888763
"TMEM219","Tmem219",14.339677,22.697185,33.249638,80,204,258,23.4288333333333,28.401,28.401,0.830884437037289
"TMEM220","Tmem220",0.830568,0.316115,0.620248,14,12,20,0.588977,16.10444,16.10444,0.0928985105621698
"TMEM221","Tmem221",0.152199,0.106851,0.025857,3,4,1,0.094969,0.13916,0.13916,0.961207380877138
"TMEM222","Tmem222",36.604504,58.106759,57.082548,599,1631,1685,50.597937,3.2892,3.2892,12.0297344493146
"TMEM223","Tmem223",25.477452,42.999958,40.882077,202,631,609,36.4531623333333,28.4263,28.4263,1.27277851219261
"TMEM225","Tmem225",0,0,0,0,0,0,0,0,0,1
"TMEM229A","Tmem229a",16.891202,12.681422,12.755466,1206,1639,1623,14.1093633333333,0,0,15.1093633333333
"TMEM230","Tmem230",14.919165,15.40263,16.744716,320,465,483,15.688837,192.77255,192.77255,0.0861259089587251
"TMEM231","Tmem231",3.029401,2.890625,2.712397,131,229,217,2.87747433333333,4.66814,4.66814,0.68408231506867
"TMEM232","Tmem232",0.791895,1.135852,1.181112,22,56,59,1.03628633333333,0.98676,0.98676,1.02492819129303
"TMEM233","Tmem233",0,0.015787,0,0,1,0,0.00526233333333333,0.29097,0.29097,0.778687601829116
"TMEM234","Tmem234",42.376512,48.463126,49.509767,583,1213,1272,46.783135,9.14651,9.14651,4.70931729234978
"TMEM235","Tmem235",0,0,0,0,0,0,0,0,0,1
"TMEM236","Tmem236",0.036432,0.03156,0.021484,2,3,2,0.0298253333333333,0.12651,0.12651,0.914173272614831
"TMEM237","Tmem237",13.576834,18.341426,13.814047,240,487,438,15.2441023333333,34.19505,34.19505,0.461545084701779
"TMEM238","Tmem238",0.916839,4.619039,4.358963,13,28,18,3.29828033333333,0,0,4.29828033333333
"TMEM239","Tmem239",0,0,0.037813,0,0,1,0.0126043333333333,0,0,1.01260433333333
"TMEM240","Tmem240",11.017394,10.792755,9.231048,232,331,305,10.3470656666667,0,0,11.3470656666667
"TMEM241","Tmem241",3.496684,5.18947,6.474564,80,171,160,5.05357266666667,2.60606,2.60606,1.67872211407094
"TMEM242","Tmem242",29.063249,35.596673,41.104105,328,718,844,35.2546756666667,30.31126,30.31126,1.15787980639127
"TMEM245","Tmem245",6.717904,0.927702,1.455152,1682,398,530,3.033586,55.05618,55.05618,0.0719561340069908
"TMEM247","Tmem247",0,0,0,0,0,0,0,0,0,1
