"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg__TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"ACOX3",11.236717,10.706481,12.961887,11.6350283333333,231,182,207,8.870189,7.235071,11.373044,9.15943466666667,158,135,150,1.24367435274614
"ACOXL",0.106301,0.156535,0.132989,0.131941666666667,4,4,4,0.239138,0.162594,0.206492,0.202741333333333,7,4,5,0.941134752166162
"ACOXL.AS1",0.07829,0.102513,0.732783,0.304528666666667,4,4,10,0.293391,0.058293,0.342878,0.231520666666667,10,2,13,1.0592828053772
"ACP1",74.872622,58.654584,76.070071,69.865759,1230,785,941,58.248272,76.17287,65.299677,66.5736063333333,903,859,858,1.0487195052226
"ACP2",104.027156,109.16421,127.822959,113.671441666667,638,547,541,169.629988,98.736759,157.367625,141.911457333333,899,467,753,0.802395020010199
"ACP3",0.265858,0.022854,0.050647,0.113119666666667,3,1,2,0,0.025974,0.047048,0.0243406666666667,0,1,2,1.08666940880996
"ACP4",0.279935,0.062067,0,0.114000666666667,6,1,0,0.556063,0.142491,0.132265,0.276939666666667,10,2,2,0.872398826465046
"ACP5",0,2.031601,2.612106,1.54790233333333,0,11,8,7.63295,1.018418,10.927006,6.52612466666667,32,7,35,0.338541074747012
"ACP6",17.588665,10.559517,14.810767,14.3196496666667,472,247,242,24.331622,19.56541,23.987726,22.6282526666667,367,301,340,0.648361513768588
"ACP7",0.15024,0.124344,0.170202,0.148262,8,5,6,0.259018,0.140654,0.195719,0.198463666666667,11,5,8,0.958111649052912
"ACR",0.041913,0,0.163679,0.0685306666666667,1,0,1,0.050784,0.062833,0,0.0378723333333333,1,1,0,1.02953959976452
"ACRBP",0.967429,0.571787,0.527381,0.688865666666667,14,5,4,0.933344,1.400639,0.994766,1.109583,9,11,8,0.800568485177718
"ACRP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACRV1",0.120346,0.767177,1.18959,0.692371,4,7,14,0.230836,0.190941,0.387534,0.269770333333333,4,4,4,1.33281661696827
"ACSBG1",6.630397,3.875408,5.355253,5.28701933333333,156,78,93,1.680716,3.357604,1.221717,2.086679,49,54,34,2.03682317900026
"ACSBG2",0.74582,0.53011,0.820644,0.698858,10,3,4,0.206484,0.414199,0.534768,0.385150333333333,2,2,6,1.2264791475101
"ACSF2",42.632059,13.17411,6.555456,20.7872083333333,402,55,44,52.435691,50.495669,51.622443,51.5179343333333,334,301,283,0.414852728118534
"ACSF3",22.250491,16.962759,21.849371,20.354207,350,268,226,19.896846,16.478566,14.431669,16.9356936666667,339,249,243,1.19059833407428
"ACSL1",85.585307,101.814344,82.647096,90.0155823333333,1143,969,970,22.571965,34.049958,24.018834,26.8802523333333,390,247,333,3.26451788330897
"ACSL3",127.281776,105.351012,89.76463,107.465806,3228,2050,1832,125.144372,117.20619,162.941162,135.097241333333,2688,1748,2708,0.796972847776851
"ACSL4",69.219653,62.683685,53.413498,61.7722786666667,3943,2820,2527,25.373504,30.774505,32.691471,29.61316,1627,1473,1507,2.05049980683689
"ACSL5",0.206791,0.83348,0.182037,0.407436,6,12,5,0.550356,0.183705,0.680974,0.471678333333333,9,2,6,0.956347571423556
"ACSL6",13.388689,15.367533,10.761177,13.1724663333333,980,1036,796,5.279576,2.761154,5.097792,4.37950733333333,259,134,211,2.63452867616997
"ACSM1",0.060423,0,0,0.020141,2,0,0,0,0.132055,0,0.0440183333333333,0,1,0,0.977129392683079
"ACSM2A",0.816039,2.615985,1.21988,1.55063466666667,4,7,2,0.231348,3.931815,1.327585,1.83024933333333,4,10,8,0.901204935065791
"ACSM2B",0.4576,0.459343,0.100414,0.339119,8,5,3,0.259345,0.573845,1.003013,0.612067666666667,6,3,7,0.830684113135863
"ACSM3",1.696961,2.786466,2.358993,2.28080666666667,15,14,19,0.848148,3.771251,3.221045,2.61348133333333,19,43,27,0.907935136236117
"ACSM4",0.215017,0.529825,0.278182,0.341008,8,15,7,0.291138,0.408874,0.146039,0.282017,9,5,4,1.04601421041999
"ACSM5",0.201606,0,0.029441,0.0770156666666667,1,0,1,0,0.083985,0,0.027995,0,1,0,1.04768570534552
"ACSM6",0.145067,0.22124,0.069825,0.145377333333333,4,5,1,0.184682,0.037403,0,0.0740283333333333,5,1,0,1.06643120836353
"ACSS1",7.426916,3.07265,5.466344,5.32197,515,157,255,2.170075,1.974672,2.210112,2.11828633333333,125,92,110,2.02738598198006
"ACSS2",183.462238,133.340645,131.295035,149.365972666667,1363,636,598,53.386125,66.083436,55.009702,58.1597543333333,306,259,305,2.54169366254355
"ACSS3",6.876982,2.730375,3.127256,4.244871,286,78,82,7.547094,17.434579,3.069008,9.350227,223,394,163,0.50673970725473
"ACTA1",43.17532,0.074509,0.342321,14.5307166666667,1089,1,4,0.240853,0.05949,0.233685,0.178009333333333,5,1,4,13.1838655494524
"ACTA2",25.800466,5.539749,5.485474,12.2752296666667,558,76,68,6.327661,72.105899,6.461854,28.2984713333333,99,1023,93,0.453103150523871
"ACTA2.AS1",0.754069,0.282828,0.269851,0.435582666666667,15,5,3,0.315759,0.698281,0.224611,0.412883666666667,3,12,3,1.01606572468458
"ACTB",2138.164791,2243.689595,2712.36844,2364.740942,29266,23222,24748,1508.849694,1933.919489,1684.423797,1709.06432666667,16993,17349,16522,1.38342219360333
"ACTBL2",0,0.02739,0.030881,0.0194236666666667,0,1,1,0.024972,0,0,0.008324,1,0,0,1.01100803577686
"ACTBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTBP12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTBP14",0,0,0,0,0,0,0,0,0.087714,0,0.029238,0,1,0,0.971592576255443
"ACTC1",869.621513,0.354562,0.525835,290.167303333333,16803,6,3,0.053354,2.151921,0.356773,0.854016,1,24,3,157.046812612908
"ACTE1P",0.09116,0.034649,0.080503,0.0687706666666667,4,1,2,0.119998,0.161713,0.036773,0.106161333333333,4,4,1,0.966197818039804
"ACTG1",1869.624603,1654.156602,1676.836666,1733.53929033333,40874,26878,29741,1419.3332,1648.589858,1463.03336,1510.318806,26010,23050,24917,1.14769913763207
"ACTG1P10",0.197606,0.077691,0,0.0917656666666667,3,1,0,0.214912,0,0,0.0716373333333333,3,0,0,1.01878278472319
"ACTG1P12",0,0,0.08112,0.02704,0,0,1,0.129923,0,0.07344,0.0677876666666667,2,0,1,0.961839167150273
"ACTG1P14",0.112457,0.074071,0.085238,0.0905886666666667,2,1,1,0.068188,0.168552,0.154416,0.130385333333333,1,2,2,0.964793716361029
"ACTG1P15",0.181501,0.079764,0.091538,0.117601,3,1,1,0.293313,0.090251,0.165597,0.183053666666667,4,1,2,0.944674811878075
"ACTG1P16",0,0,0,0,0,0,0,0,0,0.080944,0.0269813333333333,0,0,1,0.973727532860059
"ACTG1P17",0.566011,0.233651,1.137973,0.645878333333333,8,5,5,0.273704,0.544365,0.24387,0.353979666666667,5,6,5,1.21558570918963
"ACTG1P19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTG1P21",0,0,0.099037,0.0330123333333333,0,0,1,0.079274,0.098001,0,0.0590916666666667,1,1,0,0.975375754380719
"ACTG1P23",0,0.078355,0,0.0261183333333333,0,1,0,0,0.089191,0,0.0297303333333333,0,1,0,0.996492285520707
"ACTG1P24",0.156445,0.102987,0.236991,0.165474333333333,2,1,2,0,0.23497,0.214522,0.149830666666667,0,2,2,1.01360519172098
"ACTG1P25",0.438506,0.247271,0.474789,0.386855333333333,17,5,12,0.684438,0.755264,0.295411,0.578371,14,16,9,0.878662452194911
"ACTG2",5.162967,3.078347,2.858471,3.69992833333333,118,58,48,7.933159,66.52499,5.367457,26.6085353333333,155,991,99,0.170234613194379
"ACTL10",0.061689,0.082599,0,0.048096,2,2,0,0.108181,0.047738,0.13155,0.095823,3,1,3,0.956446433411235
"ACTL11P",0,0.018245,0,0.00608166666666667,0,1,0,0.016099,0,0,0.00536633333333333,1,0,0,1.0007115151061
"ACTL6A",158.27347,137.510766,210.020503,168.601579666667,387,170,252,127.358034,224.770196,142.955043,165.027757666667,297,293,270,1.02152544881787
"ACTL6B",50.973446,92.448261,75.837415,73.086374,303,437,363,28.097481,15.805406,34.483202,26.1286963333333,158,77,164,2.7309227502012
"ACTL7A",0,0,0.059905,0.0199683333333333,0,0,1,0,0,0,0,0,0,0,1.01996833333333
"ACTL7B",0.043131,0,0,0.014377,1,0,0,0,0,0.060404,0.0201346666666667,0,0,1,0.994355973917169
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTN1",69.241658,47.821745,50.974833,56.0127453333333,1648,918,920,90.571305,205.524402,69.241953,121.77922,1789,3484,1635,0.464351747252779
"ACTN1.AS1",0.213109,0.18718,0,0.133429666666667,1,1,0,0.171928,0.531569,0.196484,0.299993666666667,1,2,1,0.871873221946466
"ACTN2",69.76771,1.253103,0.801863,23.940892,2414,37,25,1.088077,0.737005,1.599137,1.14140633333333,35,16,39,11.6469684486161
"ACTN3",0.648357,0.142398,0.028312,0.273022333333333,33,2,1,0.045257,0.139648,0.025741,0.0702153333333333,2,5,1,1.18950111597479
"ACTN4",209.643774,167.250481,183.429698,186.774651,3505,2178,2093,278.496919,323.301901,259.392949,287.063923,4353,4197,3672,0.651850634555164
"ACTN4P1",0,0.055131,0,0.018377,0,1,0,0,0,0,0,0,0,0,1.018377
"ACTP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTR10",157.019067,205.113642,237.357145,199.829951333333,1492,1517,1594,106.898089,119.583704,114.844543,113.775445333333,926,725,903,1.74976407845841
"ACTR1A",115.943189,124.852514,131.407319,124.067674,3642,2918,2824,74.839265,81.902002,83.592002,80.1110896666667,2113,1784,2155,1.54193063505837
"ACTR1AP1",0,0.075651,0,0.025217,0,1,0,0,0,0,0,0,0,0,1.025217
"ACTR1B",30.556702,30.517172,34.362579,31.812151,1047,814,792,21.363274,19.600556,20.09068,20.3515033333333,569,419,496,1.53676069023087
"ACTR2",96.131777,93.793262,100.811332,96.9121236666667,5682,4350,4406,75.976968,94.052154,82.283986,84.1043693333333,4054,4017,3903,1.15049467417082
"ACTR3",61.541822,74.758475,82.615188,72.9718283333333,1929,1669,1860,45.55178,67.520844,47.924974,53.665866,1318,1529,1194,1.35316302010716
"ACTR3B",12.200305,11.066625,8.231572,10.4995006666667,240,204,198,10.065129,3.446338,9.264419,7.591962,128,93,123,1.33840217946339
"ACTR3BP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTR3C",0.478798,0.028455,0.143524,0.216925666666667,7,2,9,0.124921,0.064517,0.014714,0.0680506666666667,4,4,1,1.13938945468255
"ACTR3P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTR5",2.300345,2.272068,2.6564,2.40960433333333,103,77,79,2.283258,2.083983,2.205831,2.191024,85,62,72,1.06849849243796
"ACTR6",26.189179,23.847515,19.715424,23.250706,497,369,392,13.415528,14.382194,12.825706,13.5411426666667,179,170,172,1.66773042228593
"ACTR6P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTR8",26.624084,28.334546,22.577852,25.845494,586,511,414,27.345583,31.670753,28.516672,29.1776693333333,451,420,408,0.889581422059897
"ACTRT1",0,0,0,0,0,0,0,0.102041,0,0,0.0340136666666667,2,0,0,0.967105205895087
"ACTRT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACTRT3",0.786164,0.893232,0.943422,0.874272666666667,22,19,18,1.292807,1.228868,1.115009,1.212228,30,23,23,0.847233045900634
"ACVR1",7.530875,6.531985,5.489665,6.51750833333333,334,179,196,7.037928,8.229634,8.26402,7.84386066666667,266,286,274,0.85002564113968
"ACVR1B",35.019207,49.193225,49.103909,44.4387803333333,1431,1584,1379,23.506718,19.491365,37.165374,26.7211523333333,1068,588,961,1.63913750001999
"ACVR1C",0.202768,0.064909,0.072133,0.11327,22,3,2,0.0076,0,0,0.00253333333333333,1,0,0,1.11045684266525
"ACVR2A",16.001132,14.786883,12.909514,14.565843,1121,784,770,16.277364,13.847823,12.988231,14.3711393333333,858,613,699,1.01266683376192
"ACVR2B",4.136669,3.378978,3.850929,3.78885866666667,910,569,582,4.35859,4.450622,4.619946,4.476386,801,656,751,0.874456012900965
"ACVR2B.AS1",0.552097,0.855593,1.095801,0.834497,25,29,33,0.424389,0.268246,0.324133,0.338922666666667,16,8,11,1.37012916852554
"ACVRL1",1.158399,0.437574,0.500078,0.698683666666667,37,18,23,0.590729,2.94744,0.548938,1.362369,17,29,14,0.719059413100437
"ACY1",16.513926,11.864692,15.383214,14.5872773333333,136,84,80,20.950655,16.690042,15.695317,17.7786713333333,158,95,107,0.830052193611
"ACY3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACYP1",23.726514,23.728152,24.186164,23.8802766666667,153,116,104,10.41891,8.717873,14.17402,11.103601,56,39,67,2.05560945595172
"ACYP2",13.526342,21.437315,22.138132,19.0339296666667,163,188,173,10.213957,4.257689,7.281641,7.25109566666667,107,43,69,2.42803264875489
"ADA",2.752245,0.680643,2.280619,1.90450233333333,55,11,27,1.881756,4.803617,1.30235,2.66257433333333,34,81,20,0.793022084739486
"ADA2",2.338413,4.38061,5.758638,4.15922033333333,97,158,142,2.245861,1.223755,1.282529,1.58404833333333,57,32,50,1.99656495073299
"ADAD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAD1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAD2",0,0.231674,0.001766,0.0778133333333333,0,1,0,0.3516,0,0,0.1172,2,0,0,0.964745196324144
"ADAL",12.105016,15.600091,15.33191,14.3456723333333,307,321,294,7.68946,6.63051,7.245079,7.18834966666667,179,129,165,1.87408610501856
"ADAM10",70.311374,70.683677,76.336447,72.4438326666667,1888,1354,1326,123.897107,145.822332,94.147613,121.289017333333,2639,2371,2045,0.600575867467106
"ADAM11",21.676701,61.251494,63.202393,48.710196,1266,2768,2775,76.352617,40.073029,61.625283,59.3503096666667,3716,1536,3032,0.82369413304695
"ADAM12",253.498386,167.661955,151.796176,190.985505666667,20837,10523,10029,263.2453,223.75449,242.910757,243.303515666667,19064,13110,16722,0.78584831308206
"ADAM15",30.979275,23.526472,41.074168,31.8599716666667,498,372,446,60.668103,38.00024,71.175865,56.614736,825,388,844,0.570339707304511
"ADAM17",14.349408,16.247264,14.244751,14.947141,856,534,597,20.368008,22.287947,19.327487,20.6611473333333,954,877,913,0.736209433166067
"ADAM18",0,0,0,0,0,0,0,0.173553,0,0.041788,0.0717803333333333,3,0,1,0.933027010198918
"ADAM19",16.94927,22.701045,23.52762,21.0593116666667,1960,1980,1753,29.941341,40.231067,28.930422,33.0342766666667,3088,3156,2634,0.648149860292805
"ADAM1B",0.523533,0.419067,0.421079,0.454559666666667,18,11,10,0.246283,0.130195,0.235106,0.203861333333333,7,3,6,1.20824519102975
"ADAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAM20",0.060308,0.079075,0.087706,0.0756963333333333,3,3,3,0.04832,0.029938,0.054296,0.0441846666666667,2,1,2,1.0301782507181
"ADAM20P1",0.293669,0.308602,0.879615,0.493962,15,12,25,0.548452,0.338998,0.190061,0.359170333333333,19,9,7,1.09917201940105
"ADAM20P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAM21",0.188727,0.221899,0.309121,0.239915666666667,9,8,10,0.668215,0.347816,0.872414,0.629481666666667,26,11,31,0.760926429570139
"ADAM21P1",0.012879,0,0,0.004293,0,0,0,0.092513,0.167063,0.171162,0.143579333333333,3,4,4,0.878201424882926
"ADAM22",13.135,11.196035,9.8092,11.3800783333333,1606,1240,1028,4.293794,2.708427,3.651038,3.55108633333333,478,274,429,2.72024686560183
"ADAM23",48.84821,52.745915,47.205046,49.5997236666667,2519,1761,1594,37.576591,23.373305,38.05317,33.001022,1238,742,1078,1.48818243365351
"ADAM24P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAM28",1.502507,0.416905,0.03323,0.650880666666667,52,9,3,0.348438,0.553339,0.041631,0.314469333333333,9,6,4,1.25592938899551
"ADAM29",0.184234,0.673702,0.264276,0.374070666666667,8,7,9,0.239099,0.065655,0.330303,0.211685666666667,6,2,12,1.13401578022023
"ADAM30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAM32",0.985926,0.562709,0.705876,0.751503666666667,77,43,33,2.254211,1.354362,2.923583,2.17738533333333,55,59,42,0.55124055879908
"ADAM33",1.225579,0.212729,0.396698,0.611668666666667,54,8,12,2.494698,2.736092,1.700388,2.31039266666667,101,92,56,0.486851207379427
"ADAM3A",0.341385,0,0.42368,0.255021666666667,6,0,5,0.436679,0.176368,0.214035,0.275694,6,2,3,0.983795225709823
"ADAM3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAM5",0,0,0,0,0,0,0,0,0.04341,0,0.01447,0,1,0,0.985736394373417
"ADAM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ADAM7",0.297177,0.021595,0.063257,0.127343,18,1,2,0,0,0,0,0,0,0,1.127343
"ADAM8",5.896302,4.237317,5.824988,5.31953566666667,93,66,47,5.202434,6.064427,4.039568,5.102143,86,51,59,1.03562562638514
"ADAM9",31.044422,15.040139,19.545192,21.8765843333333,1575,713,795,71.058484,58.878118,62.020836,63.9858126666667,3410,2438,2937,0.35202428644964
"ADAMDEC1",0,0,0,0,0,0,0,0,0,0.041296,0.0137653333333333,0,0,1,0.986421578169307
"ADAMTS1",53.416922,36.50485,34.398098,41.4399566666667,2281,1139,1236,58.569233,141.380568,62.579103,87.5096346666667,2243,3762,2049,0.479495332078801
"ADAMTS10",30.984806,32.271974,30.357747,31.2048423333333,529,437,369,42.167717,37.796595,30.528394,36.830902,656,454,461,0.8512840199616
"ADAMTS12",3.104435,1.18569,1.477975,1.9227,449,149,114,2.859441,10.976222,1.680552,5.17207166666667,349,1188,204,0.473536303180753
"ADAMTS13",8.251614,7.895253,8.511647,8.21950466666667,354,284,270,8.033716,6.591312,8.465815,7.69694766666667,314,196,249,1.06008510342115
"ADAMTS14",1.91118,0.569069,0.357461,0.945903333333333,195,44,24,1.42471,0.587428,0.773549,0.928562333333333,121,40,57,1.0089916720348
"ADAMTS15",3.856279,2.752015,3.081575,3.22995633333333,417,225,219,17.611965,40.095153,16.907602,24.8715733333333,1580,2875,1319,0.16349822559432
"ADAMTS16",38.568071,1.033011,1.581908,13.7276633333333,238,65,86,38.407432,28.686978,28.018399,31.7042696666667,364,175,311,0.450328458132312
"ADAMTS17",0.604486,0.821092,0.902747,0.776108333333333,37,26,26,1.589791,1.49711,1.624783,1.57056133333333,80,45,50,0.690941822823653
"ADAMTS18",0.836196,0.34132,0.027707,0.401741,21,6,2,0.011209,0.177952,0.012741,0.0673006666666667,1,2,1,1.31335156416405
"ADAMTS19",0.691824,0.172356,0.296478,0.386886,17,12,6,0.180133,0.223756,0.149189,0.184359333333333,4,5,10,1.17100103065567
"ADAMTS19.AS1",0.374882,0.121996,0.026086,0.174321333333333,5,1,1,0.111602,0,0,0.0372006666666667,1,0,0,1.13220264031197
"ADAMTS2",1.05629,1.019052,1.068975,1.04810566666667,93,20,17,2.426145,2.693979,2.505131,2.54175166666667,114,108,129,0.578274780228804
"ADAMTS20",1.283844,0.25905,0.359154,0.634016,110,21,25,0.301329,0.112757,0.27111,0.228398666666667,27,9,20,1.33020007619676
"ADAMTS3",6.587764,4.025588,2.784121,4.46582433333333,750,346,213,0.311518,0.618834,0.46883,0.466394,30,34,23,3.72739136503104
"ADAMTS4",25.829682,6.699742,10.583665,14.3710296666667,847,236,217,6.532971,7.047095,3.966088,5.848718,241,351,176,2.2443659772043
"ADAMTS5",2.810816,3.243508,4.167592,3.40730533333333,494,438,505,9.333422,9.994655,11.137729,10.1552686666667,1385,1186,1450,0.395087331827597
"ADAMTS6",1.385549,0.272905,0.54382,0.734091333333333,98,28,26,0.660235,2.234675,0.319661,1.07152366666667,44,48,29,0.837109110186367
"ADAMTS7",30.711528,21.35642,27.594435,26.5541276666667,2499,1418,1547,47.865694,42.976341,40.737031,43.8596886666667,3447,2438,2449,0.614229132783549
"ADAMTS7P1",0.150186,0.168203,0.185199,0.167862666666667,14,12,11,0.2297,0.232345,0.325576,0.262540333333333,17,14,21,0.925010184493116
"ADAMTS7P3",0.343115,0.309857,0.223329,0.292100333333333,24,16,10,0.460425,0.514069,0.4573,0.477264666666667,27,24,23,0.874657305822428
"ADAMTS7P4",1.534768,0.301199,1.35806,1.06467566666667,12,1,8,0.92401,0.851023,0.514302,0.763111666666667,15,7,5,1.17104078300958
"ADAMTS8",1.292831,3.322689,5.300198,3.30523933333333,79,144,195,3.929698,1.378664,3.233674,2.84734533333333,189,53,134,1.11901557056311
"ADAMTS9",11.33945,7.446555,7.577687,8.78789733333333,1039,380,389,15.906889,31.515497,16.64845,21.3569453333333,1115,1769,829,0.437801192756864
"ADAMTS9.AS1",0.494178,0.230452,0.251472,0.325367333333333,8,2,2,0.308365,0.600059,0.487865,0.465429666666667,7,6,5,0.904422343481059
"ADAMTS9.AS2",0.433971,0.091595,0.138096,0.221220666666667,17,4,5,0.169311,0.907569,0.112358,0.396412666666667,6,13,4,0.87454138437587
"ADAMTSL1",5.919842,5.793045,6.199496,5.97079433333333,392,254,315,28.516986,26.791015,30.129519,28.4791733333333,2165,1551,1738,0.236465054651012
"ADAMTSL2",0.70847,0.709747,0.641205,0.686474,50,37,29,0.121693,0.420352,0.182929,0.241658,7,20,9,1.35824357431757
"ADAMTSL3",1.068124,0.941684,1.198236,1.069348,69,31,31,0.847963,1.791333,1.116183,1.25182633333333,48,72,20,0.918964295499993
"ADAMTSL4",1.307851,0.581012,0.686961,0.858608,61,25,23,1.589016,2.016736,1.720831,1.77552766666667,70,68,61,0.669641316251817
"ADAMTSL4.AS1",0.581504,0.269881,0.499135,0.450173333333333,15,4,3,1.104908,0.342468,0.654419,0.700598333333333,16,4,6,0.852743005157989
"ADAMTSL5",5.943779,4.096958,2.883372,4.30803633333333,62,23,23,3.215463,1.806809,1.858656,2.29364266666667,27,25,26,1.61160055006979
"ADAP1",34.213031,38.13869,48.991537,40.4477526666667,519,451,555,12.000304,6.450336,13.338759,10.5964663333333,167,77,148,3.57417091338658
"ADAP2",1.058876,0.353861,4.97029,2.12767566666667,7,3,13,0.829332,2.203443,4.074633,2.369136,11,7,13,0.928331675143618
"ADAR",105.908597,112.956385,96.851585,105.238855666667,5486,4023,3650,81.262583,104.679305,79.527831,88.4899063333333,3440,3058,3093,1.1871602063248
"ADARB1",68.1759,68.438509,91.97377,76.1960596666667,1634,1218,1112,105.018409,174.424258,70.337136,116.593267666667,1757,1868,1443,0.656466660025886
"ADARB2",1.417302,0.902524,0.536378,0.952068,56,24,10,1.462916,2.153002,0.868352,1.49475666666667,39,48,24,0.782468296841242
"ADARB2.AS1",0,0,0,0,0,0,0,0,0.189939,0,0.063313,0,1,0,0.940456855131086
"ADAT1",38.849966,55.207581,52.832268,48.9632716666667,508,481,421,27.014364,30.208847,30.118773,29.1139946666667,245,210,212,1.65913795960027
"ADAT2",3.889025,2.159954,2.429168,2.826049,236,114,122,6.534624,5.544724,3.678619,5.25265566666667,206,149,184,0.611907836280979
"ADAT3",0.789433,1.103201,1.650664,1.18109933333333,15,14,18,1.184894,0.938623,1.665099,1.262872,19,10,19,0.963863326486577
"ADCK1",6.371801,4.972601,7.045702,6.13003466666667,158,98,124,8.663261,7.385662,8.66168,8.23686766666667,168,137,156,0.771910448863202
