"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"PRPSAP2",53.021939,49.407997,36.002878,46.1442713333333,267,216,190,"Prpsap2",1.18413,1.158555,1.21151,62,56,46,1.18473166666667,21.5789756026484
"PRR11",16.983496,8.232091,6.58892,10.6015023333333,296,272,231,"Prr11",0.081118,0.096311,0.056593,10,11,5,0.0780073333333333,10.7619883228995
"PRR12",7.87577,8.232055,4.948343,7.01872266666667,313,214,224,"Prr12",1.30352,1.120917,1.30256,208,227,185,1.24233233333333,3.57606343514052
"PRR14",17.333103,21.302865,16.925144,18.5203706666667,223,214,193,"Prr14",7.718808,6.959,8.774901,225,218,183,7.81756966666667,2.21380396238434
"PRR14L",3.228577,2.024137,2.28639,2.51303466666667,543,303,300,"Prr14l",0.328114,2.475114,0.723785,106,118,123,1.175671,1.61469021128041
"PRR15",0.115455,0.174398,0.092923,0.127592,4,1,3,"Prr15",0.10899,0.068132,0.182672,5,3,6,0.119931333333333,1.00684030032794
"PRR15L",0.033319,0,0.070685,0.034668,1,0,2,"Prr15l",0.054882,0.110898,0.212128,2,3,3,0.125969333333333,0.918913126112375
"PRR16",1.515134,0.871541,1.315388,1.234021,20,11,23,"Prr16",0,0.011874,0,0,1,0,0.003958,2.22521360455318
"PRR18",0.051546,0.03887,0,0.0301386666666667,3,2,0,"Prr18",0,0,0,0,0,0,0,1.03013866666667
"PRR19",0.190567,0.2784,0.237301,0.235422666666667,7,9,8,"Prr19",0,0,0,0,0,0,0,1.23542266666667
"PRR22",0.526316,0.868667,0.267912,0.554298333333333,15,22,7,"Prr22",0.140945,0,0.197075,6,0,6,0.112673333333333,1.39690445234001
"PRR23D1",0,0,0,0,0,0,0,"Prr23a1",0,0,0,0,0,0,0,1
"PRR23D1",0,0,0,0,0,0,0,"Prr23a3",0,0,0,0,0,0,0,1
"PRR23D1",0,0,0,0,0,0,0,"Prr23a2",0,0,0,0,0,0,0,1
"PRR27",0.041649,0,0,0.013883,2,0,0,"Prr27",0,0,0,0,0,0,0,1.013883
"PRR29",0.194269,0,0.031122,0.0751303333333333,3,0,2,"Prr29",0.77362,0.864031,0.764178,20,19,13,0.800609666666667,0.59709239222493
"PRR3",1.809112,3.41614,3.726344,2.98386533333333,79,86,73,"Prr3",0.975903,0.861421,0.290172,26,25,10,0.709165333333333,2.33088353457516
"PRR30",0,0,0,0,0,0,0,"Prr30",0,0,0.023442,0,0,1,0.007814,0.992246585183377
"PRR32",0,0,0,0,0,0,0,"Prr32",0,0,0,0,0,0,0,1
"PRR35",0,0,0,0,0,0,0,"A930017K11Rik",0.048084,0.023655,0.052073,4,2,3,0.0412706666666667,0.960365092393524
"PRR36",0.574873,0.324286,0.395706,0.431621666666667,44,25,22,"Prr36",0.024789,0.019031,0,4,3,0,0.0146066666666667,1.41101149213817
"PRR5",4.764388,3.233745,2.438465,3.478866,134,97,76,"Prr5",0.21564,0.410837,0.328075,12,23,13,0.318184,3.39775478992311
"PRR5L",0.169028,0.414652,0.340097,0.307925666666667,5,8,6,"Prr5l",0.229353,0.160393,1.060089,9,4,12,0.483278333333333,0.881780335675368
"PRR7",1.923596,0.882534,1.439601,1.41524366666667,46,19,36,"Prr7",0.035712,0.170763,0,1,7,0,0.068825,2.25971853827022
"PRR9",0,0,0,0,0,0,0,"Prr9",0,0,0,0,0,0,0,1
"PRRC1",8.201933,6.784532,5.476112,6.820859,260,224,176,"Prrc1",3.535635,3.309132,5.12569,312,268,231,3.99015233333333,1.56725856799161
"PRRC2A",65.326199,83.58989,77.248348,75.3881456666667,2944,2093,1671,"Prrc2a",19.032281,15.177539,20.282289,2063,2035,1777,18.1640363333333,3.9860154895344
"PRRC2B",39.850557,16.22914,17.968223,24.68264,2603,1895,1465,"Prrc2b",13.145494,15.517323,19.196514,2250,2475,2218,15.9531103333333,1.51492201106617
"PRRC2C",29.517774,20.034342,15.556649,21.7029216666667,1170,728,503,"Prrc2c",3.684715,4.208795,2.968676,853,689,556,3.62072866666667,4.91327738640933
"PRRG1",1.941804,1.191939,0.987601,1.37378133333333,81,67,57,"Prrg1",1.963759,3.117529,2.006036,175,108,160,2.36244133333333,0.705969591142309
"PRRG4",0.046429,0.061608,0.05246,0.053499,4,6,5,"Prrg4",0.149142,0.382715,0.239491,13,19,15,0.257116,0.838028471517346
"PRRT1",0,0.118574,0.080489,0.0663543333333333,0,3,3,"Prrt1",0.209939,0.232905,0.060953,8,6,2,0.167932333333333,0.913027495599774
"PRRT1B",0,0.056233,0,0.0187443333333333,0,1,0,"Gm13420",0,0,0,0,0,0,0,1.01874433333333
"PRRT2",0.512928,0.456413,0.889702,0.619681,27,20,15,"Prrt2",4.378272,5.04201,0.996677,1,12,19,3.47231966666667,0.36215680468279
"PRRT3",0.599756,0.478636,0.4227,0.500364,47,37,31,"Prrt3",0.025544,0.007702,0.011779,2,1,1,0.0150083333333333,1.47817899688837
"PRRT4",2.605036,2.268907,1.578198,2.15071366666667,130,111,88,"Prrt4",0.131674,0.188613,0.199869,14,22,14,0.173385333333333,2.68514832865362
"PRRX1",50.99954,26.703406,17.346127,31.6830243333333,1196,988,961,"Prrx1",5.257252,5.101983,6.504488,655,537,551,5.621241,4.93608740919313
"PRRX2",0.044892,0.053356,0,0.0327493333333333,1,1,0,"Prrx2",0.032485,0,0,1,0,0,0.0108283333333333,1.02168617486978
"PRSS1",0.041875,0,0,0.0139583333333333,1,0,0,"Prss2",0.048129,0,0,1,0,0,0.016043,0.997948249565553
"PRSS1",0.041875,0,0,0.0139583333333333,1,0,0,"Gm10334",0,0,0,0,0,0,0,1.01395833333333
"PRSS1",0.041875,0,0,0.0139583333333333,1,0,0,"Try4",0,0,0,0,0,0,0,1.01395833333333
"PRSS1",0.041875,0,0,0.0139583333333333,1,0,0,"Prss1",0,0,0,0,0,0,0,1.01395833333333
"PRSS1",0.041875,0,0,0.0139583333333333,1,0,0,"Prss3",0,0,0,0,0,0,0,1.01395833333333
"PRSS1",0.041875,0,0,0.0139583333333333,1,0,0,"Try5",0,0,0,0,0,0,0,1.01395833333333
"PRSS1",0.041875,0,0,0.0139583333333333,1,0,0,"Gm5771",0,0,0,0,0,0,0,1.01395833333333
"PRSS1",0.041875,0,0,0.0139583333333333,1,0,0,"Try10",0,0,0,0,0,0,0,1.01395833333333
"PRSS12",0.030214,0,0,0.0100713333333333,3,0,0,"Prss12",0.026016,0.062449,0.018764,2,5,1,0.035743,0.975214250381932
"PRSS16",0.44968,0.553771,0.19765,0.400367,7,10,6,"Prss16",0,0,0,0,0,0,0,1.400367
"PRSS2",0,0.117456,0,0.039152,0,1,0,"Gm10334",0,0,0,0,0,0,0,1.039152
"PRSS2",0,0.117456,0,0.039152,0,1,0,"Prss1",0,0,0,0,0,0,0,1.039152
"PRSS2",0,0.117456,0,0.039152,0,1,0,"Prss2",0.048129,0,0,1,0,0,0.016043,1.02274411614469
"PRSS2",0,0.117456,0,0.039152,0,1,0,"Try5",0,0,0,0,0,0,0,1.039152
"PRSS2",0,0.117456,0,0.039152,0,1,0,"Gm5771",0,0,0,0,0,0,0,1.039152
"PRSS2",0,0.117456,0,0.039152,0,1,0,"Try4",0,0,0,0,0,0,0,1.039152
"PRSS2",0,0.117456,0,0.039152,0,1,0,"Try10",0,0,0,0,0,0,0,1.039152
"PRSS2",0,0.117456,0,0.039152,0,1,0,"Prss3",0,0,0,0,0,0,0,1.039152
"PRSS21",0,0,0,0,0,0,0,"Prss21",0,0,0,0,0,0,0,1
"PRSS22",0,0,0.291523,0.0971743333333333,0,0,2,"Prss22",0,0,0,0,0,0,0,1.09717433333333
"PRSS23",10.146767,9.745277,8.125918,9.33932066666667,430,408,343,"Prss23",2.649857,2.83698,2.971905,107,94,86,2.81958066666667,2.70692559445007
"PRSS27",2.289956,2.461518,1.470194,2.07388933333333,67,62,41,"Prss27",0,0,0,0,0,0,0,3.07388933333333
"PRSS3",0.117948,0.248129,0.084928,0.150335,1,2,1,"Prss2",0.048129,0,0,1,0,0,0.016043,1.13217157147877
"PRSS3",0.117948,0.248129,0.084928,0.150335,1,2,1,"Try4",0,0,0,0,0,0,0,1.150335
"PRSS3",0.117948,0.248129,0.084928,0.150335,1,2,1,"Gm10334",0,0,0,0,0,0,0,1.150335
"PRSS3",0.117948,0.248129,0.084928,0.150335,1,2,1,"Try5",0,0,0,0,0,0,0,1.150335
"PRSS3",0.117948,0.248129,0.084928,0.150335,1,2,1,"Try10",0,0,0,0,0,0,0,1.150335
"PRSS3",0.117948,0.248129,0.084928,0.150335,1,2,1,"Gm5771",0,0,0,0,0,0,0,1.150335
"PRSS3",0.117948,0.248129,0.084928,0.150335,1,2,1,"Prss3",0,0,0,0,0,0,0,1.150335
"PRSS3",0.117948,0.248129,0.084928,0.150335,1,2,1,"Prss1",0,0,0,0,0,0,0,1.150335
"PRSS33",0,0,0,0,0,0,0,"Prss33",0,0,0,0,0,0,0,1
"PRSS35",23.142508,19.03141,16.465568,19.5464953333333,972,820,703,"Prss35",0.009612,0.010185,0.026498,1,1,2,0.0154316666666667,20.2342471756675
"PRSS36",0.367559,0.56127,0.082187,0.337005333333333,5,5,1,"Prss36",47.87485,8.520728,44.665927,70,56,50,33.6871683333333,0.038544666445099
"PRSS37",0,0,0,0,0,0,0,"Prss37",0,0,0,0,0,0,0,1
"PRSS38",0,0,0,0,0,0,0,"Prss38",0,0,0,0,0,0,0,1
"PRSS41",0,0,0,0,0,0,0,"Prss41",0,0,0,0,0,0,0,1
"PRSS45P",0.232965,0.205007,0.085535,0.174502333333333,4,3,1,"Prss45",0,0,0,0,0,0,0,1.17450233333333
"PRSS48",0.142713,0.148201,0,0.0969713333333333,1,1,0,"Prss48",0.0395,0,0,1,0,0,0.0131666666666667,1.0827155782201
"PRSS50",1.075424,1.514726,1.120419,1.23685633333333,28,37,28,"Prss50",0,0.063665,0,0,1,0,0.0212216666666667,2.19037296832389
"PRSS53",0.271072,0.208974,0.122376,0.200807333333333,34,19,15,"Prss53",0.269361,0.178325,0.266255,19,11,13,0.237980333333333,0.969972867097243
"PRSS54",0,0.063793,0,0.0212643333333333,0,1,0,"Prss54",0,0,0,0,0,0,0,1.02126433333333
"PRSS55",0,0.021202,0.021328,0.0141766666666667,0,1,1,"Prss55",0.304825,0.195465,0.421132,7,3,7,0.307140666666667,0.77587415993484
"PRSS56",0.020183,0,0,0.00672766666666667,1,0,0,"Prss56",0,0,0,0,0,0,0,1.00672766666667
"PRSS57",0,0,0,0,0,0,0,"Prss57",0.011281,0,0.155117,1,0,3,0.055466,0.947448804603843
"PRSS58",0,0,0,0,0,0,0,"Prss58",0,0,0,0,0,0,0,1
"PRSS8",0.429558,0.323469,0.219102,0.324043,12,8,8,"Prss8",0,0,0,0,0,0,0,1.324043
"PRTG",0.265624,0.290242,0.052789,0.202885,30,25,12,"Prtg",0.016762,0.003562,0.00936,5,1,2,0.00989466666666667,1.19109946779928
"PRTN3",0,0,0.05868,0.01956,0,0,1,"Prtn3",0,0,0,0,0,0,0,1.01956
"PRUNE1",13.683568,12.163018,9.005103,11.6172296666667,588,526,422,"Prune1",3.195082,3.638364,4.01017,323,352,299,3.61453866666667,2.73423424920194
"PRUNE2",3.99256,3.91273,2.60794,3.50441,141,125,117,"Prune2",11.926172,9.995415,10.508843,2955,2501,2020,10.8101433333333,0.381401806300403
"PRX",3.006108,7.340472,3.268329,4.538303,49,41,36,"Prx",0.09829,0.082871,0.046132,15,12,5,0.0757643333333333,5.14824932226482
"PRXL2A",23.444911,18.416777,21.026787,20.962825,726,649,647,"Prxl2a",5.037554,4.509304,6.409594,165,167,141,5.31881733333333,3.4757809636529
"PRXL2B",4.909079,3.811133,3.69296,4.137724,238,187,195,"Prxl2b",26.796625,31.348839,32.193676,474,486,357,30.1130466666667,0.165130855073231
"PRXL2C",4.251003,3.605175,2.480488,3.44555533333333,206,172,124,"Prxl2c",11.148829,10.579578,12.423461,617,536,461,11.383956,0.358976996795962
"PSAP",416.766514,310.643245,308.47321,345.294323,8305,6503,6094,"Psap",138.533777,141.183916,150.088709,12035,11406,9322,143.268800666667,2.40034103977972
"PSAPL1",0.028087,0.019784,0.029852,0.0259076666666667,3,2,3,"Psapl1",0,0,0.016455,0,0,1,0.005485,1.02031125940881
"PSAT1",0.827682,1.075787,1.052239,0.985236,33,44,39,"Psat1",0.716549,1.459715,1.211326,31,29,27,1.12919666666667,0.93238733231156
"PSCA",0.124215,0,0.058679,0.0609646666666667,2,0,1,"Psca",0,0.045787,0,0,1,0,0.0152623333333333,1.04501529489751
"PSD",2.104774,1.212482,0.767153,1.36146966666667,57,42,31,"Psd",0.939306,0.541341,0.741617,22,17,15,0.740754666666667,1.35657810482197
"PSD2",0.319566,0.020803,0,0.113456333333333,1,2,0,"Psd2",0,0,0.009926,0,0,1,0.00330866666666667,1.10978442659388
"PSD4",0.268461,0.389777,0.102234,0.253490666666667,23,13,8,"Psd4",0.076352,1.398635,0.841976,12,14,12,0.772321,0.707259388489256
"PSEN1",6.696737,7.024876,5.385023,6.36887866666667,371,401,317,"Psen1",4.723389,5.78219,6.021605,344,307,263,5.50906133333333,1.13209544192342
"PSEN2",5.694496,4.99432,4.663924,5.11758,166,140,147,"Psen2",4.553732,1.407397,4.92069,85,74,71,3.627273,1.32207025606659
"PSENEN",37.946193,41.72795,41.692959,40.4557006666667,331,352,332,"Psenen",52.556754,80.349219,83.660387,135,151,109,72.1887866666667,0.56642147731556
"PSG1",0,0,0,0,0,0,0,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.302428348423668
"PSG1",0,0,0,0,0,0,0,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,0.9927683444562
"PSG1",0,0,0,0,0,0,0,"Ceacam10",0,0,0,0,0,0,0,1
"PSG11",0,0,0,0,0,0,0,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,0.9927683444562
"PSG11",0,0,0,0,0,0,0,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.302428348423668
"PSG11",0,0,0,0,0,0,0,"Ceacam10",0,0,0,0,0,0,0,1
"PSG2",0,0.24848,0.081969,0.110149666666667,0,2,1,"Ceacam10",0,0,0,0,0,0,0,1.11014966666667
"PSG2",0,0.24848,0.081969,0.110149666666667,0,2,1,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,1.10212144667527
"PSG2",0,0.24848,0.081969,0.110149666666667,0,2,1,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.335740730193085
"PSG3",0,0,0,0,0,0,0,"Ceacam10",0,0,0,0,0,0,0,1
"PSG3",0,0,0,0,0,0,0,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,0.9927683444562
"PSG3",0,0,0,0,0,0,0,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.302428348423668
"PSG4",0,0,0,0,0,0,0,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.302428348423668
"PSG4",0,0,0,0,0,0,0,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,0.9927683444562
"PSG4",0,0,0,0,0,0,0,"Ceacam10",0,0,0,0,0,0,0,1
"PSG5",0,0,0.091159,0.0303863333333333,0,0,3,"Ceacam10",0,0,0,0,0,0,0,1.03038633333333
"PSG5",0,0,0.091159,0.0303863333333333,0,0,3,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.311618037028319
"PSG5",0,0,0.091159,0.0303863333333333,0,0,3,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,1.02293493429363
"PSG6",0,0.051749,0,0.0172496666666667,0,1,0,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.307645136624527
"PSG6",0,0.051749,0,0.0172496666666667,0,1,0,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,1.00989326747529
"PSG6",0,0.051749,0,0.0172496666666667,0,1,0,"Ceacam10",0,0,0,0,0,0,0,1.01724966666667
"PSG7",0,0,0,0,0,0,0,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,0.9927683444562
"PSG7",0,0,0,0,0,0,0,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.302428348423668
"PSG7",0,0,0,0,0,0,0,"Ceacam10",0,0,0,0,0,0,0,1
"PSG8",0,0,0,0,0,0,0,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,0.9927683444562
"PSG8",0,0,0,0,0,0,0,"Ceacam10",0,0,0,0,0,0,0,1
"PSG8",0,0,0,0,0,0,0,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.302428348423668
"PSG9",0,0,0,0,0,0,0,"Ceacam10",0,0,0,0,0,0,0,1
"PSG9",0,0,0,0,0,0,0,"Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,0.9927683444562
"PSG9",0,0,0,0,0,0,0,"Ceacam1",2.439926,2.155329,2.32445,183,158,160,2.30656833333333,0.302428348423668
"PSIP1",25.229164,19.214512,10.616654,18.3534433333333,339,320,265,"Psip1",3.746761,4.650097,5.654247,261,242,196,4.68370166666667,3.40507726625342
"PSKH1",19.050256,7.245517,6.272654,10.8561423333333,638,540,466,"Pskh1",1.852082,1.888211,2.432541,206,196,193,2.05761133333333,3.87758319838776
"PSMA2",84.167546,85.62479,65.361105,78.3844803333333,1131,1096,857,"Psma2",11.258515,12.221878,14.112232,568,614,467,12.530875,5.86691402687064
"PSMA3",115.483689,150.569593,92.549279,119.534187,868,903,678,"Psma3",59.132196,53.388035,58.125425,305,308,195,56.8818853333333,2.08241639514437
"PSMA4",49.996672,48.383023,48.14156,48.8404183333333,734,783,612,"Psma4",91.978571,88.005416,65.039099,782,748,573,81.674362,0.602852167559918
"PSMA5",322.174325,269.335612,279.38813,290.299355666667,829,707,700,"Psma5",14.772976,17.072329,20.674174,360,414,305,17.506493,15.7403866668129
"PSMA6",197.93616,193.570092,138.444198,176.65015,1145,1183,882,"Psma6",38.092423,36.38351,47.373613,765,656,598,40.6165153333333,4.26874159398225
"PSMA7",101.977697,99.950747,82.514442,94.8142953333333,1401,1310,1106,"Psma7",79.041284,94.878589,64.071732,572,632,456,79.330535,1.19275061884417
"PSMA8",0,0,0,0,0,0,0,"Psma8",0.53814,0.080822,0.207857,8,3,5,0.275606333333333,0.783940918031399
"PSMB1",101.66574,102.070724,75.730104,93.1555226666667,1527,1482,1085,"Psmb1",15.446241,19.425611,20.198294,697,810,611,18.3567153333333,4.86423037407207
"PSMB10",24.454661,17.088741,20.010993,20.5181316666667,245,187,197,"Psmb10",11.537309,14.541855,16.696562,191,207,179,14.2585753333333,1.41023202996278
"PSMB11",0,0,0,0,0,0,0,"Psmb11",0.01644,0.086633,0.00995,2,1,1,0.0376743333333333,0.96369349021835
"PSMB2",37.842285,36.472049,35.403501,36.5726116666667,1248,1215,1082,"Psmb2",25.898162,29.272025,29.900812,541,575,463,28.3569996666667,1.27985189540089
"PSMB3",191.366661,187.20618,144.032099,174.201646666667,965,904,715,"Psmb3",21.698955,27.581487,30.682325,414,492,419,26.6542556666667,6.33543165212896
"PSMB4",135.683459,118.951355,97.706704,117.447172666667,2077,1739,1413,"Psmb4",99.677726,125.707419,111.383573,655,761,570,112.256239333333,1.04583353079609
"PSMB5",117.84103,125.606455,97.339296,113.595593666667,1508,1458,1215,"Psmb5",23.871572,27.926772,29.375899,559,568,480,27.058081,4.08422777262161
"PSMB6",75.080193,83.440837,73.736616,77.4192153333333,1008,986,845,"Psmb6",35.429305,36.665863,40.522697,708,684,582,37.5392883333333,2.03478628497421
"PSMB7",81.020377,79.641915,61.180206,73.9474993333333,1357,1277,984,"Psmb7",35.938551,36.669169,37.79667,1130,1070,860,36.8014633333333,1.9826613237812
"PSMB8",1.17096,1.215725,1.165816,1.184167,25,25,21,"Psmb8",4.46774,9.984718,5.923764,86,149,63,6.792074,0.280306244524885
"PSMB9",0.720811,3.038867,0.236859,1.332179,13,18,3,"Psmb9",1.570249,2.593264,3.315183,34,43,40,2.49289866666667,0.667691571546689
"PSMC1",117.556299,90.476944,84.440323,97.4911886666667,1684,1437,1222,"Psmc1",41.161942,50.702953,40.587335,794,893,673,44.1507433333333,2.18138576234588
"PSMC2",27.529295,21.945245,18.46111,22.6452166666667,1052,855,760,"Psmc2",14.549612,16.067936,13.985983,776,798,538,14.8678436666667,1.49013420874178
"PSMC3",66.087182,57.790426,51.213515,58.3637076666667,1318,1118,1020,"Psmc3",75.648529,75.503939,70.708113,1372,1320,1054,73.953527,0.792006861353791
"PSMC3IP",3.874543,4.242073,3.105474,3.74069666666667,67,77,70,"Psmc3ip",0.916334,0.656521,0.729971,16,15,15,0.767608666666667,2.68198315388813
"PSMC4",38.612977,34.151869,33.276545,35.3471303333333,1020,893,880,"Psmc4",13.427558,13.275793,18.158542,496,481,445,14.9539643333333,2.27825069518249
"PSMC5",55.025663,56.266185,46.987907,52.7599183333333,1260,1184,1038,"Psmc5",18.993328,19.529629,20.09975,723,691,553,19.5409023333333,2.61721308348236
"PSMC6",62.126007,45.544039,36.319629,47.9965583333333,957,798,642,"Psmc6",45.693772,50.473353,48.142888,939,868,741,48.1033376666667,0.997825415981737
"PSMD1",103.417335,102.514805,72.175705,92.702615,2144,1690,1308,"Psmd1",13.741768,15.259034,13.94577,1340,1370,981,14.315524,6.11814620250668
"PSMD10",18.752817,12.857661,14.63869,15.4163893333333,273,245,240,"Psmd10",1.761648,1.78229,1.855687,68,62,52,1.799875,5.86325794306293
"PSMD11",53.039897,49.51266,42.448192,48.333583,1039,987,789,"Psmd11",29.509391,26.958048,29.408382,738,671,554,28.6252736666667,1.66525324137371
"PSMD12",13.229236,11.314922,9.639642,11.3946,400,415,335,"Psmd12",19.358698,20.206935,23.480403,842,823,701,21.0153453333333,0.56299820930964
"PSMD13",48.07394,44.517377,35.595582,42.7289663333333,874,825,660,"Psmd13",38.730694,40.615418,43.345537,524,475,431,40.8972163333333,1.04372008835686
"PSMD14",24.519854,25.2005,18.389352,22.7032353333333,698,726,519,"Psmd14",16.55923,24.966357,26.139527,354,440,355,22.555038,1.00629153446211
"PSMD2",144.170306,136.166713,98.738503,126.358507333333,3280,2619,2218,"Psmd2",50.673229,48.785874,51.401544,2094,1982,1691,50.2868823333333,2.48325695653678
"PSMD3",52.215012,38.994294,34.36088,41.8567286666667,1545,1289,1049,"Psmd3",14.132257,15.19284,18.414646,771,829,683,15.9132476666667,2.53391480520506
"PSMD4",284.373395,242.525321,216.670709,247.856475,1605,1329,1201,"Psmd4",29.245768,32.935247,24.752431,562,635,510,28.9778153333333,8.30135459281745
"PSMD5",25.790425,5.873635,4.692513,12.1188576666667,358,326,257,"Psmd5",3.289989,3.676831,4.322524,145,158,102,3.76311466666667,2.75426030754106
"PSMD6",49.123796,44.886131,37.01269,43.6742056666667,887,965,688,"Psmd6",19.578422,21.552037,22.719043,439,493,384,21.2831673333333,2.00484091863541
"PSMD7",43.644644,38.925851,37.90583,40.158775,1217,1160,1083,"Psmd7",17.949926,17.265577,18.92653,819,731,623,18.0473443333333,2.16086685260218
"PSMD8",62.33394,59.428001,54.547011,58.7696506666667,1338,1222,1090,"Psmd8",17.105383,18.74862,21.124441,617,645,532,18.9928146666667,2.98955658136113
"PSMD9",29.433259,29.012252,19.00369,25.8164003333333,479,499,339,"Psmd9",6.249477,7.29001,4.533307,140,144,105,6.02426466666667,3.81768079733518
"PSME1",86.442765,92.8858,84.326333,87.884966,1205,1155,990,"Psme1",65.973876,73.221389,76.220575,762,780,619,71.80528,1.22085878936253
"PSME2",61.612284,70.454503,66.923169,66.3299853333333,639,591,540,"Psme2",104.035788,156.129389,105.444441,291,359,273,121.869872666667,0.547977985750768
"PSME2",61.612284,70.454503,66.923169,66.3299853333333,639,591,540,"Psme2b",0.853324,1.179017,1.628084,18,23,25,1.22014166666667,30.326886947905
"PSME3",38.834229,30.849042,30.708177,33.463816,930,824,715,"Psme3",14.943689,15.51653,19.171699,557,543,464,16.5439726666667,1.96442485717507
"PSME3IP1",44.09112,37.580367,39.800821,40.4907693333333,748,640,644,"Psme3ip1",8.679944,5.875583,10.520373,161,149,142,8.35863333333333,4.43342183153523
"PSME4",18.396107,22.773149,18.742617,19.9706243333333,1116,854,599,"Psme4",24.386104,28.750833,30.015544,4619,5044,3891,27.7174936666667,0.730238668344328
"PSMF1",76.022305,62.153804,75.34453,71.1735463333333,706,710,596,"Psmf1",2.540553,2.645475,3.036859,173,163,139,2.74096233333333,19.2927754685581
"PSMG1",15.262451,15.740259,9.962778,13.6551626666667,187,192,125,"Psmg1",3.512209,4.349277,4.283944,83,90,69,4.04847666666667,2.90288806590503
"PSMG2",17.726582,20.57702,22.845412,20.3830046666667,217,279,203,"Psmg2",5.630817,6.810048,7.292501,154,173,143,6.57778866666667,2.82180008011132
"PSMG3",15.130835,16.083454,11.81955,14.344613,213,211,164,"Psmg3",1.618116,1.36159,2.879071,37,26,40,1.95292566666667,5.19641018167632
"PSMG4",8.552349,7.165978,7.799855,7.839394,126,108,91,"Psmg4",2.430123,3.985963,4.661251,23,36,30,3.69244566666667,1.88374988820684
"PSORS1C2",0,0,0,0,0,0,0,"Psors1c2",0,0.048471,0,0,1,0,0.016157,0.984099897948841
"PSPC1",17.031219,13.500722,14.227197,14.9197126666667,521,428,370,"Pspc1",2.802657,3.727718,3.162159,126,143,104,3.23084466666667,3.76277408435542
"PSPH",13.416284,11.745941,11.867927,12.343384,219,199,169,"Psph",2.251677,2.742302,2.151356,51,50,35,2.38177833333333,3.94567079352234
"PSPN",0.25854,0.311787,0.342825,0.304384,23,26,28,"Pspn",0.235721,0.12401,0,2,1,0,0.119910333333333,1.16472181850273
"PSRC1",3.167137,2.649344,1.832471,2.54965066666667,86,61,59,"Psrc1",0.055476,0.119291,0,2,4,0,0.0582556666666667,3.35424678409471
"PSTK",4.148682,2.500651,2.513765,3.054366,72,41,41,"Pstk",14.915656,17.095714,15.352505,162,177,135,15.7879583333333,0.241504411644259
"PSTPIP1",0,0.68853,0,0.22951,0,7,0,"Pstpip1",0.164841,0.156721,0.046489,12,9,2,0.122683666666667,1.09515265653638
"PSTPIP2",1.954863,2.147557,1.433513,1.845311,91,74,68,"Pstpip2",3.451561,3.225024,4.025003,188,184,152,3.567196,0.622988590811518
"PTAFR",0,0,0.036956,0.0123186666666667,0,0,3,"Ptafr",0.210866,0.198091,0.24375,25,22,21,0.217569,0.831426117671086
"PTAR1",1.58427,1.61492,1.538563,1.579251,163,132,117,"Ptar1",1.69125,0.840016,1.242419,319,241,185,1.257895,1.14232548457745
"PTBP2",8.630579,11.278076,5.494744,8.46779966666667,183,228,159,"Ptbp2",4.171199,3.165681,4.285813,207,158,149,3.874231,1.94241915630725
"PTBP3",1.871919,1.288923,0.498073,1.21963833333333,108,110,62,"Ptbp3",3.689019,3.619419,3.33473,497,412,382,3.54772266666667,0.488076889473178
"PTCD1",2.216726,1.082888,0.986715,1.42877633333333,176,128,115,"Ptcd1",2.064973,1.826526,2.238497,218,181,168,2.043332,0.798064862240903
"PTCD2",3.89321,2.094657,1.958425,2.648764,142,114,84,"Ptcd2",8.957165,9.006029,10.386468,463,434,383,9.44988733333333,0.349167783690937
"PTCD3",148.398871,82.300625,107.679504,112.793,1191,992,798,"Ptcd3",26.631647,30.857347,37.801759,1425,1479,1260,31.7635843333333,3.47315479412392
