"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"TBX15","Tbx15",0.224609,0.680294,0.417446,11,13,25,0.440783,0.036802,0,0.024272,3,0,2,0.228124666666667,1.17315695963548
"TBX18","Tbx18",0.773626,0.543468,0.598181,30,34,74,0.638425,0.086815,0.407282,0.026189,9,14,3,0.0708173333333333,1.53006955434665
"TBX19","Tbx19",0,0,0,0,0,0,0,0.074859,0.085565,0.06071,4,4,2,0,1
"TBX2","Tbx2",0.220925,0.322549,0.429389,8,13,36,0.324287666666667,3.046022,6.85633,6.677933,192,176,147,9.33784866666667,0.12810089500891
"TBX20","Tbx20",0,0.007749,0.096021,0,1,1,0.03459,48.032318,14.250153,11.148273,1513,394,341,0,1.03459
"TBX21","Tbx21",0.03418,0.196043,0.081312,1,6,5,0.103845,0,0.131103,0.020617,0,1,1,0,1.103845
"TBX22","Tbx22",0.128392,0.081719,0.147771,7,3,5,0.119294,0,0,0,0,0,0,1.72978366666667,0.410030294219896
"TBX3","Tbx3",1.236007,0.306438,0.892452,41,20,77,0.811632333333333,0.364957,0.367518,0.257541,32,30,23,2.90848466666667,0.463512713452289
"TBX4","Tbx4",0,0.076733,0.052596,0,3,4,0.0431096666666667,0,0,0.040264,0,0,2,0.167454333333333,0.89349076609135
"TBX5","Tbx5",0.054757,0.12984,0.028456,3,4,3,0.0710176666666667,10.715918,9.275819,8.829217,734,703,566,0.707389,0.627283921043574
"TBX6","Tbx6",0.186533,0.185262,0.260857,4,4,11,0.210884,0.125468,0.121004,0.175384,5,5,7,0,1.210884
"TBXA2R","Tbxa2r",0.463515,0.300709,0.53285,10,7,25,0.432358,0.527392,0.681378,0.39372,16,20,19,0,1.432358
"TBXAS1","Tbxas1",1.00427,1.362197,2.505437,25,23,52,1.623968,0.20846,0.923054,0.67604,2,5,5,0.083494,2.42176514129289
"TC2N","Tc2n",0.068389,0.124974,0.161632,5,6,16,0.118331666666667,0,0,0,0,0,0,0.0513103333333333,1.06375028496185
"TCAF1","Tcaf1",58.958025,54.222528,53.926565,4063,3667,6744,55.7023726666667,16.455522,10.73387,9.355075,1844,1270,1061,0.655424666666667,34.2524633155561
"TCAF2","Tcaf2",0.198937,0.305899,0.209362,8,13,15,0.238066,0.096833,0.158866,0.199185,12,19,16,0,1.238066
"TCAP","Tcap",3.359839,3.585551,2.058303,32,36,41,3.001231,346.875879,291.129391,317.137358,5124,4334,5008,0.0142763333333333,3.94491211960975
"TCEA1","Tcea1",24.572808,28.145203,23.781705,847,936,1538,25.4999053333333,69.404457,77.812867,85.926337,381,412,344,0.708255333333333,15.5128480012551
"TCEA2","Tcea2",31.231991,42.151425,35.0062,209,249,489,36.129872,53.401982,48.024295,45.386861,287,276,277,0.069868,34.7050963296407
"TCEA3","Tcea3",0.205157,0.631552,0.604245,3,6,8,0.480318,23.318734,16.994148,14.691779,624,495,455,0.0141756666666667,1.45962681678749
"TCEAL1","Tceal1",4.819783,6.220407,4.998076,178,218,341,5.34608866666667,7.807905,6.093881,6.226803,106,92,101,0,6.34608866666667
"TCEAL5","Tceal5",138.925231,129.104169,126.040125,509,501,952,131.356508333333,0,0.119479,0,0,2,0,0.531745,86.4089703790992
"TCEAL6","Tceal3",97.871716,111.448519,104.130417,733,856,1583,104.483550666667,0,0,0,0,0,0,0,105.483550666667
"TCEAL7","Tceal7",0.656921,1.537978,1.210324,6,13,16,1.13507433333333,1.929992,1.860108,1.682199,22,26,20,0.0611063333333333,2.01212099698459
"TCEAL8","Tceal8",20.129164,23.732702,23.49012,299,312,600,22.450662,36.331471,30.033279,33.748339,434,424,365,0,23.450662
"TCEAL9","Tceal9",50.173819,48.840422,46.619104,490,453,858,48.5444483333333,42.599696,38.648792,42.861323,502,469,499,0.0474253333333333,47.3011743716975
"TCEANC","Tceanc",0.835711,0.546936,0.701127,15,22,41,0.694591333333333,0.84033,0.487004,0.251755,23,25,12,0.110476,1.52600446415171
"TCEANC2","Tceanc2",50.479044,17.126063,43.831769,198,206,348,37.1456253333333,0.971675,0.646852,0.690797,130,82,93,0.519596666666667,25.1024671020161
"TCERG1","Tcerg1",32.345996,33.771228,35.00026,682,745,1393,33.705828,36.374981,23.822417,23.010593,578,469,411,0,34.705828
"TCERG1L","Tcerg1l",5.32147,4.635833,3.643445,117,102,204,4.53358266666667,0,0.010777,0,0,1,0,0.574765333333333,3.51390937401043
"TCF12","Tcf12",11.494043,9.238433,11.931753,529,529,1019,10.8880763333333,70.813027,16.519227,67.856232,532,369,337,0.094936,10.8573252987694
"TCF15","Tcf15",0.30218,0.372612,0.286135,2,3,5,0.320309,0.034867,0.164115,0.154654,1,4,4,0.0148806666666667,1.30094999674839
"TCF19","Tcf19",2.322572,2.681533,1.86153,40,47,71,2.288545,2.230984,1.681803,1.531954,125,109,78,0.0778356666666667,3.05106344288106
"TCF20","Tcf20",15.186269,13.316021,12.76852,1376,1383,2488,13.7569366666667,1.513493,1.70026,1.541705,208,126,115,0,14.7569366666667
"TCF21","Tcf21",0,0.044618,0,0,1,0,0.0148726666666667,0.093124,0.092176,0.03246,6,4,2,0,1.01487266666667
"TCF23","Tcf23",0.104245,0.12379,0.045362,6,7,5,0.0911323333333333,0.05592,0.06865,0.023876,6,7,2,0.336185333333333,0.816602537172987
"TCF25","Tcf25",3882.608748,3988.898192,3532.007447,5588,5824,10533,3801.17146233333,332.592626,218.975167,185.700427,1467,1173,952,1.21652333333333,1715.37624041855
"TCF3","Tcf3",7.187246,5.345627,6.844347,146,162,350,6.45907333333333,33.570326,25.771841,19.635183,468,362,282,0,7.45907333333333
"TCF4","Tcf4",50.493644,55.301496,54.799323,3064,2812,5373,53.5314876666667,9.771675,1.063783,1.070854,125,81,70,0,54.5314876666667
"TCF7","Tcf7",2.265066,1.814085,2.190205,68,59,113,2.08978533333333,1.10541,0.884369,0.820455,64,40,38,0,3.08978533333333
"TCF7L1","Tcf7l1",0.871176,1.015305,1.152385,32,27,84,1.01295533333333,2.522718,2.560993,1.970569,142,134,101,0.093731,1.84044827597767
"TCF7L2","Tcf7l2",1.395684,1.876829,1.906019,52,68,101,1.72617733333333,37.816695,13.249685,29.990584,148,185,144,0.386677333333333,1.96597814632195
"TCHHL1","Tchhl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.372567,0.728561884410743
"TCHP","Tchp",2.182846,2.749087,3.188083,76,76,169,2.706672,6.352353,4.644595,3.094682,236,189,187,0.191829333333333,3.1100694506596
"TCIM","Tcim",0.425005,0.438243,0.765309,10,10,34,0.542852333333333,0.126982,0,0.037871,3,0,1,15.944034,0.0910557859676942
"TCL1B","Tcl1b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0.028461,0.97232661228768
"TCN2","Tcn2",7.436812,6.643484,7.115691,185,162,336,7.065329,2.112608,1.528762,1.169507,62,54,25,0.128065666666667,7.14969814109521
"TCOF1","Tcof1",4.153547,4.855187,4.228474,259,285,494,4.41240266666667,10.741238,5.513006,4.893144,558,323,299,1.181147,2.48144791096917
"TCP1","Tcp1",106.973332,108.344941,101.664419,1906,1876,3420,105.660897333333,74.588152,62.344639,50.656736,1702,1609,1215,0,106.660897333333
"TCP11","Tcp11",0.199348,0.524391,0.199541,2,6,9,0.30776,0.066149,0,0,2,0,0,4.08947333333333,0.256953895687963
"TCP11L1","Tcp11l1",10.535447,8.721789,11.203422,245,243,510,10.1535526666667,1.759103,1.143964,0.689181,71,52,31,0.0270566666666667,10.8597247149622
"TCP11L2","Tcp11l2",7.284044,7.122623,7.308,244,254,457,7.23822233333333,8.848071,7.880568,2.260598,79,61,42,0.296614333333333,6.35364126521302
"TCTA","Tcta",9.917581,13.062045,10.817971,194,234,369,11.2658656666667,8.331288,7.53479,6.632747,367,320,270,0.0290693333333333,11.9193773143889
"TCTE1","Tcte1",0.332662,0.517335,0.267242,13,20,20,0.372413,0,0.181676,0.031612,0,1,2,0.030181,1.33220569977509
"TCTN1","Tctn1",5.296585,6.29647,8.381425,257,219,519,6.65816,14.647296,22.691327,24.096357,181,195,164,0,7.65816
"TCTN2","Tctn2",5.711875,4.782042,5.940134,170,164,361,5.478017,0.992984,0.629917,0.798013,57,36,44,0,6.478017
"TCTN3","Tctn3",6.492973,7.026144,8.033141,218,222,512,7.184086,7.323251,6.768428,5.172112,373,325,241,17.3889423333333,0.445054742771412
"TDG","Tdg",22.40343,17.489952,16.29881,514,447,796,18.7307306666667,6.74608,5.43906,3.712974,280,281,178,0.0474403333333333,18.8370927094972
"TDGF1","Tdgf1",0.040001,0.263864,0.140262,1,6,1,0.148042333333333,10.112225,6.497621,1.86552,49,44,57,0.256546333333333,0.913649025808572
"TDH","Tdh",0,0.232915,0.064542,0,2,3,0.0991523333333333,0.050026,0.081237,0.411733,1,2,5,0,1.09915233333333
"TDO2","Tdo2",0.791376,0.569211,0.291741,11,11,19,0.550776,0,0.066599,0,0,2,0,10.80166,0.13140320937902
"TDP1","Tdp1",6.219735,4.311704,7.322115,103,103,261,5.95118466666667,3.493758,4.597956,2.177465,62,76,60,0.02398,6.78839886195694
"TDP2","Tdp2",9.414201,9.638994,8.207787,187,184,276,9.086994,9.05189,6.767269,6.418603,214,236,179,0,10.086994
"TDRD1","Tdrd1",0.102915,0.194896,0.144254,7,13,19,0.147355,0.043777,0.012985,0,4,1,0,0,1.147355
"TDRD12","Tdrd12",0,0.738136,0.025764,0,3,2,0.254633333333333,0.044904,0.048947,0,3,3,0,0.532686333333333,0.818584537518984
"TDRD3","Tdrd3",7.403379,8.499484,6.759278,220,215,364,7.554047,8.21935,6.101551,6.137239,380,292,287,0,8.554047
"TDRD5","Tdrd5",0.204641,0.206275,2.589506,7,8,36,1.00014066666667,0.082509,0.148404,0.120344,6,6,4,0,2.00014066666667
"TDRD6","Tdrd6",0.954096,0.11335,0.406238,15,11,17,0.491228,0.796268,0.657761,0.133455,20,13,10,0.0543613333333333,1.41434245818322
"TDRD7","Tdrd7",17.981678,22.947116,23.734177,420,436,807,21.5543236666667,1.49886,0.763837,0.493741,107,58,37,0.0352863333333333,21.7855900734708
"TDRD9","Tdrd9",0.08568,0.418221,0.092191,4,4,11,0.198697333333333,0,0,0,0,0,0,4.449466,0.219966017465442
"TDRKH","Tdrkh",9.255086,11.374884,8.719272,450,452,803,9.78308066666667,1.551545,1.462199,0.942104,65,61,48,0.123338,9.59914172463379
"TDRP","Tdrp",12.740394,21.080481,13.86248,214,211,355,15.8944516666667,20.817803,9.807022,7.917899,163,176,128,0,16.8944516666667
"TEAD1","Tead1",2.022007,1.957571,2.345108,257,236,448,2.10822866666667,11.229791,6.028226,4.730695,1695,1034,816,0,3.10822866666667
"TEAD2","Tead2",9.366095,4.076427,7.746652,21,24,49,7.063058,36.951216,28.163801,22.542799,629,531,477,0.141540666666667,7.06331209692632
"TEAD3","Tead3",0.534241,0.699023,0.715621,16,14,48,0.649628333333333,20.273896,16.925055,15.09117,1091,909,823,0,1.64962833333333
"TEAD4","Tead4",0.456177,0.332322,0.266701,11,12,17,0.351733333333333,9.109825,8.975551,6.140205,255,253,179,0.318731666666667,1.02502530840871
"TEC","Tec",0.645693,0.696459,0.61602,20,21,36,0.652724,0.64529,1.2576,0.38875,24,21,28,1.389986,0.691520368738562
"TECPR1","Tecpr1",20.522579,17.527874,23.664744,1091,1019,2078,20.5717323333333,11.860351,7.371401,6.084868,419,264,224,0.0584313333333333,20.3808519778011
"TECR","Tecr",1124.577826,1293.376222,1115.69834,1922,2204,3627,1177.88412933333,65.255225,46.890342,48.267399,400,410,340,0,1178.88412933333
"TECRL","Tecrl",0.097489,0.136985,0.105729,3,4,6,0.113401,203.764809,381.932151,150.733261,1890,2179,1559,0,1.113401
"TECTA","Tecta",0,0.040191,0.036616,0,4,4,0.0256023333333333,0.467027,0.494662,0.334076,62,40,31,0,1.02560233333333
"TECTB","Tectb",0.1655,0.1691,0.225823,5,5,15,0.186807666666667,0,0,0,0,0,0,0,1.18680766666667
"TEDC1","Tedc1",0.404617,0.50227,0.422139,11,15,18,0.443008666666667,6.084983,7.609201,4.89489,129,142,95,29.9510046666667,0.0466223530449965
"TEDC2","Tedc2",2.38133,2.126894,2.504699,59,55,117,2.337641,4.686352,3.656849,2.017946,71,53,43,0.0172963333333333,3.28089357116199
"TEDDM1","Teddm1a",0,0,0.100201,0,0,3,0.0334003333333333,0,0,0.020185,0,0,1,1.31622266666667,0.446157594520274
"TEF","Tef",398.954721,482.304362,552.3244,3779,4564,8616,477.861161,2.287178,1.587822,1.72479,224,147,158,2.0092,159.132381031503
"TEFM","Tefm",4.537169,5.738879,3.534512,40,62,71,4.60352,4.791042,4.236801,2.178408,83,82,51,31.7074416666667,0.171322479364406
"TEK","Tek",2.878164,4.89316,4.696261,176,168,343,4.15586166666667,0.146882,0.150777,0.205141,14,13,19,14.5311956666667,0.331968109688572
"TEKT1","Tekt1",1.046406,0.475994,0.580193,18,8,19,0.700864333333333,0,0,0,0,0,0,0,1.70086433333333
"TEKT2","Tekt2",0.701311,0.680805,1.051168,12,9,31,0.811094666666667,0.056301,0.08609,0,2,2,0,0.056389,1.71442022462054
"TEKT3","Tekt3",0,0,0,0,0,0,0,0.066879,0,0,1,0,0,0,1
"TEKT4","Tekt4",0.265288,0.269874,0.338331,5,5,12,0.291164333333333,0,0,0,0,0,0,0.101936333333333,1.17172316972941
"TEKT5","Tekt5",2.739469,4.38973,3.670399,51,88,152,3.599866,0.092887,0.172914,0.032945,3,2,1,0,4.599866
"TELO2","Telo2",11.678714,15.84689,15.283165,204,175,344,14.2695896666667,10.707639,14.467202,7.305536,369,312,224,0.662442333333333,9.18503418765202
"TEN1","Ten1",20.407036,24.703909,20.350797,140,133,247,21.8205806666667,46.99871,40.424894,12.200963,125,87,50,0.127059333333333,20.2478964431923
"TENM1","Tenm1",6.107539,6.813764,6.031541,939,996,1665,6.31761466666667,0,0.048555,0,0,0,0,0,7.31761466666667
"TENM2","Tenm2",9.065597,7.900755,6.36066,840,754,1464,7.77567066666667,0.829454,0.4324,0.665484,173,88,67,0.368938666666667,6.41056526515919
"TENM3","Tenm3",7.644272,9.297015,9.055841,953,1109,2027,8.66570933333333,2.252059,1.159195,1.1788,414,249,192,15.0958373333333,0.600509879241656
"TENM4","Tenm4",10.727836,12.840607,11.598748,1817,1656,3139,11.722397,0.107976,0.079654,0.316385,36,21,29,0,12.722397
"TENT2","Tent2",18.425542,15.249808,18.941863,337,329,562,17.539071,13.405908,12.754437,6.950845,240,221,158,0.288171666666667,14.3917705067777
"TENT4A","Tent4a",9.43354,9.275387,9.124945,512,484,903,9.27795733333333,5.654647,3.037626,1.932549,262,200,179,0,10.2779573333333
"TENT4B","Tent4b",13.050368,15.540009,12.791278,589,602,1049,13.793885,0.987173,0.882462,0.873354,87,70,67,0.048867,14.1046338572955
"TENT5B","Tent5b",0.108879,0.105291,0.017642,3,3,1,0.0772706666666667,1.217087,1.329423,1.189701,63,63,57,0,1.07727066666667
"TENT5C","Tent5c",0.553096,0.332112,0.372945,44,26,57,0.419384333333333,0.068332,0.076865,0.078264,8,9,9,0.064825,1.33297427589823
"TEP1","Tep1",1.529214,2.449152,2.182084,63,77,120,2.05348333333333,5.231457,3.842,4.101413,336,240,153,0,3.05348333333333
"TEPP","Tepp",0,0.256738,0.264051,0,1,2,0.173596333333333,0.081001,0.101936,0.132236,4,4,6,4.83544633333333,0.201115093224231
"TEPSIN","Tepsin",4.004098,4.409328,5.156348,114,131,265,4.523258,9.352732,4.29758,4.406534,205,126,91,0,5.523258
"TERB1","Terb1",0.219968,0.360211,0.463415,8,13,34,0.347864666666667,0.21727,0.180449,0,2,1,0,18.1353026666667,0.0704386384760258
"TERB2","Terb2",0,0,0,0,0,0,0,0.085929,0,0,1,0,0,3.007652,0.249522663145403
"TERF1","Terf1",4.867256,4.12661,4.459792,98,92,195,4.48455266666667,6.756178,6.743474,4.773121,265,247,227,0.0352183333333333,5.29796709550803
"TERF2","Terf2",12.427767,11.866502,13.772813,349,363,644,12.6890273333333,30.626625,17.930554,11.572253,338,286,238,1.50685533333333,5.46063713821539
"TERF2IP","Terf2ip",11.085295,12.928432,11.069969,521,609,1020,11.6945653333333,19.444739,17.536495,12.38895,738,734,474,0,12.6945653333333
"TERT","Tert",1.192771,0.248297,0.63727,13,11,29,0.692779333333333,0.008201,0,0,1,0,0,0,1.69277933333333
"TES","Tes",1.866646,0.75676,1.257559,28,15,43,1.293655,23.990447,12.061999,14.692791,430,290,296,0.0796513333333333,2.12444048294604
"TESC","Tesc",29.155332,33.461235,34.417449,294,336,671,32.344672,24.377011,19.570888,23.631598,141,117,146,0,33.344672
"TESK1","Tesk1",30.188865,35.098605,28.294974,763,831,1498,31.194148,8.843314,6.4805,6.608293,288,226,248,0,32.194148
"TESK2","Tesk2",1.283308,2.993116,1.759436,42,56,75,2.01195333333333,0.146256,0.095463,0.032746,9,5,2,0,3.01195333333333
"TESMIN","Tesmin",0.042092,0.093197,0.073393,1,2,4,0.0695606666666667,1.033202,1.627717,2.27075,31,42,25,0.0189043333333333,1.04971647648961
"TESPA1","Tespa1",0.04751,0.182099,0.049749,1,4,2,0.0931193333333333,0.057849,0.046201,0.023903,5,4,2,0,1.09311933333333
"TET1","Tet1",1.736887,3.921956,4.218496,225,202,401,3.29244633333333,0.673054,0.410268,0.284568,126,79,54,0,4.29244633333333
"TET2","Tet2",11.491393,7.721947,10.521396,629,526,1201,9.91157866666667,2.906167,1.190215,1.026075,482,227,192,0,10.9115786666667
"TET3","Tet3",6.00895,6.298675,5.174971,925,679,1536,5.827532,1.99299,1.472966,1.32467,483,364,324,0.886061333333333,3.61999468380668
"TEX10","Tex10",8.401605,7.328008,7.310423,207,169,387,7.680012,3.249273,2.883458,1.737885,211,182,114,0.716151666666667,5.05783502040903
"TEX101","Tex101",0.082457,0,0.086729,1,0,2,0.0563953333333333,0,0,0,0,0,0,0.0298563333333333,1.02576961381992
"TEX11","Tex11",0,0.06769,0.034797,0,3,3,0.0341623333333333,0,0,0,0,0,0,1.68617566666667,0.384994304790441
"TEX12","Tex12",0,0,0.13233,0,0,2,0.04411,0,0.108153,0,0,1,0,0.020696,1.02293924929656
"TEX13C","Tex13c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX14","Tex14",0.536997,0.030396,0.229837,3,2,5,0.265743333333333,0.028842,0.431131,0,3,6,0,0,1.26574333333333
"TEX15","Tex15",0.242965,0.184459,0.167281,12,22,24,0.198235,0.135239,0,0,1,0,0,0.057193,1.13341178006286
"TEX19","Tex19.1",0,0,0,0,0,0,0,0,0.026284,0,0,1,0,0.089698,0.917685450464257
"TEX2","Tex2",24.898709,23.111232,21.793204,1198,1087,2011,23.267715,21.61238,14.34778,12.090917,1321,959,819,1.348562,10.3330101568534
"TEX22","Tex22",0,0.140849,0,0,1,0,0.0469496666666667,2.413552,0.639368,0.055681,32,13,3,0.402172333333333,0.746662618979075
"TEX26","Tex26",0.090097,0.09172,0.188295,1,1,4,0.123370666666667,0,0,0,0,0,0,0.101987666666667,1.01940402841774
"TEX261","Tex261",17.115486,18.918475,18.913034,363,367,708,18.315665,12.997062,11.94841,9.903298,899,808,685,0.0654713333333333,18.1287514696156
"TEX264","Tex264",30.579216,43.483287,40.422784,417,410,800,38.1617623333333,22.896125,22.786989,20.367225,389,374,319,0.131208333333333,34.6194075656562
"TEX29","Tex29",0.385661,0,0.309614,1,0,2,0.231758333333333,0.413368,0.152707,0.092878,5,2,1,0.098499,1.12131038201522
"TEX30","Tex30",5.19217,6.427013,2.113107,34,31,42,4.57743,2.49178,2.564541,2.126408,32,39,34,0.00504066666666667,5.54945703689602
"TEX33","Tex33",0,0,0.050692,0,0,1,0.0168973333333333,0,0,0,0,0,0,0,1.01689733333333
"TEX35","Tex35",0.109434,0,0,1,0,0,0.036478,0.186726,0.281629,0.085271,4,6,1,0.025952,1.01025973924706
"TEX37","Tex37",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655973333333333,0.938440786888856
"TEX38","Tex38",0,0.24652,0.063271,0,2,1,0.103263666666667,0.169319,0.138783,0,3,1,0,0,1.10326366666667
"TEX43","Tex43",0.211167,0,0,1,0,0,0.070389,0,0,0,0,0,0,2.39552666666667,0.315235044538992
"TEX44","Tex44",0,0,0,0,0,0,0,0,0,0,0,0,0,1.17785766666667,0.459166829543345
"TEX47","Tex47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX52","Tex52",0.878799,1.275556,0.758373,13,19,22,0.970909333333333,0.385468,0.254564,0.051591,8,5,1,0.0365806666666667,1.90135644693354
"TEX55","Tex55",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196883333333333,0.980691812694402
"TEX9","Tex9",3.966453,3.02137,4.425608,121,106,248,3.804477,0.299829,0.703865,0.412851,8,10,7,0.0401006666666667,4.61924230411031
"TFAM","Tfam",19.908295,29.552768,29.2678,335,320,640,26.2429543333333,7.676293,6.800775,5.546302,148,193,145,0.052165,25.892283371271
"TFAP2A","Tfap2a",0.297879,0.042908,0.161057,8,2,10,0.167281333333333,0,0,0.027162,0,0,1,0.016824,1.14796792102993
"TFAP2B","Tfap2b",0.211779,0.204223,0.272957,18,10,44,0.229653,0,0,0,0,0,0,0.303610333333333,0.943267300479105
"TFAP2C","Tfap2c",0.040738,0,0.556594,1,0,4,0.199110666666667,0,0,0,0,0,0,16.9123553333333,0.0669432156939867
"TFAP2D","Tfap2d",0.403142,0.544107,1.100627,9,12,35,0.682625333333333,0,0,0,0,0,0,0.043729,1.61212856338507
"TFAP2E","Tfap2e",0,0,0.064624,0,0,3,0.0215413333333333,0.369601,0.312628,0.314496,11,8,8,0.380563333333333,0.739945288034595
"TFB1M","Tfb1m",3.286929,3.562421,2.919215,63,59,102,3.25618833333333,8.92618,15.534084,13.62145,144,169,110,0.089514,3.90650173686004
"TFB2M","Tfb2m",25.868032,23.225515,23.700355,257,288,511,24.264634,3.132118,2.410704,2.699612,98,79,86,0.65063,15.3060552637478
"TFCP2","Tfcp2",6.270102,8.054568,8.324828,235,244,484,7.54983266666667,7.442491,6.908181,6.046693,269,260,230,1.32511566666667,3.67716444787621
"TFCP2L1","Tfcp2l1",1.171669,0.915784,1.253056,157,120,320,1.113503,0.004892,0.015,0.010155,1,3,2,0.301706666666667,1.62363999057647
"TFDP1","Tfdp1",22.578786,30.274388,27.653211,478,412,849,26.8354616666667,21.340072,17.465907,16.47715,571,496,464,0,27.8354616666667
"TFDP2","Tfdp2",9.660805,9.311547,8.793092,487,435,905,9.255148,52.482944,45.045158,23.58371,855,705,539,0.024615,10.0087818351283
"TFE3","Tfe3",13.144173,11.723631,9.768533,376,416,692,11.5454456666667,6.782524,5.824206,4.914113,431,367,326,0.0810596666666667,11.6047671127619
"TFEB","Tfeb",5.166856,8.759949,5.961171,42,45,87,6.62932533333333,38.02426,29.546953,30.416587,562,478,394,0,7.62932533333333
"TFEC","Tfec",0,0,0.100266,0,0,4,0.033422,0,0,0,0,0,0,0.120311,0.922442071888967
"TFF1","Tff1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TFF2","Tff2",0,0,0,0,0,0,0,0,0.202716,0,0,2,0,0.319318,0.757967374052351
"TFF3","Tff3",0,0,0,0,0,0,0,0.04874,0,0,1,0,0,0,1
"TFIP11","Tfip11",12.338139,16.835607,13.089813,457,482,878,14.087853,5.959058,6.26951,4.574809,212,204,165,0.372981,10.9891200242392
"TFPI","Tfpi",3.90005,3.277865,3.974123,46,56,114,3.717346,1.354653,0.983537,0.877296,48,42,26,0.00587333333333333,4.68980123408514
"TFPI2","Tfpi2",0.176493,0.055002,0.056525,2,1,2,0.0960066666666667,43.729442,34.851568,36.658694,534,528,507,0.0850746666666667,1.0100748827116
"TFPT","Tfpt",55.056617,40.065716,39.809979,147,125,219,44.9774373333333,9.930053,7.93277,8.106395,153,130,121,0.241041,37.0474765405279
"TFR2","Tfr2",4.126501,2.911668,3.871664,37,31,82,3.636611,0.369963,0.083537,0.168822,3,1,3,2.23438,1.43353934911791
"TFRC","Tfrc",31.022979,35.281697,55.036621,1595,1775,2859,40.447099,102.580636,40.472806,36.948464,3659,2504,2223,1.691344,15.4001491448139
"TG","Tg",0.269222,0.37256,0.040996,1,3,5,0.227592666666667,0.187595,0.015438,0.420499,4,1,2,0.264388,0.970898700926193
"TGDS","Tgds",1.903626,2.865426,2.056342,41,42,84,2.27513133333333,1.873711,1.885815,1.683827,52,59,51,14.4481633333333,0.212007813658107
"TGFA","Tgfa",8.907458,10.558351,9.187957,549,643,1073,9.55125533333333,0.191193,0.060922,0.098613,11,5,8,0,10.5512553333333
"TGFB1","Tgfb1",0.826583,1.771882,2.432968,22,49,99,1.67714433333333,33.012194,29.760314,31.493909,504,409,364,0.012185,2.64491603148963
"TGFB1I1","Tgfb1i1",5.144399,3.878853,4.061687,118,96,195,4.36164633333333,24.344539,17.91983,14.375843,513,502,312,0.600661666666667,3.34964374107791
"TGFB2","Tgfb2",2.672941,3.11383,2.550212,126,117,214,2.77899433333333,11.517263,7.145351,2.773743,302,228,133,1.430129,1.55505914843752
"TGFB3","Tgfb3",3.246579,3.009656,3.047105,152,138,272,3.10111333333333,1.409241,5.730431,1.253032,56,56,43,0,4.10111333333333
"TGFBI","Tgfbi",1.2972,1.089341,1.659886,40,34,73,1.348809,41.851266,39.347617,26.175875,917,673,563,0.00310733333333333,2.34153307622116
"TGFBR1","Tgfbr1",6.158025,6.531861,6.090621,480,448,817,6.260169,1.920473,1.036554,0.722059,121,100,76,0.0909123333333333,6.65513513612612
"TGFBR2","Tgfbr2",3.061212,2.919318,2.581107,210,226,394,2.853879,7.931531,6.709852,6.83028,605,474,392,0.0204033333333333,3.77681929694467
"TGFBR3","Tgfbr3",2.570873,2.571131,2.16908,135,191,349,2.437028,0.499998,0.179708,0.364224,31,22,19,0.00218066666666667,3.42954929616816
"TGFBRAP1","Tgfbrap1",10.185192,11.393528,9.255778,640,653,1216,10.278166,1.980564,1.544078,1.208744,244,184,142,0,11.278166
"TGIF1","Tgif1",1.077826,0.841032,0.683831,15,13,18,0.867563,13.048347,8.585005,7.933289,190,163,124,0.129897333333333,1.65286079089192
"TGIF2","Tgif2",0.937707,0.435785,1.137445,4,2,11,0.836979,5.828881,4.134449,4.079423,363,287,275,0,1.836979
"TGM1","Tgm1",0.055104,0.055503,0.111527,2,2,2,0.0740446666666667,0.277223,0.203447,0.603108,5,1,6,1.84545466666667,0.377459770928231
"TGM2","Tgm2",7.841404,3.990539,3.432598,193,132,327,5.08818033333333,69.691419,60.011811,52.699053,7071,5359,4640,0.790383666666667,3.40048920613105
"TGM3","Tgm3",0.604252,0.666836,0.469939,35,38,52,0.580342333333333,0,0,0,0,0,0,0.073695,1.47187267644288
"TGM4","Tgm4",0.37106,0.388558,0.78231,4,4,18,0.513976,0.013775,0,0,1,0,0,3.25463033333333,0.355841960731254
"TGM5","Tgm5",0,0,0.014836,0,0,1,0.00494533333333333,0,0,0,0,0,0,2.672385,0.273649231584742
"TGS1","Tgs1",11.236191,10.638789,8.939471,353,370,675,10.2714836666667,3.534597,2.128469,1.250116,126,116,85,0.139765333333333,9.88930206685821
"TH","Th",2.796312,3.780464,3.806448,35,47,71,3.46107466666667,0,0,0,0,0,0,0,4.46107466666667
