"Hs_symbol","DRG","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"TEX33",0.01045,0.01045,0.081304,0,0,0.0271013333333333,1,0,0,0.983788032599185
"TEX35",0.45997,0.45997,0.70308,0.66013,0.757397,0.706869,10,8,10,0.855349766150771
"TEX36",0,0,0,0,0,0,0,0,0,1
"TEX9",1.05585,1.05585,1.133512,1.853964,0.71074,1.23273866666667,32,40,16,0.92077502427512
"TF",16.94582,16.94582,1.99804,1.881452,1.607612,1.82903466666667,91,77,52,6.34344294590947
"TFAM",4.75654,4.75654,8.306626,10.909442,9.052816,9.42296133333333,291,264,277,0.552294095305736
"TFAP2A",8.94856,8.94856,57.560392,76.25794,62.506046,65.4414593333333,1565,1523,1404,0.149734218661402
"TFAP2B",0.06272,0.06272,2.897143,9.640176,2.205453,4.91425733333333,193,467,158,0.179687818791787
"TFAP2C",0.33453,0.33453,0.119637,0.972854,0.355665,0.482718666666667,5,32,13,0.900056113139917
"TFAP2D",0.02091,0.02091,1.510095,1.024919,2.170481,1.56849833333333,41,16,35,0.397473491320155
"TFAP2E",2.36259,2.36259,2.093049,0.982572,2.230719,1.76878,46,17,41,1.21446629923649
"TFAP4",4.52655,4.52655,2.325518,2.433628,2.768369,2.50917166666667,59,46,53,1.57488733096082
"TFB1M",16.71583,16.71583,15.759955,11.617319,8.777577,12.051617,143,122,94,1.35736667724773
"TFB2M",6.88914,6.88914,4.966842,5.992781,6.604698,5.85477366666667,124,121,147,1.15089722631737
"TFCP2",12.17883,12.17883,12.838973,13.283218,14.899267,13.6738193333333,472,408,434,0.898118594799836
"TFCP2L1",0.1359,0.1359,0.046858,0.008287,0.02265,0.0259316666666667,7,1,3,1.10718875038786
"TFDP1",22.97774,22.97774,26.331096,28.186978,25.512374,26.676816,532,517,490,0.866347487369934
"TFDP2",20.02973,20.02973,55.620582,46.337489,49.842074,50.6000483333333,729,585,583,0.407552525225348
"TFDP3",0.04182,0.04182,0,0,0,0,0,0,0,1.04182
"TFE3",39.14997,39.14997,17.013894,17.188202,16.694966,16.9656873333333,646,600,598,2.23481402381451
"TFEB",23.33317,23.33317,0.47173,1.514679,0.285524,0.757311,6,18,7,13.8468205115657
"TFEC",4.31747,4.31747,0.011007,0.064369,0.029313,0.0348963333333333,1,5,1,5.13816681799691
"TFF1",0,0,0,0,0,0,0,0,0,1
"TFF2",0,0,0.156223,0.193615,0,0.116612666666667,1,1,0,0.895565696012762
"TFF3",35.67926,35.67926,1.519288,0.468374,1.205994,1.064552,6,1,4,17.7662078746382
"TFG",97.72334,97.72334,59.896215,62.702217,63.046674,61.881702,1708,1422,1582,1.56998517629182
"TFIP11",29.16647,29.16647,13.518226,17.040454,11.952981,14.1705536666667,333,268,300,1.98848840080787
"TFPI",15.61817,15.61817,10.420524,17.959129,8.101273,12.1603086666667,322,457,274,1.26274925770485
"TFPI2",0.7945,0.7945,102.796149,114.416024,105.387369,107.533180666667,1211,1135,1001,0.0165341141665365
"TFPT",52.16511,52.16511,9.794504,9.61987,10.58796,10.000778,114,93,94,4.83285000388154
"TFR2",9.14719,9.14719,3.951377,2.073933,1.652926,2.559412,56,26,39,2.85080513298264
"TFRC",27.61928,27.61928,58.071994,50.021991,45.464371,51.1861186666667,1894,1396,1674,0.548407904845398
"TG",0.64814,0.64814,2.428255,12.335347,9.990383,8.25132833333333,23,24,15,0.178151714069169
"TGDS",5.28969,5.28969,5.591921,5.087533,5.982923,5.55412566666667,133,95,129,0.959653555620462
"TGFA",2.23714,2.23714,5.840889,6.929318,7.96779,6.91266566666667,340,333,395,0.409108653944139
"TGFB1",34.97885,34.97885,39.273817,50.020381,42.790525,44.028241,401,356,346,0.799028547439817
"TGFB1I1",31.91585,31.91585,12.700159,25.336713,14.235302,17.424058,183,300,170,1.78656895239909
"TGFB2",0.58542,0.58542,17.473134,89.037389,23.302198,43.270907,488,1641,450,0.0358117804091974
"TGFB3",1.88171,1.88171,1.789746,2.139211,1.554973,1.82797666666667,27,56,32,1.01900062824658
"TGFBI",99.50051,99.50051,371.116923,458.761144,464.266986,431.381684333333,5952,5661,6737,0.232434706745168
"TGFBR1",29.64735,29.64735,13.705823,19.696414,13.866609,15.756282,1233,1425,1058,1.82900657795088
"TGFBR2",50.84792,50.84792,31.513273,48.783988,34.573958,38.2904063333333,1826,2186,1841,1.31960763042588
"TGFBR3",6.06328,6.06328,37.806956,31.767883,31.348116,33.640985,3170,1840,2545,0.203899513827335
"TGFBR3L",8.45723,8.45723,0.43317,0.129295,0.496847,0.353104,5,1,4,6.98928537643817
"TGFBRAP1",6.09464,6.09464,4.739243,4.835309,4.026128,4.53356,418,321,315,1.28211133519832
"TGIF1",10.6421,10.6421,41.850788,65.266681,47.225323,51.4475973333333,576,714,569,0.221975850028135
"TGIF2",5.76012,5.76012,5.846738,5.534697,6.372944,5.91812633333333,215,219,203,0.977160530796898
"TGIF2LX",0,0,0,0,0,0,0,0,0,1
"TGIF2LY",0,0,0,0,0,0,0,0,0,1
"TGM1",4.652,4.652,9.856557,4.20865,5.440883,6.50203,80,41,52,0.753396080794132
"TGM2",12.04293,12.04293,3.79621,2.414599,2.624212,2.945007,164,84,91,3.30618678243156
"TGM3",0.18817,0.18817,0,0,0.028209,0.009403,0,0,1,1.17710171259646
"TGM4",0.02091,0.02091,0.019349,0,0.021839,0.0137293333333333,1,0,1,1.00708341608608
"TGM5",0,0,0,0,0,0,0,0,0,1
"TGM6",0,0,0,0,0,0,0,0,0,1
"TGM7",0,0,0,0,0,0,0,0,0,1
"TGOLN2",31.83222,31.83222,35.400758,33.013938,36.633929,35.0162083333333,3232,2412,3030,0.911595682036676
"TGS1",3.26163,3.26163,8.221729,8.40084,7.825903,8.14949066666667,265,255,234,0.465777840019656
"TH",1.55764,1.55764,0.490609,0.209294,0.797905,0.499269333333333,6,2,3,1.70592430801848
"THADA",11.0289,11.0289,5.827163,13.184541,12.4569,10.4895346666667,255,288,225,1.04694405378297
"THAP1",3.74251,3.74251,2.579579,3.922156,2.272712,2.92481566666667,54,58,49,1.20833955089356
"THAP10",3.16754,3.16754,1.921058,2.388516,1.670873,1.99348233333333,26,35,29,1.39220464192929
"THAP11",29.23964,29.23964,6.588076,7.582159,6.429107,6.86644733333333,173,158,146,3.84412921343315
"THAP2",2.00715,2.00715,3.153676,5.35087,3.181703,3.89541633333333,95,91,87,0.614278703840579
"THAP3",35.74199,35.74199,5.288559,11.638778,7.355951,8.09442933333333,65,82,83,4.04005448316933
"THAP4",79.99348,79.99348,9.665926,12.342746,13.674362,11.8943446666667,206,222,219,6.28131805793724
"THAP5",7.08776,7.08776,7.759346,21.421525,10.980035,13.3869686666667,241,268,260,0.562158727622631
"THAP6",4.84017,4.84017,10.063076,11.155515,11.703917,10.9741693333333,148,104,137,0.487730700762876
"THAP7",57.14118,57.14118,4.379059,5.536816,5.387649,5.10117466666667,82,70,70,9.52950590279774
"THAP8",19.35023,19.35023,3.364006,2.062908,3.338433,2.92178233333333,59,28,50,5.18902587403499
"THAP9",1.94443,1.94443,1.699529,2.346714,1.670916,1.90571966666667,74,67,77,1.01332211561129
"THBD",14.11281,14.11281,2.844248,8.887293,1.722713,4.48475133333333,173,424,90,2.75542300489588
"THBS1",13.28695,13.28695,363.145905,564.477159,341.947282,423.190115333333,14933,17161,14734,0.0336805349383805
"THBS2",7.89272,7.89272,15.054194,15.800627,12.810332,14.555051,755,717,784,0.571693400426653
"THBS3",22.54913,22.54913,62.836879,63.263365,63.972547,63.357597,1450,1232,1187,0.365910647658271
"THBS4",25.51804,25.51804,2.301828,3.110857,4.58267,3.331785,58,45,59,6.12173503532608
"THEG",0.04182,0.04182,0.196309,0.161798,0.096982,0.151696333333333,3,2,2,0.904596089999418
"THEG5",0.12545,0.12545,0,0,0,0,0,0,0,1.12545
"THEGL",0.08363,0.08363,0.21717,1.432972,0.196174,0.615438666666667,5,8,4,0.670796126377232
"THEM4",21.20057,21.20057,14.590619,13.099613,14.235832,13.9753546666667,496,327,415,1.48247373729424
"THEM5",0.41816,0.41816,0.72224,0.324441,0.149164,0.398615,11,4,2,1.01397453909761
"THEM6",43.94832,43.94832,4.810927,4.346087,6.282216,5.14641,154,111,150,7.31293877238909
"THEMIS",0.05227,0.05227,0,0,0.027371,0.00912366666666667,0,0,1,1.0427562396548
"THEMIS2",27.59838,27.59838,0.407685,0.712829,1.255618,0.792044,7,9,11,15.9585255719168
"THG1L",5.9901,5.9901,7.043222,4.626688,6.365905,6.01193833333333,138,99,132,0.996885549716044
"THNSL1",3.17799,3.17799,1.564783,1.577201,2.093139,1.745041,89,72,107,1.52201369669888
"THNSL2",57.55934,57.55934,3.62219,2.057687,4.581371,3.420416,87,58,66,13.2474726360596
"THOC1",13.72601,13.72601,17.527714,21.61817,22.872243,20.672709,321,276,302,0.679472510796874
"THOC2",13.9769,13.9769,39.790247,41.777245,42.550677,41.372723,699,797,642,0.353456160936365
"THOC3",12.69107,12.69107,25.742976,29.324038,21.670287,25.5791003333333,217,170,156,0.515106599858453
"THOC5",20.93922,20.93922,39.206148,26.359518,31.177429,32.2476983333333,750,472,588,0.659871843760212
"THOC6",30.60911,30.60911,10.052797,10.095512,8.973513,9.707274,157,136,134,2.95211554313451
"THOC7",146.75227,146.75227,30.12207,28.799298,22.662283,27.1945503333333,255,175,200,5.24045491959197
"THOP1",70.91946,70.91946,32.586131,25.348247,25.165809,27.7000623333333,496,369,371,2.50589908707167
"THPO",0.36589,0.36589,0.035905,0.207462,0.040617,0.0946613333333333,1,2,1,1.24777404518414
"THRA",74.27518,74.27518,6.177327,5.880793,6.064132,6.04075066666667,290,209,240,10.6913571526369
"THRAP3",19.24569,19.24569,44.637356,45.530996,35.770173,41.9795083333333,1755,1452,1448,0.471054481195593
"THRAP3P1",0,0,0,0,0,0,0,0,0,1
"THRB",0.85722,0.85722,0.052759,0.259939,0.059555,0.124084333333333,5,10,4,1.65220699633153
"THRSP",1.70399,1.70399,0,0,0,0,0,0,0,2.70399
"THSD1",2.71802,2.71802,1.107685,0.626386,0.683972,0.806014333333333,51,24,28,2.05868798014338
"THSD4",1.88171,1.88171,0.177266,0.591996,0.241654,0.336972,22,30,20,2.1554004122749
"THSD7A",2.9271,2.9271,6.738278,4.852486,6.492287,6.02768366666667,1110,646,940,0.558804321063398
"THSD7B",0.5436,0.5436,1.569021,1.230297,1.900779,1.566699,149,91,132,0.601395021387393
"THTPA",21.4201,21.4201,16.881934,15.86788,18.611106,17.1203066666667,123,101,93,1.23729142185232
"THUMPD1",10.25531,10.25531,8.121245,9.31847,8.232468,8.55739433333333,419,433,442,1.17765466270915
"THUMPD2",5.57194,5.57194,16.593055,25.872947,4.182065,15.5493556666667,102,75,95,0.397111533063311
"THUMPD3",48.18217,48.18217,22.158205,29.265394,27.701757,26.3751186666667,381,343,319,1.79660116176544
"THY1",1696.92379,1696.92379,347.243292,322.990646,378.896149,349.710029,6236,4639,6391,4.84138932337176
"THYN1",69.96816,69.96816,19.839744,18.550244,21.441538,19.943842,218,162,219,3.38849767869716
"TIA1",9.304,9.304,116.812588,143.876526,113.43464,124.707918,2169,1884,1882,0.0819677882184
"TIAF1",27.22203,27.22203,2.274415,1.820701,2.70747,2.26752866666667,192,124,203,8.63711779728329
"TIAL1",42.91338,42.91338,182.074388,192.964257,116.999152,164.012599,1495,1434,1363,0.266121376586524
"TIAM1",5.68694,5.68694,7.283809,6.629001,8.678551,7.53045366666667,479,339,383,0.783890313610128
"TIAM2",4.54746,4.54746,9.006198,15.366355,7.894904,10.755819,103,138,110,0.471890559049948
"TICAM1",9.86851,9.86851,0.855692,1.112621,0.885034,0.951115666666667,28,35,27,5.57040783674708
"TICAM2",1.44264,1.44264,0,0.455481,0,0.151827,0,17,0,2.12066569024689
"TICRR",0.18817,0.18817,0.85025,1.440973,0.668809,0.986677333333333,60,79,41,0.598068936542623
"TIE1",7.70455,7.70455,2.069199,1.483801,1.602776,1.718592,30,25,26,3.2018596391073
"TIFA",2.48804,2.48804,0.704469,0.583769,0.131741,0.473326333333333,11,15,6,2.36745921191028
"TIFAB",0.04182,0.04182,0,0,0,0,0,0,0,1.04182
"TIGD1",1.35901,1.35901,1.971496,1.840256,2.212381,2.00804433333333,209,158,208,0.784233787334473
"TIGD2",1.95488,1.95488,1.369752,1.699825,1.269076,1.44621766666667,66,60,49,1.20793829603335
"TIGD3",0.62724,0.62724,0.443091,0.212053,0.431624,0.362256,13,5,11,1.19451850459825
"TIGD4",0.2718,0.2718,0.678252,0.630654,0.315917,0.541607666666667,24,18,10,0.824982923670809
"TIGD5",9.15764,9.15764,1.460709,1.553561,1.284837,1.43303566666667,118,98,88,4.17488331106805
"TIGD6",5.04925,5.04925,2.018816,2.451097,2.003573,2.15782866666667,58,57,45,1.9156359126936
"TIGD7",3.37662,3.37662,5.614128,6.347477,6.383048,6.11488433333333,223,148,206,0.615135790682566
"TIGIT",0.12545,0.12545,0,0.056558,0.025594,0.027384,0,2,1,1.0954521386356
"TIMD4",0.22999,0.22999,0,0,0,0,0,0,0,1.22999
"TIMELESS",20.15518,20.15518,5.437287,5.590309,4.709979,5.24585833333333,297,296,256,3.38707330057385
"TIMM10",107.11097,107.11097,16.582402,18.563493,23.228354,19.458083,86,78,100,5.28451126139238
"TIMM13",147.81858,147.81858,30.685494,30.943725,35.165141,32.2647866666667,290,251,284,4.47375723437677
"TIMM17A",94.15855,94.15855,37.004234,46.137765,42.904156,42.015385,748,673,722,2.21219803100681
"TIMM17B",79.81576,79.81576,23.319767,17.879901,20.568108,20.5892586666667,252,166,213,3.74333186923077
"TIMM21",21.68145,21.68145,14.903247,17.778638,22.179239,18.2870413333333,141,137,179,1.17599426516498
"TIMM22",31.23634,31.23634,6.029658,6.09343,6.175632,6.09957333333333,292,238,264,4.54060243995883
"TIMM23",133.59078,133.59078,28.657182,30.826812,30.296724,29.926906,441,383,414,4.35189928148648
"TIMM23B",1.64127,1.64127,9.636299,8.543328,8.504958,8.89486166666667,262,181,215,0.266933494269837
"TIMM44",29.41736,29.41736,36.113132,35.073233,30.227595,33.8046533333333,388,303,323,0.873945208092864
"TIMM50",82.19925,82.19925,66.938786,56.550411,56.592642,60.0272796666667,552,374,489,1.36331244739135
"TIMM8A",4.89244,4.89244,5.302922,3.805998,4.202379,4.43709966666667,108,73,74,1.08374691678449
"TIMM8B",131.15501,131.15501,32.291602,32.517554,30.099046,31.6360673333333,274,220,224,4.04935461893172
"TIMM9",31.9054,31.9054,23.695128,26.273108,16.444419,22.1375516666667,132,82,96,1.42216430130788
"TIMMDC1",126.64937,126.64937,52.311356,58.066515,54.241695,54.8731886666667,463,406,430,2.28462654532825
"TIMP1",668.75883,668.75883,984.529845,909.076017,1003.242659,965.616173666667,3200,2363,3061,0.692890154588871
"TIMP2",253.36146,253.36146,133.123625,100.991798,140.050974,124.722132333333,6864,4200,6389,2.02320351460154
"TIMP3",180.64392,180.64392,145.809305,255.875873,172.564192,191.416456666667,10225,14373,10667,0.944014473328919
"TIMP4",447.16687,447.16687,9.714334,5.209712,13.891664,9.60523666666667,152,66,192,42.2590163790153
"TINAG",0.02091,0.02091,0.323768,0.251679,0.409357,0.328268,8,5,9,0.768602420595844
"TINAGL1",22.25642,22.25642,0.78892,0.942758,0.23259,0.654756,4,18,5,14.0542895750189
"TINF2",59.81739,59.81739,30.365571,25.692622,33.670194,29.9094623333333,251,176,219,1.96759779720961
"TIPARP",5.16424,5.16424,16.710027,18.15155,18.292016,17.7178643333333,691,658,672,0.329323895623206
"TIPIN",7.42229,7.42229,3.07481,3.819708,2.549856,3.14812466666667,50,37,34,2.03038497557209
"TIPRL",39.34859,39.34859,14.267301,16.218991,18.582965,16.356419,626,524,647,2.32470707235173
"TIRAP",6.53371,6.53371,5.723309,4.685903,7.603998,6.00440333333333,125,87,115,1.07556770241196
"TJAP1",11.53069,11.53069,12.77637,12.937107,9.47278,11.7287523333333,362,247,285,0.984439768474821
"TJP1",31.6545,31.6545,30.257035,39.955642,29.12569,33.112789,1824,1866,1513,0.957250959456877
"TJP2",5.67648,5.67648,3.203129,2.816873,1.945524,2.65517533333333,91,78,67,1.82658269197483
"TJP3",0.97222,0.97222,0.767346,1.095893,2.777377,1.546872,9,3,8,0.774369501097817
"TK1",8.14361,8.14361,2.123184,10.434637,2.161146,4.90632233333333,42,114,34,1.54810548493036
"TK2",32.36537,32.36537,16.952074,22.006271,15.148456,18.0356003333333,275,211,221,1.75278790349332
"TKT",253.16283,253.16283,76.256668,76.745291,73.468164,75.490041,1473,1186,1333,3.32282250966502
"TKTL1",0.05227,0.05227,0.026629,0,0.357382,0.128003666666667,1,0,1,0.93286044282953
"TKTL2",0.01045,0.01045,0.051435,0,0,0.017145,2,0,0,0.993417850945539
"TLCD1",6.27236,6.27236,5.861171,5.126562,6.825398,5.93771033333333,23,19,21,1.04823632734546
"TLCD2",0.89904,0.89904,0.668276,0.888587,0.547461,0.701441333333333,61,66,44,1.11613604465547
"TLE1",64.17668,64.17668,36.110234,37.340091,29.090494,34.180273,958,744,782,1.85264849991357
"TLE2",47.20995,47.20995,3.247112,3.396232,3.012506,3.21861666666667,28,31,13,11.4279048819321
"TLE3",14.65641,14.65641,44.623428,58.789338,42.900034,48.7709333333333,893,888,766,0.314569347035217
"TLE4",14.01872,14.01872,11.998985,12.610696,13.520969,12.7102166666667,492,402,409,1.09544001857496
"TLE6",2.10124,2.10124,0.758693,0.316984,1.242054,0.772577,6,3,10,1.74956574523984
"TLK1",18.55573,18.55573,6.718966,6.520436,5.410815,6.216739,398,306,336,2.70977376346851
"TLK2",18.61845,18.61845,28.507329,30.463454,25.950204,28.3069956666667,460,417,416,0.66941184361363
"TLK2P1",0.16726,0.16726,0.082984,0,0.091395,0.0581263333333333,4,0,4,1.10313859813211
"TLL1",0.47043,0.47043,0.745804,3.239239,0.951213,1.64541866666667,83,179,93,0.55584018459082
"TLL2",1.05585,1.05585,0.569707,0.543962,0.778179,0.630616,36,25,29,1.26078120170537
"TLN1",143.07249,143.07249,156.477699,205.73688,142.838026,168.350868333333,3818,4569,2861,0.85073369518497
"TLN2",47.3563,47.3563,16.694704,14.105454,11.866548,14.2222353333333,1131,875,985,3.17668850475005
"TLR1",4.84017,4.84017,0.37721,0.65795,0.174501,0.403220333333333,11,4,6,4.16197646318789
"TLR10",1.88171,1.88171,0.096153,0,0.043159,0.0464373333333333,5,0,2,2.75382950149587
"TLR12P",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"TLR2",8.1227,8.1227,0.8429,0.646501,1.980796,1.15673233333333,25,12,30,4.22987120794004
"TLR3",1.59945,1.59945,0.483843,0.11479,0.051692,0.216775,9,6,3,2.13634402416223
"TLR4",4.13976,4.13976,0.853293,2.333336,0.430616,1.20574833333333,69,181,35,2.33016610386951
"TLR5",2.09079,2.09079,0.165425,0.054031,0.780961,0.333472333333333,7,2,5,2.31785086404742
"TLR6",0.75268,0.75268,0.363856,0.421415,0.236612,0.340627666666667,24,27,19,1.30735777246628
"TLR7",2.43577,2.43577,0.039102,1.491551,0.014818,0.515157,3,2,1,2.26759999128803
"TLR8",0.7945,0.7945,0,0,0,0,0,0,0,1.7945
"TLR9",0.16726,0.16726,0,0,0,0,0,0,0,1.16726
"TLX1",0.02091,0.02091,30.804611,29.003401,35.10273,31.636914,205,136,229,0.0312808373978005
"TLX2",32.75216,32.75216,0.051824,0.067644,0.08326,0.067576,1,1,2,31.6156976177808
"TLX3",68.88095,68.88095,3.488697,2.493644,2.497487,2.82660933333333,65,35,38,18.2618459091896
"TM2D1",37.74914,37.74914,28.157769,33.13447,33.434263,31.5755006666667,208,192,218,1.1895178648674
"TM2D2",79.79485,79.79485,128.614857,97.820147,116.888859,114.441287666667,685,509,662,0.699878281272232
"TM2D3",82.54423,82.54423,21.704263,19.255409,23.244779,21.4014836666667,387,283,382,3.7294061073425
"TM4SF1",42.85066,42.85066,1.45761,3.869407,1.279443,2.20215333333333,29,67,24,13.6941162509395
"TM4SF18",2.88528,2.88528,0.12806,0.202609,0.183225,0.171298,7,4,4,3.31707217121518
"TM4SF19",0.06272,0.06272,0.318004,0.258368,0.209906,0.262092666666667,4,5,4,0.842030088651705
"TM4SF20",0.02091,0.02091,0,0.085497,0.064838,0.0501116666666667,0,2,2,0.972191846263969
"TM4SF4",0.07318,0.07318,0,0,0,0,0,0,0,1.07318
"TM4SF5",0,0,0,0,0,0,0,0,0,1
"TM6SF1",16.24541,16.24541,0.203314,0.85224,0.463692,0.506415333333333,5,3,3,11.4479782689413
"TM6SF2",0.34498,0.34498,2.046788,1.231734,2.217376,1.831966,34,24,31,0.474928018203608
"TM7SF2",81.84382,81.84382,37.502054,41.328566,43.194107,40.674909,469,365,423,1.9878584497929
"TM7SF3",76.81548,76.81548,206.216983,135.968114,224.430401,188.871832666667,729,492,645,0.409831615922782
"TM9SF1",15.08502,15.08502,31.784265,36.60571,38.764134,35.7180363333333,635,539,594,0.438068633463324
"TM9SF2",91.97368,91.97368,73.568115,73.037939,76.741439,74.4491643333333,3505,2661,3066,1.23226918179297
"TM9SF3",32.88806,32.88806,86.04217,108.650184,82.937173,92.5431756666667,3757,3072,3402,0.362271857444281
"TM9SF4",18.78571,18.78571,33.262991,29.408276,32.721954,31.7977403333333,1729,1312,1578,0.603264426113258
"TMA16",10.97663,10.97663,6.786998,9.161008,7.020222,7.656076,98,114,96,1.38360961710595
"TMA7",423.68734,423.68734,89.03618,96.140672,99.538568,94.90514,455,397,456,4.4282020755092
"TMBIM1",106.61964,106.61964,13.513812,15.474288,15.414886,14.8009953333333,229,280,200,6.81094055973605
"TMBIM4",84.42594,84.42594,89.135628,106.262635,41.259318,78.8858603333333,433,334,410,1.06934994057209
"TMBIM6",223.39004,223.39004,360.709716,332.787499,369.677133,354.391449333333,5606,4389,5126,0.631388404028644
"TMC1",0.12545,0.12545,0.312316,1.035131,0.689904,0.679117,2,11,4,0.670263001327483
"TMC2",0.03136,0.03136,0.152132,0.157054,0.341292,0.216826,7,5,13,0.847582152255129
"TMC3",0.66905,0.66905,0.170478,0.157299,0.140533,0.156103333333333,13,9,9,1.44368582969804
"TMC4",1.63081,1.63081,2.553556,2.202921,1.032013,1.92949666666667,11,10,12,0.89804164310365
"TMC5",0.35543,0.35543,0.090215,0.066997,0.06048,0.072564,5,3,3,1.26372878448279
"TMC6",65.70295,65.70295,91.680269,103.024803,68.286237,87.6637696666667,1387,1142,980,0.752313490062189
"TMC7",1.589,1.589,0.616341,0.406836,0.375894,0.466357,35,20,22,1.76560005510254
"TMC8",5.36287,5.36287,1.961927,1.363359,3.476522,2.26726933333333,33,23,22,1.94745806079858
"TMCC1",8.92766,8.92766,125.578267,123.924689,99.906662,116.469872666667,570,415,516,0.0845123926214749
"TMCC2",12.99424,12.99424,4.036939,3.928495,3.817574,3.92766933333333,204,137,176,2.83993081786873
"TMCC3",2.82256,2.82256,9.287235,3.139789,3.45348,5.29350133333333,320,171,263,0.607382091071298
"TMCO1",78.6031,78.6031,59.974441,58.417087,59.597598,59.3297086666667,852,701,762,1.3194676679084
"TMCO2",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"TMCO3",35.40746,35.40746,29.478018,44.02825,36.964334,36.823534,539,511,467,0.962561034090574
"TMCO4",8.87539,8.87539,2.062465,2.293291,1.298745,1.88483366666667,33,48,26,3.42320949526726
"TMCO5A",0,0,0,0,0,0,0,0,0,1
"TMCO6",10.44348,10.44348,5.559679,5.441229,5.711005,5.57063766666667,58,55,59,1.74160874188112
"TMED1",48.00445,48.00445,37.687333,30.72044,48.488052,38.965275,416,239,392,1.22617572380022
"TMED10",134.47936,134.47936,262.87716,203.209615,263.2669,243.117891666667,5695,3927,5475,0.554975135476722
"TMED11P",0,0,6.056935,0,0,2.01897833333333,1,0,0,0.331237885664411
"TMED2",58.35384,58.35384,112.505381,127.206942,115.05723,118.256517666667,2831,2491,2747,0.49769891961712
"TMED3",152.4183,152.4183,282.856513,170.38894,284.968836,246.071429666667,4858,2493,4195,0.620947149603588
"TMED4",51.39152,51.39152,58.81283,46.625366,49.120031,51.519409,1624,1154,1353,0.997564919285364
"TMED5",12.6388,12.6388,31.782433,36.981062,29.462193,32.741896,1388,1378,1176,0.404209650815117
"TMED6",0.20908,0.20908,0.824404,1.175287,1.20546,1.06838366666667,9,9,11,0.584553059224506
"TMED7",17.07127,17.07127,57.340771,53.681106,54.078856,55.0335776666667,2050,1665,1820,0.322507873894875
"TMED8",6.86823,6.86823,3.753566,4.024972,4.161257,3.97993166666667,460,398,454,1.57998754333644
"TMED9",190.20926,190.20926,631.054831,421.822475,933.767826,662.215044,5288,2878,5095,0.288306578280815
"TMEFF1",21.08558,21.08558,6.41108,5.9619,7.906257,6.75974566666667,214,158,227,2.84617317998867
"TMEFF2",132.67083,132.67083,180.086461,146.107062,246.276219,190.823247333333,950,553,1019,0.696843744740275
"TMEM100",4.06658,4.06658,0.898539,3.061463,0.855807,1.60526966666667,20,55,18,1.94474302020431
"TMEM101",40.164,40.164,12.469462,12.443241,12.979777,12.6308266666667,183,140,173,3.01991955489127
"TMEM102",3.11527,3.11527,1.211517,2.282185,1.393433,1.629045,33,48,32,1.5653098368419
"TMEM104",12.57608,12.57608,15.642523,17.241315,13.271994,15.3852773333333,510,455,458,0.828553568170711
"TMEM105",0.09409,0.09409,0.570801,0.607644,7.709564,2.96266966666667,8,8,10,0.276099218969299
"TMEM106A",2.10124,2.10124,5.704392,5.29447,4.321665,5.10684233333333,153,126,142,0.50783036972681
"TMEM106B",8.34224,8.34224,7.846267,9.74609,10.270002,9.287453,556,490,499,0.908119823244879
"TMEM106C",32.88806,32.88806,67.403622,73.983692,62.541962,67.9764253333333,357,318,333,0.491299162521595
"TMEM107",20.98104,20.98104,5.97409,7.648448,10.504443,8.042327,79,73,94,2.43090523047884
"TMEM108",4.15021,4.15021,3.367762,3.391952,2.0646,2.941438,92,80,53,1.30668299234949
"TMEM109",93.85539,93.85539,13.015935,13.802514,14.163162,13.660537,337,321,300,6.47011702231644
"TMEM11",50.6702,50.6702,12.202136,14.749323,13.827361,13.59294,147,155,156,3.54076697361875
"TMEM114",0.03136,0.03136,0,0,0,0,0,0,0,1.03136
"TMEM115",47.4713,47.4713,15.902192,17.13772,16.81066,16.6168573333333,489,419,446,2.75141582195175
"TMEM116",7.08776,7.08776,6.240005,6.038068,5.93177,6.06994766666667,121,85,104,1.14396320613972
"TMEM117",19.08888,19.08888,6.596741,5.14125,4.394986,5.377659,151,98,117,3.14988305270006
"TMEM119",15.97361,15.97361,0.586502,1.537043,0.305147,0.809564,11,40,11,9.37994456123132
"TMEM120A",250.96751,250.96751,41.810648,38.56464,42.792408,41.0558986666667,176,165,177,5.9912525469277
"TMEM120B",7.87181,7.87181,12.763026,9.850528,11.31981,11.3111213333333,788,598,685,0.720633787921403
"TMEM121",17.92849,17.92849,5.019899,1.864001,4.937836,3.94057866666667,77,18,59,3.83122935127167
"TMEM123",65.09662,65.09662,60.313987,65.683471,58.419482,61.4723133333333,1394,1314,1212,1.05801460636376
"TMEM125",0.18817,0.18817,8.730326,0.048533,0.08968,2.95617966666667,3,1,2,0.300332669421232
"TMEM126A",65.15935,65.15935,14.524012,17.554519,14.876369,15.6516333333333,102,94,99,3.97314477658848
"TMEM126B",88.82705,88.82705,26.631449,27.678193,32.615861,28.9751676666667,185,161,212,2.99671551461881
