"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"GNG7",3.860588,5.58685,5.216359,4.88793233333333,212,321,203,"Gng7",0.070123,0.143965,0.186697,8,9,13,0.133595,5.19403520069631
"GNG8",11.766626,16.183483,41.430092,23.1267336666667,2,3,5,"Gng8",0,0.10716,0,0,1,0,0.03572,23.294648811133
"GNGT1",0,0,0,0,0,0,0,"Gngt1",0,0,0.045655,0,0,1,0.0152183333333333,0.985009792639022
"GNGT2",0,0,0,0,0,0,0,"Gngt2",2.506948,4.235117,3.478902,32,49,33,3.406989,0.226912297716196
"GNL1",40.392558,39.03662,50.226198,43.2184586666667,1803,1992,1462,"Gnl1",3.560777,3.735476,3.950732,320,333,249,3.748995,9.31111922978792
"GNL2",28.04958,28.836682,33.76842,30.2182273333333,488,482,339,"Gnl2",5.124015,4.060035,5.121717,283,260,231,4.768589,5.41176140878356
"GNL3",38.987927,48.751218,37.937202,41.8921156666667,517,609,415,"Gnl3",9.355008,6.963402,8.146086,180,170,109,8.154832,4.68518872510896
"GNL3L",4.767082,3.400207,2.744915,3.63740133333333,267,294,181,"Gnl3l",2.64569,4.490841,4.426187,421,358,335,3.85423933333333,0.95533017943491
"GNMT",1.526748,1.386479,2.032477,1.648568,18,18,17,"Gnmt",0.435626,0.469808,0.750132,8,12,15,0.551855333333333,1.70671063410979
"GNPAT",20.106753,18.232763,25.687153,21.342223,568,618,458,"Gnpat",54.578229,59.484791,74.0634,2401,2550,2095,62.7088066666667,0.350692850313421
"GNPDA1",23.702961,25.136844,14.135128,20.9916443333333,341,410,273,"Gnpda1",12.861548,9.759019,11.260039,152,150,118,11.2935353333333,1.78887876733913
"GNPDA2",5.804716,7.771862,7.922338,7.16630533333333,246,304,216,"Gnpda2",1.573679,1.970423,3.048396,93,99,105,2.19749933333333,2.55396623486395
"GNPNAT1",38.175563,14.531996,41.517436,31.4083316666667,223,195,163,"Gnpnat1",4.108714,5.000704,2.971503,90,81,71,4.02697366666667,6.44688709661698
"GNPTAB",35.288128,37.027287,48.550637,40.288684,1755,1914,1342,"Gnptab",4.033773,5.6082,7.580079,442,416,373,5.740684,6.12529588985331
"GNPTG",25.225881,32.723078,28.898498,28.9491523333333,335,419,301,"Gnptg",1.938174,1.649878,1.973317,73,56,51,1.85378966666667,10.4945198600831
"GNRH1",1.120665,1.545577,1.186938,1.28439333333333,18,19,18,"Gnrh1",1.161727,0.183159,0,7,1,0,0.448295333333333,1.57729800045387
"GNRHR",0.290962,0.222847,0.761141,0.424983333333333,16,13,30,"Gnrhr",0,0,0,0,0,0,0,1.42498333333333
"GNS",29.108192,40.680015,39.628117,36.472108,1445,1718,1031,"Gns",13.821744,16.285969,14.872724,1064,1133,849,14.993479,2.34296165330883
"GOLGA1",16.386902,15.890118,17.552041,16.609687,445,523,325,"Golga1",7.400119,5.65576,4.473373,237,212,147,5.843084,2.57335537602636
"GOLGA2",92.704677,113.106424,115.202616,107.004572333333,1200,1459,1026,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,10.7670084448984
"GOLGA2",92.704677,113.106424,115.202616,107.004572333333,1200,1459,1026,"Gm13547",1.163625,0,0,1,0,0,0.387875,77.8201007535501
"GOLGA3",24.172798,22.83341,35.453129,27.4864456666667,1395,1758,1201,"Golga3",4.466822,6.347047,5.633004,809,778,707,5.482291,4.39450275630432
"GOLGA4",9.583321,7.482523,8.799498,8.62178066666667,419,481,348,"Golga4",64.85278,60.311915,56.962352,5209,4779,3710,60.7090156666667,0.155921797855934
"GOLGA5",13.983215,13.586547,16.612636,14.727466,331,407,306,"Golga5",3.998129,4.417662,4.38576,300,280,234,4.26718366666667,2.98593460857102
"GOLGA6A",0.07526,0.077928,1.509056,0.554081333333333,3,0,3,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.154926837619584
"GOLGA6A",0.07526,0.077928,1.509056,0.554081333333333,3,0,3,"Gm13547",1.163625,0,0,1,0,0,0.387875,1.11975598186676
"GOLGA6B",0,0,0,0,0,0,0,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.0996903021074729
"GOLGA6B",0,0,0,0,0,0,0,"Gm13547",1.163625,0,0,1,0,0,0.387875,0.720525983968297
"GOLGA6C",0,0,0.087335,0.0291116666666667,0,0,2,"Gm13547",1.163625,0,0,1,0,0,0.387875,0.741501696238254
"GOLGA6C",0,0,0.087335,0.0291116666666667,0,0,2,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.102592452952325
"GOLGA6D",0.144121,0.311381,0,0.151834,6,14,0,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.114826679437659
"GOLGA6D",0.144121,0.311381,0,0.151834,6,14,0,"Gm13547",1.163625,0,0,1,0,0,0.387875,0.829926326218139
"GOLGA7",46.597866,56.421698,58.389779,53.8031143333333,603,729,503,"Golga7",5.292714,5.580996,6.235809,292,286,240,5.703173,8.17569743960559
"GOLGA7B",12.323405,14.264413,14.796869,13.7948956666667,806,943,671,"Golga7b",0.074672,0.033289,0.031457,7,3,2,0.0464726666666667,14.1378710958528
"GOLGA8A",46.955096,53.114568,56.7978,52.2891546666667,3541,3931,2841,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,5.31241192777185
"GOLGA8A",46.955096,53.114568,56.7978,52.2891546666667,3541,3931,2841,"Gm13547",1.163625,0,0,1,0,0,0.387875,38.3962206010388
"GOLGA8B",47.749411,51.102782,52.398134,50.4167756666667,1414,1595,1285,"Gm13547",1.163625,0,0,1,0,0,0.387875,37.0471228797022
"GOLGA8B",47.749411,51.102782,52.398134,50.4167756666667,1414,1595,1285,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,5.12575389960216
"GOLGA8F",0,0.147696,0.000956,0.0495506666666667,0,2,0,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.1046300230371
"GOLGA8F",0,0.147696,0.000956,0.0495506666666667,0,2,0,"Gm13547",1.163625,0,0,1,0,0,0.387875,0.756228526824582
"GOLGA8G",0,0.008931,1.248554,0.419161666666667,0,1,3,"Gm13547",1.163625,0,0,1,0,0,0.387875,1.02254285628509
"GOLGA8G",0,0.008931,1.248554,0.419161666666667,0,1,3,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.141476655289345
"GOLGA8H",0,0.272896,0.184129,0.152341666666667,0,7,3,"Gm13547",1.163625,0,0,1,0,0,0.387875,0.830292113242667
"GOLGA8H",0,0.272896,0.184129,0.152341666666667,0,7,3,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.114877288881029
"GOLGA8J",0.452715,0.626552,0.514467,0.531244666666667,7,11,7,"Gm13547",1.163625,0,0,1,0,0,0.387875,1.10330157014621
"GOLGA8J",0.452715,0.626552,0.514467,0.531244666666667,7,11,7,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.152650243420457
"GOLGA8K",0.924706,0.951708,1.31992,1.06544466666667,15,18,15,"Gm13547",1.163625,0,0,1,0,0,0.387875,1.48820655078207
"GOLGA8K",0.924706,0.951708,1.31992,1.06544466666667,15,18,15,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.205904802806269
"GOLGA8M",0,0,0,0,0,0,0,"Gm13547",1.163625,0,0,1,0,0,0.387875,0.720525983968297
"GOLGA8M",0,0,0,0,0,0,0,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.0996903021074729
"GOLGA8N",4.85359,17.842265,15.766743,12.820866,36,95,57,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,1.3778063069269
"GOLGA8N",4.85359,17.842265,15.766743,12.820866,36,95,57,"Gm13547",1.163625,0,0,1,0,0,0.387875,9.95829307394398
"GOLGA8O",0.481917,0.849943,1.352408,0.894756,33,63,66,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.188888798059947
"GOLGA8O",0.481917,0.849943,1.352408,0.894756,33,63,66,"Gm13547",1.163625,0,0,1,0,0,0.387875,1.36522093127983
"GOLGA8Q",0,0.489845,0.49283,0.327558333333333,0,3,2,"Gm13547",1.163625,0,0,1,0,0,0.387875,0.956540274400312
"GOLGA8Q",0,0.489845,0.49283,0.327558333333333,0,3,2,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.132344691315293
"GOLGA8R",1.048604,0.676564,0.721224,0.815464,39,29,20,"Gm13547",1.163625,0,0,1,0,0,0.387875,1.30808898495902
"GOLGA8R",1.048604,0.676564,0.721224,0.815464,39,29,20,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.180984154625241
"GOLGA8S",0.131745,0.045721,0.040517,0.072661,8,3,2,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.106933899148904
"GOLGA8S",0.131745,0.045721,0.040517,0.072661,8,3,2,"Gm13547",1.163625,0,0,1,0,0,0.387875,0.772880122489417
"GOLGA8T",0.064021,0,0.502431,0.188817333333333,2,0,8,"Gm13547",1.163625,0,0,1,0,0,0.387875,0.856573778858567
"GOLGA8T",0.064021,0,0.502431,0.188817333333333,2,0,8,"Golga2",8.956841,8.026723,10.109634,853,836,722,9.031066,0.1185135591106
"GOLGB1",17.685697,16.988323,15.282408,16.6521426666667,1258,1342,881,"Golgb1",3.774679,4.754278,4.271307,734,643,513,4.26675466666667,3.35161665653181
"GOLIM4",5.05135,4.100548,5.53464,4.89551266666667,209,186,168,"Golim4",6.145305,5.233813,10.315974,357,344,295,7.23169733333333,0.716196481470893
"GOLM1",104.485816,87.964684,86.868286,93.106262,3982,3287,2228,"Golm1",0.774589,1.214057,1.166987,92,134,100,1.05187766666667,45.8634856886367
"GOLM2",136.812636,150.347266,150.714559,145.958153666667,1572,1656,1225,"Golm2",1.724355,2.619018,2.061962,113,159,112,2.13511166666667,46.8749343856439
"GOLPH3",28.436477,27.617269,31.727243,29.2603296666667,800,957,716,"Golph3",8.13133,8.479044,9.83779,628,635,548,8.81605466666667,3.08273850281464
"GOLPH3L",4.92085,4.543276,4.321123,4.595083,145,189,117,"Golph3l",3.051569,3.889272,2.560042,193,172,132,3.166961,1.34272506990106
"GOLT1A",5.617842,8.257812,6.569476,6.81504333333333,38,59,25,"Golt1a",0,0,0,0,0,0,0,7.81504333333333
"GOLT1B",124.907267,59.836498,38.243162,74.3289756666667,679,608,488,"Golt1b",4.023381,3.791002,2.980882,155,126,100,3.59842166666667,16.3814850240282
"GON4L",17.069842,18.968005,19.955153,18.6643333333333,770,832,611,"Gon4l",2.041048,2.194546,2.192758,380,376,331,2.142784,6.256978950298
"GON7",3.970013,4.344559,8.675295,5.663289,49,46,51,"Gm20604",0.774233,0.41227,1.107152,68,37,67,0.764551666666667,3.77619376404394
"GON7",3.970013,4.344559,8.675295,5.663289,49,46,51,"Gon7",1.416772,0.937689,1.025764,41,28,21,1.12674166666667,3.13309750048
"GOPC",17.758036,18.230637,19.293366,18.4273463333333,1078,1189,835,"Gopc",2.109723,2.164464,2.186222,286,269,211,2.15346966666667,6.16062571924744
"GORAB",3.142709,6.412244,5.334922,4.96329166666667,63,80,54,"Gorab",0.336081,0.482991,0.588077,27,29,34,0.469049666666667,4.05928526582605
"GORASP1",33.154832,43.265795,33.698382,36.7063363333333,550,643,413,"Gorasp1",3.167687,4.582176,3.675272,287,266,243,3.80837833333333,7.84179898489685
"GORASP2",25.584204,24.222493,24.568062,24.7915863333333,578,662,436,"Gorasp2",7.633341,8.490823,9.068134,532,545,441,8.39743266666667,2.74453536919906
"GOSR1",12.441205,11.63734,12.815645,12.2980633333333,483,549,451,"Gosr1",4.999277,4.418155,4.583771,290,246,208,4.66706766666667,2.34655100583176
"GOSR2",22.717733,26.201502,32.580586,27.166607,568,652,502,"Gosr2",5.68238,6.788008,7.466335,491,516,407,6.64557433333333,3.6840406975312
"GOT1",69.204583,74.950073,80.76986,74.9748386666667,1375,1687,1116,"Got1",141.21796,134.912748,145.649281,7133,6478,5338,140.593329666667,0.536570746980268
"GOT1L1",0,0,0,0,0,0,0,"Got1l1",0,0,0,0,0,0,0,1
"GOT2",54.805329,63.030468,63.143232,60.326343,1622,1941,1259,"Got2",116.993298,119.953771,136.05329,8437,7690,6760,124.333453,0.489305461008882
"GP1BA",0.468648,0.510594,0.529176,0.502806,15,18,12,"Gp1ba",0.488441,0.415016,0.450993,43,34,26,0.451483333333333,1.03535877091251
"GP1BB",13.117192,14.163386,21.829203,16.369927,71,103,73,"Gp1bb",0,0.068827,0.138781,0,2,2,0.0692026666666667,16.2456824524693
"GP2",0.05158,0.037439,0.088033,0.0590173333333333,1,1,2,"Gp2",0,0,0,0,0,0,0,1.05901733333333
"GP5",0.250864,0.183483,0.162692,0.199013,11,9,5,"Gp5",0.031111,0.043141,0,2,3,0,0.0247506666666667,1.17005339835511
"GP6",1.06433,0.915271,1.068375,1.015992,15,15,15,"Gp6",0.113608,0.042502,0,1,2,0,0.0520366666666667,1.9162754149887
"GP9",0,0,0,0,0,0,0,"Gp9",0.335169,0.131375,0.177756,8,3,3,0.214766666666667,0.823203358669703
"GPA33",0,0.027772,0.042831,0.0235343333333333,0,1,1,"Gpa33",0,0,0,0,0,0,0,1.02353433333333
"GPAA1",41.042546,45.037214,63.836117,49.971959,502,584,399,"Gpaa1",8.425536,10.833533,14.443525,160,183,137,11.234198,4.16635066720352
"GPAM",4.473722,5.077171,4.98386,4.84491766666667,388,419,308,"Gpam",20.598288,19.489228,21.492467,4219,3589,3024,20.526661,0.27151993830658
"GPANK1",5.438986,5.574029,6.337267,5.78342733333333,83,102,75,"Gpank1",3.95041,1.758075,3.411457,53,30,42,3.03998066666667,1.67907420679076
"GPAT2",0.343675,0.29227,0.099606,0.245183666666667,5,11,4,"Gpat2",0,0,0.01586,0,0,1,0.00528666666666667,1.23863541411073
"GPAT3",0.8603,2.862619,0.935655,1.552858,30,68,15,"Gpat3",3.19523,3.424831,2.246273,206,159,148,2.95544466666667,0.645403542492567
"GPAT4",100.341078,100.983884,105.60093,102.308630666667,1704,1716,1236,"Gpat4",10.162253,10.28405,7.532279,539,506,416,9.326194,10.0045215755841
"GPATCH1",3.61206,6.499197,5.777264,5.29617366666667,104,136,91,"Gpatch1",1.749861,1.232248,1.554344,128,108,112,1.512151,2.50628790493353
"GPATCH11",7.992396,9.039665,10.288723,9.106928,299,391,243,"Gpatch11",7.905216,8.711512,9.350634,122,145,99,8.65578733333333,1.04672230767855
"GPATCH2",5.409358,4.542989,4.990073,4.98080666666667,261,275,188,"Gpatch2",0.784821,0.787337,1.092783,93,93,81,0.888313666666667,3.1672739398345
"GPATCH2L",6.27492,6.127607,6.896042,6.43285633333333,855,850,661,"Gpatch2l",1.291898,1.141125,1.610551,179,154,157,1.347858,3.16580318457647
"GPATCH3",6.317191,8.839875,7.134783,7.43061633333333,113,143,82,"Gpatch3",0.730846,0.523775,1.377804,21,13,20,0.877475,4.49040138128781
"GPATCH4",14.089671,16.603233,18.797668,16.4968573333333,257,287,216,"Gpatch4",1.484322,1.649573,1.433949,76,70,53,1.52261466666667,6.93600079494239
"GPATCH8",17.660392,18.07814,15.090053,16.9428616666667,953,1123,802,"Gpatch8",1.937848,2.311506,2.045833,356,275,212,2.09839566666667,5.79101689939105
"GPBAR1",0,0.171979,0.1824,0.118126333333333,0,3,3,"Gpbar1",0,0,0,0,0,0,0,1.11812633333333
"GPBP1",27.873075,27.0364,36.217542,30.3756723333333,786,924,709,"Gpbp1",11.13743,11.720218,12.523534,691,593,505,11.7937273333333,2.45242621761883
"GPBP1L1",33.443764,38.412981,44.254271,38.703672,437,513,391,"Gpbp1l1",10.088199,8.986118,12.30195,525,427,419,10.4587556666667,3.46492002752946
"GPC1",111.69684,122.87605,143.330973,125.967954333333,2579,3273,2521,"Gpc1",25.394666,28.41578,29.412434,3480,3555,2850,27.74096,4.41766574023044
"GPC2",92.54611,74.338562,111.887987,92.9242196666667,2128,1868,1491,"Gpc2",0.093594,0.132303,0.103835,8,5,5,0.109910666666667,84.6232246318923
"GPC3",2.854154,1.272382,3.154177,2.42690433333333,47,27,29,"Gpc3",0.367349,0.441047,0.508062,25,28,25,0.438819333333333,2.38174748833418
"GPC4",0.294401,0.739059,2.097908,1.04378933333333,19,52,96,"Gpc4",1.975325,1.749361,2.294376,165,141,137,2.006354,0.67982324547719
"GPC5",3.004245,2.110271,4.936352,3.35028933333333,47,73,80,"Gpc5",0,0,0,0,0,0,0,4.35028933333333
"GPC6",0.391189,0.716742,0.907896,0.671942333333333,35,72,63,"Gpc6",0.780025,1.026138,1.211519,89,106,99,1.005894,0.833514798555324
"GPCPD1",16.269883,19.184324,17.940495,17.798234,442,555,431,"Gpcpd1",50.807128,58.416942,41.791806,3883,3804,2693,50.3386253333333,0.366161615702527
"GPD1",0.207085,0.813033,0.302561,0.440893,6,9,7,"Gpd1",5.845969,8.857792,7.763623,570,623,538,7.489128,0.169733923201535
"GPD1L",12.61978,13.154052,15.366997,13.7136096666667,509,611,413,"Gpd1l",6.497857,6.725344,7.682906,833,775,714,6.96870233333333,1.84642480684956
"GPD2",7.411964,11.511966,15.105709,11.343213,359,378,328,"Gpd2",2.327249,1.139215,16.284453,175,197,154,6.583639,1.62761083432373
"GPER1",0.112256,0.349823,0.061013,0.174364,2,5,1,"Gper1",0.187631,0.363108,0.279402,16,20,17,0.276713666666667,0.919833499602234
"GPHA2",0,0,0,0,0,0,0,"Gpha2",0,0.078182,0,0,1,0,0.0260606666666667,0.974601241901876
"GPHB5",0,0,0,0,0,0,0,"Gphb5",0,0,0,0,0,0,0,1
"GPHN",114.638339,101.866138,115.58823,110.697569,923,1004,711,"Gphn",5.489923,5.225318,7.014841,268,287,248,5.91002733333333,16.1645625424926
"GPI",156.423934,176.551815,187.985717,173.653822,4610,5388,3688,"Gpi1",138.544765,127.51071,153.449233,4166,3690,3330,139.834902666667,1.24013166262753
"GPIHBP1",0,0.032061,0,0.010687,0,1,0,"Gpihbp1",26.406549,28.97258,22.028147,539,483,317,25.8024253333333,0.0377087889409411
"GPKOW",9.253188,9.626733,10.217565,9.699162,186,213,146,"Gpkow",3.137499,3.96755,5.051484,275,280,226,4.05217766666667,2.11773272951011
"GPLD1",6.408401,6.347844,5.996917,6.251054,428,445,323,"Gpld1",0.603611,0.626804,0.444625,27,28,18,0.558346666666667,4.65304296861631
"GPM6A",92.509258,151.806475,116.772732,120.362821666667,1423,2416,1409,"Gpm6a",0.324506,0.480839,0.422407,34,45,32,0.409250666666667,86.1186902637619
"GPM6B",31.15116,40.947028,48.666345,40.2548443333333,735,1006,757,"Gpm6b",1.531728,1.394039,1.961196,218,165,188,1.62898766666667,15.6922928381939
"GPN1",18.920325,24.169344,20.681708,21.2571256666667,383,444,288,"Gpn1",2.576301,3.221045,3.026065,159,171,133,2.941137,5.6473869511937
"GPN2",70.599755,51.787144,119.318666,80.5685216666667,313,396,253,"Gpn2",0.944425,0.838209,1.254213,34,34,34,1.01228233333333,40.5353266365704
"GPN3",18.522931,20.5418,20.010506,19.6917456666667,104,101,73,"Gpn3",4.872389,6.811865,7.774277,104,107,91,6.486177,2.76399364677948
"GPNMB",5.832872,13.174046,7.999623,9.00218033333333,90,247,70,"Gpnmb",0.233999,0.127121,0.32801,17,14,16,0.22971,8.13377164805794
"GPR1",0,0.201785,0.309401,0.170395333333333,0,3,5,"Gpr1",0.03474,0.056083,0.047985,2,3,2,0.0462693333333333,1.11863675637376
"GPR101",0.018244,0.025336,0,0.0145266666666667,2,3,0,"Gpr101",0,0,0,0,0,0,0,1.01452666666667
"GPR107",114.184406,179.268506,215.211173,169.554695,2261,2582,1779,"Gpr107",3.698487,7.882611,5.204791,436,435,373,5.59529633333333,25.8600503116135
"GPR108",34.667531,40.575454,37.468959,37.570648,149,197,122,"Gpr108",3.26377,3.419191,4.122408,209,217,203,3.60178966666667,8.38166252564491
"GPR119",0,0,0,0,0,0,0,"Gpr119",0,0,0,0,0,0,0,1
"GPR12",1.378736,2.106136,1.532406,1.672426,84,142,65,"Gpr12",0,0,0.493469,0,0,2,0.164489666666667,2.29493320249872
"GPR135",1.164055,1.213511,1.145798,1.17445466666667,63,67,40,"Gpr135",0.069861,0.019919,0.116478,7,2,8,0.0687526666666667,2.03457238937104
"GPR137",49.991815,57.401835,61.771885,56.3885116666667,294,420,277,"Gpr137",4.951119,7.780689,6.004884,200,203,181,6.245564,7.92050303698465
"GPR137B",2.114107,3.216455,7.457416,4.26265933333333,37,47,31,"Gpr137b",1.273764,1.833724,3.367074,72,95,65,2.15818733333333,1.66635439189696
"GPR137C",16.67453,17.161804,18.239722,17.3586853333333,857,896,653,"Gpr137c",0.716612,0.66322,0.649478,89,55,59,0.676436666666667,10.951016342202
"GPR139",2.77727,2.209286,2.242531,2.40969566666667,176,152,101,"Gpr139",0,0,0,0,0,0,0,3.40969566666667
"GPR141",0.43701,0,0,0.14567,1,0,0,"Gpr141",0.018593,0.020647,0.012892,2,2,1,0.0173773333333333,1.12610136127795
"GPR142",0.209602,0.141159,1.037861,0.462874,4,3,7,"Gpr142",0,0,0,0,0,0,0,1.462874
"GPR143",0.600034,1.384236,0.58056,0.854943333333333,8,13,2,"Gpr143",0,0,0,0,0,0,0,1.85494333333333
"GPR146",0.501404,1.241405,1.048213,0.930340666666667,2,2,9,"Gpr146",6.839082,7.310239,8.792628,870,865,774,7.64731633333333,0.223230027936606
"GPR149",0.153825,0.205376,0.24188,0.200360333333333,11,16,13,"Gpr149",0,0,0,0,0,0,0,1.20036033333333
"GPR15",0.029207,0,0,0.00973566666666667,1,0,0,"Gpr15",0,0,0,0,0,0,0,1.00973566666667
"GPR151",0,0.046823,0.035085,0.0273026666666667,0,2,1,"Gpr151",0,0,0,0,0,0,0,1.02730266666667
"GPR152",0,0.109572,0,0.036524,0,2,0,"Gpr152",0,0,0.010285,0,0,1,0.00342833333333333,1.03298259134932
"GPR153",28.949087,28.900052,29.201756,29.016965,1336,1540,932,"Gpr153",3.195495,3.588622,2.605111,145,164,120,3.12974266666667,7.26848315326831
"GPR155",28.564715,25.661292,21.373852,25.199953,1438,1072,828,"Gpr155",2.742792,1.836507,2.8713,215,190,204,2.483533,7.5210864946593
"GPR156",0.154087,0.114788,0.225912,0.164929,7,7,9,"Gpr156",0,0,0.018022,0,0,2,0.00600733333333333,1.1579726721674
"GPR157",0.3378,0.179887,0.195842,0.237843,9,14,10,"Gpr157",3.847579,3.794748,4.413665,624,596,503,4.018664,0.24664791267158
"GPR158",1.0582,1.676901,2.091938,1.609013,85,143,101,"Gpr158",0.004124,0.017566,0.034568,1,4,6,0.0187526666666667,2.56098765222046
"GPR160",0.222591,0.346038,0,0.189543,1,3,0,"Gpr160",1.439536,1.273239,0.170294,32,31,6,0.961023,0.606593089423225
"GPR161",11.286918,16.304431,12.713784,13.4350443333333,1076,978,847,"Gpr161",0.171578,0.164776,0.137004,40,21,23,0.157786,12.4678000367368
"GPR162",41.703033,40.289152,55.922394,45.9715263333333,568,653,529,"Gpr162",0.337955,0.120853,0.101333,24,8,9,0.186713666666667,39.5811792285755
"GPR17",0,0,0,0,0,0,0,"Gpr17",0.166281,0.136988,0.131544,30,23,17,0.144937666666667,0.873409993498918
"GPR171",0,0,0,0,0,0,0,"Gpr171",0,0,0,0,0,0,0,1
"GPR173",23.615154,28.523447,27.848134,26.662245,1185,1266,964,"Gpr173",0.042222,0.036672,0.162115,2,3,1,0.0803363333333333,25.6052158448187
"GPR174",0.026711,0,0.018719,0.0151433333333333,2,0,1,"Gpr174",0.071807,0.009014,0.058846,3,1,6,0.0465556666666667,0.96998503344463
"GPR176",5.629846,7.422601,6.522372,6.52493966666667,288,416,228,"Gpr176",0.015803,0.008298,0.044264,2,1,4,0.0227883333333333,7.35727952834816
"GPR179",0,1.28129,0.012859,0.431383,0,1,1,"Gpr179",0,0.11929,0.004217,0,1,1,0.041169,1.37478449704131
"GPR18",0,0,0,0,0,0,0,"Gpr18",0.045081,0,0.12547,2,0,4,0.0568503333333333,0.94620777271837
"GPR180",1.837068,1.867426,1.910652,1.87171533333333,220,238,164,"Gpr180",2.878789,2.890626,3.235907,170,160,137,3.001774,0.717610573044188
"GPR182",0.067101,0.258936,0.031486,0.119174333333333,3,1,1,"Gpr182",0.435754,0.282021,0.292796,58,35,28,0.336857,0.837168323413299
"GPR183",0,0,0,0,0,0,0,"Gpr183",0.119518,0.266272,0.343007,10,7,15,0.242932333333333,0.804549027474545
"GPR19",5.392588,6.040807,3.542299,4.991898,94,110,53,"Gpr19",0.46441,0.612868,0.9238,21,16,23,0.667026,3.59436385515283
"GPR20",0,0,0,0,0,0,0,"Gpr20",0.114967,0.045459,0.100612,8,3,5,0.0870126666666667,0.919952481387828
"GPR21",0.435274,0.450377,0.690592,0.525414333333333,29,32,33,"Gpr21",0.016512,0.035559,2.803172,2,4,2,0.951747666666667,0.781563292932505
"GPR22",10.383929,13.925971,10.354167,11.554689,187,225,136,"Gpr22",5.508812,5.833597,7.36512,662,521,633,6.235843,1.73506929323923
"GPR25",0,0,0,0,0,0,0,"Gpr25",0,0,0,0,0,0,0,1
"GPR26",2.502235,4.936016,3.600628,3.67962633333333,354,763,361,"Gpr26",0,0.002802,0,0,1,0,0.000934,4.6752596408288
"GPR27",18.732675,16.470343,18.798343,18.0004536666667,482,492,329,"Gpr27",1.997652,1.588688,2.280332,119,108,91,1.95555733333333,6.42872105791215
"GPR3",2.216034,2.554803,2.013356,2.26139766666667,59,75,38,"Gpr3",0.060639,0.012672,0,3,1,0,0.024437,3.18360003266835
