"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"ERI1",2.647008,2.559778,2.171849,104,102,63,0,"Eri1",2.737823,4.560386,3.067525,95,366,226,3.45524466666667,0.224454564186299
"ERI2",3.459862,4.952619,7.597677,66,87,66,0,"Eri2",3.263165,2.579111,2.958656,52,179,125,2.933644,0.254217209284826
"ERI3",79.838341,82.001931,84.488066,667,729,536,1.530545,"Eri3",432.107954,456.295225,446.052156,341,1282,722,444.818445,0.00567617833757417
"ERICH4",0,0,0,0,0,0,11.10065,"Erich4",0.209591,0.164186,0.097078,1,3,1,0.156951666666667,10.4590799673279
"ERICH5",4.095865,5.572763,6.925855,49,88,70,114.233310333333,"Erich5",0.065033,0.058674,0.276888,1,3,9,0.133531666666667,101.658660028613
"ERICH6",0.308296,0.066384,0.101224,1,1,1,0,"Erich6",0.997645,0.662211,0.602327,14,35,18,0.754061,0.57010560066041
"ERLEC1",19.52519,23.971451,20.443768,599,773,430,36.3242216666667,"Erlec1",35.944742,30.392683,31.007152,277,1085,642,32.4481923333333,1.11588157873245
"ERLIN1",3.804322,3.273674,2.879722,139,152,93,72.836633,"Erlin1",55.03355,26.178149,27.804748,70,257,169,36.3388156666667,1.97747656645457
"ERLIN2",8.473695,11.010628,12.14875,395,440,304,0,"Erlin2",60.437167,52.063215,59.95483,436,1596,907,57.4850706666667,0.017098380639727
"ERMAP",3.132883,3.050107,4.140145,88,125,106,27.842663,"Ermap",0.053318,0.095727,0.180452,1,11,5,0.109832333333333,25.9883066421144
"ERMN",0.243763,0.019154,0.682594,2,1,2,3.17230633333333,"Ermn",38.999806,37.161528,35.036483,959,3374,1805,37.065939,0.109607340392505
"ERMP1",2.990911,3.897713,4.325945,200,288,205,6.44550433333333,"Ermp1",23.910301,24.133379,24.559692,679,2476,1496,24.201124,0.295443343452988
"ERN1",2.904826,3.290028,7.692286,120,146,96,0.819551666666667,"Ern1",1.658951,1.571465,1.562171,80,288,162,1.597529,0.700493302160117
"ERN2",0.140095,0.751404,0.201462,5,10,1,12.2697903333333,"Ern2",0.102584,0.106938,0.097062,2,8,4,0.102194666666667,12.0394252799868
"ERP27",1.560168,2.877064,0.269386,4,34,3,21.8987393333333,"Erp27",0,0,0.082769,0,0,1,0.0275896666666667,22.2839330485028
"ERP29",105.360485,141.342337,83.913487,1086,1328,679,0,"Erp29",67.73615,69.039904,70.32008,412,1505,875,69.0320446666667,0.0142791775502161
"ERP44",8.059929,8.759078,9.262658,519,605,425,17.440783,"Erp44",17.840214,21.975717,26.257405,240,764,459,22.0244453333333,0.800921921593594
"ERRFI1",11.388698,12.17103,14.443784,411,457,351,1.06587966666667,"Errfi1",13.601982,12.639187,11.816043,274,949,488,12.6857373333333,0.150951287194074
"ESAM",0.611425,0.392402,0.615948,10,10,8,0,"Esam",22.954409,95.461466,70.633158,77,306,163,63.0163443333333,0.0156210107030323
"ESCO1",12.013594,9.648299,13.218369,207,211,178,0.95312,"Esco1",5.739887,7.056451,9.901779,170,550,350,7.566039,0.228007367232393
"ESCO2",0.031855,0.146316,0.573413,1,4,4,0,"Esco2",0.250919,0.638542,0.840743,1,5,2,0.576734666666667,0.634222118115836
"ESD",63.886608,63.471208,81.765789,807,877,741,20.8607973333333,"Esd",85.52089,78.059147,71.72945,259,1053,638,78.4364956666667,0.275198410376336
"ESF1",3.461467,4.745072,5.207752,134,176,153,5.220437,"Esf1",8.43475,8.743146,8.696607,188,621,387,8.62483433333333,0.646290292858028
"ESM1",0.17836,0.179571,0,2,2,0,0,"Esm1",0,0.041611,0.109694,0,2,3,0.050435,0.951986557949802
"ESPL1",0.036858,0.033572,0.458579,2,2,17,21.946669,"Espl1",0.269239,0.932403,5.024384,6,38,29,2.075342,7.4615015175548
"ESPN",0.803276,0.220782,0.825588,7,5,3,0,"Espn",1.668333,2.002912,1.986884,19,91,46,1.886043,0.346495183890192
"ESPNL",0.035726,0.138431,0.068623,2,8,2,0.089819,"Espnl",0.104899,0.064443,0.113777,4,9,9,0.094373,0.995838713126146
"ESR1",0.337515,0.257267,0.258515,19,21,14,19.9277213333333,"Esr1",0.724682,0.912613,0.823767,24,101,53,0.820354,11.4965118506254
"ESR2",0.282399,1.190788,0.39773,15,11,9,4.06428333333333,"Esr2",0.050637,0.147603,0.120843,1,11,5,0.106361,4.57742394510773
"ESRP1",0.201219,0.49215,0.29683,1,4,4,10.9702483333333,"Esrp1",0,0.09592,0.056465,0,9,3,0.050795,11.3916114307104
"ESRP2",0,0.069768,0.053873,0,3,1,45.8837816666667,"Esrp2",0,0.134453,0.06942,0,4,3,0.0679576666666667,43.9004120949863
"ESRRA",8.526671,10.897612,17.498846,136,163,122,0.523069666666667,"Esrra",25.501879,31.05618,32.23865,269,1212,634,29.598903,0.0497753029468627
"ESRRB",1.27808,1.057847,0.881068,43,56,28,6.97538833333333,"Esrrb",2.187894,2.82912,3.036137,64,248,184,2.68438366666667,2.16464653382551
"ESRRG",5.314296,7.187076,7.295261,287,353,237,0.143181666666667,"Esrrg",19.733992,23.361,21.789694,647,2595,1502,21.6282286666667,0.0505201570793153
"ESS2",5.828072,7.694517,9.13034,256,356,281,28.368666,"Ess2",7.041931,8.017257,8.490044,107,475,273,7.849744,3.31858932868567
"ESYT1",75.228352,77.945164,81.410787,1861,2213,1451,8.62353133333333,"Esyt1",9.745189,13.183114,13.840179,237,1158,617,12.2561606666667,0.725966709013434
"ESYT2",9.0993,9.967203,10.627723,645,783,548,124.297739,"Esyt2",16.786724,19.758566,20.80364,332,1303,755,19.11631,6.22866415361465
"ESYT3",1.882736,1.925916,1.301611,40,38,25,156.133688,"Esyt3",0.889678,0.32866,0.258949,8,38,14,0.492429,105.28721165295
"ETAA1",1.754028,1.578246,2.375969,111,110,101,0,"Etaa1",4.269788,3.123386,3.574883,121,324,211,3.656019,0.214775755854948
"ETDC",0,0,0,0,0,0,125.233837,"Etd",0,0,0,0,0,0,0,126.233837
"ETF1",46.523664,53.522624,62.14448,1285,1493,1023,0.008365,"Etf1",20.731606,19.556543,22.197118,521,1836,1181,20.8284223333333,0.0461950472004642
"ETFA",99.38346,109.340957,142.016398,571,708,534,0.069464,"Etfa",50.91312,47.53386,59.108922,252,851,532,52.518634,0.0199830212407888
"ETFB",37.181948,40.076834,49.509685,506,490,480,42.7556443333333,"Etfb",89.022829,99.207146,113.13331,131,548,351,100.454428333333,0.431283730559026
"ETFDH",12.15438,14.12918,15.674137,154,181,127,23.7666916666667,"Etfdh",13.524555,12.628516,14.409832,202,714,426,13.5209676666667,1.70558135209676
"ETFRF1",38.906084,13.493215,24.691121,149,155,105,0.025151,"Etfrf1",18.827147,17.171377,18.915361,144,480,306,18.3046283333333,0.053103897277829
"ETHE1",6.073303,9.560749,6.189401,59,83,42,78.782424,"Ethe1",5.009489,6.112437,5.75631,45,205,109,5.62607866666667,12.0406696046873
"ETNK1",14.474282,15.180068,17.091589,1286,1436,1102,2.131072,"Etnk1",63.757105,66.948853,64.743408,2811,10899,5982,65.1497886666667,0.0473330612706518
"ETNK2",60.407327,64.968925,64.595638,765,890,608,14.448423,"Etnk2",1.916809,2.100504,1.501289,16,74,29,1.839534,5.44047826157391
"ETNPPL",0.053643,0,0,1,0,0,61.813604,"Etnppl",26.01147,24.166602,27.448726,519,1664,985,25.8755993333333,2.33719826006237
"ETS1",1.374606,2.794075,2.378392,24,64,36,2.45875566666667,"Ets1",2.280982,3.458928,3.45623,63,302,199,3.06538,0.850782870645958
"ETS2",11.717465,12.013008,12.562792,471,463,331,27.992552,"Ets2",23.999653,22.029229,21.207841,354,1371,817,22.412241,1.23835014341429
"ETV1",9.483574,10.299062,15.755423,469,380,435,9.28362066666667,"Etv1",70.761379,55.265974,64.492919,2134,7162,4913,63.5067573333333,0.159419277790184
"ETV2",1.759479,2.430281,1.546577,8,15,7,40.5399136666667,"Etv2",0,0,0,0,0,0,0,41.5399136666667
"ETV3",3.063142,3.188447,5.195424,215,236,238,631.644564666667,"Etv3",6.411934,6.180941,6.343521,223,816,469,6.312132,86.5198501157619
"ETV4",39.436836,37.399216,57.625065,789,868,893,9.13940933333333,"Etv4",7.205326,7.192919,7.82855,42,213,126,7.40893166666667,1.20579043037374
"ETV5",72.069106,127.286643,145.731482,657,859,740,115.830540333333,"Etv5",25.378583,27.06847,31.432682,406,1359,883,27.9599116666667,4.03421604589379
"ETV6",3.25322,2.201415,3.370322,265,196,195,1.28356466666667,"Etv6",6.631086,4.371754,3.894819,105,429,271,4.96588633333333,0.382770394720337
"EVA1A",0.39622,0.994871,0.531391,5,12,1,0.113924666666667,"Eva1a",7.810581,7.022222,6.624643,87,258,139,7.152482,0.136636262020164
"EVA1B",0,1.638888,0.239482,0,10,1,0,"Eva1b",0.914773,1.159801,1.632972,7,27,22,1.23584866666667,0.447257461968953
"EVA1C",1.191885,2.665783,1.238264,14,16,6,10.507115,"Eva1c",2.348651,1.029078,1.710475,19,39,31,1.696068,4.26811007734226
"EVC",1.466606,1.386845,1.342332,126,122,70,6.477025,"Evc",4.658527,4.77445,4.195642,43,200,95,4.542873,1.34894395018612
"EVC2",0.051964,0.078732,0,3,5,0,454.374000666667,"Evc2",1.719328,1.746772,1.03008,36,140,62,1.49872666666667,182.242422407146
"EVI2A",0,0.103664,0,0,2,0,25.903444,"Evi2a",31.461582,31.50451,37.855622,199,869,459,33.607238,0.777393561427815
"EVI2B",0,0,0,0,0,0,0,"Evi2b",0.519542,0.30664,0.24451,6,13,6,0.356897333333333,0.736975433169594
"EVI5",9.064217,8.549516,8.941526,295,365,223,16.7120786666667,"Evi5",29.001027,24.565631,33.422272,457,1653,970,28.99631,0.590475250678056
"EVL",510.877869,597.705224,700.569495,3231,3731,2897,103.550007666667,"Evl",53.443984,58.053517,67.317586,348,1263,853,59.605029,1.72510449036608
"EVPL",0,0.382727,0,0,2,0,3.17789333333333,"Evpl",0.507235,0.827978,0.815758,23,141,78,0.716990333333333,2.43326549499114
"EVX1",0.367097,0.080132,0.089499,7,3,2,0.0782793333333333,"Evx1",0.338942,0.536818,0.663352,6,35,19,0.513037333333333,0.71265877554905
"EVX2",0.144135,0.366633,0.265491,7,20,9,0,"Evx2",0.873367,0.475894,0.33986,23,44,18,0.563040333333333,0.6397787559758
"EWSR1",110.823958,108.15185,122.7759,2455,2549,2137,0,"Ewsr1",212.735415,252.157531,225.808585,749,3203,1895,230.233843666667,0.00432462646532634
"EXD1",0.144738,0.071609,0.24889,4,2,5,0.476061666666667,"Exd1",0.96453,0.503831,0.669608,21,55,33,0.712656333333333,0.861855141593887
"EXD2",17.081748,12.215648,17.624174,423,394,352,3.67418633333333,"Exd2",27.240367,26.220243,33.279131,249,1011,609,28.913247,0.156258072998004
"EXO1",0.628277,0.590996,0.27585,6,6,3,3.24559966666667,"Exo1",0.578682,0.252724,0.319061,2,13,11,0.383489,3.06876286451621
"EXO5",6.385316,8.822186,10.524566,111,132,81,25.7100073333333,"Exo5",3.149954,2.538684,4.57055,32,89,78,3.41972933333333,6.04335816039414
"EXOC1",30.863304,41.236989,42.567171,975,1164,765,118.195673,"Exoc1",34.908107,41.510267,38.214305,282,1112,602,38.210893,3.03986121917703
"EXOC2",17.454622,18.078231,20.576455,996,1167,871,0.176865333333333,"Exoc2",9.202812,10.829624,10.863229,246,1154,667,10.298555,0.104160694295273
"EXOC3",29.163853,23.284268,26.071414,679,639,485,22.7464073333333,"Exoc3",48.030167,34.562474,33.867807,661,2415,1418,38.8201493333333,0.596341493713467
"EXOC3L4",0,0,0,0,0,0,75.181487,"Exoc3l4",4.357643,3.582907,3.745845,17,109,44,3.895465,15.5616447058655
"EXOC4",68.483938,76.109579,92.977252,1215,1153,936,73.0407636666667,"Exoc4",25.975599,23.009135,25.236997,476,1743,993,24.740577,2.87642206570065
"EXOC5",31.692525,31.137963,36.918985,1092,1170,953,0,"Exoc5",27.320014,22.096552,19.59124,372,1369,810,23.002602,0.0416621497952597
"EXOC6",121.877316,26.784354,75.042019,316,241,195,0,"Exoc6",6.401618,5.972562,5.816056,145,513,288,6.063412,0.141574638432531
"EXOC6B",20.836451,25.783965,23.722983,1123,1247,831,1.60543066666667,"Exoc6b",20.971384,18.646646,23.657647,619,2528,1489,21.0918923333333,0.117936056692412
"EXOC7",125.392829,124.264398,149.620352,2357,2768,2032,4.206429,"Exoc7",82.5854,62.536046,72.046107,340,1248,786,72.3891843333333,0.0709427287861986
"EXOC8",5.569157,6.416803,6.637647,377,469,321,0.437608333333333,"Exoc8",5.333407,5.771417,6.234225,166,667,408,5.779683,0.212046541605756
"EXOG",62.360037,28.524274,39.529664,410,405,305,42.7269633333333,"Exog",5.235063,6.86305,5.008596,103,487,221,5.70223633333333,6.52423477158793
"EXOSC1",15.577926,19.288472,26.385278,95,127,78,1.77848533333333,"Exosc1",8.97216,7.70541,7.195962,57,176,97,7.957844,0.310173445009015
"EXOSC10",68.226894,50.878887,69.842421,846,879,686,75.5747023333333,"Exosc10",11.391111,25.277096,24.644997,198,826,470,20.4377346666667,3.5719586758576
"EXOSC2",13.053561,17.095817,14.802525,223,248,192,11.073083,"Exosc2",10.875964,8.487424,9.359737,64,289,164,9.574375,1.14173017317808
"EXOSC3",29.288608,48.397765,52.487677,111,149,128,58.8651456666667,"Exosc3",20.220948,19.44174,21.691117,40,146,97,20.4512683333333,2.79075086546942
"EXOSC4",6.074722,10.315145,10.680473,51,100,63,11.6261943333333,"Exosc4",9.102035,5.668873,6.222633,68,238,150,6.997847,1.57869915907785
"EXOSC5",9.380495,11.087439,6.291368,56,67,42,7.78501833333333,"Exosc5",7.082165,9.630334,7.220304,48,256,117,7.977601,0.978548538004009
"EXOSC6",6.941385,7.887202,8.724862,431,536,381,7.125934,"Exosc6",0,0,0,0,0,0,0,8.125934
"EXOSC7",27.322772,30.381848,43.258306,207,214,148,24.2532863333333,"Exosc7",13.774811,16.330636,18.326297,66,253,146,16.1439146666667,1.47301750063152
"EXOSC8",100.694087,48.176281,31.763333,135,135,108,5.88680933333333,"Exosc8",18.495568,22.267049,19.251777,63,244,128,20.004798,0.327868391466242
"EXOSC9",15.573334,16.922475,20.324435,165,225,160,0.022534,"Exosc9",14.563595,18.222552,19.447195,104,474,266,17.411114,0.0555389532648595
"EXPH5",0.066684,0.054126,0.039948,9,8,4,18.7494373333333,"Exph5",12.233549,12.266969,15.774821,491,1809,1322,13.425113,1.36910104852096
"EXT1",15.033226,14.898142,14.969233,485,520,447,2.29788033333333,"Ext1",8.231252,6.63248,6.107535,162,610,325,6.99042233333333,0.41272916446177
"EXT2",30.083982,33.761482,45.560792,942,1102,731,6.802247,"Ext2",10.710301,16.228284,12.87872,158,767,443,13.272435,0.546665442862413
"EXTL1",0.873421,2.39374,1.213609,37,51,33,32.0484806666667,"Extl1",3.941092,8.512109,4.464227,111,510,262,5.63914266666667,4.97782354227664
"EXTL2",16.561975,15.457844,16.685216,576,587,394,53.0705283333333,"Extl2",276.362388,121.496376,180.95388,819,2972,1763,192.937548,0.278803815408316
"EXTL3",51.980812,48.12827,46.559614,1415,1600,1153,5.11106,"Extl3",21.014834,24.015551,28.10947,673,2861,1695,24.3799516666667,0.24078296445403
"EYA1",8.437809,8.065384,19.678626,318,420,476,10.5027463333333,"Eya1",0.959991,1.665835,2.167331,23,126,74,1.597719,4.42801793932805
"EYA2",0.130913,0.445212,0.303664,4,12,6,0.904239666666667,"Eya2",14.249969,7.936785,6.056714,38,109,59,9.41448933333333,0.182845227040737
"EYA3",6.341529,5.232868,5.783842,423,410,315,0.343285,"Eya3",11.214785,9.629007,9.036683,173,737,438,9.96015833333333,0.122560729429852
"EYA4",0.13633,0.049233,0.38493,2,4,5,5.16068733333333,"Eya4",0.541211,0.712187,0.886029,14,73,52,0.713142333333333,3.59613279846177
"EZH1",17.114438,21.347614,16.125239,475,615,381,7.346324,"Ezh1",18.718296,22.108832,21.898619,420,1676,993,20.9085823333333,0.380961390975138
"EZH2",5.700644,2.465432,3.526709,89,76,79,7.004945,"Ezh2",6.040312,6.348062,7.165466,36,125,73,6.51794666666667,1.06477810430508
"EZR",11.140042,20.400827,15.966953,441,869,437,9.48052933333333,"Ezr",13.028,10.2817,13.45893,141,584,378,12.25621,0.79061280210055
"F10",0.861212,2.082492,0.90699,13,33,10,0.538258333333333,"F10",0.061747,0.035804,0.057132,1,2,2,0.051561,1.46283319116374
"F11",0.179034,0.204499,0.120356,2,5,2,38.9673413333333,"F11",0,0,0,0,0,0,0,39.9673413333333
"F11R",6.286049,6.692129,8.287154,192,256,132,0.139651666666667,"F11r",4.544523,6.780288,5.695928,36,213,119,5.67357966666667,0.170770669354413
"F12",6.49966,8.278124,11.913557,66,89,64,12.1558623333333,"F12",0,0.062962,0.281694,0,3,2,0.114885333333333,11.8001932037256
"F13A1",0.346077,0.126781,0.304503,6,7,7,0.840751333333333,"F13a1",0.442477,0.635977,0.450242,11,61,24,0.509565333333333,1.21939163061508
"F13B",0,0.258936,0,0,1,0,0.686865,"F13b",0,0,0,0,0,0,0,1.686865
"F2",0.043734,0.178155,0.126584,1,2,2,55.107086,"F2",0,0.042211,0,0,2,0,0.0140703333333333,55.3285942362315
"F2R",14.945413,14.857547,16.472243,715,768,560,0,"F2r",3.448354,2.909022,2.967248,75,237,137,3.108208,0.243415133800431
"F2RL1",6.658249,6.296703,1.135362,142,206,24,0.01578,"F2rl1",0,0.058999,0.052078,0,4,2,0.0370256666666667,0.979512882516248
"F2RL2",1.147653,1.781934,1.578158,51,68,47,3.996785,"F2rl2",0.987705,0.832402,0.806722,16,51,28,0.875609666666667,2.6640857577154
"F2RL3",0.167228,0.17311,0.19091,7,8,5,227.130571333333,"F2rl3",0.261993,0.317634,0.050073,2,12,1,0.2099,188.553245171777
"F3",1.076515,0.874783,0.789809,23,22,12,56.2142553333333,"F3",29.360664,28.295455,24.634475,286,976,509,27.430198,2.0124466010871
"F5",0.400051,1.035743,0.56436,11,16,9,35.031997,"F5",1.420867,2.255966,2.412976,73,437,265,2.02993633333333,11.8919980606853
"F7",1.418488,4.051047,2.340382,31,60,44,108.639854666667,"F7",0,0,0.079784,0,0,2,0.0265946666666667,106.799556072764
"F8",1.857425,1.9486,1.429152,56,62,39,0.0515606666666667,"F8",1.242913,0.66101,0.563762,25,100,60,0.822561666666667,0.576968497636568
"F9",0.027317,0,0,1,0,0,89.4929936666666,"F9",0.055251,0.029881,0,1,2,0,0.0283773333333333,87.9959045512477
"FA2H",0.058719,0.619824,0.298231,1,4,3,0.00973033333333333,"Fa2h",26.007116,32.839308,29.494185,333,1608,824,29.4468696666667,0.0331636829791665
"FAAH",18.556448,22.297209,25.84838,267,300,229,6.81810566666667,"Faah",15.009797,12.074445,10.05548,185,801,431,12.3799073333333,0.584316876933029
"FAAP100",15.18079,16.037706,18.036365,497,603,428,0,"Faap100",5.662129,6.587376,9.18529,80,302,224,7.14493166666667,0.122775738450026
"FAAP20",21.599903,24.887523,27.85193,278,359,261,11.93681,"Faap20",25.973036,29.700417,34.547523,125,532,329,30.0736586666667,0.416327222319577
"FAAP24",1.642927,1.508201,1.629079,20,16,13,4.05576933333333,"Faap24",2.397262,1.885303,2.34156,15,83,41,2.20804166666667,1.5759674775629
"FABP1",0,0,0,0,0,0,35.1849643333333,"Fabp1",0,0,0,0,0,0,0,36.1849643333333
"FABP12",0,0,0.389501,0,0,1,0,"Fabp12",0,0,0,0,0,0,0,1
"FABP2",0.037503,0.09263,0.099999,1,3,2,0.0803973333333333,"Fabp2",0,0,0,0,0,0,0,1.08039733333333
"FABP3",40.294801,44.521895,31.178283,231,281,137,871.762083666667,"Fabp3",28.627797,34.184165,41.046818,118,539,366,34.6195933333333,24.5023034232657
"FABP4",0,0.248535,0,0,1,0,13.631503,"Fabp4",0.035065,0.146549,0.258949,1,2,2,0.146854333333333,12.7579436853794
"FABP5",55.301957,64.4878,68.447993,340,432,299,8.76306033333333,"Fabp5",59.44898,72.254643,78.617259,325,1478,911,70.1069606666667,0.137301049599073
"FABP6",35.428872,26.518678,30.803988,144,118,79,2.298834,"Fabp6",0,0,0,0,0,0,0,3.298834
"FABP7",1.704857,3.397925,28.661154,13,28,161,5.29992233333333,"Fabp7",17.111222,23.822435,25.544374,68,355,216,22.1593436666667,0.272025080848938
"FABP9",0,0.193425,0,0,1,0,0.300016666666667,"Fabp9",0,0,0,0,0,0,0,1.30001666666667
"FADD",6.483999,7.186791,6.606795,132,163,95,83.23141,"Fadd",0.574169,0.686808,0.803162,15,69,46,0.688046333333333,49.8987547537696
"FADS1",49.664157,47.761441,42.700838,1506,1508,865,0,"Fads1",62.892425,74.617007,87.096505,1269,4770,2839,74.8686456666667,0.0131806755111138
"FADS2",180.2134,142.862078,145.984207,3736,3211,2394,0.049071,"Fads2",50.355348,79.216961,71.552372,764,3206,1874,67.0415603333333,0.0154180914555844
"FADS3",54.587294,59.81639,44.199664,436,518,234,0.117383666666667,"Fads3",15.717348,22.443938,17.598919,103,532,279,18.586735,0.0570479800061964
"FADS6",1.042287,2.424121,1.512753,23,42,28,15.806248,"Fads6",18.245436,16.19927,17.516196,613,2080,1268,17.3203006666667,0.917356560123413
"FAF1",39.324983,44.403868,45.723619,822,842,622,0.854229333333333,"Faf1",9.352067,13.16389,11.947717,272,960,541,11.4878913333333,0.148482180364905
"FAF2",18.664104,19.127939,22.11719,1003,1093,774,7.09159266666667,"Faf2",28.919781,21.704774,26.925891,371,1224,739,25.8501486666667,0.301361186752461
"FAH",15.16027,17.51496,20.576003,81,90,59,8.61086166666667,"Fah",9.33208,13.539346,10.679803,90,462,223,11.183743,0.788826690341931
"FAHD1",17.795864,15.445094,17.076671,375,408,288,0.0255986666666667,"Fahd1",9.333835,8.712754,8.487607,84,293,161,8.844732,0.104177408452223
"FAIM",17.716698,16.747736,16.85494,182,182,130,5.301456,"Faim",31.043788,24.252166,28.817998,123,336,220,28.037984,0.217007351474538
"FAIM2",121.323588,132.551901,135.390994,2538,3478,2055,0,"Faim2",184.176702,211.327817,215.723972,2518,11659,6536,203.742830333333,0.00488417591166412
"FAM102A",9.683795,13.899961,8.453251,154,175,134,5.32885233333333,"Fam102a",15.540056,16.037638,17.104641,371,1448,984,16.227445,0.367370340368716
"FAM102B",9.645384,14.041891,15.87796,681,1085,813,70.0585823333333,"Fam102b",6.954345,6.312545,7.250689,259,878,572,6.839193,9.06452773051172
"FAM107A",0.102747,0.141032,0.173798,4,6,4,0.0303603333333333,"Fam107a",163.969991,124.494707,148.088542,2634,7355,4960,145.517746666667,0.00703232445744229
"FAM107B",21.019733,14.179835,22.115459,541,462,430,262.645587333333,"Fam107b",364.287379,166.913331,239.39326,676,1895,1294,256.864656666667,1.02241846843765
"FAM110A",4.921464,4.800752,5.939095,85,95,70,70.6818633333333,"Fam110a",2.267419,2.444772,2.165227,24,94,50,2.29247266666667,21.7714376368399
"FAM110B",33.834057,38.711551,33.683049,551,672,473,0.213959666666667,"Fam110b",12.22547,9.167007,13.114139,117,504,305,11.5022053333333,0.097099642367096
