"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"SYCP2L",0.934096,1.774048,1.746084,1.48474266666667,21,26,23,"Sycp2l",0.266304,0.086203,0,5,3,0,0.117502333333333,2.22347872800862
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm20911",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm21117",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm10096",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm6121",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm4836",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm10488",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm20850",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm10147",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm21865",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Slxl1",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm14819",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm28553",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm5169",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm21258",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Sly",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm10486",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm14525",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Xlr",1.06381,0.515655,0.881021,12,7,20,0.820162,0.657127589009477
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm21209",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm2012",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm20890",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm773",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm20736",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm10230",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Slx",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm2030",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm30737",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm5935",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm4297",0.02934,0.030872,0,1,1,0,0.0200706666666667,1.17254490865339
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Sycp3",0.809058,0.878074,0.73831,9,9,16,0.808480666666667,0.661372105719682
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm28998",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm20906",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm5168",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm21627",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm5934",0,0,0.015688,0,0,1,0.00522933333333333,1.18985651035518
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm1993",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm20931",0,0,0,0,0,0,0,1.19607866666667
"SYCP3",0.10639,0.452151,0.029695,0.196078666666667,5,7,1,"Gm10058",0,0,0,0,0,0,0,1.19607866666667
"SYDE1",0.254123,0.796208,0.62413,0.558153666666667,9,23,12,"Syde1",1.636164,1.915624,2.001664,72,85,174,1.85115066666667,0.546499939439656
"SYDE2",0.377578,0.56036,0.621117,0.519685,20,31,24,"Syde2",0.760297,0.765017,0.669777,48,37,79,0.731697,0.877569805803209
"SYF2",15.385266,17.333726,13.165789,15.294927,180,192,125,"Syf2",19.823298,20.859721,19.347656,325,335,595,20.010225,0.775571275414709
"SYK",6.062947,4.115149,9.569144,6.58241333333333,356,295,448,"Syk",1.346108,0.71542,0.740245,51,48,94,0.933924333333333,3.9207394015588
"SYMPK",31.959852,30.287829,38.335834,33.5278383333333,845,919,695,"Sympk",40.688242,29.316386,33.81536,1397,1254,2586,34.6066626666667,0.969701616143226
"SYN1",80.234545,86.176031,77.966595,81.459057,1427,1928,1131,"Syn1",110.509143,133.88584,119.480931,4153,5382,9749,121.291971333333,0.674280217261687
"SYN2",39.808619,27.777752,29.143875,32.2434153333333,1127,1187,616,"Syn2",99.498243,110.478383,100.714199,4206,4658,8338,103.563608333333,0.317925288379091
"SYN3",28.229772,30.045037,27.991686,28.7554983333333,1817,2316,1328,"Syn3",3.710572,5.899604,6.191063,111,155,249,5.26707966666667,4.74790491201138
"SYNC",1.977241,3.820509,3.358166,3.051972,30,41,40,"Sync",0.306723,0.272285,0.376495,8,8,19,0.318501,3.07316566312805
"SYNDIG1",6.816363,9.960258,5.572713,7.449778,179,260,104,"Syndig1",15.759734,17.169516,15.912505,374,417,702,16.280585,0.488975228558524
"SYNDIG1L",1.206105,3.816827,6.335919,3.78628366666667,37,118,138,"Syndig1l",21.197817,22.665222,22.26716,568,694,1233,22.0433996666667,0.207707358111323
"SYNE1",47.187066,41.489562,44.68646,44.4543626666667,2428,2197,1605,"Syne1",64.858774,63.031593,66.237679,7131,6855,14109,64.7093486666667,0.691748793573493
"SYNE2",6.550571,11.872117,20.151722,12.8581366666667,165,239,305,"Syne2",7.275624,11.747778,7.858539,345,356,795,8.960647,1.39128880550296
"SYNE3",0.509802,0.687872,0.917904,0.705192666666667,79,97,62,"Syne3",0.349143,0.353051,0.46551,25,25,61,0.389234666666667,1.2274331382459
"SYNE4",3.171928,8.651009,4.455418,5.42611833333333,42,52,31,"Syne4",3.930383,7.329096,5.642985,17,25,58,5.63415466666667,0.968641621459534
"SYNGAP1",229.040267,259.960808,204.921978,231.307684333333,1339,1555,973,"Syngap1",96.878733,89.291866,104.477732,3095,2798,5631,96.882777,2.37332543531467
"SYNGR1",36.677735,43.999141,40.326175,40.3343503333333,1971,2585,1562,"Syngr1",98.935531,104.741588,94.275473,5427,5774,10056,99.3175306666667,0.412035165325973
"SYNGR2",5.535091,5.970448,4.986083,5.49720733333333,91,120,77,"Syngr2",5.992993,9.122447,5.808969,66,57,123,6.974803,0.81471696960205
"SYNGR3",48.215057,58.182449,62.941834,56.4464466666667,872,1244,796,"Syngr3",49.530699,54.043667,48.211126,1206,1318,2298,50.595164,1.11340757956825
"SYNGR4",0,0,0,0,0,0,0,"Syngr4",0.282052,0.095097,0,2,1,0,0.125716333333333,0.888323257280031
"SYNJ1",31.836201,31.811921,39.524296,34.390806,1556,1800,1186,"Synj1",77.447765,84.826043,82.210806,4745,4946,8693,81.4948713333333,0.429006136114789
"SYNJ2",1.098202,1.326081,1.410804,1.27836233333333,53,96,62,"Synj2",23.75994,24.097943,21.687876,1179,976,1817,23.1819196666667,0.0942175958211423
"SYNM",7.25015,7.527623,7.750566,7.50944633333333,637,746,465,"Synm",6.529202,5.698708,5.769271,515,554,1057,5.99906033333333,1.21579839693719
"SYNPO",1.065306,1.915387,2.049921,1.67687133333333,66,134,68,"Synpo",42.772426,36.299131,41.514604,2199,2134,4182,40.195387,0.0649798807165796
"SYNPO2",1.315113,1.44596,2.017274,1.59278233333333,103,128,115,"Synpo2",1.012117,1.281172,0.945209,81,119,188,1.07949933333333,1.2468300863445
"SYNPO2L",0.388035,0.421693,0.157407,0.322378333333333,9,13,7,"Synpo2l",0.080964,0.08003,0.09186,4,4,9,0.0842846666666667,1.21958593899388
"SYNPR",2.993069,3.470259,3.246533,3.23662033333333,63,86,59,"Synpr",62.368186,72.575263,59.040607,1107,1306,2114,64.661352,0.0645222829608098
"SYNRG",17.926734,25.804322,42.910148,28.8804013333333,727,916,607,"Synrg",12.029929,13.990272,12.355884,970,1077,1882,12.7920283333333,2.16649796615605
"SYP",241.0543,285.822674,290.264723,272.380565666667,7049,8535,4987,"Syp",465.227615,499.084543,413.942056,10188,10972,18893,459.418071333333,0.593765932937816
"SYPL1",3.262831,5.407847,6.640364,5.10368066666667,68,108,72,"Sypl",25.842986,32.061424,21.020396,531,493,787,26.3082686666667,0.22351034923415
"SYPL2",0.084445,0.09558,0.029917,0.0699806666666667,4,5,1,"Sypl2",0.415716,0.621305,0.532875,23,18,38,0.523298666666667,0.702410295551584
"SYT1",151.67466,156.491992,177.851508,162.006053333333,6452,7213,5757,"Syt1",275.579049,333.221721,274.64991,16457,19150,31183,294.48356,0.551658621323411
"SYT10",0.032487,0,0.023995,0.0188273333333333,1,0,1,"Syt10",2.072163,3.36466,2.436851,49,78,110,2.624558,0.281090089697374
"SYT11",137.48924,163.707792,176.040676,159.079236,9667,12505,8783,"Syt11",178.616772,189.932504,171.850648,8141,8709,15059,180.133308,0.88376476843232
"SYT12",1.48361,2.621906,2.622539,2.242685,75,126,61,"Syt12",18.986824,11.670241,22.785411,448,348,678,17.8141586666667,0.172353441759004
"SYT13",55.642865,68.641885,42.054665,55.4464716666667,3876,4586,1856,"Syt13",43.428149,40.827291,35.863008,2240,2090,3589,40.0394826666667,1.37541869436171
"SYT14",2.327603,2.708777,2.707419,2.58126633333333,379,439,318,"Syt14",3.590432,3.687265,3.805625,342,338,687,3.69444066666667,0.762873915685518
"SYT15",2.421878,3.715495,3.335128,3.15750033333333,128,195,138,"Syt15",0.248806,0.417303,0.21014,13,21,20,0.292083,3.21767280688109
"SYT16",6.954767,4.394415,4.101988,5.15039,859,785,528,"Syt16",37.771344,42.289474,41.629923,972,1063,1865,40.5635803333333,0.14797546194709
"SYT17",39.508921,37.152258,33.453294,36.7048243333333,1120,1120,582,"Syt17",14.021235,14.358828,17.248801,386,447,808,15.2096213333333,2.32607681314538
"SYT2",33.313211,31.232987,34.880893,33.1423636666667,3492,3578,2593,"Syt2",8.952405,10.366381,8.328558,760,819,1239,9.21578133333333,3.34211966296329
"SYT3",50.004895,55.489017,60.965208,55.4863733333333,846,1028,749,"Syt3",15.069037,15.375813,16.298053,358,415,823,15.5809676666667,3.4066994441398
"SYT4",149.909137,212.236325,129.001725,163.715729,4698,6062,3292,"Syt4",43.893975,50.179824,45.026929,2389,2623,4583,46.3669093333333,3.47744303604131
"SYT5",243.368679,251.985186,225.296893,240.216919333333,1679,1752,1036,"Syt5",84.737671,97.512258,93.13033,1234,1400,2578,91.7934196666667,2.59950457909445
"SYT6",5.465199,4.091395,2.683902,4.08016533333333,295,246,109,"Syt6",12.0264,10.562216,10.575516,696,613,1212,11.0547106666667,0.421425737523577
"SYT7",34.868374,34.976266,38.062046,35.9688953333333,2066,2256,1685,"Syt7",192.226387,182.933727,198.841175,3229,3143,6300,191.333763,0.192212197986962
"SYT8",0,0,0,0,0,0,0,"Syt8",0,0,0,0,0,0,0,1
"SYT9",2.885208,4.027013,3.963712,3.625311,139,223,134,"Syt9",2.265748,2.826183,3.061046,105,129,254,2.717659,1.24414611453068
"SYTL1",1.358965,0.581488,0.397728,0.779393666666667,7,17,7,"Sytl1",0.570384,0.580544,0.891493,3,9,13,0.680807,1.05865436463953
"SYTL2",5.784054,9.143352,7.034489,7.32063166666667,63,122,68,"Sytl2",24.626255,37.247722,28.181898,573,898,1394,30.018625,0.268246309005208
"SYTL3",1.758224,2.599525,1.287375,1.881708,39,42,30,"Sytl3",0.079362,0,0.16076,2,0,6,0.0800406666666667,2.66814768085893
"SYTL4",0.14601,0.289934,0.155794,0.197246,2,10,5,"Sytl4",0.899927,0.844382,0.470126,17,23,32,0.738145,0.688806745121955
"SYTL5",1.934765,2.693677,0.799473,1.809305,122,184,36,"Sytl5",1.817152,1.579958,1.93334,55,47,112,1.77681666666667,1.01169984814746
"SYVN1",18.567897,25.036735,24.009301,22.5379776666667,441,579,406,"Syvn1",9.088033,10.096431,10.112087,377,406,816,9.765517,2.18642334285169
"SZRD1",17.240965,14.826857,15.997877,16.0218996666667,499,594,413,"Szrd1",15.723464,9.526367,15.470713,311,258,563,13.5735146666667,1.16800236977838
"SZT2",11.681989,23.609004,22.395549,19.2288473333333,581,776,552,"Szt2",8.337837,5.641344,10.520742,528,465,1116,8.166641,2.20678952446521
"TAAR1",0,0,0,0,0,0,0,"Taar1",0,0,0,0,0,0,0,1
"TAAR2",0,0,0,0,0,0,0,"Taar2",0,0,0,0,0,0,0,1
"TAAR5",0,0,0,0,0,0,0,"Taar5",0,0,0,0,0,0,0,1
"TAAR8",0,0,0,0,0,0,0,"Taar8a",0,0,0,0,0,0,0,1
"TAAR8",0,0,0,0,0,0,0,"Taar8c",0,0,0,0,0,0,0,1
"TAAR8",0,0,0,0,0,0,0,"Taar8b",0,0,0,0,0,0,0,1
"TAAR9",0,0,0,0,0,0,0,"Taar9",0,0,0,0,0,0,0,1
"TAB1",48.364089,31.92358,34.694093,38.327254,216,289,203,"Tab1",5.582161,5.714516,5.422367,206,216,341,5.57301466666667,5.9831380263668
"TAB2",14.327608,20.201024,17.218018,17.2488833333333,610,746,486,"Tab2",15.657513,15.0353,15.540254,745,752,1354,15.4110223333333,1.11198942775594
"TAB3",12.52663,12.546164,14.424459,13.165751,816,862,709,"Tab3",3.5976,5.118107,5.267744,330,349,646,4.66115033333333,2.5022743022016
"TAC1",955.641931,425.529852,224.299268,535.157017,10172,4846,1656,"Tac1",74.090996,78.867621,77.389573,624,659,1270,76.78273,6.89300847373189
"TAC3",0,0.193369,0,0.0644563333333333,0,1,0,"Tac2",5.140402,7.637454,6.868912,33,48,74,6.54892266666667,0.141007714654912
"TAC4",0.230969,0.202115,0.698666,0.37725,1,1,1,"Tac4",0,0,0,0,0,0,0,1.37725
"TACC2",62.430197,48.416925,67.439813,59.4289783333333,1125,1165,903,"Tacc2",14.546781,16.171317,15.552845,605,660,1256,15.4236476666667,3.67938837703999
"TACC3",3.704679,4.505704,8.653504,5.62129566666667,66,94,107,"Tacc3",1.734185,3.650641,4.171779,37,50,93,3.185535,1.58194726998261
"TACO1",7.479521,8.71283,8.524135,8.23882866666667,123,161,97,"Taco1",5.429721,5.00546,5.376453,91,83,174,5.27054466666667,1.47336940533714
"TACR1",3.572253,2.489767,6.37386,4.14529333333333,230,157,78,"Tacr1",1.394775,1.998618,1.302627,97,133,177,1.56534,2.0056964508928
"TACR2",1.198374,1.221964,1.080726,1.16702133333333,25,28,16,"Tacr2",0.033165,0.033957,0.069813,1,1,4,0.045645,2.07242547263491
"TACR3",3.674935,1.224963,0.816841,1.90557966666667,251,89,40,"Tacr3",0.939173,0.799268,0.739247,49,41,74,0.825896,1.59131717615169
"TACSTD2",0.097124,0.512421,0.139048,0.249531,2,12,2,"Tacstd2",0.092391,0.092076,0.023541,2,2,1,0.069336,1.16851111343862
"TADA1",10.496365,9.023962,12.244946,10.5884243333333,275,254,228,"Tada1",12.418898,11.325954,13.110455,350,317,654,12.2851023333333,0.87228717119153
"TADA2A",12.599555,12.403482,12.757417,12.586818,238,310,225,"Tada2a",21.82473,15.439713,19.091149,233,221,476,18.7851973333333,0.686716324891511
"TADA2B",8.800388,7.913089,11.596113,9.43653,338,389,331,"Tada2b",8.556464,8.550043,7.893658,385,406,713,8.33338833333333,1.11819305350522
"TADA3",23.125178,26.568118,32.381431,27.3582423333333,496,566,471,"Tada3",15.007817,15.418376,16.65294,257,276,542,15.6930443333333,1.69880590784189
"TAF1",19.548542,25.109048,26.316301,23.6579636666667,680,778,557,"Taf1",26.600721,20.8381,19.292411,1036,1156,2013,22.243744,1.0608430236827
"TAF10",36.748049,32.047507,29.799824,32.8651266666667,234,250,167,"Taf10",37.779457,41.489987,44.254966,329,296,619,41.1748033333333,0.802970588837364
"TAF11",21.395396,21.898388,25.410356,22.90138,439,482,365,"Taf11",26.642552,41.931519,31.498789,281,321,552,33.35762,0.695664600749412
"TAF11L2",0.199938,0,0,0.066646,1,0,0,"Taf11",26.642552,41.931519,31.498789,281,321,552,33.35762,0.0310453983715985
"TAF12",5.741282,6.894929,7.734622,6.79027766666667,79,92,82,"Taf12",5.969662,7.789248,6.405014,132,135,229,6.721308,1.00893238123213
"TAF13",40.555085,44.811812,37.424291,40.930396,387,455,255,"Taf13",23.124689,17.89909,16.956153,261,197,389,19.326644,2.06282925996047
"TAF15",101.195345,90.752785,112.721664,101.556598,1201,1220,861,"Taf15",28.0178,24.730816,23.08323,537,395,842,25.277282,3.90286171910778
"TAF1A",2.937153,6.645806,4.014969,4.53264266666667,58,91,45,"Taf1a",7.697194,6.449559,7.179163,114,93,204,7.10863866666667,0.682314614586353
"TAF1B",13.78032,13.831631,7.329208,11.647053,151,170,124,"Taf1b",8.164894,8.653852,7.431199,179,162,300,8.083315,1.39233892031709
"TAF1C",48.165254,51.515424,70.62027,56.7669826666667,572,545,419,"Taf1c",3.663673,2.497551,2.744417,101,84,194,2.968547,14.5562047436169
"TAF1D",45.286757,49.14813,45.164925,46.5332706666667,404,492,354,"Taf1d",17.634837,11.775589,14.869108,234,144,426,14.7598446666667,3.0161002009876
"TAF1L",0.025255,0.012058,5.441613,1.82630866666667,2,1,14,"Taf1",26.600721,20.8381,19.292411,1036,1156,2013,22.243744,0.121594381123225
"TAF2",14.764517,12.962064,13.181183,13.6359213333333,354,386,288,"Taf2",17.327721,13.445471,13.195625,423,388,760,14.6562723333333,0.934827973206138
"TAF3",2.003317,2.532907,2.57446,2.370228,125,172,114,"Taf3",5.516936,4.099313,3.681071,182,198,364,4.43244,0.620389364631731
"TAF4",22.268724,13.824361,17.501778,17.8649543333333,191,187,141,"Taf4",8.816458,18.507995,18.351586,243,191,472,15.2253463333333,1.16268423155795
"TAF4B",0.46472,0.649641,0.314973,0.476444666666667,27,36,13,"Taf4b",1.117725,1.244025,0.89173,77,85,120,1.08449333333333,0.708299059083902
"TAF5",2.614448,2.959116,3.682927,3.085497,106,132,105,"Taf5",2.123048,1.218205,1.352351,85,49,108,1.56453466666667,1.5930753649395
"TAF5L",11.712219,10.127643,12.152247,11.330703,419,427,321,"Taf5l",5.175261,4.663,4.694682,175,171,354,4.84431433333333,2.10986307318743
"TAF6",41.902211,39.151301,37.538288,39.5306,373,487,366,"Taf6",12.24896,15.972366,12.165468,221,232,416,13.4622646666667,2.8025071407673
"TAF6L",17.026393,17.190082,16.273547,16.8300073333333,114,106,76,"Taf6l",3.70429,7.289088,11.811126,59,75,143,7.60150133333333,2.07289479387009
"TAF7",42.112998,45.48892,47.370913,44.9909436666667,1202,1431,972,"Taf7",2.3879,2.034617,1.652831,108,88,139,2.025116,15.2030347486399
"TAF7L",0.127899,0.069311,0.223379,0.140196333333333,4,2,4,"Taf7l",0.120419,0.458978,0.196752,3,7,6,0.258716333333333,0.905840579913557
"TAF7L",0.127899,0.069311,0.223379,0.140196333333333,4,2,4,"Taf7l2",0.078584,0,0,2,0,0,0.0261946666666667,1.11109165772316
"TAF8",2.496826,3.432637,5.313354,3.74760566666667,96,135,134,"Taf8",4.548829,7.784574,5.578589,141,136,306,5.970664,0.68108370546431
"TAF9",65.52012,66.002043,69.551719,67.0246273333333,692,772,561,"Taf9",5.15922,10.010692,7.623788,50,82,134,7.5979,7.91177233200355
"TAF9B",18.028863,18.348547,17.904081,18.0938303333333,612,622,436,"Taf9b",10.906242,12.31871,9.718945,372,410,631,10.981299,1.59363607680046
"TAFA1",2.459274,21.577976,50.735244,24.9241646666667,60,75,54,"Tafa1",12.446043,10.079446,8.115531,379,327,574,10.2136733333333,2.31183519405773
"TAFA2",42.222572,36.008584,56.157458,44.7962046666667,980,897,869,"Tafa2",9.938246,12.956777,9.299202,434,590,804,10.7314083333333,3.90372608006001
"TAFA3",0,0,0,0,0,0,0,"Tafa3",0.033059,0.033624,0.331794,2,2,2,0.132825666666667,0.882748360515607
"TAFA4",0.036159,0.167903,0.856023,0.353361666666667,1,5,7,"Tafa4",0.223185,0.17448,0.286739,7,5,16,0.228134666666667,1.10196520251308
"TAFA5",25.671952,33.699545,33.173791,30.8484293333333,727,847,601,"Tafa5",23.792374,27.368602,24.942565,820,940,1681,25.367847,1.20785096080591
"TAGAP",0.353196,0.277896,0.261833,0.297641666666667,7,9,4,"Tagap",0.493262,0.439543,0.27848,21,18,22,0.403761666666667,0.924403121612524
"TAGAP",0.353196,0.277896,0.261833,0.297641666666667,7,9,4,"Tagap1",10.764507,11.419655,10.999312,332,344,646,11.061158,0.107588480862838
"TAGLN",35.569484,44.44128,47.555625,42.5221296666667,170,250,194,"Tagln",13.257029,15.939093,25.67391,93,101,264,18.2900106666667,2.25620039401395
"TAGLN2",43.705094,65.130875,24.282716,44.372895,594,979,259,"Tagln2",10.095808,12.559114,7.305295,89,73,156,9.986739,4.12978728265047
"TAGLN3",200.113351,174.008083,208.712307,194.277913666667,2194,1869,1504,"Tagln3",108.266947,99.340233,94.243846,1605,1440,2658,100.617008666667,1.92170500026462
"TAL1",0.430288,0.46576,0.145215,0.347087666666667,10,15,6,"Tal1",0.298172,0.762642,0.326294,14,18,34,0.462369333333333,0.921167885540999
"TAL2",0.499638,1.065178,0.703613,0.756143,3,7,3,"Tal2",0.049436,0,0.039011,2,0,3,0.0294823333333333,1.70585054559784
"TALDO1",195.815844,172.841168,150.385235,173.014082333333,549,567,337,"Taldo1",48.362863,48.353371,44.420604,652,627,1113,47.0456126666667,3.62185166709429
"TAMM41",9.244817,9.439762,11.12927,9.93794966666667,123,148,99,"Tamm41",8.788109,10.185408,8.229406,64,68,129,9.067641,1.08644613635574
"TANC1",1.198433,1.671662,1.543663,1.47125266666667,93,158,100,"Tanc1",9.450468,11.306868,4.189106,306,278,516,8.31548066666667,0.265284503837734
"TANC2",37.522757,41.185552,33.04499,37.2510996666667,3526,3599,2477,"Tanc2",27.287275,29.540193,29.244318,2927,2911,5580,28.6905953333333,1.28832376842651
"TANGO2",14.801654,55.739436,39.605158,36.715416,248,341,203,"Tango2",85.131657,80.881116,69.125971,618,606,1063,78.3795813333333,0.475127424036468
