"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"ABHD2",24.811763,18.501694,16.975591,20.0963493333333,1534,1881,1288,"Abhd2",19.626201,7.092046,7.529354,2086,1334,1439,11.415867,1.69914427509036
"ABHD3",2.112366,4.383957,4.812756,3.769693,34,41,40,"Abhd3",38.388158,39.33974,44.624386,668,1261,1382,40.7840946666667,0.114150923648108
"ABHD4",5.832204,5.914283,14.836758,8.86108166666667,103,107,75,"Abhd4",30.102026,40.118908,40.409999,828,1966,2027,36.8769776666667,0.260344997783306
"ABHD5",6.272151,9.717485,9.994526,8.66138733333333,224,264,185,"Abhd5",15.396005,16.375689,21.571022,243,450,555,17.7809053333333,0.51442607062109
"ABHD6",12.738211,13.156293,8.173231,11.3559116666667,201,211,124,"Abhd6",20.131196,19.454461,16.882188,613,1035,897,18.822615,0.623323999717831
"ABHD8",7.19407,9.390167,9.704944,8.76306033333333,145,236,124,"Abhd8",73.165664,99.876587,96.017002,1879,5091,5065,89.6864176666667,0.107657360214835
"ABI1",19.731057,19.365981,20.50402,19.8670193333333,618,612,424,"Abi1",83.535127,72.202167,67.21898,1473,2226,1830,74.318758,0.277049434794628
"ABI2",50.424881,51.894418,63.248999,55.1894326666667,3251,3183,2502,"Abi2",73.550072,33.93638,32.706777,2945,2764,2269,46.7310763333333,1.1772085815594
"ABI3",0,0.209091,0.075429,0.09484,0,3,1,"Abi3",2.741241,3.098633,2.942035,27,77,59,2.927303,0.278776554801094
"ABI3BP",0.99652,1.116168,1.795284,1.30265733333333,15,18,16,"Abi3bp",1.005749,0.614508,0.331046,67,69,42,0.650434333333333,1.39518264182176
"ABITRAM",12.878776,15.022405,19.706706,15.8692956666667,130,158,143,"Abitram",7.343123,3.117896,3.047484,317,313,275,4.50283433333333,3.06556487889907
"ABL1",23.387004,25.535463,27.529949,25.4841386666667,995,1264,955,"Abl1",16.493449,7.635737,7.237194,757,701,772,10.45546,2.31192275706664
"ABL2",4.876134,5.408775,4.808567,5.03115866666667,785,862,542,"Abl2",9.166805,2.613638,2.099504,1313,592,529,4.626649,1.0718917541625
"ABLIM1",100.860799,75.151885,120.837451,98.950045,7750,6453,5627,"Ablim1",19.521036,10.009919,8.622963,1779,1479,1369,12.7179726666667,7.28606532675698
"ABLIM2",19.980956,30.901303,25.59889,25.4937163333333,462,672,364,"Ablim2",97.913663,59.151526,46.287557,1212,1466,1295,67.7842486666667,0.385171268813646
"ABLIM3",48.422608,52.934019,47.138285,49.498304,1626,2148,1222,"Ablim3",4.516867,3.560203,3.140058,289,412,368,3.73904266666667,10.6558027753566
"ABO",0.839964,0.413628,1.770949,1.00818033333333,23,39,31,"Abo",0,0,0,0,0,0,0,2.00818033333333
"ABR",591.586845,672.731938,685.513728,649.944170333333,3340,3625,3006,"Abr",121.644538,73.850699,64.046723,7113,7103,6497,86.5139866666667,7.43817297242696
"ABRA",0.028665,0.053548,0.080009,0.054074,1,2,2,"Abra",0.023622,0.027351,0.115394,1,2,8,0.0554556666666667,0.9986909287521
"ABRACL",19.223716,14.20645,19.051796,17.4939873333333,138,111,99,"Abracl",33.217061,37.836813,39.468236,67,98,101,36.8407033333333,0.48873265304882
"ABRAXAS1",4.102444,3.794132,3.584166,3.826914,77,83,56,"Abraxas1",2.097837,2.986823,1.808422,42,70,66,2.297694,1.46372404474157
"ABRAXAS2",9.187908,9.791007,10.77312,9.917345,353,405,295,"Abraxas2",15.079319,12.887985,9.021063,380,628,479,12.3294556666667,0.819039072038126
"ABT1",4.88843,4.285503,5.231131,4.801688,188,179,143,"Abt1",2.396752,2.64066,2.619396,162,315,315,2.55226933333333,1.63323426677106
"ABTB1",2.982307,4.057105,10.245762,5.76172466666667,62,115,92,"Abtb1",21.831981,27.654929,23.552319,275,528,482,24.3464096666667,0.266772483976659
"ABTB2",1.344934,1.96267,3.69669,2.33476466666667,85,140,90,"Abtb2",3.117546,2.432269,2.363293,188,299,300,2.63770266666667,0.916722715472073
"ACAA1",46.486176,54.061449,53.958237,51.501954,591,740,475,"Acaa1a",32.745647,29.059165,34.358911,520,1066,1037,32.0545743333333,1.5883415551068
"ACAA1",46.486176,54.061449,53.958237,51.501954,591,740,475,"Acaa1b",0.135692,0.223053,0.257686,3,9,11,0.205477,43.5528458859024
"ACAA2",7.463552,10.616386,8.612113,8.89735033333333,146,199,117,"Acaa2",16.998977,25.66273,27.282412,209,607,599,23.3147063333333,0.407052020190963
"ACACA",87.127535,78.297049,72.405289,79.2766243333333,3380,3012,2176,"Acaca",15.981778,6.514919,6.271574,1592,1200,1232,9.58942366666667,7.58083035113872
"ACACB",3.694984,3.933355,3.564281,3.73087333333333,62,63,54,"Acacb",0.922284,0.975901,1.144648,109,90,100,1.01427766666667,2.34866990366936
"ACAD10",11.611479,11.630295,14.269463,12.5037456666667,185,171,157,"Acad12",1.157293,1.86023,1.664471,45,84,89,1.56066466666667,5.27353145550491
"ACAD10",11.611479,11.630295,14.269463,12.5037456666667,185,171,157,"Acad10",1.268187,1.37903,0.87532,38,74,65,1.174179,6.21096315743399
"ACAD11",6.956361,6.78533,9.702243,7.81464466666667,123,171,123,"Acad11",7.725064,8.513703,8.234594,340,530,552,8.157787,0.962529994054968
"ACAD8",28.56967,26.216904,35.090426,29.959,521,559,449,"Acad8",13.864191,15.434606,14.236606,258,559,469,14.511801,1.99583529984687
"ACAD9",16.730664,15.138342,15.036653,15.6352196666667,348,375,288,"Acad9",28.724183,35.433702,31.159821,429,851,844,31.7725686666667,0.507595844435182
"ACADL",0.288112,0.704497,0.707281,0.56663,9,17,9,"Acadl",19.503812,22.189297,22.09295,399,856,916,21.2620196666667,0.0703723212654306
"ACADM",34.991444,30.116255,36.311604,33.8064343333333,538,526,442,"Acadm",46.965469,51.19742,51.99983,336,672,732,50.0542396666667,0.681754043554163
"ACADS",1.771714,2.673468,3.757556,2.734246,38,59,46,"Acads",3.826219,4.460667,5.525779,58,193,222,4.60422166666667,0.666327319315528
"ACADSB",5.696079,5.142362,5.947202,5.59521433333333,415,396,308,"Acadsb",145.380778,130.594786,130.001808,908,1382,1212,135.325790666667,0.0483783317968017
"ACADVL",236.028354,256.563668,245.533457,246.041826333333,1257,1410,953,"Acadvl",18.073398,20.606721,19.713457,479,1011,988,19.4645253333333,12.0717105483479
"ACAN",0.108891,0.370897,0.103268,0.194352,8,10,6,"Acan",0.97749,0.350438,0.41702,94,47,60,0.581649333333333,0.755130720083761
"ACAP1",9.140538,8.118628,5.692809,7.65065833333333,23,41,22,"Acap1",0,0.018565,0.036549,0,1,2,0.0183713333333333,8.49460118345829
"ACAP2",19.442193,11.477702,6.945933,12.6219426666667,361,356,272,"Acap2",36.691042,10.677867,10.414354,1409,875,776,19.2610876666667,0.672320405043079
"ACAP3",237.983872,241.790025,300.03488,259.936259,2282,2631,2345,"Acap3",30.626323,20.849619,19.366028,1311,1961,1795,23.61399,10.6011361424946
"ACAT1",122.137156,118.34408,129.991315,123.490850333333,655,741,527,"Acat1",43.890942,47.535747,47.180457,948,1985,2072,46.202382,2.63738491700129
"ACAT2",150.038137,113.788996,97.188096,120.338409666667,2596,2136,1199,"Acat2",21.860344,25.469903,26.905039,427,936,993,24.7450953333333,4.71306895918013
"ACAT2",150.038137,113.788996,97.188096,120.338409666667,2596,2136,1199,"Acat3",2.836098,2.697745,2.366028,43,78,76,2.63329033333333,33.3962878092777
"ACBD3",55.57853,50.960754,31.733687,46.0909903333333,687,749,476,"Acbd3",10.281829,7.11692,5.836016,516,626,510,7.74492166666667,5.38495279069586
"ACBD4",2.513592,3.070246,3.546908,3.043582,36,57,47,"Acbd4",48.447059,53.277535,51.466468,249,586,589,51.0636873333333,0.0776660702902449
"ACBD5",22.086031,24.008406,24.78825,23.6275623333333,786,939,654,"Acbd5",31.718534,21.222073,20.502479,1208,1400,1161,24.4810286666667,0.966505813226849
"ACBD6",44.648742,40.179244,47.697377,44.175121,561,617,466,"Acbd6",46.051315,40.289734,37.283973,465,683,684,41.2083406666667,1.07028895916006
"ACBD7",1.043718,2.012931,2.647439,1.90136266666667,46,68,57,"Acbd7",0,0.633204,0.507256,0,5,4,0.380153333333333,2.10220313684953
"ACCS",2.852259,6.929111,6.720408,5.50059266666667,40,71,38,"Accs",1.702548,1.880763,1.530269,43,62,61,1.70452666666667,2.40359717905043
"ACCSL",0,0.041683,0,0.0138943333333333,0,1,0,"Accsl",0,0.221119,0.229811,0,2,2,0.15031,0.88140964899317
"ACD",10.823814,17.900748,15.750557,14.8250396666667,143,186,143,"Acd",15.910447,14.66128,14.732569,297,491,503,15.101432,0.98283430111475
"ACE",7.650195,4.932748,4.196313,5.59308533333333,104,116,46,"Ace",8.036527,5.639198,4.870534,431,541,552,6.18208633333333,0.917990264574467
"ACE2",0.257103,0.077158,0.190801,0.175020666666667,1,1,1,"Ace2",0.383734,0.590837,0.631366,19,44,39,0.535312333333333,0.765330051192624
"ACER1",0.061841,0,0.249022,0.103621,1,0,3,"Acer1",0.030558,0,0,1,0,0,0.010186,1.09249286765012
"ACER2",1.702671,1.924675,1.809561,1.81230233333333,61,75,46,"Acer2",3.118334,2.54008,2.402802,132,184,153,2.687072,0.762746790226319
"ACER3",5.618697,5.605735,6.031901,5.752111,410,489,347,"Acer3",3.481609,5.184627,5.45389,351,403,381,4.70670866666667,1.18318831298321
"ACHE",123.812487,148.175891,116.216143,129.401507,2791,3847,1730,"Ache",33.834013,47.679276,42.808478,660,1514,1703,41.440589,3.07256591090194
"ACIN1",89.895784,89.267185,92.097629,90.4201993333333,1572,1683,1229,"Acin1",45.807958,21.09828,21.753088,1080,1089,980,29.5531086666667,2.99217340961028
"ACKR1",9.846748,12.019005,14.314649,12.060134,231,292,219,"Ackr1",101.103231,14.233693,28.400341,431,187,207,47.9124216666667,0.267010578396701
"ACKR2",0.432002,0.122803,0.473199,0.342668,14,5,6,"Ackr2",0.649428,0.359553,0.708918,12,16,18,0.572633,0.853770714464214
"ACKR3",0,0.074184,0.633304,0.235829333333333,0,2,7,"Ackr3",3.231514,3.181414,3.449357,127,255,243,3.28742833333333,0.28824489583305
"ACKR4",0.106321,0,0,0.0354403333333333,3,0,0,"Ackr4",0.132857,0.125531,0.088747,4,6,5,0.115711666666667,0.928053693681313
"ACLY",254.093676,248.408509,244.338036,248.946740333333,6921,7108,4396,"Acly",44.180974,41.640376,34.502339,2485,3516,3246,40.1078963333333,6.08026103565553
"ACMSD",0.255707,0.275251,0.059046,0.196668,1,2,1,"Acmsd",0.102752,0.079444,0,3,4,0,0.060732,1.12815301131671
"ACO1",9.414829,8.829655,9.906688,9.383724,628,626,488,"Aco1",7.262014,5.414308,4.996443,412,554,518,5.89092166666667,1.5068701259846
"ACO2",76.722101,90.811985,92.660824,86.7316366666667,1805,2351,1468,"Aco2",263.104087,251.75769,261.873345,6115,11826,11858,258.911707333333,0.337543997408905
"ACOD1",0,0,0,0,0,0,0,"Acod1",0,0.073883,0.014681,0,5,1,0.0295213333333333,0.971325185425978
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot3",0.889756,0.635427,0.487761,33,39,32,0.670981333333333,2.14354479124443
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot2",2.118218,1.538339,1.968624,59,81,106,1.87506033333333,1.24582544992389
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot1",10.961634,13.839671,14.384726,95,194,228,13.0620103333333,0.254716306447506
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot5",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,1.94393498911842
"ACOT11",0.582734,0.576701,0.609753,0.589729333333333,40,51,26,"Acot11",21.802128,6.375834,9.361889,792,624,658,12.5132836666667,0.117641971599748
"ACOT12",0.331608,0.188218,0.467097,0.328974333333333,5,2,2,"Acot12",0.04416,0.076111,0.025569,2,6,2,0.0486133333333333,1.26736356585205
"ACOT13",4.473594,5.647834,5.032359,5.05126233333333,165,201,127,"Acot13",187.035261,203.440437,207.538666,394,833,891,199.338121333333,0.0302052464756067
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot1",10.961634,13.839671,14.384726,95,194,228,13.0620103333333,1.10119292805716
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot5",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,8.40404563208139
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot3",0.889756,0.635427,0.487761,33,39,32,0.670981333333333,9.26700138680983
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot2",2.118218,1.538339,1.968624,59,81,106,1.87506033333333,5.38596917560339
"ACOT4",0.210825,0.819407,0.499504,0.509912,6,26,10,"Acot4",0.670655,0.306245,0.31109,62,50,51,0.42933,1.05637746356685
"ACOT6",0.113721,0.104565,0.160646,0.126310666666667,1,1,1,"Acot6",1.922866,1.41504,1.514438,91,121,132,1.617448,0.430308707820238
"ACOT7",141.034258,158.621084,147.569266,149.074869333333,2164,2658,1722,"Acot7",174.61588,209.453191,230.233611,2449,5334,5637,204.767560666667,0.729341733201801
"ACOT8",15.109551,19.026084,18.961389,17.699008,206,295,187,"Acot8",8.915559,7.038879,6.834587,102,183,184,7.59634166666667,2.17522857106851
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot9",8.656998,10.402593,11.574608,207,422,487,10.2113996666667,1.59915100103915
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot10",0,0.03077,0.091905,0,1,3,0.0408916666666667,17.2243871040054
"ACOX1",26.69153,36.454793,34.43575,32.5273576666667,665,715,462,"Acox1",52.075992,36.160964,33.933861,2775,3505,3371,40.7236056666667,0.803558492392041
"ACOX2",0,0.720589,0,0.240196333333333,0,2,0,"Acox2",0.425945,0.503412,0.569201,5,11,9,0.499519333333333,0.827062583165539
"ACOX3",9.956542,12.099373,8.284384,10.113433,181,210,142,"Acox3",14.587127,10.948877,12.068161,399,504,521,12.5347216666667,0.821105396453787
"ACOXL",0.165362,0.317846,0.200234,0.227814,4,5,4,"Acoxl",0.094962,0.026312,0.051821,2,1,2,0.0576983333333333,1.16083571402684
"ACP1",61.586263,66.10944,74.714785,67.4701626666667,798,920,684,"Acp1",42.16122,34.03718,37.936118,564,974,980,38.0448393333333,1.75362900285294
"ACP2",115.861262,97.504509,108.715051,107.360274,595,540,395,"Acp2",27.775885,13.88201,13.462821,1230,1605,1534,18.373572,5.59320057240864
"ACP3",0.048184,0.022238,0,0.023474,2,1,0,"Acpp",0.029359,0.074966,0.1739,2,5,7,0.0927416666666667,0.93661112339757
"ACP4",0.140216,0.12039,0.201053,0.153886333333333,2,2,2,"Acp4",0,0,0,0,0,0,0,1.15388633333333
"ACP5",0.900021,1.872376,0.519606,1.09733433333333,4,9,1,"Acp5",0.266159,0.463497,0.182784,5,15,6,0.304146666666667,1.6082043430698
"ACP6",5.681603,4.537779,4.413437,4.87760633333333,128,125,95,"Acp6",6.776354,4.322587,4.022952,116,152,143,5.040631,0.973011980591652
"ACR",0,0.561401,0,0.187133666666667,0,4,0,"Acr",0.186909,0.423882,0.312842,2,7,5,0.307877666666667,0.907679438928157
"ACRBP",0.871936,1.387368,0.356541,0.871948333333333,8,10,2,"Acrbp",3.307852,1.573221,2.810081,32,37,54,2.563718,0.52527959095903
"ACRV1",0.419432,0.594965,0.365907,0.460101333333333,5,9,3,"Acrv1",0.041311,0,0.023691,2,0,2,0.0216673333333333,1.42913577217894
"ACSBG1",0.253329,0.789068,1.028992,0.690463,21,18,25,"Acsbg1",75.991695,72.124837,77.401997,1978,4020,4197,75.172843,0.0221924630015451
"ACSBG2",0.326791,0.354839,0.057953,0.246527666666667,2,2,1,"Acsbg2",0,0,0.028707,0,0,2,0.009569,1.2347127008324
"ACSF2",0.770281,0.767876,3.321446,1.61986766666667,2,5,7,"Acsf2",10.926012,9.765954,9.224856,183,286,301,9.972274,0.238771622606824
"ACSF3",15.821189,18.561092,20.415246,18.2658423333333,217,288,178,"Acsf3",6.485458,6.055549,5.885676,203,348,340,6.14222766666667,2.69745564444109
"ACSL1",62.19037,73.44608,83.471369,73.0359396666667,894,1047,659,"Acsl1",42.346285,28.804089,28.573101,682,880,842,33.2411583333333,2.16219144650237
"ACSL3",130.996535,121.985228,113.197501,122.059754666667,2784,3004,2053,"Acsl3",155.549541,107.251119,90.126894,2978,3760,3462,117.642518,1.03723148110079
"ACSL4",61.049607,65.37075,77.690858,68.0370716666667,3385,3357,2270,"Acsl4",36.923525,27.741878,18.657545,1487,1298,1009,27.774316,2.39926021757274
"ACSL5",0.344508,0.341116,0.484939,0.390187666666667,7,4,5,"Acsl5",90.630157,64.187729,63.662764,978,1441,1317,72.8268833333333,0.0188303718631853
"ACSL6",16.646079,21.155853,18.209522,18.6704846666667,1030,1182,804,"Acsl6",88.954339,98.112671,85.343388,3610,5149,4996,90.803466,0.21426734222286
"ACSM1",0.124507,0.048926,0,0.057811,1,1,0,"Acsm1",0,0,0,0,0,0,0,1.057811
"ACSM2A",2.771496,1.037998,0.161293,1.32359566666667,12,12,4,"Acsm2",0.04055,0,0,4,0,0,0.0135166666666667,2.2926072585552
"ACSM2B",0.143928,1.678159,1.180417,1.00083466666667,5,15,6,"Acsm2",0.04055,0,0,4,0,0,0.0135166666666667,1.97415072930884
"ACSM3",3.546028,4.370048,3.432423,3.782833,37,79,10,"Acsm3",0.261954,2.557811,0.041191,2,4,3,0.953652,2.44814992639426
"ACSM4",0.149807,0.241539,0.10526,0.165535333333333,4,7,2,"Acsm4",0.032515,0.018361,0,1,1,0,0.0169586666666667,1.14609902205137
"ACSM5",0,0.179494,0,0.0598313333333333,0,2,0,"Acsm5",0,0.103164,0.161887,0,6,8,0.0883503333333333,0.973796121408211
"ACSS1",0.066638,0.220548,0.348834,0.212006666666667,3,9,8,"Acss1",9.943921,7.44783,6.344807,292,386,415,7.912186,0.135994319089241
"ACSS2",148.399461,146.694353,101.822483,132.305432333333,739,725,433,"Acss2",18.226148,17.723046,18.224044,626,1144,1142,18.057746,6.99481629849266
"ACSS3",0.627096,0.612727,1.358752,0.866191666666667,13,15,29,"Acss3",0.734858,0.60194,0.346877,48,65,38,0.561225,1.19533806252569
"ACTA1",0.242012,0.585729,0.672663,0.500134666666667,3,10,8,"Acta1",3.585673,4.303819,3.346984,66,151,119,3.745492,0.316117837026523
"ACTA2",2.655925,3.057572,5.813821,3.84243933333333,28,47,56,"Acta2",15.624107,13.404868,15.517049,296,436,554,14.8486746666667,0.305542225781066
"ACTB",2178.850167,2041.670166,2557.016143,2259.17882533333,20799,21935,16943,"Actb",1395.959313,1572.045538,1463.033274,8217,16340,16001,1477.01270833333,1.52920121226968
"ACTBL2",0.259337,0.108094,0,0.122477,9,4,0,"Actbl2",0.024943,0,0.014532,1,0,1,0.0131583333333333,1.10789889701346
"ACTC1",0.551692,0.56988,1.037101,0.719557666666667,8,10,7,"Actc1",0,0,0,0,0,0,0,1.71955766666667
"ACTG1",1435.350734,1536.991071,1807.979395,1593.4404,23732,27012,21393,"Actg1",669.163615,698.177045,673.971237,10977,21201,20212,680.437299,2.33981967576448
"ACTG2",0.239946,0.184371,2.284464,0.902927,2,2,27,"Actg2",0.611885,0.175024,0.099914,7,4,3,0.295607666666667,1.46875250043545
"ACTL10",0.141201,0.158296,0.137933,0.14581,3,4,2,"Actl10",0.254595,0.105854,0.077653,5,4,3,0.146034,0.999804543320704
"ACTL6A",67.288182,35.925033,85.845286,63.0195003333333,123,104,102,"Actl6a",5.337694,7.134668,7.305312,89,203,211,6.592558,8.43187504571362
"ACTL6B",154.861852,109.866441,166.128293,143.618862,576,645,448,"Actl6b",38.475074,40.535358,35.640714,563,1196,1110,38.2170486666667,3.6876528682517
"ACTL7A",0,0,0.078863,0.0262876666666667,0,0,1,"Actl7a",0.097759,0,0,2,0,0,0.0325863333333333,0.993900106496341
"ACTL7B",0,0,0.088939,0.0296463333333333,0,0,1,"Actl7b",0,0,0,0,0,0,0,1.02964633333333
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.055109,0.060875,0,1,2,0,0.0386613333333333,0.962777729282307
"ACTN1",42.915893,53.04208,30.351943,42.1033053333333,709,901,468,"Actn1",23.980828,10.2768,8.384307,975,632,532,14.2139783333333,2.83313834087008
"ACTN2",10.431195,12.550374,2.658834,8.546801,163,226,63,"Actn2",7.314407,4.876111,3.283167,131,173,86,5.157895,1.55033513887457
"ACTN3",0.026669,0.072504,0,0.0330576666666667,1,3,0,"Actn3",0.23681,0.335929,0.780729,10,26,29,0.451156,0.711886018227307
"ACTR10",175.090819,207.781083,223.094765,201.988889,1347,1561,1119,"Actr10",99.732217,132.025899,140.933302,1514,2604,2580,124.230472666667,1.62092248537868
"ACTR1A",135.467299,131.59114,164.703958,143.920799,3143,3440,2547,"Actr1a",63.002197,75.013199,66.463893,2349,4256,4010,68.159763,2.0954496185882
"ACTR1B",28.348357,31.987461,34.845941,31.727253,679,815,581,"Actr1b",137.315193,170.468768,166.570017,3046,5855,5218,158.117992666667,0.205679146974659
"ACTR2",90.130579,85.113097,98.337326,91.1936673333333,4098,3983,3193,"Actr2",92.32534,56.271803,49.74149,4892,5093,4363,66.1128776666667,1.37371053870223
"ACTR3",83.778842,80.647357,87.559013,83.9950706666667,1903,1958,1481,"Actr3",106.79007,92.095801,94.22518,2418,3617,3248,97.7036836666667,0.861113461111588
"ACTR3B",23.73554,20.329805,21.54651,21.8706183333333,309,312,235,"Actr3b",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,0.551922035224931
"ACTR3C",0.030079,0.14202,0.021249,0.0644493333333333,2,4,1,"Actr3b",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,0.0256876763839348
"ACTR5",2.282428,2.070326,3.460384,2.60437933333333,72,72,77,"Actr5",1.655298,3.488506,3.028739,57,111,87,2.724181,0.96783140597445
"ACTR8",23.771453,22.759294,31.53109,26.0206123333333,450,503,352,"Actr8",23.439745,26.829135,21.342911,523,1009,917,23.870597,1.08644807896382
"ACTRT1",0,0,0.167548,0.0558493333333333,0,0,2,"Actrt1",0,0,0,0,0,0,0,1.05584933333333
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.443018,1.511988,0.769716,1.241574,29,33,11,"Actrt3",0.363621,0.493898,0.649441,10,24,32,0.50232,1.49207492411736
"ACVR1",6.034686,8.207685,6.259893,6.834088,217,313,134,"Acvr1",10.711349,6.741105,6.615735,444,439,393,8.02272966666667,0.868261411947434
"ACVR1B",55.209179,56.089019,59.415097,56.9044316666667,1548,1896,1377,"Acvr1b",24.009448,11.368391,10.09028,1603,1375,1234,15.1560396666667,3.58407337821383
"ACVR1C",0.137088,0.073565,0.237864,0.149505666666667,13,9,9,"Acvr1c",3.314034,1.219423,0.718173,468,213,168,1.75054333333333,0.417919489846249
"ACVR2A",25.003915,23.782342,23.796881,24.1943793333333,1564,1417,966,"Acvr2a",12.514011,5.744765,5.341047,825,707,544,7.86660766666667,2.84149026104422
"ACVR2B",6.214092,4.560656,8.131002,6.30191666666667,990,790,922,"Acvr2b",1.929773,0.686498,0.67679,71,29,40,1.097687,3.48093717826666
"ACVRL1",2.000151,0.803904,0.719904,1.174653,17,40,28,"Acvrl1",12.582997,20.940623,17.187393,229,362,348,16.903671,0.121464084097613
"ACY1",10.842162,5.437314,8.266339,8.18193833333333,50,52,41,"Acy1",6.602693,9.864639,8.338537,74,156,177,8.268623,0.990647514019433
"ACY3",0,0,0,0,0,0,0,"Acy3",1.108628,1.280322,1.709566,12,37,47,1.366172,0.422623545541068
"ACYP2",20.955971,15.854271,16.292319,17.7008536666667,172,145,100,"Acyp2",14.525832,16.757983,20.208801,131,261,297,17.1642053333333,1.02954427807246
"ADA",0.922875,1.829261,0.70398,1.15203866666667,13,16,8,"Ada",0.60434,1.298299,0.401885,14,35,17,0.768174666666667,1.21709619939508
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0.258936,0.627989,0.295641666666667,0,1,3,"Adad2",0,0.020208,0.019589,0,1,1,0.0132656666666667,1.27867913548174
"ADAL",9.378484,7.193559,10.742324,9.104789,227,237,166,"Adal",8.868136,6.54983,6.090581,222,329,298,7.16951566666667,1.23688960426744
"ADAM10",34.061006,24.686719,34.283331,31.010352,691,616,515,"Adam10",20.699286,11.778541,9.67486,1332,1439,1149,14.0508956666667,2.12680711559868
"ADAM11",23.644833,33.066844,44.802479,33.838052,1084,1499,1443,"Adam11",48.344554,24.285039,26.595301,1655,1785,1743,33.0749646666667,1.02239436902718
"ADAM12",8.973317,5.716452,10.949544,8.54643766666667,581,454,513,"Adam12",0.827122,0.27961,0.555161,52,33,50,0.553964333333333,6.14327977926563
"ADAM15",18.903104,21.508581,19.628954,20.0135463333333,201,239,154,"Adam15",46.208836,42.61884,40.50396,861,1418,1393,43.1105453333333,0.476383734876519
"ADAM17",9.86407,13.149275,14.571838,12.5283943333333,391,394,303,"Adam17",6.531468,4.180438,3.7324,226,256,227,4.81476866666667,2.3265576171388
"ADAM2",0,0,0,0,0,0,0,"Adam2",0,0,0.029683,0,0,1,0.00989433333333333,0.990202605355082
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam20",0,0,0.015191,0,0,1,0.00506366666666667,1.04337469831928
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam39",0,0,0,0,0,0,0,1.048658
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam25",0,0,0,0,0,0,0,1.048658
"ADAM21",0.175871,0.28972,0.247976,0.237855666666667,6,11,6,"Adam21",0.327239,0.201938,0.079843,14,15,6,0.203006666666667,1.02896825176918
"ADAM22",14.849654,14.25824,14.463086,14.52366,1382,1676,1175,"Adam22",40.93577,14.501028,11.662182,3288,1921,1760,22.3663266666667,0.664360308809058
"ADAM23",30.45531,32.68447,48.390528,37.1767693333333,1224,1432,1029,"Adam23",41.066406,24.382817,23.376903,1931,2038,1906,29.6087086666667,1.2472518768787
"ADAM28",0.264589,0.406801,0.059004,0.243464666666667,8,6,4,"Adam28",0.062589,0,0.012877,3,0,1,0.0251553333333333,1.21295244362968
"ADAM29",0.651684,0.674166,0.788744,0.704864666666667,24,20,14,"Adam29",0,0,0,0,0,0,0,1.70486466666667
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.541507,0.630154,0.831368,0.667676333333333,18,23,18,"Adam33",1.232301,1.066814,0.682982,34,39,24,0.994032333333333,0.836333646880016
"ADAM7",0.067906,0.02098,0.122618,0.0705013333333333,3,1,3,"Adam7",0.050089,0,0,2,0,0,0.0166963333333333,1.05292140655568
"ADAM8",2.265081,4.232185,7.470717,4.65599433333333,41,65,39,"Adam8",0.663245,0.992273,0.7227,23,26,20,0.792739333333333,3.15494518816456
"ADAMDEC1",0,0,0.059317,0.0197723333333333,0,0,1,"Adamdec1",0,0,0,0,0,0,0,1.01977233333333
"ADAMTS1",14.234685,4.588657,3.552739,7.45869366666667,508,136,33,"Adamts1",2.782818,0.862728,1.160106,145,113,140,1.601884,3.25098800202725
