"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg__TPM","FoldChange"
"RNF180",5.504077,2.71534,2.766581,129,163,121,0,1.252606,0.274826,0.34847,32,20,22,0,1
"RNF181",26.281272,30.877189,41.458354,138,172,137,0.111491333333333,51.151194,44.640006,55.117712,419,355,320,0.0290056666666667,1.08016055629107
"RNF182",4.482184,5.87329,6.020193,197,188,121,0,0,0,0,0,0,0,0,1
"RNF183",3.556541,1.789628,0.817663,56,22,8,0.392716333333333,0.149041,0,0,1,0,0,0.0660893333333333,1.30637863993887
"RNF185",11.353406,13.115465,16.988264,421,530,398,0,7.152372,6.642819,5.640263,453,371,319,0,1
"RNF186",0,0,0,0,0,0,4.03683433333333,0,0,0,0,0,0,0.128154,4.46466912614176
"RNF187",45.660259,49.736075,60.442392,1513,1837,1417,0.395316,12.663597,11.363584,9.999876,728,600,530,0.0800473333333333,1.29190263883496
"RNF19A",65.131343,109.381442,115.645256,658,766,556,0.130928666666667,57.268654,28.471221,27.032202,459,366,262,0.0173603333333333,1.11163039250924
"RNF19B",11.5358,14.342652,15.788378,322,443,306,0.158366666666667,4.325676,3.081266,3.542642,204,138,156,0,1.15836666666667
"RNF2",19.900865,17.985537,22.812307,568,506,500,0.455497666666667,5.426683,1.938544,3.106967,120,71,104,0.0832983333333333,1.34357971565235
"RNF20",21.10476,27.336113,25.290645,771,859,644,0.713127,9.83499,4.53423,3.483421,490,363,275,0.229697,1.39312936438814
"RNF207",28.776553,47.915041,31.387238,184,228,156,0.219181333333333,251.815763,147.71569,105.291288,2907,2173,1713,0.486830666666667,0.81998667411577
"RNF208",13.912599,15.538268,19.003022,153,198,147,0,9.645142,9.033919,7.691853,203,170,148,0,1
"RNF212",5.524613,6.029646,4.723662,39,45,31,1.21678866666667,0.7971,0.246409,0.091935,7,5,4,0.956875666666667,1.1328203955046
"RNF212B",0.497181,0.255321,1.820354,1,1,3,19.7824456666667,0.898424,0.617977,0.62367,4,1,1,9.65126766666667,1.95117110160565
"RNF213",6.703744,12.662,12.92948,293,371,239,0.311544,17.569125,10.501799,8.652382,772,485,403,0.0379663333333333,1.26357084799475
"RNF213.AS1",2.63212,3.885153,4.029675,100,128,93,0.204333333333333,0.389077,0.290863,0.302796,26,16,11,0.057705,1.1386287606973
"RNF214",6.500675,11.770851,12.84496,211,220,171,0.0478803333333333,5.353913,4.531184,4.205127,195,119,121,0,1.04788033333333
"RNF215",16.252667,18.033063,16.963948,257,326,227,0.0681753333333333,10.018136,7.935588,5.930864,232,188,171,0.022951,1.04420967703569
"RNF216",10.333699,9.157434,11.325061,572,625,480,0,6.376611,4.203185,3.372566,653,496,393,0,1
"RNF216.IT1",0,0,0,0,0,0,0.919317333333333,0,0.510459,0,0,1,0,0.713441333333333,1.12015351561497
"RNF216P1",19.246975,25.790052,28.499217,326,446,355,2.90133066666667,4.862048,4.874849,2.985271,161,152,112,1.832424,1.377382293988
"RNF217",6.061562,6.993515,6.966704,238,259,256,0.117344333333333,15.048376,10.339212,7.498528,245,218,171,7.031535,0.139119649398693
"RNF217.AS1",0.581364,0.746503,0.664759,13,17,15,0,0.552556,0.628334,1.260747,18,20,17,0,1
"RNF220",53.171777,53.094816,60.024967,767,889,637,0.063881,14.894629,8.271104,11.815851,331,285,244,0.012038,1.05122633735097
"RNF222",0.10727,0.165082,0.048039,4,6,1,0.113791666666667,0.065859,0.017923,0,4,1,0,0,1.11379166666667
"RNF223",0,0.131553,0.07432,0,3,1,0.121909333333333,0.097847,0.05632,0,4,2,0,0,1.12190933333333
"RNF224",0.967876,0.592206,0.812228,17,12,10,0.341752,0.059918,0.033051,0.064714,2,1,2,1.38087633333333,0.563553839909647
"RNF225",0,0,0,0,0,0,0.0174596666666667,0.069404,0,0,1,0,0,0,1.01745966666667
"RNF227",1.357688,2.489766,1.912158,38,36,28,0,0.38184,0.297759,0.840175,21,15,21,0,1
"RNF24",13.244444,11.485208,11.536102,909,935,736,0,0.861285,0.465774,0.456926,125,75,72,0,1
"RNF25",33.805904,35.163371,41.884538,245,284,172,1.11471733333333,15.246971,14.425102,8.791156,206,183,119,0.647147,1.28386679108382
"RNF26",6.547841,8.726718,8.090566,236,347,207,0.0916583333333333,5.108049,4.361248,3.993884,312,252,229,0.0793153333333333,1.01143595353351
"RNF31",31.022318,23.69558,31.999663,245,237,213,0,32.468925,33.999128,20.828268,421,324,273,0,1
"RNF32",1.059565,1.716821,3.903929,22,19,17,0.112691666666667,0.482396,0.764615,0.378438,13,7,6,0,1.11269166666667
"RNF34",14.736502,12.674499,13.728006,257,255,201,0.0634486666666667,13.090888,10.981005,10.42797,309,230,213,0,1.06344866666667
"RNF38",10.02318,11.045957,12.30867,641,770,586,0,4.030782,3.513677,2.783221,374,323,262,0,1
"RNF39",1.552577,0.666086,0.8779,35,19,15,0.418515666666667,0.023864,0.026274,0,1,1,0,0.169951666666667,1.21245663994666
"RNF4",21.520258,32.826569,27.920908,470,606,388,0.332704666666667,20.150626,10.95885,11.293446,749,597,550,0.0232286666666667,1.3024504786483
"RNF40",78.032292,84.154128,90.149536,1197,1493,1046,0,17.970619,15.782966,13.972487,591,432,389,0,1
"RNF41",30.839353,37.359843,41.093857,903,1196,767,0.137078666666667,11.370628,9.611354,7.189407,584,438,459,0.558606333333333,0.72954834222625
"RNF43",0.176691,0.195462,1.319786,7,3,24,0.224770333333333,0.475769,0.635861,1.793503,40,43,44,0,1.22477033333333
"RNF43.1",0.033754,0.112848,0,3,10,0,0,0,0.024756,0.027614,0,3,3,0.225805,0.815790439751837
"RNF44",31.683678,36.434371,45.397254,1042,1280,978,3.78199533333333,13.304958,10.475157,7.311,636,569,470,0.531158,3.12312337024222
"RNF5",59.260907,52.105794,64.874225,602,708,572,0.264061333333333,27.449304,29.538674,22.769779,561,525,436,0.192132,1.06033671886447
"RNF6",16.436094,12.797951,10.583967,324,424,231,0.027609,14.066748,6.149111,5.672867,493,319,280,0.00440133333333333,1.0231059695925
"RNF7",81.673515,88.120583,81.932543,795,884,589,0,40.476415,33.346543,32.723273,571,491,458,0.0305823333333333,0.970325191550279
"RNF8",15.652089,16.984841,21.359501,360,377,244,0,12.585987,9.078747,7.912953,320,272,255,0,1
"RNFT1",7.866695,7.526314,5.76018,91,86,53,0,3.435092,2.975037,3.224509,82,80,60,0,1
"RNFT1.DT",0.67232,0.628095,0.724407,13,13,10,1.430817,0.078669,0.035961,0.215031,2,1,2,1.61057733333333,0.931141540594086
"RNFT2",9.394533,14.920796,14.796253,271,461,256,0.611802333333333,1.832728,2.284726,2.111543,75,63,58,0.152768666666667,1.39820102674546
"RNGTT",6.265343,5.813581,8.826309,408,388,361,2.059657,1.99055,1.311773,1.386816,135,121,113,0.721407666666667,1.77741569254465
"RNH1",25.972014,30.79426,34.719824,415,555,339,0.368267333333333,27.359527,27.30831,26.670766,958,801,778,2.460619,0.395382251942018
"RNLS",4.012814,3.042683,4.072768,43,45,39,0,2.99919,2.671169,3.073696,68,72,52,0,1
"RNMT",29.854805,29.430621,26.531533,1402,1543,982,1.36841033333333,11.543076,9.509905,10.658716,530,377,354,0.398551,1.69347441268379
"RNPC3",48.543804,34.615842,66.510557,282,353,298,2.29829466666667,67.981997,29.813786,22.464613,444,279,155,0.177120333333333,2.80200296712797
"RNPEP",17.500953,23.286036,21.35649,225,315,201,0.216942,17.325529,15.378823,13.022633,384,342,268,0.138114666666667,1.06926132809114
"RNPEPL1",9.610044,10.234563,13.213977,167,229,161,0.0667203333333333,23.162221,24.736586,17.549579,873,769,637,0,1.06672033333333
"RNPS1",144.735149,153.114377,157.872917,1203,1558,1123,0,68.747384,53.710184,45.796559,1228,1058,856,0,1
"RNU1.1",23.533252,36.40264,4.231163,2,3,0,0,319.2063,394.090866,1765.336031,44,52,233,0,1
"RNU1.154P",0,9.247704,0,0,1,0,0,0,0,0,0,0,0,0,1
"RNU1.155P",0,0,0,0,0,0,0.01771,0,0,0,0,0,0,0,1.01771
"RNU105B",0,0,0,0,0,0,0.30265,0,0,0,0,0,0,0.0677236666666667,1.22002540607417
"RNU105C",0,0,0,0,0,0,0.147032,0,0,0,0,0,0,0.143127666666667,1.00341548319333
"RNU11",6.334127,0,0,0,0,0,0.0217333333333333,3.905293,0,4.084711,0,0,0,0.036735,0.985529892724113
"RNU12",0,0,0,0,0,0,0.0898953333333333,0,0,7.476401,0,0,1,0.119294333333333,0.973734343930387
"RNU2.1",0,0,0,0,0,0,0.99099,17.488982,0,186.501872,3,0,33,0.0557416666666667,1.88586854423036
"RNU4.1",0,0,0,0,0,0,0.440761333333333,10.882033,27.067381,100.161424,1,3,11,0.0999503333333333,1.30984217166169
"RNU4.2",0,0,0,0,0,0,0.170391333333333,32.646099,72.179684,54.633504,4,8,6,0.140236666666667,1.02644597174271
"RNU4ATAC",14.119951,0,0,1,0,0,0.0526073333333333,0,0,18.211168,0,0,2,0,1.05260733333333
"RNU5A.1",17.649939,16.183483,0,1,1,0,0.0568863333333333,0,0,0,0,0,0,0,1.05688633333333
"RNU5B.1",17.649939,0,0,1,0,0,0.080395,0,0,0,0,0,0,0,1.080395
"RNU5D.1",0,0,0,0,0,0,21.4325746666667,0,0,0,0,0,0,0.974038666666667,11.3637969941825
"RNU5E.1",0,0,0,0,0,0,0.181486666666667,0,0,0,0,0,0,0.0422263333333333,1.1336181296513
"RNU5F.1",0,0,0,0,0,0,0,0,11.278076,0,0,1,0,0,1
"RNU6.7",0,0,0,0,0,0,0.348269333333333,34.459771,0,0,3,0,0,0.134407666666667,1.18852276209934
"RNU6ATAC",0,12.946786,0,0,1,0,1.06155566666667,0,0,0,0,0,0,0,2.06155566666667
"RNU7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNVU1.1",23.533252,24.268427,33.144074,2,2,2,0,0,0,0,0,0,0,0,1
"RNVU1.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNVU1.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNVU1.17",0,0,0,0,0,0,11.7742623333333,0,0,0,0,0,0,20.0546366666667,0.606719675840207
"RNVU1.19",0,0,0,0,0,0,1.55793266666667,0,0,0,0,0,0,0.226229666666667,2.08601433826018
"RNVU1.25",11.766626,10.788989,4.690332,1,1,0,1.110228,0,0,2.147606,0,0,0,0.0562583333333333,1.99783323208495
"RNVU1.26",0,0,3.960568,0,0,0,0.215955333333333,0,0,1.81346,0,0,0,0.170788333333333,1.03857827987695
"RNVU1.27",11.766626,0,0,1,0,0,0.161213666666667,0,15.177971,7.719952,0,2,1,0.019608,1.1388824594027
"RNVU1.28",23.533252,0,4.231163,2,0,0,3.743488,0,0,0,0,0,0,2.141034,1.51016767090073
"RNVU1.2A",0,0,3.878548,0,0,0,0.108911333333333,0,8.661338,0,0,1,0,0,1.10891133333333
"RNVU1.3",47.066503,64.733931,16.572037,4,6,1,0.324537666666667,0,0,0,0,0,0,0.0741393333333333,1.23311531899338
"RNVU1.30",0,10.788989,0,0,1,0,0.058645,14.509377,7.518717,0,2,1,0,0.022109,1.03574569835507
"RNVU1.31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNVU1.4",0,0,0,0,0,0,0.135537333333333,0,15.037434,0,0,2,0,0.0146796666666667,1.11910918355514
"RNVU1.6",0,0,0,0,0,0,0.289180666666667,0,0,0,0,0,0,0.118655,1.15243812137493
"RNVU1.7",0,36.40264,4.231163,0,3,0,2.62946633333333,0,394.090866,2.532892,0,52,0,0.318751333333333,2.75219917629151
"RNVU1.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0.030932,0.969996081215832
"RNY1",0,0,0,0,0,0,0,10.882033,45.112302,0,1,4,0,0.139870666666667,0.877292511548094
"RNY3",8.824969,8.091741,24.858055,0,0,1,0.418382333333333,16.323049,94.735835,17.07297,2,8,2,0.469956,0.964914822847305
"RNY4",0,16.183483,0,0,1,0,3.18004,0,0,0,0,0,0,0.558473333333333,2.68213764752685
"RO60",5.812401,7.13052,8.992356,504,636,557,0.357382666666667,7.455396,5.234247,2.053157,261,235,172,0.260906,1.0765137660275
"ROBO1",79.728397,65.035738,57.995505,2173,1922,1146,0,9.949902,4.469834,5.099181,306,188,139,0,1
"ROBO2",47.663856,50.494888,59.012519,2095,2313,1576,0,0.93678,0.34435,0.524792,21,16,16,0,1
"ROBO3",0.921723,0.966297,6.633634,10,23,57,38255.624993,0.22316,0.106343,0.48644,4,2,5,76348.4069443333,0.501072981757318
"ROBO4",0,0.196679,0,0,1,0,0.310162333333333,0.468566,0.261712,0.189574,17,8,13,0.181962333333333,1.10846369328746
"ROCK1",7.672966,4.719517,7.199143,241,223,167,0.0141276666666667,7.074885,9.743061,4.40144,725,500,305,0.0211453333333333,0.993127651434533
"ROCK1P1",1.691051,1.849331,2.915146,35,37,36,0,0.367864,0.07025,0.195974,6,3,8,0.0555166666666667,0.947403325385672
"ROCK2",4.015152,3.06703,3.960304,403,365,298,3.50718666666667,2.870783,2.565629,1.399827,425,289,222,5.23586066666667,0.722785018395215
"ROGDI",79.569607,73.458985,101.937617,475,554,428,0.214227333333333,99.504001,101.280663,84.806703,1202,1134,992,0.0339103333333333,1.1744029382303
"ROM1",1.003357,0.85589,0.639993,12,13,5,0,1.255508,0.779231,0.397814,21,15,8,0,1
"ROMO1",112.623418,149.44127,113.636823,102,137,70,9.46024366666667,404.536262,343.315034,352.758142,576,434,441,9.31497266666667,1.01408350799314
"ROPN1",0.103191,0,0.227847,2,0,3,0.077351,0.02706,0.039793,0.029181,1,1,0,0,1.077351
"ROPN1B",0.588826,0.586065,0.054951,7,12,1,0,0,0.087401,0.075431,0,2,2,0,1
"ROPN1L",0.910683,0.783288,0.549785,9,8,4,0.0227996666666667,0,0,0.083377,0,0,1,0,1.02279966666667
"ROR1",0.458566,0.300394,0.615634,29,19,24,14.0313313333333,7.458784,4.919019,3.287165,728,486,327,5.388194,2.35298604477781
"ROR1.AS1",2.103281,2.661884,3.101382,28,30,25,0,1.567912,0.661539,1.081981,27,10,20,0.0675736666666667,0.936703509297251
"ROR2",1.661171,0.314535,0.520331,25,19,19,0,17.843926,12.517253,9.044044,785,553,505,0,1
"RORA",1.460575,1.181163,1.746232,95,111,137,0,1.029456,0.426049,0.577084,54,45,39,0,1
"RORA.AS1",0.216017,0,0.530514,2,0,2,0.948502666666667,0.232309,0.152229,0.155589,3,1,1,0.861216,1.0468976554396
"RORA.AS2",0,0,0,0,0,0,14.7752613333333,0,0,0,0,0,0,1.670826,5.90651032052756
"RORB",0.322767,0.267998,0.402982,43,38,38,1.495185,0.005489,0.018892,0,1,4,0,0.503693333333333,1.65937092669605
"RORC",0.0181,0,0.051029,1,0,1,0.233409,0.174113,0.011545,0.023258,1,1,1,0,1.233409
"ROS1",0,0,0,0,0,0,0.378334666666667,0,0,0,0,0,0,0.0215243333333333,1.34929205471692
"RP1",0.02386,0.196752,0,2,3,0,0,0,0,0.013205,0,0,1,0,1
"RP1L1",0.186151,0.116755,0.490911,5,14,8,0.104378,0.036544,0.099736,0.035372,1,3,1,0.180480333333333,0.935532739356663
"RP2",1.80043,1.420295,1.269748,81,68,41,0.120446666666667,0.682885,0.690443,0.273064,36,40,16,0.0665856666666667,1.05049852223153
"RP9",12.136717,12.378244,14.178432,139,154,105,6.10093633333333,8.599791,7.974598,8.38554,162,140,154,0.0175826666666667,6.97824026090591
"RP9P",13.47696,14.739333,16.755761,190,228,166,0.061947,3.066004,3.072812,2.189175,73,70,50,0.055971,1.005659246324
"RPA1",22.794046,17.619155,23.999539,304,299,265,0.117942666666667,30.62067,18.993809,16.024417,786,661,539,0.00776333333333333,1.10933056372363
"RPA2",14.975309,19.472559,17.657682,181,236,148,3.08807233333333,24.670252,23.189901,16.986435,445,368,350,0.155875666666667,3.53677514911494
"RPA3",17.742726,17.887001,19.460605,81,104,63,0.135279,20.565271,20.213506,20.526893,110,100,104,0.0682803333333333,1.06271637188865
"RPA4",0,0,0,0,0,0,0.140914333333333,0,0.106136,0,0,3,0,0.192458333333333,0.956775009609001
"RPAIN",48.864321,44.967854,49.765863,677,718,512,0.0640113333333333,28.320227,24.6645,27.466152,628,548,487,0.125555666666667,0.945320933334558
"RPAP1",11.895038,21.342022,24.950514,287,465,286,4.283402,11.521034,8.313932,7.472065,366,287,233,1.88160933333333,1.83349003589198
"RPAP2",2.982501,3.407166,3.513722,708,764,593,0.790177,3.144558,3.348225,4.022821,369,269,229,0.794883,0.99737810208242
"RPAP3",23.064491,18.294346,27.612075,562,551,398,127.580522,7.563729,10.774836,7.028844,239,212,184,202.838239666667,0.630796862307414
"RPARP.AS1",10.669256,14.296505,12.62517,188,286,178,0,3.213173,2.45621,2.704191,110,70,94,0,1
"RPE",10.435666,14.553366,11.832013,273,324,241,0.554154333333333,8.406639,4.490377,4.077418,145,127,96,0.0970273333333333,1.4166960896143
"RPE65",0,0,0.35005,0,0,8,14.502263,0.023109,0.044352,0,1,2,0,10.6833146666667,1.32687199157865
"RPEL1",0.083775,0.079862,0.059144,2,2,1,1.396779,0,0,0,0,0,0,0.0580373333333333,2.26530664324384
"RPF1",4.882281,5.87715,7.084432,119,147,123,0,11.422626,10.22194,6.319684,361,370,218,0.0185603333333333,0.981777875373771
"RPF2",8.841875,10.579939,8.723596,220,241,148,0,5.198151,3.6661,5.005014,185,172,176,0,1
"RPGR",4.794575,5.299564,6.043523,113,106,66,0,1.317568,1.360441,1.083978,56,44,28,0,1
"RPGRIP1",0.760236,0.966165,0.649883,11,11,11,0.381863,0.075,0.665463,0.208515,3,4,8,0.844357,0.749238352444782
"RPGRIP1L",11.131492,10.448478,8.439209,318,391,247,1.551066,2.082054,1.303325,0.636344,59,45,40,0.304445666666667,1.95567056964427
"RPH3A",11.06224,22.742128,26.233876,359,827,656,2.727143,0.625367,0.047157,0.226131,7,3,5,0.815962333333333,2.05243409050151
"RPH3AL",5.522885,7.294024,6.125715,70,94,59,0,2.608973,2.468513,2.185819,87,85,67,0.0174446666666667,0.982854432051014
"RPIA",5.509822,4.752123,5.358214,119,112,82,0,1.903118,1.952509,1.472869,63,64,48,0,1
"RPL10",1063.113546,1040.333226,1450.624387,2529,2678,2035,0.266051333333333,1303.445441,1317.202967,1073.285876,5016,4560,4102,0,1.26605133333333
"RPL10A",182.324956,180.492102,213.439448,1236,1352,1019,0.0744896666666667,233.199919,240.030078,193.783521,2574,2518,2008,0.0130566666666667,1.06064122770362
"RPL10L",0.133746,0.244524,0,1,2,0,1.887178,0,0,0,0,0,0,0.0328756666666667,2.79528126489571
"RPL11",340.041649,316.381837,363.565956,1565,1676,1238,17.1994583333333,471.197745,446.726307,432.53522,3702,3357,3184,1.99030966666667,6.08614503581513
"RPL12",492.432874,401.9398,423.9401,2507,2343,1577,0,392.555109,347.738103,330.655535,3078,2741,2444,0,1
"RPL13",338.920075,363.185739,428.795438,1933,2208,1631,2.934023,434.798749,380.871256,305.794244,3963,3186,2650,0.665018666666667,2.36275008728631
"RPL13A",383.176017,367.246871,424.435456,2739,2805,2196,0,454.937636,364.403122,331.665742,5615,4440,3941,0,1
"RPL13AP17",0.042472,0,0,1,0,0,2.60201933333333,0.106428,0,0.02763,4,0,1,1.21391966666667,1.62698736885816
"RPL13AP20",0,0,0,0,0,0,0,0.146549,0,0,1,0,0,0,1
"RPL13AP3",0,0,0.270151,0,0,1,0,0.035646,0,0.125744,1,0,1,0,1
"RPL13AP5",0,0,0,0,0,0,0.287106333333333,0,1.075535,1.547211,0,9,13,0.143244,1.12583694586049
"RPL13AP6",0,0,0,0,0,0,16.4943963333333,0,0,0,0,0,0,0,17.4943963333333
"RPL13P5",3.858512,5.327159,6.385482,39,51,33,3.79214566666667,0.796478,0.808064,1.142929,10,9,12,0.469212333333333,3.26171075340369
"RPL14",1564.145258,1645.495895,2215.503271,2919,3091,2320,0.731856666666667,2282.360425,2171.97833,1762.023928,2790,2457,2069,2.40949866666667,0.507950533489968
"RPL15",522.219681,545.905823,591.426035,7414,7864,5868,0.105494333333333,459.171717,408.165779,403.025867,4834,4326,4043,0.0547883333333333,1.0480722040599
"RPL17",346.538885,318.290441,370.132804,1525,1532,1039,0,394.618381,373.522908,354.314117,2991,2674,2618,0,1
"RPL17.C18orf32",67.9523,71.390987,71.806007,1030,1191,841,8.216266,26.259143,33.112643,20.459439,477,654,406,7.099868,1.13782915968507
"RPL18",239.006242,236.251407,283.026084,1179,1323,968,0.765958,255.832085,251.312783,251.758185,2132,1996,1964,0.181675,1.49445321260076
"RPL18A",190.886411,180.161659,240.503351,877,847,614,0.707318,170.372796,170.331846,170.093592,1236,1071,1161,1.708521,0.630350660009651
"RPL19",361.352315,361.638001,378.572383,1988,2193,1645,0,481.184633,420.821142,382.347743,4187,3818,3308,0,1
"RPL21",137.820211,101.686696,167.972242,518,422,423,13.145679,126.873619,112.304557,112.520331,849,724,833,10.625777,1.21675127606525
"RPL21P28",0,0,1.569599,0,0,4,0,0.862177,0.407211,0.978831,5,2,5,0,1
"RPL22",69.095085,73.699794,68.128824,1536,1533,1138,0.630093333333333,77.383239,58.393233,66.062461,1177,1156,1104,1.754924,0.591701743254381
"RPL22L1",5.416474,8.148742,6.210559,22,34,19,0.026054,51.562213,54.685921,59.994243,301,319,337,0,1.026054
"RPL23",750.672659,690.704473,673.691785,1394,1381,945,0.217083666666667,1109.530486,1027.846794,1059.499478,3028,2846,2737,0,1.21708366666667
"RPL23A",227.281642,229.526039,236.527976,1131,1213,819,0,326.121305,331.249071,258.096115,2547,2482,1903,0.392777666666667,0.717989686317486
"RPL23AP87",0,0.048177,0,0,1,0,0.511684,0.173004,0,0.057733,7,0,2,0.206075333333333,1.25339102643118
"RPL23P8",0,0.777311,0,0,2,0,0,0.785154,0,0.547427,3,0,2,0,1
"RPL24",269.95395,254.475272,280.629664,1186,1238,882,0,378.520181,360.151752,334.804596,2679,2473,2226,0,1
"RPL26",640.33571,598.540436,775.46371,1605,1654,1228,0.269503,751.115577,810.402061,730.827629,3330,3183,2780,0.51791,0.836349322423596
"RPL26L1",37.653204,50.609227,45.05448,146,140,104,0.0842263333333333,78.652455,41.176882,70.148668,202,211,159,0,1.08422633333333
"RPL27",481.13341,492.913296,500.130784,1054,1203,778,0.0691466666666667,664.048539,638.990468,556.687067,2279,2271,1949,0,1.06914666666667
"RPL27A",529.067626,546.630735,559.750293,1321,1412,1077,0.372805,855.627513,852.044869,759.749815,2580,2531,2045,0.0805813333333333,1.27043190332118
"RPL28",204.775761,190.176186,212.316902,916,954,710,28.839552,259.616479,257.242237,243.832448,1507,1430,1281,12.166649,2.26629812946331
"RPL29",251.58034,253.212201,278.311326,1254,1424,1003,4.38121766666667,370.497768,349.002251,289.259875,3189,2781,2317,1.43804433333333,2.20718614222629
"RPL29P2",0,0,0,0,0,0,0.264418666666667,0,0.213687,0.117269,0,1,1,0,1.26441866666667
"RPL3",297.219229,267.904731,387.873839,2898,3118,2746,0.236785,453.458581,429.967508,341.824728,8372,6610,5541,0.110682666666667,1.11353587943511
"RPL30",874.979961,784.474118,965.419379,1165,1239,879,4.38448366666667,1136.463341,1188.061462,846.556167,2584,2437,2031,0.094761,4.91841019790316
"RPL31",812.797319,817.210642,789.473684,1633,1760,1150,0,921.442621,830.840176,725.10229,2713,2434,2136,0,1
"RPL31P11",0,0,0.077829,0,0,1,1.097256,0,0,0,0,0,0,1.83567566666667,0.73959657116405
"RPL32",439.064137,425.157697,469.519262,2123,2258,1590,0,377.829078,362.239315,332.991156,3038,2694,2342,0,1
"RPL32P3",13.988081,13.586564,15.395404,122,155,109,0,4.226019,2.152142,2.577737,81,50,31,0,1
"RPL34",247.718252,262.509534,292.264401,726,822,591,0,324.599626,280.144985,241.959964,1472,1232,1046,0,1
"RPL34.AS1",0.294645,0.291691,0,2,3,0,0.760689666666667,0.103263,0.014939,0.460411,3,1,5,1.08985866666667,0.842492219569553
"RPL35",338.108569,305.046758,381.45263,991,977,789,0,439.660563,391.563674,356.375759,2110,1779,1589,0,1
"RPL35A",241.345912,231.101091,226.784509,1007,1084,715,0.0809983333333333,344.821094,320.360764,308.025613,2237,2085,1925,0,1.08099833333333
"RPL36",336.470397,343.889182,285.922356,786,918,603,0,393.165118,301.97237,398.193625,1202,1082,1043,0,1
"RPL36A",78.256181,75.287535,103.971083,226,234,195,0,91.712619,72.976841,78.112776,353,297,283,0,1
"RPL36A.HNRNPH2",9.153904,14.228612,6.983815,42,71,23,0.110264333333333,11.237918,3.185224,0.62907,84,23,4,0,1.11026433333333
"RPL36AL",54.785165,47.883871,41.282569,329,310,176,0.472004,113.310427,119.262128,91.814943,998,1066,808,0.163954,1.26465822532506
"RPL37",307.233507,315.339813,293.298961,2920,3121,2562,0.0540926666666667,444.763914,407.435337,388.343091,2748,2392,2157,0,1.05409266666667
"RPL37A",1023.200994,934.144118,935.965367,2546,2528,1650,0,1214.285843,1124.863406,1086.79405,4409,3916,3732,0,1
"RPL38",696.111309,786.243357,449.831493,1111,1167,747,0,925.164997,863.691194,1125.322906,1645,1553,1438,0,1
"RPL39",335.121048,313.086889,381.478176,674,684,543,0,448.760138,410.525531,297.809104,1459,1316,948,2.24121366666667,0.308526404872414
"RPL39L",5.529627,4.833738,6.857511,36,36,32,0,14.982412,16.816835,12.984147,168,180,140,0,1
"RPL3L",0.187137,0.067852,0.210712,5,2,4,0.0124886666666667,0.023226,0.099831,0.025449,1,4,1,0,1.01248866666667
"RPL4",779.553646,805.689749,909.326327,4952,5248,4091,5.015556,859.601389,766.883259,646.039376,8131,6618,5405,3.643932,1.29535832996693
"RPL41",5480.982267,5398.068374,5096.814541,2663,2902,1746,0.911532333333333,7036.2213,6776.279666,6627.816459,5531,5102,4671,0,1.91153233333333
"RPL5",1347.322895,1210.768969,1408.755346,2574,2497,1733,0.0111386666666667,2003.251575,1924.948344,1745.784928,5312,4838,4013,0.0645153333333333,0.949858245348587
"RPL6",830.356503,815.751926,964.135261,3259,3423,2559,0,777.003545,694.2367,601.032038,4777,4307,3675,0,1
"RPL7",411.06456,368.878865,428.49654,2348,2287,1801,0,579.400855,536.938871,498.973263,4946,4851,3562,0,1
"RPL7A",364.356257,355.054842,449.604514,2847,3111,2458,0.150478666666667,410.949603,452.062064,336.545201,5465,5247,4104,0.258902333333333,0.913874441411526
"RPL7L1",36.960611,38.787214,49.632885,1599,1790,1342,5325.288394,16.421532,13.431525,10.769641,1151,968,673,6813.43914166667,0.781618014816888
"RPL8",431.632904,471.270119,535.909325,2108,2560,1843,0.99299,699.823799,649.287579,603.015637,5748,5072,4552,0.508327666666667,1.32132430110787
"RPL9",389.550466,407.543053,453.057001,889,1007,697,5.35624166666667,367.796709,467.499457,314.619544,2289,2252,1677,1.30566333333333,2.7567952245124
"RPLP0",555.412503,522.386273,560.693576,2871,3026,2420,0.0400483333333333,484.164381,439.874475,401.30794,4565,4227,3560,0.00684966666666667,1.03297281388251
"RPLP0P2",0.185731,0.402548,1.519499,9,14,14,0.0120726666666667,1.110168,0.558104,0.910974,31,28,23,0.0715423333333333,0.944500870552011
"RPLP1",839.618531,803.528842,689.259442,1222,1274,977,0,1990.364932,1688.498738,1826.940549,3686,3449,3178,0,1
"RPLP2",535.872354,549.108435,673.105745,794,933,656,8.90986466666667,745.020428,775.187595,676.031805,1946,1911,1668,5.208869,1.59608209911768
